naics22_code,hs_commodity,naics22_2023,naics17_2022,overlap_type
315250,6111202000,315250,315240,both_years
315250,6211128020,315250,315240,both_years
315250,6104591060,315250,315240,both_years
315250,6104632021,315250,315240,both_years
315250,6104632026,315250,315240,both_years
315250,6104632028,315250,315240,both_years
315250,6211128030,315250,315240,both_years
315250,6104632030,315250,315240,both_years
315250,6104632050,315250,315240,both_years
315250,6104632060,315250,315240,both_years
315250,6107999000,315250,315220,both_years
315250,6206303003,315250,315240,both_years
315250,6201903900,315250,315220,both_years
315250,6206303011,315250,315240,both_years
315250,6206303021,315250,315240,both_years
315250,6206303031,315250,315240,both_years
315250,6209203000,315250,315240,both_years
315250,6210505531,315250,315280,both_years
315250,6206303041,315250,315240,both_years
315250,6210505539,315250,315280,both_years
315250,6210505540,315250,315280,both_years
315250,6206303051,315250,315240,both_years
315250,6110301010,315250,315220,both_years
315250,6210505555,315250,315280,both_years
315250,6206303061,315250,315240,both_years
315250,6212103000,315250,315240,both_years
315250,6110301020,315250,315240,both_years
315250,6208220000,315250,315240,both_years
315250,6110301030,315250,315220,both_years
315250,6211390310,315250,315220,both_years
315250,6110301040,315250,315240,both_years
315250,6211390320,315250,315220,both_years
315250,6104198010,315250,315240,both_years
315250,6110301050,315250,315220,both_years
315250,6112390010,315250,315220,both_years
315250,6211390330,315250,315220,both_years
315250,6112390015,315250,315220,both_years
315250,6104198020,315250,315240,both_years
315250,6110301060,315250,315240,both_years
315250,6211390340,315250,315220,both_years
315250,6211390345,315250,315220,both_years
315250,6104198030,315250,315240,both_years
315250,6211390351,315250,315220,both_years
315250,6201306000,315250,315220,both_years
315250,6210309010,315250,315280,both_years
315250,6104198040,315250,315240,both_years
315250,6204591000,315250,315240,both_years
315250,6210309020,315250,315280,both_years
315250,6104198050,315250,315240,both_years
315250,6210309030,315250,315240,both_years
315250,6104198060,315250,315240,both_years
315250,6210309039,315250,315280,both_years
315250,6210309040,315250,315240,both_years
315250,6203395000,315250,315220,both_years
315250,6210309049,315250,315280,both_years
315250,6104198090,315250,315240,both_years
315250,6112390090,315250,315220,both_years
315250,6203223010,315250,315220,both_years
315250,6203436005,315250,315220,both_years
315250,6203223015,315250,315220,both_years
315250,6203436010,315250,315220,both_years
315250,6203223020,315250,315220,both_years
315250,6107991030,315250,315220,both_years
315250,6203223030,315250,315220,both_years
315250,6203436025,315250,315220,both_years
315250,6106901500,315250,315240,both_years
315250,6107991040,315250,315220,both_years
315250,6203223050,315250,315220,both_years
315250,6203436050,315250,315220,both_years
315250,6203223060,315250,315220,both_years
315250,6207999010,315250,315220,both_years
315250,6109908010,315250,315220,both_years
315250,6107991090,315250,315220,both_years
315250,6110121010,315250,315220,both_years
315250,6109908020,315250,315240,both_years
315250,6203436090,315250,315220,both_years
315250,6110121020,315250,315240,both_years
315250,6109908030,315250,315240,both_years
315250,6207999040,315250,315220,both_years
315250,6110121030,315250,315220,both_years
315250,6211325003,315250,315220,both_years
315250,6210407500,315250,315280,both_years
315250,6211325007,315250,315220,both_years
315250,6110121040,315250,315240,both_years
315250,6211325010,315250,315220,both_years
315250,6201404500,315250,315220,both_years
315250,6211325015,315250,315220,both_years
315250,6110121050,315250,315220,both_years
315250,6211325025,315250,315220,both_years
315250,6110121060,315250,315240,both_years
315250,6211325030,315250,315220,both_years
315250,6211325040,315250,315220,both_years
315250,6204411000,315250,315240,both_years
315250,6204198010,315250,315240,both_years
315250,6211325050,315250,315220,both_years
315250,6203493500,315250,315220,both_years
315250,6204198020,315250,315240,both_years
315250,6211325060,315250,315220,both_years
315250,6101200010,315250,315220,both_years
315250,6204198030,315250,315240,both_years
315250,6211325070,315250,315220,both_years
315250,6211325075,315250,315220,both_years
315250,6101200020,315250,315220,both_years
315250,6204198040,315250,315240,both_years
315250,6211325081,315250,315220,both_years
315250,6104698010,315250,315240,both_years
315250,6104698012,315250,315240,both_years
315250,6104698014,315250,315240,both_years
315250,6204198050,315250,315240,both_years
315250,6104698020,315250,315240,both_years
315250,6104698022,315250,315240,both_years
315250,6104698024,315250,315240,both_years
315250,6104698026,315250,315240,both_years
315250,6202404011,315250,315240,both_years
315250,6204198060,315250,315240,both_years
315250,6116101300,315250,315280,both_years
315250,6202404021,315250,315240,both_years
315250,6104698038,315250,315240,both_years
315250,6104698040,315250,315240,both_years
315250,6111907000,315250,315240,both_years
315250,6204198090,315250,315240,both_years
315250,6112120010,315250,315220,both_years
315250,6112120020,315250,315240,both_years
315250,6112120030,315250,315220,both_years
315250,6112120040,315250,315240,both_years
315250,6204321000,315250,315240,both_years
315250,6212300010,315250,315240,both_years
315250,6112120050,315250,315220,both_years
315250,6212300020,315250,315240,both_years
315250,6211390710,315250,315220,both_years
315250,6112120060,315250,315240,both_years
315250,6212300030,315250,315240,both_years
315250,6211390720,315250,315220,both_years
315250,6211390730,315250,315220,both_years
315250,6211390740,315250,315220,both_years
315250,6107295000,315250,315220,both_years
315250,6112202010,315250,315240,both_years
315250,6211390750,315250,315220,both_years
315250,6103412000,315250,315220,both_years
315250,6112202020,315250,315240,both_years
315250,6211390760,315250,315220,both_years
315250,6112202030,315250,315240,both_years
315250,6211390770,315250,315220,both_years
315250,6110301510,315250,315220,both_years
315250,6211390790,315250,315220,both_years
315250,6204616010,315250,315240,both_years
315250,6110301520,315250,315240,both_years
315250,6204616020,315250,315240,both_years
315250,6108999000,315250,315240,both_years
315250,6110301530,315250,315220,both_years
315250,6202903900,315250,315240,both_years
315250,4303900000,315250,315280,both_years
315250,6211202400,315250,315220,both_years
315250,6110301540,315250,315240,both_years
315250,6204444010,315250,315240,both_years
315250,6110301550,315250,315220,both_years
315250,6204444020,315250,315240,both_years
315250,6210203000,315250,315280,both_years
315250,6110301560,315250,315240,both_years
315250,6103494010,315250,315220,both_years
315250,6103494020,315250,315220,both_years
315250,6111301000,315250,315240,both_years
315250,6103109010,315250,315220,both_years
315250,6204698010,315250,315240,both_years
315250,6108229020,315250,315240,both_years
315250,6103109020,315250,315220,both_years
315250,6204698020,315250,315240,both_years
315250,6108229030,315250,315240,both_years
315250,6103109030,315250,315220,both_years
315250,6204698030,315250,315240,both_years
315250,6103109040,315250,315220,both_years
315250,6103109050,315250,315220,both_years
315250,6204698044,315250,315240,both_years
315250,6204698046,315250,315240,both_years
315250,6204698050,315250,315240,both_years
315250,6202306000,315250,315240,both_years
315250,6206402000,315250,315240,both_years
315250,6203436500,315250,315220,both_years
315250,6103109080,315250,315220,both_years
315250,6112194010,315250,315220,both_years
315250,6112194020,315250,315240,both_years
315250,6112194030,315250,315220,both_years
315250,6209302000,315250,315240,both_years
315250,6112194040,315250,315240,both_years
315250,6112194050,315250,315220,both_years
315250,6112194060,315250,315240,both_years
315250,6204223010,315250,315240,both_years
315250,6203199010,315250,315220,both_years
315250,6203199020,315250,315220,both_years
315250,6104510000,315250,315240,both_years
315250,6204223030,315250,315240,both_years
315250,6203199030,315250,315220,both_years
315250,6204223040,315250,315240,both_years
315250,6203199040,315250,315220,both_years
315250,6108221000,315250,315240,both_years
315250,6103101000,315250,315220,both_years
315250,6204223050,315250,315240,both_years
315250,6203199050,315250,315220,both_years
315250,6210408017,315250,315220,both_years
315250,6210408018,315250,315220,both_years
315250,6201405011,315250,315220,both_years
315250,6204223060,315250,315240,both_years
315250,6210408019,315250,315220,both_years
315250,6204223065,315250,315240,both_years
315250,6201405021,315250,315220,both_years
315250,6204223070,315250,315240,both_years
315250,6210408033,315250,315280,both_years
315250,6203199080,315250,315220,both_years
315250,6210408045,315250,315280,both_years
315250,6210408060,315250,315280,both_years
315250,6203420300,315250,315220,both_years
315250,6202404500,315250,315240,both_years
315250,6203322010,315250,315220,both_years
315250,6203322020,315250,315220,both_years
315250,6104420010,315250,315240,both_years
315250,6203322030,315250,315220,both_years
315250,6210105010,315250,315280,both_years
315250,6104420020,315250,315240,both_years
315250,6111203000,315250,315240,both_years
315250,6204690105,315250,315240,both_years
315250,6203322040,315250,315220,both_years
315250,6204690110,315250,315240,both_years
315250,6203322050,315250,315220,both_years
315250,6102200010,315250,315240,both_years
315250,6204690125,315250,315240,both_years
315250,6102200020,315250,315240,both_years
315250,6203191010,315250,315220,both_years
315250,6204690150,315250,315240,both_years
315250,6105100010,315250,315220,both_years
315250,6203191020,315250,315220,both_years
315250,6105100020,315250,315220,both_years
315250,6203191030,315250,315220,both_years
315250,6211202810,315250,315220,both_years
315250,6105100030,315250,315220,both_years
315250,6210105090,315250,315280,both_years
315250,6211202820,315250,315220,both_years
315250,6201904910,315250,315220,both_years
315250,6211202830,315250,315220,both_years
315250,6201904920,315250,315220,both_years
315250,6204690210,315250,315240,both_years
315250,6201904930,315250,315220,both_years
315250,6204690220,315250,315240,both_years
315250,6204690230,315250,315240,both_years
315250,6204510010,315250,315240,both_years
315250,6110302010,315250,315220,both_years
315250,6201904960,315250,315220,both_years
315250,6110302020,315250,315240,both_years
315250,6204510020,315250,315240,both_years
315250,6110302030,315250,315220,both_years
315250,6110302040,315250,315240,both_years
315250,6203420505,315250,315220,both_years
315250,6203420510,315250,315220,both_years
315250,6110302051,315250,315220,both_years
315250,6110302053,315250,315220,both_years
315250,6110302061,315250,315240,both_years
315250,6203420525,315250,315220,both_years
315250,6110302063,315250,315240,both_years
315250,6211121010,315250,315240,both_years
315250,6201307000,315250,315220,both_years
315250,6211121020,315250,315240,both_years
315250,6204690310,315250,315240,both_years
315250,6203420550,315250,315220,both_years
315250,6204592010,315250,315240,both_years
315250,6107910030,315250,315220,both_years
315250,6204690320,315250,315240,both_years
315250,6204592020,315250,315240,both_years
315250,6107910040,315250,315220,both_years
315250,6204690330,315250,315240,both_years
315250,6204690340,315250,315240,both_years
315250,6204690350,315250,315240,both_years
315250,6203420590,315250,315220,both_years
315250,6204690360,315250,315240,both_years
315250,6107992000,315250,315220,both_years
315250,6107910090,315250,315220,both_years
315250,6206402510,315250,315240,both_years
315250,6203437010,315250,315220,both_years
315250,6209900500,315250,315240,both_years
315250,6206402520,315250,315240,both_years
315250,6203437020,315250,315220,both_years
315250,6203437030,315250,315220,both_years
315250,6204690410,315250,315240,both_years
315250,6106902510,315250,315240,both_years
315250,6204690420,315250,315240,both_years
315250,6106902520,315250,315240,both_years
315250,6106902530,315250,315240,both_years
315250,6106902550,315250,315240,both_years
315250,6211391510,315250,315220,both_years
315250,6104191000,315250,315240,both_years
315250,6110122010,315250,315220,both_years
315250,6211498010,315250,315240,both_years
315250,6203412510,315250,315220,both_years
315250,6203420703,315250,315220,both_years
315250,6211391520,315250,315220,both_years
315250,6203420706,315250,315220,both_years
315250,6211498020,315250,315240,both_years
315250,6110122020,315250,315220,both_years
315250,6203420711,315250,315220,both_years
315250,6203412520,315250,315220,both_years
315250,6211391530,315250,315220,both_years
315250,6203420716,315250,315220,both_years
315250,6110122030,315250,315240,both_years
315250,6211498030,315250,315240,both_years
315250,6203420721,315250,315220,both_years
315250,6211391540,315250,315220,both_years
315250,6203420726,315250,315220,both_years
315250,6110122040,315250,315240,both_years
315250,6211498040,315250,315240,both_years
315250,6203420731,315250,315220,both_years
315250,6201405500,315250,315220,both_years
315250,6211391550,315250,315220,both_years
315250,6203420736,315250,315220,both_years
315250,6211498050,315250,315240,both_years
315250,6110122050,315250,315220,both_years
315250,6203420741,315250,315220,both_years
315250,6211391560,315250,315220,both_years
315250,6203420746,315250,315220,both_years
315250,6110122060,315250,315240,both_years
315250,6211498060,315250,315240,both_years
315250,6204690510,315250,315240,both_years
315250,6203420751,315250,315220,both_years
315250,6211391570,315250,315220,both_years
315250,6203420756,315250,315220,both_years
315250,6211498070,315250,315240,both_years
315250,6110122070,315250,315220,both_years
315250,6204690520,315250,315240,both_years
315250,6203420761,315250,315220,both_years
315250,6103421020,315250,315220,both_years
315250,6110122080,315250,315240,both_years
315250,6211498080,315250,315240,both_years
315250,6204690530,315250,315240,both_years
315250,6211391590,315250,315220,both_years
315250,6204625000,315250,315240,both_years
315250,6204412010,315250,315240,both_years
315250,6211498090,315250,315240,both_years
315250,6204690540,315250,315240,both_years
315250,6103421035,315250,315220,both_years
315250,6103421040,315250,315220,both_years
315250,6204412020,315250,315240,both_years
315250,6204690550,315250,315240,both_years
315250,6103421050,315250,315220,both_years
315250,6103421065,315250,315220,both_years
315250,6204690570,315250,315240,both_years
315250,6103421070,315250,315220,both_years
315250,6202405011,315250,315240,both_years
315250,6202405021,315250,315240,both_years
315250,6205903010,315250,315220,both_years
315250,6205903020,315250,315220,both_years
315250,6204690610,315250,315240,both_years
315250,6205903030,315250,315220,both_years
315250,6103331000,315250,315220,both_years
315250,6204690620,315250,315240,both_years
315250,6207992000,315250,315220,both_years
315250,6204690630,315250,315240,both_years
315250,6205903050,315250,315220,both_years
315250,6109901007,315250,315220,both_years
315250,6109901009,315250,315220,both_years
315250,6204690644,315250,315240,both_years
315250,6109901013,315250,315220,both_years
315250,6204690646,315250,315240,both_years
315250,6204322010,315250,315240,both_years
315250,6204690650,315250,315240,both_years
315250,6109901025,315250,315220,both_years
315250,6204322020,315250,315240,both_years
315250,6204322030,315250,315240,both_years
315250,6109901047,315250,315220,both_years
315250,6204322040,315250,315240,both_years
315250,6109901049,315250,315220,both_years
315250,6109901050,315250,315240,both_years
315250,6109901060,315250,315240,both_years
315250,6209909000,315250,315240,both_years
315250,6109901065,315250,315240,both_years
315250,6108320010,315250,315240,both_years
315250,6109901070,315250,315240,both_years
315250,6108320015,315250,315240,both_years
315250,6109901075,315250,315240,both_years
315250,6204191000,315250,315240,both_years
315250,6108320025,315250,315240,both_years
315250,6109901090,315250,315240,both_years
315250,6106100010,315250,315240,both_years
315250,6106100020,315250,315240,both_years
315250,6104691000,315250,315240,both_years
315250,6106100030,315250,315240,both_years
315250,6211203400,315250,315220,both_years
315250,6202904911,315250,315240,both_years
315250,6202904921,315250,315240,both_years
315250,6202904931,315250,315240,both_years
315250,6111302000,315250,315240,both_years
315250,6202904961,315250,315240,both_years
315250,6108910005,315250,315240,both_years
315250,6202307000,315250,315240,both_years
315250,6108910015,315250,315240,both_years
315250,6206403010,315250,315240,both_years
315250,6203437510,315250,315220,both_years
315250,6209901000,315250,315240,both_years
315250,6108910025,315250,315240,both_years
315250,6206403020,315250,315240,both_years
315250,6108910030,315250,315240,both_years
315250,6206403025,315250,315240,both_years
315250,6206403030,315250,315240,both_years
315250,6201201110,315250,315220,both_years
315250,6108910040,315250,315240,both_years
315250,6203331030,315250,315220,both_years
315250,6204396000,315250,315240,both_years
315250,6206403040,315250,315240,both_years
315250,6106903010,315250,315240,both_years
315250,6209303010,315250,315240,both_years
315250,6201201120,315250,315220,both_years
315250,6203331040,315250,315220,both_years
315250,6206403050,315250,315240,both_years
315250,6203331050,315250,315220,both_years
315250,6106903020,315250,315240,both_years
315250,6209303020,315250,315240,both_years
315250,3926209010,315250,315280,both_years
315250,6203331060,315250,315220,both_years
315250,6106903030,315250,315240,both_years
315250,6209303030,315250,315240,both_years
315250,6106903040,315250,315240,both_years
315250,6108992000,315250,315240,both_years
315250,6209303040,315250,315240,both_years
315250,6211490310,315250,315240,both_years
315250,6104191500,315250,315240,both_years
315250,6108394000,315250,315240,both_years
315250,6211490320,315250,315240,both_years
315250,6203413010,315250,315220,both_years
315250,6203437590,315250,315220,both_years
315250,6112490010,315250,315240,both_years
315250,3926209050,315250,315280,both_years
315250,6211490330,315250,315240,both_years
315250,6203413020,315250,315220,both_years
315250,6112490015,315250,315240,both_years
315250,6211490340,315250,315240,both_years
315250,6206100010,315250,315240,both_years
315250,6211490350,315250,315240,both_years
315250,6103102000,315250,315220,both_years
315250,6206100020,315250,315240,both_years
315250,6211490360,315250,315240,both_years
315250,6201406010,315250,315220,both_years
315250,6206100030,315250,315240,both_years
315250,6211490370,315250,315240,both_years
315250,6201406020,315250,315220,both_years
315250,6206100040,315250,315240,both_years
315250,6211490380,315250,315240,both_years
315250,6206100050,315250,315240,both_years
315250,6110909010,315250,315220,both_years
315250,6110909012,315250,315220,both_years
315250,6211490390,315250,315240,both_years
315250,6110909014,315250,315220,both_years
315250,6110909015,315250,315220,both_years
315250,6203495005,315250,315220,both_years
315250,6110909023,315250,315220,both_years
315250,6110909026,315250,315240,both_years
315250,6110909028,315250,315240,both_years
315250,6110909030,315250,315240,both_years
315250,6203495015,315250,315220,both_years
315250,6110909034,315250,315240,both_years
315250,6112490090,315250,315240,both_years
315250,6203495020,315250,315220,both_years
315250,6110909041,315250,315240,both_years
315250,6110909044,315250,315220,both_years
315250,6110909046,315250,315240,both_years
315250,6203495030,315250,315220,both_years
315250,6110909048,315250,315220,both_years
315250,6110909050,315250,315240,both_years
315250,6202405500,315250,315240,both_years
315250,6110909052,315250,315220,both_years
315250,6110909054,315250,315240,both_years
315250,6203495045,315250,315220,both_years
315250,6110909064,315250,315220,both_years
315250,6110909066,315250,315240,both_years
315250,6203495050,315250,315220,both_years
315250,6110909067,315250,315220,both_years
315250,6110909069,315250,315220,both_years
315250,6103290510,315250,315220,both_years
315250,6110909071,315250,315240,both_years
315250,6110909073,315250,315240,both_years
315250,6110909075,315250,315220,both_years
315250,6203495060,315250,315220,both_years
315250,6110909077,315250,315240,both_years
315250,6110909079,315250,315220,both_years
315250,6103290520,315250,315220,both_years
315250,6110909081,315250,315240,both_years
315250,6110909082,315250,315240,both_years
315250,6110909080,315250,315220,both_years
315250,6111204000,315250,315240,both_years
315250,6110909088,315250,315220,both_years
315250,6110909090,315250,315240,both_years
315250,6103290530,315250,315220,both_years
315250,6103290550,315250,315220,both_years
315250,6103290560,315250,315220,both_years
315250,6203192000,315250,315220,both_years
315250,6109901510,315250,315220,both_years
315250,6103290570,315250,315220,both_years
315250,6109901520,315250,315220,both_years
315250,6109901530,315250,315240,both_years
315250,6211203810,315250,315220,both_years
315250,6109901540,315250,315240,both_years
315250,6210507500,315250,315280,both_years
315250,6201905900,315250,315220,both_years
315250,6211203820,315250,315220,both_years
315250,6211203830,315250,315220,both_years
315250,6104331000,315250,315240,both_years
315250,6112310010,315250,315220,both_years
315250,6112310020,315250,315220,both_years
315250,6208992010,315250,315240,both_years
315250,6110901010,315250,315220,both_years
315250,6208992020,315250,315240,both_years
315250,6110901020,315250,315240,both_years
315250,6110303005,315250,315240,both_years
315250,6110303010,315250,315220,both_years
315250,6209205030,315250,315240,both_years
315250,6110901030,315250,315220,both_years
315250,6110303015,315250,315220,both_years
315250,6209205035,315250,315240,both_years
315250,6110303020,315250,315240,both_years
315250,6110901040,315250,315240,both_years
315250,6110303025,315250,315240,both_years
315250,6212105010,315250,315240,both_years
315250,6209205045,315250,315240,both_years
315250,6110303030,315250,315220,both_years
315250,6209205050,315250,315240,both_years
315250,6110303035,315250,315240,both_years
315250,6212105020,315250,315240,both_years
315250,6110901050,315250,315220,both_years
315250,6110303041,315250,315220,both_years
315250,6203315010,315250,315220,both_years
315250,6110901060,315250,315240,both_years
315250,6110303045,315250,315240,both_years
315250,6212105030,315250,315240,both_years
315250,6110303044,315250,315220,both_years
315250,6110303051,315250,315220,both_years
315250,6203315020,315250,315220,both_years
315250,6110303053,315250,315220,both_years
315250,6110303057,315250,315240,both_years
315250,6110303059,315250,315240,both_years
315250,6211335003,315250,315220,both_years
315250,6111900510,315250,315240,both_years
315250,6211335007,315250,315220,both_years
315250,6211335010,315250,315220,both_years
315250,6201308005,315250,315220,both_years
315250,6211335015,315250,315220,both_years
315250,6211335017,315250,315220,both_years
315250,6201308010,315250,315220,both_years
315250,6211335025,315250,315220,both_years
315250,6111900530,315250,315240,both_years
315250,6204593010,315250,315240,both_years
315250,6201308021,315250,315220,both_years
315250,6211335030,315250,315220,both_years
315250,6211335035,315250,315220,both_years
315250,6204593020,315250,315240,both_years
315250,6201308031,315250,315220,both_years
315250,6105904000,315250,315220,both_years
315250,6211335040,315250,315220,both_years
315250,6204421000,315250,315240,both_years
315250,6201308041,315250,315220,both_years
315250,6211335052,315250,315220,both_years
315250,6211335054,315250,315220,both_years
315250,6211335058,315250,315220,both_years
315250,6201308051,315250,315220,both_years
315250,6211335061,315250,315220,both_years
315250,6201308061,315250,315220,both_years
315250,6204331000,315250,315240,both_years
315250,6203421700,315250,315220,both_years
315250,6211114000,315250,315220,both_years
315250,6202201110,315250,315240,both_years
315250,6210303000,315250,315280,both_years
315250,6202201120,315250,315240,both_years
315250,6201406511,315250,315220,both_years
315250,6204691505,315250,315240,both_years
315250,6204691510,315250,315240,both_years
315250,6201406521,315250,315220,both_years
315250,6103422010,315250,315220,both_years
315250,6103422015,315250,315220,both_years
315250,6204691525,315250,315240,both_years
315250,6103422025,315250,315220,both_years
315250,6114301010,315250,315220,both_years
315250,6204626005,315250,315240,both_years
315250,6207911000,315250,315220,both_years
315250,6204626010,315250,315240,both_years
315250,6114301020,315250,315240,both_years
315250,6204691550,315250,315240,both_years
315250,6204626025,315250,315240,both_years
315250,6202406010,315250,315240,both_years
315250,6204626050,315250,315240,both_years
315250,6103291010,315250,315220,both_years
315250,6202406020,315250,315240,both_years
315250,6103291015,315250,315220,both_years
315250,6111909000,315250,315240,both_years
315250,6205904010,315250,315220,both_years
315250,6103291020,315250,315220,both_years
315250,6205904020,315250,315220,both_years
315250,6103291030,315250,315220,both_years
315250,6205904030,315250,315220,both_years
315250,6103291040,315250,315220,both_years
315250,6103332000,315250,315220,both_years
315250,6204495010,315250,315240,both_years
315250,6205904040,315250,315220,both_years
315250,6103291050,315250,315220,both_years
315250,6204495020,315250,315240,both_years
315250,6204110000,315250,315240,both_years
315250,6103291060,315250,315220,both_years
315250,6204495030,315250,315240,both_years
315250,6204495050,315250,315240,both_years
315250,6104290510,315250,315240,both_years
315250,6204495060,315250,315240,both_years
315250,6203430100,315250,315220,both_years
315250,6104610010,315250,315240,both_years
315250,6210401500,315250,315280,both_years
315250,6104290530,315250,315240,both_years
315250,6104610020,315250,315240,both_years
315250,6104290540,315250,315240,both_years
315250,6201201900,315250,315220,both_years
315250,6104610030,315250,315240,both_years
315250,6210508020,315250,315240,both_years
315250,6210508030,315250,315240,both_years
315250,6104290560,315250,315240,both_years
315250,6204192000,315250,315240,both_years
315250,6210508040,315250,315240,both_years
315250,6104290570,315250,315240,both_years
315250,6104290580,315250,315240,both_years
315250,6204618010,315250,315240,both_years
315250,6210508060,315250,315280,both_years
315250,6204618020,315250,315240,both_years
315250,6104692005,315250,315240,both_years
315250,6210508070,315250,315280,both_years
315250,6202905900,315250,315240,both_years
315250,6204618030,315250,315240,both_years
315250,6211204400,315250,315220,both_years
315250,6204618040,315250,315240,both_years
315250,6210508090,315250,315280,both_years
315250,6104692030,315250,315240,both_years
315250,6111901000,315250,315240,both_years
315250,6104520010,315250,315240,both_years
315250,6210205010,315250,315280,both_years
315250,6104520020,315250,315240,both_years
315250,6111303000,315250,315240,both_years
315250,6210205020,315250,315280,both_years
315250,6104692060,315250,315240,both_years
315250,6210205029,315250,315280,both_years
315250,6506993000,315250,315280,both_years
315250,6203291010,315250,315220,both_years
315250,6203291015,315250,315220,both_years
315250,6203291020,315250,315220,both_years
315250,6203119000,315250,315220,both_years
315250,6203430300,315250,315220,both_years
315250,6202308010,315250,315240,both_years
315250,6203332010,315250,315220,both_years
315250,6209902000,315250,315240,both_years
315250,6202308020,315250,315240,both_years
315250,6203332020,315250,315220,both_years
315250,6202308026,315250,315240,both_years
315250,6202308031,315250,315240,both_years
315250,6202308061,315250,315240,both_years
315250,6202308071,315250,315240,both_years
315250,6211393010,315250,315220,both_years
315250,6211393020,315250,315220,both_years
315250,6211393030,315250,315220,both_years
315250,6211393040,315250,315220,both_years
315250,6211393045,315250,315220,both_years
315250,6103103000,315250,315220,both_years
315250,6107199000,315250,315220,both_years
315250,6201407000,315250,315220,both_years
315250,6211393051,315250,315220,both_years
315250,6203496010,315250,315220,both_years
315250,6104594000,315250,315240,both_years
315250,6203496020,315250,315220,both_years
315250,6203496030,315250,315220,both_years
315250,6203430505,315250,315220,both_years
315250,6203430510,315250,315220,both_years
315250,6202406511,315250,315240,both_years
315250,6202406521,315250,315240,both_years
315250,6103398010,315250,315220,both_years
315250,6203430525,315250,315220,both_years
315250,6103398020,315250,315220,both_years
315250,6111205000,315250,315240,both_years
315250,6103398030,315250,315220,both_years
315250,6203430550,315250,315220,both_years
315250,6208911010,315250,315240,both_years
315250,6203193000,315250,315220,both_years
315250,6208911020,315250,315240,both_years
315250,6103398060,315250,315220,both_years
315250,6211491510,315250,315240,both_years
315250,6203430590,315250,315220,both_years
315250,6211491520,315250,315240,both_years
315250,6104291010,315250,315240,both_years
315250,6211491530,315250,315240,both_years
315250,6210500300,315250,315280,both_years
315250,6104291020,315250,315240,both_years
315250,6211204815,315250,315220,both_years
315250,6211491540,315250,315240,both_years
315250,6104291030,315250,315240,both_years
315250,6107191000,315250,315220,both_years
315250,6211491550,315250,315240,both_years
315250,6201906910,315250,315220,both_years
315250,6104291040,315250,315240,both_years
315250,6104332000,315250,315240,both_years
315250,6211491555,315250,315240,both_years
315250,6211204835,315250,315220,both_years
315250,6201906920,315250,315220,both_years
315250,6211491561,315250,315240,both_years
315250,6104291050,315250,315240,both_years
315250,6204692210,315250,315240,both_years
315250,6208993010,315250,315240,both_years
315250,6104291060,315250,315240,both_years
315250,6201906930,315250,315220,both_years
315250,6204692220,315250,315240,both_years
315250,6208993020,315250,315240,both_years
315250,6104291070,315250,315240,both_years
315250,6211204860,315250,315220,both_years
315250,6204692230,315250,315240,both_years
315250,6101301000,315250,315220,both_years
315250,6201906960,315250,315220,both_years
315250,6207199010,315250,315220,both_years
315250,6203422505,315250,315220,both_years
315250,6202201900,315250,315240,both_years
315250,6203422510,315250,315220,both_years
315250,6207199030,315250,315220,both_years
315250,6203422525,315250,315220,both_years
315250,6102300500,315250,315240,both_years
315250,6203422550,315250,315220,both_years
315250,6204594010,315250,315240,both_years
315250,6103431010,315250,315220,both_years
315250,6204594020,315250,315240,both_years
315250,6103431020,315250,315220,both_years
315250,6204594030,315250,315240,both_years
315250,6204422000,315250,315240,both_years
315250,6203291510,315250,315220,both_years
315250,6204594040,315250,315240,both_years
315250,6204635000,315250,315240,both_years
315250,6203291515,315250,315220,both_years
315250,6203422590,315250,315220,both_years
315250,6203291520,315250,315220,both_years
315250,6204594050,315250,315240,both_years
315250,6203291530,315250,315220,both_years
315250,6204594060,315250,315240,both_years
315250,6203439010,315250,315220,both_years
315250,6203439015,315250,315220,both_years
315250,6203291560,315250,315220,both_years
315250,6203439020,315250,315220,both_years
315250,6210500531,315250,315280,both_years
315250,6203439030,315250,315220,both_years
315250,6210500539,315250,315280,both_years
315250,6210500540,315250,315280,both_years
315250,6203439035,315250,315220,both_years
315250,6203439040,315250,315220,both_years
315250,6210500555,315250,315280,both_years
315250,6204610510,315250,315240,both_years
315250,6204610520,315250,315240,both_years
315250,6207191000,315250,315220,both_years
315250,6204332000,315250,315240,both_years
315250,6109100004,315250,315220,both_years
315250,6109100007,315250,315220,both_years
315250,6109100011,315250,315220,both_years
315250,6109100012,315250,315220,both_years
315250,6109100014,315250,315220,both_years
315250,6109100018,315250,315220,both_years
315250,6109100023,315250,315220,both_years
315250,6109100027,315250,315220,both_years
315250,6203430910,315250,315220,both_years
315250,6109100037,315250,315240,both_years
315250,6109100040,315250,315240,both_years
315250,6203430920,315250,315220,both_years
315250,6109100045,315250,315240,both_years
315250,6203430930,315250,315220,both_years
315250,6201407511,315250,315220,both_years
315250,6109100060,315250,315240,both_years
315250,6109100065,315250,315240,both_years
315250,6201407521,315250,315220,both_years
315250,6109100070,315250,315240,both_years
315250,6204627000,315250,315240,both_years
315250,6114302010,315250,315240,both_years
315250,6203111500,315250,315220,both_years
315250,6114302030,315250,315240,both_years
315250,6202407000,315250,315240,both_years
315250,6108199010,315250,315240,both_years
315250,6114302060,315250,315240,both_years
