naics22_code,hs_commodity,naics22_2023,naics17_2022,overlap_type
315250,6203499025,315250,315220,both_years
315250,6203499030,315250,315220,both_years
315250,6202303000,315250,315240,both_years
315250,6207210010,315250,315220,both_years
315250,6112191010,315250,315220,both_years
315250,6207210020,315250,315220,both_years
315250,6203499045,315250,315220,both_years
315250,6112191020,315250,315240,both_years
315250,6207210030,315250,315220,both_years
315250,6203499060,315250,315220,both_years
315250,6112191030,315250,315220,both_years
315250,6207210040,315250,315220,both_years
315250,6112191040,315250,315240,both_years
315250,6204392010,315250,315240,both_years
315250,6112191050,315250,315220,both_years
315250,6112191060,315250,315240,both_years
315250,6204392020,315250,315240,both_years
315250,6203490910,315250,315220,both_years
315250,6203490920,315250,315220,both_years
315250,6203490925,315250,315220,both_years
315250,6204433010,315250,315240,both_years
315250,6203490930,315250,315220,both_years
315250,6204433020,315250,315240,both_years
315250,6203490945,315250,315220,both_years
315250,6211207810,315250,315240,both_years
315250,6211207820,315250,315240,both_years
315250,6203490960,315250,315220,both_years
315250,6211207830,315250,315240,both_years
315250,6201402015,315250,315220,both_years
315250,6201402020,315250,315220,both_years
315250,6201402030,315250,315220,both_years
315250,6201402040,315250,315220,both_years
315250,6204621503,315250,315240,both_years
315250,6204621506,315250,315240,both_years
315250,6204621511,315250,315240,both_years
315250,6204621521,315250,315240,both_years
315250,6212109010,315250,315240,both_years
315250,6204621526,315250,315240,both_years
315250,6204621531,315250,315240,both_years
315250,6212109020,315250,315240,both_years
315250,6204621536,315250,315240,both_years
315250,6203319010,315250,315220,both_years
315250,6204621541,315250,315240,both_years
315250,6202401510,315250,315240,both_years
315250,6204621546,315250,315240,both_years
315250,6203319020,315250,315220,both_years
315250,6204621551,315250,315240,both_years
315250,6212109040,315250,315240,both_years
315250,6202401520,315250,315240,both_years
315250,6204621556,315250,315240,both_years
315250,6204621561,315250,315240,both_years
315250,6211339003,315250,315220,both_years
315250,6204621566,315250,315240,both_years
315250,6211339007,315250,315220,both_years
315250,6211339010,315250,315220,both_years
315250,6205301510,315250,315220,both_years
315250,6211339015,315250,315220,both_years
315250,6211339017,315250,315220,both_years
315250,6205301520,315250,315220,both_years
315250,6211339025,315250,315220,both_years
315250,6211339030,315250,315220,both_years
315250,6211339035,315250,315220,both_years
315250,6211339040,315250,315220,both_years
315250,6105908010,315250,315220,both_years
315250,6211339052,315250,315220,both_years
315250,6211339054,315250,315220,both_years
315250,6211339058,315250,315220,both_years
315250,6105908020,315250,315220,both_years
315250,6211339061,315250,315220,both_years
315250,6105908030,315250,315220,both_years
315250,6104499010,315250,315240,both_years
315250,6206301000,315250,315240,both_years
315250,6211421003,315250,315240,both_years
315250,6210503500,315250,315280,both_years
315250,6104499020,315250,315240,both_years
315250,6201901900,315250,315220,both_years
315250,6211421007,315250,315240,both_years
315250,6211421010,315250,315240,both_years
315250,6104499030,315250,315240,both_years
315250,6108210010,315250,315240,both_years
315250,6211421020,315250,315240,both_years
315250,6105908060,315250,315220,both_years
315250,6211421025,315250,315240,both_years
315250,6108210020,315250,315240,both_years
315250,6211421030,315250,315240,both_years
315250,6209201000,315250,315240,both_years
315250,6211421040,315250,315240,both_years
315250,6104499060,315250,315240,both_years
315250,6204294010,315250,315240,both_years
315250,6204294012,315250,315240,both_years
315250,6204294014,315250,315240,both_years
315250,6211421054,315250,315240,both_years
315250,6204294016,315250,315240,both_years
315250,6211421056,315250,315240,both_years
315250,6204294018,315250,315240,both_years
315250,6204294020,315250,315240,both_years
315250,6211421060,315250,315240,both_years
315250,6204294022,315250,315240,both_years
315250,6204294024,315250,315240,both_years
315250,6204294026,315250,315240,both_years
315250,6204294028,315250,315240,both_years
315250,6204294030,315250,315240,both_years
315250,6211421070,315250,315240,both_years
315250,6204294032,315250,315240,both_years
315250,6204294034,315250,315240,both_years
315250,6211421075,315250,315240,both_years
315250,6204294036,315250,315240,both_years
315250,6204294038,315250,315240,both_years
315250,6204294040,315250,315240,both_years
315250,6204294041,315250,315240,both_years
315250,6211421081,315250,315240,both_years
315250,6204294043,315250,315240,both_years
315250,6204294047,315250,315240,both_years
315250,6204294049,315250,315240,both_years
315250,6204335010,315250,315240,both_years
315250,6104196010,315250,315240,both_years
315250,6204335020,315250,315240,both_years
315250,6104196020,315250,315240,both_years
315250,6104622006,315250,315240,both_years
315250,6204294070,315250,315240,both_years
315250,6210307000,315250,315280,both_years
315250,6204294072,315250,315240,both_years
315250,6204294074,315250,315240,both_years
315250,6104622011,315250,315240,both_years
315250,6204294076,315250,315240,both_years
315250,6211118010,315250,315220,both_years
315250,6104196030,315250,315240,both_years
315250,6204294078,315250,315240,both_years
315250,6104622016,315250,315240,both_years
315250,6204294080,315250,315240,both_years
315250,6204294082,315250,315240,both_years
315250,6201304000,315250,315220,both_years
315250,6204294084,315250,315240,both_years
315250,6104622021,315250,315240,both_years
315250,6204294086,315250,315240,both_years
315250,6211118020,315250,315220,both_years
315250,6104196040,315250,315240,both_years
315250,6204294088,315250,315240,both_years
315250,6104622026,315250,315240,both_years
315250,6204294090,315250,315240,both_years
315250,6104622028,315250,315240,both_years
315250,6204294092,315250,315240,both_years
315250,6104622030,315250,315240,both_years
315250,6211118040,315250,315220,both_years
315250,6104622050,315250,315240,both_years
315250,6104622060,315250,315240,both_years
315250,6104491000,315250,315240,both_years
315250,6203221000,315250,315280,both_years
315250,6104532010,315250,315240,both_years
315250,6104532020,315250,315240,both_years
315250,6207997010,315250,315220,both_years
315250,6204630100,315250,315240,both_years
315250,6208210010,315250,315240,both_years
315250,6207997020,315250,315220,both_years
315250,6211495010,315250,315240,both_years
315250,6208210020,315250,315240,both_years
315250,6207997030,315250,315220,both_years
315250,6211495020,315250,315240,both_years
315250,6208210030,315250,315240,both_years
315250,6211495030,315250,315240,both_years
315250,6211495040,315250,315240,both_years
315250,6206203010,315250,315240,both_years
315250,6201402500,315250,315220,both_years
315250,6211495050,315250,315240,both_years
315250,6206203020,315250,315240,both_years
315250,6211495060,315250,315240,both_years
315250,6104442010,315250,315240,both_years
315250,6210405531,315250,315220,both_years
315250,6211495070,315250,315240,both_years
315250,6210405539,315250,315280,both_years
315250,6210405540,315250,315280,both_years
315250,6104442020,315250,315240,both_years
315250,6211495080,315250,315240,both_years
315250,6210405550,315250,315280,both_years
315250,6211495090,315250,315240,both_years
315250,6110201010,315250,315220,both_years
315250,6204630200,315250,315240,both_years
315250,6110201020,315250,315240,both_years
315250,6110201022,315250,315220,both_years
315250,6110201024,315250,315240,both_years
315250,6110201026,315250,315220,both_years
315250,6110201029,315250,315220,both_years
315250,6110201031,315250,315240,both_years
315250,6110201033,315250,315240,both_years
315250,6202402005,315250,315240,both_years
315250,6202402010,315250,315240,both_years
315250,6202402020,315250,315240,both_years
315250,6202402030,315250,315240,both_years
315250,6210209010,315250,315280,both_years
315250,6111905010,315250,315240,both_years
315250,6204491000,315250,315240,both_years
315250,6205302010,315250,315220,both_years
315250,6210209020,315250,315280,both_years
315250,6111905020,315250,315240,both_years
315250,6205302020,315250,315220,both_years
315250,6111905030,315250,315240,both_years
315250,6210209030,315250,315220,both_years
315250,6205302030,315250,315220,both_years
315250,6210209039,315250,315280,both_years
315250,6210209040,315250,315220,both_years
315250,6205302040,315250,315220,both_years
315250,6210209049,315250,315280,both_years
315250,6111905050,315250,315240,both_years
315250,6204630305,315250,315240,both_years
315250,6205302050,315250,315220,both_years
315250,6204630310,315250,315240,both_years
315250,6205302055,315250,315220,both_years
315250,6204532010,315250,315240,both_years
315250,6205302060,315250,315220,both_years
315250,6111905070,315250,315240,both_years
315250,6204532020,315250,315240,both_years
315250,6204630325,315250,315240,both_years
315250,6205302070,315250,315220,both_years
315250,6205302075,315250,315220,both_years
315250,6205302080,315250,315220,both_years
315250,6204630350,315250,315240,both_years
315250,4015900010,315250,315280,both_years
315250,6202901900,315250,315240,both_years
315250,6204442000,315250,315240,both_years
315250,6203418000,315250,315220,both_years
315250,4015900050,315250,315280,both_years
315250,6211200410,315250,315220,both_years
315250,6103492000,315250,315220,both_years
315250,6211200420,315250,315220,both_years
315250,6211200430,315250,315240,both_years
315250,6104131000,315250,315240,both_years
315250,6211200440,315250,315240,both_years
315250,6103107000,315250,315220,both_years
315250,6112110010,315250,315220,both_years
315250,6103320000,315250,315220,both_years
315250,6112110020,315250,315240,both_years
315250,6112110030,315250,315220,both_years
315250,6112110040,315250,315240,both_years
315250,6204311010,315250,315240,both_years
315250,6112110050,315250,315220,both_years
315250,6112110060,315250,315240,both_years
315250,6204311020,315250,315240,both_years
315250,6104598010,315250,315240,both_years
315250,6202304000,315250,315240,both_years
315250,6104598020,315250,315240,both_years
315250,6203434500,315250,315220,both_years
315250,6104598030,315250,315240,both_years
315250,3926206000,315250,315280,both_years
315250,6204393010,315250,315240,both_years
315250,6103230005,315250,315220,both_years
315250,6103230007,315250,315220,both_years
315250,6103230010,315250,315220,both_years
315250,6204393020,315250,315240,both_years
315250,6207997510,315250,315220,both_years
315250,6204221000,315250,315280,both_years
315250,6103230025,315250,315220,both_years
315250,6104598090,315250,315240,both_years
315250,6212200010,315250,315240,both_years
315250,6103230030,315250,315220,both_years
315250,6207997520,315250,315220,both_years
315250,6103230035,315250,315220,both_years
315250,6212200020,315250,315240,both_years
315250,6103230036,315250,315220,both_years
315250,6103230037,315250,315220,both_years
315250,6108391000,315250,315240,both_years
315250,6103230040,315250,315220,both_years
315250,6204434010,315250,315240,both_years
315250,6103230045,315250,315220,both_years
315250,6212200030,315250,315240,both_years
315250,6204434020,315250,315240,both_years
315250,6103230055,315250,315220,both_years
315250,6204434030,315250,315240,both_years
315250,6103230070,315250,315220,both_years
315250,6204434040,315250,315240,both_years
315250,6103230075,315250,315220,both_years
315250,6103230080,315250,315220,both_years
315250,6204131000,315250,315240,both_years
315250,6203410110,315250,315220,both_years
315250,6202402500,315250,315240,both_years
315250,6203410120,315250,315220,both_years
315250,6103394000,315250,315220,both_years
315250,6205900500,315250,315220,both_years
315250,6104631010,315250,315240,both_years
315250,6111201000,315250,315240,both_years
315250,6104631020,315250,315240,both_years
315250,6104631030,315250,315240,both_years
315250,4203104010,315250,315280,both_years
315250,6216001300,315250,315280,both_years
315250,6204630810,315250,315240,both_years
315250,4203104030,315250,315280,both_years
315250,6204639010,315250,315240,both_years
315250,6204630820,315250,315240,both_years
315250,6206900010,315250,315240,both_years
315250,6211200810,315250,315220,both_years
315250,6206302000,315250,315240,both_years
315250,6204639025,315250,315240,both_years
315250,6206900020,315250,315240,both_years
315250,6211200820,315250,315240,both_years
315250,6204639030,315250,315240,both_years
315250,6204639032,315250,315240,both_years
315250,6203230010,315250,315220,both_years
315250,6204639035,315250,315240,both_years
315250,4203104060,315250,315280,both_years
315250,6206900030,315250,315240,both_years
315250,6201902910,315250,315220,both_years
315250,6204639040,315250,315240,both_years
315250,6203230015,315250,315220,both_years
315250,6203230020,315250,315220,both_years
315250,6206900040,315250,315240,both_years
315250,6201902920,315250,315220,both_years
315250,6203230030,315250,315220,both_years
315250,6209202000,315250,315240,both_years
315250,6201902930,315250,315220,both_years
315250,4203104085,315250,315280,both_years
315250,6203230040,315250,315220,both_years
315250,4203104095,315250,315280,both_years
315250,6203230050,315250,315220,both_years
315250,6203230055,315250,315220,both_years
315250,6203230060,315250,315220,both_years
315250,6201902960,315250,315220,both_years
315250,6203230070,315250,315220,both_years
315250,6204630910,315250,315240,both_years
315250,6203230080,315250,315220,both_years
315250,6203410310,315250,315220,both_years
315250,6203230090,315250,315220,both_years
315250,6203410320,315250,315220,both_years
315250,6104410010,315250,315240,both_years
315250,6104410020,315250,315240,both_years
315250,6205900710,315250,315220,both_years
315250,6201305005,315250,315220,both_years
315250,6205900720,315250,315220,both_years
315250,6201305010,315250,315220,both_years
315250,6201305021,315250,315220,both_years
315250,6204696510,315250,315240,both_years
315250,6201305031,315250,315220,both_years
315250,6204696520,315250,315240,both_years
315250,6105901000,315250,315220,both_years
315250,6204630990,315250,315240,both_years
315250,6201305041,315250,315220,both_years
315250,6204696530,315250,315240,both_years
315250,6201305051,315250,315220,both_years
315250,6204696540,315250,315240,both_years
315250,6201305061,315250,315220,both_years
315250,6204696550,315250,315240,both_years
315250,6204696570,315250,315240,both_years
315250,6104320000,315250,315240,both_years
315250,6102100000,315250,315240,both_years
315250,6107220010,315250,315220,both_years
315250,6107220015,315250,315220,both_years
315250,6107220025,315250,315220,both_years
315250,6204631110,315250,315240,both_years
315250,6211496010,315250,315240,both_years
315250,6211496020,315250,315240,both_years
315250,6204631125,315250,315240,both_years
315250,6204631130,315250,315240,both_years
315250,6204631132,315250,315240,both_years
315250,6211496030,315250,315240,both_years
315250,6204631135,315250,315240,both_years
315250,6211111010,315250,315220,both_years
315250,6204631140,315250,315240,both_years
315250,6211430503,315250,315240,both_years
315250,6211496040,315250,315240,both_years
315250,6211430507,315250,315240,both_years
315250,6211111020,315250,315220,both_years
315250,6211430510,315250,315240,both_years
315250,6211496050,315250,315240,both_years
315250,6201403510,315250,315220,both_years
315250,6211496055,315250,315240,both_years
315250,6211430520,315250,315240,both_years
315250,6104230010,315250,315240,both_years
315250,6211496061,315250,315240,both_years
315250,6104230014,315250,315240,both_years
315250,6104230016,315250,315240,both_years
315250,6201403520,315250,315220,both_years
315250,6211430530,315250,315240,both_years
315250,6104230020,315250,315240,both_years
315250,6104230022,315250,315240,both_years
315250,6104230024,315250,315240,both_years
315250,6104230026,315250,315240,both_years
315250,6211430540,315250,315240,both_years
315250,6104230030,315250,315240,both_years
315250,6104230032,315250,315240,both_years
315250,6104230034,315250,315240,both_years
315250,6104230036,315250,315240,both_years
315250,6110202005,315250,315240,both_years
315250,6211430550,315250,315240,both_years
315250,6104230040,315250,315240,both_years
315250,6203492505,315250,315220,both_years
315250,6104230042,315250,315240,both_years
315250,6110202010,315250,315220,both_years
315250,6203492510,315250,315220,both_years
315250,6110202015,315250,315220,both_years
315250,6211430560,315250,315240,both_years
315250,6110202020,315250,315240,both_years
315250,6211430564,315250,315240,both_years
315250,6211430566,315250,315240,both_years
315250,6110202025,315250,315240,both_years
315250,6203492525,315250,315220,both_years
315250,6211430574,315250,315240,both_years
315250,6110202030,315250,315220,both_years
315250,6211430576,315250,315240,both_years
315250,6211430578,315250,315240,both_years
315250,6110202035,315250,315240,both_years
315250,6203410610,315250,315220,both_years
315250,6110202041,315250,315220,both_years
315250,6110202044,315250,315220,both_years
315250,6203410620,315250,315220,both_years
315250,6110202046,315250,315240,both_years
315250,6211430591,315250,315240,both_years
315250,6110202049,315250,315240,both_years
315250,6203410630,315250,315220,both_years
315250,6203492550,315250,315220,both_years
315250,6205901000,315250,315220,both_years
315250,6110202067,315250,315220,both_years
315250,6110202069,315250,315220,both_years
315250,6104631510,315250,315240,both_years
315250,6110202077,315250,315240,both_years
315250,6110202079,315250,315240,both_years
315250,6104631520,315250,315240,both_years
315250,6203492590,315250,315220,both_years
315250,6204533010,315250,315240,both_years
315250,6204533020,315250,315240,both_years
315250,6207220000,315250,315220,both_years
315250,6112201010,315250,315220,both_years
315250,6112201020,315250,315240,both_years
315250,6103411010,315250,315220,both_years
315250,6112201030,315250,315220,both_years
315250,6103411020,315250,315220,both_years
315250,6112201040,315250,315240,both_years
315250,6112201050,315250,315240,both_years
315250,6112201060,315250,315220,both_years
315250,6216001900,315250,315280,both_years
315250,6112201070,315250,315240,both_years
315250,6203410800,315250,315220,both_years
315250,6204230005,315250,315240,both_years
315250,6112201080,315250,315220,both_years
315250,6204230010,315250,315240,both_years
315250,6211398010,315250,315220,both_years
315250,6202902910,315250,315240,both_years
315250,6204230015,315250,315240,both_years
315250,6112201090,315250,315240,both_years
315250,6204443010,315250,315240,both_years
315250,6204230020,315250,315240,both_years
315250,6211398020,315250,315220,both_years
315250,6202902920,315250,315240,both_years
315250,6204230025,315250,315240,both_years
315250,6204443020,315250,315240,both_years
315250,6204230030,315250,315240,both_years
315250,6211398030,315250,315220,both_years
315250,6202902930,315250,315240,both_years
315250,6204230035,315250,315240,both_years
315250,6204230040,315250,315240,both_years
315250,6211398040,315250,315220,both_years
315250,6204230045,315250,315240,both_years
315250,6104132000,315250,315240,both_years
315250,6204230050,315250,315240,both_years
315250,6211398050,315250,315220,both_years
315250,6204230055,315250,315240,both_years
315250,6204230060,315250,315240,both_years
315250,6211398060,315250,315220,both_years
315250,6202902960,315250,315240,both_years
315250,6211398070,315250,315220,both_years
315250,6208195000,315250,315240,both_years
315250,6114200005,315250,315220,both_years
315250,6114200010,315250,315240,both_years
315250,6204312010,315250,315240,both_years
315250,6211398090,315250,315220,both_years
315250,6114200015,315250,315240,both_years
315250,6114200020,315250,315240,both_years
315250,6204312020,315250,315240,both_years
315250,6203116000,315250,315220,both_years
315250,6114200035,315250,315220,both_years
315250,6211201510,315250,315220,both_years
315250,6114200040,315250,315240,both_years
315250,6206401000,315250,315240,both_years
315250,6114200042,315250,315240,both_years
315250,6211201515,315250,315220,both_years
315250,6203435500,315250,315220,both_years
315250,6114200044,315250,315220,both_years
315250,6114200046,315250,315240,both_years
315250,6114200048,315250,315220,both_years
315250,6211201520,315250,315220,both_years
315250,6202305010,315250,315240,both_years
315250,6114200052,315250,315240,both_years
315250,6211201525,315250,315220,both_years
315250,6114200055,315250,315220,both_years
315250,6108310010,315250,315240,both_years
315250,6211201530,315250,315220,both_years
315250,6114200060,315250,315240,both_years
315250,6202305020,315250,315240,both_years
315250,6211201535,315250,315220,both_years
315250,6202305026,315250,315240,both_years
315250,6108310020,315250,315240,both_years
315250,6211201540,315250,315240,both_years
315250,6202305031,315250,315240,both_years
315250,6209301000,315250,315240,both_years
315250,6211201545,315250,315240,both_years
315250,6211201550,315250,315240,both_years
315250,6106901010,315250,315240,both_years
315250,6211201555,315250,315240,both_years
315250,6211201560,315250,315240,both_years
315250,6106901020,315250,315240,both_years
315250,6211201565,315250,315240,both_years
315250,6202305061,315250,315240,both_years
315250,6207998510,315250,315220,both_years
315250,6202305071,315250,315240,both_years
315250,6207998520,315250,315220,both_years
315250,6211431003,315250,315240,both_years
315250,6211431007,315250,315240,both_years
315250,6211431010,315250,315240,both_years
315250,6201404011,315250,315220,both_years
315250,6211431020,315250,315240,both_years
315250,6201404021,315250,315220,both_years
315250,6211431030,315250,315240,both_years
315250,6208998010,315250,315240,both_years
315250,6211431040,315250,315240,both_years
315250,6208998020,315250,315240,both_years
315250,6211431050,315250,315240,both_years
315250,6211431060,315250,315240,both_years
315250,6211431064,315250,315240,both_years
315250,6211431066,315250,315240,both_years
315250,6104591005,315250,315240,both_years
315250,6211431074,315250,315240,both_years
315250,6211431076,315250,315240,both_years
315250,6211431078,315250,315240,both_years
315250,6203321000,315250,315220,both_years
315250,6204132010,315250,315240,both_years
315250,6211431091,315250,315240,both_years
315250,6204132020,315250,315240,both_years
315250,6104591030,315250,315240,both_years
315250,6202403510,315250,315240,both_years
315250,6202403520,315250,315240,both_years
315250,6104632006,315250,315240,both_years
315250,6211128010,315250,315240,both_years
315250,6104632011,315250,315240,both_years
315250,6104632016,315250,315240,both_years
