U.Summary Code,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE
111,357,166,1,0,0,0,0,0,2,27,1,3,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,747,-62,61,0,0,0,0,0,314,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,0,0,-6,0,0,0,0,0,0,0,0,0,1,-1,-18,0,0,0,0,0,3,0,-6,-11,9,0
112,8,296,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,523,0,0,0,0,1,0,0,0,0,0,0
113FF,10,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-3,976,-1,0,0,46,23,0,0,-2,0,0,1,-22,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,28,51,624,0,0,15,0,0,0,2,7,35,22,0
211,0,0,0,2042,0,0,579,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54138,140,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,158,0,0,0,1932
212,0,3,0,1,41,2,30,2,58,21,14,35,10,3,13,24,0,250,105,9,7,0,0,0,3,0,1,0,0,0,7,0,0,0,1,17,0,0,2,0,81,1,0,0,0,4,0,29,74,1,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,1,0,5,3,1,4,0,0,0,0,0,0,0,2,2,8,1,7,2,8,2,0,0,24,0,2,3,118,37
213,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,8,9,0,12,17,2,12,1,13,7,5,11,4,2,9,4,7,15,12,11,18,1,1,1,8,0,0,6,2,0,2,0,1,0,10,7,2,2,2,3,25,4,1,4,0,24,7,21,28,10,4,7,21,5,6,6,7,14,6,12,2,17,3,0,26,52,47,11,11,26,11,14,17,2,0,2,20,1,3,9,1,15,2,5,2,2,16,6,1,1,5,9,5,0,1,2,0,0,3,209,8,4,2,2,4,3,11,2,4,28,8,4,9,9,3,9,2,2,5,2,38,19,6,4,17,40,114,11,12,5,0,5,1,21,5,2,6,6
2212NW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23EH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23MR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
