NIPA Line,Description,leading_spaces,Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,Index,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRT,PRY,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,All Countries Effect
7,New domestic autos,14,Goods,Durable goods,Motor vehicles and parts,New motor vehicles,New autos,New domestic autos,,,,,0,9.814104471471349e-13,2.667375549974303e-12,1.370235512121493e-10,3.4351020140651777e-13,9.330172288713699e-11,2.1704491756072227e-12,7.331558700593256e-09,2.9677297192022844e-09,4.977196308053005e-11,2.3402127609625788e-12,1.1056394523753365e-08,1.7951629668407148e-06,9.938146713025896e-11,6.864071196057886e-14,1.4164754733777303e-06,7.660535736963084e-13,3.0877149958507425e-12,2.815612918797243e-10,1.7335773486470658e-09,1.0250096767054463e-09,2.540972307595913e-10,3.6059953584011665e-10,8.796169756629903e-12,4.297904923356024e-12,9.608622822637168e-13,4.800329577564121e-11,3.0053774186963815e-08,1.8313157679393728e-12,1.32682039139969e-10,6.581599285275047e-12,1.1674645388234034e-11,4.7865810017186795e-12,1.7856278286124328e-05,4.2683652056792815e-12,3.073501341688357e-08,4.945711010690874e-09,3.270441693537568e-06,6.839426108652992e-11,2.63214998578232e-11,4.696275854165668e-12,4.96497496398326e-12,2.324493953690426e-13,6.0466607509962155e-09,1.0966009953144958e-13,1.0122999316374055e-12,2.2833925110014656e-09,5.02325651104814e-12,1.9745543537341756e-12,2.058896457948334e-11,4.581951837772626e-11,2.7354543494685802e-08,2.3883577238878778e-05,1.0070666828743383e-13,1.0943304986890047e-13,9.370697706071107e-09,2.4471694075376752e-09,8.221006050319649e-10,9.69842092603381e-10,1.1081640877303891e-09,3.06308019544953e-13,9.701666357872262e-08,6.854984895717078e-10,2.6256316739618505e-11,1.2424614815382443e-07,6.164269397708853e-12,8.196983664972971e-12,3.6370675263860137e-07,1.2930663480755518e-11,8.810399275834176e-13,9.06864976885034e-11,9.186394043737601e-06,2.496681889461988e-10,1.322926682113297e-10,7.031872027913342e-14,6.738194985420535e-12,3.3913811007794027e-13,1.1781794426851272e-12,1.4592710684412114e-14,1.0618525968052501e-11,1.5642946031993264e-09,9.928650374362804e-13,4.948228567953182e-12,9.745169415584692e-10,3.5561842089306043e-13,4.975902180843101e-10,6.975437689683114e-09,1.982032167117143e-08,7.035513386293036e-09,6.468285683476798e-11,1.9065077601042167e-06,1.4386962259635315e-08,9.51558679248576e-08,7.705620749833244e-09,2.514792443295603e-14,7.598356148169876e-10,1.7488816163066886e-10,8.28163754083484e-09,3.4909337570477767e-06,1.2763240161073233e-10,7.828435991538014e-10,3.874670128862687e-05,9.10503750860653e-10,8.991382263692959e-11,1.2834850492602938e-10,4.862865145137738e-09,7.461353420646794e-13,7.367059026062314e-12,4.3316092515414996e-05,1.5630670042075946e-10,1.6273568416424916e-10,6.674480365593101e-11,7.995539417536097e-12,1.2098881103106364e-10,3.101239991364493e-13,5.808347515220462e-10,9.474366383830684e-10,1.7452059137300842e-11,1.012794916668075e-09,1.1246377792200526e-09,5.217254256821531e-10,2.127112956668543e-11,2.176350180411968e-09,2.583847745133352e-11,1.1567875214847867e-10,2.3194231737136645e-10,5.2751647834862404e-12,2.0097504603025564e-05,5.405827992573094e-12,2.599158320926881e-10,2.873879456067726e-12,1.3408199581026786e-10,1.75517710238776e-10,2.7890094665043586e-11,1.0172973097385241e-11,7.96582974551191e-11,2.584912038200606e-13,3.0622590201744603e-12,3.039022990653638e-13,1.2409356047794039e-11,1.5427741319559662e-12,2.4063359420295754e-08,9.38319988959504e-12,5.792721306308013e-11,7.928573778024638e-11,3.626579429899493e-12,6.205336335394723e-13,6.208715719356778e-10,1.3454301610347116e-08,7.73563140830427e-12,7.236800173275505e-08,2.6841434122899075e-09,3.023172239961438e-11,1.4553009541657418e-12,2.1000338068869426e-09,1.3481399208329265e-09,1.3507100550157242e-09,9.127444441384931e-11,6.831667133418806e-17,2.471470560521825e-09,1.3684577396576047e-08,1.0131417283536282e-13,4.044964857447563e-12,3.364677264541965e-08,6.2056428825327155e-09,2.4700830858756075e-10,1.7494827314049224e-11,4.80753885911903e-10,5.8454270887419624e-12,1.124982540402143e-08,1.4942984575294612e-09,1.4453782723249381e-12,2.3604453037399116e-09,1.4803095091205699e-12,5.087105823417661e-11,2.1133610844302494e-08,1.1995560260138002e-12,9.559439055574336e-14,1.7548369272360466e-13,2.4639796139915843e-11,1.30649319817304e-09,5.836615130553231e-11,1.2326925723421973e-11,3.2072844595831445e-09,6.804547325553673e-14,3.9221718135809354e-13,4.593065438088761e-11,6.1667880833194645e-06,2.9542849070495303e-09,4.103613320616347e-06,5.0342093586255376e-12,3.6155093476439416e-13,3.397420109781077e-12,7.0445894711104026e-12,2.7850964573940406e-12,7.049625072340096e-12,2.661949795129112e-12,3.8573012613672677e-07,3.2350202587688914e-12,1.5175822878039367e-15,3.21425173900765e-12,1.2545612715025016e-12,1.0439750661011614e-12,1.330984437564457e-09,7.681991342602729e-10,3.758649465582886e-08,3.7610522359000054e-13,9.125470550037269e-08,3.398794059922074e-11,3.755981067428455e-12,3.462746427462425e-09,2.2337674716962613e-10,1.7628371677665327e-11,1.4877997679257025e-13,6.370195001339046e-13,1.0405445824849659e-10,4.4122514068235324e-13,2.0681160537058878e-07,5.660334085055321e-13,9.017185911346361e-13,4.488362259753217e-13,1.3817586762243317e-06,7.525339524678914e-12,1.9816606404255123e-12,0.00017847101279173748
8,New foreign autos,14,Goods,Durable goods,Motor vehicles and parts,New motor vehicles,New autos,New foreign autos,,,,,1,2.869058993270031e-13,8.931987888437377e-13,4.476934986885202e-11,1.1765617048909835e-13,2.956184430091028e-11,6.934480852017383e-13,2.267182499571255e-09,9.221999952893696e-10,1.67303570146511e-11,7.314111913449119e-13,3.5306720986046443e-09,6.307476579012369e-07,3.13568945412816e-11,2.2935454149954742e-14,4.981028046942844e-07,2.572550195333596e-13,8.615433999068784e-13,9.433731622199936e-11,5.69968778919138e-10,3.235476905073446e-10,8.320196204108233e-11,1.1891888698971396e-10,2.94807825828351e-12,1.414346218507276e-12,2.8577718321698376e-13,1.4726755347010818e-11,9.41499972530849e-09,5.872582899681136e-13,4.3626429461871936e-11,2.037504654816484e-12,3.478802376998362e-12,1.6592700752268592e-12,6.270652022637538e-06,1.343234019179849e-12,1.0042562986744205e-08,1.582893129185339e-09,1.1219526526159676e-06,2.0521966231758486e-11,8.376937485335499e-12,1.4586303151810289e-12,1.5265460722887234e-12,7.477987748100755e-14,1.9248527513144505e-09,3.665049941961481e-14,3.3387721881650473e-13,7.194574257387938e-10,1.5725359602458712e-12,6.616441454468795e-13,6.403592686382161e-12,1.48643465830129e-11,9.067252517085755e-09,8.395145072353915e-06,3.323918552143465e-14,3.555523710485359e-14,3.1787660224653033e-09,7.782668831486221e-10,2.7410730982801623e-10,3.0766084417201856e-10,3.664967294018765e-10,9.313895719432427e-14,3.358225435662216e-08,2.3122151811437358e-10,8.709722961435332e-12,4.3597845978587273e-08,2.0730376047147878e-12,2.7136493791137573e-12,1.2724720372507891e-07,4.329233383222666e-12,2.9846017093785997e-13,2.8837218510745575e-11,3.230746737510876e-06,8.028824412239297e-11,4.249865661436963e-11,2.345103605672535e-14,1.8218526164779534e-12,1.0821372861113411e-13,3.752709258437685e-13,4.811860900187177e-15,3.524255450694174e-12,5.183945088490628e-10,3.326551061937282e-13,1.6567635722305062e-12,2.851642210196489e-10,1.182692687756437e-13,1.6392252844250365e-10,2.1956439814952713e-09,5.266871524878692e-09,2.462666407029828e-09,2.1636533241710932e-11,6.702300155306961e-07,4.733168025704219e-09,3.109582014944861e-08,2.543349066847576e-09,8.60128989196196e-15,2.5218135848765184e-10,5.676258568315246e-11,2.686613800605993e-09,1.2266952224934813e-06,4.057273744218371e-11,2.4529770139685045e-10,1.3622092017612425e-05,2.8871645792847677e-10,2.968962174329526e-11,4.153247637175053e-11,1.6482356642658906e-09,2.343323697646567e-13,2.353278217269575e-12,1.5231104346375557e-05,5.1498200136530637e-11,5.2381357427932286e-11,2.088227967729606e-11,2.661425019555208e-12,4.014955308986777e-11,1.0061618956618919e-13,1.8814724960200137e-10,3.1898204596070326e-10,5.831881221861207e-12,3.3395082260252946e-10,3.6405907020322667e-10,1.756402655826107e-10,7.066814151634835e-12,6.058731825648765e-10,8.579803710133152e-12,3.7863451641527815e-11,7.419011589297734e-11,1.6695411712553043e-12,7.049751226854564e-06,1.782085174909669e-12,8.338836832666586e-11,8.208779784083078e-13,4.322172271232566e-11,6.029511055166788e-11,8.998523580673258e-12,3.330903526642354e-12,2.5658743144192816e-11,8.381054751532005e-14,8.824137473169288e-13,1.0099614318849966e-13,4.094745293820753e-12,4.4515765281304906e-13,7.970385120248625e-09,2.5628003656663845e-12,1.9678262534974946e-11,2.4617103095189812e-11,1.169168438481097e-12,1.9479079889115482e-13,2.0418547495181745e-10,3.590006626300845e-09,2.6809757971188307e-12,2.4988060878677328e-08,8.830678157750775e-10,1.0158512392230699e-11,4.751185002132261e-13,6.974469483621163e-10,4.333762765046079e-10,4.517201654727217e-10,2.8679936643542962e-11,2.2653530183230637e-17,7.830083500482893e-10,4.446593071060938e-09,3.387957766062693e-14,1.3126157437677291e-12,1.1007773944474655e-08,2.0829093654190064e-09,6.897873989726502e-11,5.648404765968003e-12,1.5423663668567963e-10,1.9434811292596845e-12,3.6646012962605836e-09,4.781656404621806e-10,4.470761646029637e-13,7.758403797757924e-10,4.971953597329701e-13,1.5877883384515296e-11,7.2948646229946946e-09,4.00624629729564e-13,3.1760818099061694e-14,5.720548966872769e-14,7.657922025382808e-12,3.7748742355873856e-10,1.9808379786209793e-11,3.3560612672293527e-12,1.0624174203020409e-09,2.2870377906772724e-14,1.2225245188915883e-13,1.3072730155617883e-11,2.1694202616378226e-06,9.679790220048467e-10,1.4433577855979471e-06,1.6633286687034299e-12,1.1105394136334145e-13,1.018026610140668e-12,2.424615272375707e-12,8.397997947161648e-13,2.3415673206230483e-12,8.361382441516785e-13,1.3407557939352894e-07,1.0080516563050785e-12,5.295100247381949e-16,1.0790670700385441e-12,4.2855594044166264e-13,3.509554170215816e-13,4.187625917016925e-10,2.2661886023627024e-10,1.2416944683985003e-08,1.261379551213232e-13,2.9697717969906307e-08,1.0034471180020581e-11,1.2149765091797073e-12,1.156799084846163e-09,7.280645467875225e-11,5.6406745097432855e-12,5.101166465626195e-14,1.934899831661235e-13,3.418602006309638e-11,1.4389252183108064e-13,7.134981621374221e-08,1.894061767503647e-13,2.9887227393273144e-13,1.4863502642230835e-13,4.855136267602608e-07,2.225448594356933e-12,6.548194120498778e-13,6.267529675291835e-05
9,New light trucks,12,Goods,Durable goods,Motor vehicles and parts,New motor vehicles,New light trucks,,,,,,2,6.605948925341687e-11,1.970561926805677e-10,1.0534987173823677e-08,1.8460132149571857e-11,8.083120837010447e-09,1.3918458105993746e-10,6.784044980673998e-07,1.3898281128132242e-06,1.99469391024224e-09,2.5829396921129026e-10,1.6636390349705562e-06,2.0682647352285247e-06,1.1891724025533287e-08,3.777468168787026e-12,7.38580682539504e-07,4.7456901279829176e-11,1.9589658167647647e-10,1.7129131949775363e-08,1.129768518602462e-07,1.1840747500841428e-07,1.834184776659128e-08,2.013394659215281e-08,5.538355205330625e-10,2.909511161871556e-10,6.950273457894509e-11,4.520655742378174e-09,3.3214146139076174e-06,1.1845134078880888e-10,9.994998186158619e-09,6.523877466109223e-10,9.215245120555295e-10,6.678394332157184e-11,9.814520305092986e-05,2.70009439974773e-10,2.731784837118189e-06,4.302775982667838e-07,6.787705100641346e-05,4.584975346687147e-09,1.8495098281568102e-09,2.991878029790818e-10,3.2881380459999155e-10,1.4388421431544117e-11,5.513563094123114e-07,1.0110518671058185e-11,6.830774635817289e-11,3.608385316299254e-07,4.2751722998036015e-10,9.444565985912506e-11,1.6090443412679675e-09,2.883200052630926e-09,1.405325565061487e-06,0.00011372424006621059,7.831861172044018e-12,1.0416916707401745e-11,4.3018819741307376e-07,1.9867129321408826e-07,5.0596425509448315e-08,1.0301015399750363e-07,7.152394105238053e-08,1.7956479638936896e-11,4.193536483417929e-05,2.90900492723776e-08,1.0657353414487537e-09,4.043532314659568e-07,4.1897171129943996e-10,5.386249199200426e-10,2.232111660534439e-06,8.65134452325146e-10,5.335038608219235e-11,7.18191378249607e-09,3.9366059652564656e-06,1.643942586429025e-08,1.1150389813593055e-08,4.002813211816177e-12,4.2941289125373214e-10,3.7019349777824035e-11,9.910505726329922e-11,1.260712979127496e-12,7.128132153358069e-10,1.0076331023173572e-07,6.98869188571452e-11,3.4164579545165063e-10,6.088785623444162e-08,2.3062133814417357e-11,3.512714446991483e-08,8.181510069411385e-07,1.2556064349669958e-06,4.054111513282728e-08,2.7892022833744317e-09,1.4411753873349687e-06,1.0742100329689887e-06,5.4191210926564135e-06,5.24004507464369e-07,1.901585331069766e-12,5.198194885750883e-08,1.3944436831233211e-08,5.788922228432464e-07,4.696146310988397e-06,1.2097667667636694e-08,4.7744101499692055e-08,0.00015031836558035316,9.539505099564861e-08,4.9479418821118515e-09,7.806463983687389e-09,3.9983795174124837e-07,4.767277583544358e-11,5.964030743956925e-10,8.982033486488295e-05,1.1511850877749362e-08,1.54757035455478e-08,4.53241899947748e-09,5.933188182722055e-10,8.125924404201972e-09,2.3291833790976212e-11,3.793273254910832e-08,7.375239679018038e-08,7.579174269446412e-10,7.098962296505257e-08,8.956892926324666e-08,2.4464312181065932e-08,1.1023110556717649e-09,1.374623509868745e-07,1.9313314659692605e-09,7.52169670377328e-09,2.1026507329993652e-08,3.3928135830107137e-10,0.00011870133648958366,3.6308297442885445e-10,1.659424368913311e-08,1.8728790290958003e-10,9.01591807754738e-09,1.4239490890395069e-08,1.7305770303778545e-09,7.052203576770754e-10,5.463458380023176e-09,1.9086999373270995e-11,2.0898564326376866e-10,2.8589433353389507e-11,7.812663951684366e-10,1.0319881176975324e-10,1.8808854762285982e-06,5.927971914911398e-10,1.796441084655944e-09,7.394844548996833e-09,2.3992779742952466e-10,4.049423362753285e-11,4.974419266412897e-08,8.817841047742065e-07,1.5733517483813865e-10,1.5173697083097787e-06,2.0307860350667095e-07,2.371872967281596e-09,9.191670386431688e-11,1.1903487315238061e-07,1.3052468830135867e-07,9.990331115671538e-08,8.774594570055856e-09,4.8282458560133394e-15,1.8816378612787223e-07,9.6786992305752e-07,6.488619640880521e-12,2.821126828563052e-10,2.0738781693960947e-06,4.204284892184383e-07,1.903407269687017e-08,1.1109292599785206e-09,4.94064947461578e-08,4.0774860281337333e-10,7.62425505832993e-07,1.802370481856313e-07,9.360347614761442e-11,2.2604290823128864e-07,1.0118078854341618e-10,4.010814202953379e-09,6.078289199312042e-07,8.12092186769915e-11,5.876333338586925e-12,1.1658225310607686e-11,1.8729745854938765e-09,7.808362457208421e-08,2.9712030391385974e-09,7.425775127672549e-10,2.1761849433319801e-07,4.657268602521011e-12,2.2525737862231312e-11,2.9419399941402388e-09,5.473375298501116e-07,1.8150200752452362e-07,1.0724790096591753e-06,3.2153005171508734e-10,2.6897368428912497e-11,3.060036612038392e-10,1.8134278661744482e-10,1.82955267280538e-10,4.741029633407104e-10,2.43099180441555e-10,6.24263812325189e-06,4.3954967614382824e-10,6.182475858739319e-14,3.692495468686097e-10,1.0232704515830372e-10,5.823986534507307e-11,1.3665462099035402e-07,5.131557899021628e-08,2.1118278790617054e-06,1.6585738866159595e-11,5.7542036226496824e-06,1.986449258245637e-09,2.9329220003011667e-10,1.5667853680135453e-07,1.672765005707992e-08,1.958167092028521e-09,3.764073514821661e-12,4.2286864483996355e-11,7.1504887290419074e-09,3.734227232203996e-11,4.722412165121343e-06,3.894609694201395e-11,5.986331702900145e-11,2.8403602316534602e-11,4.2385184345107845e-06,6.478177959901058e-10,1.233622513615864e-10,0.0007569025047357969
13,Used autos,12,Goods,Durable goods,Motor vehicles and parts,Net purchases of used motor vehicles,Used autos,,,,,,3,1.085039292070797e-11,3.796545439888855e-11,6.010123769249589e-09,1.5963613220722443e-12,1.596033149067766e-09,8.01680880702172e-12,1.4834093681280432e-07,7.572047119412396e-08,1.0813780435458096e-10,7.099746781999433e-11,1.5443795186333222e-07,1.3501371025307304e-07,2.1456542858023816e-09,2.714447264400033e-12,9.436288987024521e-08,3.925274250303475e-11,8.499901821551108e-12,1.7395162111388156e-09,1.0574747086477016e-08,2.8148865703524184e-08,1.0233764642441364e-08,1.2115067945459672e-09,7.875416343164986e-11,1.2282110233516746e-10,9.487659719435207e-12,1.1462560358406142e-09,5.393352809189368e-07,2.075490169556056e-11,2.406511724863171e-09,1.3457538604964963e-10,4.633980239785701e-11,1.3220444565434543e-11,2.75635248135024e-06,4.611996626378471e-12,4.083670300455025e-07,7.078772316278857e-08,3.831892189850447e-06,1.4400913778257033e-09,8.042788202391304e-10,4.593277962480299e-11,9.012021958351984e-11,5.920174947880785e-13,1.3253953471414774e-07,4.159205366713816e-12,1.0843346364115547e-11,1.6563290251668273e-08,5.5951427603628617e-11,1.0462593449693649e-11,1.5786195181449007e-10,1.8675380078986106e-10,5.867644751061265e-08,9.162672650623375e-07,1.4137189402326848e-12,3.044507254205598e-12,3.954502232289482e-08,3.1032923137819714e-08,2.9511905639828968e-08,2.4002195963897032e-08,1.5600193384193988e-08,3.7461728918298e-12,1.527377187403526e-07,3.303700422272003e-09,2.431023150328725e-10,8.152853232688911e-08,1.8281523941158198e-10,8.93700043924953e-11,2.194644782777028e-07,3.732058686913944e-10,4.5610444450943644e-12,2.6558394974180923e-09,2.349042819324719e-07,6.934362852578562e-10,4.813926437893958e-09,3.0832706924724923e-13,2.0712610202074297e-11,2.281294413665541e-12,3.36253757914578e-11,2.0352799850468e-13,5.057733075793897e-10,1.3923772710321733e-08,2.7345239720919808e-11,1.475749687068749e-10,5.786886497873098e-09,6.709520139269664e-12,2.188133131310203e-08,1.380409537641548e-07,2.816685536111162e-08,3.3349120691701967e-09,2.3085529063173404e-10,4.168955544467268e-08,9.539259860036918e-08,4.72279999680857e-07,7.985186670098166e-08,-3.594484560131102e-14,4.07078642603611e-08,3.632765763134184e-09,5.665383604415347e-08,3.6489540644015384e-07,3.5907575904840296e-09,4.4691118799591114e-09,9.093557583594365e-07,2.2343137937061916e-08,1.001776918783434e-09,1.0976970765819506e-10,2.3811980735409273e-08,7.637681815399876e-13,6.226244827756454e-11,9.235161982133955e-07,8.384526533887919e-09,1.822009538937091e-09,8.469118197572641e-10,2.2596431264894723e-10,5.763773863459647e-09,5.65079565347815e-12,3.1297778961584166e-09,5.708419751059036e-09,5.240183629431313e-11,1.1386323026223165e-08,1.541485380998057e-08,4.644212661820676e-09,1.2054623509838423e-10,6.4152132363129e-09,1.923150146093506e-10,2.575974168719641e-10,5.2825745093619624e-09,1.6908613552265643e-11,1.2960997011282563e-06,6.719104535163981e-11,5.403892987730001e-10,1.471008995998892e-11,4.11151600597166e-10,6.61660845968593e-10,3.5613828698271254e-11,8.578148167105502e-11,1.6552026869020949e-09,2.4089368549701626e-12,1.0848886904914604e-11,3.0137200294259803e-12,1.6116043144082777e-10,3.8077922813618335e-11,1.4144563579462136e-07,1.2943062135462934e-11,2.978562104354817e-10,1.3637204151519465e-09,2.1992461064442448e-11,8.403209477243475e-13,2.8114760536943827e-08,3.3337473453946256e-08,1.8051916899394733e-11,1.8605083285859018e-07,3.941835537882467e-08,3.1196639500754014e-10,8.166812575156336e-12,1.6276563917428992e-08,1.959151337481201e-08,1.2050079309159001e-08,1.7676475102845837e-09,3.708723375418275e-15,4.331122410035529e-08,3.652929640163614e-08,8.402014272445106e-13,6.214252467472193e-11,8.507477689269765e-08,4.54231108605027e-08,2.356583483768294e-09,1.2051344414301627e-10,2.125574199051049e-08,1.4379507301698753e-10,4.7762993455826555e-08,3.312468184318968e-08,3.255299076477862e-11,8.439532510402121e-08,4.257798389222321e-11,1.3800658580305772e-09,7.292734136515997e-08,3.0309914173182584e-11,2.0302845916594458e-13,2.268268661884752e-12,4.272280873761921e-10,3.790797452872479e-09,2.4169557708216026e-10,1.561264140004334e-11,7.670230358724759e-09,1.9079934800518774e-12,1.504815168399186e-12,2.550514267503327e-10,1.604668443133107e-08,1.2568052337474154e-08,1.2031534136954173e-07,4.689543651956723e-11,2.5477900009861612e-12,1.9917592236574996e-11,3.57279483811021e-11,1.7582336554665808e-11,3.2739264088430976e-10,1.1223278389398481e-10,2.645571564718303e-07,7.837414198929908e-11,6.479618505176035e-15,5.579266233394811e-11,6.997534807350083e-12,9.121989919094085e-12,4.092096109026929e-08,3.722478183348276e-09,1.6022772345699767e-07,2.107581365664262e-12,4.5308437786464327e-07,2.0994922247408232e-10,1.7190625437940712e-10,3.173812648252624e-08,9.00628718579772e-09,3.351926222384581e-10,2.476635282216925e-13,7.409719864941047e-12,2.795210663354512e-09,3.1042063140273773e-12,3.3185480065393103e-07,1.6252677862779503e-11,6.21380675130459e-12,9.28808542020361e-12,3.1409463814176596e-07,7.988549318509102e-11,7.110398258433868e-11,1.7602049473944972e-05
