Country,impVal,hs_code,hs2_code,hs_code_2024,naics_2024,naics_2022_mapped,mapping_source
Belgium,1444753.0,3905911000,39,3905911000,325211,325211,direct_2022
Belgium,977.0,3905915000,39,3905915000,325211,325211,direct_2022
Austria,11450.0,3905998000,39,3905998000,325211,325211,direct_2022
Denmark,5578.0,3905998000,39,3905998000,325211,325211,direct_2022
Belgium,24667.0,3906100000,39,3906100000,325211,325211,direct_2022
Bulgaria,1251.0,3906100000,39,3906100000,325211,325211,direct_2022
Czech Republic,1981.0,3906100000,39,3906100000,325211,325211,direct_2022
Denmark,2860.0,3906100000,39,3906100000,325211,325211,direct_2022
Belgium,6420.0,3906901000,39,3906901000,325212,325212,direct_2022
Austria,967705.0,3906902000,39,3906902000,325211,325211,direct_2022
Belgium,1346220.0,3906902000,39,3906902000,325211,325211,direct_2022
Denmark,1241174.0,3906902000,39,3906902000,325211,325211,direct_2022
Austria,3775319.0,3906905000,39,3906905000,325211,325211,direct_2022
Belgium,4568227.0,3906905000,39,3906905000,325211,325211,direct_2022
Bulgaria,16349.0,3906905000,39,3906905000,325211,325211,direct_2022
Czech Republic,60055.0,3906905000,39,3906905000,325211,325211,direct_2022
Denmark,99466.0,3906905000,39,3906905000,325211,325211,direct_2022
Austria,35337.0,3907100000,39,3907100000,325211,325211,direct_2022
Belgium,255716.0,3907100000,39,3907100000,325211,325211,direct_2022
Czech Republic,313918.0,3907100000,39,3907100000,325211,325211,direct_2022
Denmark,6628.0,3907100000,39,3907100000,325211,325211,direct_2022
Austria,611.0,3907210000,39,3907210000,325211,325211,direct_2022
Belgium,6163.0,3907210000,39,3907210000,325211,325211,direct_2022
Austria,547847.0,3907290000,39,3907290000,325211,325211,direct_2022
Belgium,14264407.0,3907290000,39,3907290000,325211,325211,direct_2022
Bulgaria,123745.0,3907290000,39,3907290000,325211,325211,direct_2022
Czech Republic,192544.0,3907290000,39,3907290000,325211,325211,direct_2022
Denmark,62246.0,3907290000,39,3907290000,325211,325211,direct_2022
Austria,271245.0,3907300000,39,3907300000,325211,325211,direct_2022
Belgium,1550786.0,3907300000,39,3907300000,325211,325211,direct_2022
Bulgaria,20021.0,3907300000,39,3907300000,325211,325211,direct_2022
Czech Republic,1053274.0,3907300000,39,3907300000,325211,325211,direct_2022
Denmark,37185.0,3907300000,39,3907300000,325211,325211,direct_2022
Estonia,918.0,3907300000,39,3907300000,325211,325211,direct_2022
Belgium,33280789.0,3907400000,39,3907400000,325211,325211,direct_2022
Bulgaria,11128.0,3907400000,39,3907400000,325211,325211,direct_2022
Czech Republic,20975.0,3907400000,39,3907400000,325211,325211,direct_2022
Denmark,8898.0,3907400000,39,3907400000,325211,325211,direct_2022
Estonia,3277.0,3907400000,39,3907400000,325211,325211,direct_2022
Austria,4378110.0,3907500000,39,3907500000,325211,325211,direct_2022
Belgium,466670.0,3907500000,39,3907500000,325211,325211,direct_2022
Croatia,85059.0,3907500000,39,3907500000,325211,325211,direct_2022
Czech Republic,781977.0,3907500000,39,3907500000,325211,325211,direct_2022
Austria,1576.0,3907610010,39,3907610010,325211,325211,direct_2022
Belgium,125469.0,3907610010,39,3907610010,325211,325211,direct_2022
Austria,95311.0,3907610050,39,3907610050,325211,325211,direct_2022
Belgium,2045473.0,3907610050,39,3907610050,325211,325211,direct_2022
Czech Republic,2784.0,3907610050,39,3907610050,325211,325211,direct_2022
Austria,8097.0,3907690050,39,3907690050,325211,325211,direct_2022
Belgium,19901.0,3907690050,39,3907690050,325211,325211,direct_2022
Denmark,24936.0,3907690050,39,3907690050,325211,325211,direct_2022
Belgium,68502.0,3907700000,39,3907700000,325211,325211,direct_2022
Belgium,11654.0,3907912000,39,3907912000,325211,325211,direct_2022
Belgium,857352.0,3907915000,39,3907915000,325211,325211,direct_2022
Czech Republic,309.0,3907915000,39,3907915000,325211,325211,direct_2022
Austria,1255.0,3907992000,39,3907992000,325211,325211,direct_2022
Belgium,4675.0,3907992000,39,3907992000,325211,325211,direct_2022
Czech Republic,4600.0,3907992000,39,3907992000,325211,325211,direct_2022
Belgium,1524797.0,3907995010,39,3907995010,325211,325211,direct_2022
Czech Republic,4862.0,3907995010,39,3907995010,325211,325211,direct_2022
Austria,8269160.0,3907995050,39,3907995050,325211,325211,direct_2022
Belgium,2088669.0,3907995050,39,3907995050,325211,325211,direct_2022
Bulgaria,2004.0,3907995050,39,3907995050,325211,325211,direct_2022
Czech Republic,123378.0,3907995050,39,3907995050,325211,325211,direct_2022
Denmark,2249.0,3907995050,39,3907995050,325211,325211,direct_2022
Austria,412747.0,3908100000,39,3908100000,325211,325211,direct_2022
Belgium,18161333.0,3908100000,39,3908100000,325211,325211,direct_2022
Denmark,171809.0,3908100000,39,3908100000,325211,325211,direct_2022
Denmark,21802.0,3908902000,39,3908902000,325211,325211,direct_2022
Austria,610181.0,3908907000,39,3908907000,325211,325211,direct_2022
Belgium,7559849.0,3908907000,39,3908907000,325211,325211,direct_2022
Cyprus,7360.0,3908907000,39,3908907000,325211,325211,direct_2022
Czech Republic,5490.0,3908907000,39,3908907000,325211,325211,direct_2022
Denmark,9398.0,3908907000,39,3908907000,325211,325211,direct_2022
Austria,343.0,3909100000,39,3909100000,325211,325211,direct_2022
Belgium,1182.0,3909100000,39,3909100000,325211,325211,direct_2022
Austria,8167.0,3909310000,39,3909310000,325211,325211,direct_2022
Belgium,85614500.0,3909310000,39,3909310000,325211,325211,direct_2022
Denmark,1468.0,3909310000,39,3909310000,325211,325211,direct_2022
Austria,44990.0,3909390000,39,3909390000,325211,325211,direct_2022
Belgium,99065.0,3909390000,39,3909390000,325211,325211,direct_2022
Austria,99092.0,3909400000,39,3909400000,325211,325211,direct_2022
Belgium,1739923.0,3909400000,39,3909400000,325211,325211,direct_2022
Czech Republic,10000.0,3909400000,39,3909400000,325211,325211,direct_2022
Austria,3277.0,3909501000,39,3909501000,325212,325212,direct_2022
Belgium,5804330.0,3909501000,39,3909501000,325212,325212,direct_2022
Czech Republic,582.0,3909501000,39,3909501000,325212,325212,direct_2022
Denmark,196882.0,3909501000,39,3909501000,325212,325212,direct_2022
Belgium,45669.0,3909502000,39,3909502000,325211,325211,direct_2022
Denmark,18854.0,3909502000,39,3909502000,325211,325211,direct_2022
Austria,2434865.0,3909505000,39,3909505000,325211,325211,direct_2022
Belgium,10894820.0,3909505000,39,3909505000,325211,325211,direct_2022
Czech Republic,2372.0,3909505000,39,3909505000,325211,325211,direct_2022
Denmark,84611.0,3909505000,39,3909505000,325211,325211,direct_2022
Austria,216581.0,3910000000,39,3910000000,325212,325212,direct_2022
Belgium,15482916.0,3910000000,39,3910000000,325212,325212,direct_2022
Czech Republic,8150813.0,3910000000,39,3910000000,325212,325212,direct_2022
Denmark,99535.0,3910000000,39,3910000000,325212,325212,direct_2022
Belgium,877.0,3911100000,39,3911100000,325211,325211,direct_2022
Denmark,314895.0,3911100000,39,3911100000,325211,325211,direct_2022
Estonia,294722.0,3911100000,39,3911100000,325211,325211,direct_2022
Austria,15160.0,3911901000,39,3911901000,325212,325212,direct_2022
Denmark,401.0,3911901000,39,3911901000,325212,325212,direct_2022
Austria,110167.0,3911901500,39,3911901500,325211,325211,direct_2022
Austria,109203.0,3911902500,39,3911902500,325211,325211,direct_2022
Belgium,3490540.0,3911902500,39,3911902500,325211,325211,direct_2022
Czech Republic,3229.0,3911902500,39,3911902500,325211,325211,direct_2022
Denmark,33832.0,3911902500,39,3911902500,325211,325211,direct_2022
Austria,154134.0,3911904500,39,3911904500,325211,325211,direct_2022
Austria,7600.0,3911907000,39,3911907000,325212,325212,direct_2022
Austria,1200548.0,3911909110,39,3911909110,325211,325211,direct_2022
Belgium,3727717.0,3911909110,39,3911909110,325211,325211,direct_2022
Austria,5256437.0,3911909150,39,3911909150,325211,325211,direct_2022
Belgium,144373.0,3911909150,39,3911909150,325211,325211,direct_2022
Denmark,155123.0,3911909150,39,3911909150,325211,325211,direct_2022
Denmark,325.0,3912110000,39,3912110000,325199,325199,direct_2022
Czech Republic,28337948.0,3912200000,39,3912200000,325211,325211,direct_2022
Belgium,1892.0,3912310010,39,3912310010,325199,325199,direct_2022
Czech Republic,79200.0,3912310010,39,3912310010,325199,325199,direct_2022
Austria,48750.0,3912310090,39,3912310090,325199,325199,direct_2022
Belgium,23204.0,3912310090,39,3912310090,325199,325199,direct_2022
Bulgaria,25850.0,3912310090,39,3912310090,325199,325199,direct_2022
Austria,2990.0,3912390000,39,3912390000,325199,325199,direct_2022
Belgium,36329956.0,3912390000,39,3912390000,325199,325199,direct_2022
Austria,1584.0,3912900010,39,3912900010,325212,325212,direct_2022
Belgium,301.0,3912900010,39,3912900010,325212,325212,direct_2022
Belgium,464381.0,3912900090,39,3912900090,325199,325199,direct_2022
Czech Republic,64232.0,3912900090,39,3912900090,325199,325199,direct_2022
Belgium,215077.0,3913100000,39,3913100000,325199,325199,direct_2022
Denmark,612400.0,3913100000,39,3913100000,325199,325199,direct_2022
Belgium,995.0,3913901000,39,3913901000,325199,325212,direct_2022
Czech Republic,3020.0,3913901000,39,3913901000,325199,325212,direct_2022
Austria,75233882.0,3913902015,39,3913902015,325212,325212,direct_2022
Belgium,12389.0,3913902015,39,3913902015,325212,325212,direct_2022
Austria,1533638.0,3913902090,39,3913902090,325212,325212,direct_2022
Belgium,404124.0,3913902090,39,3913902090,325212,325212,direct_2022
Bulgaria,1202607.0,3913902090,39,3913902090,325212,325212,direct_2022
Czech Republic,4545489.0,3913902090,39,3913902090,325212,325212,direct_2022
Denmark,10021784.0,3913902090,39,3913902090,325212,325212,direct_2022
Austria,182974.0,3913905000,39,3913905000,325199,325212,direct_2022
Belgium,257482.0,3913905000,39,3913905000,325199,325212,direct_2022
Czech Republic,1017731.0,3913905000,39,3913905000,325199,325212,direct_2022
Denmark,692620.0,3913905000,39,3913905000,325199,325212,direct_2022
Estonia,117335.0,3913905000,39,3913905000,325199,325212,direct_2022
Austria,7377648.0,3914006000,39,3914006000,325211,325211,direct_2022
Belgium,40130.0,3914006000,39,3914006000,325211,325211,direct_2022
Czech Republic,30421.0,3914006000,39,3914006000,325211,325211,direct_2022
Denmark,29125.0,3914006000,39,3914006000,325211,325211,direct_2022
Bosnia and Herzegovina,19732.0,3915100000,39,3915100000,325211,910000,direct_2022
Belgium,33222.0,3915300000,39,3915300000,325211,910000,direct_2022
Czech Republic,10342224.0,3915300000,39,3915300000,325211,910000,direct_2022
Estonia,89677.0,3915300000,39,3915300000,325211,910000,direct_2022
Austria,3671.0,3915900010,39,3915900010,325211,910000,direct_2022
Belgium,3838.0,3915900010,39,3915900010,325211,910000,direct_2022
Austria,8505.0,3915900090,39,3915900090,325211,910000,direct_2022
Belgium,612220.0,3915900090,39,3915900090,325211,910000,direct_2022
Denmark,1153686.0,3915900090,39,3915900090,325211,910000,direct_2022
Austria,849312.0,3916100000,39,3916100000,326121,326121,direct_2022
Belgium,101391.0,3916100000,39,3916100000,326121,326121,direct_2022
Bosnia and Herzegovina,1475.0,3916100000,39,3916100000,326121,326121,direct_2022
Bulgaria,3387.0,3916100000,39,3916100000,326121,326121,direct_2022
Czech Republic,25283.0,3916100000,39,3916100000,326121,326121,direct_2022
Denmark,2441.0,3916100000,39,3916100000,326121,326121,direct_2022
Albania,3976.0,3916200020,39,3916200020,326121,326121,direct_2022
Austria,1032.0,3916200020,39,3916200020,326121,326121,direct_2022
Belarus,39511.0,3916200020,39,3916200020,326121,326121,direct_2022
Belgium,14330.0,3916200020,39,3916200020,326121,326121,direct_2022
Bosnia and Herzegovina,5070.0,3916200020,39,3916200020,326121,326121,direct_2022
Denmark,42183.0,3916200020,39,3916200020,326121,326121,direct_2022
Austria,79373.0,3916200091,39,3916200091,326121,326121,direct_2022
Belarus,603.0,3916200091,39,3916200091,326121,326121,direct_2022
Belgium,76323.0,3916200091,39,3916200091,326121,326121,direct_2022
Czech Republic,5235952.0,3916200091,39,3916200091,326121,326121,direct_2022
Denmark,6570.0,3916200091,39,3916200091,326121,326121,direct_2022
Estonia,1311.0,3916200091,39,3916200091,326121,326121,direct_2022
Austria,58564.0,3916901000,39,3916901000,326121,326121,direct_2022
Belgium,617547.0,3916901000,39,3916901000,326121,326121,direct_2022
Czech Republic,39567.0,3916901000,39,3916901000,326121,326121,direct_2022
Denmark,1430.0,3916901000,39,3916901000,326121,326121,direct_2022
Estonia,5660.0,3916901000,39,3916901000,326121,326121,direct_2022
Austria,197071.0,3916902000,39,3916902000,339920,339920,direct_2022
Belgium,2188644.0,3916902000,39,3916902000,339920,339920,direct_2022
Denmark,491.0,3916902000,39,3916902000,339920,339920,direct_2022
Austria,1132.0,3916903000,39,3916903000,326121,326121,direct_2022
Belgium,35245.0,3916903000,39,3916903000,326121,326121,direct_2022
Czech Republic,13294.0,3916903000,39,3916903000,326121,326121,direct_2022
Denmark,751.0,3916903000,39,3916903000,326121,326121,direct_2022
Austria,1452724.0,3916905000,39,3916905000,326121,326121,direct_2022
Belarus,323.0,3916905000,39,3916905000,326121,326121,direct_2022
Belgium,2885695.0,3916905000,39,3916905000,326121,326121,direct_2022
Bulgaria,3667.0,3916905000,39,3916905000,326121,326121,direct_2022
Czech Republic,783368.0,3916905000,39,3916905000,326121,326121,direct_2022
Denmark,166500.0,3916905000,39,3916905000,326121,326121,direct_2022
Estonia,6891.0,3916905000,39,3916905000,326121,326121,direct_2022
Austria,303.0,3917101000,39,3917101000,311612,326121,direct_2022
Belgium,5984034.0,3917101000,39,3917101000,311612,326121,direct_2022
Bulgaria,19384.0,3917101000,39,3917101000,311612,326121,direct_2022
Czech Republic,48446310.0,3917106000,39,3917106000,311612,311612,direct_2022
Belgium,1199.0,3917109000,39,3917109000,311612,326121,direct_2022
Czech Republic,14570.0,3917109000,39,3917109000,311612,326121,direct_2022
Austria,1566512.0,3917210000,39,3917210000,326122,326122,direct_2022
Belgium,44010.0,3917210000,39,3917210000,326122,326122,direct_2022
Czech Republic,14285.0,3917210000,39,3917210000,326122,326122,direct_2022
Denmark,11809.0,3917210000,39,3917210000,326122,326122,direct_2022
Estonia,380336.0,3917210000,39,3917210000,326122,326122,direct_2022
Austria,2353643.0,3917220000,39,3917220000,326122,326122,direct_2022
Belgium,5350024.0,3917220000,39,3917220000,326122,326122,direct_2022
Czech Republic,17195.0,3917220000,39,3917220000,326122,326122,direct_2022
Denmark,155915.0,3917220000,39,3917220000,326122,326122,direct_2022
Austria,230785.0,3917230000,39,3917230000,326122,326122,direct_2022
Belgium,1446983.0,3917230000,39,3917230000,326122,326122,direct_2022
Bulgaria,603.0,3917230000,39,3917230000,326122,326122,direct_2022
Czech Republic,13686.0,3917230000,39,3917230000,326122,326122,direct_2022
Denmark,14933.0,3917230000,39,3917230000,326122,326122,direct_2022
Austria,465394.0,3917290050,39,3917290050,326122,326122,direct_2022
Belgium,1166.0,3917290050,39,3917290050,326122,326122,direct_2022
Czech Republic,238854.0,3917290050,39,3917290050,326122,326122,direct_2022
Denmark,25768.0,3917290050,39,3917290050,326122,326122,direct_2022
Austria,2305685.0,3917290090,39,3917290090,326122,326122,direct_2022
Belgium,157883.0,3917290090,39,3917290090,326122,326122,direct_2022
Bosnia and Herzegovina,4075.0,3917290090,39,3917290090,326122,326122,direct_2022
Bulgaria,311957.0,3917290090,39,3917290090,326122,326122,direct_2022
Czech Republic,642868.0,3917290090,39,3917290090,326122,326122,direct_2022
Denmark,1731901.0,3917290090,39,3917290090,326122,326122,direct_2022
Austria,374339.0,3917310000,39,3917310000,326220,326220,direct_2022
Belgium,17394.0,3917310000,39,3917310000,326220,326220,direct_2022
Bulgaria,3173.0,3917310000,39,3917310000,326220,326220,direct_2022
Czech Republic,706434.0,3917310000,39,3917310000,326220,326220,direct_2022
Denmark,278677.0,3917310000,39,3917310000,326220,326220,direct_2022
Estonia,6044.0,3917310000,39,3917310000,326220,326220,direct_2022
Austria,20937.0,3917320010,39,3917320010,326220,326220,direct_2022
Belgium,12314.0,3917320010,39,3917320010,326220,326220,direct_2022
Czech Republic,15112.0,3917320010,39,3917320010,326220,326220,direct_2022
Denmark,11737.0,3917320010,39,3917320010,326220,326220,direct_2022
Austria,240150.0,3917320020,39,3917320020,326220,326220,direct_2022
Belgium,462439.0,3917320020,39,3917320020,326220,326220,direct_2022
Czech Republic,240502.0,3917320020,39,3917320020,326220,326220,direct_2022
Denmark,32342.0,3917320020,39,3917320020,326220,326220,direct_2022
Estonia,1618.0,3917320020,39,3917320020,326220,326220,direct_2022
Austria,584295.0,3917320050,39,3917320050,326220,326220,direct_2022
Belgium,540385.0,3917320050,39,3917320050,326220,326220,direct_2022
Bulgaria,27944.0,3917320050,39,3917320050,326220,326220,direct_2022
Cyprus,482.0,3917320050,39,3917320050,326220,326220,direct_2022
Czech Republic,4377278.0,3917320050,39,3917320050,326220,326220,direct_2022
Denmark,395178.0,3917320050,39,3917320050,326220,326220,direct_2022
Estonia,5498.0,3917320050,39,3917320050,326220,326220,direct_2022
Austria,2009923.0,3917330000,39,3917330000,326220,326220,direct_2022
Belgium,190549.0,3917330000,39,3917330000,326220,326220,direct_2022
Bosnia and Herzegovina,125371.0,3917330000,39,3917330000,326220,326220,direct_2022
Bulgaria,1778950.0,3917330000,39,3917330000,326220,326220,direct_2022
Cyprus,7500.0,3917330000,39,3917330000,326220,326220,direct_2022
Czech Republic,14671213.0,3917330000,39,3917330000,326220,326220,direct_2022
Denmark,57591.0,3917330000,39,3917330000,326220,326220,direct_2022
Estonia,443285.0,3917330000,39,3917330000,326220,326220,direct_2022
Austria,177971.0,3917390010,39,3917390010,326220,326220,direct_2022
Belgium,702352.0,3917390010,39,3917390010,326220,326220,direct_2022
Bulgaria,2890680.0,3917390010,39,3917390010,326220,326220,direct_2022
Croatia,2067.0,3917390010,39,3917390010,326220,326220,direct_2022
Czech Republic,79180.0,3917390010,39,3917390010,326220,326220,direct_2022
Denmark,118131.0,3917390010,39,3917390010,326220,326220,direct_2022
Estonia,1525.0,3917390010,39,3917390010,326220,326220,direct_2022
Austria,3400.0,3917390020,39,3917390020,326220,326220,direct_2022
Belgium,7671.0,3917390020,39,3917390020,326220,326220,direct_2022
Croatia,903.0,3917390020,39,3917390020,326220,326220,direct_2022
Czech Republic,290414.0,3917390020,39,3917390020,326220,326220,direct_2022
Denmark,2947.0,3917390020,39,3917390020,326220,326220,direct_2022
Austria,971204.0,3917390050,39,3917390050,326220,326220,direct_2022
Belarus,7672.0,3917390050,39,3917390050,326220,326220,direct_2022
Belgium,2443997.0,3917390050,39,3917390050,326220,326220,direct_2022
Bosnia and Herzegovina,2917.0,3917390050,39,3917390050,326220,326220,direct_2022
Bulgaria,9134978.0,3917390050,39,3917390050,326220,326220,direct_2022
Croatia,719.0,3917390050,39,3917390050,326220,326220,direct_2022
Cyprus,1090.0,3917390050,39,3917390050,326220,326220,direct_2022
Czech Republic,10339572.0,3917390050,39,3917390050,326220,326220,direct_2022
Denmark,605315.0,3917390050,39,3917390050,326220,326220,direct_2022
Estonia,6506.0,3917390050,39,3917390050,326220,326220,direct_2022
Austria,212447.0,3917400020,39,3917400020,326122,326122,consolidated_naics
Croatia,330.0,3917400020,39,3917400020,326122,326122,consolidated_naics
Austria,103830.0,3917400050,39,3917400050,326122,326122,consolidated_naics
Belgium,1731.0,3917400050,39,3917400050,326122,326122,consolidated_naics
Bulgaria,335.0,3917400050,39,3917400050,326122,326122,consolidated_naics
Czech Republic,3072.0,3917400050,39,3917400050,326122,326122,consolidated_naics
Denmark,263.0,3917400050,39,3917400050,326122,326122,consolidated_naics
Austria,272.0,3917400060,39,3917400060,326122,326122,consolidated_naics
Belgium,19221.0,3917400080,39,3917400080,326122,326122,consolidated_naics
Bulgaria,8706.0,3917400080,39,3917400080,326122,326122,consolidated_naics
Czech Republic,8308.0,3917400080,39,3917400080,326122,326122,consolidated_naics
Denmark,67945.0,3917400080,39,3917400080,326122,326122,consolidated_naics
Austria,7282494.0,3917400095,39,3917400095,326122,326122,consolidated_naics
Azerbaijan,555.0,3917400095,39,3917400095,326122,326122,consolidated_naics
Belgium,1572402.0,3917400095,39,3917400095,326122,326122,consolidated_naics
Bulgaria,78887.0,3917400095,39,3917400095,326122,326122,consolidated_naics
Croatia,1487.0,3917400095,39,3917400095,326122,326122,consolidated_naics
Cyprus,11443.0,3917400095,39,3917400095,326122,326122,consolidated_naics
Czech Republic,329379.0,3917400095,39,3917400095,326122,326122,consolidated_naics
Denmark,529045.0,3917400095,39,3917400095,326122,326122,consolidated_naics
Estonia,17532.0,3917400095,39,3917400095,326122,326122,consolidated_naics
Belgium,4209302.0,3918101020,39,3918101020,326199,326199,direct_2022
Austria,19371.0,3918101040,39,3918101040,326199,326199,direct_2022
Belgium,1716355.0,3918101040,39,3918101040,326199,326199,direct_2022
Bulgaria,10741.0,3918101040,39,3918101040,326199,326199,direct_2022
Denmark,45669.0,3918101040,39,3918101040,326199,326199,direct_2022
Austria,65215.0,3918102000,39,3918102000,326199,326199,direct_2022
Belgium,1124656.0,3918102000,39,3918102000,326199,326199,direct_2022
Czech Republic,36194.0,3918102000,39,3918102000,326199,326199,direct_2022
Denmark,7329.0,3918102000,39,3918102000,326199,326199,direct_2022
Austria,260695.0,3918105000,39,3918105000,322220,322220,direct_2022
Belgium,838194.0,3918105000,39,3918105000,322220,322220,direct_2022
Denmark,8667.0,3918105000,39,3918105000,322220,322220,direct_2022
Estonia,11981.0,3918105000,39,3918105000,322220,322220,direct_2022
Belgium,1484667.0,3918901000,39,3918901000,326199,326199,direct_2022
Bulgaria,13193.0,3918901000,39,3918901000,326199,326199,direct_2022
Czech Republic,1678393.0,3918901000,39,3918901000,326199,326199,direct_2022
Estonia,25877.0,3918901000,39,3918901000,326199,326199,direct_2022
Austria,11496.0,3918905000,39,3918905000,322220,322220,direct_2022
Belgium,6423.0,3918905000,39,3918905000,322220,322220,direct_2022
Czech Republic,40349.0,3918905000,39,3918905000,322220,322220,direct_2022
Denmark,47160.0,3918905000,39,3918905000,322220,322220,direct_2022
Estonia,13416.0,3918905000,39,3918905000,322220,322220,direct_2022
Belgium,7293.0,3919101010,39,3919101010,322220,322220,direct_2022
Armenia,2805.0,3919101050,39,3919101050,322220,322220,direct_2022
Austria,37202.0,3919101050,39,3919101050,322220,322220,direct_2022
Belgium,2502642.0,3919101050,39,3919101050,322220,322220,direct_2022
Czech Republic,6954.0,3919101050,39,3919101050,322220,322220,direct_2022
Denmark,2885.0,3919101050,39,3919101050,322220,322220,direct_2022
Belgium,2275.0,3919102010,39,3919102010,322220,322220,direct_2022
Bosnia and Herzegovina,2229.0,3919102010,39,3919102010,322220,322220,direct_2022
Austria,7402.0,3919102020,39,3919102020,322220,322220,direct_2022
Belgium,45359.0,3919102020,39,3919102020,322220,322220,direct_2022
Czech Republic,12490.0,3919102020,39,3919102020,322220,322220,direct_2022
Estonia,1671.0,3919102020,39,3919102020,322220,322220,direct_2022
Austria,762.0,3919102030,39,3919102030,322220,322220,direct_2022
Belgium,1347.0,3919102030,39,3919102030,322220,322220,direct_2022
Bulgaria,855.0,3919102030,39,3919102030,322220,322220,direct_2022
Denmark,1333.0,3919102030,39,3919102030,322220,322220,direct_2022
Austria,52412.0,3919102040,39,3919102040,322220,322220,direct_2022
Belgium,53310.0,3919102040,39,3919102040,322220,322220,direct_2022
Croatia,4085.0,3919102040,39,3919102040,322220,322220,direct_2022
Czech Republic,2969.0,3919102040,39,3919102040,322220,322220,direct_2022
Denmark,10637.0,3919102040,39,3919102040,322220,322220,direct_2022
Armenia,15391.0,3919102055,39,3919102055,322220,322220,direct_2022
Austria,106402.0,3919102055,39,3919102055,322220,322220,direct_2022
Belgium,6158560.0,3919102055,39,3919102055,322220,322220,direct_2022
Bulgaria,130581.0,3919102055,39,3919102055,322220,322220,direct_2022
Croatia,17195.0,3919102055,39,3919102055,322220,322220,direct_2022
Czech Republic,264692.0,3919102055,39,3919102055,322220,322220,direct_2022
Denmark,179829.0,3919102055,39,3919102055,322220,322220,direct_2022
Estonia,13158.0,3919102055,39,3919102055,322220,322220,direct_2022
Austria,159083.0,3919901000,39,3919901000,322220,322220,direct_2022
Belgium,109809.0,3919901000,39,3919901000,322220,322220,direct_2022
Bulgaria,1300.0,3919901000,39,3919901000,322220,322220,direct_2022
Czech Republic,1384.0,3919901000,39,3919901000,322220,322220,direct_2022
Denmark,18503.0,3919901000,39,3919901000,322220,322220,direct_2022
Austria,75902.0,3919905010,39,3919905010,322220,322220,direct_2022
Denmark,456.0,3919905010,39,3919905010,322220,322220,direct_2022
Denmark,2100.0,3919905020,39,3919905020,322220,322220,direct_2022
Belgium,1690483.0,3919905030,39,3919905030,322220,322220,direct_2022
Belgium,8627857.0,3919905040,39,3919905040,322220,322220,direct_2022
Czech Republic,1035.0,3919905040,39,3919905040,322220,322220,direct_2022
Denmark,838045.0,3919905040,39,3919905040,322220,322220,direct_2022
Austria,3674267.0,3919905060,39,3919905060,322220,322220,direct_2022
Belgium,7781556.0,3919905060,39,3919905060,322220,322220,direct_2022
Bosnia and Herzegovina,2066.0,3919905060,39,3919905060,322220,322220,direct_2022
Bulgaria,119180.0,3919905060,39,3919905060,322220,322220,direct_2022
Croatia,153401.0,3919905060,39,3919905060,322220,322220,direct_2022
Czech Republic,1007542.0,3919905060,39,3919905060,322220,322220,direct_2022
Denmark,1252466.0,3919905060,39,3919905060,322220,322220,direct_2022
Estonia,16666.0,3919905060,39,3919905060,322220,322220,direct_2022
Albania,187026.0,3920100000,39,3920100000,326113,326113,direct_2022
Austria,2263216.0,3920100000,39,3920100000,326113,326113,direct_2022
Belarus,51406.0,3920100000,39,3920100000,326113,326113,direct_2022
Belgium,4912093.0,3920100000,39,3920100000,326113,326113,direct_2022
Bulgaria,5132.0,3920100000,39,3920100000,326113,326113,direct_2022
Croatia,6475.0,3920100000,39,3920100000,326113,326113,direct_2022
Czech Republic,6183983.0,3920100000,39,3920100000,326113,326113,direct_2022
Denmark,3646999.0,3920100000,39,3920100000,326113,326113,direct_2022
Estonia,5281.0,3920100000,39,3920100000,326113,326113,direct_2022
Austria,83016.0,3920200015,39,3920200015,326113,326113,direct_2022
Austria,1065.0,3920200020,39,3920200020,326113,326113,direct_2022
Czech Republic,1494.0,3920200020,39,3920200020,326113,326113,direct_2022
Austria,7067737.0,3920200055,39,3920200055,326113,326113,direct_2022
Belgium,3440459.0,3920200055,39,3920200055,326113,326113,direct_2022
Bulgaria,53596.0,3920200055,39,3920200055,326113,326113,direct_2022
Czech Republic,391884.0,3920200055,39,3920200055,326113,326113,direct_2022
Denmark,3062377.0,3920200055,39,3920200055,326113,326113,direct_2022
Austria,2524975.0,3920300000,39,3920300000,326113,326113,direct_2022
Belgium,15330.0,3920300000,39,3920300000,326113,326113,direct_2022
Czech Republic,4012519.0,3920300000,39,3920300000,326113,326113,direct_2022
Denmark,23182.0,3920300000,39,3920300000,326113,326113,direct_2022
Estonia,3975.0,3920300000,39,3920300000,326113,326113,direct_2022
Denmark,11726.0,3920431000,39,3920431000,326113,326113,direct_2022
Austria,109142.0,3920435000,39,3920435000,326113,326113,direct_2022
Belgium,198830.0,3920435000,39,3920435000,326113,326113,direct_2022
Czech Republic,2039.0,3920435000,39,3920435000,326113,326113,direct_2022
Austria,743111.0,3920490000,39,3920490000,326113,326113,direct_2022
Belgium,15245.0,3920490000,39,3920490000,326113,326113,direct_2022
Bulgaria,2118.0,3920490000,39,3920490000,326113,326113,direct_2022
Czech Republic,151317.0,3920490000,39,3920490000,326113,326113,direct_2022
Denmark,46074.0,3920490000,39,3920490000,326113,326113,direct_2022
Austria,1035.0,3920511000,39,3920511000,326113,326113,direct_2022
Belgium,135280.0,3920511000,39,3920511000,326113,326113,direct_2022
Bulgaria,960.0,3920511000,39,3920511000,326113,326113,direct_2022
