NIPA Line,Indented_Description,Description,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRT,PRY,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE,All Countries Effect
2,Goods,Goods,2.6641954079086967e-09,7.329095285811751e-08,3.1777248298562714e-06,2.7139865057381504e-09,3.306717313513254e-07,3.359693229482017e-09,8.57030718598248e-06,3.6874193162345615e-05,3.5944108568596186e-07,4.267619766473613e-09,3.543298431358342e-05,2.418653207342538e-05,9.135543768330611e-08,1.606352209746022e-08,5.6011187864760996e-05,1.7254417351388068e-07,1.4014075662950638e-08,5.418368765377371e-05,3.0081786509987265e-06,1.2151296720181145e-06,1.1587050379016672e-06,4.2091884527689764e-07,4.8022498067084505e-08,2.384398869324862e-07,7.232098281918487e-09,7.582071667613825e-07,7.015305058258161e-05,1.4184267428191577e-07,2.8256823134473215e-07,3.7206858572921557e-09,1.0009363067700129e-06,1.097718402800748e-09,0.0005941443601073688,1.1340570575236448e-09,0.00010039446949939336,2.6610322380306675e-05,0.001255755022576346,3.6241396859236475e-06,4.931156086071968e-07,2.562706717095138e-07,2.3014646452714107e-08,2.892653984988397e-10,3.6667328405340594e-05,8.44588467905236e-09,1.2772062291636144e-08,1.6647514629132615e-05,1.7070225870281585e-08,2.8369319518822886e-09,1.7438831424905443e-08,8.437439998694466e-08,9.056591276984418e-06,0.00022052698659084593,4.3480649542936145e-09,1.8839203841207734e-09,1.746801809590328e-05,2.2411064721080328e-05,3.408436161538513e-06,1.78046776241211e-05,1.0577173676027368e-05,1.1440749344044644e-09,6.821132197232787e-05,1.03440180173834e-06,1.9207415954016472e-06,1.2874138438079716e-05,1.1240217996655396e-06,5.3785227732180624e-08,0.00010082856495575296,5.781432077348221e-07,2.4347065006517152e-09,2.1234055053943716e-07,8.39324034484145e-05,2.7569800379152965e-07,2.690579783811157e-06,6.690560385846727e-10,1.5727482595044054e-08,2.284929830370114e-09,3.5498233534150026e-09,1.1353355280447038e-10,2.0609583924621148e-07,4.957616487377754e-06,3.201001099119832e-08,6.473044948743413e-08,2.2997639318887876e-05,4.3343171759171356e-09,8.92892893381968e-06,6.615596609518292e-06,2.3520343713122758e-05,1.9895307007042873e-06,3.770779770386436e-06,2.101461382226185e-05,9.524456721904335e-05,0.00020256192240834014,0.00023708473634185187,5.823669835654669e-09,1.1682710365083777e-05,2.266072661349812e-06,0.00010202677833605961,0.00016600983672301474,9.368582182045346e-07,1.7645224236088625e-05,0.00019979029221572062,2.8925653761232215e-06,3.939171801269061e-06,2.7410671453816782e-08,5.781496165661685e-05,6.409158632798306e-10,1.1165612068959865e-08,0.0001706048228181187,2.276472834337774e-06,1.3761062242195041e-06,6.50573887276227e-07,1.8650644980912616e-07,2.4559336958771526e-06,7.818222862784404e-09,3.34163125712752e-07,1.469512891411629e-05,1.1697225288248138e-06,4.468151556140833e-06,7.811107706299319e-07,1.0075120612420332e-06,4.1791931822730747e-07,4.463923141559343e-06,1.0963056545495717e-07,5.550194759308811e-07,3.149601270702891e-06,9.673356603769122e-09,0.0007783665723903425,5.048849736841948e-08,2.7797527499411393e-07,1.1006949261845619e-08,1.949300147829754e-07,3.4438917882231953e-06,2.8619106103393487e-08,6.570226509769255e-08,4.871879972467393e-07,3.731982534574786e-09,4.18535808588521e-09,5.87188177774533e-09,7.188893285876684e-07,1.5631663199110644e-07,5.0788705357405245e-05,3.41951677478785e-09,5.451227297251102e-07,3.561451343877351e-08,7.442349662431276e-09,4.99916735709646e-11,9.474415223902927e-06,2.0967266144661805e-05,5.996268861038596e-09,6.0964529010356606e-05,1.1286885753478801e-05,4.2778410283513805e-07,4.8121151897907754e-09,1.5775665078752586e-05,2.0242498555493573e-06,2.3767811096748516e-05,7.472267160651287e-07,1.746423957574745e-11,2.8144625830411298e-05,2.3296075654774727e-05,2.0853559705077234e-09,2.1471555071677983e-07,1.7435839278365045e-05,1.7385575977255088e-05,1.0499112855813565e-06,7.316538340467995e-08,1.947311492336427e-06,1.1590213837808969e-07,6.272497496774244e-06,4.999063765938167e-06,1.0391407701419729e-07,1.9515494543314813e-05,3.4731732575214394e-08,5.200615773524258e-07,9.472005946728509e-05,2.4234925766241655e-08,5.7560418908678765e-11,3.0680102039543263e-09,4.9111067123088056e-08,1.0998017278066116e-05,2.1010847366237978e-08,3.938534739823533e-09,1.399998312994603e-06,1.6462491383749231e-09,4.660040328512491e-10,1.3512305188702234e-07,6.268028774899787e-06,1.6088196756662974e-05,2.2813184626579423e-05,9.008149978478456e-08,1.2073109274770814e-09,1.4713031947548773e-08,3.676964845576959e-08,1.0082498922459574e-08,1.3909304373598876e-07,3.049113334948099e-07,9.760415559790947e-05,3.4681985214582244e-09,2.2312747332533133e-12,3.09911925989818e-08,1.6617656969546052e-08,4.1432991943792925e-09,5.1099775270933546e-06,2.9421866174584723e-06,3.536704428798371e-05,5.378717088456354e-10,0.00011782862411359816,8.527860182477297e-07,5.152914336268344e-07,2.157745556514979e-06,3.3816729634644832e-06,5.375546618086207e-08,3.4765283639888096e-10,5.919019983165976e-09,1.0190164666484396e-05,4.4776083304297725e-09,0.00034524833481079615,4.0206381521523495e-08,1.9047562020923844e-08,2.8204745617342756e-08,1.6982862701578392e-05,3.827408643748748e-07,2.526281196572183e-07,0.006204389254520321
3,    Durable goods,Durable goods,5.875307158482841e-10,8.973217704360996e-09,2.1496479836482527e-07,3.7725246667361384e-10,8.773227947017497e-08,1.9598892974104103e-09,2.794917449180692e-06,2.0878812973784867e-06,1.1620272244860176e-07,1.1598324218862056e-09,6.905224068863889e-06,9.550667060569652e-06,5.277307328060736e-08,2.0378540365573651e-10,6.895343097563351e-06,2.6408582670396834e-09,3.4748276076487113e-10,5.0884114521527665e-06,9.709519708727048e-07,6.749766130930711e-07,1.274262697435051e-07,1.6891431544432556e-07,9.669512397053396e-09,6.483853970534568e-09,1.6750839838847387e-09,2.176674301225697e-07,1.520516951825927e-05,7.184632770038779e-09,5.707552420011295e-08,2.490885067519385e-09,4.970278934360648e-07,6.504146943767399e-10,0.0001682984704522656,6.959013974958355e-10,2.506403353830025e-05,5.35985484720826e-06,0.000729407546044908,2.6984872939129594e-08,3.066790016397115e-08,1.6311286828003863e-07,1.6034033080065757e-08,1.328178165636807e-10,4.31724782725598e-06,2.2883228416505787e-10,5.506716833041507e-10,6.110813749082766e-06,3.690139853824963e-09,1.6409444738505404e-09,1.0917303107790744e-08,1.3054700526160517e-08,5.958969364860964e-06,0.00012482795464385408,3.912682856498262e-10,6.107484428263992e-10,4.532202633778818e-06,3.935203706507032e-06,4.23717896080392e-07,6.856763767903566e-07,1.3754429064864262e-06,1.5742693399272295e-10,3.378313491155226e-05,6.479683445196859e-07,9.674336414668116e-08,3.62817999619604e-06,1.207393575667093e-08,2.529230374619723e-09,2.0972348283454684e-05,7.767337762632142e-09,1.522779021901674e-09,4.142962121923032e-08,2.7850838746331472e-05,1.1179334716697157e-07,8.53232591889815e-08,5.82204533256124e-10,1.5316403236753073e-09,1.186006318403421e-09,5.088228948211281e-10,3.813725715445011e-11,5.21264134143547e-09,8.111764995537471e-07,6.793715988901239e-10,3.4143892124375923e-09,1.1758492284658972e-06,3.0823322059633555e-10,2.48515813059929e-07,3.2121390660190737e-06,3.095857912159204e-06,3.742822994452273e-07,3.254149655371524e-07,6.544028013956288e-06,2.2080933109955076e-05,6.0507939373261355e-05,1.6155984230183818e-05,-1.1437599946640324e-11,4.2454881322377415e-07,4.336289699242711e-07,1.767326622190825e-05,3.814869273703695e-05,5.644301857210533e-08,2.315907646012122e-06,0.00014650634136034892,4.821104293464252e-07,3.145378663305872e-07,1.2876717716687412e-08,1.3681082513807593e-05,1.4662093505216572e-10,3.663730157945706e-09,0.00011304804380296941,1.455770486308202e-07,7.673258127811311e-07,1.3316677730123393e-07,1.3797555872836862e-08,6.123413562721861e-08,5.734998503787697e-10,1.958357438594792e-07,2.2473610231207827e-06,1.8283991115978396e-07,1.2184488347868855e-06,4.5726493690164674e-07,3.438082086889232e-07,5.278198991708283e-08,6.687987370354071e-07,1.8952227832966856e-08,4.824753084192043e-08,3.660145294646257e-07,6.898669297802393e-10,0.0004448520457638326,3.205276387459898e-09,9.242426118480897e-08,1.4041933959095862e-09,9.518725141407194e-08,4.897718958651775e-07,4.36411877087197e-09,7.82142506256412e-09,1.844391420597387e-07,3.584336280344322e-10,3.6726961458575514e-09,3.728822981068085e-10,7.378186949715391e-08,6.276926995276108e-10,3.336429796060274e-05,1.2545138677414815e-09,2.6108091770260393e-07,2.5171858652711022e-08,2.1283933406602336e-09,4.453566477810165e-11,3.739031617056455e-07,2.290857486167264e-06,4.068093716058598e-09,9.659812230497714e-06,1.6299632251690984e-06,1.209760264014236e-07,3.527478884998723e-09,1.0855028354530155e-06,1.19968695278608e-06,4.731291624493523e-06,8.074839796105072e-08,3.659339024375558e-14,2.6170156630105e-06,1.0120931003411405e-05,1.7581353600806068e-09,1.9288568962295004e-09,1.0151933442567912e-05,3.5093420501691883e-06,5.898220835550364e-08,1.6269786167550542e-08,2.679824123813517e-07,3.6814596718799857e-09,3.1561927250750087e-06,8.962097833497943e-07,3.787036011392731e-09,1.2827126861620159e-06,9.653208791749768e-10,8.649661065246221e-08,1.0155340639034917e-05,7.876226662102417e-10,2.7298423647525203e-11,3.9646934894597594e-10,1.6159668739144882e-08,1.0562771736213716e-06,1.1180648895150745e-08,1.6021805857098864e-09,6.927467135219272e-07,5.337133389756e-11,1.6509760970872844e-10,9.788483957896439e-09,5.412620631621392e-06,9.96309160897239e-07,8.436141277136726e-06,4.052487738108556e-09,3.779064854513458e-10,5.255933866823946e-09,3.6481645788899295e-09,1.057445987143171e-09,3.5568737015312928e-09,9.617944639137094e-09,5.675509706288411e-05,1.901397833935973e-09,2.166573825079562e-12,3.0586126594150385e-09,1.296782340193506e-09,1.1813371103128202e-09,7.102555098901883e-07,3.374137972451286e-07,1.1527125484705529e-05,3.8515696319401907e-10,8.992957120491209e-05,9.64863405844521e-08,2.3675386923344807e-09,8.762651146008862e-07,1.5321517880491772e-07,9.27938658232849e-09,1.8398849790919772e-10,2.7632853963276565e-10,2.817579353887486e-07,2.0817973491135527e-09,0.00014922718221279144,4.046399247431558e-10,2.4835150412280492e-09,2.1714859558535803e-09,9.568125360255504e-06,1.717293218138298e-07,3.0830104004987827e-09,0.002553436494654052
4,      Motor vehicles and parts,Motor vehicles and parts,1.31310347371504e-10,4.270323560884822e-10,5.020863367466189e-08,7.927165806343378e-11,3.398943718999236e-08,2.637465860794288e-10,9.690603115273941e-07,1.215871456127466e-06,3.8681890937864634e-09,5.632604537203448e-10,2.042942180422856e-06,3.635719627802059e-06,2.1701220918725373e-08,1.5291778449892102e-11,2.09274958316925e-06,2.1157443658074076e-10,1.8207588332743196e-10,4.7556088919252373e-08,1.789748689550392e-07,2.928185080471611e-07,6.589967059078712e-08,2.5224042684228968e-08,1.381280945768896e-09,1.0998663071782276e-09,1.434485868676618e-10,9.687314044774498e-08,6.132097191773982e-06,2.5083853771179885e-10,2.4939797807369893e-08,1.3246662254352663e-09,2.642880642355808e-09,1.6140608576858042e-10,0.0001205433256947854,1.8336540674999526e-10,4.680186540521819e-06,2.841368830307987e-06,7.190873146346619e-05,1.1628882342768356e-08,7.60822312781848e-09,9.159167220783416e-08,6.333157991635922e-09,1.9286169039222482e-11,1.348228826977457e-06,2.9528530337838326e-11,1.2375141937789884e-10,6.715785698060223e-07,1.3847105770878114e-09,8.379499539958943e-11,2.2983133594974693e-09,4.970025194858555e-09,1.7649936197924407e-06,7.89989513370299e-05,3.401662142894812e-11,3.1453032076447526e-11,5.748789553349009e-07,5.594240346330321e-07,1.744662342192875e-07,3.1593891196273746e-07,1.8522564087963647e-07,2.1606084954509395e-11,2.732559852258672e-05,6.874182431842163e-08,2.623286546449524e-09,8.723868716838539e-07,1.8767822724147733e-09,1.1896389769877379e-09,4.195222975020531e-06,3.1792123748040105e-09,1.8686666401590253e-10,1.9190198876327246e-08,1.1033501136505287e-05,5.71570523350288e-08,3.2329164420121755e-08,6.249042345617558e-12,5.135092105308343e-10,5.7630053255782034e-11,2.5124637292079754e-10,2.715384412003931e-12,2.784119227585577e-09,2.08175305983055e-07,2.831043517125582e-10,1.4220465664215715e-09,1.0873614649434969e-07,7.571494485562523e-11,1.326460398541862e-07,5.438618350931584e-07,1.06370505910942e-06,7.451731710455146e-08,4.629633653023457e-09,2.346341478114209e-06,2.3521524498783925e-06,7.961542443684072e-06,1.496563944713355e-06,2.473539037389605e-12,2.393776156334432e-07,3.7052068272926696e-08,1.841901800285351e-06,7.96523462127988e-06,2.9706549446578637e-08,7.251830699867015e-08,0.0001019015083343762,2.4986946944452674e-07,1.0401913719873001e-08,5.049331297308484e-09,1.132282382132475e-06,3.346362618890185e-11,6.858831801896583e-10,7.32296179821907e-05,8.346147910245188e-08,4.138923592829897e-08,8.681912572178703e-09,2.2185961606202486e-09,3.311987460372345e-08,5.6281342047511695e-11,4.263429383790761e-08,2.9403961428229864e-07,1.4735312892068712e-09,1.6817192588842549e-07,1.506041056150959e-07,5.283019619831044e-08,1.4114339204186033e-09,2.1344811965069008e-07,2.905096898978784e-09,1.6135165453127463e-08,4.666025877821236e-08,3.4837599634518896e-10,0.00022962794153548165,1.0871115374216402e-09,1.8447265008432876e-08,3.011964020082602e-10,2.8353894463399658e-08,3.5112873056566906e-08,1.5079902252375608e-09,2.1570620220596225e-09,1.357480811740544e-08,4.1804514309443235e-11,6.076728572519269e-10,1.0743587652848429e-10,1.9039650159950997e-09,2.4308534017490476e-10,4.6141916729940254e-06,5.831139883407623e-10,2.319928275565541e-08,1.3673622913453834e-08,4.898677240961263e-10,2.313260648097992e-11,1.914091179991746e-07,7.915255904494384e-07,3.1526162397391823e-10,2.316343932435587e-06,4.24630577319412e-07,4.813795614163751e-09,2.2814271016757886e-10,2.0556532195987605e-07,4.6459057756566235e-07,2.275242483055676e-07,2.5367131692330714e-08,2.217156246454878e-14,9.087734434404076e-07,1.8778068639638132e-06,1.2315518832554469e-11,8.201447415316298e-10,2.378351197730506e-06,7.615462292781844e-07,2.7553448520950772e-08,2.245006036575242e-09,1.3533701689479154e-07,1.546137462700583e-09,9.567084354826098e-07,3.613648721335412e-07,1.3650046622242144e-09,5.928086165037581e-07,4.1501310096164735e-10,1.0127328228523226e-08,1.3743616436576468e-06,3.0248746121189054e-10,8.35022764839228e-12,3.3448789248022194e-11,4.1892077092034914e-09,1.1045510491909879e-07,3.2840333705785787e-09,8.283110446254084e-10,2.8929908708141236e-07,2.2755363402115407e-11,3.1240508635831755e-11,4.247242601325523e-09,4.432683192577876e-06,2.457139702183193e-07,3.888455865734694e-06,5.112999461124983e-10,5.300865721164619e-11,6.368736251424948e-10,3.924008018736353e-10,3.141143250272989e-10,1.8588259886131906e-09,7.117718518796434e-10,1.0373993329394528e-05,8.042521204732523e-10,9.17249719696387e-14,6.951420870480155e-10,5.235327264468416e-10,1.2404242226487342e-10,3.609014548253457e-07,8.89738178566143e-08,2.6668046634086317e-06,9.139881572467602e-12,1.2609570017920906e-05,3.1862818164265307e-09,1.0337767720666682e-09,3.173533400511702e-07,5.335272294881019e-08,3.5450257878285183e-09,6.547522755314292e-12,8.924504832948634e-11,1.4733868951592835e-07,7.740148375577644e-11,1.1459878458437313e-05,1.5393721733494363e-10,1.9726134940541052e-10,6.630056634301472e-11,4.965770183642363e-06,9.667618522007579e-09,5.264470411302725e-10,0.0008498949757061187
5,        New motor vehicles,New motor vehicles,5.71744171892222e-11,1.9432477848501447e-10,1.4485594852491955e-08,1.89470039130845e-11,1.635407433025019e-08,1.6095094783303163e-10,4.2101340298172245e-07,8.528593536272356e-07,2.3102723730054513e-09,2.5803921483134774e-10,1.213876313787543e-06,2.6913103180944936e-06,1.1660115529991503e-08,4.067975009652519e-12,1.4352208192778065e-06,5.373193909091444e-11,9.78667270699419e-11,1.7522770893498872e-08,9.982575023442954e-08,1.3124790218248287e-07,1.8592656199553256e-08,1.5202784083265395e-08,5.74348246897491e-10,3.365781691898152e-10,6.438464764729347e-11,4.682898539732381e-08,3.0727119664018564e-06,1.2061242058071182e-10,9.22678751872547e-09,6.691517371558782e-10,7.617637308656618e-10,7.748316200146061e-11,9.917633609163547e-05,1.221469137269019e-10,2.56372625305937e-06,1.256708875285259e-06,3.0432659139503506e-05,3.3796156296291817e-09,2.5887557529800703e-09,4.546479394614263e-08,2.934534202996277e-09,1.1888620308372165e-11,5.099257678703686e-07,1.0288508926591255e-11,6.789303437075926e-11,3.075265928487361e-07,5.378628537538239e-10,4.871988598261956e-11,1.2237244063450266e-09,2.991200973455111e-09,1.0341381132694774e-06,7.165393457261942e-05,1.8805964408559582e-11,1.1511433020627575e-11,3.035260474837937e-07,1.9167915053550531e-07,5.1766945119877365e-08,1.1824072675223542e-07,6.988746790656248e-08,7.908565823426287e-12,2.623784876889844e-05,3.5452217325899253e-08,1.1478814742632832e-09,4.4249130665417097e-07,5.880300436300268e-10,5.489710439148542e-10,2.324000036819781e-06,8.788537067304306e-10,5.054224762933702e-11,7.374464003722129e-09,8.925359128009667e-06,2.9343940760388616e-08,1.1233766502904128e-08,3.799734389709826e-12,2.383062141212744e-10,3.431996582278937e-11,1.0029950167997679e-10,1.3717405189460029e-12,7.269557918124331e-10,9.300821252098582e-08,7.125628941682195e-11,3.4771096692381757e-10,4.3975656051779785e-08,2.069407056057665e-11,3.728807238038408e-08,2.8802032315768764e-07,5.621071435345093e-07,4.0200391266896394e-08,2.8646818042605292e-09,1.880006244625502e-06,8.572059576327696e-07,3.8836802408614885e-06,6.704321902559242e-07,1.9374043635681053e-12,5.9262869870346934e-08,1.4472383241258575e-08,8.382008201189953e-07,5.5423918497132645e-06,1.2247130805124825e-08,3.9301408721690176e-08,9.250896175095217e-05,1.1785090959980567e-07,5.1246371076941624e-09,3.7441923525940496e-09,2.639670400567282e-07,2.3433047187260115e-11,3.3127512255255994e-10,6.477680894550847e-05,2.1276685656399e-08,1.895603613696297e-08,3.742765908765805e-09,6.036939494465715e-10,8.655109514244911e-09,1.7489365844314904e-11,2.4232404284638673e-08,7.133053069204836e-08,7.83302560375482e-10,6.779177604842312e-08,6.896559986964381e-08,2.5724286632486795e-08,6.924159557762322e-10,1.0927563188026997e-07,1.5983333330062005e-09,7.543348047137723e-09,2.1987778066197657e-08,1.716209566830605e-10,0.00019817219880948386,3.255754240078635e-10,1.1949135734593708e-08,1.4410755897349654e-10,1.6227275415068702e-08,1.3690089959356492e-08,1.0027718336154569e-09,6.73221431000778e-10,5.4921050291838486e-09,2.0164444488398144e-11,3.431621316974256e-10,2.6917438147397262e-11,9.08458072784008e-10,6.905067738394796e-11,2.7467861602250743e-06,3.0304039869848036e-10,9.432215536975976e-09,6.995558775428183e-09,2.6492502767237065e-10,1.664226142160597e-11,5.411750086128786e-08,4.19354028443267e-07,1.674590608605909e-10,1.2022975785902634e-06,1.987595967206261e-07,2.4471201488240744e-09,9.330343595611206e-11,9.262635158822535e-08,1.3277521271119912e-07,9.425350963417667e-08,9.825158337687202e-09,4.919216057530758e-15,3.8783752502530895e-07,1.1261108051229536e-06,6.718320718750627e-12,3.7733181682296457e-10,1.4266965475454328e-06,2.8046238556605924e-07,1.3249832487627473e-08,9.043115879800933e-10,4.8355226613284595e-08,4.098528952766123e-10,4.979116137707201e-07,1.8356955385575187e-07,6.234726178392319e-10,1.9390730372580832e-07,1.0315829341226972e-10,3.781717198842162e-09,7.143160043818175e-07,8.256971711967395e-11,4.597064472537658e-12,1.0547041133851823e-11,1.7833868253933558e-09,5.130797741577895e-08,2.0640623334927617e-09,4.4857288604416613e-10,1.2844563763459633e-07,7.589436284349947e-12,1.7921279517523462e-11,1.7850786472225047e-09,4.115117972113974e-06,1.416329676506521e-07,3.1533357163788494e-06,2.2390133199110932e-10,2.7398948047748724e-11,2.6774306047509944e-10,1.8556928584609286e-10,1.4374609438670596e-10,4.840789607251292e-10,2.2928826844674965e-10,4.866297546063694e-06,4.4554648403080456e-10,6.387185089993531e-14,3.572593988305312e-10,1.1476485920380979e-10,4.4864369858955324e-11,1.4743301333495096e-07,3.840746780515579e-08,1.4318353036547394e-06,4.816880767922599e-12,7.4200891679781305e-06,1.4738548414073635e-09,3.028085163505038e-10,1.548645625036328e-07,1.6479526618587444e-08,1.7795210863484343e-09,4.042331277808881e-12,3.1389630747313475e-11,3.9590576521090504e-08,4.026309373344221e-11,5.501135161905324e-06,3.922829077757981e-11,5.362082400639945e-11,2.162948714237218e-11,3.402870473972404e-06,4.604074000782554e-09,1.6691317206176836e-10,0.0006675141691718122
6,            New autos,New autos,1.0739314228571134e-12,3.4210437240527795e-12,2.544558978059793e-10,4.672726327115485e-13,2.2485086068807632e-10,3.20143606048218e-12,6.0254703548831875e-09,3.6383148361089925e-09,6.925323131573228e-11,3.00047788929032e-12,1.2077592391333963e-08,1.122670472305831e-06,1.2539367054762857e-10,9.827240105357845e-14,8.217230398773854e-07,1.1238975756643927e-12,1.931376921801581e-12,3.774647702584899e-10,1.9184381603343343e-09,1.4620700098538967e-09,3.354820827955921e-10,3.533776961149599e-10,1.1809766331549872e-11,6.49039810760533e-12,1.1355179363470797e-12,5.054115436422357e-10,3.661457948241659e-08,2.4271068218117223e-12,1.6040753844286472e-10,8.725645411839086e-12,1.168276216784929e-11,4.714762242260184e-12,1.905498121539886e-05,2.4952342197615573e-12,3.5439165236266315e-08,1.4217112482949642e-08,1.943869329250317e-06,6.344571344815465e-11,4.8036370719707796e-11,4.5734981864287114e-10,3.8417608689511984e-11,2.526801114857705e-13,7.2595664548911124e-09,1.4742526543464224e-13,1.301711309801314e-12,3.4757441615202944e-09,8.564949372382766e-12,1.202014656050716e-12,2.0195389905574664e-11,6.185070642273168e-11,2.5295515053762493e-08,1.526030761276047e-05,3.025783186875278e-13,1.8217873818130952e-13,8.12515988540077e-09,3.087024876270679e-09,1.1049123824026415e-09,1.597083687496816e-09,1.4311321386272493e-09,1.6252123585956264e-13,8.608249917509394e-08,9.039909651728029e-10,3.765287695188718e-11,1.0869844155284718e-07,1.1357883052675408e-11,1.0899158203678107e-11,3.855690302109201e-07,1.7136219171982243e-11,9.922600525315621e-13,1.2124100991407593e-10,5.864010061166613e-06,4.2594200483561286e-10,1.729551246669015e-10,8.667759900773928e-14,4.592480770757678e-12,4.20449772234244e-13,1.5501366881990312e-12,2.0566977454200073e-14,1.414278561171511e-11,1.9927111266290154e-09,1.3263135709047468e-12,6.5941108294071445e-12,8.951939135944601e-10,4.11497222693417e-13,6.895208126278661e-10,3.241762992262439e-09,1.088769258022717e-08,5.229231673782043e-09,8.621492841353443e-11,1.08129340328829e-06,1.537806281665711e-08,8.674041675466035e-08,1.2836190431810262e-08,3.3772211202852234e-14,1.1316930573499563e-09,2.397778534025198e-10,1.4807037936196627e-08,2.2742144398825513e-06,1.6785640859103686e-10,8.454597422177232e-10,2.2993566812143125e-05,1.4457391943643103e-09,1.192943376559862e-10,8.097542545113092e-11,4.271920086776187e-09,4.705191338993608e-13,5.3423129462498735e-12,2.4186463277724033e-05,3.8095144119872896e-10,2.681037525847391e-10,6.984932782629685e-11,1.0649647090427662e-11,1.6829391249368355e-10,3.095565681053449e-13,4.687025168284087e-10,1.207882691106474e-09,2.3333039748859063e-11,1.2352514409515516e-09,1.1546338253677593e-09,7.113596538255927e-10,1.74603257907501e-11,2.1492441766341817e-09,2.5905704796620893e-11,1.502520918149698e-10,3.200783240354145e-10,3.402387136805233e-12,3.549766805592057e-05,6.272904569758887e-12,2.4284157956019243e-10,2.7467131239844467e-12,3.087822256795181e-10,2.1420872066569083e-10,2.1121567571171606e-11,1.2627231126693033e-11,1.0352843160917304e-10,3.5689999979542125e-13,6.208404919306869e-12,3.585324588341821e-13,1.832288897240971e-11,1.2748359435607488e-12,4.4286630157609776e-08,5.980407301822126e-12,1.9601582865316208e-10,9.384528161239032e-11,5.14670785400986e-12,3.352192851550853e-13,8.927703086454208e-10,7.546832927008305e-09,1.0411804208274401e-11,5.84153227704809e-08,3.34652269336588e-09,4.079859991639064e-11,1.941620736503938e-12,2.1488525242487257e-09,1.7510874844202106e-09,1.6486061814868647e-09,1.360098028671264e-10,9.09702015174187e-17,5.106384849165754e-09,2.0570662068272372e-08,1.3700190132755093e-13,7.068452895145498e-12,3.002762474589909e-08,5.865234761613233e-09,1.952327585394961e-10,1.8470122259811806e-11,6.156528550023876e-10,7.785163923874213e-12,9.548363721933803e-09,1.986526446537994e-09,7.028427154084674e-12,3.033119381757869e-09,1.97750486885354e-12,6.087188589783662e-11,2.106962610006827e-08,1.5939304555412915e-12,1.0069580863424509e-13,2.0313991940958663e-13,2.994143285502277e-11,1.1371917245055826e-09,5.6103196100197113e-11,9.15494029978079e-12,2.6188421470003117e-09,1.4813487878721395e-13,4.1366403477130214e-13,3.490742666918136e-11,3.805573212681927e-06,2.9382252760326455e-09,2.362752484286146e-06,4.701709229621121e-12,4.682843738897906e-13,3.4821938994140875e-12,9.723188724545798e-12,2.7930542374117584e-12,9.402594562539746e-12,3.1328467732909133e-12,3.0244243101476413e-07,4.273288038888636e-12,2.0470923125421318e-15,3.91371005571821e-12,1.8696213551082573e-12,9.539887145592634e-13,1.9258550772931633e-09,7.290668341213059e-10,3.4490992657805004e-08,1.3518618429705153e-13,1.3463778274010896e-07,3.304076302199703e-11,5.026230729416226e-12,4.117060719656115e-09,2.8574036379499307e-10,2.1224218165261872e-11,2.024838453849187e-13,6.046039199786112e-13,7.640716309389044e-10,6.215109447560624e-13,1.959459225617572e-07,7.493904168945057e-13,1.0433028933187047e-12,4.5405651161808965e-13,7.914701756230332e-07,4.8570909111073536e-11,3.17649663091987e-12,0.0001388799561702995
