country,CTY_CODE,ISO3,HS2,2024_tariff,2025_tariff_increase,2025_tariff,2024_imports,2024_duty,HS_Section,sector_description
Croatia,4791.0,HRV,54,6.430670105199901,10.0,16.4306701051999,270927535.0,17422456.0,11,Textile & App.
Croatia,4791.0,HRV,59,3.1472318961004544,10.0,13.147231896100454,516426515.0,16253140.0,11,Textile & App.
Croatia,4791.0,HRV,60,10.05741358074997,10.0,20.05741358074997,104055520.0,10465294.0,11,Textile & App.
Croatia,4791.0,HRV,67,1.2735408536035835,10.0,11.273540853603583,16189037.0,206174.0,12,Footwear
Croatia,4791.0,HRV,75,1.816766603210236,9.071960044271028,10.888726647481265,1000540574.0,18177487.0,15,Base Metals
Croatia,4791.0,HRV,78,2.5204899015477134,10.0,12.520489901547712,15085480.0,380228.0,15,Base Metals
Croatia,4791.0,HRV,79,1.3587824959622126,7.472316945529016,8.83109944149123,106112568.0,1441839.0,15,Base Metals
Croatia,4791.0,HRV,81,2.898798015436821,9.312735651057077,12.211533666493898,747767174.0,21676260.0,15,Base Metals
Cyprus,4910.0,CYP,1,0.0036151516020748,10.0,10.003615151602075,662932088.0,23966.0,1,Live Animals
Cyprus,4910.0,CYP,2,0.4892981798993122,10.0,10.489298179899313,617835325.0,3023057.0,1,Live Animals
Cyprus,4910.0,CYP,5,0.0826491482424976,9.97979821687742,10.062447365119917,172213511.0,142333.0,1,Live Animals
Cyprus,4910.0,CYP,6,3.381272020802259,10.0,13.381272020802259,269514193.0,9113008.0,2,Vegetable Products
Cyprus,4910.0,CYP,7,5.851131453210957,10.0,15.851131453210957,456312992.0,26699473.0,2,Vegetable Products
Cyprus,4910.0,CYP,8,2.865497132335943,10.0,12.865497132335943,167195491.0,4790982.0,2,Vegetable Products
Cyprus,4910.0,CYP,10,0.8000860281673041,10.0,10.800086028167303,159519846.0,1276296.0,2,Vegetable Products
Cyprus,4910.0,CYP,11,1.805046831937419,10.0,11.80504683193742,504992881.0,9115358.0,2,Vegetable Products
Cyprus,4910.0,CYP,16,2.3297139916309035,10.0,12.329713991630904,441134364.0,10277169.0,4,"Food, Bev. & Tobacco"
Cyprus,4910.0,CYP,17,5.74719366263002,10.0,15.747193662630021,626195916.0,35988692.0,4,"Food, Bev. & Tobacco"
