"hs4-exports-africa"
"Current date: 05/08/2025 9:32 AM (Eastern Daylight Time)"
"Measures: Value ($US)"
"Commodity","Country","Time","Domestic/Foreign","Value ($US)",
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","1995","Total Exports","5,491,091"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","1996","Total Exports","10,863,347"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","1997","Total Exports","18,322,155"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","1998","Total Exports","16,993,099"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","1999","Total Exports","16,711,996"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","2000","Total Exports","8,758,201"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","1995","Total Exports","5,423,830"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","1996","Total Exports","5,890,339"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","1997","Total Exports","5,769,495"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","1998","Total Exports","9,839,776"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","1999","Total Exports","14,605,950"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","2000","Total Exports","7,401,493"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","1995","Total Exports","67,261"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","1996","Total Exports","4,973,008"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","1997","Total Exports","12,552,660"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","1998","Total Exports","7,125,897"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","1999","Total Exports","2,106,046"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","2000","Total Exports","1,356,708"
"0101 Horses, Asses, Mules And Hinnies, Live","Papua New Guinea","1998","Total Exports","27,426"
"0102 Bovine Animals, Live","Australia and Oceania","1995","Total Exports","309,400"
"0102 Bovine Animals, Live","Australia and Oceania","1996","Total Exports","150,000"
"0102 Bovine Animals, Live","Australia and Oceania","1997","Total Exports","100,000"
"0102 Bovine Animals, Live","Australia and Oceania","1998","Total Exports","437,068"
"0102 Bovine Animals, Live","Australia and Oceania","1999","Total Exports","329,480"
"0102 Bovine Animals, Live","Australia and Oceania","2000","Total Exports","86,895"
"0102 Bovine Animals, Live","Australia","1995","Total Exports","309,400"
"0102 Bovine Animals, Live","Australia","1996","Total Exports","150,000"
"0102 Bovine Animals, Live","Australia","1997","Total Exports","100,000"
"0102 Bovine Animals, Live","Australia","1998","Total Exports","406,933"
"0102 Bovine Animals, Live","Australia","1999","Total Exports","321,000"
"0102 Bovine Animals, Live","Australia","2000","Total Exports","86,895"
"0102 Bovine Animals, Live","New Zealand","1998","Total Exports","30,135"
"0102 Bovine Animals, Live","New Zealand","1999","Total Exports","8,480"
"0103 Swine, Live","Australia and Oceania","1996","Total Exports","36,000"
"0103 Swine, Live","Australia","1996","Total Exports","36,000"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Australia and Oceania","1995","Total Exports","83,906"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Australia and Oceania","1996","Total Exports","119,294"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Australia and Oceania","1997","Total Exports","120,698"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Australia and Oceania","1998","Total Exports","180,924"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Australia and Oceania","1999","Total Exports","114,291"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Australia and Oceania","2000","Total Exports","82,050"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","French Polynesia","1995","Total Exports","83,906"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","French Polynesia","1996","Total Exports","119,294"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","French Polynesia","1997","Total Exports","107,086"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","French Polynesia","1998","Total Exports","85,000"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","French Polynesia","1999","Total Exports","111,100"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","French Polynesia","2000","Total Exports","74,300"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","New Zealand","2000","Total Exports","7,750"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Papua New Guinea","1999","Total Exports","3,191"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Tonga","1997","Total Exports","13,612"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Tonga","1998","Total Exports","95,924"
"0106 Animals, Live, Nesoi","Australia and Oceania","1995","Total Exports","2,055,593"
"0106 Animals, Live, Nesoi","Australia and Oceania","1996","Total Exports","1,203,468"
"0106 Animals, Live, Nesoi","Australia and Oceania","1997","Total Exports","3,070,455"
"0106 Animals, Live, Nesoi","Australia and Oceania","1998","Total Exports","181,986"
"0106 Animals, Live, Nesoi","Australia and Oceania","1999","Total Exports","195,835"
"0106 Animals, Live, Nesoi","Australia and Oceania","2000","Total Exports","372,733"
"0106 Animals, Live, Nesoi","Australia","1995","Total Exports","2,034,762"
"0106 Animals, Live, Nesoi","Australia","1996","Total Exports","1,197,667"
"0106 Animals, Live, Nesoi","Australia","1997","Total Exports","3,055,941"
"0106 Animals, Live, Nesoi","Australia","1998","Total Exports","178,316"
"0106 Animals, Live, Nesoi","Australia","1999","Total Exports","195,835"
"0106 Animals, Live, Nesoi","Australia","2000","Total Exports","312,562"
"0106 Animals, Live, Nesoi","French Polynesia","2000","Total Exports","60,171"
"0106 Animals, Live, Nesoi","New Zealand","1995","Total Exports","20,831"
"0106 Animals, Live, Nesoi","New Zealand","1996","Total Exports","5,801"
"0106 Animals, Live, Nesoi","New Zealand","1997","Total Exports","14,514"
"0106 Animals, Live, Nesoi","New Zealand","1998","Total Exports","3,670"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","1995","Total Exports","773,561"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","1996","Total Exports","114,247"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","1997","Total Exports","253,666"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","1998","Total Exports","77,314"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","1999","Total Exports","412,048"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","2000","Total Exports","119,838"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia","1995","Total Exports","626,684"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia","1996","Total Exports","28,214"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia","1997","Total Exports","244,940"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia","1998","Total Exports","17,304"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia","1999","Total Exports","130,948"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia","2000","Total Exports","73,728"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","French Polynesia","1995","Total Exports","3,950"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","French Polynesia","1996","Total Exports","4,100"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","French Polynesia","1999","Total Exports","169,063"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Marshall Islands","1995","Total Exports","53,723"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Marshall Islands","1996","Total Exports","52,398"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Marshall Islands","1998","Total Exports","51,199"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Marshall Islands","1999","Total Exports","38,296"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Marshall Islands","2000","Total Exports","5,582"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Micronesia","1997","Total Exports","3,864"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","New Zealand","1995","Total Exports","89,204"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","New Zealand","1996","Total Exports","29,535"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","New Zealand","1997","Total Exports","4,862"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","New Zealand","1998","Total Exports","8,811"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","New Zealand","1999","Total Exports","73,741"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","New Zealand","2000","Total Exports","40,528"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","1995","Total Exports","2,001,601"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","1996","Total Exports","1,575,668"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","1997","Total Exports","1,945,833"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","1998","Total Exports","1,205,211"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","1999","Total Exports","4,502,805"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","2000","Total Exports","5,897,461"
"0202 Meat Of Bovine Animals, Frozen","Australia","1995","Total Exports","109,612"
"0202 Meat Of Bovine Animals, Frozen","Australia","1996","Total Exports","221,033"
"0202 Meat Of Bovine Animals, Frozen","Australia","1997","Total Exports","209,378"
"0202 Meat Of Bovine Animals, Frozen","Australia","1998","Total Exports","28,524"
"0202 Meat Of Bovine Animals, Frozen","Australia","1999","Total Exports","2,334,401"
"0202 Meat Of Bovine Animals, Frozen","Australia","2000","Total Exports","2,751,869"
"0202 Meat Of Bovine Animals, Frozen","Fiji","1997","Total Exports","28,189"
"0202 Meat Of Bovine Animals, Frozen","Fiji","2000","Total Exports","2,736"
"0202 Meat Of Bovine Animals, Frozen","French Polynesia","1995","Total Exports","135,451"
