"hs4-exports-africa"
"Current date: 05/08/2025 9:25 AM (Eastern Daylight Time)"
"Measures: Value ($US)"
"Commodity","Country","Time","Domestic/Foreign","Value ($US)",
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","2019","Total Exports","34,810,959"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","2020","Total Exports","8,138,807"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","2021","Total Exports","1,363,746"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","2022","Total Exports","1,047,781"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","2023","Total Exports","6,030,160"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia and Oceania","2024","Total Exports","9,963,768"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","2019","Total Exports","864,514"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","2020","Total Exports","4,087,905"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","2021","Total Exports","1,110,008"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","2022","Total Exports","759,531"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","2023","Total Exports","2,998,960"
"0101 Horses, Asses, Mules And Hinnies, Live","Australia","2024","Total Exports","2,193,668"
"0101 Horses, Asses, Mules And Hinnies, Live","Marshall Islands","2019","Total Exports","2,000,000"
"0101 Horses, Asses, Mules And Hinnies, Live","Marshall Islands","2020","Total Exports","2,464,000"
"0101 Horses, Asses, Mules And Hinnies, Live","Micronesia","2020","Total Exports","53,000"
"0101 Horses, Asses, Mules And Hinnies, Live","Micronesia","2021","Total Exports","7,238"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","2019","Total Exports","31,712,445"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","2020","Total Exports","1,411,902"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","2021","Total Exports","246,500"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","2022","Total Exports","288,250"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","2023","Total Exports","3,031,200"
"0101 Horses, Asses, Mules And Hinnies, Live","New Zealand","2024","Total Exports","7,770,100"
"0101 Horses, Asses, Mules And Hinnies, Live","Tonga","2019","Total Exports","234,000"
"0101 Horses, Asses, Mules And Hinnies, Live","Tonga","2020","Total Exports","122,000"
"0102 Bovine Animals, Live","Australia and Oceania","2019","Total Exports","10,151"
"0102 Bovine Animals, Live","Australia and Oceania","2024","Total Exports","26,911"
"0102 Bovine Animals, Live","Australia","2019","Total Exports","10,151"
"0102 Bovine Animals, Live","Australia","2024","Total Exports","26,911"
"0103 Swine, Live","Australia and Oceania","2022","Total Exports","80,811"
"0103 Swine, Live","Australia and Oceania","2024","Total Exports","10,850"
"0103 Swine, Live","Australia","2022","Total Exports","80,811"
"0103 Swine, Live","Australia","2024","Total Exports","10,850"
"0104 Sheep And Goats, Live","Australia and Oceania","2021","Total Exports","52,000"
"0104 Sheep And Goats, Live","Australia and Oceania","2022","Total Exports","52,000"
"0104 Sheep And Goats, Live","Australia and Oceania","2024","Total Exports","30,000"
"0104 Sheep And Goats, Live","Marshall Islands","2021","Total Exports","52,000"
"0104 Sheep And Goats, Live","Marshall Islands","2022","Total Exports","52,000"
"0104 Sheep And Goats, Live","Palau","2024","Total Exports","30,000"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Australia and Oceania","2019","Total Exports","659,509"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Australia and Oceania","2020","Total Exports","174,000"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Australia","2019","Total Exports","16,509"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Marshall Islands","2019","Total Exports","607,000"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Marshall Islands","2020","Total Exports","156,000"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Tonga","2019","Total Exports","36,000"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Tonga","2020","Total Exports","18,000"
"0106 Animals, Live, Nesoi","Australia and Oceania","2019","Total Exports","338,472"
"0106 Animals, Live, Nesoi","Australia and Oceania","2020","Total Exports","325,471"
"0106 Animals, Live, Nesoi","Australia and Oceania","2021","Total Exports","242,589"
"0106 Animals, Live, Nesoi","Australia and Oceania","2022","Total Exports","364,176"
"0106 Animals, Live, Nesoi","Australia and Oceania","2023","Total Exports","224,197"
"0106 Animals, Live, Nesoi","Australia and Oceania","2024","Total Exports","337,327"
"0106 Animals, Live, Nesoi","Australia","2019","Total Exports","319,999"
"0106 Animals, Live, Nesoi","Australia","2020","Total Exports","285,338"
"0106 Animals, Live, Nesoi","Australia","2021","Total Exports","228,437"
"0106 Animals, Live, Nesoi","Australia","2022","Total Exports","332,854"
"0106 Animals, Live, Nesoi","Australia","2023","Total Exports","224,197"
"0106 Animals, Live, Nesoi","Australia","2024","Total Exports","296,065"
"0106 Animals, Live, Nesoi","New Zealand","2019","Total Exports","18,473"
"0106 Animals, Live, Nesoi","New Zealand","2020","Total Exports","40,133"
"0106 Animals, Live, Nesoi","New Zealand","2021","Total Exports","14,152"
"0106 Animals, Live, Nesoi","New Zealand","2022","Total Exports","31,322"
"0106 Animals, Live, Nesoi","New Zealand","2024","Total Exports","35,406"
"0106 Animals, Live, Nesoi","Samoa","2024","Total Exports","5,856"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","2019","Total Exports","321,792"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","2020","Total Exports","948,531"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","2021","Total Exports","107,624"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","2022","Total Exports","395,912"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","2023","Total Exports","25,955"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia and Oceania","2024","Total Exports","254,590"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia","2022","Total Exports","3,566"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Australia","2024","Total Exports","234,365"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","French Polynesia","2020","Total Exports","7,839"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","French Polynesia","2021","Total Exports","92,134"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","French Polynesia","2022","Total Exports","136,499"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","French Polynesia","2023","Total Exports","25,955"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","French Polynesia","2024","Total Exports","20,225"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","New Zealand","2019","Total Exports","321,792"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","New Zealand","2020","Total Exports","940,692"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","New Zealand","2021","Total Exports","9,000"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","New Zealand","2022","Total Exports","255,847"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Solomon Islands","2021","Total Exports","6,490"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","2019","Total Exports","4,855,342"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","2020","Total Exports","3,778,326"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","2021","Total Exports","3,757,435"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","2022","Total Exports","6,663,474"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","2023","Total Exports","9,845,808"
"0202 Meat Of Bovine Animals, Frozen","Australia and Oceania","2024","Total Exports","7,261,574"
"0202 Meat Of Bovine Animals, Frozen","Australia","2019","Total Exports","916,953"
"0202 Meat Of Bovine Animals, Frozen","Australia","2022","Total Exports","1,983,496"
"0202 Meat Of Bovine Animals, Frozen","Australia","2023","Total Exports","4,357,148"
"0202 Meat Of Bovine Animals, Frozen","Australia","2024","Total Exports","2,209,532"
"0202 Meat Of Bovine Animals, Frozen","Fiji","2019","Total Exports","18,621"
"0202 Meat Of Bovine Animals, Frozen","French Polynesia","2019","Total Exports","525,269"
"0202 Meat Of Bovine Animals, Frozen","French Polynesia","2020","Total Exports","261,811"
"0202 Meat Of Bovine Animals, Frozen","French Polynesia","2021","Total Exports","197,543"
"0202 Meat Of Bovine Animals, Frozen","French Polynesia","2022","Total Exports","1,084,633"
"0202 Meat Of Bovine Animals, Frozen","French Polynesia","2023","Total Exports","1,406,763"
"0202 Meat Of Bovine Animals, Frozen","French Polynesia","2024","Total Exports","1,265,058"
"0202 Meat Of Bovine Animals, Frozen","Kiribati","2019","Total Exports","2,856"
"0202 Meat Of Bovine Animals, Frozen","Kiribati","2020","Total Exports","10,105"
"0202 Meat Of Bovine Animals, Frozen","Marshall Islands","2019","Total Exports","603,736"
"0202 Meat Of Bovine Animals, Frozen","Marshall Islands","2020","Total Exports","586,861"
"0202 Meat Of Bovine Animals, Frozen","Marshall Islands","2021","Total Exports","945,140"
"0202 Meat Of Bovine Animals, Frozen","Marshall Islands","2022","Total Exports","601,211"
"0202 Meat Of Bovine Animals, Frozen","Marshall Islands","2023","Total Exports","792,798"
"0202 Meat Of Bovine Animals, Frozen","Marshall Islands","2024","Total Exports","723,789"
"0202 Meat Of Bovine Animals, Frozen","Micronesia","2019","Total Exports","498,291"
"0202 Meat Of Bovine Animals, Frozen","Micronesia","2020","Total Exports","630,213"
"0202 Meat Of Bovine Animals, Frozen","Micronesia","2021","Total Exports","1,004,086"
"0202 Meat Of Bovine Animals, Frozen","Micronesia","2022","Total Exports","898,061"
"0202 Meat Of Bovine Animals, Frozen","Micronesia","2023","Total Exports","887,314"
"0202 Meat Of Bovine Animals, Frozen","Micronesia","2024","Total Exports","892,174"
"0202 Meat Of Bovine Animals, Frozen","New Caledonia","2019","Total Exports","27,839"
"0202 Meat Of Bovine Animals, Frozen","New Zealand","2019","Total Exports","636,734"
"0202 Meat Of Bovine Animals, Frozen","New Zealand","2020","Total Exports","654,208"
"0202 Meat Of Bovine Animals, Frozen","New Zealand","2021","Total Exports","70,433"
"0202 Meat Of Bovine Animals, Frozen","New Zealand","2022","Total Exports","298,618"
"0202 Meat Of Bovine Animals, Frozen","New Zealand","2023","Total Exports","798,077"
"0202 Meat Of Bovine Animals, Frozen","New Zealand","2024","Total Exports","397,628"
"0202 Meat Of Bovine Animals, Frozen","Palau","2019","Total Exports","1,515,461"
"0202 Meat Of Bovine Animals, Frozen","Palau","2020","Total Exports","1,591,662"
"0202 Meat Of Bovine Animals, Frozen","Palau","2021","Total Exports","1,433,505"
"0202 Meat Of Bovine Animals, Frozen","Palau","2022","Total Exports","1,685,175"
"0202 Meat Of Bovine Animals, Frozen","Palau","2023","Total Exports","1,470,243"
"0202 Meat Of Bovine Animals, Frozen","Palau","2024","Total Exports","1,657,017"
"0202 Meat Of Bovine Animals, Frozen","Samoa","2020","Total Exports","24,298"
"0202 Meat Of Bovine Animals, Frozen","Samoa","2021","Total Exports","78,841"
"0202 Meat Of Bovine Animals, Frozen","Samoa","2022","Total Exports","112,280"
"0202 Meat Of Bovine Animals, Frozen","Samoa","2023","Total Exports","120,850"
"0202 Meat Of Bovine Animals, Frozen","Samoa","2024","Total Exports","107,349"
"0202 Meat Of Bovine Animals, Frozen","Solomon Islands","2021","Total Exports","7,027"
"0202 Meat Of Bovine Animals, Frozen","Tonga","2019","Total Exports","106,246"
"0202 Meat Of Bovine Animals, Frozen","Tonga","2020","Total Exports","19,168"
"0202 Meat Of Bovine Animals, Frozen","Tonga","2021","Total Exports","20,860"
"0202 Meat Of Bovine Animals, Frozen","Tonga","2023","Total Exports","12,615"
"0202 Meat Of Bovine Animals, Frozen","Tonga","2024","Total Exports","9,027"
"0202 Meat Of Bovine Animals, Frozen","Tuvalu","2019","Total Exports","3,336"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia and Oceania","2019","Total Exports","294,193,153"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia and Oceania","2020","Total Exports","258,746,383"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia and Oceania","2021","Total Exports","204,894,293"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia and Oceania","2022","Total Exports","119,142,624"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia and Oceania","2023","Total Exports","249,546,161"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia and Oceania","2024","Total Exports","335,838,311"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia","2019","Total Exports","265,922,460"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia","2020","Total Exports","225,294,822"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia","2021","Total Exports","169,887,079"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia","2022","Total Exports","101,593,842"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia","2023","Total Exports","216,477,891"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Australia","2024","Total Exports","292,530,554"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Cook Islands","2019","Total Exports","409,834"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Cook Islands","2020","Total Exports","326,581"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Cook Islands","2021","Total Exports","448,087"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Cook Islands","2022","Total Exports","346,849"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Cook Islands","2023","Total Exports","424,512"
