"Use Table, After Redefinitions"
"Use Table, After Redefinitions"
"March 15, 2024"
,Commodities/Industries,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,,F010,F02E,F02N,F02R,F02S,F030,F040,F050,F06C,F06E,F06N,F06S,F07C,F07E,F07N,F07S,F10C,F10E,F10N,F10S,TOTFU,
3313NF,Nonferrous metal production and processing and foundries,0,0,0,0,12,0,3,0,49,328,52,267,85,372,203,75,126,108,5532,38695,24996,465,305,721,13579,12,468,2320,1348,5,10412,35,3524,185,19021,1122,3323,1522,1335,2017,165,2140,2,0,0,982,0,13,0,0,0,7,468,5,0,0,0,165,0,0,0,0,24,0,0,0,0,0,0,0,13,1,3,0,326,0,0,0,0,102,0,0,5,0,6,26,227,41,28,96,230,0,0,0,0,0,0,1,0,0,0,0,0,0,539,0,324,0,0,16,0,43,31,58,0,0,0,0,0,0,11,0,25,0,79,1,93,435,0,12,0,169,440,0,0,0,0,596,140570,42,0,0,0,0,600,17330,-42565,0,0,0,0,0,0,0,0,0,0,0,0,-24593,115977
332,Fabricated metal products,282,1464,49,7892,1109,1271,76,698,7382,10727,15309,17268,12985,7250,9402,10560,3170,2065,1554,2972,41002,2067,1297,2156,20272,284,1745,1112,4502,10,9772,585,2689,1258,21870,9515,4727,4328,2644,2030,6653,7621,2760,506,38,5993,819,1893,1608,929,98,7145,8078,46,247,57,1125,361,75,241,84,191,40,0,334,200,128,61,71,131,81,201,1009,260,428,2007,1615,433,2145,182,242,893,276,474,44,3765,3492,2959,179,1281,787,423,215,0,0,0,30,18,1,1717,1728,23,2753,16,3257,161,2150,65,191,589,51,1027,1247,3585,433,129,58,10,74,72,1581,24,2151,22,463,1496,2860,3706,300,653,0,5532,1401,243,378,608,2552,5689,367318,17857,14726,0,0,0,3583,31995,-73033,0,380,0,0,0,581,0,0,0,167,0,0,-3744,363574
33311,Agricultural implement manufacturing,841,415,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,2,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,341,0,0,0,0,0,50,0,0,3,0,36,5,121,0,0,0,0,0,0,0,0,0,12,0,0,0,80,0,0,0,0,0,0,302,0,217,592,4414,733,37802,0,0,0,278,5629,-12417,0,1,0,0,0,32,0,0,0,66,0,0,32124,36538
33312,Construction machinery manufacturing,0,0,0,648,1546,1451,0,0,144,180,10,1332,62,56,310,15,0,0,0,0,0,60,212,8,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,44,0,0,1,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7264,0,29042,0,0,0,65,8052,-20715,0,787,0,0,0,0,0,0,0,8210,0,0,25441,32705
33313,Mining and oil and gas field machinery manufacturing,0,0,0,1812,781,1197,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,14,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4130,0,12178,0,0,0,122,3555,-2173,0,0,0,0,0,0,0,0,0,0,0,0,13682,17812
3332OM,Other machinery,29,7,22,4941,1221,3703,1128,40,4673,3077,5725,5825,8565,381,3531,1446,431,76,390,768,4971,1275,2652,1153,26746,1,18,109,255,0,2004,2017,8418,6256,13925,1499,2295,85,256,436,1599,1992,34,24,1,1081,1284,61,797,281,1,2410,1792,15,123,110,512,224,32,286,55,288,46,0,192,136,136,98,23,101,296,61,65,1,57,49,397,74,95,4439,23,1692,40,24,46,684,115,392,16,208,693,8,52,0,600,0,0,4,1,155,461,22,2174,112,1040,135,643,47,183,264,3,2543,773,3536,1945,282,13,35,74,287,837,169,188,12,184,45,621,5671,544,257,0,1020,154,70,1470,750,1300,1657,173892,8796,169839,0,0,0,3590,80944,-151325,0,2327,0,0,0,192,0,0,0,1938,0,0,116301,290193
3341,Computer and peripheral equipment manufacturing,23,0,0,0,9,40,6,0,148,26,2,40,14,6,31,20,22,28,2,16,44,0,1,1,84,972,170,158,889,0,0,93,730,57,5,1,5,9,6,5,43,1,0,2,0,18,306,43,0,0,1,0,85,0,0,0,0,0,8,0,0,0,0,0,149,145,244,51,45,113,48,133,68,0,0,0,72,1,6,37,0,48,91,0,15,8,167,233,38,209,190,156,511,0,0,2,386,0,0,451,21,363,325,208,338,880,146,224,392,1216,277,647,451,149,144,74,0,56,0,149,2,24,210,15,77,88,60,10,24,155,0,231,125,0,563,165,150,54,15800,37631,50605,0,0,0,352,11375,-101751,0,1712,0,0,0,704,0,0,0,3104,0,0,3732,19532
3342,Communications equipment manufacturing,1,0,0,0,1,30,3,0,1418,211,203,482,120,17,37,819,0,0,0,0,0,0,0,0,139,5,4530,202,2971,0,10,0,0,0,46,4716,0,0,0,0,1,0,0,0,0,1,9,23,0,0,0,0,13,5,216,280,0,233,384,0,180,142,0,0,35,54,93,5,6,14,5,24,6,0,46,0,73,2,1,0,0,53,529,0,55,240,2952,3373,637,3220,849,162,101,0,48,0,673,0,0,54,70,283,148,147,80,137,92,57,87,3957,1628,524,670,133,45,659,0,35,0,11,54,0,113,5,22,1,2,560,0,186,0,5903,297,0,233,0,0,3,46900,10928,56163,0,0,0,525,10913,-98900,0,6451,0,0,0,2662,0,0,0,2331,0,0,-8927,37973
3344,Semiconductor and other electronic component manufacturing,0,0,0,0,0,5,0,0,7,8,2,27,2,0,43,52,928,493,483,682,3692,404,266,375,4079,601,3283,8003,5463,23,2995,92,1195,150,7632,703,387,769,671,954,278,2246,120,301,17,969,433,294,468,351,10,1701,1593,563,100,865,432,774,26003,0,7,453,218,0,163,0,4,6,103,0,1,1,11,3,0,1,4,0,1,2,0,0,4,1492,3,1,3637,1424,297,1931,4,153,101,0,0,0,0,0,0,0,11,1,4029,44,188,3,1324,0,52,0,0,0,291,2,594,0,0,0,0,1,84,49,0,0,0,0,0,3848,0,0,0,1275,791,0,113,4,297,11,105024,312,0,0,0,0,-29,34798,-46683,0,0,0,0,0,2,0,0,0,11,0,0,-11589,93435
3345,"Navigational, measuring, electromedical, and control instruments manufacturing",0,4,1,66,17,5,54,14,713,256,482,775,66,1,115,20,25,9,0,0,1178,0,3,5,696,4,639,382,5638,0,382,248,861,279,21,5696,2812,0,346,2,2,0,0,0,0,16,75,13,913,323,1,8,397,0,0,0,21,24,0,21,3,5,290,0,258,51,14,12,5,59,0,27,0,1,0,0,6,0,0,1,0,0,24,27,15,0,41,54,7,42,188,0,0,0,0,0,0,0,0,0,27,55,649,62,2521,21,253,13,330,10,15,66,301,553,80,4896,380,51,863,943,534,36,115,0,0,1,56,240,111,72,0,9944,1443,0,25,54,133,1593,51205,8202,87532,0,0,0,981,34995,-48445,0,19896,0,0,0,1595,0,0,0,829,0,0,105585,156790
334X,Other computer and electronic product manufacturing,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,16,18,22,70,0,189,1765,57,5,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,2,2,0,1,3,2,2,4,2,0,0,90,46,1,18,26,53,1,30,1,0,0,0,0,0,1,9,0,7,1,46,361,8,14,7,2,3,0,31,16,0,0,0,0,0,0,1,1,63,17,50,17,56,11,46,173,10,6,33,206,0,46,30,6,0,0,1,3,2,0,0,0,135,12,7,1,16,0,9,242,0,29,0,5,26,4233,22558,3061,0,194,0,116,2268,-29143,0,0,0,0,0,0,0,0,0,1104,0,0,158,4391
335,"Electrical equipment, appliances, and components",1310,641,39,93,49,520,11,4,3786,6391,4439,7010,5694,1229,5270,2331,386,75,1000,393,2639,330,442,128,12749,137,311,383,1580,2,9498,82,1396,136,4030,923,702,83,616,167,753,399,0,33,1,358,53,139,523,234,12,239,876,1492,8,4,4,53,1,30,9,12,1,0,310,105,974,39,1,112,23,63,51,1,238,17,75,241,4,115,1,122,0,4,0,4,802,2428,144,263,0,138,58,0,0,27,0,3,1,1538,299,0,3082,332,1981,137,566,3,2004,75,81,736,1145,1015,406,7,2,0,0,3,893,782,412,43,380,686,380,2063,2100,69,0,2273,3294,44,434,297,505,3403,120073,42234,36954,0,6966,0,1346,29634,-112254,0,1092,0,0,0,214,0,0,0,940,0,0,7126,127199
336111,Automobile manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8688,44173,0,0,0,2749,17885,-70802,0,4538,0,0,0,5276,0,0,0,13927,0,0,26434,26434
336112,Light truck and utility vehicle manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152915,218383,0,0,0,2084,30298,-132767,0,0,0,0,0,0,0,0,0,0,0,0,270913,270913
33612,Heavy duty truck manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66,13,1,0,0,0,0,0,0,0,0,625,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,18,0,0,0,1376,0,30680,0,0,0,-54,7032,-17772,0,439,0,0,0,66,0,0,0,10405,0,0,30796,32172
3362BP,"Motor vehicle body, trailer, and parts manufacturing",690,455,59,1012,896,682,25,3,0,2050,0,15,1,3,0,0,1794,499,412,214,1490,3938,3613,287,4230,10,585,95,407,2,755,14208,101100,12893,49518,1135,2023,431,369,423,2653,2352,65,58,1,1266,129,235,229,229,42,898,634,334,128,377,810,2112,78,2349,269,1214,647,0,1804,1916,313,1121,643,315,97,2088,373,0,78,0,5973,646,2,134,6,1876,158,28,127,1050,143,128,5,43,375,149,23,0,0,0,0,0,0,0,2122,0,93,5,527,558,1708,373,419,634,386,10638,1920,1529,439,91,50,22,97,395,1951,134,2393,74,119,190,1145,16208,554,1034,0,6905,126,3762,3045,350,4369,1381,308791,36302,21861,0,0,0,3216,46899,-120780,0,20,0,0,0,14,0,0,0,19,0,0,-12449,296342
3364,Aerospace product and parts manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,63676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,754,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39679,547,0,0,0,0,0,107747,791,27712,0,0,0,17038,109564,-45645,0,24496,0,0,0,3664,0,0,0,10,0,0,137630,245377
3365AO,All other transportation equipment manufacturing,0,0,7,0,2,0,0,0,19,1,0,0,0,0,3,0,11,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,1027,4,117,0,440,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,2,0,67,1,92,0,0,0,0,0,0,0,0,0,0,12,0,0,34,0,0,0,6324,18,2,0,0,0,72,13085,23232,17311,0,0,0,326,7233,-12395,0,14423,0,0,0,19,0,0,0,159,0,0,50308,63393
337,Furniture and related products,0,0,0,0,0,0,0,0,53,1601,3166,5310,1099,174,5326,454,410,0,0,0,0,0,0,0,253,4,24,11,11,0,0,0,0,0,21,4,205,3368,81,4,0,0,0,0,0,0,0,0,0,0,0,0,308,2,0,1,0,182,0,387,1,156,0,0,90,0,0,5,0,0,173,228,857,0,0,0,0,0,0,0,0,0,0,1,0,0,16,86,1,342,0,0,0,0,0,0,0,2381,38,96,0,9,3,0,0,16,162,0,307,5,0,0,3,0,0,9,1,22,30,121,106,1,174,321,312,2,226,176,95,93,0,0,0,107,0,0,0,767,29998,50159,32971,0,650,0,703,3632,-47041,0,1,0,0,0,42,0,0,0,1546,0,0,42663,72661
3391,Medical equipment and supplies manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,6,53,9,12,21,4,0,41,62,0,0,0,0,0,31,0,0,26,38,1,12,0,3240,3,0,0,0,0,0,0,0,0,0,0,0,41,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,66,0,52,0,395,1,0,392,0,297,11,9997,7269,28,1298,86,23141,637,290,0,7,0,0,6,0,0,0,1230,211,0,4,3843,1,42,53051,23603,31941,0,0,0,970,18153,-42102,0,144,0,0,0,33,0,0,0,781,0,0,33523,86574
3399,Other miscellaneous manufacturing,39,63,1,32,30,28,0,0,128,82,88,142,8,20,88,681,17,21,2,3,41,93,6,364,1471,0,0,1,0,0,463,112,319,32,1667,12,0,9,5,3259,51,16,0,6,91,0,3,2,293,10,0,29,52,1,39,51,12,191,146,287,27,106,4,0,454,111,8,54,13,8,332,476,10,0,1,0,6,27,1,85,50,128,1,2,3,0,51,79,7,75,18,71,23,0,0,15,0,0,0,222,60,11,26,192,343,195,75,317,304,12,57,1481,115,13,299,29,12,0,46,43,302,34,1226,56,245,49,682,114,1185,273,0,5,151,0,720,251,375,4,22377,71356,17646,0,0,0,213,13152,-60616,0,19,0,0,0,2,0,0,0,345,0,0,42117,64494
311,Food manufacturing,0,27189,136,0,0,0,0,0,0,0,0,0,0,0,0,0,24,417,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,155348,8566,0,12,131,338,262,491,2625,7,604,1500,197,0,0,0,0,0,0,0,0,2058,99,0,0,567,185,0,0,1,0,0,0,145,2,384,13,0,0,4,0,0,23,0,16,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1386,0,3651,62,0,0,0,0,4391,0,0,0,0,2,6144,4543,16490,843,2568,4532,60128,0,3,1128,0,3584,42,764,18612,15365,12948,0,358752,449716,0,0,0,0,4901,62725,-74710,0,0,0,0,0,0,0,0,0,0,0,0,442632,801384
3121,Beverage manufacturing,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3203,6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,418,0,67,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,17,0,0,0,0,609,0,0,0,0,0,186,52,30,96,2233,753,18629,0,0,316,0,52,0,87,387,275,56,0,34668,108462,0,0,0,0,3083,3319,-26093,0,0,0,0,0,0,0,0,0,0,0,0,88771,123439
3122,Tobacco product manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,2939,0,4062,55205,0,0,0,0,256,884,-1248,0,0,0,0,0,0,0,0,0,0,0,0,55097,59159
313TT,Textile mills and textile product mills,59,4,23,0,1,0,0,0,212,360,351,486,49,44,244,96,507,270,0,0,1,0,0,0,654,0,0,0,2,0,0,147,1352,124,911,508,767,2739,1175,711,149,57,0,8104,1555,3525,196,31,0,0,0,7,2546,122,199,264,62,950,344,168,185,268,29,0,55,104,3044,5,21,7,882,66,705,0,0,67,19,0,2,40,21,6,1,0,310,0,1,4,0,5,0,0,0,0,0,0,0,0,0,198,139,0,0,0,13,41,347,1,51,15,0,129,9,161,48,31,0,0,0,47,423,2137,1462,0,524,1834,337,46,587,71,0,1476,306,4,105,1377,532,18,48392,22859,1245,0,478,0,260,8209,-34843,0,0,0,0,0,29,0,0,0,6,0,0,-1757,46635
315AL,Apparel and leather and allied products,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,185,0,1004,0,0,0,0,215,13,0,0,476,1437,0,2614,1,0,0,0,0,1,7,25,6,0,5,31,87,0,283,145,0,66,4,228,10,9,30,185,49,0,0,0,0,0,0,0,0,0,0,0,0,46,21,266,992,44,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,19,0,0,8,0,102,63,89,98,56,0,0,1,19,110,0,600,146,69,33,552,513,58,1762,0,551,71,196,890,375,1279,30,16545,147389,0,0,0,0,-27,4441,-150066,0,0,0,0,0,0,0,0,0,0,0,0,1737,18282
322,Paper products,441,9,0,78,156,86,20,0,147,458,74,657,265,132,975,149,1074,1579,585,719,2051,65,45,95,1737,2,166,126,370,1,1183,260,2019,392,1861,272,289,1320,852,1398,19409,2387,3435,376,15,44816,9342,392,427,707,298,5072,4402,677,306,340,406,926,529,1267,400,1759,167,0,154,774,301,74,195,82,213,568,199,30,89,4,188,2210,67,1437,567,236,1086,215,78,6,87,236,15,110,127,963,388,0,22,1006,2,0,0,1135,840,314,545,169,374,746,280,449,776,1096,1282,2256,1184,375,245,296,200,60,551,207,1723,825,1212,44,136,3385,4816,176,180,628,0,197,1906,182,4969,2774,2745,34,171004,22186,0,0,0,0,579,20056,-24672,0,0,0,0,0,0,0,0,0,0,0,0,18149,189153
323,Printing and related support activities,6,8,0,7,2,0,0,9,0,8,0,11,0,0,18,0,5,0,0,0,11,0,0,0,4,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,47,3,0,0,1,0,1025,2,0,1,121,71,0,989,1574,950,395,1099,2561,705,150,1304,447,0,190,163,169,21,66,82,52,5081,160,8,10,0,228,103,8,193,31,15,3279,119,674,203,181,77,27,283,3433,1040,1246,805,1843,1291,0,0,0,155,403,609,313,196,569,1005,197,2578,848,975,220,71,2778,17,641,826,258,89,171,200,3244,120,1690,737,208,832,903,72,352,849,0,509,1254,56,5091,1288,1390,425,64760,2785,0,0,0,0,209,2021,-2894,0,0,0,0,0,0,0,0,0,0,0,0,2121,66881
324,Petroleum and coal products,6286,2971,211,5038,3463,3033,14407,633,1515,10709,3588,9003,3120,1998,4853,8160,860,490,968,274,690,23,35,13,631,3,24,31,81,0,602,2,49,21,379,152,38,254,342,566,2136,540,123,69,3,1363,506,21918,4433,1903,147,2073,744,510,176,982,243,807,70,543,233,893,101,0,831,492,262,541,71,350,91,505,244,30262,5126,4233,19643,2619,254,1735,9087,3929,69,313,104,39,90,400,56,571,101,5266,3605,0,7,75,840,27,4,6505,1865,57,1343,71,1228,88,605,38,128,914,60,4536,979,1615,1088,559,14,18,93,183,1508,789,846,240,792,922,3743,840,606,1064,0,14026,1048,1644,38006,3508,41539,21674,372656,191840,0,0,0,0,3593,94342,-68485,0,0,0,0,0,0,0,0,0,0,0,0,221290,593946
3251,Basic chemical manufacturing,1133,7,0,4649,647,970,983,113,63,89,5,43,7,30,6,53,278,1909,679,236,919,17,40,14,218,1,26,551,109,0,321,13,90,12,618,150,42,29,186,390,2849,190,60,628,2,3782,861,32843,43821,30514,1713,20202,10003,0,19,11,0,129,0,37,26,208,6,0,17,15,13,0,3,5,0,12,0,0,22,3,66,1,1,1,11,2,7,0,7,0,249,67,22,4,0,12,10,0,0,0,0,195,3,9349,0,1,69,20,2442,157,1123,48,196,16,1,1415,926,795,115,1607,204,1828,168,2682,2385,157,8,0,11,15,792,444,12,16,0,1339,599,31,1935,13332,2053,1730,212319,1024,1696,0,0,0,1128,48434,-53594,0,0,0,0,0,0,0,0,0,0,0,0,-1312,211007
3252,"Resin, rubber, and artificial fibers manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,1187,283,33,635,0,0,0,390,0,17,97,202,1,1014,0,0,1,2587,29,186,330,2539,1621,451,0,591,9738,21,1405,0,4,174,10473,0,6284,48736,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,205,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,0,36,90256,0,0,0,0,0,-211,32895,-19625,0,0,0,0,0,0,0,0,0,0,0,0,13059,103315
3254,Pharmaceutical and medicine manufacturing,0,1798,173,0,0,0,0,0,0,52,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,0,0,0,0,0,0,0,0,0,58069,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,19,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,0,6493,0,3197,299,0,0,0,0,0,8274,955,5751,8513,7842,16017,3889,6,361,388,0,0,0,65,0,0,3826,97,0,6,478,0,45,129384,228039,0,0,0,0,6126,40134,-172828,0,0,0,0,0,0,0,0,0,0,0,0,101471,230855
325X,Other chemical manufacturing,17841,1728,766,1104,1212,980,13,8,988,4740,867,2480,696,313,1890,1143,1312,495,85,117,4434,399,137,67,1262,8,77,305,853,1,881,243,4389,337,2494,478,448,1503,562,1202,2114,412,44,294,46,3416,2703,3946,2756,718,316,14028,2916,12,35,18,109,38,111,167,11,811,13,0,123,74,26,52,26,78,10,69,116,2,214,3,154,27,2,46,4,385,68,215,280,25,140,174,20,227,795,53,59,0,5,65,0,100,6,2711,145,86,148,5,761,213,1098,170,560,695,858,6049,585,1076,622,140,37,22,211,222,716,139,561,10,436,113,221,745,4500,185,0,1297,1661,66,1959,4484,5452,842,137336,64739,0,0,0,0,731,30092,-29696,0,0,0,0,0,0,0,0,0,0,0,0,65866,203202
326,Plastics and rubber products,1472,364,34,89,1184,1052,13,0,3250,7992,4203,5336,1608,1086,4357,2021,1102,1010,298,192,2304,2256,1297,293,6030,54,214,445,1976,19,2071,1186,7950,1333,11210,1381,2023,2725,2494,2431,15261,4247,92,372,63,2811,2268,593,1346,1096,843,6775,19692,4506,717,758,1926,2085,1275,3173,666,4226,524,0,920,1589,452,472,404,947,375,1208,709,176,5,0,946,96,129,132,2042,327,172,79,115,2049,2241,1179,57,209,521,54,124,0,1,989,0,7,3,427,1828,21,2171,30,3240,371,2895,283,488,109,102,1072,1104,475,576,4185,843,122,528,2711,4379,1583,1504,41,224,172,7307,2962,530,514,0,2405,771,32,2040,5821,2408,3704,240377,38069,371,0,37,0,1362,24501,-59880,0,0,0,0,0,18,0,0,0,0,0,0,4478,244855
4231,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,291,159,11,192,292,127,14,2,656,728,298,155,23,11,70,26,334,138,249,88,337,910,746,57,999,2,98,19,73,0,176,2905,19814,2510,9483,87,639,99,67,84,466,409,13,22,3,226,33,93,90,85,10,203,1951,336,559,170,194,462,25,464,47,357,108,0,387,335,66,195,107,75,20,547,69,69,19,2,1716,116,1,25,579,314,28,5,24,174,32,49,1,10,69,46,18,0,0,4,0,0,0,42,500,0,51,2,157,93,315,66,73,113,67,1757,355,351,164,24,10,6,17,80,353,30,491,9,47,36,252,3402,102,216,0,1577,96,618,568,100,864,374,67775,22503,37129,0,2,0,1636,17647,0,0,1601,0,0,0,1841,0,0,0,5294,0,0,87653,155428
4234,Professional and commercial equipment and supplies merchant wholesalers,32,8,2,121,33,104,105,15,195,115,105,196,201,51,169,64,79,70,35,61,233,38,66,51,758,238,124,70,1393,4,210,74,404,147,413,133,80,62,2954,48,412,191,36,7,18,543,389,34,48,166,122,394,850,278,510,494,287,572,131,216,101,911,14,0,263,135,134,59,27,51,48,620,76,28,6,4,43,23,9,1119,10,297,88,7669,18,18,157,217,29,112,168,84,210,7,186,98,104,0,0,408,36,199,326,77,742,485,371,126,647,457,141,445,494,238,222,7504,3609,41,1054,264,11307,356,276,21,75,112,632,241,440,140,0,879,729,10,744,2776,263,92,65081,41660,52483,24308,164,0,936,28630,0,0,1129,997,0,0,330,1235,0,0,1474,2480,0,155826,220907
