"Use Table, After Redefinitions"
"Use Table, After Redefinitions"
"March 15, 2024"
,Commodities/Industries,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,,F010,F02E,F02N,F02R,F02S,F030,F040,F050,F06C,F06E,F06N,F06S,F07C,F07E,F07N,F07S,F10C,F10E,F10N,F10S,TOTFU,
4236,Household appliances and electrical and electronic goods merchant wholesalers,371,198,13,160,46,211,78,14,2270,2054,1406,2491,1760,418,1625,1261,307,161,370,355,2043,193,199,135,4484,165,2607,1513,3568,26,4309,179,1188,201,2813,3427,886,285,328,280,370,610,29,72,37,320,151,107,407,197,9,467,720,486,805,757,414,907,5006,242,212,1260,42,0,467,162,470,109,69,83,79,698,119,1,100,4,57,53,6,109,13,75,161,968,29,183,2896,2666,466,1502,320,179,111,0,48,3,210,1,0,482,150,158,1834,184,1135,141,545,53,598,2779,486,430,860,383,279,283,18,24,9,199,438,252,205,19,137,208,335,1678,711,126,0,7064,1123,21,376,143,248,1231,95787,31027,56891,2150,2204,0,779,28406,0,0,8232,88,0,0,2150,109,0,0,1295,219,0,133550,229337
4238,"Machinery, equipment, and supplies merchant wholesalers",455,221,29,3415,1422,2255,761,159,1296,1115,1281,1411,2308,362,1395,526,264,878,237,469,2551,1287,842,358,6011,7,67,104,319,2,1349,808,2023,1223,4981,3180,942,348,180,354,1908,1886,40,67,26,671,775,430,268,181,138,1318,1795,248,188,156,266,353,141,338,106,442,55,0,152,244,124,59,64,114,121,320,110,101,133,31,244,90,41,243,463,275,31,15,12,392,306,369,18,94,296,93,52,2,4,64,7,22,2,452,684,11,561,12,667,158,854,33,147,59,11,266,159,993,195,213,87,22,50,293,583,101,212,12,86,338,622,1753,348,80,0,2113,145,26,606,854,711,797,79013,4943,65286,9,12,0,1496,28475,0,0,1844,0,0,0,169,0,0,0,2736,1,0,104971,183984
423X,Other durable goods merchant wholesalers,314,376,638,1731,781,553,219,217,5201,6237,6933,10936,5397,2664,6970,4814,7600,3791,11020,7907,12290,601,621,557,7318,34,371,378,1134,40,2644,373,2713,448,7939,1620,1614,2929,582,2213,1758,1007,210,260,85,3510,147,621,594,196,53,1536,2992,116,301,283,261,379,122,363,38,454,182,0,384,154,322,57,28,58,127,666,697,11,682,223,164,25,413,74,139,144,41,55,29,1381,1191,672,27,657,207,83,28,2,5,8,5,436,11,2053,705,20,764,38,1262,148,741,48,246,118,32,1682,468,939,366,315,142,53,70,326,1060,669,1439,87,426,852,2416,899,543,452,0,2566,698,45,908,830,1441,1991,183250,68705,19522,116,1645,30,1287,32207,0,0,325,5,0,0,80,6,0,0,433,12,0,124373,307623
4242,Drugs and druggists sundries merchant wholesalers,107,656,59,242,64,109,37,8,69,283,78,199,110,42,216,61,357,254,73,63,334,45,21,16,326,1,16,40,75,1,196,59,302,58,477,70,76,172,246,245,2931,285,258,380,105,2426,633,1291,1517,1405,21250,2277,2552,1649,2966,2152,1067,2210,627,975,805,4007,54,0,843,357,138,292,112,98,149,1994,476,4,7,4,41,127,11,106,66,32,203,17,54,39,78,72,5,31,187,118,105,39,79,167,1,7,0,507,132,53,94,28,486,125,2353,161,1224,217,114,347,256,114,109,2942,392,1997,2950,2830,2388,1444,304,176,241,272,780,107,238,128,0,1416,289,28,836,1069,500,155,93546,92333,342,0,1,0,948,21340,0,0,17,0,0,0,2,0,0,0,13,0,0,114996,208542
4244,Grocery and related products merchant wholesalers,517,1249,3,8,3,9,2,0,15,132,56,145,38,30,68,23,28,118,7,6,29,2,1,2,29,0,3,3,7,0,14,22,138,9,233,3,86,209,23,70,36911,2791,303,31,90,721,128,149,686,61,206,455,284,533,992,788,379,811,210,313,244,1609,23,0,292,290,414,81,34,27,111,726,102,32,1,67,9,16,2,30,7,5,25,3,8,3,14,20,2,4,60,16,13,5,10,21,0,0,0,58,38,6,33,24,66,18,202,27,802,48,13,86,59,24,693,189,44,15,24,68,906,644,2042,189,571,739,9811,56,86,258,0,522,60,148,2919,2502,1973,31,80502,101083,456,0,2,0,814,12471,0,0,2,0,0,0,3,0,0,0,7,0,0,114838,195340
4247,Petroleum and petroleum products merchant wholesalers,1480,994,80,1187,1278,875,3573,198,730,2613,1253,2408,1193,746,1365,1842,184,207,108,32,188,9,7,5,106,0,3,8,16,0,77,6,63,5,100,51,27,60,52,78,483,88,24,54,7,306,107,19077,902,359,30,346,309,234,80,411,106,332,40,226,88,343,42,0,199,106,76,145,12,97,20,110,50,3536,1607,1425,7809,1009,121,542,2412,1621,22,81,35,10,24,96,19,206,36,1834,1295,0,1,28,466,9,1,2206,666,14,495,22,241,31,131,11,43,208,24,1450,253,327,223,94,14,12,16,74,265,165,148,50,220,223,935,179,162,113,0,1451,125,868,3908,440,4285,8266,100619,68679,46,0,12,0,1193,14518,0,0,0,0,0,0,0,0,0,0,0,0,0,84448,185067
424X,Other nondurable goods merchant wholesalers,16025,18057,487,644,387,308,129,19,511,1476,678,1580,532,248,1060,446,532,669,331,207,1280,135,65,48,1013,9,51,157,368,3,614,164,1255,186,1876,190,449,1328,761,1038,27668,3816,1278,2388,775,5178,2124,3509,10345,3787,400,6426,7869,595,595,610,451,954,521,561,234,2132,186,0,484,342,871,116,71,186,332,1082,247,321,60,76,149,189,21,222,120,95,664,113,223,270,413,599,32,82,297,195,169,60,131,241,5,71,3,1323,411,102,278,92,648,242,961,321,249,301,205,2417,570,320,725,839,173,202,253,526,2218,324,854,196,1905,801,14087,480,632,1139,0,682,823,152,2681,2786,4625,862,192675,162922,1743,193,43,0,1296,31355,0,0,36,8,0,0,11,10,0,0,41,20,0,197678,390353
425,Wholesale electronic markets and agents and brokers,80,1339,4,31,18,9,7,1257,67,46,50,71,98,15,65,31,43,47,139,62,143,10,18,5,144,0,14,7,36,2,209,21,572,72,138,44,20,74,175,35,1875,75,11,31,8,167,17,131,55,52,84,86,153,488,1262,1091,556,1179,182,366,267,1976,3,0,261,167,16,189,60,38,67,5763,178,13,3,3,10,2,2,4,6,4,69,28,1,17,22,19,3,11,7,3,2,0,1,2,2,2,0,17,14987,2,60,2,14,4,26,3,23,21,4,42,10,13,21,22,6,5,9,12,40,19,51,6,18,20,220,40,27,12,0,76,10,6,88,67,66,21,38398,3246,1894,15,7,0,106,3694,0,0,159,1,0,0,119,1,0,0,294,2,0,9538,47936
42ID,Customs duties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77752,0,0,0,0,0,0,0,0,0,0,0,0,77752,77752
441,Motor vehicle and parts dealers,2,11,1,148,157,170,12,1,506,915,70,320,10,28,195,3,273,130,32,51,327,406,734,76,468,1,80,5,48,0,3,0,0,0,3121,108,397,91,113,114,619,638,0,15,0,291,32,3,65,63,11,273,128,0,0,0,0,6,20,0,0,1,0,0,287,516,84,297,167,65,20,590,92,0,7,0,1060,6,0,8,3,50,38,8,32,2,38,30,1,11,0,40,6,0,13,0,0,66,0,296,525,0,24,0,0,125,228,87,49,0,61,2328,83,64,0,0,0,0,0,0,0,0,0,5,17,33,116,4206,141,219,0,0,0,0,0,0,0,3,23439,260416,25516,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285938,309377
445,Food and beverage stores,34,13,0,1,0,0,86,0,1,34,1,44,6,6,120,2,0,2,0,0,2,0,0,0,14,0,0,0,0,0,2,0,0,0,8,0,0,5,10,0,7,6,0,0,0,1,17,5,19,7,1,24,2,0,1,1,1,1,1,1,1,1,0,0,6,4,0,2,1,3,0,3,1,0,4,0,210,25,0,4,30,0,0,0,0,0,0,0,0,0,1,4,3,0,0,1,0,52,0,27,2,0,1,0,1,1,0,1,1,0,1,72,2,0,6,1,1,0,0,0,2,0,1,0,0,19,1433,28,1,1,0,0,0,0,4,0,1,0,2449,247288,225,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247522,249971
452,General merchandise stores,89,36,0,10,7,7,218,0,25,346,13,471,54,40,611,9,15,10,2,2,21,16,29,3,92,0,4,1,4,1,11,0,1,0,165,4,15,30,57,5,61,56,0,3,0,16,55,8,7,2,1,134,12,1,3,2,2,4,4,3,3,4,1,0,36,42,8,21,9,24,2,46,5,0,11,0,588,66,1,11,78,2,2,1,2,0,2,2,0,2,3,14,8,0,0,3,0,270,0,194,45,1,4,1,3,8,11,10,4,0,5,297,13,3,56,2,3,0,2,3,6,1,3,2,3,60,313,322,10,13,0,0,3,0,14,0,1,0,5481,229358,1931,523,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232000,237481
444,Building material and garden equipment and supplies dealers,3,2,0,34,13,3,19,0,370,17023,274,29483,3065,1156,21447,703,119,3,6,1,74,7,15,1,587,2,7,10,18,7,83,1,4,1,365,3,7,206,413,4,299,256,2,8,1,45,1,73,57,22,3,956,55,0,0,0,0,0,0,0,0,0,0,0,136,116,3,77,21,120,0,16,2,2,4,0,36,2,0,1,3,2,1,0,1,0,2,3,0,0,0,5,3,0,0,0,0,2097,0,839,70,0,0,0,0,9,11,6,5,0,1,575,6,1,5,0,0,0,0,39,1,16,0,284,242,7,3321,1364,3,10,0,0,0,0,0,0,0,0,86785,52940,10303,0,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64877,151662
446,Health and personal care stores,0,0,0,0,0,0,0,0,0,4,0,5,1,1,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,14,0,0,0,0,2,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,5,0,7,1,0,1,0,1,1,0,1,1,0,1,7,2,0,1,0,1,0,0,0,2,0,1,0,0,16,19,3,1,1,0,0,0,0,2,0,0,0,158,121409,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121437,121595
447,Gasoline stations,1105,414,0,2,3,2,2693,2,5,13,1,9,0,1,6,35,3,1,0,1,4,4,8,1,5,0,1,0,1,0,0,0,0,0,34,1,4,1,1,1,7,7,0,0,0,3,0,8,44,17,2,3,1,0,0,0,0,0,0,0,0,0,0,0,93,7,1,3,3,2,0,8,1,0,129,8,6796,812,0,135,975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,8,0,0,0,0,1,2,1,1,0,1,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,48,2,2,0,0,0,1,1,0,0,0,13555,87542,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87553,101108
448,Clothing and clothing accessories stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,144428,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144436,144455
454,Nonstore retailers,15,6,0,24,110,15,182,11,55,654,23,827,104,81,855,5,47,12,5,4,53,36,66,7,247,1,9,4,10,2,30,0,2,0,382,10,35,81,156,11,157,143,1,9,0,40,524,224,1145,435,38,363,36,11,26,16,17,35,36,26,28,37,6,0,493,96,477,54,47,51,10,340,178,1,4,435,905,12,6,5,401,5,5,3,8,0,4,4,0,12,32,125,77,0,1,25,0,750,0,403,67,9,28,9,33,34,32,46,24,0,27,452,75,13,91,17,29,4,8,20,63,8,25,6,9,585,1503,768,49,56,0,0,12,0,91,2,11,0,16705,307368,10291,7011,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325175,341880
4A0X,All other retail,1,0,0,5,2,0,4,0,9,856,8,1775,57,34,658,2,214,0,1,0,11,1,2,0,87,0,1,1,3,1,12,0,1,2,52,0,1,31,62,0,44,38,0,16,0,6,438,10,1,0,0,142,13,9,22,14,15,29,30,22,24,31,5,0,27,30,7,14,9,22,7,65,13,0,1,0,7,1,5,2,1,0,3,2,4,0,1,1,0,9,27,103,64,0,0,21,0,312,0,217,15,9,23,8,29,19,10,47,16,0,18,170,58,6,27,16,25,4,11,92,57,38,23,4,6,499,1273,248,30,30,0,1,21,0,82,3,4,0,8700,208642,13742,4920,5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232330,241030
481,Air transportation,82,305,2,23,27,439,1053,228,20,429,34,47,29,8,41,20,179,373,151,106,574,45,20,34,322,2,10,11,85,0,59,35,124,15,312,105,85,139,116,120,925,94,17,51,7,222,200,215,267,102,37,130,525,3437,679,969,1064,1547,355,678,36,1295,122,0,230,65,89,51,27,30,34,211,46,429,31,234,3059,56,14,1336,73,435,266,336,378,39,155,353,210,1888,489,7997,4392,1,41,116,653,4,11,16325,1880,1041,4489,1348,1683,1305,887,682,738,555,3062,1196,2491,668,886,2544,289,203,271,394,495,400,868,192,259,262,2349,135,222,510,0,11267,4688,461,1244,1203,2521,112,112687,110542,778,93,8,0,25,94033,-51224,0,72,4,0,0,11,5,0,0,32,9,0,154388,267075
482,Rail transportation,1502,1064,30,456,1006,237,2180,182,240,505,268,533,195,76,385,310,963,2136,2303,679,1096,97,81,41,376,1,10,37,31,0,265,51,427,54,726,97,203,272,102,165,6159,386,25,80,2,2535,119,3836,2199,1033,56,1482,1844,26,15,23,33,47,10,50,8,95,8,0,25,54,21,18,5,22,9,40,20,168,237,25,4481,35,9,205,55,35,18,11,7,10,247,70,4,18,36,71,45,0,139,5,5,55,1,367,77,34,44,34,152,180,292,31,72,36,64,385,160,58,55,112,13,85,15,173,216,83,217,19,83,108,1021,102,47,46,0,330,1177,977,597,746,994,2164,57025,8248,3853,0,38,0,521,12213,434,0,219,0,0,0,227,0,0,0,654,0,0,26407,83432
483,Water transportation,413,173,11,224,207,88,233,7,29,256,105,224,62,27,114,244,8,306,327,127,131,7,6,4,42,0,2,10,5,0,55,2,12,2,56,18,9,12,17,37,832,75,14,29,0,143,1,167,350,31,21,332,146,1,1,2,1,4,0,1,0,14,0,0,12,7,2,2,1,6,1,8,2,21,10,3,19,2,6,2,7,3,0,0,1,2,6,12,1,2,10,5,3,0,0,0,1,11,0,58,11,0,9,0,28,2,2024,2,7,41,0,128,20,19,10,67,5,47,1,45,114,9,14,3,12,10,68,21,13,6,0,1686,249,1001,84,272,331,260,12622,27227,6,0,0,0,56,5964,13011,0,3,0,0,0,0,0,0,0,0,0,0,46267,58889
484,Truck transportation,3540,5692,370,1053,1109,769,1275,133,2096,3461,3461,6014,3048,747,3660,2659,2367,3870,4812,2701,4460,421,310,300,3196,38,249,375,623,31,1505,560,2215,482,4230,1325,667,1231,617,950,29502,1985,405,828,178,3587,829,7941,3418,968,1153,2006,2971,546,483,749,444,1098,1427,767,221,1254,237,0,2175,1416,1027,276,133,1124,823,2964,866,2048,436,217,11180,320,109,3548,480,1300,430,361,209,271,558,514,45,546,494,283,206,40,104,138,36,130,5,1217,663,139,556,150,1010,981,1220,295,479,352,174,1193,781,562,477,694,197,182,319,494,1908,509,1050,212,708,683,3523,1114,738,450,0,6468,801,1208,2579,1384,2579,1806,214286,96172,23422,906,738,8,1369,34223,5363,0,823,37,0,0,176,46,0,0,904,92,0,164279,378565
485,Transit and ground passenger transportation,0,0,1,1,5,158,263,868,10,157,91,140,41,6,125,43,69,115,56,34,205,13,6,14,106,0,0,1,25,0,13,11,16,1,96,15,27,50,58,40,190,29,5,9,1,74,73,69,68,30,7,24,165,219,187,177,141,245,37,288,0,349,0,0,121,6,29,39,0,28,1,90,0,1,317,0,0,0,4,175,0,6,89,172,142,13,68,450,87,1235,181,4555,1874,788,430,68,266,0,14,8210,1000,657,2510,650,925,2096,489,331,364,272,1821,220,1545,258,514,1972,108,76,104,153,3020,651,315,2647,89,133,1239,42,82,257,0,55,7,22,14971,151,2964,1028,68464,53968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53968,122432
486,Pipeline transportation,202,54,6,7487,70,50,3619,2761,31,101,47,99,48,32,54,61,13,9,11,1,11,0,1,0,11,0,0,0,2,0,7,0,1,0,6,3,1,5,6,9,37,9,2,8,0,25,9,22576,246,37,3,103,19,9,3,18,4,14,1,10,4,27,2,0,15,9,5,10,1,6,1,9,4,552,93,77,358,48,5,31,166,72,1,6,2,1,1,5,1,10,2,96,66,0,0,1,15,4,0,114,34,1,24,1,13,2,9,1,3,16,1,107,19,27,20,7,0,3,2,7,29,14,16,4,14,16,65,16,11,18,0,256,21,556,696,79,696,6979,49555,3458,0,0,0,0,1928,8829,0,0,0,0,0,0,0,0,0,0,0,0,0,14215,63770
48A,Scenic and sightseeing transportation and support activities,0,0,44,20,514,8,8583,536,0,0,0,0,0,0,0,0,701,818,59,80,78,9,0,0,10,0,0,0,0,0,2,0,0,0,11,0,0,235,19,165,453,42,0,56,0,534,297,1170,6,136,0,59,530,2095,1707,3003,1783,3836,1576,1578,374,4768,489,0,825,491,167,753,287,189,303,2180,898,27914,1194,3325,31485,654,879,16601,10305,4294,364,28,280,2,23,70,13,756,433,27,15,0,0,1,0,0,0,0,964,198,311,241,105,531,3042,415,242,585,143,42,636,1433,94,295,49,33,127,117,1281,104,311,248,508,55,263,66,126,128,0,0,236,1232,72,19,277,3069,158738,10604,0,0,0,0,0,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,12892,171630
492,Couriers and messengers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,2724,3966,6478,3989,7668,3922,3802,894,8079,977,0,1019,1161,358,682,577,399,711,5255,1137,2,1,554,18580,474,76,255,1754,1450,897,68,687,0,3,0,24,2567,1048,1056,4461,0,9,60,0,0,0,0,3264,464,665,592,259,955,424,949,393,6,344,75,1546,293,271,713,119,82,261,260,3110,252,948,358,69,60,638,95,324,436,0,1,0,20,110,52,293,246,106794,7253,0,0,0,0,0,10025,3499,0,0,0,0,0,0,0,0,0,0,0,0,20777,127571
493,Warehousing and storage,486,252,0,6,145,0,445,282,0,0,0,0,0,0,0,0,1133,1765,23,50,604,38,16,23,399,2,55,65,367,2,82,3,16,4,65,78,32,105,241,225,2327,1243,0,846,112,2638,670,1155,1243,446,290,764,3056,2152,3172,4721,1956,4308,2638,2413,1212,4231,1532,0,7137,6233,4245,985,359,4988,3339,11743,3013,112,1,900,6215,243,185,393,681,6915,348,92,256,167,161,33,20,925,349,0,0,0,0,19,0,0,1,273,640,181,248,203,107,321,217,287,117,11,8155,1544,3048,309,73,238,88,43,158,145,1395,179,278,236,109,108,1934,239,259,136,0,413,1248,0,1120,1700,3144,116,139212,282,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,451,139663
5111,"Newspaper, periodical, book, and directory publishers",4,5,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,2,16,0,1,0,0,0,1,3,1,0,0,0,0,0,16,0,0,1,0,3,0,83,63,51,35,94,34,46,3,36,63,0,7,45,7,82,13,63,3,137,4,2,1,0,22,0,0,446,6,23,2778,12,21,0,7,33,1,34,203,130,222,31,96,2,14,0,0,343,652,287,63,133,54,237,321,69,43,288,31,17,182,2,266,247,16,9,1012,52,211,34,786,13,12,41,93,6,162,106,0,53,672,27,4849,190,199,3,16804,45441,0,9902,0,0,-1402,4171,-2925,0,0,0,0,0,0,0,0,0,0,0,0,55187,71991
5112,Software publishers,48,14,0,24,1,11,151,148,58,150,53,239,80,56,98,69,22,0,7,7,80,3,2,1,32,15,2,2,20,0,0,0,0,0,7,143,8,9,17,11,9,0,0,0,0,7,24,14,6,4,23,5,8,124,532,730,460,648,66,140,45,259,22,0,408,39,221,83,46,47,38,250,86,20,66,0,15,20,0,20,0,109,151,30727,42,35,171,243,131,1649,642,577,834,265,67,152,70,0,0,613,83,887,1055,106,1509,793,1227,146,320,258,1070,338,1022,27,392,228,21,16,51,33,1559,89,285,44,62,102,81,78,73,145,0,0,455,4,712,935,1580,320,58657,62481,0,99775,0,0,1865,30086,-1730,0,0,4094,0,0,0,5071,0,0,0,10181,0,211823,270480
512,Motion picture and sound recording industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,45,0,0,0,0,0,0,277,252,0,0,0,3,0,0,0,8,0,0,2,0,46,13,0,0,0,115,33683,11814,33125,17,0,15,0,41,31,0,0,0,0,0,0,79,311,8,41,5,4,25,11,2988,245,322,0,23,37,0,452,30,6,3,6,4,15,651,1044,399,30,640,3352,3,48,312,0,21,819,69,145,49,190,0,91883,24037,0,41964,0,0,-234,20164,-12401,0,0,0,0,0,0,0,0,0,0,0,0,73530,165413
515,Broadcasting (except Internet),0,0,0,155,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40457,3931,0,0,5867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2734,0,0,0,0,0,873,343,194,3726,0,2322,0,60841,12676,0,32509,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,45206,106047
5171,Wired telecommunications carriers,182,253,7,168,87,476,604,115,132,564,231,650,222,136,352,162,266,599,93,80,686,52,80,23,574,3,48,29,118,0,65,1,2,1,127,318,76,89,142,153,517,85,12,33,8,177,236,61,68,16,97,95,255,304,428,636,554,826,439,508,99,885,126,0,828,296,209,435,333,435,325,701,508,954,0,239,539,904,1314,453,44,197,327,614,682,391,22409,12651,7026,1556,4228,2441,1838,106,2702,153,830,0,19,6353,998,1503,946,298,984,816,371,662,928,797,885,1309,2344,335,843,666,130,328,798,380,1150,502,263,431,575,671,3179,712,1030,768,0,929,1421,1530,16316,16356,9583,812,160020,197605,7414,0,0,0,0,6172,-148,0,0,0,0,0,0,0,0,0,0,0,0,211043,371063
5172,Wireless telecommunications carriers (except satellites),132,129,1,125,49,167,458,129,129,593,318,837,282,137,363,253,100,128,53,42,307,4,8,11,149,1,21,10,35,0,52,7,16,2,136,121,48,111,56,52,322,90,17,30,6,94,131,28,30,6,33,40,107,452,700,941,887,1023,442,513,107,961,189,0,866,431,204,413,355,448,342,938,532,981,17,8,800,335,18,452,18,125,256,803,234,150,91,5474,864,1896,372,5444,1786,0,169,188,267,0,4,6835,896,1536,1100,346,1248,1390,636,480,766,982,2027,1654,3223,345,1129,1221,237,436,264,462,1117,603,444,353,657,416,2318,605,1278,746,0,4839,7029,133,4203,3134,17542,233,110865,133019,0,0,0,0,0,3912,0,0,0,0,0,0,0,0,0,0,0,0,0,136931,247796
5174OT,"Other telecommunications, including satellite",45,51,2,23,13,50,170,27,30,135,54,149,52,21,82,29,20,105,6,21,97,0,14,6,60,1,8,4,9,0,13,6,32,7,133,30,7,0,12,19,239,118,84,30,1,59,20,46,34,32,14,69,68,82,222,212,153,159,68,74,15,147,33,0,144,60,36,54,47,63,35,176,17,221,87,1,149,77,292,145,0,28,29,268,52,44,85,860,429,361,776,681,526,43,3,24,27,0,4,1523,274,252,303,71,220,195,90,90,57,219,287,299,506,370,137,185,38,44,162,55,384,76,27,19,60,90,184,154,99,151,0,210,321,201,764,334,1410,772,19999,13462,0,0,0,0,0,630,-19,0,0,0,0,0,0,0,0,0,0,0,0,14073,34072
518,"Data processing, hosting, and related services",0,0,0,49,10,14,5019,212,33,616,137,416,245,91,260,128,632,1047,317,364,1868,175,144,29,1409,2,19,20,171,0,388,5,28,1,530,1097,262,484,387,372,1447,219,36,121,18,791,273,277,209,68,197,176,458,31,459,631,500,685,287,427,119,786,175,0,4008,1284,661,1087,675,1674,772,3821,1084,916,0,0,161,257,131,650,241,217,388,1789,143,261,1155,1927,131,3498,1460,22380,4673,154,784,431,2387,0,1,1364,516,3096,4055,655,2288,2314,3031,964,641,936,13672,2670,12156,1462,642,623,32,37,254,64,2377,174,524,756,770,770,8109,578,863,2810,0,1667,4704,437,1885,10622,18693,1968,193751,47392,0,46819,0,0,0,1553,-461,0,0,2437,0,0,0,3018,0,0,0,5945,0,106703,300454
519,Other information services,0,0,0,1,0,15,88,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,10,5,10,4,3,0,11,2,0,494,276,678,78,88,229,84,251,107,14,0,0,17,0,0,72,0,2,1505,190,68,6,95,332,69,521,10726,174,145,193,1188,18,760,0,1,293,849,1141,401,423,601,2951,609,693,3030,700,1260,591,5979,261,4663,759,72,34,20,88,1196,178,358,378,282,323,2711,136,3505,407,0,370,7,130,948,458,1566,1064,57995,22093,0,0,0,0,0,5477,-852,0,0,0,0,0,0,0,0,0,0,0,0,26718,84713
521CI,"Federal Reserve banks, credit intermediation, and related activities",1838,1640,243,4257,799,826,5276,3359,534,1511,834,1752,808,451,1236,724,288,1555,541,589,1858,208,137,74,1616,88,368,552,1190,16,1027,148,1591,145,1020,491,263,488,840,640,3371,705,353,388,361,1006,539,1696,1258,711,1046,1282,1757,3818,4596,4957,4659,6767,1586,3740,2061,5678,1250,0,3400,2477,2767,1144,1189,2117,1642,2811,2309,1632,6761,844,1864,5058,4006,1385,568,338,1152,3161,1756,4038,5861,3974,1086,2573,1675,93488,57851,109,984,211,1805,127129,2930,79938,11967,2040,3439,2510,2349,3223,4155,1585,1847,29527,2274,1121,4067,1008,1092,2930,505,335,1001,692,6358,1112,1104,1015,1934,4177,12440,1049,1076,9311,0,0,5005,1515,0,1567,17196,3757,673722,308535,0,0,0,0,0,69896,-7273,0,0,0,0,0,0,0,0,0,0,0,0,371158,1044880
