"hs4-exports-africa"
"Current date: 05/08/2025 8:35 AM (Eastern Daylight Time)"
"Measures: Value ($US)"
"Commodity","Country","Time","Domestic/Foreign","Value ($US)",
"0101 Horses, Asses, Mules And Hinnies, Live","Africa","2001","Total Exports","1,351,993"
"0101 Horses, Asses, Mules And Hinnies, Live","Africa","2002","Total Exports","40,908"
"0101 Horses, Asses, Mules And Hinnies, Live","Africa","2003","Total Exports","2,976,490"
"0101 Horses, Asses, Mules And Hinnies, Live","Egypt","2002","Total Exports","21,908"
"0101 Horses, Asses, Mules And Hinnies, Live","Morocco","2002","Total Exports","19,000"
"0101 Horses, Asses, Mules And Hinnies, Live","South Africa","2001","Total Exports","1,351,993"
"0101 Horses, Asses, Mules And Hinnies, Live","South Africa","2003","Total Exports","2,976,490"
"0102 Bovine Animals, Live","Africa","2001","Total Exports","45,067"
"0102 Bovine Animals, Live","Africa","2003","Total Exports","50,000"
"0102 Bovine Animals, Live","South Africa","2001","Total Exports","33,917"
"0102 Bovine Animals, Live","South Africa","2003","Total Exports","50,000"
"0102 Bovine Animals, Live","Zimbabwe","2001","Total Exports","11,150"
"0103 Swine, Live","Africa","2002","Total Exports","31,000"
"0103 Swine, Live","Senegal","2002","Total Exports","31,000"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Africa","2001","Total Exports","2,412,764"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Africa","2002","Total Exports","3,918,963"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Africa","2003","Total Exports","1,747,296"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Angola","2002","Total Exports","36,638"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Angola","2003","Total Exports","78,085"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Egypt","2001","Total Exports","2,067,598"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Egypt","2002","Total Exports","3,562,954"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Egypt","2003","Total Exports","1,229,195"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Ghana","2002","Total Exports","8,000"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Kenya","2001","Total Exports","106,904"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Kenya","2002","Total Exports","151,416"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Kenya","2003","Total Exports","201,013"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Mauritius","2001","Total Exports","15,000"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Nigeria","2003","Total Exports","10,934"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Senegal","2001","Total Exports","18,179"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Senegal","2002","Total Exports","30,696"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Senegal","2003","Total Exports","23,046"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","South Africa","2001","Total Exports","133,882"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","South Africa","2002","Total Exports","75,784"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","South Africa","2003","Total Exports","120,467"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Tunisia","2001","Total Exports","71,201"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Tunisia","2002","Total Exports","24,495"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Tunisia","2003","Total Exports","76,091"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Zambia","2003","Total Exports","8,465"
"0105 Chickens, Ducks, Geese, Turkeys, And Guineas, Live","Zimbabwe","2002","Total Exports","28,980"
"0106 Animals, Live, Nesoi","Africa","2003","Total Exports","52,970"
"0106 Animals, Live, Nesoi","South Africa","2003","Total Exports","52,970"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Africa","2001","Total Exports","337,339"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Africa","2002","Total Exports","174,257"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Africa","2003","Total Exports","37,532"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Cote d'Ivoire","2002","Total Exports","27,500"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Egypt","2001","Total Exports","155,000"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Egypt","2002","Total Exports","2,982"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Equatorial Guinea","2001","Total Exports","8,634"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Gabon","2001","Total Exports","138,680"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Gabon","2002","Total Exports","66,340"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Guinea","2001","Total Exports","35,025"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Guinea","2002","Total Exports","41,711"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Guinea","2003","Total Exports","34,036"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Nigeria","2003","Total Exports","3,496"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","Senegal","2002","Total Exports","9,720"
"0201 Meat Of Bovine Animals, Fresh Or Chilled","South Africa","2002","Total Exports","26,004"
"0202 Meat Of Bovine Animals, Frozen","Africa","2001","Total Exports","3,197,821"
"0202 Meat Of Bovine Animals, Frozen","Africa","2002","Total Exports","7,608,042"
"0202 Meat Of Bovine Animals, Frozen","Africa","2003","Total Exports","7,796,201"
"0202 Meat Of Bovine Animals, Frozen","Angola","2001","Total Exports","24,165"
"0202 Meat Of Bovine Animals, Frozen","Angola","2002","Total Exports","61,934"
"0202 Meat Of Bovine Animals, Frozen","Angola","2003","Total Exports","42,328"
"0202 Meat Of Bovine Animals, Frozen","Congo (Brazzaville)","2003","Total Exports","9,030"
"0202 Meat Of Bovine Animals, Frozen","Congo (Kinshasa)","2001","Total Exports","3,271"
"0202 Meat Of Bovine Animals, Frozen","Cote d'Ivoire","2002","Total Exports","11,437"
"0202 Meat Of Bovine Animals, Frozen","Cote d'Ivoire","2003","Total Exports","30,958"
"0202 Meat Of Bovine Animals, Frozen","Egypt","2001","Total Exports","2,857,386"
"0202 Meat Of Bovine Animals, Frozen","Egypt","2002","Total Exports","7,013,102"
"0202 Meat Of Bovine Animals, Frozen","Egypt","2003","Total Exports","7,036,815"
"0202 Meat Of Bovine Animals, Frozen","Equatorial Guinea","2002","Total Exports","238,682"
"0202 Meat Of Bovine Animals, Frozen","Equatorial Guinea","2003","Total Exports","519,594"
"0202 Meat Of Bovine Animals, Frozen","Gabon","2001","Total Exports","20,474"
"0202 Meat Of Bovine Animals, Frozen","Gabon","2002","Total Exports","73,952"
"0202 Meat Of Bovine Animals, Frozen","Gabon","2003","Total Exports","48,000"
"0202 Meat Of Bovine Animals, Frozen","Kenya","2001","Total Exports","14,762"
"0202 Meat Of Bovine Animals, Frozen","Kenya","2003","Total Exports","18,101"
"0202 Meat Of Bovine Animals, Frozen","Morocco","2001","Total Exports","68,122"
"0202 Meat Of Bovine Animals, Frozen","Namibia","2001","Total Exports","71,633"
"0202 Meat Of Bovine Animals, Frozen","Namibia","2002","Total Exports","54,142"
"0202 Meat Of Bovine Animals, Frozen","Namibia","2003","Total Exports","27,928"
"0202 Meat Of Bovine Animals, Frozen","Nigeria","2001","Total Exports","65,705"
"0202 Meat Of Bovine Animals, Frozen","Nigeria","2002","Total Exports","96,968"
"0202 Meat Of Bovine Animals, Frozen","Nigeria","2003","Total Exports","20,370"
"0202 Meat Of Bovine Animals, Frozen","Senegal","2001","Total Exports","58,725"
"0202 Meat Of Bovine Animals, Frozen","South Africa","2001","Total Exports","13,578"
"0202 Meat Of Bovine Animals, Frozen","South Africa","2002","Total Exports","57,825"
"0202 Meat Of Bovine Animals, Frozen","South Africa","2003","Total Exports","43,077"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Africa","2001","Total Exports","127,553"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Africa","2002","Total Exports","318,521"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Africa","2003","Total Exports","520,508"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Algeria","2002","Total Exports","36,833"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Algeria","2003","Total Exports","27,478"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Angola","2002","Total Exports","18,186"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Angola","2003","Total Exports","6,523"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Congo (Brazzaville)","2001","Total Exports","21,600"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Egypt","2001","Total Exports","58,977"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Equatorial Guinea","2002","Total Exports","80,516"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Equatorial Guinea","2003","Total Exports","41,417"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Ghana","2001","Total Exports","12,336"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Kenya","2003","Total Exports","6,493"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Namibia","2002","Total Exports","15,924"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Nigeria","2001","Total Exports","9,932"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Nigeria","2002","Total Exports","153,378"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","Nigeria","2003","Total Exports","420,246"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","South Africa","2001","Total Exports","24,708"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","South Africa","2002","Total Exports","13,684"
"0203 Meat Of Swine (pork), Fresh, Chilled Or Frozen","South Africa","2003","Total Exports","18,351"
"0204 Meat Of Sheep Or Goats, Fresh, Chilled Or Frozen","Africa","2001","Total Exports","102,556"
"0204 Meat Of Sheep Or Goats, Fresh, Chilled Or Frozen","Africa","2002","Total Exports","17,781"
"0204 Meat Of Sheep Or Goats, Fresh, Chilled Or Frozen","Equatorial Guinea","2002","Total Exports","6,140"
"0204 Meat Of Sheep Or Goats, Fresh, Chilled Or Frozen","Nigeria","2001","Total Exports","102,556"
"0204 Meat Of Sheep Or Goats, Fresh, Chilled Or Frozen","South Africa","2002","Total Exports","11,641"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Africa","2001","Total Exports","24,509,698"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Africa","2002","Total Exports","16,856,293"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Africa","2003","Total Exports","21,532,509"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Angola","2001","Total Exports","805,313"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Angola","2003","Total Exports","69,094"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Benin","2002","Total Exports","16,721"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Burkina Faso","2003","Total Exports","20,676"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Congo (Brazzaville)","2002","Total Exports","23,000"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Congo (Kinshasa)","2001","Total Exports","22,341"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Cote d'Ivoire","2001","Total Exports","1,297,679"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Cote d'Ivoire","2002","Total Exports","1,817,361"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Cote d'Ivoire","2003","Total Exports","1,705,710"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Egypt","2001","Total Exports","21,429,842"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Egypt","2002","Total Exports","14,578,289"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Egypt","2003","Total Exports","19,307,339"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Gabon","2001","Total Exports","836,373"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Gabon","2002","Total Exports","187,735"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Gabon","2003","Total Exports","279,413"
"0206 Ed Offal, Bovine, Swine, Sheep, Goat, Horse, Etc.","Mali","2002","Total Exports","36,000"
