Country,impVal,hs_code,hs2_code
Bosnia and Herzegovina,19337.0,0904222000,09
Croatia,41587.0,0904222000,09
Belgium,113259.0,0906200000,09
Bulgaria,313611.0,0909210000,09
Bulgaria,157808.0,0909220000,09
Albania,7225.0,0909310000,09
Albania,177122.0,0909610000,09
Austria,7501.0,0909610000,09
Bosnia and Herzegovina,22950.0,0909610000,09
Bulgaria,56504.0,0909610000,09
Albania,52954.0,0909620000,09
Austria,268527.0,0909620000,09
Bosnia and Herzegovina,52250.0,0909620000,09
Bulgaria,81337.0,0909620000,09
Austria,89762.0,0910910000,09
Belgium,3183.0,0910910000,09
Croatia,7112.0,0910910000,09
Albania,46060.0,0910990500,09
Albania,32359.0,0910990600,09
Bulgaria,254082.0,0910990600,09
Albania,15000.0,0910990700,09
Albania,445681.0,0910992000,09
Albania,9941.0,0910994000,09
Belgium,5644.0,0910995000,09
Albania,7022.0,0910996000,09
Armenia,7905.0,0910996000,09
Austria,49701.0,0910996000,09
Belgium,3253.0,0910996000,09
Croatia,156900.0,0910996000,09
Czech Republic,210636.0,0910996000,09
Armenia,18838.0,1001190069,10
Armenia,13124.0,1001990097,10
Belgium,31445.0,1001990097,10
Belgium,22000.0,1003902000,10
Estonia,2159269.0,1004900010,10
Austria,233100.0,1005100090,10
Belgium,27769.0,1005904040,10
Belgium,93672.0,1005904060,10
Albania,16104.0,1006204035,10
Albania,32999.0,1006204040,10
Armenia,2846.0,1006204040,10
Albania,3226.0,1006309061,10
Armenia,6678.0,1006309061,10
Bulgaria,110258.0,1006309061,10
Albania,3624.0,1006309065,10
Bosnia and Herzegovina,2088.0,1006309065,10
Armenia,23051.0,1008100000,10
Belgium,32443.0,1008100000,10
Armenia,8270.0,1008900140,10
Albania,11510.0,1101000060,11
Armenia,28627.0,1101000060,11
Bosnia and Herzegovina,153656.0,1101000060,11
Bulgaria,149907.0,1101000060,11
Croatia,2326.0,1101000060,11
Czech Republic,7375.0,1101000060,11
Albania,12980.0,1102200000,11
Austria,10614.0,1102200000,11
Bosnia and Herzegovina,2803.0,1102902000,11
Austria,8056.0,1102902500,11
Belgium,347250.0,1102902500,11
Austria,5496.0,1102906000,11
Belgium,4701.0,1102906000,11
Croatia,40270.0,1103110020,11
Armenia,25760.0,1103110040,11
Bosnia and Herzegovina,4642.0,1103130020,11
Croatia,65227.0,1103130020,11
Croatia,48228.0,1103130060,11
Armenia,5417.0,1103199000,11
Denmark,3226.0,1104120000,11
Belgium,66961.0,1104191000,11
Czech Republic,271781.0,1104191000,11
Belgium,79634.0,1104199000,11
Belgium,31980.0,1104230000,11
Croatia,10505.0,1104230000,11
Armenia,12853.0,1104299000,11
Belgium,12645.0,1104299000,11
Armenia,9985.0,1105100000,11
Belarus,1722745.0,1105100000,11
Belgium,9966.0,1105100000,11
Austria,210320.0,1105200000,11
Belarus,986950.0,1105200000,11
Belgium,805340.0,1105200000,11
Denmark,872811.0,1105200000,11
Bulgaria,2563.0,1106100000,11
Albania,164135.0,1106209000,11
Austria,57766.0,1106209000,11
Estonia,61185.0,1106304000,11
Austria,8144.0,1107100000,11
Belgium,1129558.0,1107100000,11
Czech Republic,337018.0,1107100000,11
Denmark,52698.0,1107100000,11
Belgium,1541447.0,1107200000,11
Czech Republic,96879.0,1107200000,11
Denmark,1047724.0,1107200000,11
Belgium,217091.0,1108110010,11
Belgium,26592.0,1108110090,11
Austria,698911.0,1108120010,11
Bosnia and Herzegovina,2055.0,1108120010,11
Austria,109515.0,1108120090,11
Austria,1562565.0,1108130010,11
Belgium,113217.0,1108130010,11
Denmark,42236657.0,1108130010,11
Austria,3265.0,1108130090,11
Belgium,649762.0,1108130090,11
Denmark,806090.0,1108130090,11
Austria,758197.0,1108140000,11
Austria,2624446.0,1108190010,11
Belgium,343647.0,1108190010,11
Belgium,19381356.0,1108190090,11
Czech Republic,22512.0,1108190090,11
Belgium,12659203.0,1108200000,11
Belgium,7052836.0,1109001000,11
Austria,3308779.0,1109009010,11
Austria,304950.0,1109009020,11
Belgium,579550.0,1109009020,11
Denmark,96103.0,1109009020,11
Austria,37513.0,1201900090,12
Bulgaria,2113780.0,1206000065,12
Armenia,16998.0,1206000070,12
Azerbaijan,2294.0,1206000070,12
Bulgaria,1748265.0,1206000070,12
Bulgaria,3787870.0,1206000075,12
Bulgaria,34355875.0,1206000080,12
Belgium,3503.0,1206000090,12
Bulgaria,13177281.0,1206000090,12
Bulgaria,20482.0,1207400090,12
Bulgaria,77845.0,1207700075,12
Czech Republic,68275.0,1207910000,12
Bulgaria,24366.0,1207990340,12
Czech Republic,19544.0,1207990340,12
Armenia,11970.0,1207990391,12
Austria,206689.0,1207990391,12
Bosnia and Herzegovina,4058.0,1207990391,12
Bulgaria,790020.0,1207990391,12
Austria,2188.0,1208100090,12
Austria,435502.0,1208900000,12
Belgium,79588.0,1208900000,12
Bulgaria,146996.0,1208900000,12
Denmark,37478.0,1208900000,12
Denmark,172285.0,1209222000,12
Czech Republic,132403.0,1209224030,12
Czech Republic,7677.0,1209224049,12
Denmark,13933.0,1209224049,12
Denmark,789975.0,1209230020,12
Denmark,171780.0,1209230039,12
Denmark,209828.0,1209230060,12
Denmark,1628443.0,1209230090,12
Denmark,466005.0,1209240000,12
Denmark,3520353.0,1209250040,12
Denmark,9501.0,1209291000,12
Denmark,3950090.0,1209299140,12
Denmark,318338.0,1209299179,12
Czech Republic,13754.0,1209300010,12
Austria,4004.0,1209300090,12
Belgium,5989.0,1209300090,12
Czech Republic,36189.0,1209300090,12
Denmark,1076353.0,1209300090,12
Azerbaijan,84930.0,1209914000,12
Denmark,36576.0,1209914000,12
Czech Republic,3680.0,1209916090,12
Belgium,12967.0,1209918009,12
Denmark,5940.0,1209918009,12
Belgium,7292.0,1209918010,12
Denmark,13264.0,1209918020,12
Belgium,46736.0,1209918030,12
Denmark,11422796.0,1209918030,12
Belgium,56589.0,1209918050,12
Austria,67263.0,1209918055,12
Bulgaria,236169.0,1209918055,12
Denmark,2890.0,1209918060,12
Czech Republic,3416.0,1209918090,12
Denmark,222829.0,1209918090,12
Estonia,31801.0,1209918090,12
Azerbaijan,10881.0,1209992000,12
Bulgaria,20906.0,1209992000,12
Czech Republic,11162.0,1209992000,12
Denmark,94010.0,1209992000,12
Austria,10301.0,1209994190,12
Belgium,2775.0,1209994190,12
Bulgaria,11346.0,1209994190,12
Czech Republic,22448.0,1209994190,12
Denmark,21062.0,1209994190,12
Estonia,2098.0,1209994190,12
Austria,18539.0,1210100000,12
Czech Republic,4021.0,1210100000,12
Austria,13128.0,1210200020,12
Belgium,29487.0,1210200020,12
Czech Republic,900828.0,1210200020,12
Belgium,11494.0,1210200040,12
Czech Republic,1090071.0,1210200040,12
Belgium,780506.0,1211201020,12
Czech Republic,40000.0,1211600000,12
Albania,82810.0,1211902000,12
Albania,324067.0,1211904020,12
Croatia,58707.0,1211904020,12
Austria,719285.0,1211908920,12
Czech Republic,41280.0,1211908920,12
Albania,267288.0,1211908931,12
Bulgaria,10629.0,1211908931,12
Czech Republic,329267.0,1211908931,12
Estonia,15404.0,1211908931,12
Albania,12459176.0,1211908950,12
Albania,697607.0,1211908980,12
Armenia,18083.0,1211908980,12
Austria,904100.0,1211908980,12
Bosnia and Herzegovina,9523.0,1211908980,12
Bulgaria,974282.0,1211908980,12
Croatia,1599965.0,1211908980,12
Cyprus,46451.0,1211908980,12
Czech Republic,2201.0,1211908980,12
Albania,3687114.0,1211908990,12
Armenia,66784.0,1211908990,12
Austria,803598.0,1211908990,12
Belgium,81027.0,1211908990,12
Bulgaria,4332808.0,1211908990,12
Croatia,654179.0,1211908990,12
Czech Republic,2167301.0,1211908990,12
Estonia,20551.0,1211908990,12
Belgium,7580.0,1211909300,12
Czech Republic,14480.0,1211909300,12
Denmark,17534.0,1212210000,12
Belgium,122842.0,1212290000,12
Denmark,89260.0,1212290000,12
Cyprus,20250.0,1212920000,12
Belgium,821906.0,1212940000,12
Bulgaria,119987.0,1212940000,12
Albania,3422.0,1212999200,12
Austria,181381.0,1212999200,12
Bulgaria,3757405.0,1212999200,12
Belgium,8858.0,1214100015,12
Albania,20013.0,1214900030,12
Bulgaria,198381.0,1214900030,12
Bulgaria,107009.0,1301909190,13
Albania,7860.0,1302194140,13
Belgium,9303.0,1302194140,13
Bulgaria,67922.0,1302194140,13
Albania,28560.0,1302199140,13
Armenia,4608.0,1302199140,13
Austria,1349107.0,1302199140,13
Belgium,258746.0,1302199140,13
Bulgaria,547852.0,1302199140,13
Cyprus,737156.0,1302199140,13
Czech Republic,2629.0,1302199140,13
Denmark,67701.0,1302199140,13
Estonia,3565.0,1302199140,13
Belgium,562111.0,1302200000,13
Bulgaria,63676.0,1302200000,13
Czech Republic,12827700.0,1302200000,13
Denmark,21947505.0,1302200000,13
Belgium,96453.0,1302320020,13
Denmark,1628714.0,1302320040,13
Denmark,15070720.0,1302390010,13
Denmark,87344.0,1302390090,13
Estonia,10957.0,1302390090,13
Belgium,11202.0,1401904000,14
Austria,51920.0,1404909090,14
Belgium,33739.0,1404909090,14
Bulgaria,70000.0,1404909090,14
Cyprus,105600.0,1404909090,14
Denmark,2769306.0,1504104000,15
Denmark,374387.0,1504206040,15
Estonia,11604.0,1504206040,15
Belgium,4968.0,1505001000,15
Belgium,1688264.0,1505009000,15
Albania,586447.0,1509202090,15
Azerbaijan,386946.0,1509202090,15
Croatia,213452.0,1509202090,15
Cyprus,468319.0,1509202090,15
Albania,455745.0,1509209090,15
Bulgaria,147743.0,1509209090,15
Cyprus,32271.0,1509209090,15
Albania,54857.0,1509302030,15
Azerbaijan,2768.0,1509302030,15
Albania,60814.0,1509302090,15
Azerbaijan,5582.0,1509302090,15
Croatia,21636.0,1509302090,15
Cyprus,8936.0,1509309090,15
Cyprus,119822.0,1510101000,15
Denmark,173498.0,1511900000,15
Bulgaria,34926.0,1512110035,15
Austria,443999.0,1512190025,15
Bulgaria,330332.0,1512190025,15
Croatia,2667.0,1512190025,15
Albania,79696.0,1512190035,15
Austria,1167565.0,1512190035,15
Belgium,1354040.0,1512190035,15
Bulgaria,210322.0,1512190035,15
Croatia,492221.0,1512190035,15
Cyprus,139919.0,1512190035,15
Austria,32490.0,1512190040,15
Croatia,20407.0,1512190040,15
Austria,287713.0,1514190000,15
Belgium,112873.0,1514991000,15
Belgium,578011.0,1515110000,15
Belgium,830684.0,1515190000,15
Belgium,6061.0,1515290040,15
Belgium,7480.0,1515300000,15
Albania,6016.0,1515902100,15
Armenia,19976.0,1515902100,15
Austria,20592.0,1515902100,15
Belgium,8038.0,1515902100,15
Bulgaria,2348.0,1515902100,15
Denmark,14035265.0,1515902100,15
Denmark,5361.0,1515906000,15
Armenia,3075.0,1515908190,15
Austria,174154.0,1515908190,15
Belgium,227822.0,1515908190,15
Bulgaria,78008.0,1515908190,15
Croatia,5995.0,1515908190,15
Cyprus,131777.0,1515908190,15
Czech Republic,13034.0,1515908190,15
Denmark,1036555.0,1515908190,15
Belgium,41645.0,1516100000,15
Belgium,284596.0,1516209100,15
Denmark,291524.0,1516209100,15
Belgium,1040152.0,1517100000,15
Croatia,28352.0,1517100000,15
Denmark,1018044.0,1517100000,15
Croatia,8658.0,1517902040,15
Denmark,27743.0,1517909090,15
Belgium,34291.0,1518002000,15
Austria,3422833.0,1518004000,15
Belarus,679627.0,1518004000,15
Belgium,31505888.0,1518004000,15
Czech Republic,3011084.0,1518004000,15
Bulgaria,3271.0,1521100060,15
Belgium,19350.0,1522000000,15
Denmark,569502.0,1601002010,16
Denmark,6426494.0,1601002090,16
Croatia,301988.0,1602204000,16
Denmark,1403962.0,1602412020,16
Denmark,421632.0,1602412040,16
Denmark,23942675.0,1602492000,16
Croatia,55478.0,1602494000,16
Croatia,19082.0,1602499000,16
Denmark,1894852.0,1602499000,16
Croatia,72639.0,1602502120,16
Croatia,105076.0,1602909180,16
Belgium,74986.0,1603009090,16
Denmark,45355.0,1604112090,16
Armenia,16556.0,1604114040,16
Denmark,19790.0,1604114040,16
Denmark,98597.0,1604114050,16
Belarus,699839.0,1604122000,16
Belarus,1516966.0,1604126010,16
Belarus,2052.0,1604126090,16
Denmark,27628.0,1604126090,16
Croatia,72472.0,1604131000,16
Croatia,95753.0,1604132000,16
Croatia,17403.0,1604134000,16
Croatia,74979.0,1604139000,16
Croatia,159401.0,1604141099,16
