Country,iso3,sector_code,impVal,continent,region,world_weight,regional_weight,world_denominator,regional_denominator
Vietnam,VNM,21,24270956.0,Asia,RoAsia,0.00013306049868891856,0.0013769186567353067,182405418882.0,17627007871.0
Vietnam,VNM,31ND,35059973236.0,Asia,RoAsia,0.04012341987919741,0.15497676631005552,873803213723.0,226227286004.0
Vietnam,VNM,33DG,96743066360.0,Asia,RoAsia,0.04882458156208189,0.18218643997072337,1981441791508.0,531011344069.0
Vietnam,VNM,Other,1942927359.0,Asia,RoAsia,0.013178011797303076,0.07664400124786196,147437063260.0,25350025147.0
Wallis and Futuna,WLF,33DG,23491.0,Oceania,RoAsia,1.1855508499253915e-08,4.4238226287210093e-08,1981441791508.0,531011344069.0
Wallis and Futuna,WLF,Other,15723.0,Oceania,RoAsia,1.0664211326749672e-07,6.202360711212433e-07,147437063260.0,25350025147.0
West Bank Administered by Israel,ISR,11,2075477.0,Asia,RoAsia,2.5214795847879195e-05,0.00017402580027864794,82311870083.0,11926260340.0
West Bank Administered by Israel,ISR,31ND,3201812.0,Asia,RoAsia,3.6642254797371234e-06,1.4153076123378803e-05,873803213723.0,226227286004.0
West Bank Administered by Israel,ISR,33DG,325599.0,Asia,RoAsia,1.6432428214416482e-07,6.131676914941603e-07,1981441791508.0,531011344069.0
West Bank Administered by Israel,ISR,Other,396003.0,Asia,RoAsia,2.685912152914107e-06,1.5621404622033055e-05,147437063260.0,25350025147.0
Yemen,YEM,11,2282392.0,Asia,RoAsia,2.772858881347887e-05,0.00019137532930964008,82311870083.0,11926260340.0
Yemen,YEM,31ND,4673359.0,Asia,RoAsia,5.3482968780674204e-06,2.0657804292968305e-05,873803213723.0,226227286004.0
Yemen,YEM,33DG,777769.0,Asia,RoAsia,3.92526797069355e-07,1.4646937559566263e-06,1981441791508.0,531011344069.0
Yemen,YEM,Other,1181738.0,Asia,RoAsia,8.015203055937482e-06,4.6616837385656424e-05,147437063260.0,25350025147.0
Zambia,ZMB,11,11601125.0,Africa,RoWorld,0.00014094109377301098,0.00041991871651669984,82311870083.0,27627072916.0
Zambia,ZMB,21,13998.0,Africa,RoWorld,7.674114116672956e-08,3.342619819312265e-07,182405418882.0,41877332023.0
Zambia,ZMB,31ND,768552.0,Africa,RoWorld,8.795481498922878e-07,1.4891341738017149e-05,873803213723.0,51610661653.0
Zambia,ZMB,33DG,155412231.0,Africa,RoWorld,7.843391194536261e-05,0.0022998401135155967,1981441791508.0,67575232768.0
Zambia,ZMB,Other,1316115.0,Africa,RoWorld,8.926622457740346e-06,0.0001360558865419999,147437063260.0,9673341106.0
Zimbabwe,ZWE,11,42328312.0,Africa,RoWorld,0.0005142431092540823,0.0015321316206280359,82311870083.0,27627072916.0
Zimbabwe,ZWE,21,537113.0,Africa,RoWorld,2.9446109841038443e-06,1.2825864830763457e-05,182405418882.0,41877332023.0
Zimbabwe,ZWE,31ND,20672873.0,Africa,RoWorld,2.365849962020557e-05,0.0004005543106382233,873803213723.0,51610661653.0
Zimbabwe,ZWE,33DG,1483647.0,Africa,RoWorld,7.487714281381199e-07,2.1955484860757676e-05,1981441791508.0,67575232768.0
Zimbabwe,ZWE,Other,2811173.0,Africa,RoWorld,1.9066935666255077e-05,0.00029061034540137716,147437063260.0,9673341106.0
