"Use Table, After Redefinitions"
"Use Table, After Redefinitions"
"March 15, 2024"
,Commodities/Industries,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,,F010,F02E,F02N,F02R,F02S,F030,F040,F050,F06C,F06E,F06N,F06S,F07C,F07E,F07N,F07S,F10C,F10E,F10N,F10S,TOTFU,
444,Building material and garden equipment and supplies dealers,2,2,0,17,12,2,16,0,369,16713,245,26770,2911,1060,20734,588,81,3,7,1,70,6,14,1,585,5,5,12,22,30,86,1,3,1,365,6,8,223,344,4,266,233,2,11,1,42,1,55,61,20,5,845,76,0,0,0,0,0,0,0,0,0,0,0,138,134,3,84,24,131,0,13,2,1,4,0,40,2,0,1,2,2,1,0,0,0,2,4,0,0,0,8,3,0,0,0,0,2456,0,689,47,1,1,0,0,10,8,7,6,0,1,564,6,1,4,0,0,0,0,41,2,20,0,236,261,7,3225,1563,3,12,0,0,0,0,0,0,0,0,82712,50101,8627,0,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60229,142941
446,Health and personal care stores,0,0,0,0,0,0,0,0,0,5,0,6,1,1,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,17,0,0,0,0,2,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,7,0,6,1,0,1,0,1,1,0,1,1,0,1,6,2,0,1,1,1,0,0,0,1,0,1,0,0,15,19,4,1,1,0,0,0,0,2,0,0,0,161,119329,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119354,119515
447,Gasoline stations,845,361,0,1,3,1,2402,1,4,12,1,8,0,1,6,31,2,1,0,0,3,3,7,1,5,0,0,0,1,0,0,0,0,0,32,2,5,1,1,1,6,6,0,0,0,3,0,5,42,14,2,3,1,0,0,0,0,0,0,0,0,0,0,0,97,6,1,3,3,1,0,7,1,0,108,8,6429,646,0,130,661,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,6,0,0,0,0,1,2,1,1,0,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,50,1,2,0,0,0,1,1,0,0,0,12041,77900,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77908,89949
448,Clothing and clothing accessories stores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,138795,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138802,138822
454,Nonstore retailers,12,5,0,10,93,9,98,4,39,614,18,702,96,76,810,4,32,10,4,3,41,24,52,6,218,2,5,4,10,10,28,0,1,0,321,15,35,78,118,8,123,111,1,7,0,32,519,154,1155,386,47,288,36,9,24,15,14,28,30,20,17,31,5,0,421,86,413,49,46,48,8,248,160,0,3,436,889,9,2,5,281,4,7,4,4,0,4,4,0,8,24,96,52,0,1,8,0,792,0,301,41,10,22,8,23,27,19,40,23,0,24,342,59,10,64,19,23,4,8,19,44,8,25,5,8,455,1238,753,36,53,0,0,14,0,79,2,11,0,14596,252459,8285,5463,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266618,281214
4A0X,All other retail,1,0,0,2,2,0,5,0,9,735,7,1563,58,35,633,2,143,0,1,0,10,1,2,0,87,1,1,2,3,5,13,0,1,1,52,1,1,33,51,0,39,34,0,22,0,6,590,7,1,0,0,125,17,10,27,17,16,32,33,23,20,35,5,0,28,34,8,15,10,24,7,69,15,0,1,0,7,0,3,3,1,0,5,4,3,0,1,1,0,9,28,106,59,0,0,9,0,365,0,199,11,14,24,10,27,20,8,48,20,0,22,150,61,6,26,22,26,4,14,98,54,46,31,5,7,527,1305,296,29,41,0,1,27,0,88,3,5,0,8610,199714,13280,4599,4245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221838,230448
481,Air transportation,85,16,8,16,34,353,1078,201,43,478,64,100,54,14,63,45,156,461,162,106,554,38,22,37,351,3,6,13,92,0,64,33,104,13,326,145,88,172,125,122,667,98,12,39,4,229,238,156,227,98,38,185,554,3292,719,1082,1130,1652,371,644,32,1372,122,0,284,73,96,58,35,31,41,198,56,324,27,220,3561,49,3,1573,63,522,339,341,218,40,180,471,226,1583,414,7134,3557,1,38,120,805,3,19,14902,1532,1269,4929,1344,1578,1261,614,485,629,554,2831,954,2267,604,1010,2114,271,207,265,382,424,369,726,172,241,250,2100,179,272,599,0,5912,4164,383,978,1021,2209,112,101622,83885,751,69,6,0,24,90528,-45443,0,50,3,0,0,12,4,0,0,40,7,0,129936,231558
482,Rail transportation,1230,1055,48,246,1007,199,1476,219,236,465,238,471,180,69,367,260,817,2533,2083,725,926,74,72,38,356,2,6,42,29,1,233,49,343,33,675,130,234,254,90,144,5493,355,24,72,2,2441,125,2965,2386,1013,70,1586,1616,22,15,23,31,43,8,45,6,90,6,0,27,50,18,18,5,20,7,32,16,119,175,25,4345,20,2,195,37,36,18,14,4,8,281,86,4,13,14,78,34,0,136,2,5,86,2,313,69,40,41,33,124,172,267,30,74,34,58,309,146,56,65,94,11,86,15,172,175,78,187,16,74,93,952,103,41,48,0,230,1255,867,462,673,818,1880,52185,7817,3931,0,34,0,-203,14380,412,0,16,0,0,0,8,0,0,0,92,0,0,26487,78672
483,Water transportation,410,293,8,100,129,60,111,20,21,230,82,182,50,22,98,216,8,269,235,107,111,5,5,3,43,0,1,11,5,0,51,2,10,1,53,23,9,13,16,31,1203,83,17,27,0,101,1,140,417,18,21,232,77,1,1,2,1,4,0,1,0,24,0,0,19,8,3,2,1,6,2,8,2,20,9,4,21,2,1,3,5,6,1,0,0,2,4,13,1,1,3,7,2,0,0,0,1,9,0,65,10,0,5,0,19,5,1422,1,16,36,0,75,19,21,18,42,3,31,1,34,56,10,19,4,11,11,75,25,13,7,0,1202,199,889,64,181,220,137,10527,23267,6,0,0,0,5,6410,12794,0,0,0,0,0,0,0,0,0,0,0,0,42482,53009
484,Truck transportation,3004,5333,493,612,1103,609,1502,158,1838,3107,2874,4988,2641,658,3336,2225,2145,3254,4395,2627,3934,343,287,295,3185,53,150,434,638,27,1316,463,1743,283,3894,1404,668,1256,596,816,25615,1662,378,804,137,3372,812,7692,3531,1139,1024,2000,2787,479,459,741,419,1051,1382,707,165,1252,202,0,2303,1274,936,273,146,933,805,2348,835,1476,391,246,11379,209,57,3672,390,1381,481,376,116,219,521,532,44,420,309,335,161,47,96,53,44,152,8,1050,541,171,516,142,811,900,874,242,486,356,161,855,731,481,518,614,169,151,266,502,1625,461,930,195,709,594,3087,1005,612,443,0,5200,706,1083,2044,1232,2176,1503,193607,85348,20634,677,645,21,842,30445,4900,0,621,26,0,0,177,34,0,0,1101,69,0,145540,339147
485,Transit and ground passenger transportation,0,0,1,0,3,83,157,620,7,111,60,99,27,4,89,27,33,68,30,20,129,7,4,10,74,0,0,0,18,0,9,4,3,0,62,19,18,41,42,25,118,17,2,5,0,46,58,32,45,19,5,15,114,144,130,130,102,174,25,200,0,259,0,0,109,4,21,26,0,18,1,50,0,1,270,0,0,0,1,167,0,4,76,117,54,9,52,468,63,703,101,2741,1010,797,344,49,217,0,20,5095,585,552,1863,445,586,1563,257,177,226,184,1144,116,1016,154,444,1217,67,52,69,99,1848,504,171,2151,57,91,739,36,66,211,0,27,5,13,12568,77,1840,799,48151,47460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47460,95611
486,Pipeline transportation,155,48,10,5772,60,37,2145,1535,29,93,41,85,42,29,51,50,14,9,11,1,15,0,2,0,12,0,0,1,2,0,8,0,1,0,6,3,1,5,6,9,36,8,2,11,0,26,9,18719,272,38,4,116,21,8,3,17,4,13,1,9,3,25,2,0,17,9,5,10,2,6,2,8,5,408,82,80,326,35,2,27,111,77,2,2,1,1,2,3,1,7,1,113,48,0,0,0,17,7,1,97,29,1,22,1,10,1,6,1,3,15,1,81,17,25,23,7,0,3,2,7,26,13,10,3,13,17,57,16,9,18,0,173,26,564,497,69,575,6937,40428,2986,0,0,0,0,-4627,11409,0,0,0,0,0,0,0,0,0,0,0,0,0,9768,50196
48A,Scenic and sightseeing transportation and support activities,0,0,82,12,423,6,8376,447,0,0,0,0,0,0,0,0,530,618,48,70,79,6,0,0,12,0,0,0,0,0,3,0,0,0,10,0,0,323,20,150,384,35,0,42,0,395,346,815,5,120,0,49,490,1828,1601,2879,1637,3517,1382,1366,270,4599,400,0,1099,437,160,744,297,156,294,1637,907,23545,1023,3597,29523,453,244,15839,9414,4144,409,25,139,2,25,89,12,563,317,24,11,0,0,1,0,0,0,0,684,215,302,210,86,454,2599,257,190,607,116,28,502,1332,90,216,40,30,109,103,829,88,341,216,504,46,205,77,142,139,0,0,239,1097,51,15,230,2781,143675,9311,0,0,0,0,0,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,12084,155759
492,Couriers and messengers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,2369,3713,6272,3694,7175,3610,3456,679,7916,818,0,1124,1086,360,662,622,345,725,4143,1155,1,1,562,15140,381,14,237,1234,1427,1056,64,357,0,3,0,23,2107,806,900,3306,0,8,59,0,0,0,0,2557,532,671,543,223,853,286,636,313,6,295,52,1283,243,278,549,102,77,231,241,2113,224,1012,309,58,52,521,114,385,497,0,1,0,17,77,39,231,211,93468,6456,0,0,0,0,0,9411,3318,0,0,0,0,0,0,0,0,0,0,0,0,19185,112653
493,Warehousing and storage,495,245,0,4,124,0,429,331,0,0,0,0,0,0,0,0,971,1740,21,49,584,36,19,27,437,3,40,83,416,7,80,2,13,3,63,100,34,105,227,201,2073,1001,0,686,87,2520,746,807,1141,377,331,709,2756,1891,2971,4595,1842,4086,2460,2241,919,4237,1279,0,7813,5734,4221,973,398,4259,3334,9399,3011,72,1,735,5383,199,47,380,513,6810,423,86,138,138,168,40,20,738,280,0,0,0,0,19,0,0,2,142,498,215,260,193,96,299,146,192,98,10,7907,1239,2822,263,77,191,84,45,157,145,1063,176,365,200,91,99,1885,217,247,140,0,305,1288,0,854,1409,2706,103,128205,251,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,417,128622
5111,"Newspaper, periodical, book, and directory publishers",6,9,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,2,1,6,0,1,1,0,0,1,3,1,1,0,0,0,0,22,0,0,1,0,3,1,87,70,60,39,116,37,53,4,44,71,0,9,74,8,149,21,94,3,135,5,3,1,0,23,0,0,508,5,31,3087,14,13,0,10,54,1,34,226,148,205,42,105,3,21,0,0,403,754,411,84,160,61,296,275,57,47,383,36,16,201,2,344,246,18,11,1241,59,193,38,1278,14,14,48,100,9,240,159,0,47,774,32,4715,184,201,3,18843,46628,0,10123,0,0,-343,4040,-2826,0,0,0,0,0,0,0,0,0,0,0,0,57622,76465
5112,Software publishers,47,14,0,13,1,8,141,113,53,139,44,205,70,49,90,58,15,0,6,6,65,2,4,2,35,29,3,3,21,1,0,0,0,0,6,245,9,10,15,9,7,0,0,0,0,8,26,5,6,4,25,4,7,102,473,671,404,577,58,121,32,238,17,0,424,34,206,77,48,39,36,187,83,14,54,0,10,8,0,17,0,97,167,34095,22,29,172,285,122,1220,468,925,767,273,57,118,74,0,0,403,43,934,855,84,1471,782,997,63,246,223,879,215,785,17,384,187,18,14,54,26,1060,69,252,30,46,81,49,64,56,125,0,0,370,3,710,772,1365,260,58436,48204,0,81081,0,0,52,31467,-1637,0,0,3154,0,0,0,4093,0,0,0,8225,0,174639,233075
512,Motion picture and sound recording industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,71,0,0,0,0,0,0,264,230,0,0,0,2,0,0,0,8,0,0,1,0,16,11,0,0,0,98,23370,10016,31260,19,0,11,0,30,20,0,0,0,0,0,0,60,279,8,37,4,3,20,6,2360,173,286,0,15,27,0,316,21,4,3,5,3,9,381,790,295,21,362,2819,3,39,392,0,16,866,70,88,28,134,0,75377,23742,0,38541,0,0,14,23556,-11126,0,0,0,0,0,0,0,0,0,0,0,0,74727,150104
515,Broadcasting (except Internet),0,0,0,114,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41736,4087,0,0,6051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2771,0,0,0,0,0,692,325,218,3453,0,2316,0,62022,11653,0,30517,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,42189,104211
5171,Wired telecommunications carriers,228,327,14,118,82,418,921,151,145,638,237,660,234,146,385,162,241,573,87,78,770,52,61,30,738,5,56,32,172,1,76,1,1,1,146,522,83,101,155,159,502,65,7,30,7,194,330,56,91,18,133,114,260,289,439,679,566,860,461,519,85,967,116,0,950,304,243,460,407,434,378,619,574,305,0,60,429,625,81,441,133,283,406,640,458,382,22889,15390,6868,1284,3374,3844,1881,124,1611,331,615,0,38,3007,757,1423,1135,327,912,852,347,410,723,809,882,1091,2154,332,997,772,136,370,862,445,1033,557,436,364,467,591,2358,595,800,702,0,865,1196,1572,14004,15473,8669,748,151829,201552,7351,0,0,0,0,7503,-141,0,0,0,0,0,0,0,0,0,0,0,0,216265,368094
5172,Wireless telecommunications carriers (except satellites),131,142,1,69,41,129,471,92,130,606,301,793,272,135,368,236,73,117,43,36,298,4,4,13,178,2,21,9,39,0,61,4,6,1,132,176,48,112,56,47,280,58,9,25,3,90,159,23,37,6,41,43,96,411,687,953,859,993,425,490,85,975,166,0,995,422,213,421,400,406,364,782,564,294,15,27,605,186,1,359,47,166,315,789,134,132,101,7065,876,1552,300,7777,1701,0,158,404,315,0,7,3050,655,1619,1213,345,1092,1353,471,338,605,936,1851,1286,2851,300,1257,1346,236,451,266,496,923,593,487,273,507,416,2393,492,973,686,0,4214,5296,124,3150,2579,14962,202,100491,122323,0,0,0,0,0,4702,0,0,0,0,0,0,0,0,0,0,0,0,0,127025,227516
5174OT,"Other telecommunications, including satellite",64,64,3,15,13,42,240,31,34,151,56,154,56,23,91,30,13,120,8,23,106,0,7,9,77,2,9,5,12,0,15,5,23,4,151,45,10,0,17,18,237,89,53,29,1,60,28,44,42,36,19,78,72,82,242,237,164,169,72,78,13,163,32,0,180,63,41,59,57,62,39,160,20,72,88,4,122,48,18,131,1,41,39,291,36,42,97,1185,552,325,696,1075,555,52,3,56,35,0,9,745,225,285,357,78,209,207,76,68,49,229,291,257,491,379,164,223,42,48,169,63,334,81,44,17,52,99,234,131,78,170,0,195,260,194,608,291,1266,725,19474,13485,0,0,0,0,0,727,-18,0,0,0,0,0,0,0,0,0,0,0,0,14194,33668
518,"Data processing, hosting, and related services",0,0,0,35,9,12,4373,169,30,563,113,346,217,82,231,102,413,802,232,281,1462,124,150,29,1343,3,22,22,170,2,323,7,22,0,454,1812,228,506,334,306,1136,158,14,91,12,638,282,164,175,50,214,144,434,22,389,551,421,581,239,352,81,695,131,0,4010,1092,596,965,670,1320,703,2751,1001,601,0,0,108,112,20,490,306,173,412,1534,76,208,1121,2174,120,2493,1026,33012,4004,149,615,378,2448,0,1,969,260,3057,2822,498,1665,2016,2257,406,630,746,11350,1669,9373,1058,542,494,27,32,257,53,1898,131,364,517,550,594,5915,452,751,2636,0,1303,3730,394,1260,7845,14163,1673,171349,31753,0,35440,0,0,0,1370,-439,0,0,1781,0,0,0,2310,0,0,0,4545,0,76760,248109
519,Other information services,0,0,0,1,0,13,97,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,11,5,10,4,3,0,12,2,0,517,245,633,73,91,190,81,193,103,4,0,0,13,0,0,57,0,3,1682,178,34,4,96,389,68,393,7797,168,125,201,1012,36,809,0,3,199,455,1203,402,385,501,2521,501,537,2290,607,1028,396,4601,202,4577,557,59,30,18,75,786,142,417,287,218,270,2111,148,3478,471,0,284,7,134,723,390,1392,878,48668,14962,0,0,0,0,0,4705,-814,0,0,0,0,0,0,0,0,0,0,0,0,18853,67521
521CI,"Federal Reserve banks, credit intermediation, and related activities",1494,1344,277,1532,822,769,7532,3696,304,1426,518,2317,553,659,1178,648,533,832,416,532,1893,157,135,79,1644,63,106,237,582,45,769,69,709,86,1040,1080,276,534,858,650,2918,480,398,261,139,1110,768,1343,1314,621,951,1185,1643,3852,4898,5718,4821,7160,1718,3953,1847,6259,1491,0,5470,2751,3332,1290,1379,2150,1790,2489,2442,1181,6515,1065,1963,4811,858,1467,505,360,1433,3360,2428,4688,6777,5111,1142,2088,1381,100532,49490,114,922,198,4173,98805,3390,81588,13844,2549,4744,2658,2593,3823,3953,1303,1886,25376,4088,1076,4204,1069,1272,2879,333,159,1608,594,5543,1074,1390,934,1877,5177,11697,1139,4150,11979,0,0,2172,1434,0,1424,12210,3311,648202,278750,0,0,0,0,0,60005,-6646,0,0,0,0,0,0,0,0,0,0,0,0,332109,980311
523,"Securities, commodity contracts, and investments",82,152,15,30,1288,7540,482,144,20,209,140,253,96,15,317,109,14,44,507,537,1563,145,45,44,1212,0,0,8,122,1,262,22,68,49,1104,301,270,560,352,359,75,8,0,4,0,12,24,23,5,9,2,5,58,509,337,483,119,358,18,285,6,430,14,0,85,119,104,48,71,139,97,76,98,1539,341,515,308,1525,41,1361,14,26,247,64,240,56,29,87,3,79,13,36842,27094,2512,15,0,113849,1,2,5924,1869,505,458,587,166,448,217,131,241,7056,132,152,608,30,151,478,103,67,170,197,5934,261,1499,705,55,96,10991,49,48,3826,0,0,0,13,0,0,515,2339,254926,225226,0,0,0,0,0,71878,-57,0,0,0,0,0,0,0,0,0,0,0,0,297047,551973
524113,Direct life insurance carriers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90314,90314
5241XX,"Insurance Carriers, except Direct Life Insurance",2496,887,581,1698,344,3146,690,127,20,303,13,26,9,5,18,10,27,302,37,133,275,22,30,7,377,2,0,23,58,31,276,51,168,38,375,239,757,143,89,96,758,240,70,68,16,71,62,89,172,83,138,326,194,4399,5096,5428,3906,4440,5824,3374,2570,4378,2019,0,2961,1012,1301,768,427,1104,296,1219,762,612,11,766,13080,1536,206,1249,442,1582,257,209,544,3,166,48,606,387,301,2391,7397,5182,45267,408,382,7200,164,56122,7322,3544,2263,2384,2994,1589,893,362,832,166,1082,2443,2245,1215,800,8348,407,710,904,1728,13707,3035,9188,1722,1217,1177,6905,719,1239,1416,0,0,807,139,676,1884,508,3117,303705,308251,0,0,5033,0,0,19554,-52692,0,0,0,0,0,0,0,0,0,0,0,0,280146,583851
5242,"Agencies, brokerages, and other insurance related activities",595,273,71,88,457,243,1143,252,0,89,0,0,0,0,0,0,172,678,109,388,772,99,58,13,1157,4,1,53,168,71,658,27,388,109,968,192,152,448,239,260,1840,676,139,227,45,296,34,280,338,240,352,784,628,122,200,258,209,661,300,199,802,804,324,0,1098,483,403,575,609,156,649,714,1407,68,30,94,39,4543,26,1939,50,1045,137,0,706,8,0,108,1264,125,126,2790,2315,11342,146824,134353,12700,0,5,366,1298,188,475,334,200,711,280,119,697,193,52,298,1298,141,1605,67,39,137,118,378,57,112,764,606,291,170,203,147,406,291,0,0,0,3337,0,181,0,7763,370206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370206
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,4074,10443,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,15968,170526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170526,186494
HSO,Owner-occupied housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553178,1553178
HST,Tenant-occupied housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464741,0,0,0,0,0,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,467675,467675
ORE,Other real estate,3670,1356,21,907,155,726,5778,1621,775,2830,1321,4584,1138,444,1400,808,498,805,126,258,4246,33,11,34,1437,0,1,4,19,6,466,0,5,1,140,130,292,925,43,851,2927,967,110,347,37,1421,1846,96,57,85,4,701,2070,6802,5046,8780,7580,14827,5305,5960,1528,14160,2304,0,15038,21897,16246,8289,18129,8679,24812,10554,27642,222,131,784,6001,1932,157,4752,1846,8853,1865,3656,3472,1356,3589,13179,2615,7541,2460,27081,21996,1011,14943,4588,692,10984,97,172028,8975,22399,7809,7045,9919,7562,57380,4835,6907,31959,10512,7611,11850,2467,20250,22338,5640,5769,7863,6193,60688,27100,20014,11084,15511,5320,48604,13448,24341,19425,0,224,5463,491,867,844,7798,2613,1119060,5861,0,0,129878,33104,0,3274,0,0,0,0,0,0,0,0,0,0,0,0,0,172117,1291177
532RL,Rental and leasing services and lessors of intangible assets,1966,765,108,2345,2124,4360,2394,402,1274,5836,1996,4517,2908,1880,1758,3731,217,670,273,268,1560,100,51,47,985,3,8,39,463,2,328,17,65,23,5110,645,380,232,333,331,1768,798,96,68,1557,761,454,958,1334,766,316,752,792,2300,1661,2034,1749,3495,862,3122,659,6573,242,0,926,957,2674,2342,645,590,519,1120,660,12547,5880,6411,8764,920,57,2766,740,5865,1058,666,930,2797,3399,2655,588,6235,3170,4543,4646,15,3282,356,41,3975,460,2125,9670,2020,2057,1405,2121,1999,3226,2668,1333,15608,1314,3329,3278,2401,1361,2176,81,179,500,970,3948,590,553,1686,2074,1206,8563,904,1280,322,0,218,150,216,864,4091,725,549,264590,97091,0,0,0,0,0,80045,0,0,0,0,0,0,0,0,0,0,0,0,0,177136,441726
5411,Legal services,197,183,102,405,439,505,6605,871,176,1148,553,1354,869,211,696,682,340,382,207,158,1561,64,43,7,905,2,28,54,319,8,106,12,202,1,243,337,182,282,566,411,889,76,53,83,27,651,289,484,363,130,198,268,784,576,2406,3397,1672,2256,1648,1389,390,2956,312,0,668,669,678,387,572,361,313,1793,538,612,888,136,217,203,43,408,189,303,720,2633,500,492,1166,1379,342,2032,1810,6575,10536,2209,9242,1666,2781,1983,3,13361,761,2925,3372,913,1779,2555,24777,288,986,10310,3696,1675,3126,486,407,2405,376,633,531,1858,15311,1626,570,2210,1839,789,2620,1359,1143,2352,0,0,115,76,1705,2432,7129,1192,217448,104093,0,0,22342,0,0,14209,-3860,0,0,0,0,0,0,0,0,0,0,0,0,136784,354232
5415,Computer systems design and related services,368,113,33,2483,561,113,1627,815,472,991,429,912,639,287,649,529,218,335,147,136,1589,59,51,22,2309,3,39,41,533,9,102,14,42,8,600,3753,200,294,258,236,854,118,148,85,8,318,470,552,105,33,129,259,558,1030,2928,3994,2301,3555,714,1530,423,3034,193,0,4489,857,1692,818,731,856,556,1759,912,421,1221,16,572,168,4,226,0,302,5527,3361,380,295,1607,2525,423,7383,3465,14217,9208,1755,3881,1281,1638,874,1,3609,402,4342,5998,847,677,2364,2686,690,1145,2167,4837,1171,8828,447,1524,2111,258,211,762,388,4353,839,1188,386,930,990,4037,1025,832,1356,0,3976,11359,105,4942,6738,15344,4779,227422,0,37753,224926,0,0,0,30501,-34142,0,3669,7374,0,0,0,21084,0,0,2338,8235,0,301738,529160
