hs_commodity,hs_description,naics_2023,naics_2022,overlap_type
6201302050,"Men's Overcoat Ex Raincoat Cot Ex Crdry/down,nt Kt (doz)",315250.0,315220.0,both_years
6201302060,"Boys' Overcoat Ex Raincoat Cot Ex Crdry/down,nt Kt (doz)",315250.0,315220.0,both_years
6201303000,"M/b Anoraks Ski-jackets Etc Of Cotton & Down, Rpo (doz)",315250.0,315220.0,both_years
6211396010,"M/b N Kt Grmnt Nesoi 70% Silk Or More, Cvralls,etc (doz)",315250.0,315220.0,both_years
6211396020,"M/b N Kt Grmnt Nesoi 70% Silk Or More, Snsuts, Etc (doz)",315250.0,315220.0,both_years
6211396030,"M/b N Kt Grmt Nesoi,trk Sts,70% Silk Or More, Trsr (doz)",315250.0,315220.0,both_years
6211396040,"M/b N Kt Grmt, Trk Sut Nesoi 70% Silk Or More, Oth (doz)",315250.0,315220.0,both_years
6211396050,"M/b N Kt Grmt Nesoi 70% Silk Or More, Excl Shirts (doz)",315250.0,315220.0,both_years
6211396060,"M/b N Knit Grment Nesoi 70% Silk Or More, Vests (doz)",315250.0,315220.0,both_years
6211396070,"M/b Not Knit Grmnt Nesoi 70% Silk Or More, Jackets (doz)",315250.0,315220.0,both_years
6211396090,"M/b Not Knit Garment Nesoi 70% Silk Or More, Other (doz)",315250.0,315220.0,both_years
6201304000,"M/b Garments Designed For Rainwear Of Cotton, Rpo (doz)",315250.0,315220.0,both_years
6103394000,"M/b Suit-type Jacket Of Silk Cont 70% Silk, Knit (doz)",315250.0,315220.0,both_years
6201305005,"M/b Padded Slvls Jacket Wth Sleeve Attch Cot, Rpo (doz)",315250.0,315220.0,both_years
6201305010,"M/b Anrks,n-knit,cot;pad,slvlss Jkts,w/o Attch Rpo (doz)",315250.0,315220.0,both_years
6201305021,"M/b Anrks,wnd-bkrs,smlr Art,n-knit,cotton,cord Rpo (doz)",315250.0,315220.0,both_years
6201305031,"Men's Anoraks Ski-jacket Etc Cot Blue Denim,  Rpo (doz)",315250.0,315220.0,both_years
6201305041,"Boys' Anoraks, Ski-jacket Etc Cot Blue Denim, Rpo (doz)",315250.0,315220.0,both_years
6201305051,"Men's Anoraks & Smlr Articles Cotton Nesoi,  Rpo (doz)",315250.0,315220.0,both_years
6201305061,"Boys' Anoraks & Smlr Articles Cotton Nesoi,  Rpo (doz)",315250.0,315220.0,both_years
6211398010,"M/b Coverall & Smlr Apparel Tex Mtrl Nesoi, Nt Kt (doz)",315250.0,315220.0,both_years
6211398020,"M/b Washsuits & Smlr Apparel Tex Mtrl Nesoi, Nt Kt (doz)",315250.0,315220.0,both_years
6211398030,"M/b Tracksuit Trousers Tex Material Nesoi, Nt Kt (doz)",315250.0,315220.0,both_years
6211398040,"M/b Track Suit Ex Trousers Tex Material Nesoi,n Kt (doz)",315250.0,315220.0,both_years
6211398050,M/b Shirts Text Mat Nesoi Lt 70% Slk/slk Wst Nt Kn (doz),315250.0,315220.0,both_years
6211398060,M/b Vests Text Mat Nesoi Lt 70% Slk/slk Wst Nt Knt (doz),315250.0,315220.0,both_years
6211398070,"M/b Jackt,ot Tex Mat Nesoi Lt 70% Slk/slk Wst N Kt (doz)",315250.0,315220.0,both_years
6211398090,M/b Grmnt Ot Tex Mat Nesoi Lt 70% Slk/slk Wst N Kt (doz),315250.0,315220.0,both_years
6201306000,M/b Anoraks Ski-jackets Etc Of Cotton & Dow Nesoi (doz),315250.0,315220.0,both_years
6105100010,"Men's Shirts Of Cotton, Knit (doz)",315250.0,315220.0,both_years
6105100020,"Boys' Shirts Of Cotton Imp As Playsuit Parts, Knit (doz)",315250.0,315220.0,both_years
6105100030,"Boys' Shirts Nes0i Of Cotton, Knit (doz)",315250.0,315220.0,both_years
6201307000,M/b Garments Designed For Rainwear Of Cotto Nesoi (doz),315250.0,315220.0,both_years
6207992000,"M/b Bathrobe Dressing Gown Etc Wool, Not Knit (doz)",315250.0,315220.0,both_years
6112310010,"Men's Swimwear Of Synthetic Fibers, Knit (doz)",315250.0,315220.0,both_years
6112310020,"Boys' Swimwear Of Synthetic Fibers, Knit (doz)",315250.0,315220.0,both_years
6201308005,M/b Padded Slvls Jacket Wth Sleeve Attch Cot Nesoi (doz),315250.0,315220.0,both_years
6201308010,"M/b Anrks,n-knit,cot;pad,slvlss Jkts,w/o Att Nesoi (doz)",315250.0,315220.0,both_years
6201308021,"M/b Anrks,wnd-bkrs,smlr Art,n-knit,cotton,c Nesoi (doz)",315250.0,315220.0,both_years
6201308031,"Men's Anoraks Ski-jacket Etc Cot Blue Denim, Nesoi (doz)",315250.0,315220.0,both_years
6201308041,"Boys' Anoraks, Ski-jacket Etc Cot Blue Denim Nesoi (doz)",315250.0,315220.0,both_years
6201308051,"Men's Anoraks & Smlr Articles Cotton Nesoi, Nt Kt (doz)",315250.0,315220.0,both_years
6201308061,"Boys' Anoraks & Smlr Articles Cotton Nesoi, Nt Kt (doz)",315250.0,315220.0,both_years
6107199000,"M/b Underpants Of Other Textile Material, Knit (doz)",315250.0,315220.0,both_years
6103398010,"M/b Suit-type Jackets Ot Tex Mat Subj Cot Res,knit (doz)",315250.0,315220.0,both_years
6103398020,"M/b Suit-type Jacket Ot Tex Mat Subj Wool Res,knit (doz)",315250.0,315220.0,both_years
6103398030,"M/b Suit-type Jackets Ot Tex Mat Subj mmf Res,knit (doz)",315250.0,315220.0,both_years
6103398060,"M/b Suit-type Jacket & Blazer Tex Mat Nesoi, Knit (doz)",315250.0,315220.0,both_years
6101301000,"M/b Overcoat, Etc Of mmf Cont 25% More Lthr, Knit (doz)",315250.0,315220.0,both_years
6207994000,"M/b Singlets & Undershirts Wool, Not Knit (doz)",315250.0,315220.0,both_years
6101301500,"M/b Overcoat Etc,mmf Cont Gt=23% Wool/fah, Knit (doz)",315250.0,315220.0,both_years
6101302010,"Men's Overcoats Etc Of Other Manmade Fibers, Knit (doz)",315250.0,315220.0,both_years
6101302020,"Boys' Overcoats Etc Of Other Manmade Fibers, Knit (doz)",315250.0,315220.0,both_years
6207210010,"Men's Nightshirts & Pjs Cot With Gt=2 Clr Wrp,n Kt (doz)",315250.0,315220.0,both_years
6207210020,"Boys' Nightshirts & Pjs Cot W Gt=2 Clr Wrp, N Kt (doz)",315250.0,315220.0,both_years
6207210030,"Mens' Nightshirts Cot Nt Con Gt 2 Clr Wrp, Nt Knit (doz)",315250.0,315220.0,both_years
6207210040,"Boys' Nightshirts Cot Nt Con Gt 2 Clr Wrp, Nt Knit (doz)",315250.0,315220.0,both_years
6207997010,"M/b Bathrob Etc Ot Tex Mat Cont Gt=70% Silk, N Kt (doz)",315250.0,315220.0,both_years
6207997020,"M/b N Kt Robes Etc, Oth Text Mat 70% Silk, Sleepwr (doz)",315250.0,315220.0,both_years
6207997030,"M/b N Kt Robes Etc, Oth Text Mat 70% Slk, Other (doz)",315250.0,315220.0,both_years
6207997510,"M/b Bathrobes Dress Gown Etc mmf Gt=36% Wool,n K (doz)",315250.0,315220.0,both_years
6207997520,"M/b Bth Dressng Gown Etc mmf Lt 36% Wl/fah, N Kt (doz)",315250.0,315220.0,both_years
6203410110,"Men's T/b/s Wool, Not Knit, Elas Fib, Gt 9 Kg/ Rpo (doz)",315250.0,315220.0,both_years
6203410120,"Boys' T/b/s Wool, Not Knit, Elas Fib, Gt 9 Kg/ Rpo (doz)",315250.0,315220.0,both_years
6205900500,No description available,315250.0,315220.0,both_years
6203410310,"Men Trsrs & Brchs Worsted Wool, Nt Kt,dia 18.5 Rpo (doz)",315250.0,315220.0,both_years
6203410320,"Boy Trsrs & Brchs Worsted  Wool, N Kt, Lt Dia  Rpo (doz)",315250.0,315220.0,both_years
6205900710,"Men's Shirts Of Wool Or Fine Animal Hair, Not Knit (doz)",315250.0,315220.0,both_years
6205900720,"Boys' Shirts Of Wool Or Fine Animal Hair, Not Knit (doz)",315250.0,315220.0,both_years
6203410610,"Men's Trousers & Breeches Of Wool, Not Knit,ne Rpo (doz)",315250.0,315220.0,both_years
6203410620,"Boys' Trousers & Breeches Of Wool, N Knit, Nes Rpo (doz)",315250.0,315220.0,both_years
6203410630,"Men's Or Boys' Shorts Of Wool, Not Knit, Nesoi Rpo (doz)",315250.0,315220.0,both_years
6205901000,"M/b Shirts Silk Cont Gt=70% Silk, Not Knit (doz)",315250.0,315220.0,both_years
6203410800,"M/b Bib And Brace Overalls Of Wool, Not Knit Rpo (doz)",315250.0,315220.0,both_years
6207998510,"M/b Sleepwear Of Man-made Fiber, Not Knit (doz)",315250.0,315220.0,both_years
6207998520,"M/b Singlet & Undershirt Man-made Fiber, Not Knit (doz)",315250.0,315220.0,both_years
6107991030,"Men's Sleepwear Of mmf, Knit (doz)",315250.0,315220.0,both_years
6107991040,"Men's Underpants,briefs,niteshirts Of mmf, Knit (doz)",315250.0,315220.0,both_years
6207999010,"M/b Bathrobes Etc Ot Tex Mat Cont Lt 70% Slk,n Kt (doz)",315250.0,315220.0,both_years
6107991090,"Boys' Underpants,briefs,niteshirts Of mmf, Knit (doz)",315250.0,315220.0,both_years
6207999040,"M/b Singlets Etc Ot Text Matl Lt 70% Slk, N Kt (doz)",315250.0,315220.0,both_years
6107992000,"M/b Bathrobes, Dressing Gowns Etc Of Wool, Knit (doz)",315250.0,315220.0,both_years
6203412510,"Men's T/b/s Wool, Not Knit, Elas Fib, Gt 9 K Nesoi (doz)",315250.0,315220.0,both_years
6203412520,"Boys' T/b/s Wool, Not Knit, Elas Fib, Gt 9 K Nesoi (doz)",315250.0,315220.0,both_years
6205903010,"M/b Shirts Silk Subject Cotton Restraints, Nt Knit (doz)",315250.0,315220.0,both_years
6205903020,"M/b Shirts Silk Subject Wool Restraints, Not Knit (doz)",315250.0,315220.0,both_years
6205903030,"M/b Shirts Silk Subject Manmade Fiber Restrnt,n Kt (doz)",315250.0,315220.0,both_years
6205903050,"M/b Shirts Of Silk Con Lt 70% Slk/slk Wst,not Knit (doz)",315250.0,315220.0,both_years
6203413010,"Men Trsrs & Brchs Worsted Wool, Nt Kt,dia 18 Nesoi (doz)",315250.0,315220.0,both_years
6203413020,"Boy Trsrs & Brchs Worsted  Wool, N Kt, Lt Di Nesoi (doz)",315250.0,315220.0,both_years
6205904010,"M/b Shirts Of Ot Textile Mat Subj Cot Res, Nt Knit (doz)",315250.0,315220.0,both_years
6205904020,"M/b Shirts Of Ot Textile Mat Subj Wool Res, N Kt (doz)",315250.0,315220.0,both_years
6205904030,"M/b Shirts Of Ot Textile Mat Subj mmf Res, Nt Knit (doz)",315250.0,315220.0,both_years
6205904040,"M/b Shirts Of Other Textile Matrls Nesoi, Not Knit (doz)",315250.0,315220.0,both_years
6107995013,"M/b Kt Robes Etc Oth Tex Matl Cont 70% Silk, Slpwr (doz)",315250.0,315220.0,both_years
6107995015,"M/b Kt Robes Etc Of Tex Matl Cont 70% Silk, Other (doz)",315250.0,315220.0,both_years
6203416010,"Men's Trousers & Breeches Of Wool, Not Knit,nesoi (doz)",315250.0,315220.0,both_years
6203416020,"Boys' Trousers & Breeches Of Wool, N Knit, Nesoi (doz)",315250.0,315220.0,both_years
6203416030,"Men's Or Boys' Shorts Of Wool, Not Knit, Nesoi (doz)",315250.0,315220.0,both_years
6107210010,"Men's Nightshirts And Pajamas Of Cotton, Knit (doz)",315250.0,315220.0,both_years
6107210020,"Boys' Nightshirts And Pajamas Of Cotton, Knit (doz)",315250.0,315220.0,both_years
6112191010,"M/b Jackets For Track Suits Of Art Fib, Knit (doz)",315250.0,315220.0,both_years
6112191030,"M/b Shirts For Track Suits Of Artf Fibers, Knit (doz)",315250.0,315220.0,both_years
6112191050,"M/b Trousers For Track Suits Of Artf Fiber,knit (doz)",315250.0,315220.0,both_years
6203418000,"M/b Bib And Brace Overalls Of Wool, Not Knit Nesoi (doz)",315250.0,315220.0,both_years
6105901000,"M/b Shirts Of Wool Or Fine Animal Hair, Knit (doz)",315250.0,315220.0,both_years
6207220000,"M/b Nightshirts & Pajamas Manmade Fibers, Not Knit (doz)",315250.0,315220.0,both_years
6103411010,"M/b Trousers And Breeches Of Wool, Knit (doz)",315250.0,315220.0,both_years
6103411020,"M/b Shorts Of Wool, Knit (doz)",315250.0,315220.0,both_years
6107999000,"M/b Bathrobes Etc Of Tex Mat Con Lt 70% Silk, Knit (doz)",315250.0,315220.0,both_years
6103412000,"M/b Bib And Brace Overalls Of Wool, Knit (doz)",315250.0,315220.0,both_years
6112194010,Men/boys Knit Track Suts Ot Tex Mat Cont 70% Silk (doz),315250.0,315220.0,both_years
6112194030,No description available,315250.0,315220.0,both_years
6112194050,M/b Kt Track Suts Trsrs Oth Tex Mat Cont 70% Silk (doz),315250.0,315220.0,both_years
6203420300,M/b Trousers Etc Of Cotton&gt;15% Down & Wfp  Rpo (doz),315250.0,315220.0,both_years
6203420505,"M/b Ovrlls,n-knit,cotton,insltd Cld Wther Prot Rpo (doz)",315250.0,315220.0,both_years
6203420510,"Men's Bib And Brace Ovrlls,n-knit,cotton,n-ins Rpo (doz)",315250.0,315220.0,both_years
6203420525,B Bib & Brce Ovrl Sz 2-7 Cot Imp Prt Ply N-ins Rpo (doz),315250.0,315220.0,both_years
6203420550,B Bib & Brce Ovrls N-imp Prts Of Plyst Cot  Rpo (doz),315250.0,315220.0,both_years
6203420590,"Boys Bib & Brace Ovrlls,n-kt,of Cot,oth Sizes  Rpo (doz)",315250.0,315220.0,both_years
6203420703,M/b Trousr Breeches Shorts Cotton Cmpct Yrn  Rpo (doz),315250.0,315220.0,both_years
6203420706,Men's Corduroy Trousers & Breeches Cotton  Rpo (doz),315250.0,315220.0,both_years
6203420711,Men's Blue Denm Trousers & Breeches Cotton  Rpo (doz),315250.0,315220.0,both_years
6203420716,"Men's Trousers & Breeches Of Cotton, Nt Knit  Rpo (doz)",315250.0,315220.0,both_years
6203420721,Boys Cordry Trouser Etc Cottn Playsuit Pts  Rpo (doz),315250.0,315220.0,both_years
6203420726,Boys' Corduroy Trousers Etc Cotton Not Knit Ne Rpo (doz),315250.0,315220.0,both_years
6203420731,Boys Blue Denm Trouser Etc Cot Plysuit Pts  Rpo (doz),315250.0,315220.0,both_years
6203420736,Boys' Blue Denim Trousers Etc Cotton Nt Knit  Rpo (doz),315250.0,315220.0,both_years
6203420741,Boys Trouser Etc Cotton Playsuit Pts Nt Knit  Rpo (doz),315250.0,315220.0,both_years
6203420746,Boys' Trousers & Breeches Of Cotton Not Knit  Rpo (doz),315250.0,315220.0,both_years
6203420751,"Men's Shorts Of Cotton, Not Knit, Nesoi Rpo (doz)",315250.0,315220.0,both_years
6203420756,"Boys' Shorts Cotton Playsuit Parts, Not Knit  Rpo (doz)",315250.0,315220.0,both_years
6203420761,"Boys' Shorts Of Cotton, Not Knit, Nesoi Rpo (doz)",315250.0,315220.0,both_years
6105904000,"M/b Shirts Of Silk Cont 70% More Silk, Knit (doz)",315250.0,315220.0,both_years
6203421700,"M/b Trousers Etc Of Cotton&gt;15% Down & Wfp, Nesoi (doz)",315250.0,315220.0,both_years
6203291010,"M/b Ensmbls  Wl Suits, Nt Knt Wl Fb Lteq 18.5mcr (no)",315250.0,315220.0,both_years
6203291015,"M/b Ensmbls  Hd6203  Wl, Nt Knt Wl Fbr Lteq 18.5 M (doz)",315250.0,315220.0,both_years
6203291020,No description available,315250.0,315220.0,both_years
6203422505,"M/b Ovrlls,n-knit,cotton,insltd Cld Wther Pr Nesoi (doz)",315250.0,315220.0,both_years
6203422510,"Men's Bib And Brace Ovrlls,n-knit,cotton,n-i Nesoi (doz)",315250.0,315220.0,both_years
6203422525,B Bib & Brce Ovrl Sz 2-7 Cot Imp Prt Ply N-i Nesoi (doz),315250.0,315220.0,both_years
6203422550,B Bib & Brce Ovrls N-imp Prts Of Plyst Cot  Nesoi (doz),315250.0,315220.0,both_years
6203291510,No description available,315250.0,315220.0,both_years
6203291515,No description available,315250.0,315220.0,both_years
6203422590,"Boys Bib & Brace Ovrlls,n-kt,of Cot,oth Size Nesoi (doz)",315250.0,315220.0,both_years
6203291520,No description available,315250.0,315220.0,both_years
6203291530,No description available,315250.0,315220.0,both_years
6203291560,"M/b Ensmbls  Of Wool Or Fne Anml Hr, Nt Knt  Nesoi (doz)",315250.0,315220.0,both_years
6203292010,No description available,315250.0,315220.0,both_years
6203292020,No description available,315250.0,315220.0,both_years
6203292030,No description available,315250.0,315220.0,both_years
6203292035,No description available,315250.0,315220.0,both_years
6203292050,No description available,315250.0,315220.0,both_years
6203292060,No description available,315250.0,315220.0,both_years
6203293010,No description available,315250.0,315220.0,both_years
6203293020,"M/b Ens Of Ovrct Con Lt 70% Wgt Slk/slk Wst, Nt Kn (doz)",315250.0,315220.0,both_years
6203293026,No description available,315250.0,315220.0,both_years
6203293028,"M/b Ens Of Hld 6203 Con Lt 70% Wgt Slk/slk Wst, Wv (doz)",315250.0,315220.0,both_years
6203293030,No description available,315250.0,315220.0,both_years
6203293046,"M/b Ens Of Trouser, Etc Con Lt 70% Slk/slk Wst N K (doz)",315250.0,315220.0,both_years
6203293048,No description available,315250.0,315220.0,both_years
6112198010,"M/b Jackets For Track Suits Con Lt 70% Silk, Knit (doz)",315250.0,315220.0,both_years
6203293050,No description available,315250.0,315220.0,both_years
6203293060,M/b Ens Of Shirt Con Lt 70% By Wgt Slk/slk Wst N K (doz),315250.0,315220.0,both_years
6112198030,"M/b Shirts For Track Suits Con Lt 70% Silk, Knit (doz)",315250.0,315220.0,both_years
6203293070,No description available,315250.0,315220.0,both_years
6203293080,M/b Ens Nesoi Of Con Lt 70% Wgt Slk/slk Wst Nt Knt (doz),315250.0,315220.0,both_years
6112198050,"M/b Trousers For Track Suit Con Lt 70% Silk, Knit (doz)",315250.0,315220.0,both_years
6203424503,M/b Trousr Breeches Shorts Cotton Cmpct Yr Nesoi (doz),315250.0,315220.0,both_years
6203424506,"Men's Corduroy Trousers & Breeches Cotton, Nesoi (doz)",315250.0,315220.0,both_years
6203424511,Men's Blue Denm Trousers & Breeches Cotton  Nesoi (doz),315250.0,315220.0,both_years
6203424516,No description available,315250.0,315220.0,both_years
6203424521,Boys Cordry Trouser Etc Cottn Playsuit Pts  Nesoi (doz),315250.0,315220.0,both_years
6203424526,Boys' Corduroy Trousers Etc Cotton Not Knit Nesoi (doz),315250.0,315220.0,both_years
6203424531,Boys Blue Denm Trouser Etc Cot Plysuit Pts  Nesoi (doz),315250.0,315220.0,both_years
6203424536,Boys' Blue Denim Trousers Etc Cotton Nt Knit Nesoi (doz),315250.0,315220.0,both_years
6203424541,Boys Trouser Etc Cotton Playsuit Pts Nt Knit Nesoi (doz),315250.0,315220.0,both_years
6203424546,Boys' Trousers & Breeches Of Cotton Not Knit Nesoi (doz),315250.0,315220.0,both_years
6203424551,"Men's Shorts Of Cotton, Not Knit, Nesoi (doz)",315250.0,315220.0,both_years
6203424556,"Boys' Shorts Cotton Playsuit Parts, Not Knit Nesoi (doz)",315250.0,315220.0,both_years
6203424561,"Boys' Shorts Of Cotton, Not Knit, Nesoi (doz)",315250.0,315220.0,both_years
6105908010,"M/b Shirts Of Ot Textile Mat Subj Cot Res, Knit (doz)",315250.0,315220.0,both_years
6105908020,"M/b Shirts Of Ot Textile Mat Subj Wool Res, Knit (doz)",315250.0,315220.0,both_years
6105908030,"M/b Shirts Of Ot Textile Mat Subj mmf Res, Knit (doz)",315250.0,315220.0,both_years
6105908060,"M/b Shirts Of Other Textile Materials, Knit, Nesoi (doz)",315250.0,315220.0,both_years
6107220010,"Men's Nightshirts And Pajamas Of Manmade Fib, Knit (doz)",315250.0,315220.0,both_years
6107220015,"Boys' Blanket Sleepers Of Manmade Fibers, Knit (doz)",315250.0,315220.0,both_years
6107220025,"Boys' Nightshirts & Pajamas Of Manmade Fib, Knit (doz)",315250.0,315220.0,both_years
6112201010,"M/b Anoraks Etc For Ski-suits Of Manmade Fib, Knit (doz)",315250.0,315220.0,both_years
6112201030,"M/b Pad Slvlss Jckt W Slv Att For Ski-st mmf, Knit (doz)",315250.0,315220.0,both_years
6112201060,"M/b Ski-suit Trousers And Breeches Of mmf, Knit (doz)",315250.0,315220.0,both_years
6112201080,"M/b Other Ski-suits Of Manmade Fibers, Knit (doz)",315250.0,315220.0,both_years
6103421020,"Men's Trousers And Breeches Of Cotton, Knit (doz)",315250.0,315220.0,both_years
6103421035,Boy's Trsrs & Brchs Imprt Prts Plysts Of Cot Knit (doz),315250.0,315220.0,both_years
6103421040,"Boy's Trousers & Breeches, Nesoi, Of Cotton, Knit (doz)",315250.0,315220.0,both_years
6103421050,"Men's Shorts Of Cotton, Knit (doz)",315250.0,315220.0,both_years
6103421065,"Boys' Shorts Imp Prts Of Plysts Of Cotton, Knit (doz)",315250.0,315220.0,both_years
6103421070,"Boys' Shorts, Oth Thn Impt Prts Plysts, Cot, Knit (doz)",315250.0,315220.0,both_years
6201201110,"Men's Overcoats Carcoats Etc Of Wool, N Kt Or Croc (doz)",315250.0,315220.0,both_years
6201201120,"Boys' Overcoats, Carcoats, Etc Of Wool, Not Knit (doz)",315250.0,315220.0,both_years
6103290510,No description available,315250.0,315220.0,both_years
6103290520,No description available,315250.0,315220.0,both_years
6103290530,"M/b Ensembles Of Trousers Etc Of Wool, Knit (doz)",315250.0,315220.0,both_years
6103290550,"M/b Ensembles Of Shirts Of Wool, Knit (doz)",315250.0,315220.0,both_years
6103290560,No description available,315250.0,315220.0,both_years
6103290570,No description available,315250.0,315220.0,both_years
6103422010,"Men's Or Boys' Overalls Of Cotton, Insulated, Knit (doz)",315250.0,315220.0,both_years
6103422015,Boys' Overalls Sizes 2-7 Of Cotton Ninsulate Knit (doz),315250.0,315220.0,both_years
6103422025,"Boys Ovrlls,kt/cro,cot,n-insltd,oth Than Sizes 2-7 (doz)",315250.0,315220.0,both_years
6114301010,"Men's Or Boy's Tops Of Manmade Fibers, Knit (doz)",315250.0,315220.0,both_years
6103291010,No description available,315250.0,315220.0,both_years
6103291015,No description available,315250.0,315220.0,both_years
6103291020,No description available,315250.0,315220.0,both_years
6103291030,No description available,315250.0,315220.0,both_years
6103291040,No description available,315250.0,315220.0,both_years
6103291050,No description available,315250.0,315220.0,both_years
6103291060,No description available,315250.0,315220.0,both_years
6203430100,M/b Trousers Etc Of Syn Fib&gt;15% Down & Wfp  Rpo (doz),315250.0,315220.0,both_years
6201201900,"M/b Padded Sleeveless Jackets Of Wool, Not Kni Rpo (doz)",315250.0,315220.0,both_years
6203430300,"Water Resis Overalls Syn Fibers, Not Knit Or C Rpo (doz)",315250.0,315220.0,both_years
6203430505,"M Or B Overalls Of Synth Fibers, Insulated  Rpo (doz)",315250.0,315220.0,both_years
6203430510,"Men's Overalls Of Synthetic Fibers, Not Knit Rpo (doz)",315250.0,315220.0,both_years
6203430525,B Ovrls Syn Fib N-insltd Cl W Imp Prt Plyst  Rpo (doz),315250.0,315220.0,both_years
6203430550,B Sz 2-7 Ovrls Syn Fib N-insltd N-imp Prt Plys Rpo (doz),315250.0,315220.0,both_years
6203430590,B Ovrls Of Syn Fb N-insld N-imp Prt Plyst Nk  Rpo (doz),315250.0,315220.0,both_years
6203430910,"Men's Trouser & Breech Syn Fib Gt=36% Wool,  Rpo (doz)",315250.0,315220.0,both_years
6203430920,"Boys' Trouser & Breech Syn Fib Gt=36% Wool,  Rpo (doz)",315250.0,315220.0,both_years
6203430930,"M/b Shorts Of Syn Fibers Cont 36% More Wool, Rpo (doz)",315250.0,315220.0,both_years
6103292028,No description available,315250.0,315220.0,both_years
6103292030,No description available,315250.0,315220.0,both_years
6103292034,No description available,315250.0,315220.0,both_years
6103292036,No description available,315250.0,315220.0,both_years
6103292040,No description available,315250.0,315220.0,both_years
6103292044,No description available,315250.0,315220.0,both_years
6103292048,No description available,315250.0,315220.0,both_years
6103292052,No description available,315250.0,315220.0,both_years
6103292054,"M/b Ens Of Shirts Other Tex Mat Lt 70% Silk, Knit (doz)",315250.0,315220.0,both_years
6103292058,No description available,315250.0,315220.0,both_years
6103292060,No description available,315250.0,315220.0,both_years
6103292062,No description available,315250.0,315220.0,both_years
6103292064,No description available,315250.0,315220.0,both_years
6103292066,No description available,315250.0,315220.0,both_years
6103292068,No description available,315250.0,315220.0,both_years
6103292070,No description available,315250.0,315220.0,both_years
6103292074,No description available,315250.0,315220.0,both_years
6103292080,No description available,315250.0,315220.0,both_years
6103292082,M/b Ens Nesoi Of Oth Tex Mater Lt 70% Silk Knit (doz),315250.0,315220.0,both_years
6203431110,"Ski/snowboard Pants, Men/boys Water-resist Sy Rpo (doz)",315250.0,315220.0,both_years
6201202911,"Men's Anoraks Ski-jackets Etc Of Wool, N Kt  Rpo (doz)",315250.0,315220.0,both_years
6201202921,"Boys' Anoraks Ski-jackets Etc Of Wool, N Kt  Rpo (doz)",315250.0,315220.0,both_years
6203431190,Oth Wtr Res Trs Etc Syn Fib Lt 36% W/fah Nt K Rpo (doz),315250.0,315220.0,both_years
6203431310,"Men's Trousers & Breeches Of Oth Syn Fibers, Rpo (doz)",315250.0,315220.0,both_years
6203431315,"Boys' Trouser Etc Imprt Playsuit Pt Syn Fib,  Rpo (doz)",315250.0,315220.0,both_years
6203431320,"Boys' Trouser Etc Other Synthetic Fib, Not Kni Rpo (doz)",315250.0,315220.0,both_years
6203431330,"Men's Shorts Of Other Synthetic Fibers, Not K Rpo (doz)",315250.0,315220.0,both_years
6203431335,"Boys' Shorts Import Playsuit Pts Syn Fib,  Rpo (doz)",315250.0,315220.0,both_years
6203431340,"Boys' Shorts Not Import Playsuit Pt Syn Fib,  Rpo (doz)",315250.0,315220.0,both_years
6201203500,"M/b Padded Sleeveless Jackets Of Wool, Not K Nesoi (doz)",315250.0,315220.0,both_years
6114303020,"Boys' Sunsuits And Similar Apparel Of mmf, Knit (doz)",315250.0,315220.0,both_years
6114303042,M/b Coveralls Sim Appa; mmf; Knt; Gt=23%  Wool/fah (doz),315250.0,315220.0,both_years
6114303044,"M/b Coveralls And Similar Apparel Of mmf, Knit (doz)",315250.0,315220.0,both_years
6114303060,"M/b Other Garments Of Manmade Fibers, Knit (doz)",315250.0,315220.0,both_years
6201204011,"Men's Anoraks Ski-jackets Etc Of Wool, N Kt  Nesoi (doz)",315250.0,315220.0,both_years
6201204021,"Boys' Anoraks Ski-jackets Etc Of Wool, N Kt  Nesoi (doz)",315250.0,315220.0,both_years
6110110015,"Men's Sweaters Of  Wool, Knit (doz)",315250.0,315220.0,both_years
6110110025,"Boys' Sweaters  Wool, Knit Or Crocheted (doz)",315250.0,315220.0,both_years
6110110050,"M/b Vest (exc Sweater Vest) Of Wool, Knit (doz)",315250.0,315220.0,both_years
6110110070,"M/b Sweatshirts & Sim Art Of Wool, Knit Or Croch (doz)",315250.0,315220.0,both_years
6203434500,M/b Trousers Etc Of Syn Fib&gt;15% Down & Wfp  Nesoi (doz),315250.0,315220.0,both_years
6203435500,"Water Resis Overalls Syn Fibers, Not Knit  Nesoi (doz)",315250.0,315220.0,both_years
6203436005,"M Or B Overalls Of Synth Fibers, Insulated  Nesoi (doz)",315250.0,315220.0,both_years
6203436010,"Men's Overalls Of Synthetic Fibers, Not Knit Nesoi (doz)",315250.0,315220.0,both_years
6203436025,B Ovrls Syn Fib N-insltd Cl W Imp Prt Plyst  Nesoi (doz),315250.0,315220.0,both_years
6203436050,B Sz 2-7 Ovrls Syn Fib N-insltd N-imp Prt Pl Nesoi (doz),315250.0,315220.0,both_years
6203436090,B Ovrls Of Syn Fb N-insld N-imp Prt Plyst Nk Nesoi (doz),315250.0,315220.0,both_years
6101200010,"Men's Overcoats, Carcoats, Etc Of Cotton, Knit (doz)",315250.0,315220.0,both_years
6101200020,"Boys' Overcoats, Carcoats, Etc Of Cotton, Knit (doz)",315250.0,315220.0,both_years
6203436500,No description available,315250.0,315220.0,both_years
