iso3,HS_Section,impVal
GBR,13,321715772.0
GBR,14,1212560943.0
GBR,15,2300975110.0
GBR,16,16485195294.0
GBR,17,14222848016.0
GBR,18,3631174021.0
GBR,19,380704380.0
GBR,20,1181342505.0
GBR,21,7366216043.0
GEO,1,380998.0
GEO,2,887823.0
GEO,3,4320.0
GEO,4,18132924.0
GEO,5,8008750.0
GEO,6,8028726.0
GEO,7,1737044.0
GEO,8,164792.0
GEO,9,1934939.0
GEO,10,313268.0
GEO,11,5528248.0
GEO,12,235829.0
GEO,13,369391.0
GEO,14,113485.0
GEO,15,99117574.0
GEO,16,5091192.0
GEO,17,7097600.0
GEO,18,651390.0
GEO,20,476896.0
GEO,21,7138982.0
GHA,1,989536.0
GHA,2,41264558.0
GHA,3,7606760.0
GHA,4,221698003.0
GHA,5,752807947.0
GHA,6,4335342.0
GHA,7,28977021.0
GHA,8,90834.0
GHA,9,16714838.0
GHA,10,50621.0
GHA,11,40698078.0
GHA,12,605217.0
GHA,13,525493.0
GHA,14,1282547.0
GHA,15,32404086.0
GHA,16,557004.0
GHA,17,394415.0
GHA,18,181143.0
GHA,20,39162.0
GHA,21,20505881.0
GIB,8,350.0
GIB,10,2656.0
GIB,11,4043.0
GIB,12,9840.0
GIB,16,44615.0
GIB,17,145268.0
GIB,20,1735.0
GIB,21,222672.0
GIN,1,331020.0
GIN,2,276625.0
GIN,3,176237.0
GIN,4,1083558.0
GIN,6,2557.0
GIN,7,2033257.0
GIN,8,7830.0
GIN,10,25026.0
GIN,11,27107.0
GIN,12,2509.0
GIN,14,232039.0
GIN,15,207877.0
GIN,16,192322.0
GIN,17,639826.0
GIN,18,84966.0
GIN,19,60392.0
GIN,20,15421.0
GIN,21,781266.0
GLP,4,60208.0
GLP,6,2823.0
GLP,7,6872.0
GLP,8,44156.0
GLP,10,50088.0
GLP,11,44091.0
GLP,12,4769.0
GLP,13,6340.0
GLP,14,56695.0
GLP,15,472343.0
GLP,16,777308.0
GLP,17,6976.0
GLP,18,124689.0
GLP,20,90210.0
GLP,21,1680093.0
GMB,1,563189.0
GMB,2,59966.0
GMB,3,82076.0
GMB,4,9490.0
GMB,5,972134.0
GMB,6,69920.0
GMB,7,425.0
GMB,10,2222.0
GMB,11,2586.0
GMB,14,32500.0
GMB,15,9217.0
GMB,16,28967.0
GMB,18,79281.0
GMB,21,57924.0
GNB,8,5340.0
GNB,11,18895.0
GNB,16,2786.0
GNB,18,76797.0
GNB,20,8346.0
GNB,21,10684.0
GNQ,5,122837811.0
GNQ,12,648.0
GNQ,16,192542.0
GNQ,17,80000.0
GNQ,18,10000.0
GNQ,21,4519787.0
GRC,1,169072289.0
GRC,2,65476947.0
GRC,3,86300167.0
GRC,4,550417527.0
GRC,5,209963656.0
GRC,6,155910667.0
GRC,7,56968180.0
GRC,8,9043367.0
GRC,9,2519870.0
GRC,10,9990879.0
GRC,11,28630503.0
GRC,12,1711199.0
GRC,13,37717876.0
GRC,14,8413163.0
GRC,15,418864142.0
GRC,16,191145954.0
GRC,17,38910926.0
GRC,18,43095771.0
GRC,19,4130349.0
GRC,20,20126572.0
GRC,21,135200288.0
GRD,1,7022079.0
GRD,2,3709604.0
GRD,4,14872.0
GRD,6,2109.0
GRD,7,31848.0
GRD,8,11498.0
GRD,11,5984.0
GRD,12,1435.0
GRD,14,443719.0
GRD,15,1538920.0
GRD,16,111846.0
GRD,18,41294.0
GRD,20,400.0
GRD,21,1139210.0
GRL,1,30484198.0
GRL,4,871318.0
GRL,6,76309.0
GRL,7,26711.0
GRL,8,2430.0
GRL,14,32327.0
GRL,16,75713.0
GRL,17,5832.0
GRL,18,28270.0
GRL,20,3355.0
GRL,21,979018.0
GTM,1,10386197.0
GTM,2,2334844120.0
GTM,3,7271289.0
GTM,4,536547781.0
GTM,5,74358496.0
GTM,6,25753661.0
GTM,7,76167515.0
GTM,8,34209296.0
GTM,9,29030843.0
GTM,10,3292542.0
GTM,11,1623191368.0
GTM,12,41251537.0
GTM,13,1498395.0
GTM,14,12991013.0
GTM,15,46303821.0
GTM,16,66591506.0
GTM,17,714593.0
GTM,18,7749568.0
GTM,20,28195431.0
GTM,21,59543440.0
GUF,1,1535137.0
GUF,7,5585.0
GUF,11,613.0
GUF,15,190079.0
GUF,16,41650.0
GUF,18,13414.0
GUF,21,34651.0
GUY,1,19278584.0
GUY,2,978336.0
GUY,3,271189.0
GUY,4,25120552.0
GUY,5,5228251666.0
GUY,6,1242501.0
GUY,7,81536.0
GUY,8,3632.0
GUY,9,7367169.0
GUY,10,19618.0
GUY,11,1169.0
GUY,14,16207625.0
GUY,15,982051.0
GUY,16,2035284.0
GUY,17,340228.0
GUY,18,537869.0
GUY,20,105712.0
GUY,21,72663939.0
HKG,1,12386663.0
HKG,2,18653974.0
HKG,3,2073586.0
HKG,4,95389466.0
HKG,5,5049531.0
HKG,6,35264498.0
HKG,7,38675098.0
HKG,8,6795003.0
HKG,9,1869463.0
HKG,10,34161598.0
HKG,11,78570234.0
HKG,12,12656761.0
HKG,13,7375140.0
HKG,14,2318348277.0
HKG,15,38678002.0
HKG,16,354190590.0
HKG,17,17502788.0
HKG,18,51306454.0
HKG,19,2810270.0
HKG,20,115119794.0
HKG,21,2726023264.0
HMD,16,11149.0
HMD,21,2440.0
HND,1,100624521.0
HND,2,893655562.0
HND,3,2850841.0
HND,4,372612663.0
HND,5,25858075.0
HND,6,2752420.0
HND,7,63032424.0
HND,8,2026923.0
HND,9,11811221.0
HND,10,9141404.0
HND,11,2470301741.0
HND,12,387924.0
HND,13,7781557.0
HND,14,238282807.0
HND,15,71735127.0
HND,16,1100178526.0
HND,17,46979807.0
HND,18,1176966.0
HND,20,49627840.0
HND,21,61743372.0
HRV,1,2455655.0
HRV,2,4799650.0
HRV,3,793388.0
HRV,4,87026381.0
HRV,5,9706807.0
HRV,6,366162982.0
HRV,7,14284500.0
HRV,8,232782.0
HRV,9,5062407.0
HRV,10,932311.0
HRV,11,6867417.0
HRV,12,12445708.0
HRV,13,3115505.0
HRV,14,46838.0
HRV,15,14743349.0
HRV,16,314537492.0
HRV,17,17282324.0
HRV,18,10984171.0
HRV,19,103979305.0
HRV,20,11446502.0
HRV,21,13965363.0
HTI,1,304746.0
HTI,2,1863353.0
HTI,3,987339.0
HTI,4,7955882.0
HTI,5,38456.0
HTI,6,5890567.0
HTI,7,396106.0
HTI,8,247275.0
HTI,9,34131.0
HTI,10,239427.0
HTI,11,567124733.0
HTI,12,20098782.0
HTI,13,41910.0
HTI,14,161491.0
HTI,15,1350039.0
HTI,16,1347062.0
HTI,18,14749.0
HTI,20,4043361.0
HTI,21,4631376.0
HUN,1,35818540.0
HUN,2,15619463.0
HUN,3,22739686.0
HUN,4,12460276.0
HUN,5,854740.0
HUN,6,4644437707.0
HUN,7,245880061.0
HUN,8,8237875.0
HUN,9,6294925.0
HUN,10,24199689.0
HUN,11,54440861.0
HUN,12,27239280.0
HUN,13,70247014.0
HUN,14,11967801.0
HUN,15,167307867.0
HUN,16,4307241444.0
HUN,17,2109005584.0
HUN,18,385835611.0
HUN,19,28415759.0
HUN,20,120110290.0
HUN,21,405576982.0
IDN,1,1119058178.0
IDN,2,479309491.0
IDN,3,2068448072.0
IDN,4,1860018170.0
IDN,5,52653311.0
IDN,6,1114199185.0
IDN,7,2053110511.0
IDN,8,862862169.0
IDN,9,746546680.0
IDN,10,503893568.0
IDN,11,4524657373.0
IDN,12,2792259730.0
IDN,13,150810592.0
IDN,14,173600786.0
IDN,15,574914842.0
IDN,16,5901147023.0
IDN,17,331378766.0
IDN,18,453524215.0
IDN,19,175112.0
IDN,20,2088849194.0
IDN,21,233320916.0
IND,1,2080844811.0
IND,2,1907408955.0
IND,3,186646968.0
IND,4,1528239365.0
IND,5,3109286205.0
IND,6,17948198760.0
IND,7,2258613031.0
IND,8,726305758.0
IND,9,313887742.0
IND,10,573953051.0
IND,11,10212070371.0
IND,12,470354221.0
IND,13,1516649367.0
IND,14,11580430842.0
IND,15,5035983207.0
IND,16,20873049264.0
IND,17,3017618165.0
IND,18,845323649.0
IND,19,66953890.0
IND,20,1701521052.0
IND,21,1463109904.0
IOT,1,110377.0
IOT,7,1323.0
IOT,10,14422.0
IOT,12,680.0
IOT,14,35519.0
IOT,15,8503.0
IOT,16,277647.0
IOT,17,7569.0
IOT,21,6451.0
IRL,1,810171711.0
IRL,2,13423733.0
IRL,3,52012804.0
IRL,4,904595135.0
IRL,5,55505454.0
IRL,6,80566640974.0
IRL,7,322244074.0
IRL,8,701043.0
IRL,9,11160667.0
IRL,10,23399672.0
IRL,11,31780205.0
IRL,12,711724.0
IRL,13,20360519.0
IRL,14,58400016.0
IRL,15,59127359.0
IRL,16,3969564931.0
IRL,17,36992413.0
IRL,18,8853186522.0
IRL,19,2998007.0
IRL,20,35862769.0
IRL,21,7457413692.0
IRN,2,26356.0
IRN,4,1134105.0
IRN,6,5729.0
IRN,7,504.0
IRN,10,356716.0
IRN,11,1561.0
IRN,21,4693520.0
IRQ,2,228925.0
IRQ,3,56380.0
IRQ,4,1535138.0
IRQ,5,7376279085.0
IRQ,6,22101.0
IRQ,7,1025.0
IRQ,10,13598353.0
IRQ,11,51560.0
IRQ,12,1220.0
IRQ,13,6774.0
IRQ,14,8550.0
IRQ,15,26325.0
IRQ,16,754985.0
IRQ,18,68097.0
IRQ,20,900.0
IRQ,21,29635963.0
ISL,1,332961996.0
ISL,2,3237460.0
ISL,3,26631616.0
ISL,4,50214918.0
ISL,5,3925089.0
ISL,6,302313433.0
ISL,7,8882472.0
ISL,8,40373.0
ISL,9,20963.0
ISL,10,415000.0
ISL,11,502302.0
ISL,12,13472.0
ISL,13,159639.0
ISL,14,166228.0
ISL,15,32129703.0
ISL,16,25144185.0
ISL,17,529999.0
ISL,18,264558883.0
ISL,20,1193330.0
ISL,21,19585776.0
ISR,1,16712516.0
ISR,2,137929471.0
ISR,3,46390617.0
ISR,4,320787419.0
ISR,5,230412169.0
ISR,6,3122735985.0
ISR,7,701562704.0
ISR,8,5805820.0
ISR,9,3682379.0
ISR,10,76091910.0
ISR,11,281260052.0
ISR,12,28586314.0
ISR,13,49109368.0
ISR,14,4308556352.0
ISR,15,593836720.0
ISR,16,8368925427.0
ISR,17,457634229.0
ISR,18,2181794563.0
ISR,19,101690004.0
ISR,20,126964618.0
ISR,21,1063219973.0
ITA,1,746315225.0
ITA,2,476641713.0
ITA,3,1174380322.0
ITA,4,6206320808.0
ITA,5,1025782257.0
ITA,6,15680905358.0
ITA,7,1379437385.0
ITA,8,1855355146.0
ITA,9,174810517.0
ITA,10,456963697.0
ITA,11,2685092618.0
ITA,12,1999411721.0
ITA,13,1657861139.0
ITA,14,2381389493.0
ITA,15,3215954001.0
ITA,16,17868111866.0
ITA,17,7047711757.0
ITA,18,2538665781.0
ITA,19,465204306.0
ITA,20,2242728675.0
ITA,21,5087444406.0
JAM,1,14017562.0
JAM,2,56702997.0
JAM,3,790551.0
JAM,4,129257299.0
JAM,5,68136206.0
JAM,6,59877228.0
JAM,7,1365450.0
JAM,8,4597.0
JAM,9,108557.0
JAM,10,30133.0
JAM,11,339488.0
JAM,12,3978.0
JAM,13,3000.0
JAM,14,4181492.0
JAM,15,2449474.0
JAM,16,2176834.0
JAM,17,50206.0
JAM,18,357739.0
JAM,20,162954.0
JAM,21,21356834.0
JOR,1,1556044.0
JOR,2,8004452.0
JOR,3,2095198.0
JOR,4,36753066.0
JOR,5,66212.0
JOR,6,262130929.0
JOR,7,2127245.0
JOR,8,176302.0
JOR,9,88168.0
JOR,10,1469718.0
JOR,11,1881486520.0
JOR,12,178668.0
JOR,13,224719.0
JOR,14,944096643.0
JOR,15,9441939.0
JOR,16,121460955.0
JOR,17,7835073.0
JOR,18,674309.0
JOR,19,1111302.0
JOR,20,4351110.0
JOR,21,79548721.0
JPN,1,513062469.0
JPN,2,173698327.0
JPN,3,69162466.0
JPN,4,776513649.0
JPN,5,585766839.0
JPN,6,14614513599.0
JPN,7,4935665307.0
JPN,8,19444623.0
JPN,9,37367244.0
JPN,10,237546967.0
JPN,11,683026617.0
JPN,12,40047772.0
JPN,13,1051604147.0
JPN,14,292483111.0
JPN,15,5178346920.0
JPN,16,53995333710.0
JPN,17,51869529781.0
JPN,18,7690750063.0
JPN,19,151364547.0
JPN,20,1050482931.0
JPN,21,4242855534.0
KAZ,1,9467278.0
KAZ,2,7845507.0
KAZ,4,63002.0
KAZ,5,1310543886.0
KAZ,6,352437893.0
KAZ,7,2116217.0
KAZ,8,5749.0
KAZ,9,2694130.0
KAZ,10,378763.0
KAZ,11,330839.0
KAZ,12,175170.0
KAZ,13,455799.0
KAZ,14,303527457.0
KAZ,15,301468755.0
KAZ,16,2863329.0
KAZ,17,3407855.0
KAZ,18,4274182.0
KAZ,20,2515010.0
KAZ,21,26178599.0
KEN,1,3203236.0
KEN,2,100507765.0
KEN,3,5726690.0
KEN,4,9774987.0
KEN,5,16439730.0
KEN,6,9231197.0
KEN,7,192333.0
KEN,8,415457.0
KEN,9,369559.0
KEN,10,95488.0
KEN,11,533871699.0
KEN,12,3052427.0
KEN,13,294271.0
KEN,14,2248289.0
KEN,15,4216991.0
KEN,16,2995191.0
KEN,17,191270.0
KEN,18,1478008.0
KEN,20,5980355.0
KEN,21,37020185.0
KGZ,1,280187.0
KGZ,2,263488.0
KGZ,3,5488.0
KGZ,4,896856.0
KGZ,6,430098.0
KGZ,7,58732.0
KGZ,8,216556.0
KGZ,9,14291.0
KGZ,10,111751.0
KGZ,11,131734.0
KGZ,12,614390.0
KGZ,14,24468.0
KGZ,15,132966.0
KGZ,16,6063360.0
KGZ,17,3985803.0
KGZ,18,59090.0
KGZ,19,1646590.0
KGZ,20,1280849.0
KGZ,21,451673.0
KHM,1,32850963.0
KHM,2,11784756.0
KHM,4,93406509.0
KHM,5,67412.0
KHM,6,31408917.0
KHM,7,1170443372.0
KHM,8,1914077497.0
KHM,9,377868600.0
KHM,10,106678632.0
KHM,11,4025351988.0
KHM,12,951170840.0
KHM,13,34042078.0
KHM,14,42813794.0
KHM,15,114176451.0
KHM,16,1721124107.0
KHM,17,224963484.0
KHM,18,23936158.0
KHM,19,375785.0
KHM,20,1717674856.0
KHM,21,67590616.0
KIR,1,624181.0
KIR,2,40610.0
KIR,11,21570.0
KIR,16,36364.0
KIR,17,2856.0
KIR,20,16851.0
KIR,21,65730.0
KNA,1,259345.0
KNA,4,834288.0
KNA,7,115553.0
KNA,8,389.0
KNA,10,42770.0
KNA,11,48141.0
KNA,14,693201.0
KNA,15,209593.0
KNA,16,7060128.0
KNA,18,5372143.0
KNA,20,356214.0
KNA,21,4637477.0
KOR,1,167209677.0
KOR,2,165892065.0
KOR,3,113971106.0
KOR,4,1422499226.0
KOR,5,4888493036.0
KOR,6,11126795026.0
KOR,7,5665516935.0
KOR,8,38904473.0
KOR,9,12364488.0
KOR,10,770586881.0
KOR,11,1180727496.0
KOR,12,56178744.0
KOR,13,504111241.0
KOR,14,1012882307.0
KOR,15,8044762170.0
KOR,16,46156351069.0
KOR,17,45004766339.0
KOR,18,2137410038.0
KOR,19,89534043.0
KOR,20,858129084.0
KOR,21,2132101676.0
KWT,1,1076586.0
KWT,2,25645.0
KWT,4,319362.0
KWT,5,1589914811.0
KWT,6,1491128.0
KWT,7,213262.0
KWT,8,11004.0
KWT,10,55280.0
KWT,11,54182.0
KWT,12,6685.0
KWT,14,111435.0
KWT,15,4365428.0
KWT,16,1603003.0
KWT,17,3500.0
KWT,18,213249.0
KWT,20,8250.0
KWT,21,44132940.0
LAO,1,54360.0
LAO,2,360079.0
LAO,4,331842.0
LAO,5,21267285.0
LAO,6,18703916.0
LAO,7,2798562.0
LAO,8,105579.0
LAO,9,569822.0
LAO,10,171062.0
LAO,11,23191476.0
LAO,12,51955333.0
LAO,13,7575.0
LAO,14,5672242.0
LAO,15,59618.0
LAO,16,452408683.0
LAO,17,74200.0
LAO,18,140929290.0
LAO,20,80114216.0
LAO,21,4545015.0
LBN,1,184459.0
LBN,2,7758371.0
LBN,3,17421230.0
LBN,4,42089197.0
LBN,5,3000.0
LBN,6,64931658.0
LBN,7,636975.0
LBN,8,417291.0
LBN,9,1023185.0
LBN,10,1582380.0
LBN,11,12134214.0
LBN,12,51044.0
LBN,13,2739656.0
LBN,14,72246305.0
LBN,15,2809917.0
LBN,16,9254914.0
LBN,17,293332.0
LBN,18,8139908.0
LBN,19,493342.0
LBN,20,5211887.0
LBN,21,8149722.0
LBR,2,3417.0
LBR,3,768524.0
LBR,4,35707.0
LBR,5,2400.0
LBR,7,61902766.0
LBR,9,9579.0
LBR,10,121663.0
LBR,11,282853.0
LBR,14,7695252.0
LBR,15,10080.0
LBR,16,79775.0
LBR,18,249080.0
LBR,21,1368473.0
LBY,1,4963.0
LBY,2,322086.0
LBY,5,1463648457.0
LBY,6,111897.0
LBY,10,4000.0
LBY,11,1820.0
LBY,16,8823.0
LBY,17,5073.0
LBY,18,26862.0
LBY,20,7625.0
LBY,21,1420952.0
LCA,1,4560.0
LCA,2,1488056.0
LCA,4,861033.0
LCA,5,4500.0
LCA,6,4721.0
LCA,7,2534.0
LCA,11,2000.0
LCA,14,585588.0
LCA,15,1361024.0
LCA,16,512619.0
LCA,17,18773.0
LCA,18,23984.0
LCA,20,2572.0
LCA,21,2083956.0
LIE,5,55425.0
LIE,6,87615812.0
LIE,7,889436.0
LIE,8,2274.0
LIE,9,30623.0
LIE,10,34904.0
LIE,11,833808.0
LIE,12,1147.0
LIE,13,8352958.0
LIE,14,27842.0
LIE,15,69365350.0
LIE,16,22024169.0
LIE,17,11567859.0
LIE,18,33313416.0
LIE,20,2961884.0
LIE,21,6643613.0
LKA,1,31450769.0
LKA,2,107291123.0
LKA,3,34912899.0
LKA,4,83635110.0
LKA,5,1157287.0
LKA,6,63009180.0
LKA,7,338918290.0
LKA,8,3487202.0
LKA,9,1400399.0
LKA,10,13040512.0
LKA,11,1758343071.0
LKA,12,6610601.0
LKA,13,15927018.0
LKA,14,243796369.0
LKA,15,56675052.0
LKA,16,122416586.0
LKA,17,17369537.0
LKA,18,40867541.0
LKA,20,50932550.0
LKA,21,24344366.0
LSO,1,792639.0
LSO,2,33415.0
LSO,7,315.0
LSO,10,6304.0
LSO,11,151445947.0
LSO,12,2400.0
LSO,14,82855436.0
LSO,16,1086580.0
LSO,21,1034649.0
LTU,1,17244785.0
LTU,2,39350440.0
LTU,3,922642.0
LTU,4,25633291.0
LTU,5,502591458.0
LTU,6,609864400.0
LTU,7,60846012.0
LTU,8,201946.0
LTU,9,28183823.0
LTU,10,11788693.0
LTU,11,24180350.0
LTU,12,174483.0
LTU,13,6334077.0
LTU,14,1720644.0
LTU,15,81573609.0
LTU,16,173511434.0
LTU,17,9712311.0
LTU,18,153282630.0
LTU,19,4371138.0
LTU,20,210052959.0
LTU,21,50023067.0
LUX,1,294707.0
LUX,2,3412.0
LUX,4,4122625.0
LUX,6,26664152.0
LUX,7,44119378.0
LUX,8,35474.0
LUX,9,4778383.0
LUX,10,760636.0
LUX,11,59648559.0
LUX,12,4742.0
LUX,13,4869003.0
LUX,14,318863.0
LUX,15,277083404.0
LUX,16,81642245.0
LUX,17,31101752.0
LUX,18,12326967.0
LUX,20,622936.0
LUX,21,150228738.0
LVA,1,15100930.0
LVA,2,1787608.0
LVA,3,11180.0
LVA,4,99063399.0
LVA,5,17107039.0
LVA,6,5318648.0
LVA,7,1356171.0
LVA,8,84900.0
LVA,9,151035077.0
LVA,10,2978955.0
LVA,11,9923357.0
LVA,12,468028.0
LVA,13,27775503.0
LVA,14,120337.0
LVA,15,17191908.0
LVA,16,137054362.0
LVA,17,8561848.0
LVA,18,77783767.0
LVA,19,2554963.0
LVA,20,28499820.0
LVA,21,26947005.0
MAC,1,64800.0
MAC,2,402718.0
MAC,3,48070.0
MAC,4,1546820.0
MAC,6,8171015.0
MAC,7,398293.0
MAC,8,442743.0
MAC,9,8161.0
MAC,10,97163.0
MAC,11,41756029.0
MAC,12,9951878.0
MAC,13,210262.0
MAC,14,222787.0
MAC,15,2025016.0
MAC,16,3313765.0
MAC,17,97495.0
MAC,18,713523.0
MAC,19,4606.0
MAC,20,8227324.0
MAC,21,31090193.0
MAR,1,11178049.0
MAR,2,204529171.0
MAR,3,41928612.0
MAR,4,139730807.0
MAR,5,43890323.0
MAR,6,240339307.0
MAR,7,19518283.0
MAR,8,4076563.0
MAR,9,1664843.0
MAR,10,3368569.0
MAR,11,277404521.0
MAR,12,9088237.0
MAR,13,45018341.0
MAR,14,1216532.0
MAR,15,9324244.0
MAR,16,554308769.0
MAR,17,199283215.0
MAR,18,4406346.0
MAR,20,8114571.0
MAR,21,86495138.0
MCO,1,11424.0
MCO,2,110960.0
MCO,4,178283.0
MCO,6,28785191.0
MCO,7,233959.0
MCO,8,7834.0
MCO,10,7743.0
MCO,11,595387.0
MCO,12,7957.0
MCO,13,145137.0
MCO,14,5478191.0
MCO,15,33828.0
MCO,16,3457762.0
MCO,17,156504.0
MCO,18,182202.0
MCO,20,208851.0
MCO,21,7988451.0
MDA,1,222714.0
MDA,2,3031471.0
MDA,4,75565306.0
MDA,5,2392.0
MDA,6,5316730.0
MDA,7,9728304.0
MDA,8,5215327.0
MDA,9,349859.0
MDA,10,1012063.0
MDA,11,18523472.0
MDA,12,950163.0
MDA,13,113973.0
MDA,14,581137.0
MDA,15,1440480.0
MDA,16,10113280.0
MDA,17,198174.0
MDA,18,227183.0
MDA,20,1910313.0
MDA,21,1992826.0
MDG,1,396326.0
MDG,2,112022674.0
MDG,3,123674.0
MDG,4,7172220.0
MDG,5,67084854.0
MDG,6,8033316.0
MDG,7,214544.0
MDG,8,7080583.0
MDG,9,8062203.0
MDG,10,16432.0
MDG,11,355378142.0
MDG,12,835633.0
MDG,13,376227.0
MDG,14,63306187.0
MDG,15,92045152.0
MDG,16,148509.0
MDG,17,10386.0
MDG,18,143077.0
MDG,20,1845067.0
MDG,21,8920287.0
MDV,1,3386342.0
MDV,4,193692.0
MDV,6,18575.0
MDV,7,5298.0
MDV,8,6401.0
MDV,11,7576.0
MDV,16,51937.0
MDV,17,193406.0
MDV,18,2008.0
MDV,20,768.0
MDV,21,899286.0
MEX,1,4144216726.0
MEX,2,21869865451.0
MEX,3,645823485.0
MEX,4,22534729439.0
MEX,5,16918513986.0
MEX,6,7274194277.0
MEX,7,12760927568.0
MEX,8,354752464.0
MEX,9,736374162.0
MEX,10,2173475132.0
MEX,11,5231476241.0
MEX,12,1211928476.0
MEX,13,4331091355.0
MEX,14,5840557116.0
MEX,15,17543223304.0
MEX,16,192576299666.0
MEX,17,139084145505.0
MEX,18,23014180897.0
MEX,19,84402475.0
MEX,20,15386656462.0
MEX,21,12133764396.0
MHL,1,17538967.0
MHL,4,4550.0
MHL,5,22743.0
MHL,6,28886.0
MHL,7,213053.0
MHL,8,5300.0
MHL,9,34100.0
MHL,11,71065.0
MHL,12,18218.0
MHL,13,63004.0
MHL,14,16950.0
MHL,15,271797.0
MHL,16,140139.0
MHL,17,8000.0
MHL,18,7140.0
MHL,20,154953.0
MHL,21,1850098.0
MKD,1,413769.0
MKD,2,2805706.0
MKD,3,24107.0
MKD,4,31374179.0
MKD,5,83752.0
MKD,6,499976.0
MKD,7,1596281.0
MKD,8,4481.0
MKD,9,15677.0
MKD,10,156991.0
MKD,11,3925732.0
MKD,12,113229.0
MKD,13,876063.0
MKD,14,10250.0
MKD,15,2091650.0
MKD,16,35032034.0
MKD,17,68420432.0
MKD,18,668185.0
MKD,19,5429441.0
MKD,20,15859090.0
MKD,21,4309768.0
MLI,1,4000.0
MLI,2,2950666.0
MLI,3,15032.0
MLI,4,94000.0
MLI,6,109788.0
MLI,7,25862.0
MLI,8,21026.0
MLI,9,3000.0
MLI,10,106432.0
MLI,11,58019.0
MLI,12,3059.0
MLI,14,12025.0
MLI,16,711587.0
MLI,17,152681.0
MLI,18,419372.0
MLI,20,54541.0
MLI,21,759188.0
MLT,1,163708.0
MLT,2,109530.0
MLT,4,11643.0
MLT,6,14604969.0
MLT,7,15768741.0
MLT,8,18518.0
MLT,9,161196.0
MLT,10,2457737.0
MLT,11,4123152.0
MLT,12,13788.0
MLT,13,437803.0
MLT,14,148405.0
MLT,15,970278.0
MLT,16,155695483.0
MLT,17,3960213.0
MLT,18,3279086.0
MLT,20,2635290.0
MLT,21,15886854.0
MMR,1,41884314.0
MMR,2,4026959.0
MMR,4,1868264.0
MMR,6,29694.0
MMR,7,21781511.0
MMR,8,145471317.0
MMR,9,1834730.0
MMR,10,366226.0
MMR,11,253990144.0
MMR,12,75367412.0
MMR,13,169184.0
MMR,14,11972588.0
MMR,15,2623744.0
MMR,16,50613637.0
MMR,17,2990946.0
MMR,18,20703592.0
MMR,19,125093.0
MMR,20,19591988.0
MMR,21,1049602.0
MNE,2,66355.0
MNE,4,4476794.0
MNE,6,315156.0
MNE,7,125301.0
MNE,8,62400.0
MNE,9,199108.0
MNE,10,85467.0
MNE,11,7109.0
MNE,13,15544.0
MNE,15,246219.0
MNE,16,6147312.0
MNE,17,854922.0
MNE,18,338418.0
MNE,20,165589.0
MNE,21,2276612.0
MNG,1,310782.0
MNG,2,14398987.0
MNG,4,70241.0
MNG,5,708935.0
MNG,6,8632.0
MNG,7,810295.0
MNG,8,40052.0
MNG,10,7063.0
MNG,11,3995518.0
MNG,12,63288.0
MNG,14,25229.0
MNG,15,21724.0
MNG,16,626270.0
MNG,17,2109963.0
MNG,18,30750.0
MNG,20,291558.0
MNG,21,3458153.0
MOZ,1,451962.0
MOZ,2,910795.0
MOZ,4,29872899.0
MOZ,5,54511791.0
MOZ,6,262292.0
MOZ,7,439.0
MOZ,8,3921.0
MOZ,9,167373.0
MOZ,10,682787.0
MOZ,11,19343.0
MOZ,12,7563.0
MOZ,14,124137725.0
MOZ,15,1170342.0
MOZ,16,788882.0
MOZ,17,198806.0
MOZ,18,566629.0
MOZ,20,100682.0
MOZ,21,2216358.0
MRT,1,444150.0
MRT,2,14040.0
MRT,4,418784.0
MRT,6,15756.0
MRT,7,6040.0
MRT,8,7784.0
MRT,10,704533.0
MRT,11,159360.0
MRT,12,10169.0
MRT,13,4168.0
MRT,14,12342.0
MRT,16,697848.0
MRT,18,7718.0
MRT,20,31200.0
MRT,21,321006.0
MSR,5,95538.0
MSR,6,4851.0
MSR,7,34546.0
MSR,12,2916.0
MSR,14,7263.0
MSR,15,93514.0
MSR,16,5132787.0
MSR,17,63081.0
MSR,18,46309.0
MSR,20,74062.0
MSR,21,76927.0
MTQ,4,1016768.0
MTQ,7,90191.0
MTQ,8,2232.0
MTQ,9,12424.0
MTQ,10,12088.0
MTQ,11,252.0
MTQ,12,1770.0
MTQ,14,142894.0
MTQ,16,14104.0
MTQ,18,52245.0
MTQ,20,1430.0
MTQ,21,1461360.0
MUS,1,89662934.0
MUS,2,455752.0
MUS,4,48198405.0
MUS,5,76074.0
MUS,6,3384377.0
MUS,7,56768.0
MUS,8,4500919.0
MUS,9,215620.0
MUS,10,486817.0
MUS,11,40571103.0
MUS,12,1136.0
MUS,13,10079.0
MUS,14,27560914.0
MUS,15,55482.0
MUS,16,5420169.0
MUS,18,6700630.0
MUS,20,1871079.0
MUS,21,5291653.0
MWI,2,14898274.0
MWI,3,132608.0
MWI,4,25592890.0
MWI,6,2400.0
MWI,7,26743.0
MWI,8,6632.0
MWI,9,135654.0
MWI,10,4750.0
MWI,11,46562.0
MWI,14,5687.0
MWI,16,79176.0
MWI,18,14743.0
MWI,20,23193.0
MWI,21,85298.0
MYS,1,17513238.0
MYS,2,12060344.0
MYS,3,470968510.0
MYS,4,611834889.0
MYS,5,67220676.0
MYS,6,770505341.0
MYS,7,2156173436.0
MYS,8,6113781.0
