iso3,HS4,impVal
AFG,8433,4822.0
AFG,8471,6919.0
AFG,8484,45099.0
AFG,8501,6081.0
AFG,8504,20000.0
AFG,8515,4594.0
AFG,8517,19714.0
AFG,8526,13500.0
AFG,8536,6224.0
AFG,8537,2970.0
AFG,8538,3052.0
AFG,8544,34636.0
AFG,9027,8634.0
AFG,9032,5459.0
AFG,9401,81012.0
AFG,9404,2340.0
AFG,9405,351.0
AFG,9506,7622.0
AFG,9703,8500.0
AFG,9705,388127.0
AFG,9706,601827.0
AFG,9801,487897.0
AFG,9802,2040.0
AFG,9999,477113.0
AGO,901,69550.0
AGO,1604,4500.0
AGO,1605,55849.0
AGO,2709,1659696026.0
AGO,2710,59121164.0
AGO,2711,30084142.0
AGO,2804,4151880.0
AGO,4401,6160.0
AGO,4407,197119.0
AGO,4901,3619.0
AGO,6210,900.0
AGO,6802,38522.0
AGO,7102,100679357.0
AGO,7201,11327661.0
AGO,7202,285000.0
AGO,7317,3402592.0
AGO,7326,32576.0
AGO,8708,82549.0
AIA,2204,235930.0
AIA,3303,53405.0
AIA,3924,346.0
AIA,3925,495.0
AIA,3926,68017.0
AIA,4202,1154.0
AIA,6117,535.0
AIA,6302,1248.0
AIA,6304,808.0
AIA,6402,1726.0
AIA,6403,54835.0
AIA,6404,106922.0
AIA,6815,28298.0
AIA,6910,27030.0
AIA,7112,86640.0
AIA,7204,5598.0
AIA,7404,46830.0
AIA,7602,8734.0
AIA,8409,108000.0
AIA,8479,3666.0
AIA,8501,2505.0
AIA,8507,19824.0
AIA,8549,33715.0
AIA,9403,13340.0
AIA,9405,2000.0
AIA,9701,8077.0
AIA,9801,207023.0
AIA,9999,63897.0
ALB,302,887568.0
ALB,306,394565.0
ALB,403,8749.0
ALB,406,1174172.0
ALB,409,24790.0
ALB,712,768177.0
ALB,713,86826.0
ALB,714,11530.0
ALB,802,13708.0
ALB,813,26654.0
ALB,814,60404.0
ALB,901,146530.0
ALB,909,237301.0
ALB,910,556063.0
ALB,1006,55953.0
ALB,1101,11510.0
ALB,1102,12980.0
ALB,1106,164135.0
ALB,1211,17518062.0
ALB,1212,3422.0
ALB,1214,20013.0
ALB,1302,36420.0
ALB,1509,1157863.0
ALB,1512,79696.0
ALB,1515,6016.0
ALB,1704,24774.0
ALB,1806,42169.0
ALB,1902,24674.0
ALB,1905,191684.0
ALB,2001,90950.0
ALB,2004,17981.0
ALB,2005,421815.0
ALB,2007,84773.0
ALB,2008,13005.0
ALB,2009,82051.0
ALB,2101,21691.0
ALB,2103,3004.0
ALB,2104,28827.0
ALB,2106,53516.0
ALB,2201,95086.0
ALB,2202,561952.0
ALB,2204,23178.0
ALB,2208,73656.0
ALB,2401,1092972.0
ALB,2501,2355.0
ALB,2515,2112.0
ALB,2610,32148.0
ALB,3102,508679.0
ALB,3208,142813.0
ALB,3209,7004.0
ALB,3301,3767096.0
ALB,3303,5556.0
ALB,3401,15215.0
ALB,3824,2077.0
ALB,3916,3976.0
ALB,3920,187026.0
ALB,3923,8893.0
ALB,3925,614373.0
ALB,3926,53157.0
ALB,4009,107325.0
ALB,4016,31486.0
ALB,4201,976.0
ALB,4202,627650.0
ALB,4203,140505.0
ALB,4409,3800.0
ALB,4418,7761.0
ALB,4419,143293.0
ALB,4817,4768.0
ALB,4818,2078545.0
ALB,4819,630613.0
ALB,4901,29615.0
ALB,4911,5400.0
ALB,5309,1629.0
ALB,5702,300.0
ALB,6101,110739.0
ALB,6102,99709.0
ALB,6103,189355.0
ALB,6104,798067.0
ALB,6105,216362.0
ALB,6106,66414.0
ALB,6107,30506.0
ALB,6108,288897.0
ALB,6109,411132.0
ALB,6110,599515.0
ALB,6111,50091.0
ALB,6112,494205.0
ALB,6113,606.0
ALB,6114,131611.0
ALB,6115,80666.0
ALB,6117,2793.0
ALB,6201,866959.0
ALB,6202,1478330.0
ALB,6203,468502.0
ALB,6204,1676130.0
ALB,6205,1479730.0
ALB,6206,482580.0
ALB,6207,6285.0
ALB,6209,2506.0
ALB,6210,373041.0
ALB,6211,316228.0
ALB,6212,243317.0
ALB,6215,601.0
ALB,6217,14324.0
ALB,6302,6786.0
ALB,6304,7477.0
ALB,6305,27515.0
ALB,6307,72663.0
ALB,6309,1483.0
ALB,6401,8938.0
ALB,6402,36673.0
ALB,6403,1248395.0
ALB,6404,817083.0
ALB,6406,5502.0
ALB,6505,7243.0
ALB,6506,7560.0
ALB,6601,35080.0
ALB,6603,714.0
ALB,6802,11025.0
ALB,6811,3200.0
ALB,6902,20281.0
ALB,7007,73211.0
ALB,7112,91393.0
ALB,7113,99859.0
ALB,7202,64719108.0
ALB,7308,264076.0
ALB,7314,200385.0
ALB,7323,8019.0
ALB,7326,294099.0
ALB,7604,106710.0
ALB,7610,5469133.0
ALB,7615,2987.0
ALB,7616,9954.0
ALB,7907,2089.0
ALB,8105,6450.0
ALB,8302,14517.0
ALB,8308,2331.0
ALB,8412,16778.0
ALB,8413,11620.0
ALB,8414,28462.0
ALB,8415,7000.0
ALB,8431,10964.0
ALB,8455,2200.0
ALB,8471,3936.0
ALB,8473,2701.0
ALB,8474,22648.0
ALB,8477,62477.0
ALB,8479,20006.0
ALB,8481,18883.0
ALB,8483,3219.0
ALB,8487,2041.0
ALB,8501,37870.0
ALB,8504,4559.0
ALB,8507,81435.0
ALB,8511,7800.0
ALB,8512,22106.0
ALB,8516,251013.0
ALB,8517,72685.0
ALB,8518,2308.0
ALB,8526,17095.0
ALB,8531,99748.0
ALB,8537,42934.0
ALB,8542,89391.0
ALB,8543,4350.0
ALB,8544,841465.0
ALB,8703,32500.0
ALB,8708,732493.0
ALB,8903,480000.0
ALB,8906,3718.0
ALB,9007,2910.0
ALB,9015,3226.0
ALB,9018,38385.0
ALB,9401,1779847.0
ALB,9403,579205.0
ALB,9404,687535.0
ALB,9406,81461.0
ALB,9614,80459.0
ALB,9615,6703.0
ALB,9702,26770.0
ALB,9703,54128.0
ALB,9705,134780.0
ALB,9801,469414.0
ALB,9999,1061030.0
AND,1905,2912.0
AND,3905,584.0
AND,3923,10270.0
AND,3926,8816.0
AND,4202,1425.0
AND,4911,225003.0
AND,5909,511.0
AND,6704,2925.0
AND,7108,11165.0
AND,7118,115500.0
AND,7326,176469.0
AND,8207,4500.0
AND,8302,3976.0
AND,8411,8506.0
AND,8431,3171.0
AND,8455,2488.0
AND,8466,6838.0
AND,8483,17086.0
AND,8504,20000.0
AND,8506,27334.0
AND,8517,16798.0
AND,8523,1162638.0
AND,8526,2500.0
AND,8533,7791.0
AND,8542,290176.0
AND,8708,3723.0
AND,8711,13633.0
AND,8712,2856.0
AND,9005,7506.0
AND,9018,94460.0
AND,9021,44301.0
AND,9027,4879.0
AND,9030,6000.0
AND,9032,20000.0
AND,9104,17450.0
AND,9113,16296.0
AND,9205,231786.0
AND,9402,30176.0
AND,9503,153844.0
AND,9504,257283.0
AND,9701,207517.0
AND,9702,24744.0
AND,9706,4926.0
AND,9801,61938.0
AND,9999,36549.0
ARE,101,108451.0
ARE,106,26040.0
ARE,303,96921.0
ARE,304,1044920.0
ARE,305,401564.0
ARE,306,3741169.0
ARE,401,227260.0
ARE,402,1078876.0
ARE,403,90225.0
ARE,405,336092.0
ARE,406,89850.0
ARE,409,482169.0
ARE,603,40485.0
ARE,604,482339.0
ARE,712,186532.0
ARE,713,4925124.0
ARE,801,837984.0
ARE,802,6474.0
ARE,804,2621744.0
ARE,805,48825.0
ARE,813,196892.0
ARE,901,528462.0
ARE,902,21078947.0
ARE,904,1341805.0
ARE,906,19640.0
ARE,907,105035.0
ARE,908,15788.0
ARE,909,608569.0
ARE,910,7164359.0
ARE,1006,1279827.0
ARE,1101,10824033.0
ARE,1102,1835538.0
ARE,1103,97228.0
ARE,1104,3400.0
ARE,1106,2203593.0
ARE,1211,88276.0
ARE,1212,705054.0
ARE,1302,26700.0
ARE,1404,12948.0
ARE,1504,291460.0
ARE,1509,117424.0
ARE,1510,241574.0
ARE,1513,11539.0
ARE,1514,16562696.0
ARE,1515,417843.0
ARE,1516,153268.0
ARE,1517,236755.0
ARE,1701,20533.0
ARE,1702,2360543.0
ARE,1704,391296.0
ARE,1805,5900.0
ARE,1806,1234032.0
ARE,1901,125428.0
ARE,1902,419959.0
ARE,1905,12380164.0
ARE,2002,36211.0
ARE,2004,15124.0
ARE,2005,5347325.0
ARE,2007,5298902.0
ARE,2008,1798442.0
ARE,2009,366975.0
ARE,2101,99138.0
ARE,2103,416492.0
ARE,2104,28860.0
ARE,2105,661620.0
ARE,2106,1317509.0
ARE,2201,17575.0
ARE,2202,4198053.0
ARE,2208,75874.0
ARE,2402,3394722.0
ARE,2403,19140210.0
ARE,2404,402240.0
ARE,2501,1601440.0
ARE,2513,2619.0
ARE,2523,75764261.0
ARE,2620,825581.0
ARE,2709,1165209940.0
ARE,2710,574009342.0
ARE,2711,193992.0
ARE,2712,14205.0
ARE,2804,146686.0
ARE,2815,104710.0
ARE,2826,71338.0
ARE,2844,9114.0
ARE,2903,13655990.0
ARE,2905,169026.0
ARE,2906,6333.0
ARE,2908,85110.0
ARE,2909,580297.0
ARE,2915,308670.0
ARE,2916,260000.0
ARE,2921,171834.0
ARE,2922,1239285.0
ARE,2923,161975.0
ARE,2928,20865.0
ARE,2930,397290.0
ARE,2933,420539.0
ARE,2936,2700.0
ARE,2937,1105200.0
ARE,2940,3154.0
ARE,3001,6884.0
ARE,3003,162593.0
ARE,3004,2019449.0
ARE,3101,97863.0
ARE,3102,52338248.0
ARE,3104,48263.0
ARE,3105,524019.0
ARE,3206,101844.0
ARE,3208,53916.0
ARE,3211,620036.0
ARE,3212,6000.0
ARE,3214,1124031.0
ARE,3301,1228267.0
ARE,3302,1124272.0
ARE,3303,606300379.0
ARE,3304,11082378.0
ARE,3305,11027145.0
ARE,3306,1549820.0
ARE,3307,4030332.0
ARE,3401,16167296.0
ARE,3402,8731742.0
ARE,3403,170149.0
ARE,3404,45407.0
ARE,3405,2640.0
ARE,3406,20555.0
ARE,3505,47639.0
ARE,3506,44932.0
ARE,3507,15725.0
ARE,3606,263472.0
ARE,3801,20323.0
ARE,3804,23066.0
ARE,3811,632531.0
ARE,3812,122505.0
ARE,3813,4000.0
ARE,3814,4507.0
ARE,3815,2051665.0
ARE,3816,15600.0
ARE,3822,3379.0
ARE,3824,4665570.0
ARE,3827,146520.0
ARE,3901,625915.0
ARE,3902,3268694.0
ARE,3903,3100.0
ARE,3905,1254954.0
ARE,3906,1128026.0
ARE,3907,2556645.0
ARE,3908,27804.0
ARE,3909,1472593.0
ARE,3910,94752.0
ARE,3911,1143.0
ARE,3913,68560.0
ARE,3915,131140.0
ARE,3916,9157.0
ARE,3917,11388419.0
ARE,3918,1807030.0
ARE,3919,26739.0
ARE,3920,28456968.0
ARE,3921,11921282.0
ARE,3922,23506.0
ARE,3923,11090374.0
ARE,3924,8416976.0
ARE,3925,2585002.0
ARE,3926,2956321.0
ARE,4005,56207.0
ARE,4008,3818605.0
ARE,4009,167307.0
ARE,4010,391006.0
ARE,4011,8341.0
ARE,4012,163532.0
ARE,4015,3228.0
ARE,4016,1223026.0
ARE,4017,246054.0
ARE,4107,1636.0
ARE,4112,16142.0
ARE,4201,19455.0
ARE,4202,493701.0
ARE,4203,23045.0
ARE,4205,2403.0
ARE,4303,13097.0
ARE,4407,52966.0
ARE,4410,18408.0
ARE,4411,13494.0
ARE,4412,154409.0
ARE,4414,6425.0
ARE,4415,4264.0
ARE,4418,36422.0
ARE,4420,281136.0
ARE,4602,1375331.0
ARE,4802,53196842.0
ARE,4803,17019576.0
ARE,4804,52344.0
ARE,4805,1075473.0
ARE,4806,223823.0
ARE,4808,15332.0
ARE,4810,22974.0
ARE,4811,113607.0
ARE,4813,266414.0
ARE,4814,11022.0
ARE,4817,7363164.0
ARE,4818,67642.0
ARE,4819,7737661.0
ARE,4820,354736.0
ARE,4821,147108.0
ARE,4823,2691836.0
ARE,4901,7543658.0
ARE,4903,105492.0
ARE,4905,9473.0
ARE,4906,11988.0
ARE,4909,7106.0
ARE,4911,142243.0
ARE,5007,15583.0
ARE,5201,653.0
ARE,5209,14047.0
ARE,5211,2940.0
ARE,5309,3887.0
ARE,5402,12479.0
ARE,5404,8493130.0
ARE,5407,29169.0
ARE,5512,4856.0
ARE,5516,1125.0
ARE,5603,7056.0
ARE,5604,1198581.0
ARE,5607,177933.0
ARE,5701,185556.0
ARE,5702,99488.0
ARE,5703,18364227.0
ARE,5704,1300331.0
ARE,5705,21372.0
ARE,5804,3592.0
ARE,5805,167415.0
ARE,5806,29422.0
ARE,5807,422.0
ARE,5810,440.0
ARE,5903,42917.0
ARE,5907,26216864.0
ARE,5909,114125.0
ARE,6006,600.0
ARE,6101,94670.0
ARE,6102,2215.0
ARE,6103,20670.0
ARE,6104,154772.0
ARE,6105,51367.0
ARE,6106,6710.0
ARE,6107,1140.0
ARE,6108,1605.0
ARE,6109,510060.0
ARE,6110,163831.0
ARE,6111,64985.0
ARE,6112,18296.0
ARE,6113,653.0
ARE,6114,9701.0
ARE,6115,46399.0
ARE,6117,21306.0
ARE,6201,3261893.0
ARE,6202,237031.0
ARE,6203,3836055.0
ARE,6204,2678153.0
ARE,6205,36690.0
ARE,6206,91709.0
ARE,6207,26148.0
ARE,6208,19874.0
ARE,6209,4504.0
ARE,6210,912.0
ARE,6211,377208.0
ARE,6212,1872.0
ARE,6214,120184.0
ARE,6301,13160.0
ARE,6302,55378.0
ARE,6303,205318.0
ARE,6304,3425.0
ARE,6305,8183.0
ARE,6306,4864.0
ARE,6307,1740285.0
ARE,6309,358752.0
ARE,6310,809676.0
ARE,6401,8525.0
ARE,6402,1340875.0
ARE,6403,2778327.0
ARE,6404,4045594.0
ARE,6405,354205.0
ARE,6505,90700.0
ARE,6506,462.0
ARE,6601,345.0
ARE,6702,263000.0
ARE,6703,5727.0
ARE,6704,194265.0
ARE,6802,576630.0
ARE,6804,16690.0
ARE,6806,1077824.0
ARE,6807,65807149.0
ARE,6809,10000.0
ARE,6810,1976029.0
ARE,6811,49305.0
ARE,6813,9642.0
ARE,6815,1300729.0
ARE,6901,66486.0
ARE,6902,2111.0
ARE,6904,22920.0
ARE,6905,21546.0
ARE,6907,1873362.0
ARE,6910,3756024.0
ARE,6911,2011329.0
ARE,6912,169105.0
ARE,6913,47309.0
ARE,6914,10352.0
ARE,7005,3315633.0
ARE,7006,41266.0
ARE,7007,1108816.0
ARE,7008,2130730.0
ARE,7009,87498.0
ARE,7010,32487707.0
ARE,7013,2342165.0
ARE,7018,42769.0
ARE,7019,1881505.0
ARE,7020,62776.0
ARE,7101,116356.0
ARE,7102,97176496.0
ARE,7103,12251154.0
ARE,7104,2497300.0
ARE,7108,52420.0
ARE,7110,950066.0
ARE,7112,1559052.0
ARE,7113,70741190.0
ARE,7114,2246.0
ARE,7115,166753480.0
ARE,7116,63217.0
ARE,7117,151030.0
ARE,7118,1859327.0
ARE,7210,65167835.0
ARE,7212,28271051.0
ARE,7214,12581329.0
ARE,7216,40366036.0
ARE,7217,1658636.0
ARE,7218,19657.0
ARE,7219,65094.0
ARE,7222,17330341.0
ARE,7223,3296210.0
ARE,7225,421350.0
ARE,7301,8731174.0
ARE,7302,6000.0
ARE,7304,1095628.0
ARE,7305,1185229.0
ARE,7306,141612004.0
ARE,7307,2436675.0
ARE,7308,340412985.0
ARE,7309,413005.0
ARE,7310,2500.0
ARE,7311,11103786.0
ARE,7312,900939.0
ARE,7314,343871.0
ARE,7315,5588.0
ARE,7316,45215.0
ARE,7317,9181896.0
ARE,7318,21080744.0
ARE,7320,86598.0
ARE,7321,20809.0
ARE,7322,6500.0
ARE,7323,614228.0
ARE,7324,64384.0
ARE,7325,74382.0
ARE,7326,1908438.0
ARE,7407,1026879.0
ARE,7408,15498192.0
ARE,7409,21561.0
ARE,7411,4200.0
ARE,7413,4804.0
ARE,7419,43286.0
ARE,7503,660615.0
ARE,7601,1134814156.0
ARE,7602,284116.0
ARE,7603,2244.0
ARE,7604,3096192.0
ARE,7605,52826.0
ARE,7606,8697116.0
ARE,7607,234860.0
ARE,7608,306266.0
ARE,7610,40516507.0
ARE,7612,605766.0
ARE,7615,1580949.0
ARE,7616,4336778.0
ARE,7901,56800.0
ARE,8007,5764.0
ARE,8101,104909.0
ARE,8104,89112.0
ARE,8108,625277.0
ARE,8202,9375.0
ARE,8203,105593.0
ARE,8204,22956.0
ARE,8205,105944.0
ARE,8207,1678006.0
ARE,8210,55545.0
ARE,8211,354469.0
ARE,8212,352083.0
ARE,8213,22129.0
ARE,8215,9097.0
ARE,8301,93650.0
ARE,8302,2097809.0
ARE,8306,39308.0
ARE,8307,9561.0
ARE,8308,423040.0
ARE,8309,33637194.0
ARE,8310,11435.0
ARE,8402,567051.0
ARE,8406,13618.0
ARE,8407,4401779.0
ARE,8408,96713.0
ARE,8409,295740.0
ARE,8411,26687068.0
ARE,8412,9604068.0
ARE,8413,6831564.0
ARE,8414,61216329.0
ARE,8415,33198046.0
ARE,8416,985529.0
ARE,8417,897513.0
ARE,8418,10224489.0
ARE,8419,44145957.0
ARE,8420,6200.0
ARE,8421,26388769.0
ARE,8422,807598.0
ARE,8423,3267.0
ARE,8424,1688916.0
ARE,8425,314922.0
ARE,8427,347094.0
ARE,8428,634773.0
ARE,8429,14000.0
ARE,8431,14128484.0
ARE,8438,63021.0
ARE,8442,38459.0
ARE,8443,3634497.0
ARE,8444,40460.0
ARE,8450,15830.0
ARE,8451,26196.0
ARE,8455,78000.0
ARE,8456,56460.0
ARE,8459,379320.0
ARE,8462,505924.0
ARE,8463,40000.0
ARE,8465,8000.0
ARE,8466,400673.0
ARE,8467,209670.0
ARE,8471,51304149.0
ARE,8472,19290.0
ARE,8473,529218.0
ARE,8474,10967284.0
ARE,8477,216305.0
ARE,8478,320000.0
ARE,8479,9687683.0
ARE,8480,281753.0
ARE,8481,25454580.0
ARE,8482,43696.0
ARE,8483,8402333.0
ARE,8484,297595.0
ARE,8485,2950.0
ARE,8486,5000.0
ARE,8487,9777.0
ARE,8501,10843990.0
ARE,8502,5918901.0
ARE,8503,493478.0
ARE,8504,1067416.0
ARE,8505,106728.0
ARE,8506,31570.0
ARE,8507,29340811.0
ARE,8508,90000.0
ARE,8509,60822.0
ARE,8510,148140.0
ARE,8511,24841472.0
ARE,8512,41462.0
ARE,8513,3206.0
ARE,8514,3468.0
ARE,8515,36092.0
ARE,8516,67172.0
ARE,8517,12554553.0
ARE,8518,640199.0
ARE,8519,2500.0
ARE,8523,3912557.0
ARE,8524,8900.0
ARE,8525,2857379.0
ARE,8526,49476.0
ARE,8527,23970.0
ARE,8528,92878.0
ARE,8529,15230.0
ARE,8531,561815.0
ARE,8532,855123.0
ARE,8533,22350.0
ARE,8534,71309.0
ARE,8536,108883120.0
ARE,8537,435966.0
ARE,8538,171859.0
ARE,8539,8000.0
ARE,8541,6304464.0
ARE,8542,448215.0
ARE,8543,677612.0
ARE,8544,10149618.0
ARE,8546,16010.0
ARE,8547,118608.0
ARE,8549,1168706.0
ARE,8607,1190161.0
ARE,8609,1374642.0
ARE,8703,309734.0
ARE,8708,49604394.0
ARE,8711,9254.0
ARE,8714,143034.0
ARE,8715,8168.0
ARE,8716,283610.0
ARE,8805,4137173.0
ARE,8806,17895.0
ARE,8807,26949729.0
ARE,8903,15699438.0
ARE,8907,15925.0
ARE,9002,13635.0
ARE,9004,2886.0
ARE,9005,2565.0
ARE,9006,16356.0
ARE,9007,5000.0
ARE,9010,63009.0
ARE,9012,180000.0
ARE,9013,43474.0
ARE,9014,93481.0
ARE,9015,5453099.0
ARE,9018,6687222.0
ARE,9019,55246.0
ARE,9020,968073.0
ARE,9021,50368.0
ARE,9022,199085.0
ARE,9023,911798.0
ARE,9024,39034.0
ARE,9025,6230.0
ARE,9026,283972.0
ARE,9027,262946.0
ARE,9029,5585.0
ARE,9030,440384.0
ARE,9031,1063675.0
ARE,9032,3516858.0
ARE,9033,180921.0
ARE,9101,761439.0
ARE,9102,758358.0
ARE,9104,9439.0
ARE,9106,39250.0
ARE,9202,30624.0
ARE,9301,210000.0
ARE,9307,19351.0
ARE,9401,7123956.0
ARE,9403,4254916.0
ARE,9404,102706.0
ARE,9405,4289848.0
ARE,9406,6755420.0
ARE,9503,2211409.0
ARE,9504,276933.0
ARE,9505,86436.0
ARE,9506,8579787.0
ARE,9507,12068.0
ARE,9508,2992593.0
ARE,9603,239065.0
ARE,9608,38481.0
ARE,9609,319555.0
ARE,9613,2877.0
ARE,9614,150858.0
ARE,9615,5588.0
ARE,9616,42568.0
ARE,9617,11760.0
ARE,9618,3429.0
ARE,9620,3005.0
ARE,9701,3218827.0
ARE,9702,67290.0
ARE,9703,1344739.0
ARE,9705,75124.0
ARE,9801,1254438835.0
ARE,9802,5836140.0
ARE,9810,29954.0
ARE,9817,17540.0
ARE,9999,48900990.0
ARG,101,9239993.0
ARG,106,98000.0
ARG,201,74363451.0
ARG,202,140343409.0
ARG,206,6189806.0
ARG,302,633392.0
ARG,303,42759810.0
ARG,304,46111287.0
ARG,305,2229153.0
ARG,306,212984795.0
ARG,307,86789657.0
ARG,405,7960473.0
ARG,406,6832808.0
ARG,409,131768853.0
ARG,504,345220.0
ARG,510,741933.0
ARG,511,11882887.0
ARG,602,3398.0
ARG,603,147419.0
ARG,703,36735956.0
ARG,708,508357.0
ARG,709,91165.0
ARG,710,1022253.0
ARG,711,2920557.0
ARG,712,41929.0
ARG,713,8388690.0
ARG,714,556660.0
ARG,802,1004289.0
ARG,805,78241075.0
ARG,806,8279176.0
ARG,808,65333517.0
ARG,809,14351994.0
ARG,810,11782392.0
ARG,811,20884177.0
ARG,813,8732102.0
ARG,814,281648.0
ARG,901,39089.0
ARG,902,57853805.0
ARG,903,2829384.0
ARG,904,98391.0
ARG,909,2952.0
ARG,910,10394.0
ARG,1001,1004007.0
ARG,1005,36319901.0
ARG,1006,25247575.0
ARG,1007,421030.0
ARG,1008,53019.0
ARG,1101,82483.0
ARG,1102,6450.0
ARG,1106,47200.0
ARG,1108,1701334.0
ARG,1201,68593315.0
ARG,1204,2655401.0
ARG,1205,6826510.0
ARG,1206,10211999.0
ARG,1207,3087794.0
ARG,1208,53428.0
ARG,1209,9230879.0
ARG,1211,65463.0
ARG,1212,352242.0
ARG,1214,9880.0
ARG,1302,265669.0
ARG,1401,7242724.0
ARG,1502,55723474.0
ARG,1507,107239995.0
ARG,1508,44736194.0
ARG,1509,91219019.0
ARG,1510,453504.0
ARG,1512,28957734.0
ARG,1514,172102.0
ARG,1515,8989325.0
ARG,1517,2893082.0
ARG,1521,3528633.0
ARG,1602,3378284.0
ARG,1604,1928235.0
ARG,1605,226091.0
ARG,1701,130860851.0
ARG,1702,36750.0
ARG,1703,384256.0
ARG,1704,25276063.0
ARG,1806,194341.0
ARG,1901,1997000.0
ARG,1902,395349.0
ARG,1904,27766.0
ARG,1905,6602530.0
ARG,2001,71948.0
ARG,2004,14318378.0
ARG,2005,12116761.0
ARG,2007,7470967.0
ARG,2008,22137101.0
ARG,2009,165935283.0
ARG,2101,75248.0
ARG,2102,575280.0
ARG,2103,110054.0
ARG,2105,495526.0
ARG,2106,6205611.0
ARG,2201,35418.0
ARG,2202,104643.0
ARG,2203,316499.0
ARG,2204,206988929.0
ARG,2205,1152086.0
ARG,2206,27999.0
ARG,2207,816758.0
ARG,2208,199533.0
ARG,2209,431987.0
ARG,2301,6878155.0
ARG,2302,5832776.0
ARG,2304,4788444.0
ARG,2305,3496033.0
ARG,2306,258646.0
ARG,2309,3983578.0
ARG,2401,13098411.0
ARG,2501,134692.0
ARG,2508,357693.0
ARG,2512,522497.0
ARG,2516,2960.0
ARG,2528,2463807.0
ARG,2530,10457.0
ARG,2703,199080.0
ARG,2707,16514291.0
ARG,2709,1411244779.0
ARG,2710,271700470.0
ARG,2713,12551865.0
ARG,2714,1119989.0
ARG,2811,2567.0
ARG,2827,9626260.0
ARG,2835,14876.0
