hs_commodity,naics_2023,naics_2022,overlap_type
6110190050,315250,315220,both_years
6110190070,315250,315220,both_years
6203121000,315250,315220,both_years
6203122010,315250,315220,both_years
6203122020,315250,315220,both_years
6211118010,315250,315220,both_years
6211118020,315250,315220,both_years
6211118040,315250,315220,both_years
6207191000,315250,315220,both_years
6203391010,315250,315220,both_years
6203391020,315250,315220,both_years
6203392010,315250,315220,both_years
6203392020,315250,315220,both_years
6110201010,315250,315220,both_years
6110201022,315250,315220,both_years
6110201026,315250,315220,both_years
6110201029,315250,315220,both_years
6210209030,315250,315220,both_years
6210209040,315250,315220,both_years
6110202010,315250,315220,both_years
6110202015,315250,315220,both_years
6110202030,315250,315220,both_years
6110202041,315250,315220,both_years
6110202044,315250,315220,both_years
6110202067,315250,315220,both_years
6110202069,315250,315220,both_years
6211390310,315250,315220,both_years
6211390320,315250,315220,both_years
6211390330,315250,315220,both_years
6211390340,315250,315220,both_years
6211390345,315250,315220,both_years
6211390351,315250,315220,both_years
6203395000,315250,315220,both_years
6211390710,315250,315220,both_years
6211390720,315250,315220,both_years
6211390730,315250,315220,both_years
6211390740,315250,315220,both_years
6211390750,315250,315220,both_years
6211390760,315250,315220,both_years
6211390770,315250,315220,both_years
6211390790,315250,315220,both_years
6211391510,315250,315220,both_years
6211391520,315250,315220,both_years
6211391530,315250,315220,both_years
6211391540,315250,315220,both_years
6211391550,315250,315220,both_years
6211391560,315250,315220,both_years
6211391570,315250,315220,both_years
6211391590,315250,315220,both_years
6211393010,315250,315220,both_years
6211393020,315250,315220,both_years
6211393030,315250,315220,both_years
6211393040,315250,315220,both_years
6211393045,315250,315220,both_years
6211393051,315250,315220,both_years
6107191000,315250,315220,both_years
6207199010,315250,315220,both_years
6207199030,315250,315220,both_years
6201301200,315250,315220,both_years
6103391000,315250,315220,both_years
6203399010,315250,315220,both_years
6203399020,315250,315220,both_years
6203399030,315250,315220,both_years
6203399060,315250,315220,both_years
6201302010,315250,315220,both_years
6201302020,315250,315220,both_years
6201302025,315250,315220,both_years
6201302035,315250,315220,both_years
6201302050,315250,315220,both_years
6201302060,315250,315220,both_years
6201303000,315250,315220,both_years
6211396010,315250,315220,both_years
6211396020,315250,315220,both_years
6211396030,315250,315220,both_years
6211396040,315250,315220,both_years
6211396050,315250,315220,both_years
6211396060,315250,315220,both_years
6211396070,315250,315220,both_years
6211396090,315250,315220,both_years
6201304000,315250,315220,both_years
6103394000,315250,315220,both_years
6201305005,315250,315220,both_years
6201305010,315250,315220,both_years
6201305021,315250,315220,both_years
6201305031,315250,315220,both_years
6201305041,315250,315220,both_years
6201305051,315250,315220,both_years
6201305061,315250,315220,both_years
6211398010,315250,315220,both_years
6211398020,315250,315220,both_years
6211398030,315250,315220,both_years
6211398040,315250,315220,both_years
6211398050,315250,315220,both_years
6211398060,315250,315220,both_years
6211398070,315250,315220,both_years
6211398090,315250,315220,both_years
6201306000,315250,315220,both_years
6105100010,315250,315220,both_years
6105100020,315250,315220,both_years
6105100030,315250,315220,both_years
6201307000,315250,315220,both_years
6207992000,315250,315220,both_years
6112310010,315250,315220,both_years
6112310020,315250,315220,both_years
6201308005,315250,315220,both_years
6201308010,315250,315220,both_years
6201308021,315250,315220,both_years
6201308031,315250,315220,both_years
6201308041,315250,315220,both_years
6201308051,315250,315220,both_years
6201308061,315250,315220,both_years
6107199000,315250,315220,both_years
6103398010,315250,315220,both_years
6103398020,315250,315220,both_years
6103398030,315250,315220,both_years
6103398060,315250,315220,both_years
6101301000,315250,315220,both_years
6207994000,315250,315220,both_years
6101301500,315250,315220,both_years
6101302010,315250,315220,both_years
6101302020,315250,315220,both_years
6207210010,315250,315220,both_years
6207210020,315250,315220,both_years
6207210030,315250,315220,both_years
6207210040,315250,315220,both_years
6207997010,315250,315220,both_years
6207997020,315250,315220,both_years
6207997030,315250,315220,both_years
6207997510,315250,315220,both_years
6207997520,315250,315220,both_years
6203410110,315250,315220,both_years
6203410120,315250,315220,both_years
6205900500,315250,315220,both_years
6203410310,315250,315220,both_years
6203410320,315250,315220,both_years
6205900710,315250,315220,both_years
6205900720,315250,315220,both_years
6203410610,315250,315220,both_years
6203410620,315250,315220,both_years
6203410630,315250,315220,both_years
6205901000,315250,315220,both_years
6203410800,315250,315220,both_years
6207998510,315250,315220,both_years
6207998520,315250,315220,both_years
6107991030,315250,315220,both_years
6107991040,315250,315220,both_years
6207999010,315250,315220,both_years
6107991090,315250,315220,both_years
6207999040,315250,315220,both_years
6107992000,315250,315220,both_years
6203412510,315250,315220,both_years
6203412520,315250,315220,both_years
6205903010,315250,315220,both_years
6205903020,315250,315220,both_years
6205903030,315250,315220,both_years
6205903050,315250,315220,both_years
6203413010,315250,315220,both_years
6203413020,315250,315220,both_years
6205904010,315250,315220,both_years
6205904020,315250,315220,both_years
6205904030,315250,315220,both_years
6205904040,315250,315220,both_years
6107995013,315250,315220,both_years
6107995015,315250,315220,both_years
6203416010,315250,315220,both_years
6203416020,315250,315220,both_years
6203416030,315250,315220,both_years
6107210010,315250,315220,both_years
6107210020,315250,315220,both_years
6112191010,315250,315220,both_years
6112191030,315250,315220,both_years
6112191050,315250,315220,both_years
6203418000,315250,315220,both_years
6105901000,315250,315220,both_years
6207220000,315250,315220,both_years
6103411010,315250,315220,both_years
6103411020,315250,315220,both_years
6107999000,315250,315220,both_years
6103412000,315250,315220,both_years
6112194010,315250,315220,both_years
6112194030,315250,315220,both_years
6112194050,315250,315220,both_years
6203420300,315250,315220,both_years
6203420505,315250,315220,both_years
6203420510,315250,315220,both_years
6203420525,315250,315220,both_years
6203420550,315250,315220,both_years
6203420590,315250,315220,both_years
6203420703,315250,315220,both_years
6203420706,315250,315220,both_years
6203420711,315250,315220,both_years
6203420716,315250,315220,both_years
6203420721,315250,315220,both_years
6203420726,315250,315220,both_years
6203420731,315250,315220,both_years
6203420736,315250,315220,both_years
6203420741,315250,315220,both_years
6203420746,315250,315220,both_years
6203420751,315250,315220,both_years
6203420756,315250,315220,both_years
6203420761,315250,315220,both_years
6105904000,315250,315220,both_years
6203421700,315250,315220,both_years
6203291010,315250,315220,both_years
6203291015,315250,315220,both_years
6203291020,315250,315220,both_years
6203422505,315250,315220,both_years
6203422510,315250,315220,both_years
6203422525,315250,315220,both_years
6203422550,315250,315220,both_years
6203291510,315250,315220,both_years
6203291515,315250,315220,both_years
6203422590,315250,315220,both_years
6203291520,315250,315220,both_years
6203291530,315250,315220,both_years
6203291560,315250,315220,both_years
6203292010,315250,315220,both_years
6203292020,315250,315220,both_years
6203292030,315250,315220,both_years
6203292035,315250,315220,both_years
6203292050,315250,315220,both_years
6203292060,315250,315220,both_years
6203293010,315250,315220,both_years
6203293020,315250,315220,both_years
6203293026,315250,315220,both_years
6203293028,315250,315220,both_years
6203293030,315250,315220,both_years
6203293046,315250,315220,both_years
6203293048,315250,315220,both_years
6112198010,315250,315220,both_years
6203293050,315250,315220,both_years
6203293060,315250,315220,both_years
6112198030,315250,315220,both_years
6203293070,315250,315220,both_years
6203293080,315250,315220,both_years
6112198050,315250,315220,both_years
6203424503,315250,315220,both_years
6203424506,315250,315220,both_years
6203424511,315250,315220,both_years
6203424516,315250,315220,both_years
6203424521,315250,315220,both_years
6203424526,315250,315220,both_years
6203424531,315250,315220,both_years
6203424536,315250,315220,both_years
6203424541,315250,315220,both_years
6203424546,315250,315220,both_years
6203424551,315250,315220,both_years
6203424556,315250,315220,both_years
6203424561,315250,315220,both_years
6105908010,315250,315220,both_years
6105908020,315250,315220,both_years
6105908030,315250,315220,both_years
6105908060,315250,315220,both_years
6107220010,315250,315220,both_years
6107220015,315250,315220,both_years
6107220025,315250,315220,both_years
6112201010,315250,315220,both_years
6112201030,315250,315220,both_years
6112201060,315250,315220,both_years
6112201080,315250,315220,both_years
6103421020,315250,315220,both_years
6103421035,315250,315220,both_years
6103421040,315250,315220,both_years
6103421050,315250,315220,both_years
6103421065,315250,315220,both_years
6103421070,315250,315220,both_years
6201201110,315250,315220,both_years
6201201120,315250,315220,both_years
6103290510,315250,315220,both_years
6103290520,315250,315220,both_years
6103290530,315250,315220,both_years
6103290550,315250,315220,both_years
6103290560,315250,315220,both_years
6103290570,315250,315220,both_years
6103422010,315250,315220,both_years
6103422015,315250,315220,both_years
6103422025,315250,315220,both_years
6114301010,315250,315220,both_years
6103291010,315250,315220,both_years
6103291015,315250,315220,both_years
6103291020,315250,315220,both_years
6103291030,315250,315220,both_years
6103291040,315250,315220,both_years
6103291050,315250,315220,both_years
6103291060,315250,315220,both_years
6203430100,315250,315220,both_years
6201201900,315250,315220,both_years
6203430300,315250,315220,both_years
6203430505,315250,315220,both_years
6203430510,315250,315220,both_years
6203430525,315250,315220,both_years
6203430550,315250,315220,both_years
6203430590,315250,315220,both_years
6203430910,315250,315220,both_years
6203430920,315250,315220,both_years
6203430930,315250,315220,both_years
6103292028,315250,315220,both_years
6103292030,315250,315220,both_years
6103292034,315250,315220,both_years
6103292036,315250,315220,both_years
6103292040,315250,315220,both_years
6103292044,315250,315220,both_years
6103292048,315250,315220,both_years
6103292052,315250,315220,both_years
6103292054,315250,315220,both_years
6103292058,315250,315220,both_years
6103292060,315250,315220,both_years
6103292062,315250,315220,both_years
6103292064,315250,315220,both_years
6103292066,315250,315220,both_years
6103292068,315250,315220,both_years
6103292070,315250,315220,both_years
6103292074,315250,315220,both_years
6103292080,315250,315220,both_years
6103292082,315250,315220,both_years
6203431110,315250,315220,both_years
6201202911,315250,315220,both_years
6201202921,315250,315220,both_years
6203431190,315250,315220,both_years
6203431310,315250,315220,both_years
6203431315,315250,315220,both_years
6203431320,315250,315220,both_years
6203431330,315250,315220,both_years
6203431335,315250,315220,both_years
6203431340,315250,315220,both_years
6201203500,315250,315220,both_years
6114303020,315250,315220,both_years
6114303042,315250,315220,both_years
6114303044,315250,315220,both_years
6114303060,315250,315220,both_years
6201204011,315250,315220,both_years
6201204021,315250,315220,both_years
6110110015,315250,315220,both_years
6110110025,315250,315220,both_years
6110110050,315250,315220,both_years
6110110070,315250,315220,both_years
6203434500,315250,315220,both_years
6203435500,315250,315220,both_years
6203436005,315250,315220,both_years
6203436010,315250,315220,both_years
6203436025,315250,315220,both_years
6203436050,315250,315220,both_years
6203436090,315250,315220,both_years
6101200010,315250,315220,both_years
6101200020,315250,315220,both_years
6203436500,315250,315220,both_years
6203437010,315250,315220,both_years
6203437020,315250,315220,both_years
6203437030,315250,315220,both_years
6203437510,315250,315220,both_years
6203437590,315250,315220,both_years
6110901010,315250,315220,both_years
6110901030,315250,315220,both_years
6110901050,315250,315220,both_years
6103431010,315250,315220,both_years
6103431020,315250,315220,both_years
6203439010,315250,315220,both_years
6203439015,315250,315220,both_years
6203439020,315250,315220,both_years
6203439030,315250,315220,both_years
6203439035,315250,315220,both_years
6203439040,315250,315220,both_years
6103431520,315250,315220,both_years
6103431535,315250,315220,both_years
6103431540,315250,315220,both_years
6103431550,315250,315220,both_years
6103431565,315250,315220,both_years
6103431570,315250,315220,both_years
6103432010,315250,315220,both_years
6103432015,315250,315220,both_years
6103432020,315250,315220,both_years
6103432025,315250,315220,both_years
6207110000,315250,315220,both_years
6113001005,315250,315220,both_years
6110121010,315250,315220,both_years
6110121030,315250,315220,both_years
6110121050,315250,315220,both_years
6110122010,315250,315220,both_years
6110122020,315250,315220,both_years
6110122050,315250,315220,both_years
6110122070,315250,315220,both_years
6110909010,315250,315220,both_years
6110909012,315250,315220,both_years
6110909014,315250,315220,both_years
6110909015,315250,315220,both_years
6110909023,315250,315220,both_years
6110909044,315250,315220,both_years
6110909048,315250,315220,both_years
6110909052,315250,315220,both_years
6110909064,315250,315220,both_years
6110909067,315250,315220,both_years
6110909069,315250,315220,both_years
6110909075,315250,315220,both_years
6110909079,315250,315220,both_years
6110909080,315250,315220,both_years
6110909088,315250,315220,both_years
6203315010,315250,315220,both_years
6203315020,315250,315220,both_years
6107110010,315250,315220,both_years
6107110020,315250,315220,both_years
6113009015,315250,315220,both_years
6113009025,315250,315220,both_years
6113009038,315250,315220,both_years
6113009044,315250,315220,both_years
6113009055,315250,315220,both_years
6113009065,315250,315220,both_years
6113009074,315250,315220,both_years
6113009084,315250,315220,both_years
6103310000,315250,315220,both_years
6203319010,315250,315220,both_years
6203319020,315250,315220,both_years
6203321000,315250,315220,both_years
6203322010,315250,315220,both_years
6203322020,315250,315220,both_years
6203322030,315250,315220,both_years
6203322040,315250,315220,both_years
6203322050,315250,315220,both_years
6203191010,315250,315220,both_years
6203191020,315250,315220,both_years
6203191030,315250,315220,both_years
6203192000,315250,315220,both_years
6207911000,315250,315220,both_years
6203193000,315250,315220,both_years
6210402531,315250,315220,both_years
6210402917,315250,315220,both_years
6210402918,315250,315220,both_years
6210402919,315250,315220,both_years
6207913010,315250,315220,both_years
6207913020,315250,315220,both_years
6203195000,315250,315220,both_years
6107120010,315250,315220,both_years
6107120020,315250,315220,both_years
6210405531,315250,315220,both_years
6103320000,315250,315220,both_years
6114200005,315250,315220,both_years
6114200035,315250,315220,both_years
6114200044,315250,315220,both_years
6114200048,315250,315220,both_years
6114200055,315250,315220,both_years
6211325003,315250,315220,both_years
6211325007,315250,315220,both_years
6211325010,315250,315220,both_years
6211325015,315250,315220,both_years
6211325025,315250,315220,both_years
6211325030,315250,315220,both_years
6211325040,315250,315220,both_years
6211325050,315250,315220,both_years
6211325060,315250,315220,both_years
