hs_commodity,naics_2023,naics_2022,overlap_type
6211325070,315250,315220,both_years
6211325075,315250,315220,both_years
6211325081,315250,315220,both_years
6203199010,315250,315220,both_years
6203199020,315250,315220,both_years
6203199030,315250,315220,both_years
6203199040,315250,315220,both_years
6203199050,315250,315220,both_years
6210408017,315250,315220,both_years
6210408018,315250,315220,both_years
6210408019,315250,315220,both_years
6203199080,315250,315220,both_years
6107910030,315250,315220,both_years
6107910040,315250,315220,both_years
6107910090,315250,315220,both_years
6203331030,315250,315220,both_years
6203331040,315250,315220,both_years
6203331050,315250,315220,both_years
6203331060,315250,315220,both_years
6203332010,315250,315220,both_years
6203332020,315250,315220,both_years
6211329003,315250,315220,both_years
6211329007,315250,315220,both_years
6211329010,315250,315220,both_years
6211329015,315250,315220,both_years
6211329025,315250,315220,both_years
6211329030,315250,315220,both_years
6211329040,315250,315220,both_years
6211329050,315250,315220,both_years
6211329060,315250,315220,both_years
6211329070,315250,315220,both_years
6211329075,315250,315220,both_years
6211329081,315250,315220,both_years
6205301000,315250,315220,both_years
6205301510,315250,315220,both_years
6205301520,315250,315220,both_years
6205302010,315250,315220,both_years
6205302020,315250,315220,both_years
6205302030,315250,315220,both_years
6205302040,315250,315220,both_years
6205302050,315250,315220,both_years
6205302055,315250,315220,both_years
6205302060,315250,315220,both_years
6205302070,315250,315220,both_years
6205302075,315250,315220,both_years
6205302080,315250,315220,both_years
6211200410,315250,315220,both_years
6211200420,315250,315220,both_years
6112110010,315250,315220,both_years
6112110030,315250,315220,both_years
6112110050,315250,315220,both_years
6211200810,315250,315220,both_years
6211201510,315250,315220,both_years
6211201515,315250,315220,both_years
6211201520,315250,315220,both_years
6211201525,315250,315220,both_years
6211201530,315250,315220,both_years
6211201535,315250,315220,both_years
6211202400,315250,315220,both_years
6211202810,315250,315220,both_years
6211202820,315250,315220,both_years
6211202830,315250,315220,both_years
6103331000,315250,315220,both_years
6211203400,315250,315220,both_years
6211203810,315250,315220,both_years
6211203820,315250,315220,both_years
6211203830,315250,315220,both_years
6211335003,315250,315220,both_years
6211335007,315250,315220,both_years
6211335010,315250,315220,both_years
6211335015,315250,315220,both_years
6211335017,315250,315220,both_years
6211335025,315250,315220,both_years
6211335030,315250,315220,both_years
6211335035,315250,315220,both_years
6211335040,315250,315220,both_years
6211335052,315250,315220,both_years
6211335054,315250,315220,both_years
6211335058,315250,315220,both_years
6211335061,315250,315220,both_years
6103332000,315250,315220,both_years
6211204400,315250,315220,both_years
6211204815,315250,315220,both_years
6211204835,315250,315220,both_years
6211204860,315250,315220,both_years
6109100004,315250,315220,both_years
6109100007,315250,315220,both_years
6109100011,315250,315220,both_years
6109100012,315250,315220,both_years
6109100014,315250,315220,both_years
6109100018,315250,315220,both_years
6109100023,315250,315220,both_years
6109100027,315250,315220,both_years
6211339003,315250,315220,both_years
6211339007,315250,315220,both_years
6211339010,315250,315220,both_years
6211339015,315250,315220,both_years
6211339017,315250,315220,both_years
6211339025,315250,315220,both_years
6211339030,315250,315220,both_years
6211339035,315250,315220,both_years
6211339040,315250,315220,both_years
6211339052,315250,315220,both_years
6211339054,315250,315220,both_years
6211339058,315250,315220,both_years
6211339061,315250,315220,both_years
6201901900,315250,315220,both_years
6201902910,315250,315220,both_years
6201902920,315250,315220,both_years
6201902930,315250,315220,both_years
6201902960,315250,315220,both_years
6201903900,315250,315220,both_years
6112120010,315250,315220,both_years
6112120030,315250,315220,both_years
6112120050,315250,315220,both_years
6201904910,315250,315220,both_years
6201904920,315250,315220,both_years
6201904930,315250,315220,both_years
6201904960,315250,315220,both_years
6201905900,315250,315220,both_years
6201906910,315250,315220,both_years
6201906920,315250,315220,both_years
6201906930,315250,315220,both_years
6201906960,315250,315220,both_years
6101900500,315250,315220,both_years
6101901000,315250,315220,both_years
6112390010,315250,315220,both_years
6112390015,315250,315220,both_years
6112390090,315250,315220,both_years
6203223010,315250,315220,both_years
6203223015,315250,315220,both_years
6203223020,315250,315220,both_years
6203223030,315250,315220,both_years
6203223050,315250,315220,both_years
6203223060,315250,315220,both_years
6109901007,315250,315220,both_years
6109901009,315250,315220,both_years
6109901013,315250,315220,both_years
6109901025,315250,315220,both_years
6109901047,315250,315220,both_years
6109901049,315250,315220,both_years
6109901510,315250,315220,both_years
6109901520,315250,315220,both_years
6109904010,315250,315220,both_years
6101909010,315250,315220,both_years
6101909020,315250,315220,both_years
6101909030,315250,315220,both_years
6101909060,315250,315220,both_years
6207291000,315250,315220,both_years
6103220010,315250,315220,both_years
6103220020,315250,315220,both_years
6203490105,315250,315220,both_years
6103220030,315250,315220,both_years
6203490110,315250,315220,both_years
6103220040,315250,315220,both_years
6203490125,315250,315220,both_years
6103220050,315250,315220,both_years
6103220070,315250,315220,both_years
6203490150,315250,315220,both_years
6103220080,315250,315220,both_years
6203490190,315250,315220,both_years
6203490505,315250,315220,both_years
6203490515,315250,315220,both_years
6203490520,315250,315220,both_years
6203490530,315250,315220,both_years
6203490545,315250,315220,both_years
6203490550,315250,315220,both_years
6203490560,315250,315220,both_years
6203490710,315250,315220,both_years
6203490720,315250,315220,both_years
6203490730,315250,315220,both_years
6203490910,315250,315220,both_years
6203490920,315250,315220,both_years
6203490925,315250,315220,both_years
6203490930,315250,315220,both_years
6203490945,315250,315220,both_years
6203490960,315250,315220,both_years
6203230010,315250,315220,both_years
6203230015,315250,315220,both_years
6203230020,315250,315220,both_years
6203230030,315250,315220,both_years
6203230040,315250,315220,both_years
6203230050,315250,315220,both_years
6203230055,315250,315220,both_years
6203230060,315250,315220,both_years
6203230070,315250,315220,both_years
6203230080,315250,315220,both_years
6203230090,315250,315220,both_years
6203492505,315250,315220,both_years
6203492510,315250,315220,both_years
6203492525,315250,315220,both_years
6203492550,315250,315220,both_years
6203492590,315250,315220,both_years
6110301010,315250,315220,both_years
6110301030,315250,315220,both_years
6110301050,315250,315220,both_years
6109908010,315250,315220,both_years
6203493500,315250,315220,both_years
6110301510,315250,315220,both_years
6110301530,315250,315220,both_years
6110301550,315250,315220,both_years
6110302010,315250,315220,both_years
6110302030,315250,315220,both_years
6110302051,315250,315220,both_years
6110302053,315250,315220,both_years
6203495005,315250,315220,both_years
6203495015,315250,315220,both_years
6203495020,315250,315220,both_years
6203495030,315250,315220,both_years
6203495045,315250,315220,both_years
6203495050,315250,315220,both_years
6203495060,315250,315220,both_years
6110303010,315250,315220,both_years
6110303015,315250,315220,both_years
6110303030,315250,315220,both_years
6110303041,315250,315220,both_years
6110303044,315250,315220,both_years
6110303051,315250,315220,both_years
6110303053,315250,315220,both_years
6203496010,315250,315220,both_years
6203496020,315250,315220,both_years
6203496030,315250,315220,both_years
6205201000,315250,315220,both_years
6207299010,315250,315220,both_years
6207299030,315250,315220,both_years
6205202003,315250,315220,both_years
6205202016,315250,315220,both_years
6205202021,315250,315220,both_years
6205202026,315250,315220,both_years
6205202031,315250,315220,both_years
6205202036,315250,315220,both_years
6205202041,315250,315220,both_years
6205202044,315250,315220,both_years
6205202047,315250,315220,both_years
6205202051,315250,315220,both_years
6205202056,315250,315220,both_years
6205202061,315250,315220,both_years
6205202066,315250,315220,both_years
6205202071,315250,315220,both_years
6205202076,315250,315220,both_years
6201401000,315250,315220,both_years
6201401510,315250,315220,both_years
6201401520,315250,315220,both_years
6107292000,315250,315220,both_years
6103491010,315250,315220,both_years
6103491020,315250,315220,both_years
6103491060,315250,315220,both_years
6203499010,315250,315220,both_years
6203499020,315250,315220,both_years
6203499025,315250,315220,both_years
6203499030,315250,315220,both_years
6203499045,315250,315220,both_years
6203499060,315250,315220,both_years
6201402015,315250,315220,both_years
6201402020,315250,315220,both_years
6201402030,315250,315220,both_years
6201402040,315250,315220,both_years
6201402500,315250,315220,both_years
6103492000,315250,315220,both_years
6103230005,315250,315220,both_years
6103230007,315250,315220,both_years
6103230010,315250,315220,both_years
6103230025,315250,315220,both_years
6103230030,315250,315220,both_years
6103230035,315250,315220,both_years
6103230036,315250,315220,both_years
6103230037,315250,315220,both_years
6103230040,315250,315220,both_years
6103230045,315250,315220,both_years
6103230055,315250,315220,both_years
6103230070,315250,315220,both_years
6103230075,315250,315220,both_years
6103230080,315250,315220,both_years
6201403510,315250,315220,both_years
6201403520,315250,315220,both_years
6201404011,315250,315220,both_years
6201404021,315250,315220,both_years
6201404500,315250,315220,both_years
6107295000,315250,315220,both_years
6103494010,315250,315220,both_years
6103494020,315250,315220,both_years
6103101000,315250,315220,both_years
6201405011,315250,315220,both_years
6201405021,315250,315220,both_years
6201405500,315250,315220,both_years
6103102000,315250,315220,both_years
6201406010,315250,315220,both_years
6201406020,315250,315220,both_years
6201406511,315250,315220,both_years
6201406521,315250,315220,both_years
6103103000,315250,315220,both_years
6201407000,315250,315220,both_years
6201407511,315250,315220,both_years
6201407521,315250,315220,both_years
6203111500,315250,315220,both_years
6105201000,315250,315220,both_years
6103104000,315250,315220,both_years
6114900520,315250,315220,both_years
6114900560,315250,315220,both_years
6114901010,315250,315220,both_years
6107299000,315250,315220,both_years
6103498010,315250,315220,both_years
6103498012,315250,315220,both_years
6103498014,315250,315220,both_years
6103498024,315250,315220,both_years
6103498026,315250,315220,both_years
6103498034,315250,315220,both_years
6103498036,315250,315220,both_years
6103498038,315250,315220,both_years
6103498060,315250,315220,both_years
6105202010,315250,315220,both_years
6105202020,315250,315220,both_years
6105202030,315250,315220,both_years
6103105000,315250,315220,both_years
6203113000,315250,315220,both_years
6204294010,315250,315240,both_years
6204294012,315250,315240,both_years
6204294014,315250,315240,both_years
6204294016,315250,315240,both_years
6204294018,315250,315240,both_years
6204294020,315250,315240,both_years
6204294022,315250,315240,both_years
6204294024,315250,315240,both_years
6204294026,315250,315240,both_years
6204294028,315250,315240,both_years
6204294030,315250,315240,both_years
6204294032,315250,315240,both_years
6204294034,315250,315240,both_years
6204294036,315250,315240,both_years
6204294038,315250,315240,both_years
6204294040,315250,315240,both_years
6204294041,315250,315240,both_years
6204294043,315250,315240,both_years
6204294047,315250,315240,both_years
6204294049,315250,315240,both_years
6204294070,315250,315240,both_years
6204294072,315250,315240,both_years
6204294074,315250,315240,both_years
6204294076,315250,315240,both_years
6204294078,315250,315240,both_years
6204294080,315250,315240,both_years
6204294082,315250,315240,both_years
6204294084,315250,315240,both_years
6204294086,315250,315240,both_years
6204294088,315250,315240,both_years
6204294090,315250,315240,both_years
6204294092,315250,315240,both_years
6108221000,315250,315240,both_years
6104420010,315250,315240,both_years
6104420020,315250,315240,both_years
6204690105,315250,315240,both_years
6204690110,315250,315240,both_years
6204690125,315250,315240,both_years
6204690150,315250,315240,both_years
6204690210,315250,315240,both_years
6204690220,315250,315240,both_years
6204690230,315250,315240,both_years
6204690310,315250,315240,both_years
6204690320,315250,315240,both_years
6204690330,315250,315240,both_years
6204690340,315250,315240,both_years
6204690350,315250,315240,both_years
6204690360,315250,315240,both_years
6204690410,315250,315240,both_years
6204690420,315250,315240,both_years
6204690510,315250,315240,both_years
6204690520,315250,315240,both_years
6204690530,315250,315240,both_years
6204690540,315250,315240,both_years
6204690550,315250,315240,both_years
6204690570,315250,315240,both_years
6204690610,315250,315240,both_years
6204690620,315250,315240,both_years
6204690630,315250,315240,both_years
6204690644,315250,315240,both_years
6204690646,315250,315240,both_years
6204690650,315250,315240,both_years
6202201110,315250,315240,both_years
6202201120,315250,315240,both_years
6204691505,315250,315240,both_years
6204691510,315250,315240,both_years
6204691525,315250,315240,both_years
6204691550,315250,315240,both_years
6104290510,315250,315240,both_years
6104290530,315250,315240,both_years
6104290540,315250,315240,both_years
6104290560,315250,315240,both_years
6104290570,315250,315240,both_years
6104290580,315250,315240,both_years
6104291010,315250,315240,both_years
6104291020,315250,315240,both_years
6104291030,315250,315240,both_years
6104291040,315250,315240,both_years
6104291050,315250,315240,both_years
6204692210,315250,315240,both_years
6104291060,315250,315240,both_years
6204692220,315250,315240,both_years
6104291070,315250,315240,both_years
6204692230,315250,315240,both_years
6202201900,315250,315240,both_years
6204692810,315250,315240,both_years
6204692820,315250,315240,both_years
6204692830,315250,315240,both_years
6204692840,315250,315240,both_years
6204692850,315250,315240,both_years
6204692860,315250,315240,both_years
6110190030,315250,315240,both_years
6110190040,315250,315240,both_years
6110190060,315250,315240,both_years
6110190080,315250,315240,both_years
6204431000,315250,315240,both_years
6104292010,315250,315240,both_years
6104292012,315250,315240,both_years
6104292014,315250,315240,both_years
6104292016,315250,315240,both_years
6104292018,315250,315240,both_years
6104292020,315250,315240,both_years
6104292022,315250,315240,both_years
6104292024,315250,315240,both_years
6104292026,315250,315240,both_years
6104292028,315250,315240,both_years
6104292030,315250,315240,both_years
6104292032,315250,315240,both_years
6104292034,315250,315240,both_years
6104292036,315250,315240,both_years
6104292038,315250,315240,both_years
6104292040,315250,315240,both_years
6104292041,315250,315240,both_years
6104292043,315250,315240,both_years
6104292045,315250,315240,both_years
6104292047,315250,315240,both_years
6104292049,315250,315240,both_years
6104292051,315250,315240,both_years
6104292055,315250,315240,both_years
6104292057,315250,315240,both_years
6104292061,315250,315240,both_years
6104292063,315250,315240,both_years
6104292065,315250,315240,both_years
6104292067,315250,315240,both_years
6104292069,315250,315240,both_years
6104292071,315250,315240,both_years
6104292073,315250,315240,both_years
6104292075,315250,315240,both_years
6104292077,315250,315240,both_years
6104292079,315250,315240,both_years
6104292081,315250,315240,both_years
6104292083,315250,315240,both_years
6104292085,315250,315240,both_years
6104292086,315250,315240,both_years
6104292087,315250,315240,both_years
6104292090,315250,315240,both_years
6202202911,315250,315240,both_years
6202202921,315250,315240,both_years
6114909010,315250,315240,both_years
6114909020,315250,315240,both_years
6114909030,315250,315240,both_years
6114909040,315250,315240,both_years
6114909045,315250,315240,both_years
6114909050,315250,315240,both_years
6114909055,315250,315240,both_years
6114909070,315250,315240,both_years
6202203500,315250,315240,both_years
6204432000,315250,315240,both_years
6202204011,315250,315240,both_years
6202204021,315250,315240,both_years
6204694510,315250,315240,both_years
6204694520,315250,315240,both_years
6204433010,315250,315240,both_years
6204433020,315250,315240,both_years
6204434010,315250,315240,both_years
6204434020,315250,315240,both_years
6204434030,315250,315240,both_years
6204434040,315250,315240,both_years
6204696510,315250,315240,both_years
6204696520,315250,315240,both_years
6204696530,315250,315240,both_years
6204696540,315250,315240,both_years
6204696550,315250,315240,both_years
6204696570,315250,315240,both_years
6206401000,315250,315240,both_years
6212300010,315250,315240,both_years
6212300020,315250,315240,both_years
6212300030,315250,315240,both_years
6204698010,315250,315240,both_years
6108229020,315250,315240,both_years
6204698020,315250,315240,both_years
6108229030,315250,315240,both_years
6204698030,315250,315240,both_years
6204698044,315250,315240,both_years
6204698046,315250,315240,both_years
6204698050,315250,315240,both_years
6206402000,315250,315240,both_years
6102200010,315250,315240,both_years
6102200020,315250,315240,both_years
6211121010,315250,315240,both_years
6211121020,315250,315240,both_years
6206402510,315250,315240,both_years
6206402520,315250,315240,both_years
6104691000,315250,315240,both_years
6206403010,315250,315240,both_years
6206403020,315250,315240,both_years
6206403025,315250,315240,both_years
6206403030,315250,315240,both_years
6206403040,315250,315240,both_years
6206403050,315250,315240,both_years
6111900510,315250,315240,both_years
6111900530,315250,315240,both_years
6104692005,315250,315240,both_years
6104692030,315250,315240,both_years
6111901000,315250,315240,both_years
6104692060,315250,315240,both_years
6111902000,315250,315240,both_years
6104431010,315250,315240,both_years
6104431020,315250,315240,both_years
6211124000,315250,315240,both_years
6104694010,315250,315240,both_years
6104694020,315250,315240,both_years
6111903000,315250,315240,both_years
6104432010,315250,315240,both_years
6104432020,315250,315240,both_years
6208110000,315250,315240,both_years
6111904000,315250,315240,both_years
6110201020,315250,315240,both_years
6110201024,315250,315240,both_years
6110201031,315250,315240,both_years
6110201033,315250,315240,both_years
6111905010,315250,315240,both_years
6111905020,315250,315240,both_years
6111905030,315250,315240,both_years
6111905050,315250,315240,both_years
6111905070,315250,315240,both_years
6204442000,315250,315240,both_years
6204311010,315250,315240,both_years
6204311020,315250,315240,both_years
6110202005,315250,315240,both_years
6110202020,315250,315240,both_years
6110202025,315250,315240,both_years
6110202035,315250,315240,both_years
6110202046,315250,315240,both_years
6110202049,315250,315240,both_years
6110202077,315250,315240,both_years
6110202079,315250,315240,both_years
6204443010,315250,315240,both_years
6204443020,315250,315240,both_years
6204312010,315250,315240,both_years
6204312020,315250,315240,both_years
6211128010,315250,315240,both_years
6211128020,315250,315240,both_years
6211128030,315250,315240,both_years
6104698010,315250,315240,both_years
6104698012,315250,315240,both_years
6104698014,315250,315240,both_years
6104698020,315250,315240,both_years
6104698022,315250,315240,both_years
6104698024,315250,315240,both_years
6104698026,315250,315240,both_years
6104698038,315250,315240,both_years
6104698040,315250,315240,both_years
6111907000,315250,315240,both_years
6204444010,315250,315240,both_years
6204444020,315250,315240,both_years
6111909000,315250,315240,both_years
6108110010,315250,315240,both_years
6108110020,315250,315240,both_years
6104441000,315250,315240,both_years
6104310000,315250,315240,both_years
6104442010,315250,315240,both_years
6104442020,315250,315240,both_years
6209301000,315250,315240,both_years
6204321000,315250,315240,both_years
6209302000,315250,315240,both_years
6204322010,315250,315240,both_years
6204322020,315250,315240,both_years
6204322030,315250,315240,both_years
6204322040,315250,315240,both_years
6204191000,315250,315240,both_years
6209303010,315250,315240,both_years
6209303020,315250,315240,both_years
6209303030,315250,315240,both_years
6209303040,315250,315240,both_years
6204192000,315250,315240,both_years
6208911010,315250,315240,both_years
6208911020,315250,315240,both_years
6204194000,315250,315240,both_years
6208913010,315250,315240,both_years
6208913020,315250,315240,both_years
6104320000,315250,315240,both_years
6204591000,315250,315240,both_years
6204198010,315250,315240,both_years
6204198020,315250,315240,both_years
6204198030,315250,315240,both_years
6204198040,315250,315240,both_years
6204198050,315250,315240,both_years
6204198060,315250,315240,both_years
6204198090,315250,315240,both_years
6204592010,315250,315240,both_years
6204592020,315250,315240,both_years
6104191000,315250,315240,both_years
6108910005,315250,315240,both_years
6108910015,315250,315240,both_years
6108910025,315250,315240,both_years
6108910030,315250,315240,both_years
6108910040,315250,315240,both_years
6104191500,315250,315240,both_years
6204593010,315250,315240,both_years
6204593020,315250,315240,both_years
6204331000,315250,315240,both_years
6204594010,315250,315240,both_years
6204594020,315250,315240,both_years
6204594030,315250,315240,both_years
6204594040,315250,315240,both_years
6204594050,315250,315240,both_years
6204594060,315250,315240,both_years
6204332000,315250,315240,both_years
6208920010,315250,315240,both_years
6208920020,315250,315240,both_years
6208920030,315250,315240,both_years
6208920040,315250,315240,both_years
6104194000,315250,315240,both_years
6104195000,315250,315240,both_years
6204334010,315250,315240,both_years
6204334020,315250,315240,both_years
6112191020,315250,315240,both_years
6112191040,315250,315240,both_years
6112191060,315250,315240,both_years
6206301000,315250,315240,both_years
6204335010,315250,315240,both_years
6104196010,315250,315240,both_years
6204335020,315250,315240,both_years
6104196020,315250,315240,both_years
6104196030,315250,315240,both_years
6104196040,315250,315240,both_years
6212200010,315250,315240,both_years
6212200020,315250,315240,both_years
6108391000,315250,315240,both_years
6212200030,315250,315240,both_years
6206302000,315250,315240,both_years
6102100000,315250,315240,both_years
6104591005,315250,315240,both_years
6104591030,315250,315240,both_years
6104591060,315250,315240,both_years
6206303003,315250,315240,both_years
6206303011,315250,315240,both_years
6206303021,315250,315240,both_years
6206303031,315250,315240,both_years
6206303041,315250,315240,both_years
6206303051,315250,315240,both_years
6206303061,315250,315240,both_years
6104198010,315250,315240,both_years
6104198020,315250,315240,both_years
6104198030,315250,315240,both_years
6104198040,315250,315240,both_years
6104198050,315250,315240,both_years
6104198060,315250,315240,both_years
6104198090,315250,315240,both_years
6112194020,315250,315240,both_years
6112194040,315250,315240,both_years
6112194060,315250,315240,both_years
6108394000,315250,315240,both_years
6104331000,315250,315240,both_years
6104594000,315250,315240,both_years
6104332000,315250,315240,both_years
6108920005,315250,315240,both_years
6108920015,315250,315240,both_years
6108920025,315250,315240,both_years
6108920030,315250,315240,both_years
6108920040,315250,315240,both_years
6204210010,315250,315240,both_years
6204210030,315250,315240,both_years
6204210040,315250,315240,both_years
6204210060,315250,315240,both_years
6204210070,315250,315240,both_years
6112198020,315250,315240,both_years
6112198040,315250,315240,both_years
6112198060,315250,315240,both_years
6210502220,315250,315240,both_years
6210502230,315250,315240,both_years
6210502240,315250,315240,both_years
6211420503,315250,315240,both_years
6211420507,315250,315240,both_years
6211420510,315250,315240,both_years
6211420520,315250,315240,both_years
6211420525,315250,315240,both_years
6211420530,315250,315240,both_years
6211420540,315250,315240,both_years
6211420554,315250,315240,both_years
6211420556,315250,315240,both_years
6211420560,315250,315240,both_years
6211420570,315250,315240,both_years
6211420575,315250,315240,both_years
6211420581,315250,315240,both_years
6108398000,315250,315240,both_years
6211421003,315250,315240,both_years
6211421007,315250,315240,both_years
6211421010,315250,315240,both_years
6211421020,315250,315240,both_years
6211421025,315250,315240,both_years
6211421030,315250,315240,both_years
6211421040,315250,315240,both_years
6211421054,315250,315240,both_years
6211421056,315250,315240,both_years
6211421060,315250,315240,both_years
6211421070,315250,315240,both_years
6211421075,315250,315240,both_years
6211421081,315250,315240,both_years
6202901900,315250,315240,both_years
6104598010,315250,315240,both_years
6104598020,315250,315240,both_years
6104598030,315250,315240,both_years
6104598090,315250,315240,both_years
6112201020,315250,315240,both_years
6112201040,315250,315240,both_years
6112201050,315250,315240,both_years
6112201070,315250,315240,both_years
6202902910,315250,315240,both_years
6112201090,315250,315240,both_years
6202902920,315250,315240,both_years
6202902930,315250,315240,both_years
6202902960,315250,315240,both_years
6112202010,315250,315240,both_years
6112202020,315250,315240,both_years
6112202030,315250,315240,both_years
6202903900,315250,315240,both_years
6202904911,315250,315240,both_years
6202904921,315250,315240,both_years
6202904931,315250,315240,both_years
6202904961,315250,315240,both_years
6114301020,315250,315240,both_years
6210508020,315250,315240,both_years
6210508030,315250,315240,both_years
6210508040,315250,315240,both_years
6202905900,315250,315240,both_years
6204610510,315250,315240,both_years
6204610520,315250,315240,both_years
6114302010,315250,315240,both_years
6114302030,315250,315240,both_years
6114302060,315250,315240,both_years
6202906911,315250,315240,both_years
6202906921,315250,315240,both_years
6202906931,315250,315240,both_years
6202906961,315250,315240,both_years
6204611510,315250,315240,both_years
6204611520,315250,315240,both_years
6204611530,315250,315240,both_years
6204611540,315250,315240,both_years
6114303012,315250,315240,both_years
6114303014,315250,315240,both_years
6114303030,315250,315240,both_years
6114303052,315250,315240,both_years
6114303054,315250,315240,both_years
6114303070,315250,315240,both_years
6102901000,315250,315240,both_years
6110110030,315250,315240,both_years
6110110040,315250,315240,both_years
6110110060,315250,315240,both_years
6110110080,315250,315240,both_years
6209201000,315250,315240,both_years
6209202000,315250,315240,both_years
6211430503,315250,315240,both_years
6211430507,315250,315240,both_years
6211430510,315250,315240,both_years
6211430520,315250,315240,both_years
6211430530,315250,315240,both_years
6211430540,315250,315240,both_years
6211430550,315250,315240,both_years
6211430560,315250,315240,both_years
6211430564,315250,315240,both_years
6211430566,315250,315240,both_years
6211430574,315250,315240,both_years
6211430576,315250,315240,both_years
6211430578,315250,315240,both_years
6211430591,315250,315240,both_years
6211431003,315250,315240,both_years
6211431007,315250,315240,both_years
6211431010,315250,315240,both_years
6211431020,315250,315240,both_years
6211431030,315250,315240,both_years
6211431040,315250,315240,both_years
6211431050,315250,315240,both_years
6211431060,315250,315240,both_years
6211431064,315250,315240,both_years
6211431066,315250,315240,both_years
6211431074,315250,315240,both_years
6211431076,315250,315240,both_years
6211431078,315250,315240,both_years
6211431091,315250,315240,both_years
6209203000,315250,315240,both_years
6204616010,315250,315240,both_years
6204616020,315250,315240,both_years
6204223010,315250,315240,both_years
6204223030,315250,315240,both_years
6204223040,315250,315240,both_years
6204223050,315250,315240,both_years
6204223060,315250,315240,both_years
6204223065,315250,315240,both_years
6204223070,315250,315240,both_years
6110901020,315250,315240,both_years
6209205030,315250,315240,both_years
6209205035,315250,315240,both_years
6110901040,315250,315240,both_years
6209205045,315250,315240,both_years
6209205050,315250,315240,both_years
6110901060,315250,315240,both_years
6104610010,315250,315240,both_years
6104610020,315250,315240,both_years
6104610030,315250,315240,both_years
6204618010,315250,315240,both_years
6204618020,315250,315240,both_years
6204618030,315250,315240,both_years
6204618040,315250,315240,both_years
6204620300,315250,315240,both_years
6113001010,315250,315240,both_years
6204620505,315250,315240,both_years
6204620510,315250,315240,both_years
6204620525,315250,315240,both_years
6204620550,315250,315240,both_years
6102909005,315250,315240,both_years
6102909010,315250,315240,both_years
6102909015,315250,315240,both_years
6102909030,315250,315240,both_years
6208291000,315250,315240,both_years
6104220010,315250,315240,both_years
6104220030,315250,315240,both_years
6104220040,315250,315240,both_years
6104220050,315250,315240,both_years
6104220060,315250,315240,both_years
6104220080,315250,315240,both_years
6104220090,315250,315240,both_years
6204621503,315250,315240,both_years
6204621506,315250,315240,both_years
6204621511,315250,315240,both_years
6204621521,315250,315240,both_years
6204621526,315250,315240,both_years
6204621531,315250,315240,both_years
6204621536,315250,315240,both_years
6204621541,315250,315240,both_years
6204621546,315250,315240,both_years
6204621551,315250,315240,both_years
6204621556,315250,315240,both_years
6204621561,315250,315240,both_years
6204621566,315250,315240,both_years
6204491000,315250,315240,both_years
6204230005,315250,315240,both_years
6204230010,315250,315240,both_years
6204230015,315250,315240,both_years
6204230020,315250,315240,both_years
6204230025,315250,315240,both_years
6204230030,315250,315240,both_years
6204230035,315250,315240,both_years
6204230040,315250,315240,both_years
6204230045,315250,315240,both_years
6204230050,315250,315240,both_years
6204230055,315250,315240,both_years
6204230060,315250,315240,both_years
6110121020,315250,315240,both_years
6110121040,315250,315240,both_years
6110121060,315250,315240,both_years
6111301000,315250,315240,both_years
6110122030,315250,315240,both_years
6110122040,315250,315240,both_years
6110122060,315250,315240,both_years
6110122080,315250,315240,both_years
6204625000,315250,315240,both_years
6111302000,315250,315240,both_years
6110909026,315250,315240,both_years
6110909028,315250,315240,both_years
6110909030,315250,315240,both_years
6110909034,315250,315240,both_years
6110909041,315250,315240,both_years
6110909046,315250,315240,both_years
6110909050,315250,315240,both_years
6110909054,315250,315240,both_years
6110909066,315250,315240,both_years
6110909071,315250,315240,both_years
6110909073,315250,315240,both_years
6110909077,315250,315240,both_years
6110909081,315250,315240,both_years
6110909082,315250,315240,both_years
6110909090,315250,315240,both_years
6204626005,315250,315240,both_years
6204626010,315250,315240,both_years
6204626025,315250,315240,both_years
6204626050,315250,315240,both_years
6204495010,315250,315240,both_years
6204495020,315250,315240,both_years
6204495030,315250,315240,both_years
6204495050,315250,315240,both_years
6204495060,315250,315240,both_years
6111303000,315250,315240,both_years
6204627000,315250,315240,both_years
6111304000,315250,315240,both_years
6204628003,315250,315240,both_years
6204628006,315250,315240,both_years
6204628011,315250,315240,both_years
6204628021,315250,315240,both_years
6204628026,315250,315240,both_years
6204628031,315250,315240,both_years
6204628036,315250,315240,both_years
6204628041,315250,315240,both_years
6204628046,315250,315240,both_years
6204628051,315250,315240,both_years
6204628056,315250,315240,both_years
6204628061,315250,315240,both_years
6204628066,315250,315240,both_years
6206201000,315250,315240,both_years
6111305010,315250,315240,both_years
6111305015,315250,315240,both_years
6111305020,315250,315240,both_years
6111305030,315250,315240,both_years
6111305070,315250,315240,both_years
6113009020,315250,315240,both_years
6113009030,315250,315240,both_years
6113009042,315250,315240,both_years
6113009052,315250,315240,both_years
6113009060,315250,315240,both_years
6113009070,315250,315240,both_years
6113009082,315250,315240,both_years
6113009086,315250,315240,both_years
6108291000,315250,315240,both_years
6104621010,315250,315240,both_years
6104621020,315250,315240,both_years
6104621030,315250,315240,both_years
6208299010,315250,315240,both_years
6208299030,315250,315240,both_years
6206202010,315250,315240,both_years
6206202020,315250,315240,both_years
6202401000,315250,315240,both_years
6202401510,315250,315240,both_years
6202401520,315250,315240,both_years
6104622006,315250,315240,both_years
6104622011,315250,315240,both_years
