hs_code,mapping_type,hs_code_2021,naics_2021,hs_code_2022,naics_2022,hs_code_2023,naics_2023,hs_code_2024,naics_2024
6104292030,inconsistent_naics,6104292030,315240,6104292030,315240,6104292030,315250,6104292030,315250
0712342000,partial_coverage,,,0712342000,311423,0712342000,311423,0712342000,311423
8485901000,partial_coverage,,,8485901000,333132,8485901000,333132,8485901000,333248
6203439020,inconsistent_naics,6203439020,315220,6203439020,315220,6203439020,315250,6203439020,315250
6204696520,inconsistent_naics,6204696520,315240,6204696520,315240,6204696520,315250,6204696520,315250
3802905000,inconsistent_naics,3802905000,325130,3802905000,325130,3802905000,325130,3802905000,325180
3004909263,partial_coverage,,,,,,,3004909263,325412
9102914030,inconsistent_naics,9102914030,335912,9102914030,335912,9102914030,335910,9102914030,335910
8443391000,inconsistent_naics,8443391000,333316,8443391000,333316,8443391000,333310,8443391000,333310
8419899580,inconsistent_naics,8419899580,333999,8419899580,333999,8419899580,333998,8419899580,333248
7306505070,inconsistent_naics,7306505070,331110,7306505070,331110,7306505070,331110,7306505070,331210
6204294012,inconsistent_naics,6204294012,315240,6204294012,315240,6204294012,315250,6204294012,315250
9405490000,partial_coverage,,,9405490000,335129,9405490000,335139,9405490000,335139
6112410040,inconsistent_naics,6112410040,315240,6112410040,315240,6112410040,315250,6112410040,315250
6203292050,inconsistent_naics,6203292050,315220,6203292050,315220,6203292050,315250,6203292050,315250
1702304075,partial_coverage,,,,,1702304075,311221,1702304075,311221
9405408410,partial_coverage,9405408410,335129,,,,,,
8462694030,partial_coverage,,,8462694030,333517,8462694030,333517,8462694030,333517
8703500030,inconsistent_naics,8703500030,336111,8703500030,336111,8703500030,336110,8703500030,336110
4407191067,partial_coverage,4407191067,321113,,,,,,
4403250055,partial_coverage,4403250055,113310,,,,,,
4412513111,partial_coverage,,,4412513111,321211,4412513111,321211,4412513111,321211
8501640050,partial_coverage,8501640050,335312,,,,,,
8505110030,inconsistent_naics,8505110030,327110,8505110030,327110,8505110030,327110,8505110030,332999
6203424556,inconsistent_naics,6203424556,315220,6203424556,315220,6203424556,315250,6203424556,315250
6201302025,partial_coverage,,,6201302025,315220,6201302025,315250,6201302025,315250
7304244050,inconsistent_naics,7304244050,331110,7304244050,331110,7304244050,331110,7304244050,331210
4403240104,partial_coverage,,,4403240104,113310,4403240104,113310,4403240104,113310
0702002032,partial_coverage,,,0702002032,111419,0702002032,111419,0702002032,111419
3004909236,partial_coverage,,,,,,,3004909236,325412
8549119000,partial_coverage,,,8549119000,910000,8549119000,910000,8549119000,910000
9006990000,inconsistent_naics,9006990000,333316,9006990000,333316,9006990000,333310,9006990000,333310
6204690530,inconsistent_naics,6204690530,315240,6204690530,315240,6204690530,315250,6204690530,315250
3004909285,partial_coverage,3004909285,325412,3004909285,325412,3004909285,325412,,
6208920030,inconsistent_naics,6208920030,315240,6208920030,315240,6208920030,315250,6208920030,315250
4905902000,partial_coverage,,,4905902000,323111,4905902000,323111,4905902000,323111
6103421035,inconsistent_naics,6103421035,315220,6103421035,315220,6103421035,315250,6103421035,315250
0810104020,partial_coverage,,,,,,,0810104020,111333
8542390020,partial_coverage,,,,,,,8542390020,334413
3704000000,inconsistent_naics,3704000000,990000,3704000000,990000,3704000000,990000,3704000000,325992
6203315010,inconsistent_naics,6203315010,315220,6203315010,315220,6203315010,315250,6203315010,315250
9405994090,inconsistent_naics,9405994090,335129,9405994090,335129,9405994090,335139,9405994090,335132
6201998020,partial_coverage,6201998020,315220,,,,,,
6204198010,inconsistent_naics,6204198010,315240,6204198010,315240,6204198010,315250,6204198010,315250
6202923000,partial_coverage,6202923000,315240,,,,,,
3004200075,partial_coverage,,,,,,,3004200075,325412
9013809000,partial_coverage,9013809000,333314,,,,,,
8444000090,inconsistent_naics,8444000090,333249,8444000090,333249,8444000090,333248,8444000090,333248
6203292035,inconsistent_naics,6203292035,315220,6203292035,315220,6203292035,315250,6203292035,315250
8517130000,partial_coverage,,,8517130000,334220,8517130000,334220,8517130000,334220
8701955000,inconsistent_naics,8701955000,333120,8701955000,333120,8701955000,333120,8701955000,333111
4403960023,partial_coverage,4403960023,113310,,,,,,
7419805050,partial_coverage,,,7419805050,332999,7419805050,332999,7419805050,332999
6104230040,inconsistent_naics,6104230040,315240,6104230040,315240,6104230040,315250,6104230040,315250
8543908865,partial_coverage,,,,,8543908865,335999,8543908865,339999
0807198040,partial_coverage,,,,,0807198040,111219,0807198040,111219
6211421054,inconsistent_naics,6211421054,315240,6211421054,315240,6211421054,315250,6211421054,315250
6115940000,inconsistent_naics,6115940000,315110,6115940000,315110,6115940000,315120,6115940000,315120
6103432025,inconsistent_naics,6103432025,315220,6103432025,315220,6103432025,315250,6103432025,315250
8448399000,inconsistent_naics,8448399000,333249,8448399000,333249,8448399000,333248,8448399000,333248
4802693000,inconsistent_naics,4802693000,322122,4802693000,322122,4802693000,322120,4802693000,322120
6110303041,inconsistent_naics,6110303041,315220,6110303041,315220,6110303041,315250,6110303041,315250
8541491050,partial_coverage,,,8541491050,334413,8541491050,334413,8541491050,334413
6211490340,inconsistent_naics,6211490340,315240,6211490340,315240,6211490340,315250,6211490340,315250
6211431064,inconsistent_naics,6211431064,315240,6211431064,315240,6211431064,315250,6211431064,315250
1001990040,partial_coverage,1001990040,111140,,,,,,
6106903040,inconsistent_naics,6106903040,315240,6106903040,315240,6106903040,315250,6106903040,315250
2936240100,partial_coverage,,,2936240100,325411,2936240100,325411,2936240100,325411
6202305061,partial_coverage,,,6202305061,315240,6202305061,315250,6202305061,315250
6108920025,inconsistent_naics,6108920025,315240,6108920025,315240,6108920025,315250,6108920025,315250
6110190025,inconsistent_naics,6110190025,315220,6110190025,315220,6110190025,315250,6110190025,315250
9817006000,inconsistent_naics,9817006000,333111,9817006000,333111,9817006000,333111,9817006000,990000
3824992890,partial_coverage,3824992890,325194,,,,,,
7419200010,partial_coverage,,,7419200010,332913,7419200010,332913,7419200010,332913
6812990004,partial_coverage,6812990004,327999,,,,,,
6210508070,inconsistent_naics,6210508070,315280,6210508070,315280,6210508070,315250,6210508070,315250
2525100010,inconsistent_naics,2525100010,212399,2525100010,212399,2525100010,212390,2525100010,212390
3202905000,inconsistent_naics,3202905000,325613,3202905000,325613,3202905000,325613,3202905000,325180
7019192400,partial_coverage,7019192400,314994,,,,,,
6201904920,partial_coverage,,,6201904920,315220,6201904920,315250,6201904920,315250
9033009000,inconsistent_naics,9033009000,334513,9033009000,334513,9033009000,334513,9033009000,334512
9002907000,inconsistent_naics,9002907000,333316,9002907000,333316,9002907000,333310,9002907000,333310
4412911030,partial_coverage,,,4412911030,321211,4412911030,321211,4412911030,321211
0707005080,partial_coverage,,,0707005080,111219,0707005080,111219,,
8453200000,inconsistent_naics,8453200000,333249,8453200000,333249,8453200000,333248,8453200000,333248
8470100060,inconsistent_naics,8470100060,333318,8470100060,333318,8470100060,333310,8470100060,333310
8903910060,partial_coverage,8903910060,336612,,,,,,
8479899200,inconsistent_naics,8479899200,333999,8479899200,333999,8479899200,333998,8479899200,333998
6107299000,inconsistent_naics,6107299000,315220,6107299000,315220,6107299000,315250,6107299000,315250
0806102015,partial_coverage,,,,,0806102015,111332,0806102015,111332
4810141140,inconsistent_naics,4810141140,322121,4810141140,322121,4810141140,322120,4810141140,322120
6201920500,partial_coverage,6201920500,315220,,,,,,
9405108010,partial_coverage,9405108010,335121,,,,,,
6207220000,inconsistent_naics,6207220000,315220,6207220000,315220,6207220000,315250,6207220000,315250
4412913140,partial_coverage,,,4412913140,321211,4412913140,321211,4412913140,321211
9508210000,partial_coverage,,,9508210000,333318,9508210000,333310,9508210000,333310
6101301500,inconsistent_naics,6101301500,315220,6101301500,315220,6101301500,315250,6101301500,315250
3824860000,inconsistent_naics,3824860000,325194,3824860000,325194,3824860000,325194,3824860000,325320
8477908620,partial_coverage,,,8477908620,333249,8477908620,333248,8477908620,333248
8471490000,inconsistent_naics,8471490000,334118,8471490000,334118,8471490000,334118,8471490000,334111
6110909069,inconsistent_naics,6110909069,315220,6110909069,315220,6110909069,315250,6110909069,315250
6114909045,inconsistent_naics,6114909045,315240,6114909045,315240,6114909045,315250,6114909045,315250
3824920000,partial_coverage,,,3824920000,325199,3824920000,325199,3824920000,325199
1202421040,partial_coverage,,,1202421040,311911,1202421040,311911,1202421040,311911
8462490010,inconsistent_naics,8462490010,333517,8462490010,333517,8462490010,333517,8462490010,930000
9403200016,inconsistent_naics,9403200016,337124,9403200016,337124,9403200016,337126,9403200016,337126
4806400000,inconsistent_naics,4806400000,322121,4806400000,322121,4806400000,322120,4806400000,322120
6211430560,inconsistent_naics,6211430560,315240,6211430560,315240,6211430560,315250,6211430560,315250
2614003000,inconsistent_naics,2614003000,212299,2614003000,212299,2614003000,212290,2614003000,212290
8703600030,inconsistent_naics,8703600030,336111,8703600030,336111,8703600030,336110,8703600030,336110
7112920000,partial_coverage,7112920000,910000,,,,,,
6204322010,inconsistent_naics,6204322010,315240,6204322010,315240,6204322010,315250,6204322010,315250
8462310040,partial_coverage,8462310040,333517,,,,,,
6202902960,partial_coverage,,,6202902960,315240,6202902960,315250,6202902960,315250
2616100080,inconsistent_naics,2616100080,212222,2616100080,212222,2616100080,212220,2616100080,212220
6202122060,partial_coverage,6202122060,315240,,,,,,
8462590020,partial_coverage,,,8462590020,333517,8462590020,333517,8462590020,333517
8462634010,partial_coverage,,,8462634010,333517,8462634010,333517,8462634010,930000
4202324000,inconsistent_naics,4202324000,316998,4202324000,316998,4202324000,316990,4202324000,316990
0309905030,partial_coverage,,,0309905030,114112,0309905030,114112,0309905030,311710
2512000000,inconsistent_naics,2512000000,212399,2512000000,212399,2512000000,212390,2512000000,212390
3301295143,inconsistent_naics,3301295143,325998,3301295143,325998,3301295143,325998,3301295143,325199
4412991030,partial_coverage,4412991030,321211,,,,,,
0802908200,partial_coverage,0802908200,111335,,,,,,
9706000060,partial_coverage,9706000060,930000,,,,,,
6211205820,inconsistent_naics,6211205820,315240,6211205820,315240,6211205820,315250,6211205820,315250
6210505520,partial_coverage,6210505520,315280,,,,,,
6111206010,inconsistent_naics,6111206010,315240,6111206010,315240,6111206010,315250,6111206010,315250
6103431540,inconsistent_naics,6103431540,315220,6103431540,315220,6103431540,315250,6103431540,315250
4802567050,inconsistent_naics,4802567050,322121,4802567050,322121,4802567050,322120,4802567050,322120
3004909242,partial_coverage,,,,,,,3004909242,325412
6204639032,inconsistent_naics,6204639032,315240,6204639032,315240,6204639032,315250,6204639032,315250
4403930100,partial_coverage,,,4403930100,113310,4403930100,113310,4403930100,113310
0102390082,inconsistent_naics,0102390082,11211X,0102390082,11211X,0102390082,11211X,0102390082,1121XX
9701100000,partial_coverage,9701100000,930000,,,,,,
7019664021,partial_coverage,,,7019664021,313210,7019664021,313210,7019664021,313210
6202991561,partial_coverage,6202991561,315240,,,,,,
6108910005,inconsistent_naics,6108910005,315240,6108910005,315240,6108910005,315250,6108910005,315250
4409210500,inconsistent_naics,4409210500,321999,4409210500,321999,4409210500,321999,4409210500,321918
6204434010,inconsistent_naics,6204434010,315240,6204434010,315240,6204434010,315250,6204434010,315250
7410110000,inconsistent_naics,7410110000,332999,7410110000,332999,7410110000,332999,7410110000,331420
6204592010,inconsistent_naics,6204592010,315240,6204592010,315240,6204592010,315250,6204592010,315250
6204521000,inconsistent_naics,6204521000,315240,6204521000,315240,6204521000,315250,6204521000,315250
3006700000,inconsistent_naics,3006700000,325199,3006700000,325199,3006700000,325199,3006700000,325998
8462110010,partial_coverage,,,8462110010,333517,8462110010,333517,8462110010,930000
3402391000,partial_coverage,,,3402391000,325613,3402391000,325613,3402391000,325613
6204434030,inconsistent_naics,6204434030,315240,6204434030,315240,6204434030,315250,6204434030,315250
6103498026,inconsistent_naics,6103498026,315220,6103498026,315220,6103498026,315250,6103498026,315250
8543908850,partial_coverage,8543908850,335999,8543908850,335999,8543908850,335999,,
3006200000,partial_coverage,3006200000,325413,,,,,,
4811908030,inconsistent_naics,4811908030,322121,4811908030,322121,4811908030,322120,4811908030,322120
6201921905,partial_coverage,6201921905,315220,,,,,,
7307936000,inconsistent_naics,7307936000,332919,7307936000,332919,7307936000,332919,7307936000,332996
6110301520,inconsistent_naics,6110301520,315240,6110301520,315240,6110301520,315250,6110301520,315250
9013807000,partial_coverage,9013807000,333314,,,,,,
6211339030,inconsistent_naics,6211339030,315220,6211339030,315220,6211339030,315250,6211339030,315250
6203437020,inconsistent_naics,6203437020,315220,6203437020,315220,6203437020,315250,6203437020,315250
6105904000,inconsistent_naics,6105904000,315220,6105904000,315220,6105904000,315250,6105904000,315250
3811900000,inconsistent_naics,3811900000,325998,3811900000,325998,3811900000,325998,3811900000,324199
4407190002,partial_coverage,,,4407190002,321114,4407190002,321114,4407190002,321114
7019403000,partial_coverage,7019403000,314994,,,,,,
6202916000,partial_coverage,6202916000,315240,,,,,,
0604200065,partial_coverage,,,,,0604200065,111422,0604200065,111422
2932992000,partial_coverage,2932992000,325199,,,,,,
6111905030,inconsistent_naics,6111905030,315240,6111905030,315240,6111905030,315250,6111905030,315250
6110122060,inconsistent_naics,6110122060,315240,6110122060,315240,6110122060,315250,6110122060,315250
6115991420,inconsistent_naics,6115991420,315110,6115991420,315110,6115991420,315120,6115991420,315120
6110303044,inconsistent_naics,6110303044,315220,6110303044,315220,6110303044,315250,6110303044,315250
0707004090,partial_coverage,,,,,,,0707004090,111219
6815994170,partial_coverage,,,6815994170,327999,6815994170,327999,6815994170,327999
6114200055,inconsistent_naics,6114200055,315220,6114200055,315220,6114200055,315250,6114200055,315250
6104698010,inconsistent_naics,6104698010,315240,6104698010,315240,6104698010,315250,6104698010,315250
3002410000,partial_coverage,,,3002410000,325414,3002410000,325414,3002410000,325414
6204433020,inconsistent_naics,6204433020,315240,6204433020,315240,6204433020,315250,6204433020,315250
0102292011,inconsistent_naics,0102292011,11211X,0102292011,11211X,0102292011,11211X,0102292011,1121XX
1512190020,partial_coverage,1512190020,311224,1512190020,311224,,,,
1510002000,partial_coverage,1510002000,311224,,,,,,
8421398090,partial_coverage,8421398090,333999,,,,,,
6812990010,partial_coverage,6812990010,327999,,,,,,
4403960123,partial_coverage,,,4403960123,113310,4403960123,113310,4403960123,113310
6112201070,inconsistent_naics,6112201070,315240,6112201070,315240,6112201070,315250,6112201070,315250
6110909080,inconsistent_naics,6110909080,315220,6110909080,315220,6110909080,315250,6110909080,315250
2931530000,partial_coverage,,,2931530000,325199,2931530000,325199,2931530000,325199
6203430300,inconsistent_naics,6203430300,315220,6203430300,315220,6203430300,315250,6203430300,315250
4809204000,inconsistent_naics,4809204000,322121,4809204000,322121,4809204000,322120,4809204000,339940
9109103030,inconsistent_naics,9109103030,335912,9109103030,335912,9109103030,335910,9109103030,335910
8802110030,partial_coverage,8802110030,336411,,,,,,
8424902000,inconsistent_naics,8424902000,333318,8424902000,333318,8424902000,333310,8424902000,333310
8549111080,partial_coverage,,,8549111080,910000,8549111080,910000,8549111080,910000
7419800660,partial_coverage,,,7419800660,332618,7419800660,332618,7419800660,332618
0701905046,partial_coverage,,,,,0701905046,111211,0701905046,111211
0707006026,partial_coverage,,,,,0707006026,111419,0707006026,111419
6204618040,inconsistent_naics,6204618040,315240,6204618040,315240,6204618040,315250,6204618040,315250
4810227020,inconsistent_naics,4810227020,322121,4810227020,322121,4810227020,322120,4810227020,322120
5703308030,partial_coverage,5703308030,314110,,,,,,
6204690630,inconsistent_naics,6204690630,315240,6204690630,315240,6204690630,315250,6204690630,315250
3002490000,partial_coverage,,,3002490000,325414,3002490000,325414,,
6211492550,inconsistent_naics,6211492550,315240,6211492550,315240,6211492550,315250,6211492550,315250
6207911000,inconsistent_naics,6207911000,315220,6207911000,315220,6207911000,315250,6207911000,315250
0708102040,partial_coverage,,,,,0708102040,111219,0708102040,111219
8424909040,inconsistent_naics,8424909040,333318,8424909040,333318,8424909040,333310,8424909040,333310
3824999261,partial_coverage,3824999261,325199,,,,,,
3827680000,partial_coverage,,,3827680000,325199,3827680000,325199,3827680000,325199
6108210010,inconsistent_naics,6108210010,315240,6108210010,315240,6108210010,315250,6108210010,315250
9114903800,partial_coverage,,,9114903800,334519,9114903800,334519,9114903800,334519
7019693000,partial_coverage,,,7019693000,314994,7019693000,314994,7019693000,314994
6112410030,inconsistent_naics,6112410030,315240,6112410030,315240,6112410030,315250,6112410030,315250
3913905000,inconsistent_naics,3913905000,325212,3913905000,325212,3913905000,325212,3913905000,325199
0701905040,partial_coverage,,,0701905040,111211,,,,
2511105000,inconsistent_naics,2511105000,212393,2511105000,212393,2511105000,212390,2511105000,212390
3004909227,partial_coverage,,,,,,,3004909227,325412
8903932075,partial_coverage,,,8903932075,336612,8903932075,336612,8903932075,336612
9027902000,inconsistent_naics,9027902000,334519,9027902000,334519,9027902000,334519,9027902000,334516
9027808030,partial_coverage,9027808030,334516,,,,,,
3922200000,inconsistent_naics,3922200000,326199,3922200000,326199,3922200000,326199,3922200000,326191
6203420590,inconsistent_naics,6203420590,315220,6203420590,315220,6203420590,315250,6203420590,315250
6211391540,inconsistent_naics,6211391540,315220,6211391540,315220,6211391540,315250,6211391540,315250
3824992940,partial_coverage,,,3824992940,325998,,,,
6202134010,partial_coverage,6202134010,315240,,,,,,
8543709960,partial_coverage,8543709960,335999,,,,,,
2931590000,partial_coverage,,,2931590000,325199,2931590000,325199,,
5505100040,inconsistent_naics,5505100040,325220,5505100040,325220,5505100040,325220,5505100040,314999
3002150091,partial_coverage,,,3002150091,325414,3002150091,325414,3002150091,325414
6211498050,inconsistent_naics,6211498050,315240,6211498050,315240,6211498050,315250,6211498050,315250
4202128920,inconsistent_naics,4202128920,316998,4202128920,316998,4202128920,316990,4202128920,316990
6204294074,inconsistent_naics,6204294074,315240,6204294074,315240,6204294074,315250,6204294074,315250
0701905025,partial_coverage,0701905025,111211,0701905025,111211,,,,
9401999005,partial_coverage,,,9401999005,337215,9401999005,337215,9401999005,337215
9006525000,partial_coverage,9006525000,333316,,,,,,
6812992000,partial_coverage,,,6812992000,327999,6812992000,327999,6812992000,327999
2932950000,inconsistent_naics,2932950000,325412,2932950000,325412,2932950000,325412,2932950000,325411
6113009025,inconsistent_naics,6113009025,315220,6113009025,315220,6113009025,315250,6113009025,315250
9406900110,partial_coverage,,,9406900110,332311,9406900110,332311,9406900110,332311
8704900000,partial_coverage,8704900000,336120,,,,,,
6208195000,inconsistent_naics,6208195000,315240,6208195000,315240,6208195000,315250,6208195000,315250
6211201525,inconsistent_naics,6211201525,315220,6211201525,315220,6211201525,315250,6211201525,315250
9404909505,partial_coverage,9404909505,314120,,,,,,
6104698026,inconsistent_naics,6104698026,315240,6104698026,315240,6104698026,315250,6104698026,315250
3206110000,inconsistent_naics,3206110000,325130,3206110000,325130,3206110000,325130,3206110000,325180
8446290000,inconsistent_naics,8446290000,333249,8446290000,333249,8446290000,333248,8446290000,333248
7601209075,inconsistent_naics,7601209075,331314,7601209075,331314,7601209075,331314,7601209075,331313
8549124000,partial_coverage,,,8549124000,910000,8549124000,910000,8549124000,910000
6104594000,inconsistent_naics,6104594000,315240,6104594000,315240,6104594000,315250,6104594000,315250
6211204835,inconsistent_naics,6211204835,315220,6211204835,315220,6211204835,315250,6211204835,315250
6203332020,inconsistent_naics,6203332020,315220,6203332020,315220,6203332020,315250,6203332020,315250
8903932060,partial_coverage,,,8903932060,336612,8903932060,336612,8903932060,336612
6211204815,inconsistent_naics,6211204815,315220,6211204815,315220,6211204815,315250,6211204815,315250
0810104000,partial_coverage,0810104000,111333,,,,,,
9005904000,inconsistent_naics,9005904000,333314,9005904000,333314,9005904000,333310,9005904000,333310
4403260165,partial_coverage,,,4403260165,113310,4403260165,113310,4403260165,113310
9001100075,inconsistent_naics,9001100075,327215,9001100075,327215,9001100075,327215,9001100075,335921
8419899540,inconsistent_naics,8419899540,333999,8419899540,333999,8419899540,333998,8419899540,333998
6104622016,inconsistent_naics,6104622016,315240,6104622016,315240,6104622016,315250,6104622016,315250
2903710100,partial_coverage,,,2903710100,325120,2903710100,325120,2903710100,325120
3824760000,partial_coverage,3824760000,325199,,,,,,
8703210150,inconsistent_naics,8703210150,336111,8703210150,336111,8703210150,336110,8703210150,336110
6104632006,inconsistent_naics,6104632006,315240,6104632006,315240,6104632006,315250,6104632006,315250
7306405062,inconsistent_naics,7306405062,331110,7306405062,331110,7306405062,331110,7306405062,331210
4403250052,partial_coverage,4403250052,113310,,,,,,
6201936000,partial_coverage,6201936000,315220,,,,,,
8460904010,inconsistent_naics,8460904010,333517,8460904010,333517,8460904010,333517,8460904010,930000
4202313000,inconsistent_naics,4202313000,316998,4202313000,316998,4202313000,316990,4202313000,316990
8708800300,inconsistent_naics,8708800300,333111,8708800300,333111,8708800300,333111,8708800300,336330
6201122060,partial_coverage,6201122060,315220,,,,,,
6216001300,inconsistent_naics,6216001300,315280,6216001300,315280,6216001300,315250,6216001300,339113
7306405015,inconsistent_naics,7306405015,331110,7306405015,331110,7306405015,331110,7306405015,331210
0708104040,partial_coverage,,,,,0708104040,111219,0708104040,111219
2106909885,partial_coverage,2106909885,311340,,,,,,
8421390105,partial_coverage,,,8421390105,333413,8421390105,333413,8421390105,333413
3006935000,partial_coverage,,,3006935000,325412,3006935000,325412,3006935000,325412
8462110030,partial_coverage,,,8462110030,333517,8462110030,333517,8462110030,333517
4804290000,inconsistent_naics,4804290000,322121,4804290000,322121,4804290000,322120,4804290000,322120
9404908020,partial_coverage,9404908020,314120,,,,,,
6203424503,inconsistent_naics,6203424503,315220,6203424503,315220,6203424503,315250,6203424503,315250
3824999361,partial_coverage,,,3824999361,325199,3824999361,325199,3824999361,325199
3202901000,inconsistent_naics,3202901000,325613,3202901000,325613,3202901000,325613,3202901000,325180
3915900090,inconsistent_naics,3915900090,910000,3915900090,910000,3915900090,910000,3915900090,325211
6205302080,inconsistent_naics,6205302080,315220,6205302080,315220,6205302080,315250,6205302080,315250
8708995800,inconsistent_naics,8708995800,336350,8708995800,336350,8708995800,336350,8708995800,332721
8506800090,partial_coverage,,,,,8506800090,335910,8506800090,335910
9405206010,partial_coverage,9405206010,335121,,,,,,
4418920000,partial_coverage,,,4418920000,321213,4418920000,321215,4418920000,321219
4412948000,partial_coverage,4412948000,321212,,,,,,
9109106030,inconsistent_naics,9109106030,335912,9109106030,335912,9109106030,335910,9109106030,335910
0102294038,inconsistent_naics,0102294038,11211X,0102294038,11211X,0102294038,11211X,0102294038,1121XX
6201921700,partial_coverage,6201921700,315220,,,,,,
6104198030,inconsistent_naics,6104198030,315240,6104198030,315240,6104198030,315250,6104198030,315250
6204491000,inconsistent_naics,6204491000,315240,6204491000,315240,6204491000,315250,6204491000,315250
4804396020,inconsistent_naics,4804396020,322121,4804396020,322121,4804396020,322120,4804396020,322130
6202122035,partial_coverage,6202122035,315240,,,,,,
6201304000,partial_coverage,,,6201304000,315220,6201304000,315250,6201304000,315250
8802110060,partial_coverage,8802110060,336411,,,,,,
8106900000,partial_coverage,,,8106900000,331491,8106900000,331491,8106900000,331491
6103230007,inconsistent_naics,6103230007,315220,6103230007,315220,6103230007,315250,6103230007,315250
6204321000,inconsistent_naics,6204321000,315240,6204321000,315240,6204321000,315250,6204321000,315250
9405416000,partial_coverage,,,9405416000,335129,9405416000,335139,9405416000,335139
7019809000,partial_coverage,,,7019809000,327993,7019809000,327993,7019809000,327993
6103422015,inconsistent_naics,6103422015,315220,6103422015,315220,6103422015,315250,6103422015,315250
6104621030,inconsistent_naics,6104621030,315240,6104621030,315240,6104621030,315250,6104621030,315250
2939490300,partial_coverage,,,2939490300,325412,2939490300,325412,2939490300,325411
9403902580,partial_coverage,9403902580,337215,,,,,,
2903913000,inconsistent_naics,2903913000,325199,2903913000,325199,2903913000,325199,2903913000,325194
3003391000,inconsistent_naics,3003391000,325412,3003391000,325412,3003391000,325412,3003391000,325411
4418919095,partial_coverage,4418919095,321213,,,,,,
2903699000,partial_coverage,,,2903699000,325199,2903699000,325199,2903699000,325199
6211431092,partial_coverage,,,,,6211431092,315250,6211431092,315250
0810104090,partial_coverage,0810104090,111333,0810104090,111333,0810104090,111333,,
6104292047,inconsistent_naics,6104292047,315240,6104292047,315240,6104292047,315250,6104292047,315250
8428900290,partial_coverage,8428900290,333120,,,,,,
8701290045,partial_coverage,,,8701290045,336120,8701290045,336120,8701290045,336120
8703220190,partial_coverage,,,,,8703220190,336110,8703220190,930000
6103291020,inconsistent_naics,6103291020,315220,6103291020,315220,6103291020,315250,6103291020,315250
4813200000,inconsistent_naics,4813200000,322121,4813200000,322121,4813200000,322120,4813200000,322299
9405196010,partial_coverage,,,9405196010,335121,9405196010,335131,9405196010,335131
7019594010,partial_coverage,7019594010,313210,7019594010,313210,,,,
8529909800,partial_coverage,,,8529909800,334419,8529909800,334419,8529909800,334419
0713402085,partial_coverage,,,,,0713402085,111130,0713402085,111130
6108391000,inconsistent_naics,6108391000,315240,6108391000,315240,6108391000,315250,6108391000,315250
8461903020,inconsistent_naics,8461903020,333517,8461903020,333517,8461903020,333517,8461903020,930000
8703240110,inconsistent_naics,8703240110,336112,8703240110,336112,8703240110,336110,8703240110,336110
8483308055,inconsistent_naics,8483308055,336310,8483308055,336310,8483308055,336310,8483308055,333613
9104003020,inconsistent_naics,9104003020,335912,9104003020,335912,9104003020,335910,9104003020,335910
0802998200,partial_coverage,,,0802998200,111335,0802998200,111335,0802998200,111335
6111205000,inconsistent_naics,6111205000,315240,6111205000,315240,6111205000,315250,6111205000,315250
9001906000,inconsistent_naics,9001906000,333314,9001906000,333314,9001906000,333310,9001906000,333310
0806104035,partial_coverage,,,,,0806104035,111332,0806104035,111332
0704904025,partial_coverage,,,0704904025,111219,0704904025,111219,0704904025,111219
7419993000,partial_coverage,7419993000,339910,,,,,,
8423100030,inconsistent_naics,8423100030,333997,8423100030,333997,8423100030,333998,8423100030,333998
6109901510,inconsistent_naics,6109901510,315220,6109901510,315220,6109901510,315250,6109901510,315250
0702006023,partial_coverage,,,0702006023,111419,0702006023,111419,0702006023,111419
9031100000,inconsistent_naics,9031100000,333999,9031100000,333999,9031100000,333998,9031100000,334515
4412945100,partial_coverage,4412945100,321211,,,,,,
6202199030,partial_coverage,6202199030,315240,,,,,,
1509202030,partial_coverage,,,1509202030,311224,1509202030,311224,1509202030,311224
8514204000,inconsistent_naics,8514204000,333318,8514204000,333318,8514204000,333310,8514204000,333310
0309905090,partial_coverage,,,0309905090,114112,0309905090,114112,0309905090,311710
8539500050,partial_coverage,8539500050,335129,,,,,,
4802554000,inconsistent_naics,4802554000,322121,4802554000,322121,4802554000,322120,4802554000,322120
2530902000,inconsistent_naics,2530902000,212399,2530902000,212399,2530902000,212390,2530902000,212390
6811820000,inconsistent_naics,6811820000,327999,6811820000,327999,6811820000,327999,6811820000,321219
8542310045,partial_coverage,,,,,,,8542310045,334413
4403240115,partial_coverage,,,4403240115,113310,4403240115,113310,4403240115,113310
4407290160,partial_coverage,4407290160,321113,,,,,,
6203293026,inconsistent_naics,6203293026,315220,6203293026,315220,6203293026,315250,6203293026,315250
8479909540,partial_coverage,,,8479909540,333120,,,,
6204698046,inconsistent_naics,6204698046,315240,6204698046,315240,6204698046,315250,6204698046,315250
0707004045,partial_coverage,,,,,,,0707004045,111219
8802120080,partial_coverage,8802120080,336411,,,,,,
2609000000,inconsistent_naics,2609000000,212299,2609000000,212299,2609000000,212290,2609000000,212290
3917400095,partial_coverage,,,,,3917400095,326122,3917400095,326122
0703104020,partial_coverage,,,0703104020,111219,,,,
6203420716,inconsistent_naics,6203420716,315220,6203420716,315220,6203420716,315250,6203420716,315250
6211498020,inconsistent_naics,6211498020,315240,6211498020,315240,6211498020,315250,6211498020,315250
6110909050,inconsistent_naics,6110909050,315240,6110909050,315240,6110909050,315250,6110909050,315250
