Country,iso3,HS8,sector_code,impVal,bea_total,weight
Afghanistan,AFG,12074000,11,17313.0,3680593.0,0.004703861578827107
Afghanistan,AFG,12079903,11,2549.0,3680593.0,0.0006925514448351121
Afghanistan,AFG,12093000,11,12750.0,3680593.0,0.0034641157009210203
Afghanistan,AFG,12119040,11,5350.0,3680593.0,0.0014535701176413693
Afghanistan,AFG,12119089,11,108078.0,3680593.0,0.029364289939148393
Afghanistan,AFG,12129930,11,38690.0,3680593.0,0.010511893056363473
Afghanistan,AFG,13021991,11,54963.0,3680593.0,0.01493319147213506
Afghanistan,AFG,4090000,11,2250.0,3680593.0,0.0006113145354566507
Afghanistan,AFG,6031100,11,5427.0,3680593.0,0.0014744906595214413
Afghanistan,AFG,7089005,11,23322.0,3680593.0,0.006336478931520002
Afghanistan,AFG,7132010,11,18693.0,3680593.0,0.005078801160573853
Afghanistan,AFG,7132020,11,83626.0,3680593.0,0.022720795263154604
Afghanistan,AFG,8013200,11,9204.0,3680593.0,0.002500683993041339
Afghanistan,AFG,8021100,11,69521.0,3680593.0,0.018888532364214138
Afghanistan,AFG,8021200,11,390657.0,3680593.0,0.10613968999017277
Afghanistan,AFG,8023200,11,5110.0,3680593.0,0.0013883632338593265
Afghanistan,AFG,8025100,11,25449.0,3680593.0,0.006914374939038356
Afghanistan,AFG,8025200,11,25440.0,3680593.0,0.006911929680896529
Afghanistan,AFG,8029110,11,4950.0,3680593.0,0.0013448919780046312
Afghanistan,AFG,8029190,11,61934.0,3680593.0,0.01682717975065431
Afghanistan,AFG,8029210,11,13090.0,3680593.0,0.0035564921196122473
Afghanistan,AFG,8029290,11,8613.0,3680593.0,0.0023401120417280586
Afghanistan,AFG,8029998,11,6824.0,3680593.0,0.0018540490622027484
Afghanistan,AFG,8042040,11,293599.0,3680593.0,0.07976948279801652
Afghanistan,AFG,8042060,11,383443.0,3680593.0,0.10417967974182421
Afghanistan,AFG,8042080,11,1996990.0,3680593.0,0.542572895182923
Afghanistan,AFG,8055020,11,2198.0,3680593.0,0.0005971863773038747
Afghanistan,AFG,8102090,11,10560.0,3680593.0,0.00286910288640988
Afghanistan,AFG,25084001,21,7211.0,15399.0,0.46827716085460097
Afghanistan,AFG,25309080,21,8188.0,15399.0,0.5317228391453991
Afghanistan,AFG,10059040,31ND,2197.0,15431987.0,0.0001423666310760889
Afghanistan,AFG,10062020,31ND,2272.0,15431987.0,0.00014722666627440783
Afghanistan,AFG,11031100,31ND,2255.0,15431987.0,0.0001461250582961222
Afghanistan,AFG,11061000,31ND,2350.0,15431987.0,0.0001522811028806595
Afghanistan,AFG,15155000,31ND,69929.0,15431987.0,0.004531432018443251
Afghanistan,AFG,15180020,31ND,17490.0,15431987.0,0.0011333602082479722
Afghanistan,AFG,17011250,31ND,18337.0,15431987.0,0.0011882462057543205
Afghanistan,AFG,17011450,31ND,3006.0,15431987.0,0.00019479021074862233
Afghanistan,AFG,17029068,31ND,5616.0,15431987.0,0.0003639194356501208
Afghanistan,AFG,17029090,31ND,3413.0,15431987.0,0.00022116400175816632
Afghanistan,AFG,17049010,31ND,69480.0,15431987.0,0.004502336607722647
Afghanistan,AFG,17049035,31ND,211073.0,15431987.0,0.013677629458863593
Afghanistan,AFG,17049090,31ND,14636.0,15431987.0,0.0009484196688346096
Afghanistan,AFG,19019091,31ND,2364.0,15431987.0,0.00015318830945101238
Afghanistan,AFG,19022000,31ND,2254.0,15431987.0,0.00014606025782681127
Afghanistan,AFG,19023000,31ND,28395.0,15431987.0,0.0018400093260835433
Afghanistan,AFG,19059010,31ND,45157.0,15431987.0,0.0029261947926731663
Afghanistan,AFG,19059090,31ND,3531.0,15431987.0,0.00022881045713685476
Afghanistan,AFG,20011000,31ND,52501.0,15431987.0,0.003402089439292555
Afghanistan,AFG,20019020,31ND,7920.0,15431987.0,0.000513219716942478
Afghanistan,AFG,20019038,31ND,24207.0,15431987.0,0.0015686249606094147
Afghanistan,AFG,20029080,31ND,20506.0,15431987.0,0.0013287984236897037
Afghanistan,AFG,20049085,31ND,53845.0,15431987.0,0.00348918127004643
Afghanistan,AFG,20059985,31ND,137577.0,15431987.0,0.008915054166388294
Afghanistan,AFG,20060020,31ND,12529.0,15431987.0,0.0008118850799965034
Afghanistan,AFG,20060070,31ND,4008.0,15431987.0,0.0002597202809981631
Afghanistan,AFG,20079945,31ND,13726.0,15431987.0,0.0008894512417616734
Afghanistan,AFG,20079965,31ND,24778.0,15431987.0,0.0016056260285859493
Afghanistan,AFG,20079975,31ND,5444.0,15431987.0,0.0003527737549286427
Afghanistan,AFG,20081930,31ND,852961.0,15431987.0,0.05527227310391073
Afghanistan,AFG,20081940,31ND,145576.0,15431987.0,0.009433393120406336
Afghanistan,AFG,20081985,31ND,27170.0,15431987.0,0.0017606287511776676
Afghanistan,AFG,20081990,31ND,72634.0,15431987.0,0.004706717287929286
Afghanistan,AFG,20089710,31ND,76343.0,15431987.0,0.004947062228603485
Afghanistan,AFG,20089921,31ND,216006.0,15431987.0,0.013997290173974357
Afghanistan,AFG,20089960,31ND,13988.0,15431987.0,0.0009064289647211341
Afghanistan,AFG,20089991,31ND,120203.0,15431987.0,0.007789210812580389
