Country,bea_code,impVal_original,impVal_alternative,impVal_difference,impVal_pct_difference,data_source,abs_difference
Mali,33DG,1375462.0,1375462.0,0.0,0.0,both,0.0
Libya,33DG,48383.0,48383.0,0.0,0.0,both,0.0
Mali,11,2770259.0,2770259.0,0.0,0.0,both,0.0
Moldova,Other,1995244.0,1995244.0,0.0,0.0,both,0.0
Monaco,11,122384.0,122384.0,0.0,0.0,both,0.0
Monaco,31ND,29761550.0,29761550.0,0.0,0.0,both,0.0
Monaco,33DG,9717279.0,9717279.0,0.0,0.0,both,0.0
Maldives,Other,899286.0,899286.0,0.0,0.0,both,0.0
Maldives,33DG,248119.0,248119.0,0.0,0.0,both,0.0
Monaco,Other,7988451.0,7988451.0,0.0,0.0,both,0.0
Mongolia,11,14397424.0,14397424.0,0.0,0.0,both,0.0
Mongolia,21,708935.0,708935.0,0.0,0.0,both,0.0
Mongolia,31ND,4998206.0,4998206.0,0.0,0.0,both,0.0
Mali,31ND,505513.0,505513.0,0.0,0.0,both,0.0
Mauritius,21,76074.0,76074.0,0.0,0.0,both,0.0
Mauritius,11,89755861.0,89755861.0,0.0,0.0,both,0.0
Mauritania,Other,321006.0,321006.0,0.0,0.0,both,0.0
Mauritania,33DG,753276.0,753276.0,0.0,0.0,both,0.0
Mauritius,31ND,96399708.0,96399708.0,0.0,0.0,both,0.0
Mauritius,33DG,42966965.0,42966965.0,0.0,0.0,both,0.0
Mauritania,31ND,1322426.0,1322426.0,0.0,0.0,both,0.0
Mauritania,11,458190.0,458190.0,0.0,0.0,both,0.0
Mauritius,Other,5321303.0,5321303.0,0.0,0.0,both,0.0
Mayotte,11,197035.0,197035.0,0.0,0.0,both,0.0
Mayotte,31ND,295142.0,295142.0,0.0,0.0,both,0.0
Micronesia,31ND,403037.0,403037.0,0.0,0.0,both,0.0
Mayotte,Other,186248.0,186248.0,0.0,0.0,both,0.0
Martinique,Other,1461360.0,1461360.0,0.0,0.0,both,0.0
Martinique,33DG,210673.0,210673.0,0.0,0.0,both,0.0
Martinique,31ND,1135725.0,1135725.0,0.0,0.0,both,0.0
Marshall Islands,Other,1850098.0,1850098.0,0.0,0.0,both,0.0
Mexico,21,12481920596.0,12481920596.0,0.0,0.0,both,0.0
Marshall Islands,33DG,700328.0,700328.0,0.0,0.0,both,0.0
Marshall Islands,31ND,6458982.0,6458982.0,0.0,0.0,both,0.0
