Country,iso3,HS2,summary_code,impVal,bea_total,weight
Antigua and Barbuda,ATG,62,315AL,3380.0,7300.0,0.46301369863013697
Antigua and Barbuda,ATG,49,323,205042.0,205042.0,1.0
Antigua and Barbuda,ATG,27,324,1393295.0,1393295.0,1.0
Antigua and Barbuda,ATG,28,325,3581.0,3581.0,1.0
Antigua and Barbuda,ATG,39,326,289.0,289.0,1.0
Antigua and Barbuda,ATG,68,327,4241.0,13457.0,0.31515196551980384
Antigua and Barbuda,ATG,69,327,9216.0,13457.0,0.6848480344801962
Antigua and Barbuda,ATG,76,331,1395289.0,1395289.0,1.0
Antigua and Barbuda,ATG,73,332,5243.0,5243.0,1.0
Antigua and Barbuda,ATG,84,333,65507.0,65507.0,1.0
Antigua and Barbuda,ATG,84,334,5690.0,247705.0,0.022970872610564987
Antigua and Barbuda,ATG,85,334,12000.0,247705.0,0.048444722553036876
Antigua and Barbuda,ATG,90,334,230015.0,247705.0,0.9285844048363981
Antigua and Barbuda,ATG,85,335,14871.0,14871.0,1.0
Antigua and Barbuda,ATG,87,3361MV,9049.0,9049.0,1.0
Antigua and Barbuda,ATG,39,339,5672.0,81141.0,0.06990300834350081
Antigua and Barbuda,ATG,71,339,22477.0,81141.0,0.2770116217448639
Antigua and Barbuda,ATG,84,339,3700.0,81141.0,0.045599635202918376
Antigua and Barbuda,ATG,95,339,49292.0,81141.0,0.6074857347087169
Antigua and Barbuda,ATG,49,Other,10300.0,19955625.0,0.0005161451971561903
Antigua and Barbuda,ATG,71,Other,338389.0,19955625.0,0.01695707350684331
Antigua and Barbuda,ATG,72,Other,7805.0,19955625.0,0.00039111779260233643
Antigua and Barbuda,ATG,74,Other,1087735.0,19955625.0,0.05450768893482414
Antigua and Barbuda,ATG,76,Other,159227.0,19955625.0,0.007979053525008613
Antigua and Barbuda,ATG,85,Other,44707.0,19955625.0,0.0022403207115788155
Antigua and Barbuda,ATG,97,Other,11182577.0,19955625.0,0.5603721757649786
Antigua and Barbuda,ATG,98,Other,6923869.0,19955625.0,0.3469632747658868
Antigua and Barbuda,ATG,99,Other,201016.0,19955625.0,0.010073149801121237
Argentina,ARG,1,111CA,9337993.0,527412567.0,0.017705291045899556
Argentina,ARG,10,111CA,34963577.0,527412567.0,0.06629265055036127
Argentina,ARG,12,111CA,100876960.0,527412567.0,0.19126764569491192
Argentina,ARG,24,111CA,13098411.0,527412567.0,0.02483522733351934
Argentina,ARG,3,111CA,17494837.0,527412567.0,0.03317106586881916
Argentina,ARG,4,111CA,131768853.0,527412567.0,0.24984018441107794
Argentina,ARG,43,111CA,1275600.0,527412567.0,0.0024185999344987167
Argentina,ARG,6,111CA,150817.0,527412567.0,0.0002859564019451967
Argentina,ARG,7,111CA,48644725.0,527412567.0,0.09223277571237698
Argentina,ARG,8,111CA,169780642.0,527412567.0,0.321912393869826
Argentina,ARG,9,111CA,20152.0,527412567.0,3.8209176763890044e-05
Argentina,ARG,12,113FF,81180.0,358173999.0,0.0002266496178579395
Argentina,ARG,13,113FF,265669.0,358173999.0,0.0007417316743865599
Argentina,ARG,14,113FF,7242724.0,358173999.0,0.020221244479558104
Argentina,ARG,16,113FF,90478.0,358173999.0,0.0002526090678067338
Argentina,ARG,23,113FF,6878155.0,358173999.0,0.019203390026086176
Argentina,ARG,3,113FF,342683168.0,358173999.0,0.9567505429114077
Argentina,ARG,8,113FF,932625.0,358173999.0,0.0026038322228967826
Argentina,ARG,27,211,1411244779.0,1411244779.0,1.0
Argentina,ARG,25,212,3492106.0,4811175.0,0.7258322551143951
Argentina,ARG,27,212,1319069.0,4811175.0,0.27416774488560486
Argentina,ARG,10,311FT,28081955.0,1395152608.0,0.020128231735348626
Argentina,ARG,11,311FT,1837467.0,1395152608.0,0.001317036566081522
Argentina,ARG,12,311FT,128771.0,1395152608.0,9.229886340864009e-05
Argentina,ARG,15,311FT,340384429.0,1395152608.0,0.2439764847574295
Argentina,ARG,16,311FT,5442132.0,1395152608.0,0.0039007431651520087
Argentina,ARG,17,311FT,156557920.0,1395152608.0,0.11221562365455579
Argentina,ARG,18,311FT,194341.0,1395152608.0,0.00013929730617684514
Argentina,ARG,19,311FT,9022645.0,1395152608.0,0.006467138396375345
Argentina,ARG,2,311FT,220896666.0,1395152608.0,0.15833154361275437
Argentina,ARG,20,311FT,222050438.0,1395152608.0,0.15915852984593354
Argentina,ARG,21,311FT,7461719.0,1395152608.0,0.0053483174222041805
Argentina,ARG,22,311FT,210043581.0,1395152608.0,0.1505524053752835
Argentina,ARG,23,311FT,18359477.0,1395152608.0,0.01315947581269905
Argentina,ARG,3,311FT,31330089.0,1395152608.0,0.02245638851287586
Argentina,ARG,35,311FT,14888560.0,1395152608.0,0.0106716354287172
