naics,naics22,mapping_type
921110,921110,self_mapping
921120,921120,self_mapping
921130,921130,self_mapping
921140,921140,self_mapping
921150,921150,self_mapping
921190,921190,self_mapping
922110,922110,self_mapping
922120,922120,self_mapping
922130,922130,self_mapping
922140,922140,self_mapping
922150,922150,self_mapping
922160,922160,self_mapping
922190,922190,self_mapping
923110,923110,self_mapping
923120,923120,self_mapping
923130,923130,self_mapping
923140,923140,self_mapping
924110,924110,self_mapping
924120,924120,self_mapping
925110,925110,self_mapping
925120,925120,self_mapping
926110,926110,self_mapping
926120,926120,self_mapping
926130,926130,self_mapping
926140,926140,self_mapping
926150,926150,self_mapping
927110,927110,self_mapping
928110,928110,self_mapping
928120,928120,self_mapping
