Country,naics_2024,naics_2022_mapped,impVal,continent,hs_code_count,manual_bea_2024,manual_bea_2022,bea_2024,bea_2024_match_level,bea_2022,bea_2022_match_level,mapping_discrepancy
Netherlands,325510,325520,404149.0,Europe,1,,,325510,level_5,325520,level_5,both_mapped_different
Sri Lanka,311710,114112,403612.0,Asia,2,,,311700,level_4,114000,level_3,both_mapped_different
Australia,325211,910000,403357.0,Oceana,2,,,325211,exact,S00300,noncomparable_imports,both_mapped_different
Belgium,334310,334220,403086.0,Europe,2,,,334300,level_4,334220,level_5,both_mapped_different
Philippines,335312,334419,402759.0,Asia,1,,,335312,exact,33441A,exact,both_mapped_different
Mexico,333992,331491,402618.0,North_America,2,,,33399A,exact,331490,level_5,both_mapped_different
Italy,339999,327110,401808.0,Europe,3,,,339990,level_5,327100,level_4,both_mapped_different
Greece,334515,337127,401691.0,Europe,1,,,334515,exact,337127,exact,both_mapped_different
Switzerland,322299,322121,400832.0,Europe,2,,,322299,exact,322120,level_5,both_mapped_different
Bangladesh,339930,339910,400583.0,Asia,1,,,339930,level_5,339910,level_5,both_mapped_different
Australia,325411,111339,400174.0,Oceana,1,,,325411,exact,111300,level_4,both_mapped_different
Slovakia,313230,327215,399098.0,Europe,1,,,313200,level_4,327200,level_4,both_mapped_different
Finland,334510,339113,399001.0,Europe,1,,,334510,exact,339113,exact,both_mapped_different
El Salvador,325411,111339,398130.0,South_America,1,,,325411,exact,111300,level_4,both_mapped_different
France,339112,335999,397953.0,Europe,1,,,339112,exact,335999,exact,both_mapped_different
Poland,339113,322291,395161.0,Europe,1,,,339113,exact,322291,exact,both_mapped_different
Denmark,327420,327999,395125.0,Europe,1,,,327400,level_4,327999,exact,both_mapped_different
Hungary,331491,332999,395073.0,Europe,1,,,331490,level_5,332999,exact,both_mapped_different
South Africa,321912,113310,394126.0,Africa,2,,,321910,level_5,113000,level_3,both_mapped_different
Italy,322120,322220,393795.0,Europe,1,,,322120,level_5,322220,level_5,both_mapped_different
Belgium,333924,336999,393774.0,Europe,1,,,333920,level_5,336999,exact,both_mapped_different
Turkey,336612,336611,393650.0,Europe,2,,,336612,exact,336611,exact,both_mapped_different
Greece,334111,334118,393180.0,Europe,1,,,334111,exact,334118,exact,both_mapped_different
China,321912,113310,392981.0,Asia,4,,,321910,level_5,113000,level_3,both_mapped_different
Thailand,325510,325520,392706.0,Asia,1,,,325510,level_5,325520,level_5,both_mapped_different
Argentina,325998,325199,392702.0,South_America,3,,,3259A0,level_5,325190,level_5,both_mapped_different
India,339113,339112,391025.0,Asia,1,,,339113,exact,339112,exact,both_mapped_different
United Kingdom,314999,990000,390307.0,Europe,5,,,314900,level_4,S00300,noncomparable_imports,both_mapped_different
Turkey,332439,332999,389896.0,Europe,1,,,332430,level_5,332999,exact,both_mapped_different
Hong Kong,325998,325613,389190.0,Asia,1,,,3259A0,level_5,325610,level_5,both_mapped_different
Italy,334511,339930,388538.0,Europe,1,,,334511,exact,339930,level_5,both_mapped_different
Brazil,325180,325613,388075.0,South_America,2,,,325180,level_5,325610,level_5,both_mapped_different
Sri Lanka,335999,335929,387274.0,Asia,3,,,335999,exact,335920,level_5,both_mapped_different
Germany,339113,316998,387109.0,Europe,1,,,339113,exact,316000,level_3,both_mapped_different
Lebanon,337127,337124,386982.0,Asia,2,,,337127,exact,33712N,exact,both_mapped_different
Ireland,326299,337215,386214.0,Europe,1,,,326290,level_5,337215,exact,both_mapped_different
Bangladesh,325199,325998,385115.0,Asia,2,,,325190,level_5,3259A0,level_5,both_mapped_different
Poland,335932,327212,384912.0,Europe,2,,,335930,level_5,327200,level_4,both_mapped_different
Brazil,335220,332216,384063.0,South_America,2,,,335220,exact,332200,level_4,both_mapped_different
Netherlands,325199,325613,383954.0,Europe,2,,,325190,level_5,325610,level_5,both_mapped_different
Eswatini,325998,325199,383910.0,Africa,1,,,3259A0,level_5,325190,level_5,both_mapped_different
Canada,336310,333618,383598.0,North_America,2,,,336310,level_5,333618,exact,both_mapped_different
Thailand,339910,114119,383401.0,Asia,1,,,339910,level_5,114000,level_3,both_mapped_different
Thailand,331491,332999,383176.0,Asia,1,,,331490,level_5,332999,exact,both_mapped_different
Cambodia,326299,337215,383057.0,Asia,1,,,326290,level_5,337215,exact,both_mapped_different
Thailand,339999,327110,382081.0,Asia,3,,,339990,level_5,327100,level_4,both_mapped_different
New Zealand,335999,335929,381166.0,Oceana,4,,,335999,exact,335920,level_5,both_mapped_different
Belgium,332111,332999,380200.0,Europe,1,,,33211A,exact,332999,exact,both_mapped_different
Hong Kong,337215,337127,379536.0,Asia,1,,,337215,exact,337127,exact,both_mapped_different
El Salvador,325414,325413,379160.0,South_America,1,,,325414,exact,325413,exact,both_mapped_different
United Arab Emirates,332439,332999,379012.0,Asia,1,,,332430,level_5,332999,exact,both_mapped_different
"Korea, South",321911,337215,378051.0,Asia,1,,,321910,level_5,337215,exact,both_mapped_different
Turkey,334515,333999,377778.0,Europe,1,,,334515,exact,33399A,exact,both_mapped_different
Colombia,326299,337215,377202.0,South_America,1,,,326290,level_5,337215,exact,both_mapped_different
Japan,334516,334519,376760.0,Asia,1,,,334516,exact,33451A,exact,both_mapped_different
India,335220,332216,376363.0,Asia,2,,,335220,exact,332200,level_4,both_mapped_different
Sweden,339113,326199,376201.0,Europe,1,,,339113,exact,326190,level_5,both_mapped_different
Slovenia,333996,333914,375977.0,Europe,1,,,33399B,exact,333914,exact,both_mapped_different
Malaysia,322220,332999,375104.0,Asia,1,,,322220,level_5,332999,exact,both_mapped_different
Thailand,339113,326199,374856.0,Asia,2,,,339113,exact,326190,level_5,both_mapped_different
Spain,334413,335999,374782.0,Europe,1,,,334413,exact,335999,exact,both_mapped_different
Japan,331410,332999,374452.0,Asia,1,,,331410,exact,332999,exact,both_mapped_different
Canada,334510,335999,374294.0,North_America,1,,,334510,exact,335999,exact,both_mapped_different
Slovakia,333514,332216,374119.0,Europe,1,,,333514,exact,332200,level_4,both_mapped_different
Czech Republic,339999,313210,373141.0,Europe,1,,,339990,level_5,313200,level_4,both_mapped_different
Philippines,335929,331318,372880.0,Asia,1,,,335920,level_5,33131B,exact,both_mapped_different
Malaysia,325992,990000,372720.0,Asia,2,,,3259A0,level_5,S00300,noncomparable_imports,both_mapped_different
Norway,331210,331110,372391.0,Europe,9,,,331200,level_4,331110,level_4,both_mapped_different
Austria,333924,336999,372319.0,Europe,1,,,333920,level_5,336999,exact,both_mapped_different
Switzerland,339999,327110,372039.0,Europe,2,,,339990,level_5,327100,level_4,both_mapped_different
"Korea, South",336390,333111,371948.0,Asia,2,,,336390,level_5,333111,exact,both_mapped_different
Slovenia,326299,313320,371936.0,Europe,1,,,326290,level_5,313300,level_4,both_mapped_different
India,325199,325211,371266.0,Asia,1,,,325190,level_5,325211,exact,both_mapped_different
Malaysia,333613,336310,371121.0,Asia,2,,,333613,exact,336310,level_5,both_mapped_different
Taiwan,336390,333111,371103.0,Asia,2,,,336390,level_5,333111,exact,both_mapped_different
Egypt,335999,335929,369669.0,Africa,3,,,335999,exact,335920,level_5,both_mapped_different
United Kingdom,335932,327212,369532.0,Europe,2,,,335930,level_5,327200,level_4,both_mapped_different
Singapore,332999,331491,369301.0,Asia,1,,,332999,exact,331490,level_5,both_mapped_different
Ireland,322230,323111,368657.0,Europe,2,,,322230,level_5,323110,level_5,both_mapped_different
Netherlands,334310,334220,367147.0,Europe,2,,,334300,level_4,334220,level_5,both_mapped_different
Netherlands,325199,325212,366880.0,Europe,2,,,325190,level_5,3252A0,exact,both_mapped_different
Singapore,332991,332722,366153.0,Asia,1,,,332991,exact,332720,level_5,both_mapped_different
Netherlands,930000,336411,366000.0,Europe,2,,,S00300,noncomparable_imports,336411,exact,both_mapped_different
Switzerland,339999,313210,365767.0,Europe,1,,,339990,level_5,313200,level_4,both_mapped_different
Czech Republic,332420,332439,363807.0,Europe,3,,,332420,level_5,332430,level_5,both_mapped_different
Turkey,333613,336310,363034.0,Europe,2,,,333613,exact,336310,level_5,both_mapped_different
Paraguay,335999,335929,362230.0,South_America,1,,,335999,exact,335920,level_5,both_mapped_different
Norway,325199,311225,362120.0,Europe,1,,,325190,level_5,311225,exact,both_mapped_different
Slovenia,321911,337215,361941.0,Europe,1,,,321910,level_5,337215,exact,both_mapped_different
Netherlands,334419,334413,361199.0,Europe,1,,,33441A,exact,334413,exact,both_mapped_different
Taiwan,333992,331491,360632.0,Asia,2,,,33399A,exact,331490,level_5,both_mapped_different
China,322120,322220,360604.0,Asia,1,,,322120,level_5,322220,level_5,both_mapped_different
Spain,332215,331511,360294.0,Europe,2,,,332200,level_4,331510,level_5,both_mapped_different
New Zealand,326199,314120,360071.0,Oceana,2,,,326190,level_5,314120,level_5,both_mapped_different
Hungary,335312,334419,359785.0,Europe,1,,,335312,exact,33441A,exact,both_mapped_different
France,339999,327110,359494.0,Europe,3,,,339990,level_5,327100,level_4,both_mapped_different
Brazil,321912,113310,359452.0,South_America,1,,,321910,level_5,113000,level_3,both_mapped_different
Romania,334310,334220,357986.0,Europe,2,,,334300,level_4,334220,level_5,both_mapped_different
Netherlands,339113,339112,357930.0,Europe,1,,,339113,exact,339112,exact,both_mapped_different
Ireland,337215,337127,357010.0,Europe,1,,,337215,exact,337127,exact,both_mapped_different
South Africa,327991,327390,356728.0,Africa,2,,,327991,exact,327390,level_5,both_mapped_different
Belgium,314999,990000,356466.0,Europe,5,,,314900,level_4,S00300,noncomparable_imports,both_mapped_different
France,311999,114119,356332.0,Europe,1,,,311990,level_5,114000,level_3,both_mapped_different
New Zealand,325620,325611,356318.0,Oceana,1,,,325620,level_5,325610,level_5,both_mapped_different
United Kingdom,990000,334516,355719.0,Europe,1,,,S00300,noncomparable_imports,334516,exact,both_mapped_different
Germany,115210,311613,355696.0,Europe,1,,,115000,level_3,31161A,exact,both_mapped_different
Sweden,990000,333111,355509.0,Europe,1,,,S00300,noncomparable_imports,333111,exact,both_mapped_different
New Zealand,332510,335999,355463.0,Oceana,2,,,332500,level_4,335999,exact,both_mapped_different
Romania,325199,325998,355348.0,Europe,1,,,325190,level_5,3259A0,level_5,both_mapped_different
Denmark,325998,325613,355052.0,Europe,1,,,3259A0,level_5,325610,level_5,both_mapped_different
Turkey,990000,315190,354904.0,Europe,1,,,S00300,noncomparable_imports,315000,level_3,both_mapped_different
France,334419,333314,354361.0,Europe,3,,,33441A,exact,333314,exact,both_mapped_different
Italy,339113,326199,354321.0,Europe,1,,,339113,exact,326190,level_5,both_mapped_different
Philippines,314999,990000,354034.0,Asia,2,,,314900,level_4,S00300,noncomparable_imports,both_mapped_different
Costa Rica,336612,326299,353853.0,South_America,1,,,336612,exact,326290,level_5,both_mapped_different
United Kingdom,311710,114112,352985.0,Europe,3,,,311700,level_4,114000,level_3,both_mapped_different
United Kingdom,334419,333314,351949.0,Europe,3,,,33441A,exact,333314,exact,both_mapped_different
Thailand,335932,326199,351310.0,Asia,1,,,335930,level_5,326190,level_5,both_mapped_different
Slovenia,337127,337215,351116.0,Europe,1,,,337127,exact,337215,exact,both_mapped_different
Austria,339999,327110,350343.0,Europe,3,,,339990,level_5,327100,level_4,both_mapped_different
Hong Kong,331420,332999,350084.0,Asia,2,,,331420,level_5,332999,exact,both_mapped_different
Latvia,313210,327993,349916.0,Europe,1,,,313200,level_4,327993,exact,both_mapped_different
Ireland,331420,332999,349883.0,Europe,3,,,331420,level_5,332999,exact,both_mapped_different
Peru,332996,332919,349463.0,South_America,6,,,332996,exact,33291A,exact,both_mapped_different
Pakistan,336390,333111,348668.0,Asia,2,,,336390,level_5,333111,exact,both_mapped_different
Dominican Republic,339999,335999,348401.0,South_America,1,,,339990,level_5,335999,exact,both_mapped_different
Australia,334419,333314,347963.0,Oceana,2,,,33441A,exact,333314,exact,both_mapped_different
"Korea, South",930000,333519,346677.0,Asia,1,,,S00300,noncomparable_imports,33351B,exact,both_mapped_different
Canada,336412,336413,346155.0,North_America,2,,,336412,exact,336413,exact,both_mapped_different
France,313210,314999,345873.0,Europe,1,,,313200,level_4,314900,level_4,both_mapped_different
France,325510,325520,345257.0,Europe,1,,,325510,level_5,325520,level_5,both_mapped_different
Slovakia,930000,333517,345246.0,Europe,1,,,S00300,noncomparable_imports,333517,exact,both_mapped_different
Slovakia,337215,337127,344974.0,Europe,1,,,337215,exact,337127,exact,both_mapped_different
Singapore,334515,337127,343474.0,Asia,1,,,334515,exact,337127,exact,both_mapped_different
Israel,325199,311224,342744.0,Asia,2,,,325190,level_5,311224,exact,both_mapped_different
Morocco,327212,327993,342336.0,Africa,1,,,327200,level_4,327993,exact,both_mapped_different
Finland,335999,334419,342099.0,Europe,1,,,335999,exact,33441A,exact,both_mapped_different
Portugal,336612,336611,341568.0,Europe,1,,,336612,exact,336611,exact,both_mapped_different
Switzerland,339940,326199,341470.0,Europe,1,,,339940,level_5,326190,level_5,both_mapped_different
Slovakia,322120,322130,340461.0,Europe,1,,,322120,level_5,322130,level_5,both_mapped_different
Vietnam,339999,332999,340354.0,Asia,2,,,339990,level_5,332999,exact,both_mapped_different
Bulgaria,333515,333991,340184.0,Europe,2,,,33351B,exact,333991,exact,both_mapped_different
Turkey,322230,323111,340113.0,Europe,3,,,322230,level_5,323110,level_5,both_mapped_different
Israel,337215,337127,339651.0,Asia,1,,,337215,exact,337127,exact,both_mapped_different
"Korea, South",336330,333111,339465.0,Asia,3,,,3363A0,level_5,333111,exact,both_mapped_different
Italy,331410,331492,338957.0,Europe,1,,,331410,exact,331490,level_5,both_mapped_different
Canada,333515,332216,338831.0,North_America,1,,,33351B,exact,332200,level_4,both_mapped_different
Netherlands,321911,337215,338690.0,Europe,1,,,321910,level_5,337215,exact,both_mapped_different
France,332215,332999,338052.0,Europe,2,,,332200,level_4,332999,exact,both_mapped_different
Sri Lanka,327991,327390,337568.0,Asia,1,,,327991,exact,327390,level_5,both_mapped_different
Hong Kong,334310,334220,337310.0,Asia,1,,,334300,level_4,334220,level_5,both_mapped_different
United Kingdom,322120,322230,337243.0,Europe,1,,,322120,level_5,322230,level_5,both_mapped_different
Belgium,326299,337215,336907.0,Europe,1,,,326290,level_5,337215,exact,both_mapped_different
Vietnam,322130,322220,336557.0,Asia,3,,,322130,level_5,322220,level_5,both_mapped_different
Turkey,332215,331511,336284.0,Europe,3,,,332200,level_4,331510,level_5,both_mapped_different
Israel,990000,325413,335619.0,Asia,1,,,S00300,noncomparable_imports,325413,exact,both_mapped_different
Cambodia,333923,333999,335340.0,Asia,1,,,333920,level_5,33399A,exact,both_mapped_different
United Kingdom,339930,336411,334403.0,Europe,3,,,339930,level_5,336411,exact,both_mapped_different
India,339920,314910,334177.0,Asia,2,,,339920,level_5,314900,level_4,both_mapped_different
Congo (Kinshasa),212390,339910,334145.0,Africa,1,,,2123A0,level_5,339910,level_5,both_mapped_different
Japan,325620,325611,333747.0,Asia,1,,,325620,level_5,325610,level_5,both_mapped_different
Mexico,336612,326299,333254.0,North_America,1,,,336612,exact,326290,level_5,both_mapped_different
Mexico,321219,327390,332964.0,North_America,1,,,321200,level_4,327390,level_5,both_mapped_different
Australia,334515,337127,332785.0,Oceana,1,,,334515,exact,337127,exact,both_mapped_different
China,322120,322130,331965.0,Asia,4,,,322120,level_5,322130,level_5,both_mapped_different
Cambodia,334419,334413,331100.0,Asia,1,,,33441A,exact,334413,exact,both_mapped_different
France,321918,321999,330922.0,Europe,1,,,321910,level_5,3219A0,level_5,both_mapped_different
Ireland,333924,333120,330908.0,Europe,1,,,333920,level_5,333120,level_5,both_mapped_different
Dominican Republic,339113,326199,330614.0,South_America,1,,,339113,exact,326190,level_5,both_mapped_different
United Kingdom,332215,331511,329898.0,Europe,2,,,332200,level_4,331510,level_5,both_mapped_different
Poland,333996,333914,329115.0,Europe,1,,,33399B,exact,333914,exact,both_mapped_different
Switzerland,322230,323111,328214.0,Europe,2,,,322230,level_5,323110,level_5,both_mapped_different
Cambodia,316210,322121,327799.0,Asia,1,,,316000,level_3,322120,level_5,both_mapped_different
Costa Rica,332996,332919,327608.0,South_America,5,,,332996,exact,33291A,exact,both_mapped_different
Malaysia,325211,910000,327475.0,Asia,3,,,325211,exact,S00300,noncomparable_imports,both_mapped_different
United Kingdom,333415,335312,325937.0,Europe,1,,,333415,exact,335312,exact,both_mapped_different
Colombia,331410,332999,325687.0,South_America,1,,,331410,exact,332999,exact,both_mapped_different
Belgium,325992,990000,325369.0,Europe,1,,,3259A0,level_5,S00300,noncomparable_imports,both_mapped_different
Morocco,339930,339910,325158.0,Africa,2,,,339930,level_5,339910,level_5,both_mapped_different
India,336120,333120,325110.0,Asia,1,,,336120,level_5,333120,level_5,both_mapped_different
India,339930,336411,324200.0,Asia,1,,,339930,level_5,336411,exact,both_mapped_different
Finland,339999,313210,323860.0,Europe,1,,,339990,level_5,313200,level_4,both_mapped_different
Lithuania,325199,311999,323827.0,Europe,1,,,325190,level_5,311990,level_5,both_mapped_different
Peru,325920,332993,323333.0,South_America,1,,,3259A0,level_5,33299A,exact,both_mapped_different
France,332721,336350,323204.0,Europe,2,,,332720,level_5,336350,level_5,both_mapped_different
Israel,212390,339910,323200.0,Asia,1,,,2123A0,level_5,339910,level_5,both_mapped_different
Singapore,326299,337215,322451.0,Asia,1,,,326290,level_5,337215,exact,both_mapped_different
India,333111,333241,321811.0,Asia,1,,,333111,exact,33329A,exact,both_mapped_different
Slovenia,326150,326113,321471.0,Europe,2,,,326150,level_5,326110,level_5,both_mapped_different
Belize,339113,337127,321091.0,South_America,1,,,339113,exact,337127,exact,both_mapped_different
Belgium,339940,326199,320397.0,Europe,1,,,339940,level_5,326190,level_5,both_mapped_different
Ukraine,336612,326299,319883.0,Europe,1,,,336612,exact,326290,level_5,both_mapped_different
Germany,325194,325211,319497.0,Europe,1,,,325190,level_5,325211,exact,both_mapped_different
Taiwan,331313,331314,319174.0,Asia,1,,,331313,exact,331314,exact,both_mapped_different
Israel,327999,339910,318926.0,Asia,2,,,327999,exact,339910,level_5,both_mapped_different
Brazil,337215,337127,318752.0,South_America,1,,,337215,exact,337127,exact,both_mapped_different
Ghana,325211,910000,318333.0,Africa,2,,,325211,exact,S00300,noncomparable_imports,both_mapped_different
Romania,930000,336411,318193.0,Europe,1,,,S00300,noncomparable_imports,336411,exact,both_mapped_different
Bangladesh,332999,326299,318088.0,Asia,1,,,332999,exact,326290,level_5,both_mapped_different
Belgium,327999,339910,317906.0,Europe,2,,,327999,exact,339910,level_5,both_mapped_different
New Zealand,930000,333517,317293.0,Oceana,1,,,S00300,noncomparable_imports,333517,exact,both_mapped_different
Finland,336211,333120,317102.0,Europe,1,,,336211,exact,333120,level_5,both_mapped_different
Brazil,339930,339910,316110.0,South_America,2,,,339930,level_5,339910,level_5,both_mapped_different
Canada,332216,332111,315847.0,North_America,1,,,332200,level_4,33211A,exact,both_mapped_different
United Arab Emirates,333923,333999,314922.0,Asia,2,,,333920,level_5,33399A,exact,both_mapped_different
Malaysia,335932,326199,314605.0,Asia,1,,,335930,level_5,326190,level_5,both_mapped_different
Australia,337127,337124,314591.0,Oceana,1,,,337127,exact,33712N,exact,both_mapped_different
Belgium,335932,326199,313335.0,Europe,1,,,335930,level_5,326190,level_5,both_mapped_different
Spain,334512,334513,313015.0,Europe,2,,,334512,exact,334513,exact,both_mapped_different
Japan,322120,322299,311980.0,Asia,2,,,322120,level_5,322299,exact,both_mapped_different
China,314999,112990,311701.0,Asia,1,,,314900,level_4,112A00,level_4,both_mapped_different
Germany,336211,336111,310531.0,Europe,1,,,336211,exact,336111,exact,both_mapped_different
Netherlands,336330,333111,310285.0,Europe,1,,,3363A0,level_5,333111,exact,both_mapped_different
Israel,337127,337124,309931.0,Asia,3,,,337127,exact,33712N,exact,both_mapped_different
United Arab Emirates,335999,335929,309810.0,Asia,5,,,335999,exact,335920,level_5,both_mapped_different
Thailand,336350,335312,309707.0,Asia,1,,,336350,level_5,335312,exact,both_mapped_different
Solomon Islands,325411,111339,308463.0,Oceana,1,,,325411,exact,111300,level_4,both_mapped_different
Japan,325992,325199,308182.0,Asia,1,,,3259A0,level_5,325190,level_5,both_mapped_different
Canada,331491,332999,308166.0,North_America,2,,,331490,level_5,332999,exact,both_mapped_different
Australia,336390,336214,307975.0,Oceana,1,,,336390,level_5,336214,exact,both_mapped_different
United Kingdom,336612,326299,307914.0,Europe,1,,,336612,exact,326290,level_5,both_mapped_different
Philippines,336612,336611,307888.0,Asia,1,,,336612,exact,336611,exact,both_mapped_different
Taiwan,316990,339999,307706.0,Asia,1,,,316000,level_3,339990,level_5,both_mapped_different
Vietnam,339994,314120,307669.0,Asia,1,,,339990,level_5,314120,level_5,both_mapped_different
Bulgaria,990000,315190,306561.0,Europe,1,,,S00300,noncomparable_imports,315000,level_3,both_mapped_different
Japan,333415,337127,306303.0,Asia,1,,,333415,exact,337127,exact,both_mapped_different
Netherlands,333519,331511,305277.0,Europe,2,,,33351B,exact,331510,level_5,both_mapped_different
Poland,990000,325413,303980.0,Europe,1,,,S00300,noncomparable_imports,325413,exact,both_mapped_different
Mexico,336214,321991,303884.0,North_America,1,,,336214,exact,3219A0,level_5,both_mapped_different
Netherlands,322211,322299,303792.0,Europe,1,,,322210,level_5,322299,exact,both_mapped_different
Switzerland,321911,337215,303291.0,Europe,1,,,321910,level_5,337215,exact,both_mapped_different
Israel,339994,314120,303281.0,Asia,1,,,339990,level_5,314120,level_5,both_mapped_different
Switzerland,334511,339930,302368.0,Europe,1,,,334511,exact,339930,level_5,both_mapped_different
Spain,325998,334413,302235.0,Europe,1,,,3259A0,level_5,334413,exact,both_mapped_different
Spain,333519,331513,300831.0,Europe,2,,,33351B,exact,331510,level_5,both_mapped_different
Brazil,325998,325620,300753.0,South_America,1,,,3259A0,level_5,325620,level_5,both_mapped_different
Italy,325998,325620,300519.0,Europe,2,,,3259A0,level_5,325620,level_5,both_mapped_different
Italy,332215,339910,299875.0,Europe,2,,,332200,level_4,339910,level_5,both_mapped_different
Japan,325120,325199,299630.0,Asia,1,,,325120,level_5,325190,level_5,both_mapped_different
Finland,332420,332439,299105.0,Europe,2,,,332420,level_5,332430,level_5,both_mapped_different
Slovakia,336390,336214,299014.0,Europe,1,,,336390,level_5,336214,exact,both_mapped_different
Denmark,333241,333999,298414.0,Europe,1,,,33329A,exact,33399A,exact,both_mapped_different
Greece,325411,111339,298107.0,Europe,1,,,325411,exact,111300,level_4,both_mapped_different
Thailand,322120,322230,298042.0,Asia,1,,,322120,level_5,322230,level_5,both_mapped_different
"Korea, South",332215,331511,297997.0,Asia,3,,,332200,level_4,331510,level_5,both_mapped_different
Vietnam,333515,332216,297831.0,Asia,1,,,33351B,exact,332200,level_4,both_mapped_different
Taiwan,327332,327999,297606.0,Asia,1,,,327330,level_5,327999,exact,both_mapped_different
Hong Kong,327999,339910,296613.0,Asia,2,,,327999,exact,339910,level_5,both_mapped_different
Malaysia,339113,315280,296346.0,Asia,4,,,339113,exact,315000,level_3,both_mapped_different
Germany,325199,325211,296335.0,Europe,1,,,325190,level_5,325211,exact,both_mapped_different
Turkey,335220,333414,295531.0,Europe,5,,,335220,exact,333414,exact,both_mapped_different
Poland,332112,332999,294643.0,Europe,1,,,33211A,exact,332999,exact,both_mapped_different
Cyprus,325199,325998,294142.0,Europe,2,,,325190,level_5,3259A0,level_5,both_mapped_different
Japan,333996,333914,293888.0,Asia,1,,,33399B,exact,333914,exact,both_mapped_different
India,321219,327999,293621.0,Asia,1,,,321200,level_4,327999,exact,both_mapped_different
Switzerland,334514,334519,293344.0,Europe,2,,,334514,exact,33451A,exact,both_mapped_different
Belgium,333514,332216,292475.0,Europe,1,,,333514,exact,332200,level_4,both_mapped_different
Israel,335921,327215,292114.0,Asia,3,,,335920,level_5,327200,level_4,both_mapped_different
Australia,325510,325520,292082.0,Oceana,1,,,325510,level_5,325520,level_5,both_mapped_different
Japan,336310,333618,291871.0,Asia,3,,,336310,level_5,333618,exact,both_mapped_different
Vietnam,332112,332999,291572.0,Asia,1,,,33211A,exact,332999,exact,both_mapped_different
Russia,910000,325180,291461.0,Europe,1,,,S00300,noncomparable_imports,325180,level_5,both_mapped_different
Indonesia,332439,332999,291412.0,Asia,1,,,332430,level_5,332999,exact,both_mapped_different
India,111335,115114,290936.0,Asia,1,,,111300,level_4,115000,level_3,both_mapped_different
Norway,324199,325998,290664.0,Europe,1,,,324190,level_5,3259A0,level_5,both_mapped_different
Portugal,332996,332919,290576.0,Europe,5,,,332996,exact,33291A,exact,both_mapped_different
Comoros,325199,325998,290547.0,Africa,3,,,325190,level_5,3259A0,level_5,both_mapped_different
Brazil,334310,334220,290028.0,South_America,1,,,334300,level_4,334220,level_5,both_mapped_different
New Zealand,115210,311613,289896.0,Oceana,1,,,115000,level_3,31161A,exact,both_mapped_different
Belgium,333120,333924,289499.0,Europe,1,,,333120,level_5,333920,level_5,both_mapped_different
"Korea, South",313230,327212,288024.0,Asia,1,,,313200,level_4,327200,level_4,both_mapped_different
Brazil,311710,114112,287910.0,South_America,1,,,311700,level_4,114000,level_3,both_mapped_different
Italy,325998,325411,287544.0,Europe,2,,,3259A0,level_5,325411,exact,both_mapped_different
Poland,332420,332439,287481.0,Europe,3,,,332420,level_5,332430,level_5,both_mapped_different
Vietnam,339113,314120,287314.0,Asia,1,,,339113,exact,314120,level_5,both_mapped_different
New Zealand,336390,336214,287220.0,Oceana,2,,,336390,level_5,336214,exact,both_mapped_different
Czech Republic,332439,332999,286537.0,Europe,1,,,332430,level_5,332999,exact,both_mapped_different
Switzerland,333241,333111,286470.0,Europe,2,,,33329A,exact,333111,exact,both_mapped_different
Mexico,339930,336411,285620.0,North_America,2,,,339930,level_5,336411,exact,both_mapped_different
Turkey,325998,325620,285480.0,Europe,2,,,3259A0,level_5,325620,level_5,both_mapped_different
Poland,334419,333314,285294.0,Europe,3,,,33441A,exact,333314,exact,both_mapped_different
Ghana,326150,326113,285092.0,Africa,1,,,326150,level_5,326110,level_5,both_mapped_different
Moldova,325199,325998,285079.0,Europe,1,,,325190,level_5,3259A0,level_5,both_mapped_different
Czech Republic,339113,339112,284648.0,Europe,1,,,339113,exact,339112,exact,both_mapped_different
France,313230,327215,284623.0,Europe,1,,,313200,level_4,327200,level_4,both_mapped_different
Portugal,339999,327110,284212.0,Europe,2,,,339990,level_5,327100,level_4,both_mapped_different
Canada,910000,325180,283266.0,North_America,2,,,S00300,noncomparable_imports,325180,level_5,both_mapped_different
China,336211,336111,282806.0,Asia,1,,,336211,exact,336111,exact,both_mapped_different
South Africa,325998,325620,282380.0,Africa,2,,,3259A0,level_5,325620,level_5,both_mapped_different
"Korea, South",325411,111339,282360.0,Asia,1,,,325411,exact,111300,level_4,both_mapped_different
Turkey,325180,325613,282278.0,Europe,1,,,325180,level_5,325610,level_5,both_mapped_different
Taiwan,339999,321999,282035.0,Asia,1,,,339990,level_5,3219A0,level_5,both_mapped_different
Germany,316990,339999,281863.0,Europe,1,,,316000,level_3,339990,level_5,both_mapped_different
Austria,339930,339910,281689.0,Europe,2,,,339930,level_5,339910,level_5,both_mapped_different
Sweden,326150,326113,280982.0,Europe,2,,,326150,level_5,326110,level_5,both_mapped_different
Norway,333995,333618,280661.0,Europe,1,,,33399B,exact,333618,exact,both_mapped_different
China,333995,333618,280307.0,Asia,1,,,33399B,exact,333618,exact,both_mapped_different
Sweden,321219,327390,280161.0,Europe,1,,,321200,level_4,327390,level_5,both_mapped_different
Spain,335999,334419,279571.0,Europe,1,,,335999,exact,33441A,exact,both_mapped_different
Mexico,333511,333249,279388.0,North_America,1,,,333511,exact,33329A,exact,both_mapped_different
Switzerland,335932,327212,279339.0,Europe,2,,,335930,level_5,327200,level_4,both_mapped_different
Bulgaria,326299,337215,279315.0,Europe,1,,,326290,level_5,337215,exact,both_mapped_different
