detail_code,world_weight,weight_sum_diff,level,weight_type,passes_validation,usummary_code,summary_code,sector_code,region,regional_weight
31161A,,0.0,detail,regional,True,,,,CAN,1.0
31161A,,0.0,detail,regional,True,,,,CHN,1.0
31161A,,0.0,detail,regional,True,,,,Europe,1.0
31161A,,0.0,detail,regional,True,,,,JPN,1.0
31161A,,0.0,detail,regional,True,,,,MEX,1.0
31161A,,0.0,detail,regional,True,,,,RoAsia,1.0
31161A,,0.0,detail,regional,True,,,,RoWorld,1.0
311700,,0.0,detail,regional,True,,,,CAN,1.0
311700,,0.0,detail,regional,True,,,,CHN,1.0
311700,,0.0,detail,regional,True,,,,Europe,1.0
311700,,0.0,detail,regional,True,,,,JPN,1.0
311700,,0.0,detail,regional,True,,,,MEX,1.0
311700,,0.0,detail,regional,True,,,,RoAsia,1.0
311700,,0.0,detail,regional,True,,,,RoWorld,1.0
311810,,0.0,detail,regional,True,,,,CAN,1.0
311810,,0.0,detail,regional,True,,,,CHN,1.0
311810,,0.0,detail,regional,True,,,,Europe,1.0
311810,,0.0,detail,regional,True,,,,JPN,1.0
311810,,0.0,detail,regional,True,,,,MEX,1.0
311810,,0.0,detail,regional,True,,,,RoAsia,1.0
311810,,0.0,detail,regional,True,,,,RoWorld,1.0
3118A0,,0.0,detail,regional,True,,,,CAN,1.0
3118A0,,0.0,detail,regional,True,,,,CHN,1.0
3118A0,,0.0,detail,regional,True,,,,Europe,1.0
3118A0,,0.0,detail,regional,True,,,,JPN,1.0
3118A0,,0.0,detail,regional,True,,,,MEX,1.0
3118A0,,0.0,detail,regional,True,,,,RoAsia,1.0
3118A0,,0.0,detail,regional,True,,,,RoWorld,1.0
311910,,0.0,detail,regional,True,,,,CAN,1.0
311910,,0.0,detail,regional,True,,,,CHN,1.0
311910,,0.0,detail,regional,True,,,,Europe,1.0
311910,,0.0,detail,regional,True,,,,JPN,1.0
311910,,0.0,detail,regional,True,,,,MEX,1.0
311910,,0.0,detail,regional,True,,,,RoAsia,1.0
311910,,0.0,detail,regional,True,,,,RoWorld,1.0
311920,,0.0,detail,regional,True,,,,CAN,1.0
311920,,0.0,detail,regional,True,,,,CHN,1.0
311920,,0.0,detail,regional,True,,,,Europe,1.0
311920,,0.0,detail,regional,True,,,,JPN,1.0
311920,,0.0,detail,regional,True,,,,MEX,1.0
311920,,0.0,detail,regional,True,,,,RoAsia,1.0
311920,,0.0,detail,regional,True,,,,RoWorld,1.0
311930,,0.0,detail,regional,True,,,,CAN,1.0
311930,,0.0,detail,regional,True,,,,CHN,1.0
311930,,0.0,detail,regional,True,,,,Europe,1.0
311930,,0.0,detail,regional,True,,,,JPN,1.0
311930,,0.0,detail,regional,True,,,,MEX,1.0
311930,,0.0,detail,regional,True,,,,RoAsia,1.0
311930,,0.0,detail,regional,True,,,,RoWorld,1.0
311940,,0.0,detail,regional,True,,,,CAN,1.0
311940,,0.0,detail,regional,True,,,,CHN,1.0
311940,,0.0,detail,regional,True,,,,Europe,1.0
311940,,0.0,detail,regional,True,,,,JPN,1.0
311940,,0.0,detail,regional,True,,,,MEX,1.0
311940,,0.0,detail,regional,True,,,,RoAsia,1.0
311940,,0.0,detail,regional,True,,,,RoWorld,1.0
311990,,0.0,detail,regional,True,,,,CAN,1.0
311990,,0.0,detail,regional,True,,,,CHN,1.0
311990,,0.0,detail,regional,True,,,,Europe,1.0
311990,,0.0,detail,regional,True,,,,JPN,1.0
311990,,0.0,detail,regional,True,,,,MEX,1.0
311990,,0.0,detail,regional,True,,,,RoAsia,1.0
311990,,0.0,detail,regional,True,,,,RoWorld,1.0
312110,,0.0,detail,regional,True,,,,CAN,1.0
312110,,0.0,detail,regional,True,,,,CHN,1.0
312110,,0.0,detail,regional,True,,,,Europe,1.0
312110,,0.0,detail,regional,True,,,,JPN,1.0
312110,,0.0,detail,regional,True,,,,MEX,1.0
312110,,0.0,detail,regional,True,,,,RoAsia,1.0
312110,,-1.1102230246251565e-16,detail,regional,True,,,,RoWorld,0.9999999999999999
312120,,0.0,detail,regional,True,,,,CAN,1.0
312120,,0.0,detail,regional,True,,,,CHN,1.0
312120,,0.0,detail,regional,True,,,,Europe,1.0
312120,,0.0,detail,regional,True,,,,JPN,1.0
312120,,0.0,detail,regional,True,,,,MEX,1.0
312120,,-1.1102230246251565e-16,detail,regional,True,,,,RoAsia,0.9999999999999999
312120,,-1.1102230246251565e-16,detail,regional,True,,,,RoWorld,0.9999999999999999
312130,,0.0,detail,regional,True,,,,CAN,1.0
312130,,0.0,detail,regional,True,,,,CHN,1.0
312130,,0.0,detail,regional,True,,,,Europe,1.0
312130,,0.0,detail,regional,True,,,,JPN,1.0
312130,,0.0,detail,regional,True,,,,MEX,1.0
312130,,0.0,detail,regional,True,,,,RoAsia,1.0
312130,,0.0,detail,regional,True,,,,RoWorld,1.0
312140,,0.0,detail,regional,True,,,,CAN,1.0
312140,,0.0,detail,regional,True,,,,CHN,1.0
312140,,0.0,detail,regional,True,,,,Europe,1.0
312140,,0.0,detail,regional,True,,,,JPN,1.0
312140,,0.0,detail,regional,True,,,,MEX,1.0
312140,,0.0,detail,regional,True,,,,RoAsia,1.0
312140,,0.0,detail,regional,True,,,,RoWorld,1.0
312200,,0.0,detail,regional,True,,,,CAN,1.0
312200,,0.0,detail,regional,True,,,,CHN,1.0
312200,,0.0,detail,regional,True,,,,Europe,1.0
312200,,0.0,detail,regional,True,,,,JPN,1.0
312200,,0.0,detail,regional,True,,,,MEX,1.0
312200,,0.0,detail,regional,True,,,,RoAsia,1.0
312200,,0.0,detail,regional,True,,,,RoWorld,1.0
313100,,0.0,detail,regional,True,,,,CAN,1.0
313100,,0.0,detail,regional,True,,,,CHN,1.0
313100,,0.0,detail,regional,True,,,,Europe,1.0
313100,,0.0,detail,regional,True,,,,JPN,1.0
313100,,0.0,detail,regional,True,,,,MEX,1.0
313100,,0.0,detail,regional,True,,,,RoAsia,1.0
313100,,0.0,detail,regional,True,,,,RoWorld,1.0
313200,,0.0,detail,regional,True,,,,CAN,1.0
313200,,0.0,detail,regional,True,,,,CHN,1.0
313200,,0.0,detail,regional,True,,,,Europe,1.0
313200,,0.0,detail,regional,True,,,,JPN,1.0
313200,,0.0,detail,regional,True,,,,MEX,1.0
313200,,0.0,detail,regional,True,,,,RoAsia,1.0
313200,,0.0,detail,regional,True,,,,RoWorld,1.0
313300,,0.0,detail,regional,True,,,,CAN,1.0
313300,,0.0,detail,regional,True,,,,CHN,1.0
313300,,-1.1102230246251565e-16,detail,regional,True,,,,Europe,0.9999999999999999
313300,,0.0,detail,regional,True,,,,JPN,1.0
313300,,0.0,detail,regional,True,,,,MEX,1.0
313300,,-1.1102230246251565e-16,detail,regional,True,,,,RoAsia,0.9999999999999999
313300,,0.0,detail,regional,True,,,,RoWorld,1.0
314110,,0.0,detail,regional,True,,,,CAN,1.0
314110,,0.0,detail,regional,True,,,,CHN,1.0
314110,,0.0,detail,regional,True,,,,Europe,1.0
314110,,0.0,detail,regional,True,,,,JPN,1.0
314110,,0.0,detail,regional,True,,,,MEX,1.0
314110,,0.0,detail,regional,True,,,,RoAsia,1.0
314110,,0.0,detail,regional,True,,,,RoWorld,1.0
314120,,0.0,detail,regional,True,,,,CAN,1.0
314120,,0.0,detail,regional,True,,,,CHN,1.0
314120,,0.0,detail,regional,True,,,,Europe,1.0
314120,,0.0,detail,regional,True,,,,JPN,1.0
314120,,0.0,detail,regional,True,,,,MEX,1.0
314120,,0.0,detail,regional,True,,,,RoAsia,1.0
314120,,0.0,detail,regional,True,,,,RoWorld,1.0
314900,,0.0,detail,regional,True,,,,CAN,1.0
314900,,0.0,detail,regional,True,,,,CHN,1.0
314900,,0.0,detail,regional,True,,,,Europe,1.0
314900,,0.0,detail,regional,True,,,,JPN,1.0
314900,,0.0,detail,regional,True,,,,MEX,1.0
314900,,0.0,detail,regional,True,,,,RoAsia,1.0
314900,,0.0,detail,regional,True,,,,RoWorld,1.0
315000,,0.0,detail,regional,True,,,,CAN,1.0
315000,,0.0,detail,regional,True,,,,CHN,1.0
315000,,0.0,detail,regional,True,,,,Europe,1.0
315000,,0.0,detail,regional,True,,,,JPN,1.0
315000,,0.0,detail,regional,True,,,,MEX,1.0
315000,,0.0,detail,regional,True,,,,RoAsia,1.0
315000,,0.0,detail,regional,True,,,,RoWorld,1.0
316000,,0.0,detail,regional,True,,,,CAN,1.0
316000,,0.0,detail,regional,True,,,,CHN,1.0
316000,,0.0,detail,regional,True,,,,Europe,1.0
316000,,0.0,detail,regional,True,,,,JPN,1.0
316000,,0.0,detail,regional,True,,,,MEX,1.0
316000,,0.0,detail,regional,True,,,,RoAsia,1.0
316000,,0.0,detail,regional,True,,,,RoWorld,1.0
321100,,0.0,detail,regional,True,,,,CAN,1.0
321100,,0.0,detail,regional,True,,,,CHN,1.0
321100,,0.0,detail,regional,True,,,,Europe,1.0
321100,,0.0,detail,regional,True,,,,JPN,1.0
321100,,0.0,detail,regional,True,,,,MEX,1.0
321100,,0.0,detail,regional,True,,,,RoAsia,1.0
321100,,0.0,detail,regional,True,,,,RoWorld,1.0
321200,,0.0,detail,regional,True,,,,CAN,1.0
321200,,0.0,detail,regional,True,,,,CHN,1.0
321200,,0.0,detail,regional,True,,,,Europe,1.0
321200,,0.0,detail,regional,True,,,,JPN,1.0
321200,,0.0,detail,regional,True,,,,MEX,1.0
321200,,0.0,detail,regional,True,,,,RoAsia,1.0
321200,,0.0,detail,regional,True,,,,RoWorld,1.0
321910,,0.0,detail,regional,True,,,,CAN,1.0
321910,,0.0,detail,regional,True,,,,CHN,1.0
321910,,0.0,detail,regional,True,,,,Europe,1.0
321910,,0.0,detail,regional,True,,,,JPN,1.0
321910,,0.0,detail,regional,True,,,,MEX,1.0
321910,,0.0,detail,regional,True,,,,RoAsia,1.0
321910,,0.0,detail,regional,True,,,,RoWorld,1.0
3219A0,,0.0,detail,regional,True,,,,CAN,1.0
3219A0,,0.0,detail,regional,True,,,,CHN,1.0
3219A0,,0.0,detail,regional,True,,,,Europe,1.0
3219A0,,0.0,detail,regional,True,,,,JPN,1.0
3219A0,,0.0,detail,regional,True,,,,MEX,1.0
3219A0,,0.0,detail,regional,True,,,,RoAsia,1.0
3219A0,,0.0,detail,regional,True,,,,RoWorld,1.0
322110,,0.0,detail,regional,True,,,,CAN,1.0
322110,,0.0,detail,regional,True,,,,CHN,1.0
322110,,0.0,detail,regional,True,,,,Europe,1.0
322110,,0.0,detail,regional,True,,,,JPN,1.0
322110,,0.0,detail,regional,True,,,,MEX,1.0
322110,,0.0,detail,regional,True,,,,RoAsia,1.0
322110,,0.0,detail,regional,True,,,,RoWorld,1.0
322120,,0.0,detail,regional,True,,,,CAN,1.0
322120,,0.0,detail,regional,True,,,,CHN,1.0
322120,,0.0,detail,regional,True,,,,Europe,1.0
322120,,0.0,detail,regional,True,,,,JPN,1.0
322120,,0.0,detail,regional,True,,,,MEX,1.0
322120,,0.0,detail,regional,True,,,,RoAsia,1.0
322120,,0.0,detail,regional,True,,,,RoWorld,1.0
322130,,0.0,detail,regional,True,,,,CAN,1.0
322130,,0.0,detail,regional,True,,,,CHN,1.0
322130,,0.0,detail,regional,True,,,,Europe,1.0
322130,,0.0,detail,regional,True,,,,JPN,1.0
322130,,0.0,detail,regional,True,,,,MEX,1.0
322130,,0.0,detail,regional,True,,,,RoAsia,1.0
322130,,0.0,detail,regional,True,,,,RoWorld,1.0
322210,,0.0,detail,regional,True,,,,CAN,1.0
322210,,0.0,detail,regional,True,,,,CHN,1.0
322210,,0.0,detail,regional,True,,,,Europe,1.0
322210,,0.0,detail,regional,True,,,,JPN,1.0
322210,,0.0,detail,regional,True,,,,MEX,1.0
322210,,0.0,detail,regional,True,,,,RoAsia,1.0
322210,,0.0,detail,regional,True,,,,RoWorld,1.0
322220,,0.0,detail,regional,True,,,,CAN,1.0
322220,,0.0,detail,regional,True,,,,CHN,1.0
322220,,0.0,detail,regional,True,,,,Europe,1.0
322220,,0.0,detail,regional,True,,,,JPN,1.0
322220,,0.0,detail,regional,True,,,,MEX,1.0
322220,,0.0,detail,regional,True,,,,RoAsia,1.0
322220,,0.0,detail,regional,True,,,,RoWorld,1.0
322230,,0.0,detail,regional,True,,,,CAN,1.0
322230,,0.0,detail,regional,True,,,,CHN,1.0
322230,,0.0,detail,regional,True,,,,Europe,1.0
322230,,0.0,detail,regional,True,,,,JPN,1.0
322230,,0.0,detail,regional,True,,,,MEX,1.0
322230,,0.0,detail,regional,True,,,,RoAsia,1.0
322230,,0.0,detail,regional,True,,,,RoWorld,1.0
322291,,0.0,detail,regional,True,,,,CAN,1.0
322291,,0.0,detail,regional,True,,,,CHN,1.0
322291,,0.0,detail,regional,True,,,,Europe,1.0
322291,,0.0,detail,regional,True,,,,JPN,1.0
322291,,0.0,detail,regional,True,,,,MEX,1.0
322291,,0.0,detail,regional,True,,,,RoAsia,1.0
322291,,0.0,detail,regional,True,,,,RoWorld,1.0
322299,,0.0,detail,regional,True,,,,CAN,1.0
322299,,0.0,detail,regional,True,,,,CHN,1.0
322299,,0.0,detail,regional,True,,,,Europe,1.0
322299,,0.0,detail,regional,True,,,,JPN,1.0
322299,,0.0,detail,regional,True,,,,MEX,1.0
322299,,0.0,detail,regional,True,,,,RoAsia,1.0
322299,,0.0,detail,regional,True,,,,RoWorld,1.0
323110,,0.0,detail,regional,True,,,,CAN,1.0
323110,,0.0,detail,regional,True,,,,CHN,1.0
323110,,0.0,detail,regional,True,,,,Europe,1.0
323110,,0.0,detail,regional,True,,,,JPN,1.0
323110,,0.0,detail,regional,True,,,,MEX,1.0
323110,,0.0,detail,regional,True,,,,RoAsia,1.0
323110,,0.0,detail,regional,True,,,,RoWorld,1.0
323120,,0.0,detail,regional,True,,,,CAN,1.0
323120,,0.0,detail,regional,True,,,,CHN,1.0
323120,,0.0,detail,regional,True,,,,Europe,1.0
323120,,0.0,detail,regional,True,,,,JPN,1.0
323120,,0.0,detail,regional,True,,,,MEX,1.0
323120,,-1.1102230246251565e-16,detail,regional,True,,,,RoAsia,0.9999999999999999
323120,,0.0,detail,regional,True,,,,RoWorld,1.0
324110,,0.0,detail,regional,True,,,,CAN,1.0
324110,,0.0,detail,regional,True,,,,CHN,1.0
324110,,0.0,detail,regional,True,,,,Europe,1.0
324110,,0.0,detail,regional,True,,,,JPN,1.0
324110,,0.0,detail,regional,True,,,,MEX,1.0
324110,,0.0,detail,regional,True,,,,RoAsia,1.0
324110,,0.0,detail,regional,True,,,,RoWorld,1.0
324121,,0.0,detail,regional,True,,,,CAN,1.0
324121,,0.0,detail,regional,True,,,,CHN,1.0
324121,,0.0,detail,regional,True,,,,Europe,1.0
324121,,0.0,detail,regional,True,,,,JPN,1.0
324121,,0.0,detail,regional,True,,,,MEX,1.0
324121,,0.0,detail,regional,True,,,,RoAsia,1.0
324121,,0.0,detail,regional,True,,,,RoWorld,1.0
324122,,0.0,detail,regional,True,,,,CAN,1.0
324122,,0.0,detail,regional,True,,,,CHN,1.0
324122,,-1.1102230246251565e-16,detail,regional,True,,,,Europe,0.9999999999999999
324122,,0.0,detail,regional,True,,,,MEX,1.0
324122,,0.0,detail,regional,True,,,,RoAsia,1.0
324122,,0.0,detail,regional,True,,,,RoWorld,1.0
324190,,0.0,detail,regional,True,,,,CAN,1.0
324190,,0.0,detail,regional,True,,,,CHN,1.0
324190,,0.0,detail,regional,True,,,,Europe,1.0
324190,,0.0,detail,regional,True,,,,JPN,1.0
324190,,0.0,detail,regional,True,,,,MEX,1.0
324190,,0.0,detail,regional,True,,,,RoAsia,1.0
324190,,0.0,detail,regional,True,,,,RoWorld,1.0
325110,,0.0,detail,regional,True,,,,CAN,1.0
325110,,0.0,detail,regional,True,,,,CHN,1.0
325110,,0.0,detail,regional,True,,,,Europe,1.0
325110,,0.0,detail,regional,True,,,,JPN,1.0
325110,,0.0,detail,regional,True,,,,MEX,1.0
325110,,0.0,detail,regional,True,,,,RoAsia,1.0
325110,,0.0,detail,regional,True,,,,RoWorld,1.0
325120,,0.0,detail,regional,True,,,,CAN,1.0
325120,,0.0,detail,regional,True,,,,CHN,1.0
325120,,-1.1102230246251565e-16,detail,regional,True,,,,Europe,0.9999999999999999
325120,,0.0,detail,regional,True,,,,JPN,1.0
325120,,0.0,detail,regional,True,,,,MEX,1.0
325120,,0.0,detail,regional,True,,,,RoAsia,1.0
325120,,-1.1102230246251565e-16,detail,regional,True,,,,RoWorld,0.9999999999999999
325130,,0.0,detail,regional,True,,,,CAN,1.0
325130,,0.0,detail,regional,True,,,,CHN,1.0
325130,,0.0,detail,regional,True,,,,Europe,1.0
325130,,0.0,detail,regional,True,,,,JPN,1.0
325130,,0.0,detail,regional,True,,,,MEX,1.0
325130,,0.0,detail,regional,True,,,,RoAsia,1.0
325130,,0.0,detail,regional,True,,,,RoWorld,1.0
325180,,0.0,detail,regional,True,,,,CAN,1.0
325180,,0.0,detail,regional,True,,,,CHN,1.0
325180,,0.0,detail,regional,True,,,,Europe,1.0
325180,,0.0,detail,regional,True,,,,JPN,1.0
325180,,0.0,detail,regional,True,,,,MEX,1.0
325180,,0.0,detail,regional,True,,,,RoAsia,1.0
325180,,0.0,detail,regional,True,,,,RoWorld,1.0
325190,,0.0,detail,regional,True,,,,CAN,1.0
325190,,0.0,detail,regional,True,,,,CHN,1.0
325190,,0.0,detail,regional,True,,,,Europe,1.0
325190,,0.0,detail,regional,True,,,,JPN,1.0
325190,,0.0,detail,regional,True,,,,MEX,1.0
325190,,0.0,detail,regional,True,,,,RoAsia,1.0
325190,,0.0,detail,regional,True,,,,RoWorld,1.0
325211,,0.0,detail,regional,True,,,,CAN,1.0
325211,,0.0,detail,regional,True,,,,CHN,1.0
325211,,0.0,detail,regional,True,,,,Europe,1.0
325211,,0.0,detail,regional,True,,,,JPN,1.0
325211,,0.0,detail,regional,True,,,,MEX,1.0
325211,,0.0,detail,regional,True,,,,RoAsia,1.0
325211,,0.0,detail,regional,True,,,,RoWorld,1.0
3252A0,,0.0,detail,regional,True,,,,CAN,1.0
3252A0,,0.0,detail,regional,True,,,,CHN,1.0
3252A0,,0.0,detail,regional,True,,,,Europe,1.0
3252A0,,0.0,detail,regional,True,,,,JPN,1.0
3252A0,,0.0,detail,regional,True,,,,MEX,1.0
3252A0,,0.0,detail,regional,True,,,,RoAsia,1.0
3252A0,,-1.1102230246251565e-16,detail,regional,True,,,,RoWorld,0.9999999999999999
325310,,0.0,detail,regional,True,,,,CAN,1.0
325310,,0.0,detail,regional,True,,,,CHN,1.0
325310,,0.0,detail,regional,True,,,,Europe,1.0
325310,,0.0,detail,regional,True,,,,JPN,1.0
325310,,0.0,detail,regional,True,,,,MEX,1.0
325310,,0.0,detail,regional,True,,,,RoAsia,1.0
325310,,0.0,detail,regional,True,,,,RoWorld,1.0
325320,,0.0,detail,regional,True,,,,CAN,1.0
325320,,0.0,detail,regional,True,,,,CHN,1.0
325320,,0.0,detail,regional,True,,,,Europe,1.0
325320,,0.0,detail,regional,True,,,,JPN,1.0
325320,,0.0,detail,regional,True,,,,MEX,1.0
325320,,0.0,detail,regional,True,,,,RoAsia,1.0
325320,,0.0,detail,regional,True,,,,RoWorld,1.0
325411,,0.0,detail,regional,True,,,,CAN,1.0
325411,,0.0,detail,regional,True,,,,CHN,1.0
325411,,0.0,detail,regional,True,,,,Europe,1.0
325411,,0.0,detail,regional,True,,,,JPN,1.0
325411,,0.0,detail,regional,True,,,,MEX,1.0
325411,,0.0,detail,regional,True,,,,RoAsia,1.0
325411,,0.0,detail,regional,True,,,,RoWorld,1.0
325412,,0.0,detail,regional,True,,,,CAN,1.0
325412,,0.0,detail,regional,True,,,,CHN,1.0
325412,,0.0,detail,regional,True,,,,Europe,1.0
325412,,0.0,detail,regional,True,,,,JPN,1.0
325412,,0.0,detail,regional,True,,,,MEX,1.0
325412,,0.0,detail,regional,True,,,,RoAsia,1.0
325412,,0.0,detail,regional,True,,,,RoWorld,1.0
325413,,0.0,detail,regional,True,,,,CAN,1.0
325413,,0.0,detail,regional,True,,,,CHN,1.0
325413,,0.0,detail,regional,True,,,,Europe,1.0
325413,,0.0,detail,regional,True,,,,JPN,1.0
325413,,0.0,detail,regional,True,,,,MEX,1.0
325413,,0.0,detail,regional,True,,,,RoAsia,1.0
325413,,0.0,detail,regional,True,,,,RoWorld,1.0
325414,,0.0,detail,regional,True,,,,CAN,1.0
325414,,0.0,detail,regional,True,,,,CHN,1.0
325414,,0.0,detail,regional,True,,,,Europe,1.0
325414,,0.0,detail,regional,True,,,,JPN,1.0
325414,,0.0,detail,regional,True,,,,MEX,1.0
325414,,0.0,detail,regional,True,,,,RoAsia,1.0
325414,,0.0,detail,regional,True,,,,RoWorld,1.0
325510,,0.0,detail,regional,True,,,,CAN,1.0
325510,,0.0,detail,regional,True,,,,CHN,1.0
325510,,0.0,detail,regional,True,,,,Europe,1.0
325510,,0.0,detail,regional,True,,,,JPN,1.0
325510,,0.0,detail,regional,True,,,,MEX,1.0
325510,,0.0,detail,regional,True,,,,RoAsia,1.0
325510,,-1.1102230246251565e-16,detail,regional,True,,,,RoWorld,0.9999999999999999
325520,,0.0,detail,regional,True,,,,CAN,1.0
325520,,0.0,detail,regional,True,,,,CHN,1.0
325520,,0.0,detail,regional,True,,,,Europe,1.0
325520,,0.0,detail,regional,True,,,,JPN,1.0
325520,,0.0,detail,regional,True,,,,MEX,1.0
325520,,0.0,detail,regional,True,,,,RoAsia,1.0
325520,,0.0,detail,regional,True,,,,RoWorld,1.0
325610,,0.0,detail,regional,True,,,,CAN,1.0
325610,,0.0,detail,regional,True,,,,CHN,1.0
325610,,0.0,detail,regional,True,,,,Europe,1.0
325610,,0.0,detail,regional,True,,,,JPN,1.0
325610,,0.0,detail,regional,True,,,,MEX,1.0
325610,,0.0,detail,regional,True,,,,RoAsia,1.0
325610,,0.0,detail,regional,True,,,,RoWorld,1.0
325620,,0.0,detail,regional,True,,,,CAN,1.0
325620,,0.0,detail,regional,True,,,,CHN,1.0
325620,,0.0,detail,regional,True,,,,Europe,1.0
325620,,0.0,detail,regional,True,,,,JPN,1.0
325620,,0.0,detail,regional,True,,,,MEX,1.0
325620,,0.0,detail,regional,True,,,,RoAsia,1.0
325620,,0.0,detail,regional,True,,,,RoWorld,1.0
325910,,0.0,detail,regional,True,,,,CAN,1.0
325910,,0.0,detail,regional,True,,,,CHN,1.0
325910,,0.0,detail,regional,True,,,,Europe,1.0
325910,,0.0,detail,regional,True,,,,JPN,1.0
325910,,0.0,detail,regional,True,,,,MEX,1.0
325910,,0.0,detail,regional,True,,,,RoAsia,1.0
325910,,0.0,detail,regional,True,,,,RoWorld,1.0
3259A0,,0.0,detail,regional,True,,,,CAN,1.0
3259A0,,0.0,detail,regional,True,,,,CHN,1.0
3259A0,,0.0,detail,regional,True,,,,Europe,1.0
3259A0,,0.0,detail,regional,True,,,,JPN,1.0
3259A0,,0.0,detail,regional,True,,,,MEX,1.0
3259A0,,0.0,detail,regional,True,,,,RoAsia,1.0
3259A0,,0.0,detail,regional,True,,,,RoWorld,1.0
326110,,0.0,detail,regional,True,,,,CAN,1.0
326110,,0.0,detail,regional,True,,,,CHN,1.0
326110,,0.0,detail,regional,True,,,,Europe,1.0
326110,,0.0,detail,regional,True,,,,JPN,1.0
326110,,0.0,detail,regional,True,,,,MEX,1.0
326110,,0.0,detail,regional,True,,,,RoAsia,1.0
326110,,0.0,detail,regional,True,,,,RoWorld,1.0
326120,,0.0,detail,regional,True,,,,CAN,1.0
326120,,0.0,detail,regional,True,,,,CHN,1.0
326120,,0.0,detail,regional,True,,,,Europe,1.0
326120,,0.0,detail,regional,True,,,,JPN,1.0
326120,,0.0,detail,regional,True,,,,MEX,1.0
326120,,0.0,detail,regional,True,,,,RoAsia,1.0
326120,,0.0,detail,regional,True,,,,RoWorld,1.0
326160,,0.0,detail,regional,True,,,,CAN,1.0
326160,,0.0,detail,regional,True,,,,CHN,1.0
326160,,0.0,detail,regional,True,,,,Europe,1.0
326160,,0.0,detail,regional,True,,,,JPN,1.0
326160,,0.0,detail,regional,True,,,,MEX,1.0
326160,,0.0,detail,regional,True,,,,RoAsia,1.0
326160,,0.0,detail,regional,True,,,,RoWorld,1.0
326190,,0.0,detail,regional,True,,,,CAN,1.0
326190,,0.0,detail,regional,True,,,,CHN,1.0
326190,,0.0,detail,regional,True,,,,Europe,1.0
326190,,0.0,detail,regional,True,,,,JPN,1.0
326190,,0.0,detail,regional,True,,,,MEX,1.0
326190,,0.0,detail,regional,True,,,,RoAsia,1.0
326190,,0.0,detail,regional,True,,,,RoWorld,1.0
326210,,0.0,detail,regional,True,,,,CAN,1.0
326210,,0.0,detail,regional,True,,,,CHN,1.0
326210,,0.0,detail,regional,True,,,,Europe,1.0
326210,,0.0,detail,regional,True,,,,JPN,1.0
326210,,0.0,detail,regional,True,,,,MEX,1.0
326210,,0.0,detail,regional,True,,,,RoAsia,1.0
326210,,0.0,detail,regional,True,,,,RoWorld,1.0
326220,,0.0,detail,regional,True,,,,CAN,1.0
326220,,0.0,detail,regional,True,,,,CHN,1.0
326220,,0.0,detail,regional,True,,,,Europe,1.0
326220,,0.0,detail,regional,True,,,,JPN,1.0
326220,,0.0,detail,regional,True,,,,MEX,1.0
326220,,0.0,detail,regional,True,,,,RoAsia,1.0
326220,,0.0,detail,regional,True,,,,RoWorld,1.0
326290,,0.0,detail,regional,True,,,,CAN,1.0
326290,,0.0,detail,regional,True,,,,CHN,1.0
326290,,0.0,detail,regional,True,,,,Europe,1.0
326290,,0.0,detail,regional,True,,,,JPN,1.0
326290,,0.0,detail,regional,True,,,,MEX,1.0
326290,,0.0,detail,regional,True,,,,RoAsia,1.0
326290,,0.0,detail,regional,True,,,,RoWorld,1.0
327100,,0.0,detail,regional,True,,,,CAN,1.0
327100,,0.0,detail,regional,True,,,,CHN,1.0
327100,,0.0,detail,regional,True,,,,Europe,1.0
327100,,0.0,detail,regional,True,,,,JPN,1.0
327100,,0.0,detail,regional,True,,,,MEX,1.0
327100,,0.0,detail,regional,True,,,,RoAsia,1.0
327100,,0.0,detail,regional,True,,,,RoWorld,1.0
327200,,0.0,detail,regional,True,,,,CAN,1.0
327200,,0.0,detail,regional,True,,,,CHN,1.0
327200,,0.0,detail,regional,True,,,,Europe,1.0
327200,,0.0,detail,regional,True,,,,JPN,1.0
327200,,0.0,detail,regional,True,,,,MEX,1.0
327200,,0.0,detail,regional,True,,,,RoAsia,1.0
327200,,0.0,detail,regional,True,,,,RoWorld,1.0
327310,,0.0,detail,regional,True,,,,CAN,1.0
327310,,0.0,detail,regional,True,,,,CHN,1.0
327310,,0.0,detail,regional,True,,,,Europe,1.0
327310,,0.0,detail,regional,True,,,,JPN,1.0
327310,,0.0,detail,regional,True,,,,MEX,1.0
327310,,0.0,detail,regional,True,,,,RoAsia,1.0
327310,,0.0,detail,regional,True,,,,RoWorld,1.0
327320,,0.0,detail,regional,True,,,,CAN,1.0
327320,,-1.1102230246251565e-16,detail,regional,True,,,,Europe,0.9999999999999999
327320,,0.0,detail,regional,True,,,,MEX,1.0
327330,,0.0,detail,regional,True,,,,CAN,1.0
327330,,0.0,detail,regional,True,,,,CHN,1.0
327330,,0.0,detail,regional,True,,,,Europe,1.0
327330,,0.0,detail,regional,True,,,,MEX,1.0
327330,,0.0,detail,regional,True,,,,RoAsia,1.0
327330,,0.0,detail,regional,True,,,,RoWorld,1.0
327390,,0.0,detail,regional,True,,,,CAN,1.0
327390,,0.0,detail,regional,True,,,,CHN,1.0
327390,,0.0,detail,regional,True,,,,Europe,1.0
327390,,0.0,detail,regional,True,,,,JPN,1.0
327390,,0.0,detail,regional,True,,,,MEX,1.0
327390,,0.0,detail,regional,True,,,,RoAsia,1.0
