Country,iso3,HS2,sector_code,impVal,bea_total,weight
Afghanistan,AFG,12,11,184730.0,3680593.0,0.050190281837736474
Afghanistan,AFG,13,11,54963.0,3680593.0,0.01493319147213506
Afghanistan,AFG,4,11,2250.0,3680593.0,0.0006113145354566507
Afghanistan,AFG,6,11,5427.0,3680593.0,0.0014744906595214413
Afghanistan,AFG,7,11,125641.0,3680593.0,0.034136075355248464
Afghanistan,AFG,8,11,3307582.0,3680593.0,0.8986546461399019
Afghanistan,AFG,25,21,15399.0,15399.0,1.0
Afghanistan,AFG,10,31ND,4469.0,15431987.0,0.00028959329735049675
Afghanistan,AFG,11,31ND,4605.0,15431987.0,0.0002984061611767817
Afghanistan,AFG,15,31ND,87419.0,15431987.0,0.005664792226691222
Afghanistan,AFG,17,31ND,325561.0,15431987.0,0.02109650558933208
Afghanistan,AFG,19,31ND,81701.0,15431987.0,0.005294263143171388
Afghanistan,AFG,20,31ND,1945382.0,15431987.0,0.1260616665890141
Afghanistan,AFG,21,31ND,207424.0,15431987.0,0.01344117254634805
Afghanistan,AFG,22,31ND,779974.0,15431987.0,0.050542681250314685
Afghanistan,AFG,24,31ND,393833.0,15431987.0,0.02552056323012714
Afghanistan,AFG,28,31ND,2402.0,15431987.0,0.0001556507272848273
Afghanistan,AFG,33,31ND,21615.0,15431987.0,0.0014006621441555128
Afghanistan,AFG,39,31ND,12285.0,15431987.0,0.0007960737654846391
Afghanistan,AFG,4,31ND,34528.0,15431987.0,0.002237430604367409
Afghanistan,AFG,40,31ND,454.0,15431987.0,2.9419413067157197e-05
Afghanistan,AFG,42,31ND,2039.0,15431987.0,0.0001321281569249637
Afghanistan,AFG,43,31ND,26888.0,15431987.0,0.0017423550188319884
Afghanistan,AFG,48,31ND,33552.0,15431987.0,0.0021741853463199522
Afghanistan,AFG,51,31ND,1298.0,15431987.0,8.411100916557278e-05
Afghanistan,AFG,57,31ND,4047603.0,15431987.0,0.2622865739842834
Afghanistan,AFG,58,31ND,16008.0,15431987.0,0.0010373259127291904
Afghanistan,AFG,61,31ND,17331.0,15431987.0,0.001123056933627536
Afghanistan,AFG,62,31ND,48167.0,15431987.0,0.0031212442052990326
Afghanistan,AFG,63,31ND,23063.0,15431987.0,0.0014944932237177235
Afghanistan,AFG,64,31ND,7508.0,15431987.0,0.00048652192358637937
Afghanistan,AFG,7,31ND,67227.0,15431987.0,0.004356341150365147
Afghanistan,AFG,8,31ND,5408764.0,15431987.0,0.35049044559200315
Afghanistan,AFG,9,31ND,1830342.0,15431987.0,0.118607020599486
Afghanistan,AFG,94,31ND,545.0,15431987.0,3.531625577445082e-05
Afghanistan,AFG,68,33DG,4000.0,1488507.0,0.0026872564253980664
Afghanistan,AFG,70,33DG,2750.0,1488507.0,0.001847488792461171
Afghanistan,AFG,71,33DG,1059772.0,1488507.0,0.71196977911424
Afghanistan,AFG,73,33DG,76717.0,1488507.0,0.05153956279681587
Afghanistan,AFG,82,33DG,8245.0,1488507.0,0.005539107306851765
Afghanistan,AFG,83,33DG,28749.0,1488507.0,0.019313983743442256
Afghanistan,AFG,84,33DG,92630.0,1488507.0,0.06223014067115573
Afghanistan,AFG,85,33DG,110771.0,1488507.0,0.07441752037444231
Afghanistan,AFG,90,33DG,14093.0,1488507.0,0.009467876200783739
Afghanistan,AFG,94,33DG,83158.0,1488507.0,0.055866717455813106
Afghanistan,AFG,95,33DG,7622.0,1488507.0,0.005120567118596016
Afghanistan,AFG,63,Other,6369.0,1971873.0,0.0032299240366899895
Afghanistan,AFG,97,Other,998454.0,1971873.0,0.5063480254560004
Afghanistan,AFG,98,Other,489937.0,1971873.0,0.2484627559685639
Afghanistan,AFG,99,Other,477113.0,1971873.0,0.24195929453874565
Albania,ALB,12,11,16252535.0,19281125.0,0.8429246218776135
Albania,ALB,13,11,36420.0,19281125.0,0.0018888939312410454
Albania,ALB,24,11,1092972.0,19281125.0,0.05668611141725392
Albania,ALB,3,11,1282133.0,19281125.0,0.06649679414453254
Albania,ALB,4,11,24790.0,19281125.0,0.0012857133595679713
Albania,ALB,7,11,86826.0,19281125.0,0.0045031604742980505
Albania,ALB,8,11,13708.0,19281125.0,0.0007109543659926483
Albania,ALB,9,11,491741.0,19281125.0,0.025503750429500354
Albania,ALB,25,21,4467.0,36615.0,0.12199918066366243
Albania,ALB,26,21,32148.0,36615.0,0.8780008193363376
Albania,ALB,10,31ND,55953.0,29320904.0,0.0019082972339461294
Albania,ALB,11,31ND,188625.0,29320904.0,0.00643312361719816
Albania,ALB,12,31ND,1288962.0,29320904.0,0.04396051363218542
Albania,ALB,15,31ND,1243575.0,29320904.0,0.04241257363688378
Albania,ALB,17,31ND,24774.0,29320904.0,0.0008449262000926028
Albania,ALB,18,31ND,42169.0,29320904.0,0.0014381889453340183
Albania,ALB,19,31ND,216358.0,29320904.0,0.007378967578898659
Albania,ALB,20,31ND,710575.0,29320904.0,0.024234416510486852
Albania,ALB,21,31ND,107038.0,29320904.0,0.003650569573161864
Albania,ALB,22,31ND,753872.0,29320904.0,0.025711076302422326
Albania,ALB,31,31ND,508679.0,29320904.0,0.01734868065459373
Albania,ALB,32,31ND,149817.0,29320904.0,0.005109562788377876
Albania,ALB,33,31ND,3772652.0,29320904.0,0.12866765635875346
Albania,ALB,34,31ND,15215.0,29320904.0,0.0005189130594336382
Albania,ALB,39,31ND,867425.0,29320904.0,0.029583842298995966
Albania,ALB,4,31ND,1182921.0,29320904.0,0.04034394710340445
Albania,ALB,40,31ND,117944.0,29320904.0,0.004022522634363524
Albania,ALB,42,31ND,769131.0,29320904.0,0.026231489997716306
Albania,ALB,48,31ND,2713926.0,29320904.0,0.09255942449796227
Albania,ALB,49,31ND,35015.0,29320904.0,0.0011941991965868446
Albania,ALB,53,31ND,1629.0,29320904.0,5.555763219305926e-05
Albania,ALB,57,31ND,300.0,29320904.0,1.0231608138684946e-05
Albania,ALB,61,31ND,3570668.0,29320904.0,0.12177891923113966
Albania,ALB,62,31ND,7408533.0,29320904.0,0.25267068846172
Albania,ALB,63,31ND,114441.0,29320904.0,0.0039030515566641465
Albania,ALB,64,31ND,2116591.0,29320904.0,0.07218709900622436
Albania,ALB,65,31ND,14803.0,29320904.0,0.0005048616509231776
Albania,ALB,7,31ND,779707.0,29320904.0,0.026592188289965412
Albania,ALB,8,31ND,87058.0,29320904.0,0.0029691444711254468
Albania,ALB,9,31ND,448153.0,29320904.0,0.015284419607253583
Albania,ALB,94,31ND,7692.0,29320904.0,0.00026233843267588203
Albania,ALB,96,31ND,6703.0,29320904.0,0.000228608231178684
Albania,ALB,38,33DG,2077.0,77770267.0,2.670686471990639e-05
Albania,ALB,40,33DG,20867.0,77770267.0,0.0002683159105008602
Albania,ALB,44,33DG,154854.0,77770267.0,0.0019911722818181914
Albania,ALB,66,33DG,35794.0,77770267.0,0.0004602530167473901
Albania,ALB,68,33DG,14225.0,77770267.0,0.00018291052028919998
Albania,ALB,69,33DG,20281.0,77770267.0,0.000260780897151864
Albania,ALB,70,33DG,73211.0,77770267.0,0.0009413751916268978
Albania,ALB,71,33DG,99859.0,77770267.0,0.0012840254232379066
Albania,ALB,72,33DG,64719108.0,77770267.0,0.8321831786947574
Albania,ALB,73,33DG,766579.0,77770267.0,0.00985696757348152
Albania,ALB,76,33DG,5588784.0,77770267.0,0.0718627338646015
Albania,ALB,79,33DG,2089.0,77770267.0,2.68611653345616e-05
Albania,ALB,81,33DG,6450.0,77770267.0,8.29365803771768e-05
Albania,ALB,83,33DG,16848.0,77770267.0,0.00021663806297591854
Albania,ALB,84,33DG,212935.0,77770267.0,0.0027380001151339753
Albania,ALB,85,33DG,1574759.0,77770267.0,0.020248856802819
Albania,ALB,87,33DG,732493.0,77770267.0,0.00941867667755339
Albania,ALB,89,33DG,483718.0,77770267.0,0.006219832059982513
Albania,ALB,90,33DG,44521.0,77770267.0,0.0005724681387553935
Albania,ALB,94,33DG,3120356.0,77770267.0,0.04012273739525672
Albania,ALB,96,33DG,80459.0,77770267.0,0.0010345727628786462
Albania,ALB,63,Other,1483.0,1871498.0,0.0007924133501612078
Albania,ALB,71,Other,91393.0,1871498.0,0.04883414248906491
Albania,ALB,87,Other,32500.0,1871498.0,0.017365767957005566
Albania,ALB,97,Other,215678.0,1871498.0,0.11524351081326296
Albania,ALB,98,Other,469414.0,1871498.0,0.25082260306984033
Albania,ALB,99,Other,1061030.0,1871498.0,0.5669415623206651
Algeria,DZA,12,11,10830.0,14480827.0,0.0007478854626189513
Algeria,DZA,8,11,14469997.0,14480827.0,0.999252114537381
Algeria,DZA,27,21,334188539.0,334188539.0,1.0
Algeria,DZA,11,31ND,2923.0,1917425600.0,1.5244398531030356e-06
Algeria,DZA,12,31ND,3192.0,1917425600.0,1.6647321283287341e-06
Algeria,DZA,15,31ND,199178.0,1917425600.0,0.00010387782451637237
Algeria,DZA,16,31ND,41080.0,1917425600.0,2.1424560097664283e-05
Algeria,DZA,18,31ND,12984.0,1917425600.0,6.77157955959282e-06
Algeria,DZA,19,31ND,61671.0,1917425600.0,3.216343831020093e-05
Algeria,DZA,20,31ND,165950.0,1917425600.0,8.654833856395785e-05
Algeria,DZA,21,31ND,19036.0,1917425600.0,9.927894985860208e-06
Algeria,DZA,22,31ND,125042.0,1917425600.0,6.521348207721853e-05
Algeria,DZA,27,31ND,1679957473.0,1917425600.0,0.8761526251657431
Algeria,DZA,28,31ND,64941807.0,1917425600.0,0.03386927085984458
Algeria,DZA,31,31ND,169835060.0,1917425600.0,0.08857452409105208
Algeria,DZA,33,31ND,3194.0,1917425600.0,1.6657751935720478e-06
Algeria,DZA,38,31ND,2533.0,1917425600.0,1.3210421306568557e-06
Algeria,DZA,39,31ND,18326.0,1917425600.0,9.557606824483829e-06
Algeria,DZA,40,31ND,1976913.0,1917425600.0,0.001031024619677551
Algeria,DZA,42,31ND,10887.0,1917425600.0,5.677925651978361e-06
Algeria,DZA,48,31ND,2178.0,1917425600.0,1.1358980499686663e-06
Algeria,DZA,49,31ND,9839.0,1917425600.0,5.131359464481959e-06
Algeria,DZA,61,31ND,1265.0,1917425600.0,6.597387663959425e-07
Algeria,DZA,62,31ND,1591.0,1917425600.0,8.297584010560827e-07
Algeria,DZA,63,31ND,418.0,1917425600.0,2.1800063585257232e-07
Algeria,DZA,9,31ND,24953.0,1917425600.0,1.3013803508203918e-05
Algeria,DZA,95,31ND,8107.0,1917425600.0,4.228064963772258e-06
Algeria,DZA,25,33DG,84201419.0,163082712.0,0.5163111280612013
Algeria,DZA,40,33DG,803.0,163082712.0,4.923881815259486e-06
Algeria,DZA,69,33DG,14958.0,163082712.0,9.172032900703785e-05
Algeria,DZA,70,33DG,1148915.0,163082712.0,0.0070449834069475125
Algeria,DZA,72,33DG,76758622.0,163082712.0,0.4706729552056996
Algeria,DZA,82,33DG,23318.0,163082712.0,0.00014298266023439688
Algeria,DZA,83,33DG,7671.0,163082712.0,4.703748120156354e-05
Algeria,DZA,84,33DG,279183.0,163082712.0,0.0017119104568238967
Algeria,DZA,85,33DG,524473.0,163082712.0,0.0032159938571539085
Algeria,DZA,88,33DG,18429.0,163082712.0,0.00011300400743887556
Algeria,DZA,90,33DG,95489.0,163082712.0,0.0005855249696853214
Algeria,DZA,94,33DG,9432.0,163082712.0,5.783568279144144e-05
Algeria,DZA,49,Other,39000.0,32433464.0,0.0012024617536998206
Algeria,DZA,71,Other,6002770.0,32433464.0,0.1850795215706839
Algeria,DZA,97,Other,391593.0,32433464.0,0.012073733474783946
Algeria,DZA,98,Other,25716264.0,32433464.0,0.7928929207191683
Algeria,DZA,99,Other,283837.0,32433464.0,0.008751362481664
Andorra,AND,19,31ND,2912.0,147589.0,0.019730467717783844
Andorra,AND,39,31ND,18838.0,147589.0,0.12763823862211954
Andorra,AND,42,31ND,1425.0,147589.0,0.009655191105028153
Andorra,AND,49,31ND,123903.0,147589.0,0.8395137849026689
