Country,iso3,HS_Section,sector_code,impVal,bea_total,weight
Ecuador,ECU,2,33DG,9193317.0,712658035.0,0.0129000397785454
Ecuador,ECU,6,33DG,148106.0,712658035.0,0.00020782197453228743
Ecuador,ECU,7,33DG,29843.0,712658035.0,4.187562412033985e-05
Ecuador,ECU,9,33DG,112601031.0,712658035.0,0.15800148945209044
Ecuador,ECU,11,33DG,4173.0,712658035.0,5.855543325207861e-06
Ecuador,ECU,12,33DG,4712.0,712658035.0,6.611866798077987e-06
Ecuador,ECU,13,33DG,11393317.0,712658035.0,0.015987074361688773
Ecuador,ECU,14,33DG,405893363.0,712658035.0,0.569548567567894
Ecuador,ECU,15,33DG,78492756.0,712658035.0,0.11014084195374294
Ecuador,ECU,16,33DG,84577954.0,712658035.0,0.11867957680432242
Ecuador,ECU,17,33DG,437797.0,712658035.0,0.0006143156724529177
Ecuador,ECU,18,33DG,1187501.0,712658035.0,0.0016662984793260626
Ecuador,ECU,20,33DG,8583797.0,712658035.0,0.012044762815310152
Ecuador,ECU,21,33DG,110368.0,712658035.0,0.00015486810585107626
Ecuador,ECU,7,Other,22926626.0,420177086.0,0.054564198676935946
Ecuador,ECU,11,Other,10559.0,420177086.0,2.512988059515459e-05
Ecuador,ECU,14,Other,34955822.0,420177086.0,0.08319307064736034
Ecuador,ECU,15,Other,5427385.0,420177086.0,0.012916899042895452
Ecuador,ECU,16,Other,317626.0,420177086.0,0.000755933654126013
Ecuador,ECU,17,Other,78120.0,420177086.0,0.0001859216092521523
Ecuador,ECU,21,Other,356460948.0,420177086.0,0.848358846488835
El Salvador,SLV,1,11,3999076.0,86343566.0,0.046315854038273103
El Salvador,SLV,2,11,82337556.0,86343566.0,0.9536038388778152
El Salvador,SLV,4,11,6934.0,86343566.0,8.030708391173002e-05
El Salvador,SLV,1,31ND,6665295.0,1793482860.0,0.003716397378896612
El Salvador,SLV,2,31ND,11424726.0,1793482860.0,0.006370133919205673
El Salvador,SLV,3,31ND,840759.0,1793482860.0,0.0004687856342268027
El Salvador,SLV,4,31ND,308030271.0,1793482860.0,0.1717497712802229
El Salvador,SLV,5,31ND,1279381.0,1793482860.0,0.0007133500010142277
El Salvador,SLV,6,31ND,23314979.0,1793482860.0,0.012999833742486951
El Salvador,SLV,7,31ND,24965584.0,1793482860.0,0.013920168715746745
El Salvador,SLV,8,31ND,4828947.0,1793482860.0,0.0026924968772770986
El Salvador,SLV,9,31ND,1266139.0,1793482860.0,0.00070596660176613
El Salvador,SLV,10,31ND,13898032.0,1793482860.0,0.007749185849481717
El Salvador,SLV,11,31ND,1357073322.0,1793482860.0,0.7566692452249028
El Salvador,SLV,12,31ND,13735205.0,1793482860.0,0.007658397694416773
El Salvador,SLV,16,31ND,27104.0,1793482860.0,1.511249457940178e-05
El Salvador,SLV,20,31ND,26133116.0,1793482860.0,0.014571154585776193
El Salvador,SLV,2,33DG,2027.0,218962425.0,9.257296086303392e-06
El Salvador,SLV,6,33DG,822972.0,218962425.0,0.0037585078809754687
El Salvador,SLV,7,33DG,53913.0,218962425.0,0.0002462203275287986
El Salvador,SLV,9,33DG,1328425.0,218962425.0,0.006066908511814299
El Salvador,SLV,10,33DG,30934.0,218962425.0,0.0001412753809243755
El Salvador,SLV,11,33DG,5527.0,218962425.0,2.524177378835661e-05
El Salvador,SLV,13,33DG,38044959.0,218962425.0,0.17375108537457967
El Salvador,SLV,14,33DG,4626378.0,218962425.0,0.021128638852077018
El Salvador,SLV,15,33DG,19879197.0,218962425.0,0.09078816605177806
El Salvador,SLV,16,33DG,127803593.0,218962425.0,0.5836781950145099
El Salvador,SLV,17,33DG,10148225.0,218962425.0,0.04634687892226257
El Salvador,SLV,18,33DG,3382984.0,218962425.0,0.015450066375543657
El Salvador,SLV,19,33DG,86979.0,218962425.0,0.0003972325388705391
El Salvador,SLV,20,33DG,12746312.0,218962425.0,0.05821232569926096
El Salvador,SLV,7,Other,406876.0,212423940.0,0.001915396164857878
El Salvador,SLV,11,Other,250327.0,212423940.0,0.001178431206953416
El Salvador,SLV,14,Other,3560344.0,212423940.0,0.016760559097058456
El Salvador,SLV,15,Other,12366875.0,212423940.0,0.058217896721056955
El Salvador,SLV,17,Other,6000.0,212423940.0,2.8245403978478133e-05
El Salvador,SLV,21,Other,195833518.0,212423940.0,0.9218994714060949
Estonia,EST,1,11,2368552.0,7585931.0,0.31222957340371277
Estonia,EST,2,11,2217284.0,7585931.0,0.2922889754731489
Estonia,EST,3,11,11604.0,7585931.0,0.0015296738132735456
Estonia,EST,4,11,28896.0,7585931.0,0.0038091567139221278
Estonia,EST,9,11,2959595.0,7585931.0,0.3901426205959427
Estonia,EST,5,21,7368885.0,7368885.0,1.0
Estonia,EST,1,31ND,3945682.0,113831447.0,0.03466249532960782
Estonia,EST,2,31ND,157414.0,113831447.0,0.0013828691820108375
Estonia,EST,4,31ND,16037606.0,113831447.0,0.14088906381028435
Estonia,EST,5,31ND,57896.0,113831447.0,0.0005086116492923085
Estonia,EST,6,31ND,71038691.0,113831447.0,0.6240691203723344
Estonia,EST,7,31ND,6517939.0,113831447.0,0.057259563782932496
Estonia,EST,8,31ND,163695.0,113831447.0,0.0014380472559573103
Estonia,EST,10,31ND,952021.0,113831447.0,0.008363427023817066
Estonia,EST,11,31ND,8342350.0,113831447.0,0.07328686597474246
Estonia,EST,12,31ND,394002.0,113831447.0,0.0034612755120296415
Estonia,EST,16,31ND,159929.0,113831447.0,0.0014049632523778777
Estonia,EST,20,31ND,6064222.0,113831447.0,0.05327369685461347
Estonia,EST,6,33DG,1451578.0,909404775.0,0.001596184713237293
Estonia,EST,7,33DG,2540771.0,909404775.0,0.0027938835047352814
Estonia,EST,8,33DG,1600.0,909404775.0,1.7593925653183424e-06
Estonia,EST,9,33DG,62935270.0,909404775.0,0.06920490383393907
Estonia,EST,11,33DG,79567.0,909404775.0,8.749349265292785e-05
Estonia,EST,12,33DG,26885.0,909404775.0,2.9563293199114772e-05
Estonia,EST,13,33DG,965050.0,909404775.0,0.0010611886219752914
Estonia,EST,14,33DG,212539.0,909404775.0,0.00023371221027512198
Estonia,EST,15,33DG,22546955.0,909404775.0,0.02479309062347952
Estonia,EST,16,33DG,515198698.0,909404775.0,0.5665229743268062
Estonia,EST,17,33DG,10079651.0,909404775.0,0.011083789394002248
Estonia,EST,18,33DG,216641128.0,909404775.0,0.2382229937158621
Estonia,EST,19,33DG,74827.0,909404775.0,8.228129217817226e-05
Estonia,EST,20,33DG,76155599.0,909404775.0,0.08374224667997812
Estonia,EST,21,33DG,494657.0,909404775.0,0.000543934905114172
Estonia,EST,6,Other,2849.0,27212942.0,0.00010469283328498624
Estonia,EST,7,Other,122651.0,27212942.0,0.004507083431111564
Estonia,EST,15,Other,9683976.0,27212942.0,0.35585920846044505
Estonia,EST,21,Other,17403466.0,27212942.0,0.6395290152751584
Falkland Islands (Islas Malvinas),FLK,1,11,19743512.0,19743512.0,1.0
Falkland Islands (Islas Malvinas),FLK,7,31ND,3262.0,3262.0,1.0
Falkland Islands (Islas Malvinas),FLK,14,33DG,4518.0,2469127.0,0.0018297965232246052
Falkland Islands (Islas Malvinas),FLK,16,33DG,2458265.0,2469127.0,0.995600874317117
Falkland Islands (Islas Malvinas),FLK,18,33DG,2580.0,2469127.0,0.00104490372508178
Falkland Islands (Islas Malvinas),FLK,20,33DG,3764.0,2469127.0,0.0015244254345766742
Falkland Islands (Islas Malvinas),FLK,21,Other,540760.0,540760.0,1.0
Faroe Islands,FRO,1,11,246203765.0,246203765.0,1.0
Faroe Islands,FRO,1,31ND,1907762.0,2315295.0,0.8239822571205829
Faroe Islands,FRO,4,31ND,46570.0,2315295.0,0.020114067537829954
Faroe Islands,FRO,7,31ND,295824.0,2315295.0,0.12776946350249105
Faroe Islands,FRO,8,31ND,1658.0,2315295.0,0.0007161074506704329
Faroe Islands,FRO,10,31ND,51585.0,2315295.0,0.022280098216425983
Faroe Islands,FRO,11,31ND,11282.0,2315295.0,0.004872813183633187
Faroe Islands,FRO,20,31ND,614.0,2315295.0,0.0002651929883664933
Faroe Islands,FRO,16,33DG,213072.0,445619.0,0.4781483733862335
Faroe Islands,FRO,17,33DG,41500.0,445619.0,0.09312888364275311
Faroe Islands,FRO,18,33DG,128194.0,445619.0,0.28767624360720706
Faroe Islands,FRO,20,33DG,62853.0,445619.0,0.1410464993638063
Faroe Islands,FRO,21,Other,487853.0,487853.0,1.0
Fiji,FJI,1,11,7918878.0,22729429.0,0.3483975774314436
Fiji,FJI,2,11,14759397.0,22729429.0,0.6493518600929218
Fiji,FJI,9,11,51154.0,22729429.0,0.002250562475634562
Fiji,FJI,1,31ND,1039531.0,222565022.0,0.004670684506750571
Fiji,FJI,2,31ND,11390521.0,222565022.0,0.051178396756342066
Fiji,FJI,3,31ND,81856.0,222565022.0,0.00036778465575781265
Fiji,FJI,4,31ND,208018483.0,222565022.0,0.9346413966162213
Fiji,FJI,6,31ND,1561852.0,222565022.0,0.0070175087979457975
Fiji,FJI,7,31ND,14271.0,222565022.0,6.412058764561846e-05
Fiji,FJI,8,31ND,52924.0,222565022.0,0.00023779118355803455
Fiji,FJI,10,31ND,30098.0,222565022.0,0.0001352323906494166
Fiji,FJI,11,31ND,374472.0,222565022.0,0.0016825285331672647
Fiji,FJI,20,31ND,1014.0,222565022.0,4.555971962207071e-06
Fiji,FJI,9,33DG,6858143.0,8257378.0,0.8305472996391833
Fiji,FJI,11,33DG,1140.0,8257378.0,0.00013805835217910577
Fiji,FJI,12,33DG,715.0,8257378.0,8.658922965619352e-05
Fiji,FJI,14,33DG,584880.0,8257378.0,0.07083120089694332
Fiji,FJI,15,33DG,132725.0,8257378.0,0.01607350420436124
Fiji,FJI,16,33DG,127526.0,8257378.0,0.015443885456133895
Fiji,FJI,17,33DG,107896.0,8257378.0,0.013066617514663856
Fiji,FJI,18,33DG,224744.0,8257378.0,0.027217356405386795
Fiji,FJI,20,33DG,217414.0,8257378.0,0.026329665421638684
Fiji,FJI,21,33DG,2195.0,8257378.0,0.00026582287985362906
Fiji,FJI,16,Other,44000.0,5720644.0,0.007691441732783931
Fiji,FJI,17,Other,24000.0,5720644.0,0.004195331854245781
Fiji,FJI,21,Other,5652644.0,5720644.0,0.9881132264129703
Finland,FIN,1,11,285234.0,2151503.0,0.13257429806047213
Finland,FIN,2,11,805099.0,2151503.0,0.3742030571186747
Finland,FIN,7,11,607955.0,2151503.0,0.28257222973893137
Finland,FIN,8,11,430002.0,2151503.0,0.1998612133006554
Finland,FIN,9,11,23213.0,2151503.0,0.010789201781266399
Finland,FIN,5,21,2722585.0,2722585.0,1.0
Finland,FIN,1,31ND,17208207.0,4028247282.0,0.004271884468685406
Finland,FIN,2,31ND,2879825.0,4028247282.0,0.0007149077001474906
Finland,FIN,3,31ND,443253.0,4028247282.0,0.0001100361941484207
Finland,FIN,4,31ND,13025690.0,4028247282.0,0.003233587485605607
Finland,FIN,5,31ND,797214869.0,4028247282.0,0.19790613961618259
Finland,FIN,6,31ND,1844979300.0,4028247282.0,0.45801043750322573
Finland,FIN,7,31ND,149718525.0,4028247282.0,0.03716716341347984
Finland,FIN,8,31ND,1830197.0,4028247282.0,0.00045434077698708667
Finland,FIN,10,31ND,1163309398.0,4028247282.0,0.28878798061831595
Finland,FIN,11,31ND,36061263.0,4028247282.0,0.00895209764334423
Finland,FIN,12,31ND,462661.0,4028247282.0,0.00011485417046450328
Finland,FIN,13,31ND,2651.0,4028247282.0,6.581025975852691e-07
Finland,FIN,16,31ND,210630.0,4028247282.0,5.228824976589409e-05
Finland,FIN,17,31ND,19098.0,4028247282.0,4.741019769401535e-06
Finland,FIN,20,31ND,860348.0,4028247282.0,0.0002135787452385104
Finland,FIN,21,31ND,21367.0,4028247282.0,5.304292041721783e-06
Finland,FIN,2,33DG,32175.0,3856746404.0,8.34252414590441e-06
Finland,FIN,5,33DG,923909.0,3856746404.0,0.00023955658558254535
Finland,FIN,6,33DG,122443986.0,3856746404.0,0.03174800030227759
Finland,FIN,7,33DG,2947702.0,3856746404.0,0.0007642975947142414
Finland,FIN,8,33DG,2797.0,3856746404.0,7.252226895445107e-07
Finland,FIN,9,33DG,100067509.0,3856746404.0,0.025946095106542555
Finland,FIN,10,33DG,4108.0,3856746404.0,1.0651465172144618e-06
Finland,FIN,11,33DG,2958.0,3856746404.0,7.669677210127503e-07
Finland,FIN,12,33DG,17447.0,3856746404.0,4.523761267244576e-06
Finland,FIN,13,33DG,49079326.0,3856746404.0,0.012725577691366403
Finland,FIN,14,33DG,520215.0,3856746404.0,0.000134884419535716
Finland,FIN,15,33DG,520943247.0,3856746404.0,0.13507324372162688
Finland,FIN,16,33DG,1948281205.0,3856746404.0,0.505161864668974
Finland,FIN,17,33DG,406152521.0,3856746404.0,0.10530962590093076
Finland,FIN,18,33DG,572717806.0,3856746404.0,0.1484976573533612
Finland,FIN,19,33DG,43721764.0,3856746404.0,0.011336437354204636
Finland,FIN,20,33DG,84027078.0,3856746404.0,0.021787037362075934
Finland,FIN,21,33DG,4860651.0,3856746404.0,0.0012602983164666484
Finland,FIN,7,Other,28151.0,139648936.0,0.0002015840636265213
Finland,FIN,10,Other,25927.0,139648936.0,0.00018565841418226057
Finland,FIN,11,Other,2995.0,139648936.0,2.144663672911908e-05
Finland,FIN,15,Other,141085.0,139648936.0,0.001010283386620289
Finland,FIN,16,Other,17017705.0,139648936.0,0.12186061338841851
Finland,FIN,17,Other,106971.0,139648936.0,0.0007659993915027036
Finland,FIN,21,Other,122326102.0,139648936.0,0.8759544147189205
France,FRA,1,11,39257945.0,309136432.0,0.12699229510418883
France,FRA,2,11,253747722.0,309136432.0,0.8208276208609407
France,FRA,3,11,11356196.0,309136432.0,0.036735223753892585
France,FRA,4,11,3102601.0,309136432.0,0.010036348611282412
France,FRA,7,11,922718.0,309136432.0,0.0029848245126928292
France,FRA,9,11,312801.0,309136432.0,0.0010118542094061562
France,FRA,11,11,263629.0,309136432.0,0.000852791753771681
France,FRA,14,11,172820.0,309136432.0,0.0005590411938247382
France,FRA,5,21,15964080.0,15964080.0,1.0
France,FRA,1,31ND,352538540.0,23062100441.0,0.015286488795845064
France,FRA,2,31ND,84221119.0,23062100441.0,0.003651927508314506
France,FRA,3,31ND,75104631.0,23062100441.0,0.0032566257870631048
France,FRA,4,31ND,5948158369.0,23062100441.0,0.2579191944904252
France,FRA,5,31ND,893708703.0,23062100441.0,0.03875226826309181
France,FRA,6,31ND,11950823701.0,23062100441.0,0.5182018754785112
France,FRA,7,31ND,1425310315.0,23062100441.0,0.061803144021785245
France,FRA,8,31ND,1389084871.0,23062100441.0,0.06023236584862292
France,FRA,9,31ND,1631448.0,23062100441.0,7.074151828337361e-05
France,FRA,10,31ND,337239227.0,23062100441.0,0.014623092456940878
France,FRA,11,31ND,521861987.0,23062100441.0,0.02262855407880495
France,FRA,12,31ND,30899891.0,23062100441.0,0.001339855885158921
France,FRA,13,31ND,1655243.0,23062100441.0,7.177329767661989e-05
France,FRA,15,31ND,4897404.0,23062100441.0,0.00021235724007572846
France,FRA,16,31ND,25066928.0,23062100441.0,0.0010869316983563128
France,FRA,17,31ND,5368823.0,23062100441.0,0.0002327985264713903
France,FRA,18,31ND,5248001.0,23062100441.0,0.000227559541396761
France,FRA,20,31ND,9210423.0,23062100441.0,0.00039937485414926177
France,FRA,21,31ND,70817.0,23062100441.0,3.0707090267502662e-06
France,FRA,1,33DG,444369.0,29854614367.0,1.4884432755935587e-05
France,FRA,2,33DG,171868.0,29854614367.0,5.756832022254337e-06
France,FRA,5,33DG,41733359.0,29854614367.0,0.001397886386572464
France,FRA,6,33DG,266858575.0,29854614367.0,0.00893860398662439
France,FRA,7,33DG,109297662.0,29854614367.0,0.0036609972802332663
France,FRA,8,33DG,1349584.0,29854614367.0,4.520520625085588e-05
France,FRA,9,33DG,304195464.0,29854614367.0,0.010189227710683294
France,FRA,10,33DG,58943.0,29854614367.0,1.9743346631585717e-06
France,FRA,11,33DG,4004900.0,29854614367.0,0.00013414676708826772
France,FRA,12,33DG,6529831.0,29854614367.0,0.00021872099635015862
France,FRA,13,33DG,471282453.0,29854614367.0,0.01578591661599003
France,FRA,14,33DG,2025469894.0,29854614367.0,0.06784445007733433
France,FRA,15,33DG,1971034775.0,29854614367.0,0.0660211098616198
France,FRA,16,33DG,13524439858.0,29854614367.0,0.4530100336164225
France,FRA,17,33DG,7716480081.0,29854614367.0,0.25846859001901773
France,FRA,18,33DG,2826654356.0,29854614367.0,0.09468065208453878
France,FRA,19,33DG,31065845.0,29854614367.0,0.0010405709689668221
France,FRA,20,33DG,543156803.0,29854614367.0,0.018193395376775726
France,FRA,21,33DG,10385747.0,29854614367.0,0.0003478774460902083
France,FRA,1,Other,4363.0,6661452631.0,6.549622494793658e-07
France,FRA,5,Other,9006.0,6661452631.0,1.3519573730944692e-06
France,FRA,6,Other,1940358.0,6661452631.0,0.00029128151282954007
France,FRA,7,Other,2270933.0,6661452631.0,0.00034090657485604507
France,FRA,10,Other,3707760.0,6661452631.0,0.0005565993193054351
France,FRA,11,Other,2133075.0,6661452631.0,0.00032021168927531476
France,FRA,14,Other,24087998.0,6661452631.0,0.0036160278146996254
France,FRA,15,Other,50245016.0,6661452631.0,0.007542651548128977
France,FRA,16,Other,33274592.0,6661452631.0,0.004995095490907199
France,FRA,17,Other,29324909.0,6661452631.0,0.004402179317996264
France,FRA,21,Other,6514454621.0,6661452631.0,0.977933039812379
French Guiana,GUF,1,11,1535137.0,1535137.0,1.0
French Guiana,GUF,7,31ND,5585.0,6198.0,0.9010971281058406
French Guiana,GUF,11,31ND,613.0,6198.0,0.0989028718941594
French Guiana,GUF,15,33DG,190079.0,245143.0,0.7753800842773402
French Guiana,GUF,16,33DG,41650.0,245143.0,0.16990083339112272
French Guiana,GUF,18,33DG,13414.0,245143.0,0.054719082331537106
French Guiana,GUF,21,Other,34651.0,34651.0,1.0
French Polynesia,PYF,1,11,16521007.0,18304657.0,0.9025575841164355
French Polynesia,PYF,2,11,179751.0,18304657.0,0.00981996002438068
French Polynesia,PYF,14,11,1603899.0,18304657.0,0.08762245585918381
French Polynesia,PYF,3,31ND,13484.0,2465493.0,0.005469088738033327
French Polynesia,PYF,4,31ND,939520.0,2465493.0,0.3810678026666472
French Polynesia,PYF,6,31ND,238038.0,2465493.0,0.09654783039335338
French Polynesia,PYF,7,31ND,1216729.0,2465493.0,0.4935033277320195
French Polynesia,PYF,8,31ND,2531.0,2465493.0,0.00102656953396339
French Polynesia,PYF,10,31ND,6318.0,2465493.0,0.0025625706501701687
French Polynesia,PYF,11,31ND,39715.0,2465493.0,0.016108340198086143
French Polynesia,PYF,12,31ND,1040.0,2465493.0,0.0004218223292461183
French Polynesia,PYF,17,31ND,8118.0,2465493.0,0.0032926477584807583
French Polynesia,PYF,7,33DG,275.0,8349083.0,3.2937748971952966e-05
French Polynesia,PYF,13,33DG,43989.0,8349083.0,0.005268722325553597
French Polynesia,PYF,14,33DG,6663049.0,8349083.0,0.7980575830902628
French Polynesia,PYF,15,33DG,27552.0,8349083.0,0.0033000031260918116
French Polynesia,PYF,16,33DG,1463880.0,8349083.0,0.17533422532750004
French Polynesia,PYF,17,33DG,32810.0,8349083.0,0.003929772886435552
French Polynesia,PYF,18,33DG,85483.0,8349083.0,0.010238609437707111
French Polynesia,PYF,20,33DG,32045.0,8349083.0,0.0038381460574772102
French Polynesia,PYF,14,Other,644256.0,11304037.0,0.056993444023582016
French Polynesia,PYF,21,Other,10659781.0,11304037.0,0.943006555976418
Gaza Strip Administered by Israel,ISR,15,33DG,183645.0,204636.0,0.8974227408667097
Gaza Strip Administered by Israel,ISR,16,33DG,20991.0,204636.0,0.10257725913329033
Gaza Strip Administered by Israel,ISR,21,Other,234.0,234.0,1.0
Georgia,GEO,1,11,55683.0,308753.0,0.18034804520118022
Georgia,GEO,2,11,253070.0,308753.0,0.8196519547988198
Georgia,GEO,5,21,4412.0,4412.0,1.0
Georgia,GEO,1,31ND,325315.0,38373639.0,0.00847756450723894
Georgia,GEO,2,31ND,624898.0,38373639.0,0.016284564515760415
Georgia,GEO,3,31ND,4320.0,38373639.0,0.00011257728254544741
Georgia,GEO,4,31ND,18132924.0,38373639.0,0.47253595104701956
Georgia,GEO,5,31ND,8004338.0,38373639.0,0.208589495512792
Georgia,GEO,6,31ND,3276226.0,38373639.0,0.08537699538998635
Georgia,GEO,7,31ND,1731111.0,38373639.0,0.04511198429734537
Georgia,GEO,8,31ND,163804.0,38373639.0,0.00426865953473946
Georgia,GEO,10,31ND,313268.0,38373639.0,0.008163625034362782
Georgia,GEO,11,31ND,5528248.0,38373639.0,0.14406368913826495
Georgia,GEO,12,31ND,235829.0,38373639.0,0.006145599066067203
Georgia,GEO,16,31ND,32497.0,38373639.0,0.0008468573960368991
Georgia,GEO,20,31ND,861.0,38373639.0,2.2437277840655145e-05
Georgia,GEO,2,33DG,9855.0,119501423.0,8.246763722637847e-05
Georgia,GEO,6,33DG,4752500.0,119501423.0,0.039769400904958264
Georgia,GEO,7,33DG,5933.0,119501423.0,4.9647944359624904e-05
Georgia,GEO,8,33DG,988.0,119501423.0,8.267683975612575e-06
Georgia,GEO,9,33DG,1934939.0,119501423.0,0.016191765348267023
Georgia,GEO,13,33DG,369391.0,119501423.0,0.003091101266635126
Georgia,GEO,14,33DG,113485.0,119501423.0,0.0009496539635348108
Georgia,GEO,15,33DG,99117574.0,119501423.0,0.829425888928536
Georgia,GEO,16,33DG,5058695.0,119501423.0,0.04233167164879702
Georgia,GEO,17,33DG,7010638.0,119501423.0,0.05866572818969695
Georgia,GEO,18,33DG,651390.0,119501423.0,0.005450897434083274
Georgia,GEO,20,33DG,476035.0,119501423.0,0.003983509049929891
Georgia,GEO,17,Other,86962.0,7225944.0,0.01203469055392624
Georgia,GEO,21,Other,7138982.0,7225944.0,0.9879653094460737
Germany,DEU,1,11,313189965.0,451739551.0,0.6932976408789143
Germany,DEU,2,11,133760953.0,451739551.0,0.2961019302026977
Germany,DEU,3,11,1533844.0,451739551.0,0.0033954166656529924
Germany,DEU,4,11,2120174.0,451739551.0,0.004693354822057633
Germany,DEU,7,11,856779.0,451739551.0,0.0018966216221346535
Germany,DEU,8,11,4700.0,451739551.0,1.0404225154949959e-05
Germany,DEU,9,11,253957.0,451739551.0,0.0005621757037607717
Germany,DEU,11,11,19179.0,451739551.0,4.245587962697559e-05
Germany,DEU,5,21,16792821.0,16792821.0,1.0
Germany,DEU,1,31ND,113658262.0,35763150663.0,0.0031780830238088914
Germany,DEU,2,31ND,470848922.0,35763150663.0,0.013165756183979981
Germany,DEU,3,31ND,97042164.0,35763150663.0,0.0027134679747441355
Germany,DEU,4,31ND,1570042249.0,35763150663.0,0.04390111664922021
Germany,DEU,5,31ND,499396898.0,35763150663.0,0.013964007329943339
Germany,DEU,6,31ND,26061990438.0,35763150663.0,0.7287386585031316
Germany,DEU,7,31ND,4559242330.0,35763150663.0,0.12748435877370617
Germany,DEU,8,31ND,73354954.0,35763150663.0,0.0020511323146898213
Germany,DEU,9,31ND,183725.0,35763150663.0,5.137271090325915e-06
Germany,DEU,10,31ND,1082296399.0,35763150663.0,0.030262892920106366
Germany,DEU,11,31ND,714988724.0,35763150663.0,0.019992330394416738
Germany,DEU,12,31ND,389226578.0,35763150663.0,0.010883453241234917
Germany,DEU,13,31ND,16961507.0,35763150663.0,0.0004742732864850219
Germany,DEU,15,31ND,18876.0,35763150663.0,5.278058462429826e-07
Germany,DEU,16,31ND,68853134.0,35763150663.0,0.0019252535843055456
Germany,DEU,17,31ND,1176777.0,35763150663.0,3.290473513055088e-05
Germany,DEU,18,31ND,38522.0,35763150663.0,1.0771422339993735e-06
Germany,DEU,20,31ND,43830204.0,35763150663.0,0.0012255688659261793
Germany,DEU,1,33DG,4567912.0,111764770246.0,4.087076804207436e-05
Germany,DEU,2,33DG,33527.0,111764770246.0,2.999782482995791e-07
Germany,DEU,5,33DG,2434604.0,111764770246.0,2.1783286402694798e-05
Germany,DEU,6,33DG,702661969.0,111764770246.0,0.006286971891530801
Germany,DEU,7,33DG,232365919.0,111764770246.0,0.0020790622884881405
Germany,DEU,8,33DG,80639.0,111764770246.0,7.215064266003448e-07
Germany,DEU,9,33DG,754044504.0,111764770246.0,0.006746710097826974
Germany,DEU,10,33DG,4956306.0,111764770246.0,4.434587025134052e-05
Germany,DEU,11,33DG,9729430.0,111764770246.0,8.705274460444937e-05
Germany,DEU,12,33DG,8597621.0,111764770246.0,7.692603833100713e-05
Germany,DEU,13,33DG,1273921102.0,111764770246.0,0.011398234874871878
Germany,DEU,14,33DG,1388119001.0,111764770246.0,0.012420004961712701
Germany,DEU,15,33DG,7510115742.0,111764770246.0,0.06719573373138825
Germany,DEU,16,33DG,45225533852.0,111764770246.0,0.4046492803810743
Germany,DEU,17,33DG,39405283967.0,111764770246.0,0.3525733903471277
Germany,DEU,18,33DG,13598017742.0,111764770246.0,0.12166640446779485
Germany,DEU,19,33DG,308642204.0,111764770246.0,0.0027615339191469964
Germany,DEU,20,33DG,1258323088.0,111764770246.0,0.01125867377734832
Germany,DEU,21,33DG,77341117.0,111764770246.0,0.0006919990693826706
Germany,DEU,1,Other,69312.0,12440094647.0,5.5716617893027835e-06
Germany,DEU,5,Other,198101.0,12440094647.0,1.5924396527623943e-05
Germany,DEU,6,Other,77818385.0,12440094647.0,0.006255449593284754
Germany,DEU,7,Other,4803174.0,12440094647.0,0.0003861042971371856
Germany,DEU,8,Other,14082.0,12440094647.0,1.1319849566736178e-06
Germany,DEU,10,Other,7825921.0,12440094647.0,0.0006290885416926683
Germany,DEU,11,Other,892402.0,12440094647.0,7.17359493896783e-05
Germany,DEU,14,Other,270690131.0,12440094647.0,0.021759491280500705
Germany,DEU,15,Other,112175604.0,12440094647.0,0.009017262905395321
Germany,DEU,16,Other,45740753.0,12440094647.0,0.0036768814304021912
Germany,DEU,17,Other,670407485.0,12440094647.0,0.0538908669124694
Germany,DEU,21,Other,11249459297.0,12440094647.0,0.9042904910464545
Gibraltar,GIB,8,31ND,350.0,16889.0,0.020723547871395583
Gibraltar,GIB,10,31ND,2656.0,16889.0,0.15726212327550476
Gibraltar,GIB,11,31ND,4043.0,16889.0,0.2393865829830067
Gibraltar,GIB,12,31ND,9840.0,16889.0,0.5826277458700929
Gibraltar,GIB,16,33DG,44615.0,191618.0,0.232833032387354
Gibraltar,GIB,17,33DG,145268.0,191618.0,0.7581124946508156
Gibraltar,GIB,20,33DG,1735.0,191618.0,0.009054472961830309
Gibraltar,GIB,21,Other,222672.0,222672.0,1.0
Greece,GRC,1,11,42347808.0,100591831.0,0.420986551084849
Greece,GRC,2,11,41537004.0,100591831.0,0.4129262146545478
Greece,GRC,4,11,16697707.0,100591831.0,0.1659946621311625
Greece,GRC,7,11,2686.0,100591831.0,2.6701969467083266e-05
Greece,GRC,8,11,6626.0,100591831.0,6.587015997352708e-05
Greece,GRC,5,21,28874300.0,28874300.0,1.0
Greece,GRC,1,31ND,126724481.0,1112962350.0,0.1138623251720959
Greece,GRC,2,31ND,23939943.0,1112962350.0,0.021510110382440162
Greece,GRC,3,31ND,86300167.0,1112962350.0,0.07754095814651771
Greece,GRC,4,31ND,533719820.0,1112962350.0,0.4795488544603508
Greece,GRC,5,31ND,75805149.0,1112962350.0,0.06811115308617582
Greece,GRC,6,31ND,148965428.0,1112962350.0,0.13384588256736626
Greece,GRC,7,31ND,56818168.0,1112962350.0,0.05105129387350794
Greece,GRC,8,31ND,9036741.0,1112962350.0,0.008119538814587933
Greece,GRC,10,31ND,9968695.0,1112962350.0,0.00895690227077313
Greece,GRC,11,31ND,28354815.0,1112962350.0,0.025476886077952232
