Country,iso3,HS6,summary_code,impVal,bea_total,weight
Afghanistan,AFG,120740,111CA,17313.0,3597103.0,0.004813039826771711
Afghanistan,AFG,120799,111CA,2549.0,3597103.0,0.0007086258024860562
Afghanistan,AFG,120930,111CA,12750.0,3597103.0,0.0035445190198890608
Afghanistan,AFG,121190,111CA,113428.0,3597103.0,0.03153315320690011
Afghanistan,AFG,121299,111CA,38690.0,3597103.0,0.010755877716039823
Afghanistan,AFG,40900,111CA,2250.0,3597103.0,0.0006255033564510108
Afghanistan,AFG,60311,111CA,5427.0,3597103.0,0.0015087140957598378
Afghanistan,AFG,70890,111CA,23322.0,3597103.0,0.006483550790733543
Afghanistan,AFG,71320,111CA,102319.0,3597103.0,0.028444834634982652
Afghanistan,AFG,80132,111CA,9204.0,3597103.0,0.0025587257301222677
Afghanistan,AFG,80211,111CA,69521.0,3597103.0,0.019326941708369207
Afghanistan,AFG,80212,111CA,390657.0,3597103.0,0.10860322876492555
Afghanistan,AFG,80232,111CA,5110.0,3597103.0,0.0014205876228731843
Afghanistan,AFG,80251,111CA,25449.0,3597103.0,0.007074859963698566
Afghanistan,AFG,80252,111CA,25440.0,3597103.0,0.007072357950272761
Afghanistan,AFG,80291,111CA,66884.0,3597103.0,0.018593851774608622
Afghanistan,AFG,80420,111CA,2674032.0,3597103.0,0.7433848850032929
Afghanistan,AFG,80550,111CA,2198.0,3597103.0,0.0006110472788796985
Afghanistan,AFG,81020,111CA,10560.0,3597103.0,0.00293569575294341
Afghanistan,AFG,130219,113FF,54963.0,83490.0,0.6583183614804168
Afghanistan,AFG,80292,113FF,21703.0,83490.0,0.25994729907773384
Afghanistan,AFG,80299,113FF,6824.0,83490.0,0.08173433944184932
Afghanistan,AFG,250840,212,7211.0,15399.0,0.46827716085460097
Afghanistan,AFG,253090,212,8188.0,15399.0,0.5317228391453991
Afghanistan,AFG,100590,311FT,2197.0,11165229.0,0.0001967716022662858
Afghanistan,AFG,100620,311FT,2272.0,11165229.0,0.00020348888500182127
Afghanistan,AFG,110311,311FT,2255.0,11165229.0,0.0002019663009150999
Afghanistan,AFG,110610,311FT,2350.0,11165229.0,0.00021047485904677817
Afghanistan,AFG,151550,311FT,69929.0,11165229.0,0.006263104858843469
Afghanistan,AFG,151800,311FT,17490.0,11165229.0,0.0015664703339268724
Afghanistan,AFG,170112,311FT,18337.0,11165229.0,0.0016423308469535197
Afghanistan,AFG,170114,311FT,3006.0,11165229.0,0.0002692286920402618
Afghanistan,AFG,170290,311FT,9029.0,11165229.0,0.0008086712775886639
Afghanistan,AFG,170490,311FT,295189.0,11165229.0,0.026438239645599746
Afghanistan,AFG,190190,311FT,2364.0,11165229.0,0.00021172875182407812
Afghanistan,AFG,190220,311FT,2254.0,11165229.0,0.00020187673714529275
Afghanistan,AFG,190230,311FT,28395.0,11165229.0,0.0025431632436737303
Afghanistan,AFG,190590,311FT,48688.0,11165229.0,0.004360680824370015
Afghanistan,AFG,200110,311FT,52501.0,11165229.0,0.004702187478644639
Afghanistan,AFG,200190,311FT,32127.0,11165229.0,0.0028774152325939753
Afghanistan,AFG,200290,311FT,20506.0,11165229.0,0.0018365946636652057
Afghanistan,AFG,200490,311FT,53845.0,11165229.0,0.0048225611852654345
Afghanistan,AFG,200599,311FT,137577.0,11165229.0,0.01232191475875685
Afghanistan,AFG,200600,311FT,16537.0,11165229.0,0.0014811160613006683
Afghanistan,AFG,200799,311FT,43948.0,11165229.0,0.003936148555484173
Afghanistan,AFG,200819,311FT,1098341.0,11165229.0,0.09837156049374357
Afghanistan,AFG,200897,311FT,76343.0,11165229.0,0.006837566878386462
Afghanistan,AFG,200899,311FT,350197.0,11165229.0,0.03136496349515088
Afghanistan,AFG,200931,311FT,11936.0,11165229.0,0.0010690331564180188
Afghanistan,AFG,200939,311FT,2070.0,11165229.0,0.00018539700350077908
Afghanistan,AFG,200969,311FT,7681.0,11165229.0,0.0006879393158886396
