total_country_naics_combinations,total_import_value,unique_countries,unique_naics_2024,unique_naics_2022,unique_bea_2024,unique_bea_2022,bea_2024_mapping_rate,bea_2022_mapping_rate,discrepancy_rate
39256,3267399357456.0,233,388,407,238,244,94.60209904218463,100.0,24.037089871611983
