Country,iso3,usummary_code,impVal,continent,region,world_weight,regional_weight,world_denominator,regional_denominator
Canada,CAN,33311,1880556022.0,North America,CAN,0.12196963782867008,1.0,15418230762.0,1880556022.0
Canada,CAN,33312,2970958524.0,North America,CAN,0.09092291321828957,1.0,32675575593.0,2970958524.0
Canada,CAN,33313,583961221.0,North America,CAN,0.18485442107715858,1.0,3159033025.0,583961221.0
Canada,CAN,3332OM,16024647439.0,North America,CAN,0.08049287198652166,1.0,199081571368.0,16024647439.0
Canada,CAN,3341,636406860.0,North America,CAN,0.004132826650867282,1.0,153988278184.0,636406860.0
Canada,CAN,3342,1533191611.0,North America,CAN,0.01264379608203193,1.0,121260387391.0,1533191611.0
Canada,CAN,3344,1304657790.0,North America,CAN,0.00994473876423697,1.0,131190755326.0,1304657790.0
Canada,CAN,3345,3563050126.0,North America,CAN,0.04794421793248302,1.0,74316576214.0,3563050126.0
Canada,CAN,334X,512456662.0,North America,CAN,0.008764681149573588,1.0,58468374748.0,512456662.0
Canada,CAN,335,8190969498.0,North America,CAN,0.04012433946577152,1.0,204139672006.0,8190969498.0
Canada,CAN,336111,27444882278.0,North America,CAN,0.13092475780524382,1.0,209623319058.0,27444882278.0
Canada,CAN,336112,3990823020.0,North America,CAN,0.11918290713868342,1.0,33484860504.0,3990823020.0
Canada,CAN,33612,4122198761.0,North America,CAN,0.20407098613772573,1.0,20199827712.0,4122198761.0
Canada,CAN,3362BP,16760703094.0,North America,CAN,0.10923399325254149,1.0,153438527650.0,16760703094.0
Canada,CAN,3364,14674356241.0,North America,CAN,0.23517324771362136,1.0,62398067738.0,14674356241.0
Canada,CAN,3365AO,1443552191.0,North America,CAN,0.09366847621310682,1.0,15411291497.0,1443552191.0
Canada,CAN,337,3756651420.0,North America,CAN,0.07887111976264677,1.0,47630253397.0,3756651420.0
Canada,CAN,3391,796453405.0,North America,CAN,0.013800084875514897,1.0,57713659893.0,796453405.0
Canada,CAN,3399,2289885549.0,North America,CAN,0.024087839261789073,1.0,95063966681.0,2289885549.0
Canada,CAN,S003,24918152357.0,North America,CAN,0.16986766479216753,1.0,146691557734.0,24918152357.0
Cayman Islands,CYM,111,121500.0,North America,RoWorld,2.417273229186677e-06,6.391004087030544e-06,50263246427.0,19011097215.0
Cayman Islands,CYM,212,7888.0,North America,RoWorld,1.4828664292641126e-06,4.232155544833379e-06,5319427188.0,1863825636.0
Cayman Islands,CYM,3121,344431.0,North America,RoWorld,1.1195676251343437e-05,0.00042878267270783844,30764644517.0,803276396.0
Cayman Islands,CYM,313TT,5000.0,North America,RoWorld,1.4770197313491407e-07,1.1020582195801146e-05,33851951290.0,453696539.0
Cayman Islands,CYM,315AL,8076.0,North America,RoWorld,6.660235158904596e-08,7.876707288886531e-07,121256979781.0,10253015256.0
Cayman Islands,CYM,322,33657.0,North America,RoWorld,1.267281954407518e-06,1.2890091003525457e-05,26558414947.0,2611075437.0
Cayman Islands,CYM,323,6426.0,North America,RoWorld,9.478857490897222e-07,0.00010696639718713998,6779298039.0,60074941.0
Cayman Islands,CYM,325X,23600.0,North America,RoWorld,4.421195913948541e-07,1.403166715516588e-05,53379222408.0,1681909907.0
Cayman Islands,CYM,326,7800.0,North America,RoWorld,1.0173013658575252e-07,3.9047738926084645e-06,76673444682.0,1997554843.0
Cayman Islands,CYM,327,3500.0,North America,RoWorld,1.1795673182105889e-07,2.5601039368258687e-06,29671897025.0,1367131994.0
Cayman Islands,CYM,3313NF,45000.0,North America,RoWorld,5.181083857659207e-07,2.9816109727650465e-06,86854413548.0,15092512206.0
Cayman Islands,CYM,332,110167.0,North America,RoWorld,1.115579495452971e-06,5.9094365447386396e-05,98753159635.0,1864255571.0
Cayman Islands,CYM,33312,3499.0,North America,RoWorld,1.0708304097172756e-07,1.994536362381307e-06,32675575593.0,1754292409.0
Cayman Islands,CYM,3332OM,202119.0,North America,RoWorld,1.0152572064361767e-06,0.00013884752582936897,199081571368.0,1455690325.0
Cayman Islands,CYM,3341,442722.0,North America,RoWorld,2.8750370172396704e-06,0.013490305516925592,153988278184.0,32817789.0
Cayman Islands,CYM,3342,9486157.0,North America,RoWorld,7.822964452036763e-05,0.05924187862617872,121260387391.0,160125864.0
Cayman Islands,CYM,3344,4332824.0,North America,RoWorld,3.302690032718563e-05,0.0026949165517971174,131190755326.0,1607776685.0
Cayman Islands,CYM,3345,688106.0,North America,RoWorld,9.259118692693116e-06,0.0002897414662934451,74316576214.0,2374896520.0
Cayman Islands,CYM,334X,15500.0,North America,RoWorld,2.65100579019091e-07,0.00024687258229119256,58468374748.0,62785425.0
Cayman Islands,CYM,335,17236788.0,North America,RoWorld,8.443624813648855e-05,0.0055690937699714475,204139672006.0,3095079507.0
Cayman Islands,CYM,3362BP,213604.0,North America,RoWorld,1.392114505212407e-06,7.540261181051091e-05,153438527650.0,2832846169.0
Cayman Islands,CYM,3365AO,3000.0,North America,RoWorld,1.9466246554248793e-07,2.5145430483106333e-05,15411291497.0,119305971.0
Cayman Islands,CYM,337,25845.0,North America,RoWorld,5.426173105689976e-07,6.0823792074084487e-05,47630253397.0,424915960.0
Cayman Islands,CYM,3391,23088.0,North America,RoWorld,4.000439418121239e-07,3.950629072665896e-06,57713659893.0,5844132561.0
Cayman Islands,CYM,3399,226849.0,North America,RoWorld,2.386277450016603e-06,0.000136690585816947,95063966681.0,1659580275.0
Cayman Islands,CYM,S003,15782404.0,North America,RoWorld,0.00010758904086776885,0.0017677736618993724,146691557734.0,8927842031.0
Chile,CHL,111,2051199154.0,South America,RoWorld,0.040809125948103375,0.10789483272862219,50263246427.0,19011097215.0
Chile,CHL,112,1935902577.0,South America,RoWorld,0.1401664926024125,0.5587234443539968,13811450519.0,3464867273.0
Chile,CHL,113FF,995972379.0,South America,RoWorld,0.06241082664859376,0.3467420490535989,15958326984.0,2872372652.0
Chile,CHL,211,39332718.0,South America,RoWorld,0.00023548625596506726,0.0013130525878621722,167027658743.0,29955173436.0
Chile,CHL,212,182410054.0,South America,RoWorld,0.03429129632820157,0.09786862594693917,5319427188.0,1863825636.0
Chile,CHL,311,1185152989.0,South America,RoWorld,0.010267723231741528,0.08702854602388459,115425100799.0,13617979883.0
Chile,CHL,3121,167347611.0,South America,RoWorld,0.005439608148487679,0.20833129397717295,30764644517.0,803276396.0
Chile,CHL,3122,4668.0,South America,RoWorld,2.420976811865425e-06,3.08775304865507e-06,1928147340.0,1511778930.0
Chile,CHL,313TT,14163098.0,South America,RoWorld,0.00041838350406063105,0.031217117131237364,33851951290.0,453696539.0
Chile,CHL,315AL,9516541.0,South America,RoWorld,7.848241822604892e-05,0.0009281699834037582,121256979781.0,10253015256.0
Chile,CHL,321,1046160531.0,South America,RoWorld,0.04523222076493899,0.3484960230801361,23128657256.0,3001929611.0
Chile,CHL,322,91892830.0,South America,RoWorld,0.0034600268948045817,0.03519347955169784,26558414947.0,2611075437.0
Chile,CHL,323,386123.0,South America,RoWorld,5.695619189165434e-05,0.006427355459242149,6779298039.0,60074941.0
Chile,CHL,324,85380751.0,South America,RoWorld,0.0014273086490688384,0.01655919509989667,59819402801.0,5156093064.0
Chile,CHL,3251,616354431.0,South America,RoWorld,0.009667183578212137,0.2626346887934258,63757393869.0,2346812730.0
Chile,CHL,3252,1187957.0,South America,RoWorld,5.452465225131336e-05,0.003245547795543873,21787520891.0,366026654.0
Chile,CHL,3254,13746039.0,South America,RoWorld,5.456017537202725e-05,0.015756372888850182,251942720240.0,872411379.0
Chile,CHL,325X,99864012.0,South America,RoWorld,0.0018708405161224919,0.05937536343913099,53379222408.0,1681909907.0
Chile,CHL,326,380902891.0,South America,RoWorld,0.004967859375299744,0.19068457235844713,76673444682.0,1997554843.0
Chile,CHL,327,26947908.0,South America,RoWorld,0.0009081963305984478,0.019711270102863235,29671897025.0,1367131994.0
Chile,CHL,3311IS,179094834.0,South America,RoWorld,0.004735691825770892,0.03052534894343692,37818093024.0,5867085560.0
Chile,CHL,3313NF,6638349772.0,South America,RoWorld,0.07643077076712196,0.4398439226943899,86854413548.0,15092512206.0
Chile,CHL,332,30802522.0,South America,RoWorld,0.0003119142933132339,0.016522692746186785,98753159635.0,1864255571.0
Chile,CHL,33311,5259327.0,South America,RoWorld,0.000341110927783116,0.0284490737094498,15418230762.0,184868128.0
Chile,CHL,33312,20542219.0,South America,RoWorld,0.0006286719859466134,0.0117096892710775,32675575593.0,1754292409.0
Chile,CHL,33313,9073754.0,South America,RoWorld,0.00287232008282028,0.1395037737454959,3159033025.0,65043072.0
Chile,CHL,3332OM,66998845.0,South America,RoWorld,0.0003365396633129513,0.0460254793546148,199081571368.0,1455690325.0
Chile,CHL,3341,1993513.0,South America,RoWorld,1.2945874994575619e-05,0.06074489052263698,153988278184.0,32817789.0
Chile,CHL,3342,4116666.0,South America,RoWorld,3.394897615431452e-05,0.02570893856347904,121260387391.0,160125864.0
Chile,CHL,3344,775022.0,South America,RoWorld,5.907596141771756e-06,0.00048204580103113016,131190755326.0,1607776685.0
Chile,CHL,3345,4335751.0,South America,RoWorld,5.834164086777745e-05,0.00182565891334078,74316576214.0,2374896520.0
Chile,CHL,334X,605377.0,South America,RoWorld,1.0353922143538082e-05,0.00964199891933518,58468374748.0,62785425.0
Chile,CHL,335,21643165.0,South America,RoWorld,0.00010602135678636669,0.006992765436574616,204139672006.0,3095079507.0
Chile,CHL,33612,30000.0,South America,RoWorld,1.4851611819529562e-06,0.0026222391754840914,20199827712.0,11440604.0
Chile,CHL,3362BP,48250904.0,South America,RoWorld,0.0003144640706541608,0.017032659425002473,153438527650.0,2832846169.0
Chile,CHL,3364,17086132.0,South America,RoWorld,0.0002738246971323226,0.00798412595686716,62398067738.0,2140012832.0
Chile,CHL,3365AO,1869753.0,South America,RoWorld,0.00012132357631182116,0.015671914694026505,15411291497.0,119305971.0
Chile,CHL,337,1112452.0,South America,RoWorld,2.3355995835832947e-05,0.002618051814292878,47630253397.0,424915960.0
Chile,CHL,3391,564196.0,South America,RoWorld,9.775779270384314e-06,9.654058906279487e-05,57713659893.0,5844132561.0
Chile,CHL,3399,1517665.0,South America,RoWorld,1.5964671504743014e-05,0.0009144872488918923,95063966681.0,1659580275.0
Chile,CHL,S003,471632825.0,South America,RoWorld,0.003215132706240841,0.05282719198686055,146691557734.0,8927842031.0
China,CHN,111,498107291.0,Asia,CHN,0.009909970533308624,1.0,50263246427.0,498107291.0
China,CHN,112,15789620.0,Asia,CHN,0.0011432267724724996,1.0,13811450519.0,15789620.0
China,CHN,113FF,1588204872.0,Asia,CHN,0.09952201591008583,1.0,15958326984.0,1588204872.0
China,CHN,211,3368270.0,Asia,CHN,2.0165941529376563e-05,1.0,167027658743.0,3368270.0
China,CHN,212,151619834.0,Asia,CHN,0.028503037759786704,1.0,5319427188.0,151619834.0
China,CHN,311,4783783235.0,Asia,CHN,0.04144491277794444,1.0,115425100799.0,4783783235.0
China,CHN,3121,84693598.0,Asia,CHN,0.0027529522713386077,1.0,30764644517.0,84693598.0
China,CHN,3122,13797242.0,Asia,CHN,0.0071556990037908615,1.0,1928147340.0,13797242.0
China,CHN,313TT,13610020714.0,Asia,CHN,0.4020453827729704,1.0,33851951290.0,13610020714.0
China,CHN,315AL,30626664293.0,Asia,CHN,0.25257650609733356,1.0,121256979781.0,30626664293.0
China,CHN,321,1928346531.0,Asia,CHN,0.08337477224276611,1.0,23128657256.0,1928346531.0
China,CHN,322,3285555504.0,Asia,CHN,0.1237105267975012,1.0,26558414947.0,3285555504.0
China,CHN,323,2674333107.0,Asia,CHN,0.39448525372613436,1.0,6779298039.0,2674333107.0
China,CHN,324,405864269.0,Asia,CHN,0.006784826494342989,1.0,59819402801.0,405864269.0
China,CHN,3251,8666382079.0,Asia,CHN,0.1359274831215106,1.0,63757393869.0,8666382079.0
China,CHN,3252,1249608562.0,Asia,CHN,0.057354325361367246,1.0,21787520891.0,1249608562.0
China,CHN,3254,9734595715.0,Asia,CHN,0.038638130547002304,1.0,251942720240.0,9734595715.0
China,CHN,325X,3558471936.0,Asia,CHN,0.06666398975993117,1.0,53379222408.0,3558471936.0
China,CHN,326,19003162721.0,Asia,CHN,0.2478454280985398,1.0,76673444682.0,19003162721.0
China,CHN,327,7097630438.0,Asia,CHN,0.23920379718290022,1.0,29671897025.0,7097630438.0
China,CHN,3311IS,1153613460.0,Asia,CHN,0.03050427368899583,1.0,37818093024.0,1153613460.0
China,CHN,3313NF,2104242704.0,Asia,CHN,0.024227239791759028,1.0,86854413548.0,2104242704.0
China,CHN,332,24814680726.0,Asia,CHN,0.2512798660591433,1.0,98753159635.0,24814680726.0
China,CHN,33311,1789335814.0,Asia,CHN,0.11605325160977767,1.0,15418230762.0,1789335814.0
China,CHN,33312,2163895824.0,Asia,CHN,0.06622364823662251,1.0,32675575593.0,2163895824.0
China,CHN,33313,394957022.0,Asia,CHN,0.12502465750575684,1.0,3159033025.0,394957022.0
China,CHN,3332OM,28085493185.0,Asia,CHN,0.14107530391692705,1.0,199081571368.0,28085493185.0
China,CHN,3341,42493366133.0,Asia,CHN,0.2759519531884423,1.0,153988278184.0,42493366133.0
China,CHN,3342,52077951109.0,Asia,CHN,0.429472082594264,1.0,121260387391.0,52077951109.0
China,CHN,3344,12384386911.0,Asia,CHN,0.09439984456393784,1.0,131190755326.0,12384386911.0
China,CHN,3345,4401187478.0,Asia,CHN,0.05922215072619142,1.0,74316576214.0,4401187478.0
China,CHN,334X,10193695223.0,Asia,CHN,0.1743454519975124,1.0,58468374748.0,10193695223.0
China,CHN,335,55927779290.0,Asia,CHN,0.27396820392831917,1.0,204139672006.0,55927779290.0
China,CHN,336111,2609008402.0,Asia,CHN,0.01244617447011285,1.0,209623319058.0,2609008402.0
China,CHN,336112,934239.0,Asia,CHN,2.7900340211612907e-05,1.0,33484860504.0,934239.0
China,CHN,33612,46356330.0,Asia,CHN,0.0022948873951267094,1.0,20199827712.0,46356330.0
China,CHN,3362BP,12874426874.0,Asia,CHN,0.08390608976232573,1.0,153438527650.0,12874426874.0
China,CHN,3364,802878675.0,Asia,CHN,0.012867043870191068,1.0,62398067738.0,802878675.0
China,CHN,3365AO,3579081260.0,Asia,CHN,0.2322375941495048,1.0,15411291497.0,3579081260.0
China,CHN,337,13262839144.0,Asia,CHN,0.27845409583387526,1.0,47630253397.0,13262839144.0
China,CHN,3391,7416662880.0,Asia,CHN,0.1285079285172756,1.0,57713659893.0,7416662880.0
China,CHN,3399,40087510435.0,Asia,CHN,0.4216898561525322,1.0,95063966681.0,40087510435.0
China,CHN,S003,11303103196.0,Asia,CHN,0.07705353580399113,1.0,146691557734.0,11303103196.0
Christmas Island,CXR,112,19835.0,Asia,RoAsia,1.436127217247282e-06,5.927526109715532e-06,13811450519.0,3346252658.0
Christmas Island,CXR,315AL,6604.0,Asia,RoAsia,5.446284421669881e-08,1.0367700992346476e-07,121256979781.0,63697824666.0
Christmas Island,CXR,323,10461.0,Asia,RoAsia,1.543080115348208e-06,9.725426281931182e-06,6779298039.0,1075634085.0
Christmas Island,CXR,327,4750.0,Asia,RoAsia,1.6008413604286562e-07,7.312172228127575e-07,29671897025.0,6496017670.0
Christmas Island,CXR,332,187146.0,Asia,RoAsia,1.8950887312538392e-06,8.146661086996522e-06,98753159635.0,22972110660.0
Christmas Island,CXR,33312,6482.0,Asia,RoAsia,1.9837447029972508e-07,1.7989290868020901e-06,32675575593.0,3603254874.0
Christmas Island,CXR,33313,14175.0,Asia,RoAsia,4.487132577539293e-06,3.030844289753478e-05,3159033025.0,467691463.0
Christmas Island,CXR,3332OM,270594.0,Asia,RoAsia,1.3592116946867477e-06,6.730525296577098e-06,199081571368.0,40203994202.0
Christmas Island,CXR,3341,92789.0,Asia,RoAsia,6.025718391962717e-07,1.634200450111633e-06,153988278184.0,56779448319.0
Christmas Island,CXR,3342,115397.0,Asia,RoAsia,9.516463082697097e-07,2.2761862528309592e-06,121260387391.0,50697520845.0
Christmas Island,CXR,3344,33600.0,Asia,RoAsia,2.5611560750989133e-07,3.662769783605001e-07,131190755326.0,91733857122.0
Christmas Island,CXR,3345,139206.0,Asia,RoAsia,1.873148725247328e-06,9.68149923562395e-06,74316576214.0,14378558177.0
Christmas Island,CXR,335,75237.0,Asia,RoAsia,3.685564851783864e-07,1.3907567264550717e-06,204139672006.0,54097886833.0
Christmas Island,CXR,3362BP,5289.0,Asia,RoAsia,3.446983023758179e-08,2.497146639688631e-07,153438527650.0,21180173867.0
Christmas Island,CXR,3364,52365.0,Asia,RoAsia,8.392086790230857e-07,1.0258472578927365e-05,62398067738.0,5104561093.0
Christmas Island,CXR,337,12250.0,Asia,RoAsia,2.5718947782821515e-07,6.110477763083855e-07,47630253397.0,20047532247.0
Christmas Island,CXR,3391,12696.0,Asia,RoAsia,2.1998258338733217e-07,1.197092750615916e-06,57713659893.0,10605694499.0
Christmas Island,CXR,3399,602182.0,Asia,RoAsia,6.334492668717508e-06,1.8016875038596332e-05,95063966681.0,33423221214.0
Christmas Island,CXR,S003,86184.0,Asia,RoAsia,5.875184729872452e-07,3.3997608062355806e-06,146691557734.0,25350018696.0
Cocos (Keeling) Islands,CCK,313TT,9349.0,Asia,RoAsia,2.7617314936766233e-07,7.055520876904443e-07,33851951290.0,13250616309.0
Cocos (Keeling) Islands,CCK,315AL,24469.0,Asia,RoAsia,2.0179456922144203e-07,3.841418467318684e-07,121256979781.0,63697824666.0
Cocos (Keeling) Islands,CCK,322,58445.0,Asia,RoAsia,2.200620786919434e-06,1.579722685768142e-05,26558414947.0,3699699987.0
Cocos (Keeling) Islands,CCK,323,4920.0,Asia,RoAsia,7.257388555122056e-07,4.5740462008509145e-06,6779298039.0,1075634085.0
Cocos (Keeling) Islands,CCK,326,8514.0,Asia,RoAsia,1.1104235678090987e-07,3.8414063495306243e-07,76673444682.0,22163757815.0
Cocos (Keeling) Islands,CCK,332,69253.0,Asia,RoAsia,7.012737643632358e-07,3.0146555109795037e-06,98753159635.0,22972110660.0
Cocos (Keeling) Islands,CCK,33312,32382.0,Asia,RoAsia,9.910154423396632e-07,8.986874682015624e-06,32675575593.0,3603254874.0
Cocos (Keeling) Islands,CCK,3332OM,3200.0,Asia,RoAsia,1.6073813251578353e-08,7.959408172038816e-08,199081571368.0,40203994202.0
Cocos (Keeling) Islands,CCK,3341,166373.0,Asia,RoAsia,1.0804263932427476e-06,2.9301623197407313e-06,153988278184.0,56779448319.0
Cocos (Keeling) Islands,CCK,3342,2571.0,Asia,RoAsia,2.1202307326545954e-08,5.0712538939733236e-08,121260387391.0,50697520845.0
Cocos (Keeling) Islands,CCK,3344,9228.0,Asia,RoAsia,7.034032220539515e-08,1.005953558425802e-07,131190755326.0,91733857122.0
Cocos (Keeling) Islands,CCK,3345,2190.0,Asia,RoAsia,2.94685265598584e-08,1.5231012546884798e-07,74316576214.0,14378558177.0
Cocos (Keeling) Islands,CCK,335,54468.0,Asia,RoAsia,2.6681731906769743e-07,1.0068415457362047e-06,204139672006.0,54097886833.0
Cocos (Keeling) Islands,CCK,3362BP,170786.0,Asia,RoAsia,1.1130581257242661e-06,8.063484326070381e-06,153438527650.0,21180173867.0
Cocos (Keeling) Islands,CCK,337,12460.0,Asia,RoAsia,2.6159844030527027e-07,6.215228810451007e-07,47630253397.0,20047532247.0
Cocos (Keeling) Islands,CCK,3399,42096.0,Asia,RoAsia,4.428176255390102e-07,1.2594836305714072e-06,95063966681.0,33423221214.0
Cocos (Keeling) Islands,CCK,S003,429940.0,Asia,RoAsia,2.930911680545533e-06,1.6960145282568985e-05,146691557734.0,25350018696.0
Colombia,COL,111,3280573199.0,South America,RoWorld,0.06526783350065841,0.17256096067993307,50263246427.0,19011097215.0
Colombia,COL,112,5832126.0,South America,RoWorld,0.0004222674506183777,0.001683217722493118,13811450519.0,3464867273.0
Colombia,COL,113FF,119936886.0,South America,RoWorld,0.007515630311388536,0.04175533627800325,15958326984.0,2872372652.0
Colombia,COL,211,5784495278.0,South America,RoWorld,0.03463196048805554,0.1931050504634441,167027658743.0,29955173436.0
Colombia,COL,212,158081400.0,South America,RoWorld,0.029717748624628792,0.08481555192000803,5319427188.0,1863825636.0
Colombia,COL,311,949768716.0,South America,RoWorld,0.008228441729099433,0.06974373028599076,115425100799.0,13617979883.0
Colombia,COL,3121,18026676.0,South America,RoWorld,0.0005859543083632505,0.022441436210208273,30764644517.0,803276396.0
Colombia,COL,313TT,98798561.0,South America,RoWorld,0.0029185484805180338,0.21776353246547467,33851951290.0,453696539.0
Colombia,COL,315AL,248508957.0,South America,RoWorld,0.002049440431790627,0.024237646272356233,121256979781.0,10253015256.0
Colombia,COL,321,9298308.0,South America,RoWorld,0.00040202541362784245,0.0030974437128466034,23128657256.0,3001929611.0
Colombia,COL,322,90480280.0,South America,RoWorld,0.0034068403622943065,0.034652495564799726,26558414947.0,2611075437.0
Colombia,COL,323,16601507.0,South America,RoWorld,0.0024488533922678597,0.2763466217969319,6779298039.0,60074941.0
Colombia,COL,324,1551676719.0,South America,RoWorld,0.02593935489730534,0.3009404019166866,59819402801.0,5156093064.0
Colombia,COL,3251,96721202.0,South America,RoWorld,0.0015170193781560385,0.041213856036991924,63757393869.0,2346812730.0
Colombia,COL,3252,63604104.0,South America,RoWorld,0.002919290557113068,0.1737690501632157,21787520891.0,366026654.0
Colombia,COL,3254,6684926.0,South America,RoWorld,2.6533515211838455e-05,0.007662584602762271,251942720240.0,872411379.0
Colombia,COL,325X,257614324.0,South America,RoWorld,0.0048261160874721,0.15316773088012972,53379222408.0,1681909907.0
Colombia,COL,326,233290801.0,South America,RoWorld,0.0030426544935807194,0.1167881832218611,76673444682.0,1997554843.0
Colombia,COL,327,173162038.0,South America,RoWorld,0.005835893736558288,0.1266608043407402,29671897025.0,1367131994.0
Colombia,COL,3311IS,41679506.0,South America,RoWorld,0.0011021049097729354,0.007103954011538226,37818093024.0,5867085560.0
Colombia,COL,3313NF,1901636634.0,South America,RoWorld,0.021894530816779535,0.12599868120325308,86854413548.0,15092512206.0
Colombia,COL,332,783837707.0,South America,RoWorld,0.007937343067271268,0.42045614302739825,98753159635.0,1864255571.0
Colombia,COL,33311,8180588.0,South America,RoWorld,0.0005305789053412016,0.04425093761970695,15418230762.0,184868128.0
Colombia,COL,33312,4178593.0,South America,RoWorld,0.00012788123618838926,0.002381925030606457,32675575593.0,1754292409.0
Colombia,COL,33313,2234885.0,South America,RoWorld,0.000707458574289517,0.03436007758059152,3159033025.0,65043072.0
Colombia,COL,3332OM,42167404.0,South America,RoWorld,0.00021180968037495563,0.02896729014119126,199081571368.0,1455690325.0
Colombia,COL,3341,813400.0,South America,RoWorld,5.282220241647689e-06,0.024785338220073266,153988278184.0,32817789.0
Colombia,COL,3342,1204755.0,South America,RoWorld,9.935272564446859e-06,0.00752380015260995,121260387391.0,160125864.0
Colombia,COL,3344,49212861.0,South America,RoWorld,0.00037512445810460824,0.030609263997381578,131190755326.0,1607776685.0
Colombia,COL,3345,6108180.0,South America,RoWorld,8.219135368145931e-05,0.0025719773255636416,74316576214.0,2374896520.0
Colombia,COL,334X,14963030.0,South America,RoWorld,0.0002559166397987116,0.23832011967745698,58468374748.0,62785425.0
Colombia,COL,335,371012134.0,South America,RoWorld,0.0018174425889598536,0.11987160044221766,204139672006.0,3095079507.0
Colombia,COL,336111,19567.0,South America,RoWorld,9.334362268439261e-08,0.006571545446668283,209623319058.0,2977534.0
Colombia,COL,33612,1401759.0,South America,RoWorld,6.939460177510646e-05,0.12252491214624682,20199827712.0,11440604.0
Colombia,COL,3362BP,46080489.0,South America,RoWorld,0.0003003188945159303,0.016266498867556406,153438527650.0,2832846169.0
Colombia,COL,3364,2899212.0,South America,RoWorld,4.646316953552713e-05,0.0013547638390983255,62398067738.0,2140012832.0
Colombia,COL,3365AO,4250525.0,South America,RoWorld,0.0002758058921166612,0.03562709363473518,15411291497.0,119305971.0
Colombia,COL,337,63306171.0,South America,RoWorld,0.0013291168214525466,0.1489851569708043,47630253397.0,424915960.0
Colombia,COL,3391,16182524.0,South America,RoWorld,0.00028039330775421424,0.0027690206940191274,57713659893.0,5844132561.0
Colombia,COL,3399,359136410.0,South America,RoWorld,0.003777839517312914,0.21640195139099253,95063966681.0,1659580275.0
Colombia,COL,S003,806686621.0,South America,RoWorld,0.0054992027725466516,0.09035628298517774,146691557734.0,8927842031.0
Cook Islands,COK,315AL,15739.0,Oceania,RoAsia,1.2979871367756246e-07,2.470885007851926e-07,121256979781.0,63697824666.0
Cook Islands,COK,323,8808.0,Oceania,RoAsia,1.2992495608438023e-06,8.188658320547735e-06,6779298039.0,1075634085.0
Cook Islands,COK,326,800.0,Oceania,RoAsia,1.0433860162641284e-08,3.6094962175528534e-08,76673444682.0,22163757815.0
Cook Islands,COK,327,2655.0,Oceania,RoAsia,8.947860656711753e-08,4.0871194243534133e-07,29671897025.0,6496017670.0
Cook Islands,COK,332,3002.0,Oceania,RoAsia,3.0399027343485974e-08,1.3068019932653415e-07,98753159635.0,22972110660.0
Cook Islands,COK,33312,8355.0,Oceania,RoAsia,2.556955722545824e-07,2.3187368898845207e-06,32675575593.0,3603254874.0
Cook Islands,COK,3332OM,16702.0,Oceania,RoAsia,8.389525903995677e-08,4.15431360279351e-07,199081571368.0,40203994202.0
Cook Islands,COK,3344,8000.0,Oceania,RoAsia,6.097990654997412e-08,8.720880437154764e-08,131190755326.0,91733857122.0
Cook Islands,COK,3345,45933.0,Oceania,RoAsia,6.18072068709578e-07,3.1945483987034677e-06,74316576214.0,14378558177.0
Cook Islands,COK,335,40164.0,Oceania,RoAsia,1.9674764638016816e-07,7.424319571665735e-07,204139672006.0,54097886833.0
Cook Islands,COK,3362BP,12159.0,Oceania,RoAsia,7.92434611190692e-08,5.740746075245615e-07,153438527650.0,21180173867.0
Cook Islands,COK,3399,18257.0,Oceania,RoAsia,1.9204963391927284e-07,5.46236997418809e-07,95063966681.0,33423221214.0
Cook Islands,COK,S003,711545.0,Oceania,RoAsia,4.8506199742609925e-06,2.80688155907465e-05,146691557734.0,25350018696.0
Costa Rica,CRI,111,1627677112.0,North America,RoWorld,0.032383047807386704,0.08561721049512817,50263246427.0,19011097215.0
Costa Rica,CRI,112,1314281.0,North America,RoWorld,9.51587958261142e-05,0.0003793164056359512,13811450519.0,3464867273.0
Costa Rica,CRI,113FF,54682061.0,North America,RoWorld,0.0034265534886473285,0.01903724468408565,15958326984.0,2872372652.0
Costa Rica,CRI,212,5736127.0,North America,RoWorld,0.0010783354668224476,0.003077609240481549,5319427188.0,1863825636.0
Costa Rica,CRI,311,509633273.0,North America,RoWorld,0.00441527249681566,0.03742355895504006,115425100799.0,13617979883.0
Costa Rica,CRI,3121,1616649.0,North America,RoWorld,5.2548925085309156e-05,0.0020125687846054923,30764644517.0,803276396.0
Costa Rica,CRI,3122,2907729.0,North America,RoWorld,0.0015080429486265298,0.0019233824088287828,1928147340.0,1511778930.0
Costa Rica,CRI,313TT,16801791.0,North America,RoWorld,0.0004963315365800882,0.037033103750434386,33851951290.0,453696539.0
Costa Rica,CRI,315AL,26325074.0,North America,RoWorld,0.0002171015148781145,0.002567544604461086,121256979781.0,10253015256.0
Costa Rica,CRI,321,2901810.0,North America,RoWorld,0.00012546383336832997,0.0009666482483023151,23128657256.0,3001929611.0
Costa Rica,CRI,322,10192502.0,North America,RoWorld,0.00038377674346681335,0.0039035647364178395,26558414947.0,2611075437.0
Costa Rica,CRI,323,4767604.0,North America,RoWorld,0.0007032592419706125,0.0793609435255209,6779298039.0,60074941.0
Costa Rica,CRI,324,174436.0,North America,RoWorld,2.91604382244157e-06,3.383104180526095e-05,59819402801.0,5156093064.0
Costa Rica,CRI,3251,840015.0,North America,RoWorld,1.317517779547182e-05,0.00035793865836069504,63757393869.0,2346812730.0
