ISO,country_name,Direct,Indirect,Total
VGB,British Virgin Islands,4.215306663197262e-07,8.377624343777294e-08,5.053069097574993e-07
TJK,Tajikistan,1.479644414440668e-07,3.487019996668955e-07,4.966664411109622e-07
AND,Andorra,2.5550056803214366e-07,2.3783283221842739e-07,4.93333400250571e-07
MYT,Mayotte,2.442797910371249e-07,2.4466737678385593e-07,4.889471678209808e-07
FSM,"Micronesia, Fed. Sts.",1.9525814158141323e-07,2.434754825926814e-07,4.387336241740947e-07
SLB,Solomon Islands,2.2348288060827588e-07,1.9168670017121663e-07,4.1516958077949254e-07
SSD,South Sudan,1.1606075838601132e-07,2.8072090781067114e-07,3.967816661966825e-07
ABW,Aruba,1.582516587255022e-07,2.2745913881644465e-07,3.857107975419469e-07
DMA,Dominica,1.4490229489829172e-07,2.2763161438422734e-07,3.72533909282519e-07
CXR,Christmas Island,2.584866138811871e-07,8.860418920791551e-08,3.4709080308910265e-07
AIA,Anguilla,2.6076630678544017e-07,4.67229874994544e-08,3.074892942848946e-07
GLP,Guadeloupe,2.1246095437674155e-07,5.144779382563657e-08,2.639087482023781e-07
PLW,Palau,1.8714283728358447e-07,5.5811719075871325e-08,2.429545563594558e-07
SXM,Sint Maarten,1.0282082061811583e-07,8.429729262809035e-08,1.8711811324620617e-07
CAF,Central African Republic,5.9572134628749614e-08,1.0924301690647841e-07,1.68815151535228e-07
CCK,Cocos (Keeling) Islands,8.084271410358948e-08,7.275620015002426e-08,1.5359891425361374e-07
ERI,Eritrea,1.066668913489759e-07,2.9628041842302747e-08,1.3629493319127866e-07
KIR,Kiribati,3.6546416228122274e-08,5.8931427905019334e-08,9.547784413314161e-08
STP,Sao Tome and Principe,3.4136575333751095e-08,3.753804885311656e-08,7.167462418686766e-08
GIB,Gibraltar,6.32761293185902e-08,6.344282570049385e-09,6.962041188863958e-08
TUV,Tuvalu,5.0778466641303497e-08,1.0010354397347844e-08,6.078882103865135e-08
VAT,Vatican,3.362913595185421e-08,7.2943895674140725e-09,4.092352551926828e-08
COK,Cook Islands,2.5460297528145156e-08,1.0626781569875035e-08,3.6087079098020194e-08
GNB,Guinea-Bissau,9.583631898590587e-09,8.607284279249597e-09,1.8190916177840186e-08
NFK,Norfolk Island,2.251728702673167e-09,5.905875270106006e-09,8.157603972779174e-09
SJM,Svalbard and Jan Mayen Islands,4.272902521398865e-09,3.3050082520453408e-09,7.577910773444205e-09
PCN,Pitcairn,1.1121997896304126e-09,8.288643225595441e-10,1.9410641121899568e-09
TKL,Tokelau,1.948783900530907e-10,1.2501493733898776e-10,3.198933273920784e-10
