Country,usummary_code,iso3,impVal
British Virgin Islands,3332OM,VGB,29906.0
British Virgin Islands,3341,VGB,152364.0
British Virgin Islands,3344,VGB,437341.0
British Virgin Islands,3345,VGB,16334.0
British Virgin Islands,335,VGB,99826.0
British Virgin Islands,337,VGB,17520.0
British Virgin Islands,3391,VGB,26733.0
British Virgin Islands,3399,VGB,1361360.0
British Virgin Islands,S003,VGB,57912864.0
Brunei,311,BRN,52074.0
Brunei,313TT,BRN,23324.0
Brunei,315AL,BRN,4342589.0
Brunei,321,BRN,296881.0
Brunei,322,BRN,82934.0
Brunei,324,BRN,42489714.0
Brunei,3251,BRN,165157913.0
Brunei,325X,BRN,9020035.0
Brunei,326,BRN,1814.0
Brunei,327,BRN,3030.0
Brunei,3311IS,BRN,3684065.0
Brunei,332,BRN,1816927.0
Brunei,3332OM,BRN,1564270.0
Brunei,3341,BRN,5411.0
Brunei,3342,BRN,17482.0
Brunei,3345,BRN,129513.0
Brunei,335,BRN,61202.0
Brunei,3364,BRN,9378.0
Brunei,337,BRN,1640.0
Brunei,3391,BRN,18529.0
Brunei,3399,BRN,12962.0
Brunei,S003,BRN,10057619.0
Bulgaria,111,BGR,74226592.0
Bulgaria,112,BGR,829449.0
Bulgaria,113FF,BGR,998690.0
Bulgaria,212,BGR,629059.0
Bulgaria,311,BGR,71701701.0
Bulgaria,3121,BGR,4402075.0
Bulgaria,313TT,BGR,7996804.0
Bulgaria,315AL,BGR,81812440.0
Bulgaria,321,BGR,1840504.0
Bulgaria,322,BGR,3919546.0
Bulgaria,323,BGR,2050686.0
Bulgaria,324,BGR,88493990.0
Bulgaria,3251,BGR,13628131.0
Bulgaria,3252,BGR,1772145.0
Bulgaria,3254,BGR,73749491.0
Bulgaria,325X,BGR,48582664.0
Bulgaria,326,BGR,23380710.0
Bulgaria,327,BGR,26644547.0
Bulgaria,3311IS,BGR,66926838.0
Bulgaria,3313NF,BGR,133251173.0
Bulgaria,332,BGR,59063119.0
Bulgaria,33311,BGR,4813432.0
Bulgaria,33312,BGR,10575072.0
Bulgaria,33313,BGR,1418779.0
Bulgaria,3332OM,BGR,134376125.0
Bulgaria,3341,BGR,27865930.0
Bulgaria,3342,BGR,25606312.0
Bulgaria,3344,BGR,26196297.0
Bulgaria,3345,BGR,124313739.0
Bulgaria,334X,BGR,12929384.0
Bulgaria,335,BGR,95763441.0
Bulgaria,3362BP,BGR,35154332.0
Bulgaria,3364,BGR,1150643.0
Bulgaria,3365AO,BGR,18265322.0
Bulgaria,337,BGR,12616032.0
Bulgaria,3391,BGR,38245093.0
Bulgaria,3399,BGR,96257641.0
Bulgaria,S003,BGR,38686227.0
Burkina Faso,111,BFA,553796.0
Burkina Faso,311,BFA,3275182.0
Burkina Faso,313TT,BFA,5525.0
Burkina Faso,315AL,BFA,11026.0
Burkina Faso,323,BFA,5507.0
Burkina Faso,325X,BFA,17867.0
Burkina Faso,326,BFA,2164.0
Burkina Faso,327,BFA,3520.0
Burkina Faso,33312,BFA,11040.0
Burkina Faso,3332OM,BFA,143931.0
Burkina Faso,3342,BFA,9533.0
Burkina Faso,3344,BFA,22815.0
Burkina Faso,335,BFA,15311.0
Burkina Faso,3362BP,BFA,149261.0
Burkina Faso,337,BFA,2669.0
Burkina Faso,3399,BFA,16441.0
Burkina Faso,S003,BFA,275078.0
Burma,111,MMR,3434228.0
Burma,112,MMR,3342716.0
Burma,113FF,MMR,38316450.0
Burma,311,MMR,2551813.0
Burma,3121,MMR,134330.0
Burma,313TT,MMR,18808607.0
Burma,315AL,MMR,440024680.0
Burma,321,MMR,1834730.0
Burma,322,MMR,366549.0
Burma,3252,MMR,859384.0
Burma,3254,MMR,5593.0
Burma,325X,MMR,552296.0
Burma,326,MMR,22871155.0
Burma,327,MMR,181136.0
Burma,3313NF,MMR,2188116.0
Burma,332,MMR,1729879.0
Burma,3332OM,MMR,886436.0
Burma,3341,MMR,10092.0
Burma,3342,MMR,6656.0
Burma,3344,MMR,491251.0
Burma,3345,MMR,20459345.0
Burma,334X,MMR,45009417.0
Burma,335,MMR,5625574.0
Burma,3362BP,MMR,898115.0
Burma,3365AO,MMR,835877.0
Burma,337,MMR,4887841.0
Burma,3391,MMR,11918662.0
Burma,3399,MMR,27182949.0
Burma,S003,MMR,1047068.0
Burundi,111,BDI,3324287.0
Burundi,311,BDI,32380.0
Burundi,313TT,BDI,266.0
Burundi,315AL,BDI,338246.0
Burundi,323,BDI,16232.0
Burundi,3251,BDI,3750.0
Burundi,3332OM,BDI,2477.0
Burundi,S003,BDI,19046.0
Cabo Verde,112,CPV,2052.0
Cabo Verde,311,CPV,2513443.0
Cabo Verde,3121,CPV,558091.0
Cabo Verde,315AL,CPV,712.0
Cabo Verde,321,CPV,15782.0
Cabo Verde,325X,CPV,342509.0
Cabo Verde,326,CPV,5094.0
Cabo Verde,327,CPV,9316.0
Cabo Verde,332,CPV,32873.0
Cabo Verde,33311,CPV,189851.0
Cabo Verde,33312,CPV,14460.0
Cabo Verde,3332OM,CPV,338548.0
Cabo Verde,3341,CPV,37880.0
Cabo Verde,3345,CPV,5192.0
Cabo Verde,334X,CPV,7120.0
Cabo Verde,335,CPV,29132.0
Cabo Verde,337,CPV,54797.0
Cabo Verde,S003,CPV,326147.0
Cambodia,112,KHM,2940608.0
Cambodia,113FF,KHM,3377580.0
Cambodia,212,KHM,67412.0
Cambodia,311,KHM,135101620.0
Cambodia,313TT,KHM,289123492.0
Cambodia,315AL,KHM,6526512041.0
Cambodia,321,KHM,377512534.0
Cambodia,322,KHM,68470213.0
Cambodia,323,KHM,39750698.0
Cambodia,3251,KHM,7040150.0
Cambodia,3252,KHM,257555.0
Cambodia,3254,KHM,2775815.0
Cambodia,325X,KHM,20073806.0
Cambodia,326,KHM,920962410.0
Cambodia,327,KHM,36592939.0
Cambodia,3311IS,KHM,4641605.0
Cambodia,3313NF,KHM,5785093.0
Cambodia,332,KHM,77862169.0
Cambodia,33311,KHM,1576962.0
Cambodia,3332OM,KHM,39845476.0
Cambodia,3341,KHM,5413873.0
Cambodia,3342,KHM,14982241.0
Cambodia,3344,KHM,93584312.0
Cambodia,3345,KHM,4436632.0
Cambodia,334X,KHM,19556852.0
Cambodia,335,KHM,2293180693.0
Cambodia,3362BP,KHM,7996023.0
Cambodia,3365AO,KHM,217342308.0
Cambodia,337,KHM,869151487.0
Cambodia,3391,KHM,40439875.0
Cambodia,3399,KHM,467975422.0
Cambodia,S003,KHM,67476919.0
Cameroon,111,CMR,981449.0
Cameroon,112,CMR,10025.0
Cameroon,113FF,CMR,6829125.0
Cameroon,211,CMR,132551199.0
Cameroon,212,CMR,13359.0
Cameroon,311,CMR,58845640.0
Cameroon,3121,CMR,262626.0
Cameroon,313TT,CMR,141264.0
Cameroon,315AL,CMR,62767.0
Cameroon,321,CMR,34261411.0
Cameroon,323,CMR,32514.0
Cameroon,3251,CMR,14936.0
Cameroon,3254,CMR,305783.0
Cameroon,325X,CMR,533196.0
Cameroon,326,CMR,279042.0
Cameroon,327,CMR,27275.0
Cameroon,3313NF,CMR,4376.0
Cameroon,332,CMR,269362.0
Cameroon,33312,CMR,26494.0
Cameroon,33313,CMR,2690.0
Cameroon,3332OM,CMR,362149.0
Cameroon,3341,CMR,33182.0
Cameroon,3342,CMR,353611.0
Cameroon,3344,CMR,73758.0
Cameroon,3345,CMR,104450.0
Cameroon,334X,CMR,1406610.0
Cameroon,335,CMR,201158.0
Cameroon,3362BP,CMR,42059.0
Cameroon,3365AO,CMR,381328.0
Cameroon,337,CMR,52421.0
Cameroon,3391,CMR,116572.0
Cameroon,3399,CMR,3401587.0
Cameroon,S003,CMR,6821862.0
Canada,111,CAN,6458818120.0
Canada,112,CAN,3298750364.0
Canada,113FF,CAN,3149356815.0
Canada,211,CAN,106246484961.0
Canada,212,CAN,1573727580.0
Canada,311,CAN,30372263900.0
Canada,3121,CAN,1497433012.0
Canada,3122,CAN,56872595.0
Canada,313TT,CAN,989430054.0
Canada,315AL,CAN,871121019.0
Canada,321,CAN,11065405905.0
Canada,322,CAN,9562926505.0
Canada,323,CAN,832631970.0
Canada,324,CAN,15694192264.0
Canada,3251,CAN,9356424695.0
Canada,3252,CAN,5766246535.0
Canada,3254,CAN,5957027078.0
Canada,325X,CAN,8849595589.0
Canada,326,CAN,10807028265.0
Canada,327,CAN,2358852793.0
Canada,3311IS,CAN,7687615796.0
Canada,3313NF,CAN,24507375125.0
Canada,332,CAN,8337624868.0
Canada,33311,CAN,1880556022.0
Canada,33312,CAN,2970958524.0
Canada,33313,CAN,583961221.0
Canada,3332OM,CAN,16024647439.0
Canada,3341,CAN,636406860.0
Canada,3342,CAN,1533191611.0
Canada,3344,CAN,1304657790.0
Canada,3345,CAN,3563050126.0
Canada,334X,CAN,512456662.0
Canada,335,CAN,8190969498.0
Canada,336111,CAN,27444882278.0
Canada,336112,CAN,3990823020.0
Canada,33612,CAN,4122198761.0
Canada,3362BP,CAN,16760703094.0
Canada,3364,CAN,14674356241.0
Canada,3365AO,CAN,1443552191.0
Canada,337,CAN,3756651420.0
Canada,3391,CAN,796453405.0
Canada,3399,CAN,2289885549.0
Canada,S003,CAN,24918152357.0
Cayman Islands,111,CYM,121500.0
Cayman Islands,212,CYM,7888.0
Cayman Islands,3121,CYM,344431.0
Cayman Islands,313TT,CYM,5000.0
Cayman Islands,315AL,CYM,8076.0
Cayman Islands,322,CYM,33657.0
Cayman Islands,323,CYM,6426.0
Cayman Islands,325X,CYM,23600.0
Cayman Islands,326,CYM,7800.0
Cayman Islands,327,CYM,3500.0
Cayman Islands,3313NF,CYM,45000.0
Cayman Islands,332,CYM,110167.0
Cayman Islands,33312,CYM,3499.0
Cayman Islands,3332OM,CYM,202119.0
Cayman Islands,3341,CYM,442722.0
Cayman Islands,3342,CYM,9486157.0
Cayman Islands,3344,CYM,4332824.0
Cayman Islands,3345,CYM,688106.0
Cayman Islands,334X,CYM,15500.0
Cayman Islands,335,CYM,17236788.0
Cayman Islands,3362BP,CYM,213604.0
Cayman Islands,3365AO,CYM,3000.0
Cayman Islands,337,CYM,25845.0
Cayman Islands,3391,CYM,23088.0
Cayman Islands,3399,CYM,226849.0
Cayman Islands,S003,CYM,15782404.0
Central African Republic,112,CAF,3804.0
Central African Republic,315AL,CAF,8096.0
Central African Republic,321,CAF,300351.0
Central African Republic,3252,CAF,108184.0
Central African Republic,325X,CAF,3283.0
Central African Republic,327,CAF,3794.0
Central African Republic,3313NF,CAF,220000.0
Central African Republic,332,CAF,101926.0
Central African Republic,33311,CAF,3732.0
Central African Republic,3332OM,CAF,110120.0
Central African Republic,3342,CAF,2016.0
Central African Republic,336111,CAF,9800.0
Central African Republic,3399,CAF,164769.0
Central African Republic,S003,CAF,382152.0
Chad,113FF,TCD,4067762.0
Chad,211,TCD,76437992.0
Chad,315AL,TCD,3083.0
Chad,323,TCD,10000.0
Chad,325X,TCD,10933.0
Chad,332,TCD,5000.0
Chad,33311,TCD,2883.0
Chad,3342,TCD,74229.0
Chad,337,TCD,1216.0
Chad,3399,TCD,34705.0
Chad,S003,TCD,166235.0
Chile,111,CHL,2051199154.0
Chile,112,CHL,1935902577.0
Chile,113FF,CHL,995972379.0
Chile,211,CHL,39332718.0
Chile,212,CHL,182410054.0
Chile,311,CHL,1185152989.0
Chile,3121,CHL,167347611.0
Chile,3122,CHL,4668.0
Chile,313TT,CHL,14163098.0
Chile,315AL,CHL,9516541.0
Chile,321,CHL,1046160531.0
Chile,322,CHL,91892830.0
Chile,323,CHL,386123.0
Chile,324,CHL,85380751.0
Chile,3251,CHL,616354431.0
Chile,3252,CHL,1187957.0
Chile,3254,CHL,13746039.0
Chile,325X,CHL,99864012.0
Chile,326,CHL,380902891.0
Chile,327,CHL,26947908.0
Chile,3311IS,CHL,179094834.0
Chile,3313NF,CHL,6638349772.0
Chile,332,CHL,30802522.0
Chile,33311,CHL,5259327.0
Chile,33312,CHL,20542219.0
Chile,33313,CHL,9073754.0
Chile,3332OM,CHL,66998845.0
Chile,3341,CHL,1993513.0
Chile,3342,CHL,4116666.0
Chile,3344,CHL,775022.0
Chile,3345,CHL,4335751.0
Chile,334X,CHL,605377.0
Chile,335,CHL,21643165.0
Chile,33612,CHL,30000.0
Chile,3362BP,CHL,48250904.0
Chile,3364,CHL,17086132.0
Chile,3365AO,CHL,1869753.0
Chile,337,CHL,1112452.0
Chile,3391,CHL,564196.0
Chile,3399,CHL,1517665.0
Chile,S003,CHL,471632825.0
China,111,CHN,498107291.0
China,112,CHN,15789620.0
China,113FF,CHN,1588204872.0
China,211,CHN,3368270.0
China,212,CHN,151619834.0
China,311,CHN,4783783235.0
China,3121,CHN,84693598.0
China,3122,CHN,13797242.0
China,313TT,CHN,13610020714.0
China,315AL,CHN,30626664293.0
China,321,CHN,1928346531.0
China,322,CHN,3285555504.0
China,323,CHN,2674333107.0
China,324,CHN,405864269.0
China,3251,CHN,8666382079.0
China,3252,CHN,1249608562.0
China,3254,CHN,9734595715.0
China,325X,CHN,3558471936.0
China,326,CHN,19003162721.0
China,327,CHN,7097630438.0
China,3311IS,CHN,1153613460.0
China,3313NF,CHN,2104242704.0
China,332,CHN,24814680726.0
China,33311,CHN,1789335814.0
China,33312,CHN,2163895824.0
China,33313,CHN,394957022.0
China,3332OM,CHN,28085493185.0
China,3341,CHN,42493366133.0
China,3342,CHN,52077951109.0
China,3344,CHN,12384386911.0
China,3345,CHN,4401187478.0
China,334X,CHN,10193695223.0
China,335,CHN,55927779290.0
China,336111,CHN,2609008402.0
China,336112,CHN,934239.0
China,33612,CHN,46356330.0
China,3362BP,CHN,12874426874.0
China,3364,CHN,802878675.0
China,3365AO,CHN,3579081260.0
China,337,CHN,13262839144.0
China,3391,CHN,7416662880.0
China,3399,CHN,40087510435.0
China,S003,CHN,11303103196.0
Christmas Island,112,CXR,19835.0
Christmas Island,315AL,CXR,6604.0
Christmas Island,323,CXR,10461.0
Christmas Island,327,CXR,4750.0
Christmas Island,332,CXR,187146.0
Christmas Island,33312,CXR,6482.0
Christmas Island,33313,CXR,14175.0
Christmas Island,3332OM,CXR,270594.0
Christmas Island,3341,CXR,92789.0
Christmas Island,3342,CXR,115397.0
Christmas Island,3344,CXR,33600.0
Christmas Island,3345,CXR,139206.0
Christmas Island,335,CXR,75237.0
Christmas Island,3362BP,CXR,5289.0
Christmas Island,3364,CXR,52365.0
Christmas Island,337,CXR,12250.0
Christmas Island,3391,CXR,12696.0
Christmas Island,3399,CXR,602182.0
Christmas Island,S003,CXR,86184.0
Cocos (Keeling) Islands,313TT,CCK,9349.0
Cocos (Keeling) Islands,315AL,CCK,24469.0
Cocos (Keeling) Islands,322,CCK,58445.0
Cocos (Keeling) Islands,323,CCK,4920.0
Cocos (Keeling) Islands,326,CCK,8514.0
Cocos (Keeling) Islands,332,CCK,69253.0
Cocos (Keeling) Islands,33312,CCK,32382.0
Cocos (Keeling) Islands,3332OM,CCK,3200.0
Cocos (Keeling) Islands,3341,CCK,166373.0
Cocos (Keeling) Islands,3342,CCK,2571.0
Cocos (Keeling) Islands,3344,CCK,9228.0
Cocos (Keeling) Islands,3345,CCK,2190.0
Cocos (Keeling) Islands,335,CCK,54468.0
Cocos (Keeling) Islands,3362BP,CCK,170786.0
Cocos (Keeling) Islands,337,CCK,12460.0
Cocos (Keeling) Islands,3399,CCK,42096.0
Cocos (Keeling) Islands,S003,CCK,429940.0
Colombia,111,COL,3280573199.0
Colombia,112,COL,5832126.0
Colombia,113FF,COL,119936886.0
Colombia,211,COL,5784495278.0
Colombia,212,COL,158081400.0
Colombia,311,COL,949768716.0
Colombia,3121,COL,18026676.0
Colombia,313TT,COL,98798561.0
Colombia,315AL,COL,248508957.0
Colombia,321,COL,9298308.0
Colombia,322,COL,90480280.0
Colombia,323,COL,16601507.0
Colombia,324,COL,1551676719.0
Colombia,3251,COL,96721202.0
Colombia,3252,COL,63604104.0
Colombia,3254,COL,6684926.0
Colombia,325X,COL,257614324.0
Colombia,326,COL,233290801.0
Colombia,327,COL,173162038.0
Colombia,3311IS,COL,41679506.0
Colombia,3313NF,COL,1901636634.0
Colombia,332,COL,783837707.0
Colombia,33311,COL,8180588.0
Colombia,33312,COL,4178593.0
Colombia,33313,COL,2234885.0
Colombia,3332OM,COL,42167404.0
Colombia,3341,COL,813400.0
Colombia,3342,COL,1204755.0
Colombia,3344,COL,49212861.0
Colombia,3345,COL,6108180.0
Colombia,334X,COL,14963030.0
Colombia,335,COL,371012134.0
Colombia,336111,COL,19567.0
Colombia,33612,COL,1401759.0
Colombia,3362BP,COL,46080489.0
Colombia,3364,COL,2899212.0
Colombia,3365AO,COL,4250525.0
Colombia,337,COL,63306171.0
Colombia,3391,COL,16182524.0
Colombia,3399,COL,359136410.0
Colombia,S003,COL,806686621.0
Comoros,111,COM,1027913.0
Comoros,311,COM,356617.0
Comoros,313TT,COM,74038.0
Comoros,315AL,COM,1246.0
Comoros,3254,COM,61962.0
Comoros,325X,COM,293221.0
Comoros,327,COM,7728.0
Comoros,332,COM,5034.0
Comoros,337,COM,8400.0
Comoros,S003,COM,12232.0
Congo (Brazzaville),112,COG,51924.0
Congo (Brazzaville),113FF,COG,736794.0
Congo (Brazzaville),313TT,COG,23390.0
Congo (Brazzaville),315AL,COG,4306.0
Congo (Brazzaville),321,COG,22426527.0
Congo (Brazzaville),323,COG,9983.0
Congo (Brazzaville),325X,COG,3587.0
Congo (Brazzaville),326,COG,5400.0
Congo (Brazzaville),3313NF,COG,12909682.0
Congo (Brazzaville),332,COG,2460.0
Congo (Brazzaville),3332OM,COG,75486.0
Congo (Brazzaville),3341,COG,4946.0
Congo (Brazzaville),3345,COG,165883.0
Congo (Brazzaville),335,COG,98711.0
Congo (Brazzaville),3362BP,COG,15111.0
Congo (Brazzaville),3391,COG,17890.0
Congo (Brazzaville),3399,COG,54417.0
Congo (Brazzaville),S003,COG,3594324.0
Congo (Kinshasa),111,COD,4861237.0
Congo (Kinshasa),112,COD,279288.0
Congo (Kinshasa),113FF,COD,877411.0
Congo (Kinshasa),212,COD,5500.0
Congo (Kinshasa),311,COD,7106757.0
Congo (Kinshasa),3121,COD,24150.0
Congo (Kinshasa),313TT,COD,950.0
Congo (Kinshasa),315AL,COD,3500.0
Congo (Kinshasa),321,COD,5818160.0
Congo (Kinshasa),323,COD,7650.0
Congo (Kinshasa),3254,COD,18569.0
Congo (Kinshasa),325X,COD,7240.0
Congo (Kinshasa),327,COD,67798.0
Congo (Kinshasa),3313NF,COD,296254489.0
Congo (Kinshasa),332,COD,10501.0
Congo (Kinshasa),3332OM,COD,292488.0
Congo (Kinshasa),3341,COD,35492.0
Congo (Kinshasa),3345,COD,6536.0
Congo (Kinshasa),334X,COD,6046.0
Congo (Kinshasa),335,COD,10020.0
Congo (Kinshasa),3362BP,COD,58356.0
Congo (Kinshasa),3365AO,COD,8179.0
Congo (Kinshasa),337,COD,13025.0
Congo (Kinshasa),3399,COD,4361435.0
Congo (Kinshasa),S003,COD,2965362.0
Cook Islands,315AL,COK,15739.0
Cook Islands,323,COK,8808.0
Cook Islands,326,COK,800.0
Cook Islands,327,COK,2655.0
Cook Islands,332,COK,3002.0
Cook Islands,33312,COK,8355.0
Cook Islands,3332OM,COK,16702.0
Cook Islands,3344,COK,8000.0
Cook Islands,3345,COK,45933.0
Cook Islands,335,COK,40164.0
Cook Islands,3362BP,COK,12159.0
Cook Islands,3399,COK,18257.0
Cook Islands,S003,COK,711545.0
Costa Rica,111,CRI,1627677112.0
Costa Rica,112,CRI,1314281.0
Costa Rica,113FF,CRI,54682061.0
Costa Rica,212,CRI,5736127.0
Costa Rica,311,CRI,509633273.0
Costa Rica,3121,CRI,1616649.0
Costa Rica,3122,CRI,2907729.0
Costa Rica,313TT,CRI,16801791.0
Costa Rica,315AL,CRI,26325074.0
Costa Rica,321,CRI,2901810.0
Costa Rica,322,CRI,10192502.0
Costa Rica,323,CRI,4767604.0
Costa Rica,324,CRI,174436.0
Costa Rica,3251,CRI,840015.0
Costa Rica,3252,CRI,8006486.0
Costa Rica,3254,CRI,17612296.0
Costa Rica,325X,CRI,27814740.0
Costa Rica,326,CRI,308472221.0
Costa Rica,327,CRI,26931550.0
Costa Rica,3311IS,CRI,4338489.0
Costa Rica,3313NF,CRI,104750430.0
Costa Rica,332,CRI,45028653.0
Costa Rica,33311,CRI,4156435.0
Costa Rica,33312,CRI,2259226.0
Costa Rica,33313,CRI,565200.0
Costa Rica,3332OM,CRI,32038003.0
Costa Rica,3341,CRI,5508684.0
Costa Rica,3342,CRI,7550034.0
Costa Rica,3344,CRI,1393831232.0
Costa Rica,3345,CRI,1560371054.0
Costa Rica,334X,CRI,12273656.0
Costa Rica,335,CRI,305635869.0
Costa Rica,336112,CRI,42000.0
Costa Rica,3362BP,CRI,97377887.0
Costa Rica,3364,CRI,3097672.0
Costa Rica,3365AO,CRI,2930006.0
Costa Rica,337,CRI,23790100.0
Costa Rica,3391,CRI,4191887727.0
Costa Rica,3399,CRI,110707066.0
Costa Rica,S003,CRI,1072358151.0
Cote d'Ivoire,111,CIV,388025629.0
Cote d'Ivoire,113FF,CIV,175546772.0
Cote d'Ivoire,311,CIV,428109956.0
Cote d'Ivoire,3121,CIV,4200.0
Cote d'Ivoire,313TT,CIV,48235.0
Cote d'Ivoire,315AL,CIV,72428.0
Cote d'Ivoire,321,CIV,6265988.0
Cote d'Ivoire,323,CIV,5577.0
Cote d'Ivoire,3251,CIV,302179.0
Cote d'Ivoire,3254,CIV,1943497.0
Cote d'Ivoire,325X,CIV,1457865.0
Cote d'Ivoire,326,CIV,3529.0
Cote d'Ivoire,327,CIV,17443.0
Cote d'Ivoire,3313NF,CIV,390046.0
Cote d'Ivoire,332,CIV,446694.0
Cote d'Ivoire,3332OM,CIV,391777.0
Cote d'Ivoire,3341,CIV,20000.0
Cote d'Ivoire,3342,CIV,12684.0
Cote d'Ivoire,3344,CIV,44531.0
Cote d'Ivoire,3345,CIV,35723.0
Cote d'Ivoire,335,CIV,1483669.0
Cote d'Ivoire,3362BP,CIV,1797613.0
Cote d'Ivoire,3365AO,CIV,2960.0
Cote d'Ivoire,337,CIV,1726.0
Cote d'Ivoire,3391,CIV,39192.0
Cote d'Ivoire,3399,CIV,216478.0
Cote d'Ivoire,S003,CIV,7990020.0
Croatia,111,HRV,2615628.0
Croatia,112,HRV,865012.0
Croatia,113FF,HRV,1203639.0
Croatia,212,HRV,52490.0
Croatia,311,HRV,87252297.0
Croatia,3121,HRV,3138498.0
Croatia,313TT,HRV,600398.0
Croatia,315AL,HRV,19251141.0
Croatia,321,HRV,5050611.0
Croatia,322,HRV,388662.0
Croatia,323,HRV,719877.0
Croatia,3251,HRV,13149311.0
Croatia,3252,HRV,85729.0
Croatia,3254,HRV,354239224.0
Croatia,325X,HRV,7445277.0
Croatia,326,HRV,11734284.0
Croatia,327,HRV,12790101.0
Croatia,3311IS,HRV,247894.0
Croatia,3313NF,HRV,3114258.0
Croatia,332,HRV,128329312.0
Croatia,33311,HRV,118268.0
Croatia,33312,HRV,1632316.0
Croatia,33313,HRV,148856.0
Croatia,3332OM,HRV,106994715.0
Croatia,3341,HRV,2088142.0
Croatia,3342,HRV,2570436.0
Croatia,3344,HRV,23222892.0
Croatia,3345,HRV,9592860.0
Croatia,334X,HRV,1565118.0
Croatia,335,HRV,159124365.0
Croatia,336111,HRV,7180675.0
Croatia,3362BP,HRV,5560898.0
Croatia,3364,HRV,1259223.0
Croatia,3365AO,HRV,4998931.0
Croatia,337,HRV,3196218.0
Croatia,3391,HRV,984080.0
Croatia,3399,HRV,4378452.0
Croatia,S003,HRV,13980749.0
Cuba,326,CUB,3423.0
Cuba,3399,CUB,5672.0
Cuba,S003,CUB,4860777.0
Curacao,3121,CUW,194080.0
Curacao,324,CUW,9548021.0
Curacao,325X,CUW,135816.0
Curacao,326,CUW,29969.0
Curacao,3313NF,CUW,699490.0
Curacao,332,CUW,165116.0
Curacao,33311,CUW,3236.0
Curacao,33312,CUW,21456.0
Curacao,3332OM,CUW,242107.0
Curacao,3341,CUW,9651.0
Curacao,3342,CUW,31869.0
Curacao,3344,CUW,959726.0
Curacao,3345,CUW,570956.0
Curacao,334X,CUW,6895.0
Curacao,335,CUW,3712458.0
Curacao,3362BP,CUW,22679.0
Curacao,3364,CUW,793792.0
Curacao,3391,CUW,35000.0
Curacao,3399,CUW,5226.0
Curacao,S003,CUW,14748402.0
Cyprus,111,CYP,125850.0
Cyprus,112,CYP,9068.0
Cyprus,113FF,CYP,1335589.0
Cyprus,212,CYP,2089482.0
Cyprus,311,CYP,14529625.0
Cyprus,3121,CYP,1147511.0
Cyprus,313TT,CYP,21801.0
Cyprus,315AL,CYP,27896.0
Cyprus,322,CYP,124057.0
Cyprus,323,CYP,184262.0
Cyprus,324,CYP,54434.0
Cyprus,3251,CYP,127253.0
Cyprus,3252,CYP,7360.0
Cyprus,3254,CYP,776823.0
Cyprus,325X,CYP,355336.0
Cyprus,326,CYP,662280.0
Cyprus,327,CYP,17439.0
Cyprus,332,CYP,1033276.0
Cyprus,33311,CYP,11174.0
Cyprus,33312,CYP,5000.0
Cyprus,3332OM,CYP,5567852.0
Cyprus,3341,CYP,521403.0
Cyprus,3342,CYP,2295216.0
Cyprus,3344,CYP,17134039.0
Cyprus,3345,CYP,284457.0
Cyprus,334X,CYP,147816.0
Cyprus,335,CYP,330364.0
Cyprus,3362BP,CYP,664971.0
Cyprus,3364,CYP,128174.0
Cyprus,337,CYP,81133.0
Cyprus,3391,CYP,67281.0
Cyprus,3399,CYP,1253150.0
Cyprus,S003,CYP,7738937.0
Czech Republic,111,CZE,4636567.0
Czech Republic,112,CZE,3255480.0
Czech Republic,113FF,CZE,178335.0
Czech Republic,211,CZE,586512.0
Czech Republic,212,CZE,307448.0
Czech Republic,311,CZE,113162887.0
Czech Republic,3121,CZE,10167175.0
Czech Republic,313TT,CZE,71266567.0
Czech Republic,315AL,CZE,13708864.0
Czech Republic,321,CZE,46096306.0
Czech Republic,322,CZE,102554742.0
Czech Republic,323,CZE,6209654.0
Czech Republic,324,CZE,58870.0
Czech Republic,3251,CZE,121140561.0
Czech Republic,3252,CZE,49952572.0
Czech Republic,3254,CZE,238183515.0
Czech Republic,325X,CZE,50492816.0
Czech Republic,326,CZE,471831963.0
Czech Republic,327,CZE,116710477.0
Czech Republic,3311IS,CZE,169698706.0
Czech Republic,3313NF,CZE,23769424.0
Czech Republic,332,CZE,585193024.0
Czech Republic,33311,CZE,39691008.0
Czech Republic,33312,CZE,384210729.0
Czech Republic,33313,CZE,5469838.0
Czech Republic,3332OM,CZE,966800222.0
Czech Republic,3341,CZE,297335925.0
Czech Republic,3342,CZE,564973567.0
Czech Republic,3344,CZE,154145394.0
Czech Republic,3345,CZE,652463424.0
Czech Republic,334X,CZE,117094655.0
Czech Republic,335,CZE,799941047.0
Czech Republic,336111,CZE,6402377.0
Czech Republic,3362BP,CZE,830460741.0
Czech Republic,3364,CZE,221593092.0
Czech Republic,3365AO,CZE,38772835.0
Czech Republic,337,CZE,59426248.0
Czech Republic,3391,CZE,145803627.0
Czech Republic,3399,CZE,165230763.0
Czech Republic,S003,CZE,432930382.0
Denmark,111,DNK,25478016.0
Denmark,112,DNK,74072128.0
Denmark,113FF,DNK,36066449.0
Denmark,212,DNK,3829567.0
Denmark,311,DNK,582870916.0
Denmark,3121,DNK,19679287.0
Denmark,3122,DNK,16244030.0
Denmark,313TT,DNK,28846072.0
Denmark,315AL,DNK,9956164.0
Denmark,321,DNK,11719427.0
Denmark,322,DNK,37380481.0
Denmark,323,DNK,5995050.0
Denmark,324,DNK,61832851.0
Denmark,3251,DNK,481136263.0
Denmark,3252,DNK,21693691.0
