Country,iso3,HS8,detail_code,impVal,bea_total,weight
Afghanistan,AFG,12074000,1111A0,17313.0,19862.0,0.8716644849461282
Afghanistan,AFG,12079903,1111A0,2549.0,19862.0,0.12833551505387172
Afghanistan,AFG,7132010,1111B0,18693.0,102319.0,0.18269334141264085
Afghanistan,AFG,7132020,1111B0,83626.0,102319.0,0.8173066585873592
Afghanistan,AFG,7089005,111200,23322.0,23322.0,1.0
Afghanistan,AFG,12119089,111300,108078.0,3425823.0,0.031548039697322366
Afghanistan,AFG,12129930,111300,38690.0,3425823.0,0.011293636594768616
Afghanistan,AFG,8013200,111300,9204.0,3425823.0,0.002686653688763255
Afghanistan,AFG,8021100,111300,69521.0,3425823.0,0.020293225890537836
Afghanistan,AFG,8021200,111300,390657.0,3425823.0,0.11403303673307115
Afghanistan,AFG,8023200,111300,5110.0,3425823.0,0.0014916123804411378
Afghanistan,AFG,8025100,111300,25449.0,3425823.0,0.007428579935390708
Afghanistan,AFG,8025200,111300,25440.0,3425823.0,0.007425952829436897
Afghanistan,AFG,8029110,111300,4950.0,3425823.0,0.0014449082745956227
Afghanistan,AFG,8029190,111300,61934.0,3425823.0,0.018078575571475818
Afghanistan,AFG,8042040,111300,293599.0,3425823.0,0.08570174232585863
Afghanistan,AFG,8042060,111300,383443.0,3425823.0,0.11192726536076149
Afghanistan,AFG,8042080,111300,1996990.0,3425823.0,0.5829227020777197
Afghanistan,AFG,8055020,111300,2198.0,3425823.0,0.0006415976540527634
Afghanistan,AFG,8102090,111300,10560.0,3425823.0,0.003082470985803995
Afghanistan,AFG,12093000,111400,12750.0,18177.0,0.7014358805083347
Afghanistan,AFG,6031100,111400,5427.0,18177.0,0.2985641194916653
Afghanistan,AFG,12119040,111900,5350.0,5350.0,1.0
Afghanistan,AFG,4090000,112A00,2250.0,2250.0,1.0
Afghanistan,AFG,13021991,113000,54963.0,54963.0,1.0
Afghanistan,AFG,8029210,115000,13090.0,28527.0,0.4588635327934939
Afghanistan,AFG,8029290,115000,8613.0,28527.0,0.3019244925859712
Afghanistan,AFG,8029998,115000,6824.0,28527.0,0.23921197462053492
Afghanistan,AFG,25084001,2123A0,7211.0,15399.0,0.46827716085460097
Afghanistan,AFG,25309080,2123A0,8188.0,15399.0,0.5317228391453991
Afghanistan,AFG,10062020,311210,2272.0,6877.0,0.3303766177112113
Afghanistan,AFG,11031100,311210,2255.0,6877.0,0.3279046095681256
Afghanistan,AFG,11061000,311210,2350.0,6877.0,0.3417187727206631
Afghanistan,AFG,15155000,311224,69929.0,87419.0,0.7999290772028964
Afghanistan,AFG,15180020,311224,17490.0,87419.0,0.20007092279710362
Afghanistan,AFG,17011250,311300,18337.0,342098.0,0.053601599541651807
Afghanistan,AFG,17011450,311300,3006.0,342098.0,0.008786955784599735
Afghanistan,AFG,17029068,311300,5616.0,342098.0,0.01641634853170729
Afghanistan,AFG,17029090,311300,3413.0,342098.0,0.009976673350911142
Afghanistan,AFG,17049010,311300,69480.0,342098.0,0.2030996965781735
Afghanistan,AFG,17049035,311300,211073.0,342098.0,0.6169957146782501
Afghanistan,AFG,17049090,311300,14636.0,342098.0,0.04278306216347363
Afghanistan,AFG,20060020,311300,12529.0,342098.0,0.03662400832509983
Afghanistan,AFG,20060070,311300,4008.0,342098.0,0.01171594104613298
Afghanistan,AFG,20049085,311410,53845.0,86477.0,0.622651109543578
Afghanistan,AFG,20093120,311410,2021.0,86477.0,0.023370375938110713
Afghanistan,AFG,8112020,311410,12821.0,86477.0,0.14825907466725258
Afghanistan,AFG,8112040,311410,17790.0,86477.0,0.20571943985105867
Afghanistan,AFG,20011000,311420,52501.0,6231648.0,0.008424898197074033
Afghanistan,AFG,20019020,311420,7920.0,6231648.0,0.0012709318626469275
Afghanistan,AFG,20019038,311420,24207.0,6231648.0,0.0038845262120068397
Afghanistan,AFG,20029080,311420,20506.0,6231648.0,0.003290622320131047
Afghanistan,AFG,20059985,311420,137577.0,6231648.0,0.022077145564062668
Afghanistan,AFG,20079945,311420,13726.0,6231648.0,0.0022026276195317835
Afghanistan,AFG,20079965,311420,24778.0,6231648.0,0.003976155264225451
Afghanistan,AFG,20079975,311420,5444.0,6231648.0,0.000873605184374984
