Country,iso3,HS6,detail_code,impVal,bea_total,weight
Afghanistan,AFG,120740,1111A0,17313.0,19862.0,0.8716644849461282
Afghanistan,AFG,120799,1111A0,2549.0,19862.0,0.12833551505387172
Afghanistan,AFG,71320,1111B0,102319.0,102319.0,1.0
Afghanistan,AFG,70890,111200,23322.0,23322.0,1.0
Afghanistan,AFG,121190,111300,108078.0,3425823.0,0.031548039697322366
Afghanistan,AFG,121299,111300,38690.0,3425823.0,0.011293636594768616
Afghanistan,AFG,80132,111300,9204.0,3425823.0,0.002686653688763255
Afghanistan,AFG,80211,111300,69521.0,3425823.0,0.020293225890537836
Afghanistan,AFG,80212,111300,390657.0,3425823.0,0.11403303673307115
Afghanistan,AFG,80232,111300,5110.0,3425823.0,0.0014916123804411378
Afghanistan,AFG,80251,111300,25449.0,3425823.0,0.007428579935390708
Afghanistan,AFG,80252,111300,25440.0,3425823.0,0.007425952829436897
Afghanistan,AFG,80291,111300,66884.0,3425823.0,0.01952348384607144
Afghanistan,AFG,80420,111300,2674032.0,3425823.0,0.7805517097643399
Afghanistan,AFG,80550,111300,2198.0,3425823.0,0.0006415976540527634
Afghanistan,AFG,81020,111300,10560.0,3425823.0,0.003082470985803995
Afghanistan,AFG,120930,111400,12750.0,18177.0,0.7014358805083347
Afghanistan,AFG,60311,111400,5427.0,18177.0,0.2985641194916653
Afghanistan,AFG,121190,111900,5350.0,5350.0,1.0
Afghanistan,AFG,40900,112A00,2250.0,2250.0,1.0
Afghanistan,AFG,130219,113000,54963.0,54963.0,1.0
Afghanistan,AFG,80292,115000,21703.0,28527.0,0.7607880253794651
Afghanistan,AFG,80299,115000,6824.0,28527.0,0.23921197462053492
Afghanistan,AFG,250840,2123A0,7211.0,15399.0,0.46827716085460097
Afghanistan,AFG,253090,2123A0,8188.0,15399.0,0.5317228391453991
Afghanistan,AFG,100620,311210,2272.0,6877.0,0.3303766177112113
Afghanistan,AFG,110311,311210,2255.0,6877.0,0.3279046095681256
Afghanistan,AFG,110610,311210,2350.0,6877.0,0.3417187727206631
Afghanistan,AFG,151550,311224,69929.0,87419.0,0.7999290772028964
Afghanistan,AFG,151800,311224,17490.0,87419.0,0.20007092279710362
Afghanistan,AFG,170112,311300,18337.0,342098.0,0.053601599541651807
Afghanistan,AFG,170114,311300,3006.0,342098.0,0.008786955784599735
Afghanistan,AFG,170290,311300,9029.0,342098.0,0.026393021882618432
Afghanistan,AFG,170490,311300,295189.0,342098.0,0.8628784734198972
Afghanistan,AFG,200600,311300,16537.0,342098.0,0.0483399493712328
Afghanistan,AFG,200490,311410,53845.0,86477.0,0.622651109543578
Afghanistan,AFG,200931,311410,2021.0,86477.0,0.023370375938110713
Afghanistan,AFG,81120,311410,30611.0,86477.0,0.35397851451831125
Afghanistan,AFG,200110,311420,52501.0,6231648.0,0.008424898197074033
Afghanistan,AFG,200190,311420,32127.0,6231648.0,0.0051554580746537675
Afghanistan,AFG,200290,311420,20506.0,6231648.0,0.003290622320131047
Afghanistan,AFG,200599,311420,137577.0,6231648.0,0.022077145564062668
Afghanistan,AFG,200799,311420,43948.0,6231648.0,0.007052388068132218
Afghanistan,AFG,200897,311420,76343.0,6231648.0,0.012250852422986664
Afghanistan,AFG,200899,311420,350197.0,6231648.0,0.05619653099789975
Afghanistan,AFG,200931,311420,9915.0,6231648.0,0.001591071896230339
Afghanistan,AFG,200939,311420,2070.0,6231648.0,0.00033217537319181055
Afghanistan,AFG,200969,311420,7681.0,6231648.0,0.0012325792470948295
Afghanistan,AFG,200979,311420,41773.0,6231648.0,0.006703363219488649
Afghanistan,AFG,210320,311420,11630.0,6231648.0,0.001866279995275728
Afghanistan,AFG,71290,311420,67227.0,6231648.0,0.010787997011384469
Afghanistan,AFG,80620,311420,3421959.0,6231648.0,0.5491258492135628
Afghanistan,AFG,81290,311420,13377.0,6231648.0,0.002146623172554034
Afghanistan,AFG,81310,311420,758952.0,6231648.0,0.12178993421964783
Afghanistan,AFG,81320,311420,280778.0,6231648.0,0.04505678112756048
Afghanistan,AFG,81340,311420,893965.0,6231648.0,0.14345563164029804
Afghanistan,AFG,81350,311420,9122.0,6231648.0,0.0014638182387708676
Afghanistan,AFG,190190,311514,2364.0,33892.0,0.06975097368110468
Afghanistan,AFG,40210,311514,31528.0,33892.0,0.9302490263188953
Afghanistan,AFG,40390,31151A,3000.0,3000.0,1.0
Afghanistan,AFG,190590,311810,45157.0,45157.0,1.0
Afghanistan,AFG,190590,311910,3531.0,1101872.0,0.0032045464445961055
Afghanistan,AFG,200819,311910,1098341.0,1101872.0,0.9967954535554039
Afghanistan,AFG,90210,311920,5400.0,5400.0,1.0
Afghanistan,AFG,210390,311940,88090.0,1913032.0,0.04604732173847589
Afghanistan,AFG,90921,311940,24237.0,1913032.0,0.012669416925592463
Afghanistan,AFG,90931,311940,26700.0,1913032.0,0.01395690192322972
Afghanistan,AFG,90932,311940,5310.0,1913032.0,0.0027756984723726523
Afghanistan,AFG,91020,311940,1622723.0,1913032.0,0.8482466576617641
Afghanistan,AFG,91091,311940,23656.0,1913032.0,0.012365710557899711
Afghanistan,AFG,91099,311940,122316.0,1913032.0,0.06393829272066541
Afghanistan,AFG,100590,311990,2197.0,140550.0,0.015631447883315545
Afghanistan,AFG,190220,311990,2254.0,140550.0,0.016036997509782994
Afghanistan,AFG,190230,311990,28395.0,140550.0,0.20202774813233726
Afghanistan,AFG,210690,311990,107704.0,140550.0,0.7663038064745642
Afghanistan,AFG,220210,312110,769494.0,779974.0,0.9865636546859254
Afghanistan,AFG,220299,312110,10480.0,779974.0,0.013436345314074572
