Country,iso3,HS6,usummary_code,impVal,bea_total,weight
Afghanistan,AFG,120740,111,17313.0,3594853.0,0.004816052283639971
Afghanistan,AFG,120799,111,2549.0,3594853.0,0.000709069327730508
Afghanistan,AFG,120930,111,12750.0,3594853.0,0.0035467375161098384
Afghanistan,AFG,121190,111,113428.0,3594853.0,0.031552889645278956
Afghanistan,AFG,121299,111,38690.0,3594853.0,0.010762609764571737
Afghanistan,AFG,60311,111,5427.0,3594853.0,0.0015096583921512228
Afghanistan,AFG,70890,111,23322.0,3594853.0,0.006487608811820678
Afghanistan,AFG,71320,111,102319.0,3594853.0,0.028462638110654317
Afghanistan,AFG,80132,111,9204.0,3594853.0,0.002560327223394114
Afghanistan,AFG,80211,111,69521.0,3594853.0,0.019339038341762513
Afghanistan,AFG,80212,111,390657.0,3594853.0,0.10867120296713106
Afghanistan,AFG,80232,111,5110.0,3594853.0,0.0014214767613585312
Afghanistan,AFG,80251,111,25449.0,3594853.0,0.007079288082155237
Afghanistan,AFG,80252,111,25440.0,3594853.0,0.007076784502732101
Afghanistan,AFG,80291,111,66884.0,3594853.0,0.018605489570783562
Afghanistan,AFG,80420,111,2674032.0,3594853.0,0.7438501657786841
Afghanistan,AFG,80550,111,2198.0,3594853.0,0.0006114297302281901
Afghanistan,AFG,81020,111,10560.0,3594853.0,0.0029375331898133248
Afghanistan,AFG,40900,112,2250.0,2250.0,1.0
Afghanistan,AFG,130219,113FF,54963.0,83490.0,0.6583183614804168
Afghanistan,AFG,80292,113FF,21703.0,83490.0,0.25994729907773384
Afghanistan,AFG,80299,113FF,6824.0,83490.0,0.08173433944184932
Afghanistan,AFG,250840,212,7211.0,15399.0,0.46827716085460097
Afghanistan,AFG,253090,212,8188.0,15399.0,0.5317228391453991
Afghanistan,AFG,100590,311,2197.0,9997422.0,0.00021975665326521177
Afghanistan,AFG,100620,311,2272.0,9997422.0,0.0002272585872637966
Afghanistan,AFG,110311,311,2255.0,9997422.0,0.00022555814889078403
Afghanistan,AFG,110610,311,2350.0,9997422.0,0.00023506059862232482
Afghanistan,AFG,151550,311,69929.0,9997422.0,0.006994703234493853
Afghanistan,AFG,151800,311,17490.0,9997422.0,0.0017494510084699836
Afghanistan,AFG,170112,311,18337.0,9997422.0,0.0018341728497606683
Afghanistan,AFG,170114,311,3006.0,9997422.0,0.0003006775146632802
Afghanistan,AFG,170290,311,9029.0,9997422.0,0.0009031328276429664
Afghanistan,AFG,170490,311,295189.0,9997422.0,0.029526511934776786
Afghanistan,AFG,190190,311,2364.0,9997422.0,0.000236460959635394
Afghanistan,AFG,190220,311,2254.0,9997422.0,0.00022545812310413626
Afghanistan,AFG,190230,311,28395.0,9997422.0,0.0028402322118642187
Afghanistan,AFG,190590,311,48688.0,9997422.0,0.00487005550030798
Afghanistan,AFG,200110,311,52501.0,9997422.0,0.005251453824796032
Afghanistan,AFG,200190,311,32127.0,9997422.0,0.0032135284476338
Afghanistan,AFG,200290,311,20506.0,9997422.0,0.0020511287809997416
Afghanistan,AFG,200490,311,53845.0,9997422.0,0.005385888482050673
Afghanistan,AFG,200599,311,137577.0,9997422.0,0.013761247649644079
Afghanistan,AFG,200600,311,16537.0,9997422.0,0.0016541264337946323
Afghanistan,AFG,200799,311,43948.0,9997422.0,0.004395933271597418
Afghanistan,AFG,200819,311,1098341.0,9997422.0,0.10986242253252888
Afghanistan,AFG,200897,311,76343.0,9997422.0,0.0076362686300528275
Afghanistan,AFG,200899,311,350197.0,9997422.0,0.03502873040669885
Afghanistan,AFG,200931,311,11936.0,9997422.0,0.0011939077894281146
Afghanistan,AFG,200939,311,2070.0,9997422.0,0.00020705337836094144
Afghanistan,AFG,200969,311,7681.0,9997422.0,0.0007682980672417349
Afghanistan,AFG,200979,311,41773.0,9997422.0,0.004178377185638457
Afghanistan,AFG,210320,311,11630.0,9997422.0,0.0011632998987138885
Afghanistan,AFG,210390,311,88090.0,9997422.0,0.008811271545804508
Afghanistan,AFG,210690,311,107704.0,9997422.0,0.010773177325114415
Afghanistan,AFG,40210,311,31528.0,9997422.0,0.003153613001431769
Afghanistan,AFG,40390,311,3000.0,9997422.0,0.0003000773599433934
Afghanistan,AFG,71290,311,67227.0,9997422.0,0.006724433558971503
Afghanistan,AFG,80620,311,3421959.0,9997422.0,0.34228414085151154
Afghanistan,AFG,81120,311,30611.0,9997422.0,0.0030618893550757387
Afghanistan,AFG,81290,311,13377.0,9997422.0,0.0013380449479875912
Afghanistan,AFG,81310,311,758952.0,9997422.0,0.07591477082791943
Afghanistan,AFG,81320,311,280778.0,9997422.0,0.02808504032339537
Afghanistan,AFG,81340,311,893965.0,9997422.0,0.08941955236059856
Afghanistan,AFG,81350,311,9122.0,9997422.0,0.0009124352258012116
Afghanistan,AFG,90210,311,5400.0,9997422.0,0.0005401392478981081
Afghanistan,AFG,90921,311,24237.0,9997422.0,0.0024243249909826755
Afghanistan,AFG,90931,311,26700.0,9997422.0,0.0026706885034962014
Afghanistan,AFG,90932,311,5310.0,9997422.0,0.0005311369270998063
Afghanistan,AFG,91020,311,1622723.0,9997422.0,0.1623141445864744
Afghanistan,AFG,91091,311,23656.0,9997422.0,0.0023662100089403048
Afghanistan,AFG,91099,311,122316.0,9997422.0,0.012234754119612036
Afghanistan,AFG,220210,3121,769494.0,779974.0,0.9865636546859254
Afghanistan,AFG,220299,3121,10480.0,779974.0,0.013436345314074572
Afghanistan,AFG,240399,3122,387833.0,387833.0,1.0
Afghanistan,AFG,392490,313TT,581.0,4089098.0,0.00014208512488573274
Afghanistan,AFG,511219,313TT,1298.0,4089098.0,0.0003174294184194167
Afghanistan,AFG,570110,313TT,3409731.0,4089098.0,0.8338589586260833
Afghanistan,AFG,570190,313TT,353611.0,4089098.0,0.08647652856449026
Afghanistan,AFG,570210,313TT,160106.0,4089098.0,0.039154356290800565
Afghanistan,AFG,570231,313TT,2900.0,4089098.0,0.0007092028608754302
Afghanistan,AFG,570232,313TT,13597.0,4089098.0,0.003325183206663181
Afghanistan,AFG,570241,313TT,22527.0,4089098.0,0.005509038912738213
Afghanistan,AFG,570242,313TT,1200.0,4089098.0,0.0002934632527760401
Afghanistan,AFG,570250,313TT,36006.0,4089098.0,0.008805364899545084
Afghanistan,AFG,570292,313TT,7140.0,4089098.0,0.0017461063540174385
Afghanistan,AFG,570310,313TT,34867.0,4089098.0,0.008526819362118491
Afghanistan,AFG,570339,313TT,2060.0,4089098.0,0.0005037785839322022
Afghanistan,AFG,570500,313TT,3858.0,4089098.0,0.0009434843576749689
Afghanistan,AFG,580230,313TT,16008.0,4089098.0,0.003914799792032375
Afghanistan,AFG,630221,313TT,592.0,4089098.0,0.00014477520470284645
Afghanistan,AFG,630231,313TT,15882.0,4089098.0,0.0038839861504908904
Afghanistan,AFG,630251,313TT,1372.0,4089098.0,0.00033552631900727253
Afghanistan,AFG,630499,313TT,1067.0,4089098.0,0.000260937742260029
Afghanistan,AFG,630710,313TT,4150.0,4089098.0,0.0010148937491838053
Afghanistan,AFG,940490,313TT,545.0,4089098.0,0.00013328122730245153
Afghanistan,AFG,401590,315AL,454.0,102387.0,0.004434156680047272
Afghanistan,AFG,420221,315AL,2039.0,102387.0,0.019914637600476622
Afghanistan,AFG,430310,315AL,26888.0,102387.0,0.26261146434605953
Afghanistan,AFG,610310,315AL,825.0,102387.0,0.008057663570570483
Afghanistan,AFG,610332,315AL,829.0,102387.0,0.008096731030306581
Afghanistan,AFG,610441,315AL,1296.0,102387.0,0.012657856954496177
Afghanistan,AFG,610442,315AL,2197.0,102387.0,0.021457802260052547
Afghanistan,AFG,610449,315AL,5389.0,102387.0,0.052633635129459795
Afghanistan,AFG,610510,315AL,843.0,102387.0,0.00823346713938293
Afghanistan,AFG,610610,315AL,793.0,102387.0,0.007745123892681688
Afghanistan,AFG,610690,315AL,364.0,102387.0,0.003555138835985037
Afghanistan,AFG,611019,315AL,2956.0,102387.0,0.02887085274497739
Afghanistan,AFG,611020,315AL,500.0,102387.0,0.004883432467012414
Afghanistan,AFG,611120,315AL,339.0,102387.0,0.0033109672126344163
Afghanistan,AFG,611596,315AL,1000.0,102387.0,0.009766864934024828
Afghanistan,AFG,620230,315AL,656.0,102387.0,0.006407063396720287
Afghanistan,AFG,620240,315AL,496.0,102387.0,0.004844365007276315
Afghanistan,AFG,620322,315AL,1244.0,102387.0,0.012149979977926885
Afghanistan,AFG,620331,315AL,652.0,102387.0,0.006367995936984188
Afghanistan,AFG,620343,315AL,1060.0,102387.0,0.010352876830066316
Afghanistan,AFG,620432,315AL,1880.0,102387.0,0.018361706075966676
Afghanistan,AFG,620441,315AL,324.0,102387.0,0.003164464238624044
Afghanistan,AFG,620442,315AL,2487.0,102387.0,0.024290193090919746
Afghanistan,AFG,620443,315AL,4352.0,102387.0,0.04250539619287605
Afghanistan,AFG,620462,315AL,1700.0,102387.0,0.016603670387842207
Afghanistan,AFG,620520,315AL,5998.0,102387.0,0.058581655874280915
Afghanistan,AFG,620630,315AL,477.0,102387.0,0.0046587945735298425
Afghanistan,AFG,620690,315AL,2504.0,102387.0,0.024456229794798168
Afghanistan,AFG,620799,315AL,710.0,102387.0,0.006934474103157628
Afghanistan,AFG,620920,315AL,1172.0,102387.0,0.011446765702677098
Afghanistan,AFG,621132,315AL,3922.0,102387.0,0.03830564427124537
Afghanistan,AFG,621139,315AL,621.0,102387.0,0.006065223124029418
Afghanistan,AFG,621143,315AL,1772.0,102387.0,0.017306884663091993
Afghanistan,AFG,621430,315AL,3441.0,102387.0,0.03360778223797943
