country_name,country_iso,total_vs_impval_correlation,total_vs_impval_p_value,direct_vs_impval_correlation,direct_vs_impval_p_value,indirect_vs_impval_correlation,indirect_vs_impval_p_value
Thailand,THA,0.5816049443749051,8.28638554474926e-05,0.7000942053359606,4.955215933410286e-07,0.16095731476568698,0.32110393684896227
Tajikistan,TJK,0.4769230769230769,0.0846484341946868,0.4153846153846154,0.1396659475175257,0.3098901098901099,0.2809332808692584
Tokelau,TKL,,,,,,
Turkmenistan,TKM,0.35664335664335667,0.25513775175895725,0.5244755244755246,0.08001937592027475,0.02097902097902098,0.9484022252365223
Timor-Leste,TLS,0.7999999999999999,0.0003422698330356917,0.7428571428571428,0.00150948887823503,0.47142857142857136,0.07607042915033121
Tonga,TON,0.5744360902255639,0.008072760656054091,0.7744360902255639,6.119579516446196e-05,0.09022556390977443,0.7052130308607131
Trinidad and Tobago,TTO,0.32782032373693987,0.050959440758123586,0.6672248646607035,8.815194596805052e-06,0.23746701896138755,0.1631487664449775
Tunisia,TUN,0.5164227199442044,0.0014936997036813918,0.7142258235839866,1.4482009653362142e-06,0.2502976405045547,0.14700203497949774
Türkiye,TUR,0.46962967421169416,0.0019495793000443463,0.5468179933468444,0.00021629272558792469,0.29777780604590076,0.05863913799709863
Tuvalu,TUV,0.6904761904761906,0.057990318164572716,0.7380952380952381,0.03655276105286081,0.5952380952380953,0.11952980613879259
Taiwan,TWN,0.5874238093985042,6.749965269213829e-05,0.7111740224268461,2.7029445719456023e-07,0.25180669126317096,0.11701148513613997
Tanzania,TZA,0.7087179487179487,5.0739550190151186e-05,0.7994529096154882,9.633845392604117e-07,0.524102564102564,0.005991185761768399
Uganda,UGA,0.4231583075006973,0.035061789662847474,0.6466514618195549,0.0004778463427179969,0.22004231990036258,0.2905535748352637
Ukraine,UKR,0.6300870750732757,1.720539970111597e-05,0.7896709872996043,2.295649147431519e-09,0.3666734231869223,0.02167636760909598
Uruguay,URY,0.6467597670899579,2.0262968062147937e-05,0.7285255856756612,4.7242508820125474e-07,0.44777656312556485,0.006172185291234262
Uzbekistan,UZB,0.5551724137931033,0.0017717461899003691,0.6370242689038629,0.0002024737051979164,0.2891625615763546,0.1281581621790135
Vatican,VAT,0.9999999999999999,,0.9999999999999999,,0.9999999999999999,
St. Vincent and the Grenadines,VCT,0.5594405594405596,0.05858947538856762,0.5944055944055945,0.04152149441031855,0.034965034965034975,0.9140933424107598
Venezuela,VEN,0.47776455050981315,0.003701491782150425,0.6643317716642582,1.350308645114254e-05,0.3886826818131725,0.021025096966597424
British Virgin Islands,VGB,0.3178571428571428,0.24829056581701822,0.4035714285714285,0.13576799650365623,-0.0857142857142857,0.7613341261907667
Vietnam,VNM,0.7237917268064011,1.3088793574218636e-07,0.8212210192956425,8.52185800585755e-11,0.2796809317794444,0.08049238023104947
Vanuatu,VUT,0.7333333333333334,0.02455415007146968,0.7666666666666667,0.01594401657897401,0.25,0.5164895523012263
Samoa,WSM,0.8964285714285712,6.066143021729969e-06,0.8928571428571428,7.4947360645682566e-06,0.7428571428571428,0.00150948887823503
Yemen,YEM,0.8688311688311688,3.2413520398464304e-07,0.8532467532467533,8.8366524232907e-07,0.7727272727272727,4.027735878701308e-05
South Africa,ZAF,0.43381267734752527,0.004602220137901482,0.4636864727841703,0.0022626652772866278,0.2522004596713014,0.1116623784932161
Zambia,ZMB,0.3142292490118577,0.14422478191856075,0.3612552618315979,0.09033188771116805,0.26778656126482214,0.2166982466448146
Zimbabwe,ZWE,0.36315789473684207,0.12645534372597733,0.5807017543859649,0.009132950070568505,0.19649122807017544,0.4201015343407333
