Country,impVal,hs_code,hs2_code,detail_code
Canada,230674555.0,1107100000,11,311210
Canada,6377975.0,1108110010,11,311221
Canada,201847.0,1108110090,11,311221
Canada,144765.0,1108120010,11,311221
Mexico,3904093.0,1108120010,11,311221
Canada,11272728.0,1108120090,11,311221
Mexico,603965.0,1108120090,11,311221
Canada,7858229.0,1108130010,11,311221
Canada,7504121.0,1108130090,11,311221
Mexico,14644.0,1108140000,11,311221
Canada,13899361.0,1108190090,11,311221
Mexico,20023491.0,1108200000,11,311221
Canada,27949420.0,1109009020,11,311210
Canada,10199701.0,1201100000,12,1111A0
Mexico,14885.0,1201100000,12,1111A0
Canada,56624308.0,1201900005,12,1111A0
Canada,29032876.0,1201900010,12,1111A0
Mexico,7402426.0,1201900010,12,1111A0
Canada,57371361.0,1201900090,12,1111A0
Mexico,10345.0,1201900090,12,1111A0
Canada,2053.0,1202418040,12,111900
Canada,6741.0,1202429040,12,111900
Mexico,1667234.0,1202429040,12,111900
Canada,87170.0,1204000010,12,1111A0
Canada,1311360.0,1204000025,12,1111A0
Canada,16217080.0,1204000035,12,1111A0
Mexico,94396.0,1204000035,12,1111A0
Canada,5531987.0,1204000055,12,1111A0
Canada,59628023.0,1204000075,12,1111A0
Mexico,2683.0,1204000075,12,1111A0
Canada,22036589.0,1205100010,12,1111A0
Canada,97802145.0,1205100020,12,1111A0
Canada,40668536.0,1205100090,12,1111A0
Canada,797615.0,1205900090,12,1111A0
Canada,1371835.0,1206000020,12,1111A0
Canada,408186.0,1206000031,12,1111A0
Canada,6650863.0,1206000070,12,1111A0
Canada,4800.0,1206000075,12,1111A0
Canada,82515.0,1206000080,12,1111A0
Mexico,7828.0,1206000080,12,1111A0
Canada,16138898.0,1206000090,12,1111A0
Mexico,5358.0,1206000090,12,1111A0
Canada,22529.0,1207400010,12,1111A0
Mexico,976785.0,1207400010,12,1111A0
Canada,45550.0,1207400090,12,1111A0
Mexico,2586821.0,1207400090,12,1111A0
Canada,80293483.0,1207500000,12,1111A0
Mexico,4460.0,1207500000,12,1111A0
Canada,671747.0,1207600000,12,1111A0
Mexico,51906.0,1207700020,12,111200
Mexico,421222.0,1207700040,12,111200
Mexico,195719.0,1207700075,12,111200
Canada,23787.0,1207990310,12,1111A0
Canada,165634.0,1207990340,12,1111A0
Canada,47546248.0,1207990360,12,1111A0
Canada,1678600.0,1207990391,12,1111A0
Mexico,10613907.0,1207990391,12,1111A0
Canada,22723.0,1208100010,12,311224
Canada,1381836.0,1208100090,12,311224
Mexico,447899.0,1208100090,12,311224
Canada,4733813.0,1208900000,12,311224
Mexico,596636.0,1208900000,12,311224
Canada,14382.0,1209100000,12,111900
Canada,10458771.0,1209210020,12,111900
Canada,17102163.0,1209210040,12,111900
Canada,371672.0,1209222000,12,111900
Canada,787963.0,1209224020,12,111900
Canada,332964.0,1209224041,12,111900
Canada,1553852.0,1209224049,12,111900
Canada,651627.0,1209224060,12,111900
Canada,125890.0,1209224095,12,111900
Canada,5351052.0,1209230020,12,111900
Canada,244606.0,1209230031,12,111900
Canada,14439990.0,1209230039,12,111900
Canada,295978.0,1209230060,12,111900
Canada,972657.0,1209230090,12,111900
Canada,1337915.0,1209240000,12,111900
Canada,534714.0,1209250020,12,111900
Canada,12202541.0,1209250040,12,111900
Canada,214160.0,1209291000,12,111200
Canada,20090.0,1209299120,12,111900
Mexico,392180.0,1209299126,12,111900
Canada,1206430.0,1209299130,12,111900
Canada,1739995.0,1209299136,12,111900
Canada,1029171.0,1209299137,12,111900
Canada,6711.0,1209299138,12,111900
Canada,130753.0,1209299140,12,111900
Canada,21372.0,1209299160,12,111900
Mexico,8900.0,1209299160,12,111900
Canada,1127716.0,1209299171,12,111900
Canada,2163968.0,1209299174,12,111900
Canada,69722.0,1209299176,12,111900
Canada,7068850.0,1209299179,12,111900
Canada,2617537.0,1209299196,12,111900
Mexico,494080.0,1209299196,12,111900
Canada,65959.0,1209300090,12,111400
Mexico,1645207.0,1209300090,12,111400
Mexico,236509.0,1209911000,12,111200
Mexico,99674.0,1209912000,12,111200
Canada,4365.0,1209914000,12,111200
Mexico,62500.0,1209914000,12,111200
Mexico,5221923.0,1209916010,12,111200
Mexico,7385762.0,1209916090,12,111200
Mexico,2512670.0,1209918005,12,111200
Canada,11949.0,1209918020,12,111200
Mexico,27000.0,1209918020,12,111200
Canada,66698.0,1209918040,12,111200
Mexico,1126116.0,1209918040,12,111200
Mexico,4270.0,1209918045,12,111200
Canada,2640.0,1209918050,12,111200
Mexico,126595.0,1209918050,12,111200
Mexico,202717.0,1209918055,12,111200
Mexico,343331.0,1209918060,12,111200
Canada,107116.0,1209918070,12,111200
Mexico,41266.0,1209918070,12,111200
Canada,905196.0,1209918090,12,111200
Mexico,705874.0,1209918090,12,111200
Canada,87001.0,1209992000,12,111400
Mexico,34116.0,1209992000,12,111400
Canada,267669.0,1209994190,12,111400
Mexico,197467.0,1209994190,12,111400
Canada,143021.0,1210200020,12,111900
Canada,11000173.0,1211201020,12,111200
Canada,14450.0,1211201090,12,113000
Mexico,2019382.0,1211500000,12,111900
Canada,1142235.0,1211902000,12,111900
Mexico,3095816.0,1211902000,12,111900
Canada,553410.0,1211904020,12,311920
Mexico,5230823.0,1211904020,12,311920
Mexico,48931.0,1211904040,12,111900
Canada,112084.0,1211908931,12,325411
Mexico,328015.0,1211908931,12,325411
Canada,266767.0,1211908940,12,111900
Mexico,15116437.0,1211908940,12,111900
Mexico,1585572.0,1211908950,12,111900
Canada,686984.0,1211908980,12,311920
Mexico,12247006.0,1211908980,12,311920
Canada,886035.0,1211908990,12,111300
Mexico,17330476.0,1211908990,12,111300
Canada,59200.0,1211909300,12,311420
Mexico,473687.0,1211909300,12,311420
Canada,6471814.0,1212210000,12,114000
Mexico,62190.0,1212210000,12,114000
Canada,8025814.0,1212290000,12,114000
Mexico,364189.0,1212290000,12,114000
Canada,14390268.0,1212910000,12,111900
Canada,47522.0,1212920000,12,111900
Mexico,923048.0,1212930000,12,111900
Mexico,36552.0,1212993000,12,111300
Canada,344349.0,1212999200,12,111900
Mexico,1426106.0,1212999200,12,111900
Canada,8856047.0,1213000000,12,111900
Mexico,554888.0,1213000000,12,111900
Canada,29848.0,1214100010,12,311119
Canada,11866406.0,1214100015,12,311119
Mexico,4035537.0,1214100015,12,311119
Canada,11676463.0,1214100030,12,311119
Canada,2549617.0,1214100050,12,311119
Canada,847202.0,1214100060,12,311119
Mexico,286183.0,1214100060,12,311119
Canada,7376101.0,1214900010,12,111900
Mexico,6822489.0,1214900010,12,111900
Canada,53510715.0,1214900018,12,111900
Canada,26511347.0,1214900025,12,111900
Mexico,625977.0,1214900025,12,111900
Canada,7251224.0,1214900090,12,111900
Mexico,3908.0,1214900090,12,111900
Canada,83001.0,1301200000,13,113000
Mexico,44720.0,1301200000,13,113000
Canada,2520.0,1301904000,13,113000
Canada,114282.0,1301909105,13,113000
Canada,607542.0,1301909110,13,113000
Canada,1755890.0,1301909190,13,113000
Canada,2398.0,1302130000,13,311940
Mexico,9360.0,1302130000,13,311940
Canada,129811.0,1302194120,13,325411
Canada,332413.0,1302194140,13,113000
Mexico,14292987.0,1302194140,13,113000
Canada,6879182.0,1302199140,13,113000
Mexico,23865622.0,1302199140,13,113000
Canada,105073.0,1302200000,13,311990
Mexico,20577679.0,1302200000,13,311990
Canada,365684.0,1302310000,13,325411
Mexico,1283839.0,1302310000,13,325411
Canada,335818.0,1302320020,13,311990
Mexico,2760787.0,1302320020,13,311990
Canada,21840.0,1302320040,13,311990
Canada,2670417.0,1302390010,13,311990
Canada,2527116.0,1302390090,13,311990
Mexico,161316.0,1302390090,13,311990
Mexico,11375.0,1401100000,14,113000
Canada,13137.0,1401904000,14,113000
Mexico,36642.0,1401904000,14,113000
Mexico,141021.0,1404901000,14,113000
Mexico,549260.0,1404902000,14,1111B0
Mexico,1872252.0,1404903000,14,113000
Mexico,562353.0,1404904000,14,113000
Canada,104609.0,1404909040,14,111900
Mexico,20428099.0,1404909040,14,111900
Canada,2597590.0,1404909090,14,111900
Mexico,79643394.0,1404909090,14,111900
Canada,9397647.0,1501100000,15,31161A
Mexico,3319495.0,1501100000,15,31161A
Canada,32376996.0,1501200040,15,31161A
Canada,599914.0,1501200080,15,31161A
Mexico,490811.0,1501200080,15,31161A
Canada,1257991.0,1501900000,15,31161A
Canada,18711075.0,1502100020,15,31161A
Canada,195274075.0,1502100040,15,31161A
Mexico,14807569.0,1502100040,15,31161A
Canada,63750.0,1504102000,15,114000
Canada,670519.0,1504204000,15,114000
Mexico,937040.0,1504204000,15,114000
Canada,478425.0,1504206020,15,114000
Canada,16585059.0,1504206040,15,114000
Mexico,3628168.0,1504206040,15,114000
Canada,3394.0,1505009000,15,325190
Mexico,364846.0,1505009000,15,325190
Canada,40851.0,1506000000,15,31161A
Canada,19243418.0,1507100000,15,311224
Mexico,41632789.0,1507100000,15,311224
Canada,15960.0,1507904020,15,311224
Canada,106850082.0,1507904040,15,311225
Mexico,10056186.0,1507904040,15,311225
Mexico,109285.0,1508100000,15,311224
Canada,55391.0,1508900000,15,311224
Mexico,412435.0,1508900000,15,311224
Mexico,847513.0,1509202030,15,311224
Canada,27344.0,1509202090,15,311224
Mexico,1996275.0,1509202090,15,311224
Canada,55910.0,1509209030,15,311224
Mexico,3505344.0,1509902000,15,311224
Canada,5023.0,1509904000,15,311224
Canada,64470.0,1510902000,15,311224
Canada,130359.0,1511900000,15,311224
Mexico,17227038.0,1511900000,15,311224
Canada,2962.0,1512110025,15,311224
Mexico,529971.0,1512110025,15,311224
Canada,86684.0,1512110040,15,311224
Mexico,19739502.0,1512110040,15,311224
Canada,6908.0,1512190025,15,311224
Mexico,3526286.0,1512190025,15,311224
Canada,104807.0,1512190035,15,311224
Mexico,1232738.0,1512190035,15,311224
Canada,1826177.0,1512190040,15,311224
Mexico,10863548.0,1512190040,15,311224
Canada,2160.0,1512290040,15,311225
Mexico,60727.0,1513110000,15,311224
Canada,2057499.0,1513190000,15,311224
Mexico,146078.0,1513190000,15,311224
Mexico,384057.0,1513290000,15,311224
Canada,1527010107.0,1514110000,15,311224
Canada,2601795074.0,1514190000,15,311224
Mexico,6834830.0,1514190000,15,311224
Canada,37899418.0,1514919010,15,311224
Canada,27842414.0,1514919020,15,311224
Canada,203152.0,1514991000,15,311224
Canada,1384586.0,1514999010,15,311224
Canada,5346.0,1514999020,15,311224
Canada,994292.0,1515110000,15,311224
Canada,4285407.0,1515190000,15,311224
Canada,21065652.0,1515210000,15,311221
Mexico,30089.0,1515290020,15,311221
Canada,26983974.0,1515290040,15,311221
Mexico,3381948.0,1515290040,15,311221
Canada,2432415.0,1515300000,15,311224
Mexico,39921450.0,1515500000,15,311224
Canada,2511024.0,1515600500,15,311224
Mexico,21364.0,1515600500,15,311224
Canada,110308.0,1515902100,15,311224
Mexico,102636.0,1515902100,15,311224
Canada,9511.0,1515906000,15,311224
Canada,3333104.0,1515908110,15,311224
Canada,9093614.0,1515908190,15,311224
Mexico,363239970.0,1515908190,15,311224
Canada,708419.0,1516100000,15,311225
Canada,3647637.0,1516201000,15,311225
Mexico,5387.0,1516201000,15,311225
Canada,438208.0,1516209100,15,311225
Mexico,4897319.0,1516209100,15,311225
Canada,94050.0,1516300000,15,311225
Canada,9044719.0,1517100000,15,311225
Mexico,5599962.0,1517100000,15,311225
Canada,5491872.0,1517901020,15,311225
Mexico,271543.0,1517901020,15,311225
Canada,21642593.0,1517901040,15,311225
Mexico,1579457.0,1517901040,15,311225
Canada,36064445.0,1517901060,15,311225
Canada,32971933.0,1517901080,15,311225
Mexico,115057.0,1517901080,15,311225
Canada,799352.0,1517902020,15,311225
Mexico,60853254.0,1517902020,15,311225
Canada,9801277.0,1517902040,15,311225
Mexico,263586.0,1517902040,15,311225
Canada,2737947.0,1517902060,15,311225
Mexico,880534.0,1517902060,15,311225
Canada,3196922.0,1517902080,15,311225
Mexico,162735.0,1517902080,15,311225
Canada,93208.0,1517909025,15,311225
Mexico,10170.0,1517909085,15,311225
Canada,1090405.0,1517909090,15,311225
Mexico,2028616.0,1517909090,15,311225
Canada,153874.0,1518002000,15,311224
Canada,253359659.0,1518004000,15,31161A
Mexico,15285551.0,1518004000,15,31161A
Canada,18641952.0,1520000000,15,325610
Mexico,68414.0,1520000000,15,325610
Mexico,4217918.0,1521100020,15,3259A0
Canada,2436.0,1521100060,15,3259A0
Canada,520087.0,1521902000,15,325610
Canada,2272572.0,1521904000,15,325610
Mexico,8221.0,1521904000,15,325610
Canada,1696118.0,1522000000,15,325610
Mexico,225773.0,1522000000,15,325610
Canada,4757.0,1601002010,16,31161A
Canada,31140776.0,1601002090,16,31161A
Mexico,1125255.0,1601002090,16,31161A
Canada,2763926.0,1601004090,16,31161A
Canada,7967138.0,1601006020,16,31161A
Mexico,51000.0,1601006020,16,31161A
Canada,19913550.0,1601006080,16,31161A
Mexico,3467577.0,1601006080,16,31161A
Canada,2157922.0,1602204000,16,31161A
Canada,933891.0,1602310020,16,311615
Mexico,123284.0,1602310020,16,311615
Canada,18222593.0,1602310040,16,311615
Mexico,3265356.0,1602310040,16,311615
Canada,7099418.0,1602320010,16,311615
Mexico,5204021.0,1602320010,16,311615
Canada,110869064.0,1602320030,16,311615
Mexico,21969011.0,1602320030,16,311615
Canada,361985808.0,1602320040,16,311615
Mexico,510666.0,1602320040,16,311615
Canada,423633.0,1602390015,16,311615
Canada,337658.0,1602390035,16,311615
Canada,577841.0,1602390045,16,311615
Canada,43287.0,1602411000,16,31161A
Canada,9826198.0,1602412020,16,31161A
Canada,42871593.0,1602412040,16,31161A
Canada,45456038.0,1602419000,16,31161A
Mexico,2473818.0,1602419000,16,31161A
Canada,64020.0,1602422020,16,31161A
Canada,23479.0,1602422040,16,31161A
Canada,4057081.0,1602424000,16,31161A
Mexico,515699.0,1602424000,16,31161A
Canada,2392437.0,1602491000,16,31161A
Mexico,2647072.0,1602491000,16,31161A
Canada,8316475.0,1602492000,16,31161A
Mexico,17036049.0,1602492000,16,31161A
Canada,3884916.0,1602494000,16,31161A
Mexico,8611211.0,1602494000,16,31161A
Canada,5018085.0,1602496000,16,31161A
Mexico,270616.0,1602496000,16,31161A
Canada,10496708.0,1602499000,16,31161A
Mexico,7134644.0,1602499000,16,31161A
Canada,19086.0,1602500500,16,31161A
Canada,4866513.0,1602500800,16,31161A
Canada,95692.0,1602502120,16,31161A
Mexico,4130530.0,1602502120,16,31161A
Canada,37604.0,1602502140,16,31161A
Mexico,333154.0,1602502140,16,31161A
Canada,97828.0,1602506000,16,31161A
Mexico,2223140.0,1602506000,16,31161A
Canada,15787145.0,1602509020,16,31161A
Mexico,1392511.0,1602509020,16,31161A
Canada,43441267.0,1602509040,16,31161A
Mexico,1619122.0,1602509040,16,31161A
Mexico,2581.0,1602909160,16,31161A
Canada,379471.0,1602909180,16,31161A
Mexico,6530.0,1602909180,16,31161A
Mexico,53348.0,1603009010,16,31161A
Canada,132788.0,1603009090,16,311700
Canada,21960.0,1604112090,16,311700
Mexico,10028.0,1604112090,16,311700
Canada,39634.0,1604114020,16,311700
Canada,101659.0,1604114030,16,311700
Canada,33326.0,1604114040,16,311700
Canada,15493891.0,1604114050,16,311700
Canada,5041480.0,1604126010,16,311700
Canada,3709328.0,1604126030,16,311700
Canada,7245491.0,1604126050,16,311700
Canada,5001049.0,1604126090,16,311700
Canada,34914.0,1604131000,16,311700
Mexico,1046375.0,1604131000,16,311700
Canada,6228153.0,1604132000,16,311700
Canada,8430337.0,1604134000,16,311700
Canada,60019.0,1604139000,16,311700
Mexico,307005.0,1604139000,16,311700
Mexico,1029840.0,1604141010,16,311700
Mexico,270588.0,1604141091,16,311700
Mexico,29621496.0,1604141099,16,311700
Mexico,512448.0,1604143051,16,311700
Canada,213846.0,1604143059,16,311700
Mexico,6442678.0,1604143059,16,311700
Mexico,150741.0,1604143091,16,311700
Mexico,36760292.0,1604143099,16,311700
Canada,12096.0,1604150000,16,311700
Canada,593516.0,1604192200,16,311700
Canada,77324.0,1604193200,16,311700
Canada,51375185.0,1604194100,16,114000
Canada,23006.0,1604195100,16,114000
Greenland,11446.0,1604198200,16,311700
Canada,25325.0,1604200510,16,311700
Mexico,726124.0,1604200510,16,311700
Mexico,272153.0,1604200590,16,311700
Canada,12855.0,1604201000,16,311700
Canada,28360.0,1604202000,16,311700
Canada,2965.0,1604202500,16,311700
Canada,231414.0,1604206010,16,311700
Canada,1114521.0,1604206090,16,311700
Canada,95242.0,1604310000,16,311700
Canada,2377812.0,1604324000,16,311700
Canada,2160.0,1605100510,16,311700
Mexico,1873810.0,1605100510,16,311700
Canada,159900.0,1605100590,16,311700
Canada,11330.0,1605102010,16,311700
Mexico,309229.0,1605102010,16,311700
Canada,1530667.0,1605102022,16,311700
Mexico,1241831.0,1605102022,16,311700
Canada,368805.0,1605102025,16,311700
Mexico,2230457.0,1605102051,16,311700
Canada,298393.0,1605102059,16,311700
Mexico,6454011.0,1605102059,16,311700
Canada,144481.0,1605102090,16,311700
Mexico,4820530.0,1605102090,16,311700
Canada,2604387.0,1605104005,16,114000
Canada,369063.0,1605104010,16,114000
Canada,71625.0,1605104015,16,114000
Mexico,19726.0,1605104025,16,114000
Canada,1895978.0,1605104030,16,114000
Mexico,5606748.0,1605104030,16,114000
Canada,7346495.0,1605104035,16,114000
Mexico,668671.0,1605104035,16,114000
Canada,898683.0,1605104040,16,114000
Mexico,3788659.0,1605104040,16,114000
Canada,59700.0,1605106090,16,114000
Mexico,677936.0,1605106090,16,114000
Mexico,3324.0,1605210500,16,114000
Mexico,551702.0,1605211020,16,114000
Canada,7352779.0,1605211030,16,114000
Greenland,563820.0,1605211030,16,114000
Mexico,592247.0,1605211030,16,114000
Mexico,276532.0,1605211050,16,311700
Canada,1387250.0,1605291010,16,114000
Greenland,296052.0,1605291010,16,114000
Mexico,325524.0,1605291010,16,114000
Mexico,5564.0,1605291040,16,311700
Canada,47010.0,1605300510,16,311700
Canada,2750227.0,1605300590,16,311700
Canada,343545165.0,1605301010,16,114000
Canada,15837145.0,1605301030,16,114000
Canada,15329736.0,1605301050,16,311700
Canada,6529266.0,1605301090,16,114000
Canada,3456439.0,1605400500,16,311700
Canada,154560.0,1605401090,16,311700
Canada,10486.0,1605514000,16,311700
Canada,198196.0,1605526000,16,311700
Mexico,10461.0,1605526000,16,311700
Canada,189320.0,1605530500,16,311700
Canada,3368395.0,1605536000,16,311700
Canada,1488912.0,1605546020,16,311700
Mexico,63036.0,1605546030,16,311700
Mexico,282311.0,1605556000,16,311700
Canada,100097.0,1605560500,16,311700
Canada,57143.0,1605563000,16,311700
Mexico,2373803.0,1605576000,16,311700
Canada,497955.0,1605596000,16,311700
Mexico,111384.0,1605596000,16,311700
Canada,7500.0,1605610000,16,311700
Mexico,526343.0,1605610000,16,311700
Mexico,388506.0,1605690000,16,311700
Canada,2447.0,1701135000,17,311300
Mexico,355715.0,1701135000,17,311300
Mexico,12113879.0,1701142000,17,311300
Mexico,262709826.0,1701145000,17,311300
Canada,58096.0,1701913000,17,311300
Canada,5950.0,1701914800,17,311300
Mexico,10988175.0,1701915800,17,311300
Canada,13216438.0,1701991025,17,311300
Canada,300901.0,1701991050,17,311300
Canada,7182.0,1701995017,17,311300
Mexico,3406900.0,1701995017,17,311300
Canada,8446056.0,1701995025,17,311300
Mexico,40068717.0,1701995025,17,311300
Canada,104531.0,1701995050,17,311300
Mexico,88758912.0,1701995050,17,311300
Canada,3159.0,1702110000,17,311514
Canada,36669.0,1702190000,17,311514
Canada,38880.0,1702202290,17,111900
Canada,4447.0,1702202890,17,111900
Canada,6147714.0,1702204010,17,111900
Canada,6218301.0,1702204040,17,111900
Canada,166113453.0,1702204050,17,111900
Canada,41735170.0,1702204060,17,111900
Canada,114606225.0,1702204070,17,111900
Canada,58110.0,1702302800,17,311221
Canada,47664358.0,1702304065,17,311221
Mexico,9599591.0,1702304065,17,311221
Canada,126467.0,1702304075,17,311221
Canada,7650222.0,1702304085,17,311221
Mexico,725378.0,1702304085,17,311221
Canada,16585811.0,1702404000,17,311221
Mexico,117094.0,1702404000,17,311221
Canada,2980.0,1702500000,17,311221
Canada,231786.0,1702604030,17,311221
Mexico,85894142.0,1702604030,17,311221
Canada,20182879.0,1702604050,17,311221
Mexico,11354415.0,1702604050,17,311221
Mexico,2161748.0,1702604090,17,311221
Mexico,3880310.0,1702902000,17,311300
Canada,3050994.0,1702904000,17,311300
Canada,1749417.0,1702905800,17,311300
Mexico,93888.0,1702905800,17,311300
Canada,34004.0,1702906800,17,311300
Canada,4694943.0,1702909000,17,311300
Mexico,10825201.0,1702909000,17,311300
Canada,8278.0,1703103000,17,311300
Canada,2031240.0,1703105000,17,311300
Mexico,9990297.0,1703105000,17,311300
Canada,99694.0,1703905000,17,311300
Canada,65953665.0,1704100000,17,311300
Mexico,46757516.0,1704100000,17,311300
Canada,731414.0,1704901000,17,311300
Mexico,2554887.0,1704901000,17,311300
Canada,27343498.0,1704902500,17,311300
Mexico,317120.0,1704902500,17,311300
Canada,36494397.0,1704903520,17,311300
Mexico,33656435.0,1704903520,17,311300
Canada,438177143.0,1704903550,17,311300
Mexico,1073363952.0,1704903550,17,311300
Canada,40768865.0,1704903590,17,311300
Mexico,56780304.0,1704903590,17,311300
Mexico,584736.0,1704905400,17,311300
Canada,4290.0,1704905800,17,311300
Canada,22763.0,1704906800,17,311300
Mexico,14629.0,1704906800,17,311300
Canada,14291.0,1704907800,17,311300
Mexico,1911536.0,1704907800,17,311300
Canada,15355726.0,1704909000,17,311300
Mexico,26878158.0,1704909000,17,311300
Mexico,288574.0,1801000000,18,111300
Canada,67969724.0,1803100000,18,311300
Mexico,254450.0,1803100000,18,311300
Mexico,53145.0,1803200000,18,311300
Canada,44254134.0,1804000000,18,311300
Mexico,23183469.0,1804000000,18,311300
Canada,727483.0,1805000000,18,311300
Mexico,12469949.0,1805000000,18,311300
Mexico,43178.0,1806101000,18,311300
Mexico,23818.0,1806101500,18,311300
Canada,3410466.0,1806202010,18,311300
Mexico,1591712.0,1806202010,18,311300
Canada,75981203.0,1806202090,18,311300
Canada,24999271.0,1806202400,18,311300
Mexico,311387.0,1806202400,18,311300
Canada,2828104.0,1806203600,18,311300
Mexico,267755.0,1806203600,18,311300
Canada,205134.0,1806203800,18,311300
Canada,652015144.0,1806205000,18,311300
Mexico,4795891.0,1806205000,18,311300
Canada,167590536.0,1806206000,18,311300
Mexico,131398.0,1806206000,18,311300
Canada,33455.0,1806207300,18,311300
Mexico,152314.0,1806208200,18,311300
Mexico,78864895.0,1806208300,18,311300
Canada,540783.0,1806209500,18,311300
Mexico,4459.0,1806209500,18,311300
Canada,3865558.0,1806209800,18,311300
Canada,149042188.0,1806209900,18,311300
Mexico,317451.0,1806209900,18,311300
Canada,58595558.0,1806310041,18,311300
Mexico,12764617.0,1806310041,18,311300
Canada,135420616.0,1806310049,18,311300
Mexico,13364939.0,1806310049,18,311300
Canada,171293261.0,1806310080,18,311300
Mexico,470467.0,1806310080,18,311300
Canada,22400.0,1806320800,18,311300
Canada,160910.0,1806323000,18,311300
Mexico,76077343.0,1806323000,18,311300
Mexico,628268.0,1806327000,18,311300
Mexico,98496.0,1806328000,18,311300
Canada,433621875.0,1806329000,18,311300
Mexico,74431312.0,1806329000,18,311300
Mexico,46621.0,1806900500,18,311300
Mexico,121274.0,1806900800,18,311300
Canada,6520.0,1806901000,18,311300
Mexico,82399.0,1806901000,18,311300
Canada,59772.0,1806901500,18,311300
Mexico,306721.0,1806901800,18,311300
Canada,749881.0,1806902800,18,311300
Mexico,256620.0,1806902800,18,311300
Canada,2535.0,1806903900,18,311300
Canada,99982.0,1806904900,18,311300
Canada,9934667.0,1806905500,18,311300
Canada,8387880.0,1806905900,18,311300
Mexico,49846784.0,1806905900,18,311300
Canada,54380591.0,1806909011,18,311300
Mexico,130049059.0,1806909011,18,311300
Canada,237561529.0,1806909019,18,311300
Mexico,134957152.0,1806909019,18,311300
Canada,464907016.0,1806909090,18,311300
Mexico,96884760.0,1806909090,18,311300
Mexico,203540.0,1901102600,19,311514
Mexico,126098.0,1901104900,19,311514
Mexico,21520775.0,1901105400,19,311514
Mexico,59575686.0,1901105600,19,311514
Canada,2627.0,1901202500,19,3118A0
Canada,88142.0,1901205000,19,3118A0
Canada,114975.0,1901206000,19,3118A0
Canada,3678371.0,1901206500,19,3118A0
Mexico,240222.0,1901206500,19,3118A0
Canada,718130.0,1901207000,19,3118A0
Canada,343122525.0,1901208000,19,3118A0
Mexico,7223005.0,1901208000,19,3118A0
Canada,78317.0,1901901000,19,311940
Canada,209527.0,1901902000,19,311940
Mexico,5936.0,1901902000,19,311940
Mexico,22886.0,1901902500,19,311990
Canada,345439.0,1901902800,19,311514
Mexico,2230373.0,1901903200,19,311514
Canada,3865.0,1901903400,19,311513
Mexico,118554.0,1901906100,19,311514
Canada,43920.0,1901906200,19,311514
Mexico,1481685.0,1901906200,19,311514
Mexico,1577726.0,1901906500,19,311514
Mexico,18421.0,1901906700,19,311514
Canada,5867525.0,1901906900,19,311514
Canada,16029753.0,1901907100,19,311514
Canada,14626842.0,1901909185,19,311514
Mexico,30713.0,1901909185,19,311514
Canada,406511921.0,1901909195,19,311514
Mexico,13047625.0,1901909195,19,311514
Canada,8052090.0,1902112090,19,3118A0
Mexico,1102080.0,1902112090,19,3118A0
Canada,1655618.0,1902114000,19,311990
Canada,75264593.0,1902192090,19,3118A0
Mexico,45710230.0,1902192090,19,3118A0
Canada,7073653.0,1902194000,19,311990
Mexico,7791247.0,1902194000,19,311990
Canada,15559.0,1902200020,19,311420
Canada,27755494.0,1902200040,19,311410
Canada,9029916.0,1902200060,19,311990
Canada,29341708.0,1902300040,19,311410
Mexico,261217.0,1902300040,19,311410
Canada,5937267.0,1902300060,19,311990
Mexico,14675052.0,1902300060,19,311990
Canada,8623234.0,1902400000,19,3118A0
Canada,41367.0,1903002000,19,311221
Canada,160376791.0,1904100040,19,311230
Mexico,127075179.0,1904100040,19,311230
Canada,101050432.0,1904100080,19,311230
Mexico,5869624.0,1904100080,19,311230
Canada,13779997.0,1904201000,19,311230
Mexico,1249473.0,1904201000,19,311230
Canada,45024855.0,1904209000,19,311230
Mexico,861341.0,1904209000,19,311230
Canada,6976.0,1904300000,19,311230
Mexico,4453.0,1904300000,19,311230
Canada,24570603.0,1904900120,19,311230
Mexico,4335801.0,1904900120,19,311230
Canada,91749376.0,1904900140,19,311230
Mexico,43462058.0,1904900140,19,311230
Canada,22305926.0,1905100000,19,311810
Canada,77657508.0,1905200000,19,311810
Mexico,24406.0,1905200000,19,311810
Canada,2937329.0,1905310021,19,311810
Canada,115282074.0,1905310029,19,311810
Mexico,229872.0,1905310029,19,311810
Canada,66933698.0,1905310041,19,311810
Mexico,26139307.0,1905310041,19,311810
Canada,353816959.0,1905310049,19,311810
Mexico,1159874064.0,1905310049,19,311810
Canada,1466521.0,1905320021,19,311810
Canada,87169797.0,1905320029,19,311810
Mexico,46327.0,1905320029,19,311810
Canada,22291560.0,1905320041,19,311810
Canada,341191829.0,1905320049,19,311810
Mexico,24375477.0,1905320049,19,311810
Canada,174321834.0,1905400000,19,311810
Mexico,7450569.0,1905400000,19,311810
Canada,1752996398.0,1905901041,19,311810
Mexico,5680802.0,1905901041,19,311810
Canada,1320250747.0,1905901049,19,311810
Mexico,27650300.0,1905901049,19,311810
Canada,192406604.0,1905901050,19,311810
Mexico,336284957.0,1905901050,19,311810
Canada,172325762.0,1905901070,19,311810
Mexico,36028995.0,1905901070,19,311810
Canada,333643614.0,1905901090,19,311810
Mexico,276816913.0,1905901090,19,311810
Canada,98891712.0,1905909030,19,311910
Mexico,486866725.0,1905909030,19,311910
