U.Summary Code,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,F010,F02E,F02N,F02R,F02S,F030,F040,F050,F06C,F06E,F06N,F06S,F07C,F07E,F07N,F07S,F10C,F10E,F10N,F10S
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4A0X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0,0,0,0,2,28,96,45,0,85,0,0,0,0,0,0,44,52,31,16,76,4,2,6,39,0,0,0,5,0,6,3,16,0,37,8,8,22,18,14,94,12,4,3,1,36,37,19,21,8,0,7,77,641,43,4,24,130,25,270,0,261,0,0,40,3,10,3,0,1,1,0,0,0,10,0,0,0,3,16,0,3,32,76,48,6,17,81,32,474,123,1892,720,0,7,33,98,0,2,3190,448,200,1201,181,311,211,134,112,137,89,461,165,397,107,194,716,43,30,44,76,56,67,193,29,48,44,792,13,30,122,0,0,967,23,234,197,346,19,47059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3,0,1,0,1,2,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,35,0,1,5,1,0,0,0,2,0,1,2,6,5,1,1,0,1,0,0,15,32,13,3,5,2,7,13,1,2,9,1,1,6,0,17,14,1,0,37,2,8,2,33,0,1,2,5,0,8,4,0,1,57,1,328,7,9,0,2742,0,0,0,0,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,3,1,0,2,0,0,7,11,5,14,5,27,12,5,12,6,2,0,1,1,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,17,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,0,1,11,36,65,43,58,5,11,4,19,1,0,43,3,18,7,5,4,3,29,7,1,4,0,1,3,0,1,0,8,10,9,3,3,8,20,10,127,88,34,72,26,4,22,5,0,0,56,9,62,75,9,25,25,43,13,31,19,54,34,80,3,43,19,2,1,4,3,144,8,28,4,7,8,11,6,9,15,0,0,53,0,129,102,167,30,-20,0,-38,0,0,0,0,0,0,0,-2,0,0,0,-2,0,0,0,-4,0
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,61,31,0,0,0,1,0,0,0,1,0,0,0,0,6,3,0,0,0,30,5003,2311,4295,4,0,3,0,8,6,0,0,0,0,0,0,18,37,1,11,1,1,5,2,185,67,38,0,6,9,0,143,8,1,1,1,1,4,215,333,43,13,160,534,0,16,25,0,3,66,0,25,10,43,0,1123,0,0,0,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4,4,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5174OT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0,0,0,0,0,0,14,1,0,4,1,3,1,1,2,1,2,3,1,1,4,0,0,0,3,0,0,0,0,0,1,0,0,0,1,5,1,1,1,1,4,0,0,0,0,2,1,0,0,0,0,0,1,0,2,3,3,3,1,2,1,3,0,0,24,5,3,5,4,7,3,25,5,2,0,0,1,2,0,3,3,1,2,9,0,1,3,9,1,15,11,74,23,1,1,8,10,0,0,5,3,13,25,3,5,9,16,5,4,4,25,12,46,6,4,3,0,0,1,0,10,1,3,4,5,4,56,3,5,14,0,0,22,0,10,39,68,6,18,0,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,11,1,2,4,1,6,2,0,0,0,0,0,0,1,0,0,2,3,1,0,1,6,1,8,110,0,0,4,14,0,12,0,0,2,24,17,13,9,8,42,8,12,66,11,13,12,117,5,115,15,1,0,0,2,23,3,9,6,6,6,69,1,74,4,0,0,0,0,13,4,10,20,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI,40,36,6,36,8,6,96,30,24,35,23,41,32,15,27,19,15,12,12,11,28,2,2,1,17,5,8,11,16,1,18,2,31,2,17,18,4,9,18,15,55,26,15,5,14,16,9,24,28,13,10,26,29,19,28,20,26,27,23,18,14,32,12,0,74,14,13,8,9,5,9,17,12,22,25,2,29,9,75,23,16,4,34,88,192,37,50,44,8,64,92,321,677,2,11,2,165,1237,79,1286,80,16,46,31,56,31,103,27,37,175,28,28,35,17,8,33,8,4,8,11,25,6,11,15,21,78,79,20,20,21,0,0,124,0,0,0,244,0,4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5241XX,13,6,11,128,7,39,8,6,0,6,0,0,0,0,0,0,1,9,1,4,7,0,1,0,7,0,0,1,1,1,7,1,26,1,8,4,23,2,2,2,24,10,6,1,1,2,1,2,4,1,4,9,5,68,103,137,109,116,131,81,91,93,38,0,84,24,29,17,11,28,6,50,16,27,0,23,626,79,9,35,11,50,4,5,17,0,3,1,16,11,14,1,197,7588,48154,9,5,0,1,1167,330,59,63,48,63,38,32,13,26,3,18,89,58,32,48,258,12,16,38,57,522,120,339,57,57,32,272,9,22,45,0,0,49,2,52,63,10,68,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5411,2,1,1,15,5,2,60,16,3,22,10,30,24,4,15,12,7,7,7,3,25,1,1,0,12,0,1,1,2,0,2,0,15,0,4,5,2,4,8,8,17,2,1,2,1,11,5,6,5,2,1,4,16,11,35,61,33,38,26,21,10,40,4,0,12,10,10,6,10,6,4,50,7,4,5,3,5,6,1,7,2,3,7,44,12,9,10,17,5,33,61,85,224,38,109,48,37,34,0,186,23,35,55,15,22,26,413,7,24,147,39,36,41,8,9,30,6,8,7,24,311,21,19,40,51,10,56,21,26,58,0,0,3,1,62,64,167,16,1764,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,27,8,2,420,24,3,88,99,54,119,58,139,116,32,99,65,25,25,14,11,102,3,2,1,116,0,1,2,15,0,8,0,7,1,34,200,14,15,17,14,70,9,35,5,2,21,28,35,4,2,4,12,36,108,268,470,299,426,61,142,58,241,13,0,473,66,164,75,71,74,43,286,78,19,75,5,77,48,1,28,0,27,309,315,47,31,81,183,50,922,720,764,827,200,223,230,108,71,0,468,78,390,1127,85,135,265,405,142,144,166,362,244,899,54,325,274,26,18,61,49,595,104,217,57,141,96,581,83,116,163,0,468,1203,17,748,786,1484,410,0,6002,14144,0,0,0,0,0,0,62,632,0,0,0,1901,0,0,33,394,0
5412,18,17,2,23,9,1,43,62,6,38,19,42,38,6,27,21,22,23,14,10,45,2,1,1,22,0,1,1,3,0,15,0,7,0,16,17,3,17,12,13,45,22,0,7,2,27,10,17,9,4,1,11,37,25,70,151,128,137,36,71,22,114,13,0,140,67,32,28,33,37,20,75,42,4,14,6,64,17,1,22,2,15,20,46,26,29,30,85,13,30,87,153,342,80,213,163,74,13,0,222,90,74,115,149,69,106,89,21,105,231,304,128,235,31,30,103,21,21,22,40,435,88,98,88,99,25,219,90,127,103,0,0,0,14,118,180,199,104,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5413,0,0,5,139,42,22,22,64,74,330,213,421,189,147,359,157,29,11,35,5,12,4,2,1,6,0,0,0,2,0,7,0,17,1,17,5,10,1,2,2,57,6,3,3,2,31,8,3,25,6,0,4,13,0,7,13,65,18,331,14,0,34,0,0,7,1,4,2,3,1,3,4,3,5,38,0,16,1,3,6,0,3,1,7,8,1,48,407,19,25,4,6,91,0,3,24,59,71,0,1211,13,4,455,4,398,100,789,1,4,121,2,123,128,24,9,37,2,2,1,9,34,3,7,2,50,3,69,1,6,9,0,2977,278,34,141,122,768,624,0,2167,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5416,0,0,0,32,4,6,20,53,47,59,29,106,42,10,41,21,21,11,5,11,25,1,2,1,34,0,0,0,4,0,24,0,61,0,18,4,13,22,22,11,123,21,45,5,0,26,12,65,48,9,8,26,33,269,507,818,1014,726,341,204,41,757,6,0,337,173,69,63,154,73,100,1193,73,1,3,46,123,149,3,99,16,89,183,601,164,89,109,174,56,1172,1052,2973,4406,3,31,1236,82,0,0,314,382,216,932,142,1443,801,6146,103,443,1817,121,338,621,140,199,1053,41,74,208,271,2238,606,437,570,284,236,633,175,365,1510,0,4,1894,3,781,299,905,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30165,0,0,0,0,0,0,0,1914,0,0,0,1473,0,0,0,6,0
5418,0,0,0,3,0,2,14,4,18,37,11,25,10,4,21,10,11,15,9,14,42,2,2,2,25,1,3,1,6,1,17,0,14,1,14,11,3,18,18,23,102,34,4,8,3,19,10,6,7,3,12,11,30,188,104,199,67,214,222,58,25,222,30,0,499,118,57,73,60,22,92,830,157,11,1,28,21,11,0,7,2,16,31,257,28,110,64,136,23,180,655,346,104,54,126,77,2,0,1,300,248,114,212,17,26,112,310,61,82,344,101,136,404,16,145,38,16,14,16,16,67,21,31,69,112,87,426,34,195,78,0,7,108,5,76,340,123,41,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541X,0,0,0,0,0,0,19,24,20,12,5,104,11,6,78,6,2,1,1,0,3,0,0,0,1,0,0,0,1,0,2,0,0,0,3,2,3,7,2,2,10,0,0,0,0,2,3,2,1,0,0,1,4,43,16,33,42,90,2,104,0,141,0,0,17,28,9,78,68,84,4,214,12,0,6,0,0,0,0,1,0,15,60,12,16,11,9,37,17,0,18,23,17,0,1,0,1,0,0,135,28,23,56,96,33,108,257,576,48,456,12,23,98,8,15,59,3,1,20,8,580,29,17,47,15,0,1,0,19,101,0,0,0,23,88,29,199,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5613,0,0,0,0,0,3,32,11,1,5,1,17,6,3,6,2,1,3,6,6,24,0,1,1,3,0,1,1,0,0,1,0,0,0,6,13,8,0,2,2,6,0,1,0,1,2,9,3,2,0,0,2,3,10,18,30,20,42,9,15,1,27,2,0,25,4,2,7,9,4,4,44,10,3,0,3,50,51,7,21,11,29,7,108,7,10,168,51,5,49,156,93,100,6,2,39,0,0,0,87,47,21,207,14,67,65,101,18,45,64,294,71,118,23,29,69,1,4,28,29,310,64,21,11,13,9,58,49,34,16,0,20,0,0,17,7,49,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561X,0,0,0,0,0,0,3,1,0,2,1,2,1,0,2,0,1,2,4,4,15,0,0,1,2,0,1,1,0,0,1,0,0,0,3,9,5,0,2,2,3,0,0,0,1,1,5,2,1,0,0,1,2,1,12,17,14,17,13,16,26,23,2,0,6,5,9,4,2,5,1,14,1,8,0,0,2,1,0,7,0,1,1,1,1,0,0,1,0,3,1,1,0,0,26,0,0,2,0,45,50,1,7,3,2,3,3,1,1,0,6,2,4,2,2,21,1,0,1,1,17,1,2,0,1,2,12,0,0,1,0,0,0,1,3,6,28,7,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
