NIPA_Line,Description,Direct,Indirect,Total
162,Owner-occupied stationary homes,0.0,0.00508405270814928,0.00508405270814928
68,Corrective eyeglasses and contact lenses,0.004111674924607065,0.0009144947321949879,0.0050261696568020525
42,Other video equipment,0.004958002314887199,5.1467357045976024e-05,0.005009469671933175
102,Beer,0.00286391753600152,0.002117017330332675,0.004980934866334196
285,Cellular telephone services,0.0,0.004884791700414696,0.004884791700414696
87,Processed dairy products,0.0023958175881908465,0.0022258138086432514,0.004621631396834098
132,Household cleaning products,0.003434402032695483,0.0011687595193326863,0.004603161552028169
185,Proprietary hospitals,0.0,0.004522562716627268,0.004522562716627268
140,Electric appliances for personal care,0.0043249281505392525,0.0001964743352038839,0.0045214024857431374
94,Sugar and sweets,0.00231944789206299,0.002154863196609541,0.004474311088672531
17,Used light trucks,0.0,0.004351287841805869,0.004351287841805869
31,Small electric household appliances,0.004129219410481312,0.0001860398827633108,0.004315259293244623
77,Cereals,0.002249561084705941,0.001972376511534548,0.004221937596240489
80,Beef and veal,0.0021413814184870717,0.0019894320645837565,0.004130813483070829
54,Motorcycles,0.0033464990591385744,0.0006897465436867703,0.004036245602825344
144,Stationery and miscellaneous printed materials,0.0034636688660204308,0.0004564576790076081,0.003920126545028039
170,Electricity,0.0,0.003911849287502882,0.003911849287502882
101,Wine,0.0021428023183943518,0.001583966572533136,0.0037267688909274877
245,Alcohol in purchased meals,0.0,0.003643406743200534,0.003643406743200534
28,Window coverings,0.003103085121977081,0.00033717301452704484,0.003440258136504126
141,Tobacco,0.001380969069877283,0.0020464576261838134,0.0034274266960610963
136,Miscellaneous household products,0.0032907359333424323,0.00011619226440791452,0.003406928197750347
246,Food furnished to employees (including military),0.0017903835904030801,0.0014841626287641332,0.0032745462191672136
108,Children's and infants' clothing,0.002921478509051046,0.00031550082506514806,0.0032369793341161944
227,Casino gambling,0.0,0.0032311629363672785,0.0032311629363672785
207,Air transportation,0.0,0.0032114450917265004,0.0032114450917265004
82,Other meats,0.001752686940123433,0.0014483011648135716,0.003200988104937004
61,Musical instruments,0.0030622953018927934,7.358948749236073e-05,0.003135884789385154
81,Pork,0.0015916439110599144,0.0014787031421516971,0.003070347053211611
167,Water supply and sewage maintenance,0.0,0.0030690381476789976,0.0030690381476789976
177,Home health care,0.0,0.0030540627391744883,0.0030540627391744883
250,Hotels and motels,0.0,0.0028948427460237258,0.0028948427460237258
320,Individual and family services,0.0,0.002857992781587975,0.002857992781587975
65,Watches,0.00275541063222329,4.0773744691948614e-05,0.0027961843769152388
212,"Amusement parks, campgrounds, and related recreational services",0.0012111600993690917,0.0015677715309731382,0.00277893163034223
219,"Cable, satellite, and other live television services",0.0,0.0027693127216749693,0.0027693127216749693
189,Proprietary and government nursing homes,0.0,0.0027014089371133385,0.0027014089371133385
93,Processed fruits and vegetables,0.0014646898098498067,0.0012170453072793063,0.0026817351171291135
100,Spirits,0.001469073021409712,0.0011029487869075138,0.002572021808317226
289,Internet access,0.0,0.0022980645656286267,0.0022980645656286267
306,Funeral and burial services,0.0016371707634363333,0.0006268225026164753,0.002263993266052809
