country_name,country_iso,total_vs_impval_correlation,total_vs_impval_p_value,direct_vs_impval_correlation,direct_vs_impval_p_value,indirect_vs_impval_correlation,indirect_vs_impval_p_value
Ukraine,UKR,0.6125643136789257,4.3566239303747536e-05,0.7795775605386791,8.056025142510551e-09,0.33829485323951386,0.037762802437244496
Uruguay,URY,0.7004692222514147,2.802764597515155e-06,0.7943401824834128,1.2268440453163982e-08,0.4937320552761922,0.0025768694487605923
Uzbekistan,UZB,0.6694033935413245,9.801788665075169e-05,0.8111658456486042,1.6441082691206078e-07,0.33497536945812806,0.08142929857043196
Vatican,VAT,0.9999999999999999,,0.9999999999999999,,0.9999999999999999,
St. Vincent and the Grenadines,VCT,0.5594405594405596,0.05858947538856762,0.5944055944055945,0.04152149441031855,0.034965034965034975,0.9140933424107598
Venezuela,VEN,0.5186034089548979,0.0016768396847556127,0.7242722918226918,1.2838723164318035e-06,0.4253953713996569,0.01213798562141014
British Virgin Islands,VGB,0.3178571428571428,0.24829056581701822,0.4035714285714285,0.13576799650365623,-0.0857142857142857,0.7613341261907667
Vietnam,VNM,0.7245570549023684,1.8381366416877643e-07,0.8278482073832093,7.98421621766161e-11,0.2593418053955228,0.11086696322278235
Vanuatu,VUT,0.7333333333333334,0.02455415007146968,0.7666666666666667,0.01594401657897401,0.25,0.5164895523012263
Samoa,WSM,0.9208791208791209,2.981543161456545e-06,0.9208791208791209,2.981543161456545e-06,0.745054945054945,0.0022300373167420734
Yemen,YEM,0.8688311688311688,3.2413520398464304e-07,0.8532467532467533,8.8366524232907e-07,0.7727272727272727,4.027735878701308e-05
South Africa,ZAF,0.46513379124125054,0.0024933203424570474,0.5560565831544472,0.0001950375456324564,0.265978443175485,0.09713874305958188
Zambia,ZMB,0.32467532467532473,0.14041381301499198,0.5110107284020329,0.01507960401252194,0.27272727272727276,0.2194550778840766
Zimbabwe,ZWE,0.36315789473684207,0.12645534372597733,0.5807017543859649,0.009132950070568505,0.19649122807017544,0.4201015343407333
