U.Summary Code,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,Used,Other
23OC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23OT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23TH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,2,0,0,75,67,60,77,40,7,52,23,179,1,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,27,0,1,63,11,6,20,0,0,2,0,2,0,0,0,0,0,0,37,2,1,1,2,5,3,2,6,4,0,0,2,1,1,1,2,1,1,2,2,0,75,0,0,0,0,0,0,6,0,0,0,1,1,5,0,13,4,29,1,0,0,0,0,0,0,63,8,1,3,0,6,0,3,1,5,0,0,9,9,1,3,2,3,1,1,2,11,0,10,0,3,117,59,1,2,7,0,0,0,0,136,1,16,2,0,0
327,0,0,0,4,2,19,0,0,602,33,182,365,117,35,360,88,37,525,99,22,124,24,3,53,95,3,1,9,6,0,131,96,164,15,108,7,30,19,16,45,18,141,0,3,0,1,0,102,1,4,2,49,104,0,0,0,0,1,0,2,0,5,0,0,12,7,0,1,0,0,1,8,4,0,0,0,19,0,0,0,0,5,0,0,0,0,5,38,0,17,0,6,10,0,0,3,0,0,0,0,25,0,0,0,53,34,68,3,28,3,0,15,23,14,10,46,10,3,2,96,326,6,13,1,7,4,309,30,0,5,0,4,176,0,27,77,38,30,0,0
3311IS,6,5,0,97,4,1,0,0,183,30,52,21,18,4,15,5,2,72,273,4,554,19,36,21,119,0,1,4,1,0,58,0,34,1,91,10,13,12,3,18,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,54,4,0,0,0,8,0,1,0,0,0,0,7,4,4,5,0,0,0,5,1,2,0,6,1,6,1,1,3,2,2,0,0,0,0,0,0,0,3,0,0
3313NF,0,0,0,0,0,0,0,0,1,3,0,4,1,4,3,1,1,2,56,243,348,5,7,12,185,0,2,13,8,0,102,0,75,2,239,19,30,22,8,26,3,35,0,0,0,20,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,5,0,0,0,0,5,0,0
332,37,177,7,623,41,23,0,191,919,558,468,858,1627,382,630,344,199,69,64,85,1023,46,80,46,599,8,44,27,73,2,266,41,247,50,634,159,192,260,67,58,740,54,91,29,1,250,25,23,52,37,5,233,291,5,42,6,5,16,11,23,10,21,4,0,19,20,12,9,7,17,6,34,319,0,44,3,46,75,3,3,19,59,7,6,1,840,352,185,7,47,100,31,10,0,0,0,16,1,0,468,166,6,118,6,193,12,148,7,55,65,4,191,90,213,79,6,5,1,4,5,95,3,292,3,182,313,516,130,38,75,0,701,128,31,77,70,209,291,0,0
33311,356,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,52,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,143,0,76,269,0,0
33312,0,0,0,194,265,100,0,0,0,53,2,471,25,16,119,4,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,10,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
33313,0,0,0,138,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
3332OM,3,0,2,791,79,110,80,3,717,154,319,391,778,20,78,89,31,9,20,36,257,77,187,118,1778,0,1,6,24,0,218,53,718,264,1140,93,123,10,-19,50,335,188,8,3,-1,84,78,4,122,9,0,225,156,3,11,9,17,32,4,36,6,31,4,0,17,13,7,14,3,6,21,10,7,0,2,2,11,10,3,453,3,120,2,0,0,37,4,29,1,7,2,0,2,0,112,0,0,0,0,1,24,1,388,21,134,27,48,7,3,57,0,626,62,289,97,49,1,6,5,63,56,8,10,0,24,7,52,392,14,38,0,75,41,-7,152,135,169,283,0,0
3341,0,0,0,0,1,3,1,0,36,7,1,12,5,1,10,5,6,5,0,4,7,0,0,0,13,244,19,34,70,0,0,11,163,7,1,0,1,2,1,1,9,0,0,0,0,4,3,5,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,44,29,52,11,13,24,10,41,15,0,0,0,18,0,0,5,0,9,16,0,3,2,22,50,8,43,69,25,134,0,0,0,76,0,0,51,9,70,51,29,67,93,21,47,89,179,37,157,94,25,24,14,0,11,0,39,0,5,51,3,26,21,19,2,3,44,0,32,22,0,132,28,29,12,0,0
3342,0,0,0,0,0,10,0,0,271,66,35,174,137,3,15,46,0,0,0,0,0,0,0,0,50,6,1036,93,725,0,1,0,0,0,40,3939,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,12,0,198,339,0,326,394,0,238,171,0,0,19,51,91,6,7,11,5,14,7,0,2,0,79,1,0,0,0,49,455,0,46,196,1603,2048,515,2992,1375,145,90,0,2,0,594,0,0,19,57,263,172,107,66,110,84,61,100,1989,816,581,239,104,21,782,0,31,0,11,61,0,120,5,27,2,3,210,0,236,0,751,16,0,9,0,0,0,0,0
3344,0,0,0,0,0,1,0,0,3,3,1,13,1,0,22,20,27,13,21,20,82,34,42,13,296,57,174,567,386,13,252,2,59,4,1194,40,9,18,18,21,74,60,34,7,0,13,11,12,21,13,0,43,53,13,-1,6,37,16,2330,0,0,12,1,0,10,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,321,0,0,84,184,14,431,2,41,27,0,0,0,0,0,0,0,1,0,609,7,27,1,339,0,2,0,0,0,44,1,28,0,0,0,0,0,19,9,0,0,0,0,0,331,0,0,0,15,260,0,12,1,21,4,0,0
3345,0,0,0,2,0,0,1,0,32,12,17,43,3,0,6,1,1,0,0,0,139,0,0,0,43,1,36,29,163,0,-149,3,23,4,1,190,93,0,7,0,0,0,0,0,0,0,4,0,33,9,0,0,17,0,0,0,1,0,0,0,0,0,30,0,15,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,2,14,0,0,0,0,0,0,0,0,0,1,2,23,2,141,1,9,1,16,0,0,3,15,17,4,62,24,2,7,35,28,0,3,0,0,0,1,18,9,9,0,142,109,0,2,0,4,50,0,0
334X,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,1,250,0,128,2384,39,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,116,42,1,15,36,52,0,38,0,0,0,0,0,0,0,6,0,0,0,6,12,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,27,3,3,1,9,0,27,10,0,2,2,0,0,0,0,0,1,0,0,0,1,8,3,0,2,0,0,486,0,9,0,2,0,0,0
335,2313,960,10,40,22,289,2,1,1471,1425,633,1474,1370,147,1280,271,79,13,105,50,288,34,65,17,1664,34,51,61,139,3,1247,3,79,8,606,97,102,16,75,21,108,52,0,6,0,55,11,15,41,33,1,26,216,1,2,1,1,3,0,4,4,3,0,0,55,8,133,9,0,8,4,14,15,0,4,0,5,21,0,3,0,9,0,1,0,0,120,738,36,27,0,15,8,0,0,6,0,0,0,338,13,0,375,21,480,8,98,0,220,5,2,175,77,208,60,1,0,0,0,0,245,267,35,15,78,231,115,392,60,10,0,70,390,25,89,57,113,674,0,0
336111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362BP,37,19,4,64,39,15,2,0,0,230,0,1,0,0,0,0,176,38,59,21,94,129,223,19,193,1,25,6,19,1,37,349,4325,450,3598,43,97,35,26,35,186,146,7,6,0,99,11,11,17,20,1,71,57,12,6,23,49,129,3,111,18,60,23,0,166,107,17,66,60,25,5,191,21,0,3,0,409,52,0,4,0,109,4,1,5,145,2,4,0,2,19,16,2,0,0,0,0,0,0,0,197,0,6,0,30,31,69,18,18,43,7,513,109,102,41,6,5,2,4,23,104,9,154,4,10,12,164,597,39,97,0,435,7,160,192,16,225,72,0,0
3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,0,0,0,0,0,0,0
3365AO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0
337,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,99,0,40,0,0,24,0,0,0,0,0,47,54,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,31,0,81,1,0,0,0,0,0,0,0,0,10,52,7,0,0,87,62,0,0,41,0,0,0,0,0,3,0,0,0,25,0,0
3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,35,0,0,8,0,9,0,387,63,3,29,2,853,29,51,0,0,0,0,0,0,0,0,70,47,0,0,429,0,3,0,0
3399,0,1,0,3,1,0,0,0,7,9,13,20,1,2,18,20,1,1,0,0,2,5,0,19,69,0,0,0,0,0,24,5,40,1,77,0,0,0,0,101,0,0,0,1,20,0,0,0,12,0,0,0,7,0,3,5,1,10,10,18,3,6,0,0,20,6,0,5,1,0,57,29,0,0,0,0,0,1,0,1,2,5,0,0,0,0,5,9,1,7,1,4,3,0,0,4,0,0,0,103,7,1,2,23,31,20,6,142,21,2,4,484,20,1,91,2,1,0,3,7,43,7,326,2,22,4,208,18,41,29,0,0,17,0,130,36,47,1,0,0
311,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,15,0,0,0,4,0,7,1,1,0,78,3,0,0,0,0,0,0,0,0,6,1,0,0,8,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,0,0,0,0,0,17,0,0,0,0,0,41,17,48,0,5,14,619,0,0,7,0,10,0,7,196,124,82,0,0,0
3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
313TT,1,0,1,0,0,0,0,0,15,49,18,71,3,2,31,10,31,31,0,0,0,0,0,0,25,0,0,0,0,0,0,1,29,19,46,0,76,272,14,13,30,0,0,424,195,134,8,2,0,0,0,0,235,13,34,58,7,64,67,17,43,42,2,0,4,11,2095,0,3,1,57,7,1,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,0,0,0,10,1,46,0,17,1,0,86,0,100,1,8,0,0,0,24,136,721,662,0,18,681,195,5,210,13,0,22,100,0,15,413,91,17,0,0
315AL,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,1,0,0,0,3,-25,32,4,247,0,0,0
322,46,1,0,2,5,0,0,0,10,13,8,18,7,3,63,4,12,17,9,7,19,0,0,1,17,0,1,1,2,0,16,2,33,3,34,3,2,16,12,19,865,27,79,4,0,188,150,3,4,6,1,52,116,66,16,42,53,80,33,85,31,105,12,0,8,45,12,3,17,3,9,53,8,0,0,0,3,17,1,8,9,6,29,1,1,0,0,3,0,5,2,15,2,0,0,39,0,0,0,17,15,3,7,2,8,7,3,6,18,23,5,36,23,4,10,6,5,1,9,4,48,20,39,1,5,117,463,3,4,14,0,10,81,2,333,117,160,0,0,0
