Country,impVal,hs_code,hs2_code,hs_code_2024,naics_2024,naics_2022_mapped,mapping_source
New Zealand,3120259.0,0206210000,2,0206210000,311611,311611,direct_2022
Australia,54268.0,0206220000,2,0206220000,311611,311611,direct_2022
New Zealand,37786.0,0206220000,2,0206220000,311611,311611,direct_2022
Australia,116227123.0,0206290000,2,0206290000,311611,311611,direct_2022
New Zealand,26161243.0,0206290000,2,0206290000,311611,311611,direct_2022
Australia,10881261.0,0206900020,2,0206900020,311611,311611,direct_2022
New Zealand,5412489.0,0206900020,2,0206900020,311611,311611,direct_2022
Australia,3220164.0,0206900040,2,0206900040,311611,311611,direct_2022
New Zealand,185835.0,0206900040,2,0206900040,311611,311611,direct_2022
Australia,1673411.0,0208600000,2,0208600000,311611,311611,direct_2022
New Zealand,42153117.0,0208902000,2,0208902000,311611,311611,direct_2022
Australia,296370.0,0208909100,2,0208909100,311611,311611,direct_2022
Australia,13994.0,0210200000,2,0210200000,311611,311611,direct_2022
New Zealand,3407.0,0210200000,2,0210200000,311611,311611,direct_2022
New Zealand,74500.0,0210999100,2,0210999100,311611,311611,direct_2022
Australia,1017493.0,0301110090,3,0301110090,112511,112511,direct_2022
Fiji,6820.0,0301110090,3,0301110090,112511,112511,direct_2022
French Polynesia,450331.0,0301110090,3,0301110090,112511,112511,direct_2022
Kiribati,141512.0,0301110090,3,0301110090,112511,112511,direct_2022
Marshall Islands,616676.0,0301110090,3,0301110090,112511,112511,direct_2022
Micronesia,26687.0,0301110090,3,0301110090,112511,112511,direct_2022
Australia,359607.0,0301190000,3,0301190000,112511,112511,direct_2022
Fiji,593577.0,0301190000,3,0301190000,112511,112511,direct_2022
French Polynesia,407603.0,0301190000,3,0301190000,112511,112511,direct_2022
Kiribati,475737.0,0301190000,3,0301190000,112511,112511,direct_2022
Marshall Islands,273053.0,0301190000,3,0301190000,112511,112511,direct_2022
Micronesia,91765.0,0301190000,3,0301190000,112511,112511,direct_2022
New Caledonia,105625.0,0301190000,3,0301190000,112511,112511,direct_2022
Australia,1548495.0,0301910000,3,0301910000,112511,112511,direct_2022
New Zealand,631899.0,0301920000,3,0301920000,112511,112511,direct_2022
Australia,872828.0,0301990390,3,0301990390,112511,112511,direct_2022
New Zealand,6497.0,0301990390,3,0301990390,112511,112511,direct_2022
Australia,451229.0,0302110090,3,0302110090,114111,114111,direct_2022
New Zealand,46506052.0,0302130013,3,0302130013,112511,112511,direct_2022
New Zealand,75120.0,0302130062,3,0302130062,114111,114111,direct_2022
Australia,5018101.0,0302140003,3,0302140003,112511,112511,direct_2022
New Zealand,1553349.0,0302140003,3,0302140003,112511,112511,direct_2022
Australia,44088.0,0302310000,3,0302310000,114111,114111,direct_2022
Fiji,1673780.0,0302310000,3,0302310000,114111,114111,direct_2022
French Polynesia,682313.0,0302310000,3,0302310000,114111,114111,direct_2022
Marshall Islands,6943.0,0302310000,3,0302310000,114111,114111,direct_2022
Australia,13949962.0,0302320000,3,0302320000,114111,114111,direct_2022
Fiji,4590946.0,0302320000,3,0302320000,114111,114111,direct_2022
French Polynesia,8405866.0,0302320000,3,0302320000,114111,114111,direct_2022
Marshall Islands,1341650.0,0302320000,3,0302320000,114111,114111,direct_2022
