Country,iso3,HS_Section,usummary_code,impVal,bea_total,weight
Finland,FIN,7,326,103276112.0,104109136.0,0.9919985504442185
Finland,FIN,12,326,20584.0,104109136.0,0.0001977155972171357
Finland,FIN,16,326,25839.0,104109136.0,0.00024819147476163857
Finland,FIN,17,326,15000.0,104109136.0,0.0001440795743420635
Finland,FIN,20,326,771601.0,104109136.0,0.007411462909460703
Finland,FIN,5,327,923909.0,71902847.0,0.0128494077571087
Finland,FIN,6,327,19692152.0,71902847.0,0.27387165907352734
Finland,FIN,13,327,47376002.0,71902847.0,0.6588890979518516
Finland,FIN,14,327,74540.0,71902847.0,0.0010366766144878797
Finland,FIN,16,327,330389.0,71902847.0,0.004594936275610895
Finland,FIN,17,327,475779.0,71902847.0,0.006616970257102615
Finland,FIN,18,327,3018729.0,71902847.0,0.04198344190738372
Finland,FIN,20,327,11347.0,71902847.0,0.00015781016292720648
Finland,FIN,15,3311IS,199256092.0,199256092.0,1.0
Finland,FIN,6,3313NF,2236891.0,245084195.0,0.009127030814859358
Finland,FIN,15,3313NF,242782078.0,245084195.0,0.9906068320725455
Finland,FIN,16,3313NF,58367.0,245084195.0,0.00023815081180571436
Finland,FIN,17,3313NF,6859.0,245084195.0,2.798630078940831e-05
Finland,FIN,15,332,62445242.0,171382527.0,0.36436177650712315
Finland,FIN,16,332,64588278.0,171382527.0,0.3768661784290297
Finland,FIN,17,332,318204.0,171382527.0,0.0018566886926576827
Finland,FIN,18,332,294636.0,171382527.0,0.0017191717566400453
Finland,FIN,19,332,43721764.0,171382527.0,0.25511214454201625
Finland,FIN,20,332,14403.0,171382527.0,8.404007253318187e-05
Finland,FIN,16,33311,34975305.0,41015756.0,0.8527285221805981
Finland,FIN,17,33311,1179800.0,41015756.0,0.02876455574779604
Finland,FIN,21,33311,4860651.0,41015756.0,0.11850692207160585
Finland,FIN,16,33312,251654329.0,284539143.0,0.8844278026099207
Finland,FIN,17,33312,32884814.0,284539143.0,0.1155721973900793
Finland,FIN,15,33313,6763883.0,130122526.0,0.05198087685448098
Finland,FIN,16,33313,123358643.0,130122526.0,0.9480191231455191
Finland,FIN,15,3332OM,2794613.0,836682958.0,0.0033401098627372783
Finland,FIN,16,3332OM,804071080.0,836682958.0,0.9610224187212381
Finland,FIN,17,3332OM,846547.0,836682958.0,0.0010117894620724425
Finland,FIN,18,3332OM,28614192.0,836682958.0,0.034199563557980345
Finland,FIN,20,3332OM,356526.0,836682958.0,0.0004261183959719184
Finland,FIN,16,3341,17319241.0,17329045.0,0.9994342446453339
Finland,FIN,18,3341,9804.0,17329045.0,0.0005657553546661112
Finland,FIN,16,3342,52195914.0,65075482.0,0.8020826338251325
Finland,FIN,17,3342,12870520.0,65075482.0,0.19777832763497627
Finland,FIN,18,3342,9048.0,65075482.0,0.00013903853989126043
Finland,FIN,6,3344,20806416.0,64461668.0,0.32277191462063937
Finland,FIN,16,3344,43418140.0,64461668.0,0.6735497443224708
Finland,FIN,18,3344,237112.0,64461668.0,0.003678341056889809
Finland,FIN,16,3345,3650572.0,484600487.0,0.007533157926851196
Finland,FIN,18,3345,480939887.0,484600487.0,0.9924461487386
Finland,FIN,20,3345,10028.0,484600487.0,2.0693334548795035e-05
Finland,FIN,16,334X,18710408.0,18710408.0,1.0
Finland,FIN,13,335,1596167.0,540591808.0,0.002952628908501699
Finland,FIN,15,335,6661854.0,540591808.0,0.01232326110276536
Finland,FIN,16,335,502830459.0,540591808.0,0.9301481294366932
Finland,FIN,18,335,9524539.0,540591808.0,0.017618726105446274
Finland,FIN,20,335,19978789.0,540591808.0,0.036957254446593465
Finland,FIN,17,336111,167466599.0,167466599.0,1.0
Finland,FIN,17,33612,11477574.0,11477574.0,1.0
Finland,FIN,13,3362BP,107157.0,38163660.0,0.0028078281800016035
Finland,FIN,16,3362BP,14286192.0,38163660.0,0.3743401969307975
Finland,FIN,17,3362BP,22826989.0,38163660.0,0.5981341674252417
Finland,FIN,18,3362BP,4850.0,38163660.0,0.0001270842471607807
Finland,FIN,20,3362BP,938472.0,38163660.0,0.02459072321679839
Finland,FIN,16,3364,287090.0,3515473.0,0.08166468637364019
Finland,FIN,17,3364,3228383.0,3515473.0,0.9183353136263598
Finland,FIN,15,3365AO,141319.0,152813402.0,0.0009247814533963455
Finland,FIN,16,3365AO,101630.0,152813402.0,0.0006650594690641074
Finland,FIN,17,3365AO,152570453.0,152813402.0,0.9984101590775395
Finland,FIN,9,337,10767.0,50932136.0,0.00021139894859308474
Finland,FIN,11,337,1761.0,50932136.0,3.4575420123750554e-05
Finland,FIN,15,337,50881.0,50932136.0,0.000998995997340461
Finland,FIN,18,337,27072.0,50932136.0,0.0005315308197559199
Finland,FIN,20,337,50841655.0,50932136.0,0.9982234988141868
Finland,FIN,6,3391,79697474.0,138921227.0,0.573688238443215
Finland,FIN,7,3391,1508.0,138921227.0,1.0855072565692211e-05
Finland,FIN,12,3391,1214.0,138921227.0,8.738765314821183e-06
Finland,FIN,16,3391,12085401.0,138921227.0,0.08699463185708833
Finland,FIN,18,3391,46800420.0,138921227.0,0.33688458567962404
Finland,FIN,20,3391,335210.0,138921227.0,0.0024129501821920996
Finland,FIN,2,3399,32175.0,21100455.0,0.0015248486347806244
Finland,FIN,6,3399,11053.0,21100455.0,0.0005238275667515227
Finland,FIN,7,3399,2946194.0,21100455.0,0.13962703647859726
Finland,FIN,8,3399,2797.0,21100455.0,0.00013255638326282538
Finland,FIN,10,3399,4108.0,21100455.0,0.00019468774488512215
Finland,FIN,11,3399,1197.0,21100455.0,5.6728634524705744e-05
Finland,FIN,12,3399,16233.0,21100455.0,0.000769319903291185
Finland,FIN,14,3399,445675.0,21100455.0,0.021121582449288415
Finland,FIN,15,3399,47285.0,21100455.0,0.0022409469369262416
Finland,FIN,16,3399,4359767.0,21100455.0,0.206619572895466
Finland,FIN,18,3399,3237517.0,21100455.0,0.15343351600711927
Finland,FIN,20,3399,9996454.0,21100455.0,0.47375537636510684
Finland,FIN,7,S003,28151.0,139648936.0,0.0002015840636265213
Finland,FIN,10,S003,25927.0,139648936.0,0.00018565841418226057
Finland,FIN,11,S003,2995.0,139648936.0,2.144663672911908e-05
Finland,FIN,15,S003,141085.0,139648936.0,0.001010283386620289
Finland,FIN,16,S003,17017705.0,139648936.0,0.12186061338841851
Finland,FIN,17,S003,106971.0,139648936.0,0.0007659993915027036
Finland,FIN,21,S003,122326102.0,139648936.0,0.8759544147189205
France,FRA,2,111,81458069.0,82032968.0,0.9929918542018374
France,FRA,4,111,326657.0,82032968.0,0.003982020984538801
France,FRA,11,111,248242.0,82032968.0,0.003026124813623713
France,FRA,1,112,28570972.0,28586359.0,0.999461736277782
France,FRA,11,112,15387.0,28586359.0,0.0005382637222179991
France,FRA,1,113FF,10686973.0,198517105.0,0.05383401596552599
France,FRA,2,113FF,172289653.0,198517105.0,0.8678831630150964
France,FRA,3,113FF,11356196.0,198517105.0,0.05720512597642405
France,FRA,4,113FF,2775944.0,198517105.0,0.013983399566500831
France,FRA,7,113FF,922718.0,198517105.0,0.0046480528718167635
France,FRA,9,113FF,312801.0,198517105.0,0.0015756878985314642
France,FRA,14,113FF,172820.0,198517105.0,0.0008705547061045445
France,FRA,5,211,1312941.0,1312941.0,1.0
France,FRA,5,212,14651139.0,14651139.0,1.0
France,FRA,1,311,352538540.0,1601654857.0,0.22010893199570275
France,FRA,2,311,83920440.0,1601654857.0,0.05239608248507937
France,FRA,3,311,74785475.0,1601654857.0,0.046692628360693066
France,FRA,4,311,1016128523.0,1601654857.0,0.6344241510953692
France,FRA,6,311,74281879.0,1601654857.0,0.04637820606315559
France,FRA,4,3121,4928257031.0,4928257031.0,1.0
France,FRA,4,3122,3076130.0,3076130.0,1.0
France,FRA,7,313TT,202182.0,201267091.0,0.0010045457456331
France,FRA,8,313TT,1856093.0,201267091.0,0.009222039185730568
France,FRA,11,313TT,187289737.0,201267091.0,0.9305532070317447
France,FRA,12,313TT,987901.0,201267091.0,0.004908408001981804
France,FRA,13,313TT,1091292.0,201267091.0,0.005422108475746788
France,FRA,15,313TT,4878447.0,201267091.0,0.02423867198438318
France,FRA,17,313TT,1549252.0,201267091.0,0.0076974928802443915
France,FRA,20,313TT,3412187.0,201267091.0,0.01695352669453547
France,FRA,7,315AL,2557340.0,1737291108.0,0.001472027335098753
France,FRA,8,315AL,1386467913.0,1737291108.0,0.7980630917958972
France,FRA,9,315AL,1631448.0,1737291108.0,0.0009390757786575858
France,FRA,11,315AL,312356879.0,1737291108.0,0.17979535931637314
France,FRA,12,315AL,28925685.0,1737291108.0,0.016649878000757026
France,FRA,18,315AL,5248001.0,1737291108.0,0.0030207954071909057
France,FRA,20,315AL,33025.0,1737291108.0,1.9009479670922255e-05
France,FRA,21,315AL,70817.0,1737291108.0,4.07628863544497e-05
France,FRA,9,321,304065675.0,304106070.0,0.9998671680575136
France,FRA,12,321,11989.0,304106070.0,3.9423744484942375e-05
France,FRA,20,321,28406.0,304106070.0,9.340819800144075e-05
France,FRA,7,322,49329075.0,328134773.0,0.15033175103328655
France,FRA,10,322,275132960.0,328134773.0,0.8384754760508116
France,FRA,11,322,2081493.0,328134773.0,0.006343408779782081
France,FRA,12,322,11850.0,328134773.0,3.611321010467854e-05
France,FRA,20,322,1579395.0,328134773.0,0.004813250926015086
France,FRA,7,323,6967.0,62888059.0,0.00011078414743250384
France,FRA,10,323,62106267.0,62888059.0,0.98756851439794
France,FRA,15,323,18957.0,62888059.0,0.00030144037360097247
France,FRA,16,323,118898.0,62888059.0,0.0018906291892392482
France,FRA,20,323,636970.0,62888059.0,0.010128631891787278
France,FRA,5,324,893603245.0,895057386.0,0.998375365621529
France,FRA,6,324,890190.0,895057386.0,0.0009945619285689018
France,FRA,13,324,563951.0,895057386.0,0.0006300724499021116
France,FRA,4,3251,604777.0,2503040757.0,0.00024161692066287038
France,FRA,5,3251,105458.0,2503040757.0,4.213195478542501e-05
France,FRA,6,3251,2492197798.0,2503040757.0,0.9956680853199547
France,FRA,7,3251,10132724.0,2503040757.0,0.004048165804597005
France,FRA,6,3252,7827011.0,597936202.0,0.013090043676599465
France,FRA,7,3252,569993782.0,597936202.0,0.9532685595778662
France,FRA,11,3252,20115409.0,597936202.0,0.0336413967455344
France,FRA,2,3254,300679.0,4596202138.0,6.541901138639608e-05
France,FRA,4,3254,91908.0,4596202138.0,1.9996509561695e-05
France,FRA,6,3254,4595809551.0,4596202138.0,0.9999145844790519
France,FRA,3,325X,319156.0,4801828366.0,6.646551598133484e-05
France,FRA,6,325X,4779817272.0,4801828366.0,0.9954161014675467
France,FRA,16,325X,21577595.0,4801828366.0,0.004493620628505404
France,FRA,20,325X,114343.0,4801828366.0,2.3812387966554822e-05
France,FRA,7,326,793088245.0,805466543.0,0.9846321388422957
France,FRA,8,326,760865.0,805466543.0,0.0009446264486245706
France,FRA,11,326,18469.0,805466543.0,2.2929568162088144e-05
France,FRA,12,326,974455.0,805466543.0,0.0012098019569758839
France,FRA,16,326,3370435.0,805466543.0,0.004184450650732988
France,FRA,17,326,3819571.0,805466543.0,0.004742060403618776
France,FRA,20,326,3434503.0,805466543.0,0.004263992129589919
France,FRA,5,327,41083345.0,442238177.0,0.0928986847736576
France,FRA,6,327,21578310.0,442238177.0,0.04879341296669645
France,FRA,13,327,366970546.0,442238177.0,0.8298029548000783
France,FRA,16,327,6134093.0,442238177.0,0.013870564141729446
France,FRA,17,327,2799480.0,442238177.0,0.006330254025083863
France,FRA,18,327,2582208.0,442238177.0,0.005838953157587749
France,FRA,20,327,1090195.0,442238177.0,0.002465176135166639
France,FRA,5,3311IS,650014.0,410880646.0,0.001582001990913926
France,FRA,15,3311IS,410230632.0,410880646.0,0.998417998009086
France,FRA,6,3313NF,38139193.0,807047509.0,0.047257680092783735
France,FRA,14,3313NF,26787413.0,807047509.0,0.033191866279584786
France,FRA,15,3313NF,717526820.0,807047509.0,0.8890763083936364
France,FRA,16,3313NF,24426626.0,807047509.0,0.030266651873155092
France,FRA,17,3313NF,167457.0,807047509.0,0.00020749336084004938
France,FRA,6,332,8218191.0,1670478808.0,0.004919661932041702
France,FRA,12,332,1787.0,1670478808.0,1.0697531698348848e-06
France,FRA,14,332,54633.0,1670478808.0,3.2704994363508265e-05
France,FRA,15,332,777360000.0,1670478808.0,0.46535160833958933
France,FRA,16,332,813696707.0,1670478808.0,0.48710387890176693
France,FRA,17,332,35306401.0,1670478808.0,0.021135497697376358
France,FRA,18,332,3781209.0,1670478808.0,0.0022635480210174566
France,FRA,19,332,30876653.0,1670478808.0,0.018483714281276892
France,FRA,20,332,1183227.0,1670478808.0,0.0007083160793979974
France,FRA,16,33311,91469998.0,345854631.0,0.2644752731386731
France,FRA,17,33311,247078272.0,345854631.0,0.7143992008596236
France,FRA,21,33311,7306361.0,345854631.0,0.0211255260017033
France,FRA,16,33312,377030650.0,559982790.0,0.6732897094926792
France,FRA,17,33312,182952140.0,559982790.0,0.32671029050732076
France,FRA,15,33313,521120.0,53493413.0,0.009741760167742522
France,FRA,16,33313,52972293.0,53493413.0,0.9902582398322575
France,FRA,15,3332OM,34004080.0,3762304404.0,0.0090380990873167
France,FRA,16,3332OM,3593381586.0,3762304404.0,0.9551012358754372
France,FRA,17,3332OM,43370041.0,3762304404.0,0.011527520461632482
France,FRA,18,3332OM,77059159.0,3762304404.0,0.020481904366396398
France,FRA,20,3332OM,14489538.0,3762304404.0,0.0038512402092172656
France,FRA,16,3341,132805356.0,132805356.0,1.0
France,FRA,16,3342,210795923.0,248338518.0,0.8488249213116429
France,FRA,17,3342,37533372.0,248338518.0,0.15113793986642057
France,FRA,18,3342,9223.0,248338518.0,3.7138821936595435e-05
France,FRA,6,3344,69939854.0,690553387.0,0.10128087895396855
France,FRA,16,3344,618634277.0,690553387.0,0.8958529328015591
France,FRA,18,3344,1979256.0,690553387.0,0.0028661882444724
France,FRA,16,3345,211067013.0,1824134492.0,0.11570803245356319
France,FRA,18,3345,1610087818.0,1824134492.0,0.8826585019148906
France,FRA,21,3345,2979661.0,1824134492.0,0.0016334656315462072
France,FRA,16,334X,145850425.0,145880424.0,0.9997943589744434
France,FRA,20,334X,29999.0,145880424.0,0.00020564102555665727
France,FRA,6,335,1593774.0,1979075600.0,0.0008053123387504752
France,FRA,11,335,9231.0,1979075600.0,4.664298827189826e-06
France,FRA,13,335,91926357.0,1979075600.0,0.04644913867868413
France,FRA,15,335,9042296.0,1979075600.0,0.004568949260957995
France,FRA,16,335,1768768345.0,1979075600.0,0.8937346026599489
France,FRA,18,335,34844237.0,1979075600.0,0.017606319334137616
France,FRA,20,335,72891360.0,1979075600.0,0.03683101342869368
France,FRA,17,336111,566232223.0,566232223.0,1.0
France,FRA,17,336112,2500.0,2500.0,1.0
France,FRA,17,33612,4481566.0,4481566.0,1.0
France,FRA,7,3362BP,35004.0,626771226.0,5.584812854826236e-05
France,FRA,13,3362BP,953773.0,626771226.0,0.0015217242917912764
France,FRA,16,3362BP,361127499.0,626771226.0,0.5761711514816732
France,FRA,17,3362BP,218456448.0,626771226.0,0.34854256056738636
France,FRA,18,3362BP,423122.0,626771226.0,0.0006750820434121205
France,FRA,20,3362BP,45775380.0,626771226.0,0.07303363348718883
France,FRA,13,3364,11172236.0,11222680562.0,0.000995505123600256
France,FRA,16,3364,5079261280.0,11222680562.0,0.45258895608223765
France,FRA,17,3364,6132057854.0,11222680562.0,0.5463986807896101
France,FRA,19,3364,189192.0,11222680562.0,1.6858004552014443e-05
France,FRA,15,3365AO,26102.0,245480497.0,0.00010633023934280205
France,FRA,17,3365AO,245454395.0,245480497.0,0.9998936697606572
France,FRA,7,337,566118.0,244595057.0,0.0023145112045334587
France,FRA,9,337,3294.0,244595057.0,1.3467156860819145e-05
France,FRA,11,337,3043880.0,244595057.0,0.012444568738770546
France,FRA,15,337,5379715.0,244595057.0,0.021994373336825038
France,FRA,16,337,683153.0,244595057.0,0.002792995935318513
France,FRA,18,337,11490540.0,244595057.0,0.046977809531122294
France,FRA,20,337,223396387.0,244595057.0,0.9133315682663202
France,FRA,21,337,31970.0,244595057.0,0.00013070583024905527
France,FRA,6,3391,83493281.0,1125039987.0,0.07421361192915536
France,FRA,7,3391,1272082.0,1125039987.0,0.0011306993659772912
France,FRA,11,3391,795043.0,1125039987.0,0.0007066797706631204
France,FRA,12,3391,5062848.0,1125039987.0,0.0045001493800237696
France,FRA,16,3391,1766147.0,1125039987.0,0.0015698526456020092
France,FRA,17,3391,577792.0,1125039987.0,0.000513574634392084
France,FRA,18,3391,1031750497.0,1125039987.0,0.9170789562344684
France,FRA,20,3391,322297.0,1125039987.0,0.0002864760397178665
France,FRA,1,3399,444369.0,2442156524.0,0.00018195762459654696
France,FRA,2,3399,171868.0,2442156524.0,7.0375505546425e-05
France,FRA,6,3399,43895972.0,2442156524.0,0.01797426641929688
France,FRA,7,3399,107424458.0,2442156524.0,0.04398754008774582
France,FRA,8,3399,1349584.0,2442156524.0,0.0005526197795829732
France,FRA,9,3399,126495.0,2442156524.0,5.179643432224167e-05
France,FRA,10,3399,58943.0,2442156524.0,2.4135635623984272e-05
France,FRA,11,3399,156746.0,2442156524.0,6.418343724474558e-05
France,FRA,12,3399,1453207.0,2442156524.0,0.0005950507208357788
France,FRA,13,3399,259541.0,2442156524.0,0.00010627533389010573
France,FRA,14,3399,1998627848.0,2442156524.0,0.8183864663704905
France,FRA,15,3399,16944010.0,2442156524.0,0.006938134322466548
France,FRA,16,3399,34568487.0,2442156524.0,0.014154902300602908
France,FRA,17,3399,10140.0,2442156524.0,4.152068018716396e-06
France,FRA,18,3399,52647087.0,2442156524.0,0.021557621914327387
France,FRA,20,3399,183950014.0,2442156524.0,0.07532277812345496
France,FRA,21,3399,67755.0,2442156524.0,2.7743921953464437e-05
France,FRA,1,S003,4363.0,6661452631.0,6.549622494793658e-07
France,FRA,5,S003,9006.0,6661452631.0,1.3519573730944692e-06
France,FRA,6,S003,1940358.0,6661452631.0,0.00029128151282954007
France,FRA,7,S003,2270933.0,6661452631.0,0.00034090657485604507
France,FRA,10,S003,3707760.0,6661452631.0,0.0005565993193054351
France,FRA,11,S003,2133075.0,6661452631.0,0.00032021168927531476
France,FRA,14,S003,24087998.0,6661452631.0,0.0036160278146996254
France,FRA,15,S003,50245016.0,6661452631.0,0.007542651548128977
France,FRA,16,S003,33274592.0,6661452631.0,0.004995095490907199
France,FRA,17,S003,29324909.0,6661452631.0,0.004402179317996264
France,FRA,21,S003,6514454621.0,6661452631.0,0.977933039812379
French Guiana,GUF,1,113FF,1535137.0,1535137.0,1.0
French Guiana,GUF,11,315AL,613.0,613.0,1.0
French Guiana,GUF,7,326,5585.0,5585.0,1.0
French Guiana,GUF,15,332,190079.0,192481.0,0.9875208462133925
French Guiana,GUF,16,332,2402.0,192481.0,0.01247915378660751
French Guiana,GUF,16,3332OM,27248.0,27248.0,1.0
French Guiana,GUF,18,3345,13414.0,13414.0,1.0
French Guiana,GUF,16,335,7540.0,7540.0,1.0
French Guiana,GUF,16,3364,4460.0,4460.0,1.0
French Guiana,GUF,21,S003,34651.0,34651.0,1.0
French Polynesia,PYF,2,111,179751.0,179751.0,1.0
French Polynesia,PYF,1,112,857934.0,857934.0,1.0
French Polynesia,PYF,1,113FF,15663073.0,17266972.0,0.9071117391051541
French Polynesia,PYF,14,113FF,1603899.0,17266972.0,0.09288826089484595
French Polynesia,PYF,3,311,13484.0,934211.0,0.0144335701463588
French Polynesia,PYF,4,311,920727.0,934211.0,0.9855664298536412
French Polynesia,PYF,4,3121,18793.0,18793.0,1.0
French Polynesia,PYF,11,313TT,16442.0,16442.0,1.0
French Polynesia,PYF,8,315AL,2531.0,26844.0,0.09428550141558635
French Polynesia,PYF,11,315AL,23273.0,26844.0,0.8669721353002533
French Polynesia,PYF,12,315AL,1040.0,26844.0,0.038742363284160336
French Polynesia,PYF,10,322,2191.0,2191.0,1.0
French Polynesia,PYF,10,323,4127.0,4127.0,1.0
French Polynesia,PYF,6,3251,30742.0,30742.0,1.0
French Polynesia,PYF,7,3252,1183026.0,1183026.0,1.0
French Polynesia,PYF,6,325X,207296.0,207296.0,1.0
French Polynesia,PYF,7,326,33703.0,41821.0,0.8058869945721049
French Polynesia,PYF,17,326,8118.0,41821.0,0.19411300542789509
French Polynesia,PYF,13,327,43989.0,43989.0,1.0
French Polynesia,PYF,15,332,27552.0,37552.0,0.7337025990626331
French Polynesia,PYF,16,332,10000.0,37552.0,0.26629740093736687
French Polynesia,PYF,16,33312,55777.0,55777.0,1.0
French Polynesia,PYF,16,3332OM,69768.0,73885.0,0.9442782702849022
French Polynesia,PYF,18,3332OM,4117.0,73885.0,0.055721729715097784
French Polynesia,PYF,16,3341,160970.0,160970.0,1.0
French Polynesia,PYF,16,3342,50133.0,50133.0,1.0
French Polynesia,PYF,16,3344,21460.0,27940.0,0.7680744452397996
French Polynesia,PYF,18,3344,6480.0,27940.0,0.23192555476020044
French Polynesia,PYF,18,3345,67921.0,67921.0,1.0
French Polynesia,PYF,16,335,224057.0,225557.0,0.9933497962820927
French Polynesia,PYF,20,335,1500.0,225557.0,0.006650203717907225
French Polynesia,PYF,16,3362BP,645189.0,645189.0,1.0
French Polynesia,PYF,16,3364,222218.0,245918.0,0.9036264120560512
French Polynesia,PYF,17,3364,23700.0,245918.0,0.09637358794394879
French Polynesia,PYF,17,3365AO,9110.0,9110.0,1.0
French Polynesia,PYF,20,337,28181.0,28181.0,1.0
French Polynesia,PYF,7,3399,275.0,6676961.0,4.118640201732495e-05
French Polynesia,PYF,14,3399,6663049.0,6676961.0,0.9979164173641272
French Polynesia,PYF,16,3399,4308.0,6676961.0,0.0006452037086932214
French Polynesia,PYF,18,3399,6965.0,6676961.0,0.0010431392365478846
French Polynesia,PYF,20,3399,2364.0,6676961.0,0.0003540532886143861
French Polynesia,PYF,14,S003,644256.0,11304037.0,0.056993444023582016
French Polynesia,PYF,21,S003,10659781.0,11304037.0,0.943006555976418
Gaza Strip Administered by Israel,ISR,15,3313NF,183645.0,183645.0,1.0
Gaza Strip Administered by Israel,ISR,16,334X,20991.0,20991.0,1.0
Gaza Strip Administered by Israel,ISR,21,S003,234.0,234.0,1.0
Georgia,GEO,2,111,34642.0,34642.0,1.0
Georgia,GEO,1,112,55683.0,55683.0,1.0
Georgia,GEO,2,113FF,218428.0,218428.0,1.0
Georgia,GEO,5,212,4412.0,4412.0,1.0
Georgia,GEO,1,311,325315.0,6326117.0,0.05142412004077699
Georgia,GEO,2,311,624898.0,6326117.0,0.09878065802450381
Georgia,GEO,3,311,4320.0,6326117.0,0.0006828833548288784
Georgia,GEO,4,311,5371584.0,6326117.0,0.8491123385798903
Georgia,GEO,4,3121,12761340.0,12761340.0,1.0
Georgia,GEO,8,313TT,415.0,405446.0,0.0010235641737740661
Georgia,GEO,11,313TT,404170.0,405446.0,0.9968528484681067
Georgia,GEO,20,313TT,861.0,405446.0,0.002123587358119207
Georgia,GEO,8,315AL,163389.0,5523296.0,0.029581793190153124
Georgia,GEO,11,315AL,5124078.0,5523296.0,0.9277210564126928
Georgia,GEO,12,315AL,235829.0,5523296.0,0.04269715039715416
Georgia,GEO,9,321,1934939.0,1934939.0,1.0
Georgia,GEO,7,322,5051.0,116911.0,0.04320380460350181
Georgia,GEO,10,322,111860.0,116911.0,0.9567961953964982
Georgia,GEO,10,323,201408.0,201408.0,1.0
Georgia,GEO,5,3251,8004338.0,10756218.0,0.7441591459005387
Georgia,GEO,6,3251,2751880.0,10756218.0,0.25584085409946133
Georgia,GEO,7,3252,110802.0,110802.0,1.0
Georgia,GEO,6,3254,288451.0,288451.0,1.0
Georgia,GEO,6,325X,235895.0,235895.0,1.0
Georgia,GEO,7,326,1615258.0,1647755.0,0.9802780146320297
Georgia,GEO,16,326,32497.0,1647755.0,0.01972198536797036
Georgia,GEO,13,327,168089.0,168089.0,1.0
Georgia,GEO,15,3311IS,98060065.0,98060065.0,1.0
Georgia,GEO,6,3313NF,4728400.0,4765239.0,0.9922692230127387
Georgia,GEO,14,3313NF,36839.0,4765239.0,0.007730776987261289
Georgia,GEO,15,332,1044186.0,1246507.0,0.8376896399298199
Georgia,GEO,16,332,199459.0,1246507.0,0.16001434408310583
Georgia,GEO,18,332,2862.0,1246507.0,0.00229601598707428
Georgia,GEO,16,33311,5032.0,5032.0,1.0
Georgia,GEO,16,33312,12494.0,12494.0,1.0
Georgia,GEO,16,33313,34868.0,34868.0,1.0
Georgia,GEO,15,3332OM,9156.0,3161506.0,0.002896088130150631
Georgia,GEO,16,3332OM,3091377.0,3161506.0,0.9778178501005533
Georgia,GEO,18,3332OM,60973.0,3161506.0,0.019286061769296026
Georgia,GEO,16,3341,54775.0,54775.0,1.0
Georgia,GEO,16,3342,32409.0,32409.0,1.0
Georgia,GEO,6,3344,24100.0,764311.0,0.03153166708316379
Georgia,GEO,16,3344,740211.0,764311.0,0.9684683329168362
Georgia,GEO,16,3345,17185.0,538040.0,0.0319400044606349
Georgia,GEO,18,3345,517855.0,538040.0,0.962484201918073
Georgia,GEO,20,3345,3000.0,538040.0,0.0055757936212920975
Georgia,GEO,16,334X,41787.0,41787.0,1.0
Georgia,GEO,13,335,201302.0,811222.0,0.2481466232424663
Georgia,GEO,15,335,4167.0,811222.0,0.005136695010736888
Georgia,GEO,16,335,544845.0,811222.0,0.6716348915586609
Georgia,GEO,18,335,30220.0,811222.0,0.03725244137856222
Georgia,GEO,20,335,30688.0,811222.0,0.037829348809573705
Georgia,GEO,16,3362BP,25620.0,7027370.0,0.0036457451365162217
Georgia,GEO,17,3362BP,6994070.0,7027370.0,0.9952613851270106
Georgia,GEO,20,3362BP,7680.0,7027370.0,0.0010928697364732468
Georgia,GEO,16,3364,238225.0,240725.0,0.9896147055769031
Georgia,GEO,17,3364,2500.0,240725.0,0.010385294423096894
Georgia,GEO,17,3365AO,14068.0,14068.0,1.0
Georgia,GEO,18,337,20267.0,364427.0,0.05561333271135234
Georgia,GEO,20,337,344160.0,364427.0,0.9443866672886476
Georgia,GEO,18,3391,6480.0,6480.0,1.0
Georgia,GEO,2,3399,9855.0,217070.0,0.045400101349795
Georgia,GEO,7,3399,5933.0,217070.0,0.027332196987147003
Georgia,GEO,8,3399,988.0,217070.0,0.00455152715713825
Georgia,GEO,14,3399,76646.0,217070.0,0.3530934721518404
Georgia,GEO,16,3399,20408.0,217070.0,0.09401575528631317
Georgia,GEO,18,3399,12733.0,217070.0,0.05865849725894873
Georgia,GEO,20,3399,90507.0,217070.0,0.41694844980881746
Georgia,GEO,17,S003,86962.0,7225944.0,0.01203469055392624
Georgia,GEO,21,S003,7138982.0,7225944.0,0.9879653094460737
Germany,DEU,2,111,106568010.0,107362204.0,0.9926026667634357
Germany,DEU,4,111,775015.0,107362204.0,0.007218694951530615
Germany,DEU,11,111,19179.0,107362204.0,0.00017863828503371634
Germany,DEU,1,112,295343904.0,295348604.0,0.9999840866016079
Germany,DEU,8,112,4700.0,295348604.0,1.5913398392091267e-05
Germany,DEU,1,113FF,17846061.0,49028743.0,0.36399181190511043
Germany,DEU,2,113FF,27192943.0,49028743.0,0.5546326774072099
Germany,DEU,3,113FF,1533844.0,49028743.0,0.03128458749187186
Germany,DEU,4,113FF,1345159.0,49028743.0,0.027436130679507734
Germany,DEU,7,113FF,856779.0,49028743.0,0.017475035001407235
Germany,DEU,9,113FF,253957.0,49028743.0,0.0051797575148928455
Germany,DEU,5,211,199557.0,199557.0,1.0
Germany,DEU,5,212,16593264.0,16593264.0,1.0
Germany,DEU,1,311,113658262.0,1985000690.0,0.057258550373602134
Germany,DEU,2,311,470647309.0,1985000690.0,0.23710183647341704
Germany,DEU,3,311,93232497.0,1985000690.0,0.04696849601598879
