Country,iso3,usummary_code,impVal,continent,region,alt_region,world_weight,regional_weight,world_denominator,regional_denominator
Cyprus,CYP,3121,1147511.0,Europe,Europe,Europe,3.722585109862489e-05,8.371025553523996e-05,30825648471.0,13708129221.0
Cyprus,CYP,313TT,21801.0,Europe,Europe,Europe,6.402614084194481e-07,4.81649130141671e-06,34050154692.0,4526323964.0
Cyprus,CYP,315AL,27896.0,Europe,Europe,Europe,2.244983493607607e-07,2.4416486008236804e-06,124259265511.0,11425067469.0
Cyprus,CYP,322,124057.0,Europe,Europe,Europe,4.663408209398269e-06,2.3470754320187256e-05,26602217612.0,5285599189.0
Cyprus,CYP,323,184262.0,Europe,Europe,Europe,2.7134094767997006e-05,0.00014619246596997301,6790792233.0,1260406949.0
Cyprus,CYP,324,54434.0,Europe,Europe,Europe,8.755867109058603e-07,3.470589107203787e-06,62168600005.0,15684368941.0
Cyprus,CYP,3251,127253.0,Europe,Europe,Europe,1.9792393176510573e-06,4.49377012200293e-06,64293892540.0,28317647887.0
Cyprus,CYP,3252,7360.0,Europe,Europe,Europe,3.372202333511984e-07,1.2703562829304256e-06,21825499398.0,5793650253.0
Cyprus,CYP,3254,776823.0,Europe,Europe,Europe,3.0828420633135197e-06,4.184272467538581e-06,251982743211.0,185653062994.0
Cyprus,CYP,325X,355336.0,Europe,Europe,Europe,6.53491232087214e-06,2.1874305309544483e-05,54375021814.0,16244447308.0
Cyprus,CYP,326,662280.0,Europe,Europe,Europe,8.617603127184428e-06,6.33317605464809e-05,76851995877.0,10457312323.0
Cyprus,CYP,327,17439.0,Europe,Europe,Europe,5.793244429556305e-07,2.2948565886045633e-06,30102303143.0,7599167672.0
Cyprus,CYP,332,1033276.0,Europe,Europe,Europe,1.0447605865799862e-05,4.431652793827868e-05,98900744656.0,23315815748.0
Cyprus,CYP,33311,11174.0,Europe,Europe,Europe,7.224616501158275e-07,1.9025602313234004e-06,15466564901.0,5873138635.0
Cyprus,CYP,33312,5000.0,Europe,Europe,Europe,1.5284154772724527e-07,4.814358233383321e-07,32713617955.0,10385600235.0
Cyprus,CYP,3332OM,5567852.0,Europe,Europe,Europe,2.7930332652419125e-05,8.215925240334631e-05,199347858448.0,67769019765.0
Cyprus,CYP,3341,521403.0,Europe,Europe,Europe,3.3858719670180652e-06,0.0001331941705621365,153993714198.0,3914608258.0
Cyprus,CYP,3342,2295216.0,Europe,Europe,Europe,1.8916439969557324e-05,0.0005541137528659036,121334458476.0,4142138664.0
Cyprus,CYP,3344,17134039.0,Europe,Europe,Europe,0.0001303362040560937,0.0016433066322000505,131460319288.0,10426562313.0
Cyprus,CYP,3345,284457.0,Europe,Europe,Europe,3.823258984818788e-06,8.860640731820573e-06,74401708367.0,32103434572.0
Cyprus,CYP,334X,147816.0,Europe,Europe,Europe,2.5276579604930794e-06,6.37259074533913e-05,58479431280.0,2319558966.0
Cyprus,CYP,335,330364.0,Europe,Europe,Europe,1.6160956254948752e-06,1.1911813121226995e-05,204421071865.0,27734149003.0
Cyprus,CYP,3362BP,664971.0,Europe,Europe,Europe,4.324202840817387e-06,3.7100104706668493e-05,153778863869.0,17923696045.0
Cyprus,CYP,3364,128174.0,Europe,Europe,Europe,2.0465675535982902e-06,3.8061387296653063e-06,62628765796.0,33675598580.0
Cyprus,CYP,337,81133.0,Europe,Europe,Europe,1.7026655415178214e-06,1.565721268444462e-05,47650579648.0,5181829080.0
Cyprus,CYP,3391,67281.0,Europe,Europe,Europe,1.1652944088685047e-06,3.372063817230484e-06,57737340442.0,19952469362.0
Cyprus,CYP,3399,1253150.0,Europe,Europe,Europe,1.2819099559694531e-05,9.959033644048525e-05,97756476121.0,12583048163.0
Cyprus,CYP,S003,7738937.0,Europe,Europe,Europe,5.248976633746876e-05,0.00013318584177008568,147437063260.0,58106303922.0
Czech Republic,CZE,111,4636567.0,Europe,Europe,Europe,8.920578745505667e-05,0.0031068980676640405,51976078372.0,1492346031.0
Czech Republic,CZE,112,3255480.0,Europe,Europe,Europe,0.0002340098390501686,0.0014418064005434082,13911722743.0,2257917567.0
Czech Republic,CZE,113FF,178335.0,Europe,Europe,Europe,1.0858149728149631e-05,8.302022953725974e-05,16424068968.0,2148090905.0
Czech Republic,CZE,211,586512.0,Europe,Europe,Europe,3.3235893035261e-06,0.0001881061700137113,176469457095.0,3117983849.0
Czech Republic,CZE,212,307448.0,Europe,Europe,Europe,5.179413396382095e-05,0.0005746507013128012,5935961787.0,535017184.0
Czech Republic,CZE,311,113162887.0,Europe,Europe,Europe,0.0009602447962589373,0.004893490621637718,117847956522.0,23125187264.0
Czech Republic,CZE,3121,10167175.0,Europe,Europe,Europe,0.0003298284222492521,0.0007416894629519921,30825648471.0,13708129221.0
Czech Republic,CZE,313TT,71266567.0,Europe,Europe,Europe,0.0020929880537883107,0.015744910785621354,34050154692.0,4526323964.0
Czech Republic,CZE,315AL,13708864.0,Europe,Europe,Europe,0.00011032468237780167,0.0011998934830972944,124259265511.0,11425067469.0
Czech Republic,CZE,321,46096306.0,Europe,Europe,Europe,0.0019813597278290095,0.014905307983992326,23264985834.0,3092610099.0
Czech Republic,CZE,322,102554742.0,Europe,Europe,Europe,0.003855120031562277,0.019402670980695882,26602217612.0,5285599189.0
Czech Republic,CZE,323,6209654.0,Europe,Europe,Europe,0.0009144226162337958,0.00492670562069394,6790792233.0,1260406949.0
Czech Republic,CZE,324,58870.0,Europe,Europe,Europe,9.46941060201859e-07,3.753418465317393e-06,62168600005.0,15684368941.0
Czech Republic,CZE,3251,121140561.0,Europe,Europe,Europe,0.0018841690277911426,0.004277917483945159,64293892540.0,28317647887.0
Czech Republic,CZE,3252,49952572.0,Europe,Europe,Europe,0.0022887252698821385,0.00862195158814327,21825499398.0,5793650253.0
Czech Republic,CZE,3254,238183515.0,Europe,Europe,Europe,0.0009452374077877027,0.0012829495574101985,251982743211.0,185653062994.0
Czech Republic,CZE,325X,50492816.0,Europe,Europe,Europe,0.0009286031401094456,0.003108312338526501,54375021814.0,16244447308.0
Czech Republic,CZE,326,471831963.0,Europe,Europe,Europe,0.0061394887356622085,0.04511981170938582,76851995877.0,10457312323.0
Czech Republic,CZE,327,116710477.0,Europe,Europe,Europe,0.0038771278212690477,0.015358323705638588,30102303143.0,7599167672.0
Czech Republic,CZE,3311IS,169698706.0,Europe,Europe,Europe,0.004381631548960696,0.017892470238012163,38729570048.0,9484364302.0
Czech Republic,CZE,3313NF,23769424.0,Europe,Europe,Europe,0.0002498946000748622,0.0009699511598866998,95117797635.0,24505794707.0
Czech Republic,CZE,332,585193024.0,Europe,Europe,Europe,0.005916972880592949,0.025098543852157398,98900744656.0,23315815748.0
Czech Republic,CZE,33311,39691008.0,Europe,Europe,Europe,0.002566245850585333,0.0067580573977035025,15466564901.0,5873138635.0
Czech Republic,CZE,33312,384210729.0,Europe,Europe,Europe,0.01174467249475464,0.03699456173030716,32713617955.0,10385600235.0
Czech Republic,CZE,33313,5469838.0,Europe,Europe,Europe,0.0017174839501772024,0.0042474012259139495,3184797156.0,1287808170.0
Czech Republic,CZE,3332OM,966800222.0,Europe,Europe,Europe,0.004849814939206836,0.014266108988333248,199347858448.0,67769019765.0
Czech Republic,CZE,3341,297335925.0,Europe,Europe,Europe,0.0019308315702918585,0.0759554738056755,153993714198.0,3914608258.0
Czech Republic,CZE,3342,564973567.0,Europe,Europe,Europe,0.004656332373311345,0.1363965846702036,121334458476.0,4142138664.0
Czech Republic,CZE,3344,154145394.0,Europe,Europe,Europe,0.0011725621452531399,0.0147839133716977,131460319288.0,10426562313.0
Czech Republic,CZE,3345,652463424.0,Europe,Europe,Europe,0.00876946831357158,0.020323788800126266,74401708367.0,32103434572.0
Czech Republic,CZE,334X,117094655.0,Europe,Europe,Europe,0.0020023220547298044,0.05048143061520256,58479431280.0,2319558966.0
Czech Republic,CZE,335,799941047.0,Europe,Europe,Europe,0.003913202487893628,0.028843179825473297,204421071865.0,27734149003.0
Czech Republic,CZE,336111,6402377.0,Europe,Europe,Europe,3.023545991531473e-05,0.00011920674444311986,211750607331.0,53708177586.0
Czech Republic,CZE,3362BP,830460741.0,Europe,Europe,Europe,0.005400356850779225,0.04633311895688309,153778863869.0,17923696045.0
Czech Republic,CZE,3364,221593092.0,Europe,Europe,Europe,0.0035381998860043447,0.006580227266742767,62628765796.0,33675598580.0
Czech Republic,CZE,3365AO,38772835.0,Europe,Europe,Europe,0.0024960292811111186,0.010553895494558716,15533806151.0,3673793721.0
Czech Republic,CZE,337,59426248.0,Europe,Europe,Europe,0.0012471253957242103,0.011468199178811972,47650579648.0,5181829080.0
Czech Republic,CZE,3391,145803627.0,Europe,Europe,Europe,0.002525291706958115,0.007307547970863537,57737340442.0,19952469362.0
Czech Republic,CZE,3399,165230763.0,Europe,Europe,Europe,0.0016902283056468032,0.013131219149733139,97756476121.0,12583048163.0
Czech Republic,CZE,S003,432930382.0,Europe,Europe,Europe,0.002936374154689603,0.007450661163737958,147437063260.0,58106303922.0
Denmark,DNK,111,25478016.0,Europe,Europe,Europe,0.0004901873476804138,0.017072458713162885,51976078372.0,1492346031.0
Denmark,DNK,112,74072128.0,Europe,Europe,Europe,0.0053244396375906125,0.03280550587079958,13911722743.0,2257917567.0
Denmark,DNK,113FF,36066449.0,Europe,Europe,Europe,0.0021959508980551913,0.01679000125928097,16424068968.0,2148090905.0
Denmark,DNK,212,3829567.0,Europe,Europe,Europe,0.0006451468418120394,0.007157839251757566,5935961787.0,535017184.0
Denmark,DNK,311,582870916.0,Europe,Europe,Europe,0.0049459569194243,0.025205024692162424,117847956522.0,23125187264.0
Denmark,DNK,3121,19679287.0,Europe,Europe,Europe,0.0006384062615426819,0.0014355924636202406,30825648471.0,13708129221.0
Denmark,DNK,3122,16244030.0,Europe,Europe,Europe,0.00841910048496982,0.11432072627561468,1929425837.0,142091732.0
Denmark,DNK,313TT,28846072.0,Europe,Europe,Europe,0.0008471641982518603,0.0063729578857868955,34050154692.0,4526323964.0
Denmark,DNK,315AL,9956164.0,Europe,Europe,Europe,8.012411757832767e-05,0.0008714315278237417,124259265511.0,11425067469.0
Denmark,DNK,321,11719427.0,Europe,Europe,Europe,0.0005037366918518795,0.003789493865970849,23264985834.0,3092610099.0
Denmark,DNK,322,37380481.0,Europe,Europe,Europe,0.0014051640936557873,0.007072136888054907,26602217612.0,5285599189.0
Denmark,DNK,323,5995050.0,Europe,Europe,Europe,0.0008828204124501006,0.004756439977387018,6790792233.0,1260406949.0
Denmark,DNK,324,61832851.0,Europe,Europe,Europe,0.0009945993796712006,0.0039423231647124,62168600005.0,15684368941.0
Denmark,DNK,3251,481136263.0,Europe,Europe,Europe,0.007483389852320178,0.016990685982110787,64293892540.0,28317647887.0
Denmark,DNK,3252,21693691.0,Europe,Europe,Europe,0.0009939608072376076,0.0037443908507882105,21825499398.0,5793650253.0
Denmark,DNK,3254,3112641052.0,Europe,Europe,Europe,0.012352596103748273,0.016765901956061965,251982743211.0,185653062994.0
Denmark,DNK,325X,34328389.0,Europe,Europe,Europe,0.0006313264409792187,0.002113238348410542,54375021814.0,16244447308.0
Denmark,DNK,326,136121780.0,Europe,Europe,Europe,0.0017712198420696847,0.013016899160658261,76851995877.0,10457312323.0
Denmark,DNK,327,70778376.0,Europe,Europe,Europe,0.0023512611531340197,0.009313964246478072,30102303143.0,7599167672.0
Denmark,DNK,3311IS,9275258.0,Europe,Europe,Europe,0.00023948776060525814,0.000977952523190626,38729570048.0,9484364302.0
Denmark,DNK,3313NF,13765853.0,Europe,Europe,Europe,0.00014472426130832377,0.0005617386893422326,95117797635.0,24505794707.0
Denmark,DNK,332,537865965.0,Europe,Europe,Europe,0.005438442014474452,0.02306871742397164,98900744656.0,23315815748.0
Denmark,DNK,33311,67437439.0,Europe,Europe,Europe,0.0043602079344483135,0.01148235095254141,15466564901.0,5873138635.0
Denmark,DNK,33312,106442287.0,Europe,Europe,Europe,0.0032537607777415275,0.010249026015972008,32713617955.0,10385600235.0
Denmark,DNK,33313,6376062.0,Europe,Europe,Europe,0.0020020308006077608,0.004951096093760611,3184797156.0,1287808170.0
Denmark,DNK,3332OM,1333078854.0,Europe,Europe,Europe,0.006687199272560705,0.019670918343258702,199347858448.0,67769019765.0
Denmark,DNK,3341,27444443.0,Europe,Europe,Europe,0.0001782179431344376,0.007010776351353622,153993714198.0,3914608258.0
Denmark,DNK,3342,40520686.0,Europe,Europe,Europe,0.0003339586009527129,0.009782551789531304,121334458476.0,4142138664.0
Denmark,DNK,3344,159113792.0,Europe,Europe,Europe,0.0012103560440273804,0.015260426900399804,131460319288.0,10426562313.0
Denmark,DNK,3345,1405180472.0,Europe,Europe,Europe,0.018886400633016262,0.04377040932640807,74401708367.0,32103434572.0
Denmark,DNK,334X,46665381.0,Europe,Europe,Europe,0.0007979793917038244,0.020118212851675355,58479431280.0,2319558966.0
Denmark,DNK,335,266807747.0,Europe,Europe,Europe,0.0013051871050563724,0.009620188705668936,204421071865.0,27734149003.0
Denmark,DNK,336111,1266435.0,Europe,Europe,Europe,5.980785679732951e-06,2.3579928735659036e-05,211750607331.0,53708177586.0
Denmark,DNK,33612,94242190.0,Europe,Europe,Europe,0.004665222568599407,0.14226343669427502,20201006193.0,662448428.0
Denmark,DNK,3362BP,26496930.0,Europe,Europe,Europe,0.00017230540877562997,0.0014783184190066418,153778863869.0,17923696045.0
Denmark,DNK,3364,79253549.0,Europe,Europe,Europe,0.0012654496379212027,0.0023534414336162336,62628765796.0,33675598580.0
Denmark,DNK,3365AO,10671402.0,Europe,Europe,Europe,0.0006869792178598173,0.002904736305416534,15533806151.0,3673793721.0
Denmark,DNK,337,101427585.0,Europe,Europe,Europe,0.0021285698043813227,0.019573703307095573,47650579648.0,5181829080.0
Denmark,DNK,3391,413979770.0,Europe,Europe,Europe,0.007170052635449377,0.020748297490857714,57737340442.0,19952469362.0
Denmark,DNK,3399,92289106.0,Europe,Europe,Europe,0.0009440715302152192,0.007334399805555286,97756476121.0,12583048163.0
Denmark,DNK,S003,430151029.0,Europe,Europe,Europe,0.0029175230399254765,0.007402828952559445,147437063260.0,58106303922.0
Djibouti,DJI,111,528677.0,Africa,RoWorld,RoWorld,1.0171544613585223e-05,2.5362711581736923e-05,51976078372.0,20844656073.0
Djibouti,DJI,112,156778.0,Africa,RoWorld,RoWorld,1.1269488538282321e-05,4.3773405700308596e-05,13911722743.0,3581581042.0
Djibouti,DJI,311,340221.0,Africa,RoWorld,RoWorld,2.8869486586005175e-06,2.0453124128448492e-05,117847956522.0,16634182527.0
Djibouti,DJI,315AL,54071.0,Africa,RoWorld,RoWorld,4.35146624902699e-07,3.545729694337551e-06,124259265511.0,15249611409.0
Djibouti,DJI,323,1385.0,Africa,RoWorld,RoWorld,2.039526394681261e-07,1.1159680655545265e-05,6790792233.0,124107494.0
Djibouti,DJI,326,3218.0,Africa,RoWorld,RoWorld,4.187269261230822e-08,9.9078021222147e-07,76851995877.0,3247945367.0
Djibouti,DJI,332,20439.0,Africa,RoWorld,RoWorld,2.066617402234092e-07,6.8016875488973626e-06,98900744656.0,3004989549.0
Djibouti,DJI,3332OM,45947.0,Africa,RoWorld,RoWorld,2.304865492798123e-07,1.3820240873807458e-05,199347858448.0,3324616439.0
Djibouti,DJI,3341,300000.0,Africa,RoWorld,RoWorld,1.9481314647315407e-06,0.0008023908723138341,153993714198.0,373882618.0
Djibouti,DJI,3342,18612.0,Africa,RoWorld,RoWorld,1.533941819477561e-07,1.242558355097137e-05,121334458476.0,1497877337.0
Djibouti,DJI,3344,106311.0,Africa,RoWorld,RoWorld,8.086926958323942e-07,1.5432073519291848e-05,131460319288.0,6888964070.0
Djibouti,DJI,334X,5222.0,Africa,RoWorld,RoWorld,8.929635404621192e-08,2.7895424615104304e-05,58479431280.0,187199158.0
Djibouti,DJI,335,18743.0,Africa,RoWorld,RoWorld,9.168819940626232e-08,4.725007122785006e-06,204421071865.0,3966766507.0
Djibouti,DJI,337,2250.0,Africa,RoWorld,RoWorld,4.721873304839089e-08,4.4195995379644575e-06,47650579648.0,509095899.0
Djibouti,DJI,3399,48829.0,Africa,RoWorld,RoWorld,4.994963191958857e-07,4.785935492476628e-06,97756476121.0,10202603039.0
Djibouti,DJI,S003,38460547.0,Africa,RoWorld,RoWorld,0.0002608607778098252,0.0029467832864957643,147437063260.0,13051705287.0
Dominica,DMA,111,35007.0,North America,RoWorld,RoWorld,6.735213793824545e-07,1.679423247733237e-06,51976078372.0,20844656073.0
Dominica,DMA,113FF,4973.0,North America,RoWorld,RoWorld,3.0278733057497473e-07,1.4917685496815308e-06,16424068968.0,3333627057.0
Dominica,DMA,311,97203.0,North America,RoWorld,RoWorld,8.24817017356207e-07,5.843569399471458e-06,117847956522.0,16634182527.0
Dominica,DMA,3121,15120.0,North America,RoWorld,RoWorld,4.905006301562323e-07,1.6168445448208818e-05,30825648471.0,935154839.0
Dominica,DMA,315AL,24957.0,North America,RoWorld,RoWorld,2.0084618959694956e-07,1.6365662921266901e-06,124259265511.0,15249611409.0
Dominica,DMA,321,4381.0,North America,RoWorld,RoWorld,1.8830873275656602e-07,1.3929223253039218e-06,23264985834.0,3145186146.0
Dominica,DMA,325X,288495.0,North America,RoWorld,RoWorld,5.305653043907761e-06,5.2090376235632924e-05,54375021814.0,5538355083.0
Dominica,DMA,326,4094.0,North America,RoWorld,RoWorld,5.327122546761649e-08,1.2604891823600678e-06,76851995877.0,3247945367.0
Dominica,DMA,327,6519.0,North America,RoWorld,RoWorld,2.16561502587749e-07,3.1324900851979736e-06,30102303143.0,2081091982.0
Dominica,DMA,332,20520.0,North America,RoWorld,RoWorld,2.0748074315692339e-07,6.828642717519148e-06,98900744656.0,3004989549.0
Dominica,DMA,3332OM,2928.0,North America,RoWorld,RoWorld,1.4687892926443303e-08,8.807030987552667e-07,199347858448.0,3324616439.0
Dominica,DMA,3342,25507.0,North America,RoWorld,RoWorld,2.1022057806476545e-07,1.7028764218494883e-05,121334458476.0,1497877337.0
Dominica,DMA,3344,4378.0,North America,RoWorld,RoWorld,3.330282494148509e-08,6.355091934744261e-07,131460319288.0,6888964070.0
Dominica,DMA,3345,10207.0,North America,RoWorld,RoWorld,1.371877101215487e-07,2.8106957365769648e-06,74401708367.0,3631485211.0
Dominica,DMA,335,75393.0,North America,RoWorld,RoWorld,3.68812272199559e-07,1.900616027360241e-05,204421071865.0,3966766507.0
Dominica,DMA,3391,421191.0,North America,RoWorld,RoWorld,7.294949798096556e-06,6.162053575082235e-05,57737340442.0,6835237553.0
Dominica,DMA,3399,17629.0,North America,RoWorld,RoWorld,1.8033587849647279e-07,1.7278923753685404e-06,97756476121.0,10202603039.0
Dominica,DMA,S003,1247693.0,North America,RoWorld,RoWorld,8.462546475167767e-06,9.559616713401813e-05,147437063260.0,13051705287.0
Dominican Republic,DOM,111,372195441.0,North America,RoWorld,RoWorld,0.007160898872287855,0.017855676759383106,51976078372.0,20844656073.0
Dominican Republic,DOM,112,1626728.0,North America,RoWorld,RoWorld,0.00011693217511961451,0.00045419271012547423,13911722743.0,3581581042.0
Dominican Republic,DOM,113FF,2400809.0,North America,RoWorld,RoWorld,0.00014617626147805642,0.0007201792398939004,16424068968.0,3333627057.0
Dominican Republic,DOM,211,653106.0,North America,RoWorld,RoWorld,3.700957722380304e-06,1.1882437112483176e-05,176469457095.0,54963976987.0
Dominican Republic,DOM,212,7500082.0,North America,RoWorld,RoWorld,0.0012634990367400086,0.00300524958269811,5935961787.0,2495660275.0
Dominican Republic,DOM,311,432412731.0,North America,RoWorld,RoWorld,0.0036692425033205958,0.025995430211140428,117847956522.0,16634182527.0
Dominican Republic,DOM,3121,41230736.0,North America,RoWorld,RoWorld,0.001337546427897173,0.044089742447453666,30825648471.0,935154839.0
Dominican Republic,DOM,3122,1002431479.0,North America,RoWorld,RoWorld,0.5195491113349282,0.6517629186314341,1929425837.0,1538030855.0
Dominican Republic,DOM,313TT,71720477.0,North America,RoWorld,RoWorld,0.002106318683387672,0.06703204959584247,34050154692.0,1069943071.0
Dominican Republic,DOM,315AL,756698499.0,North America,RoWorld,RoWorld,0.006089674648310339,0.04962083811220347,124259265511.0,15249611409.0
Dominican Republic,DOM,321,1492561.0,North America,RoWorld,RoWorld,6.415482092487399e-05,0.00047455410608946514,23264985834.0,3145186146.0
Dominican Republic,DOM,322,89454870.0,North America,RoWorld,RoWorld,0.0033626846943635175,0.03143932232426959,26602217612.0,2845318009.0
Dominican Republic,DOM,323,2737291.0,North America,RoWorld,RoWorld,0.00040308860970566526,0.022055807524402997,6790792233.0,124107494.0
Dominican Republic,DOM,324,270848.0,North America,RoWorld,RoWorld,4.356668800298167e-06,1.870159950734769e-05,62168600005.0,14482611495.0
Dominican Republic,DOM,3251,9257209.0,North America,RoWorld,RoWorld,0.000143982711798647,0.002280724291184485,64293892540.0,4058889992.0
Dominican Republic,DOM,3252,13235316.0,North America,RoWorld,RoWorld,0.0006064152649452242,0.020534870219522654,21825499398.0,644528836.0
Dominican Republic,DOM,3254,503516.0,North America,RoWorld,RoWorld,1.998216201568916e-06,0.00017205511133698605,251982743211.0,2926480917.0
Dominican Republic,DOM,325X,64693329.0,North America,RoWorld,RoWorld,0.0011897618951086715,0.011680964479611717,54375021814.0,5538355083.0
Dominican Republic,DOM,326,265542940.0,North America,RoWorld,RoWorld,0.003455251057174831,0.0817572064782825,76851995877.0,3247945367.0
Dominican Republic,DOM,327,16172109.0,North America,RoWorld,RoWorld,0.0005372382612444945,0.007770972710421984,30102303143.0,2081091982.0
Dominican Republic,DOM,3311IS,32638753.0,North America,RoWorld,RoWorld,0.0008427347104434347,0.0044740452789307425,38729570048.0,7295132473.0
Dominican Republic,DOM,3313NF,212878546.0,North America,RoWorld,RoWorld,0.0022380516716428702,0.008130097570285108,95117797635.0,26184008760.0
Dominican Republic,DOM,332,96032646.0,North America,RoWorld,RoWorld,0.0009710002319398512,0.03195773044600363,98900744656.0,3004989549.0
Dominican Republic,DOM,33311,12243112.0,North America,RoWorld,RoWorld,0.0007915857256195533,0.04201191739164813,15466564901.0,291419977.0
Dominican Republic,DOM,33312,207276.0,North America,RoWorld,RoWorld,6.336076929342498e-06,0.00011496136108088478,32713617955.0,1803005793.0
Dominican Republic,DOM,33313,20280.0,North America,RoWorld,RoWorld,6.367752483637297e-06,0.00012152741261127353,3184797156.0,166875930.0
Dominican Republic,DOM,3332OM,140696085.0,North America,RoWorld,RoWorld,0.0007057817731044282,0.04231949386688333,199347858448.0,3324616439.0
Dominican Republic,DOM,3341,5155121.0,North America,RoWorld,RoWorld,3.347617808199442e-05,0.013788073453577881,153993714198.0,373882618.0
Dominican Republic,DOM,3342,7285695.0,North America,RoWorld,RoWorld,6.0046379993867224e-05,0.004864013107102641,121334458476.0,1497877337.0
Dominican Republic,DOM,3344,35241303.0,North America,RoWorld,RoWorld,0.00026807559262650375,0.005115617187418427,131460319288.0,6888964070.0
Dominican Republic,DOM,3345,672988075.0,North America,RoWorld,RoWorld,0.009045330944289122,0.18532034027330643,74401708367.0,3631485211.0
Dominican Republic,DOM,334X,1199387.0,North America,RoWorld,RoWorld,2.0509553081276134e-05,0.0064070106554645935,58479431280.0,187199158.0
Dominican Republic,DOM,335,994511949.0,North America,RoWorld,RoWorld,0.0048650168005027255,0.25071098771380246,204421071865.0,3966766507.0
Dominican Republic,DOM,336111,89576.0,North America,RoWorld,RoWorld,4.2302594136119014e-07,4.203684858842791e-05,211750607331.0,2130892372.0
Dominican Republic,DOM,3362BP,38992679.0,North America,RoWorld,RoWorld,0.0002535633182543005,0.011508578108534012,153778863869.0,3388140449.0
Dominican Republic,DOM,3364,1961935.0,North America,RoWorld,RoWorld,3.132641965819013e-05,0.0006421191469648505,62628765796.0,3055406476.0
Dominican Republic,DOM,3365AO,92888.0,North America,RoWorld,RoWorld,5.979732146587929e-06,0.0003102271485399235,15533806151.0,299419314.0
Dominican Republic,DOM,337,35248135.0,North America,RoWorld,RoWorld,0.0007397210120082861,0.06923672940449281,47650579648.0,509095899.0
Dominican Republic,DOM,3391,1197124136.0,North America,RoWorld,RoWorld,0.020733967426202635,0.17514009231099506,57737340442.0,6835237553.0
Dominican Republic,DOM,3399,520167792.0,North America,RoWorld,RoWorld,0.005321057106806429,0.05098383128419586,97756476121.0,10202603039.0
Dominican Republic,DOM,S003,348425392.0,North America,RoWorld,RoWorld,0.0023632144068521242,0.026695775328841136,147437063260.0,13051705287.0
Ecuador,ECU,111,1721556269.0,South America,RoWorld,RoWorld,0.033122088524620556,0.08258981404974702,51976078372.0,20844656073.0
Ecuador,ECU,112,1205910718.0,South America,RoWorld,RoWorld,0.08668306149263803,0.336697872771463,13911722743.0,3581581042.0
Ecuador,ECU,113FF,210249086.0,South America,RoWorld,RoWorld,0.01280127880670989,0.06306916832778754,16424068968.0,3333627057.0
Ecuador,ECU,211,3546724671.0,South America,RoWorld,RoWorld,0.0200982352945681,0.06452816672707046,176469457095.0,54963976987.0
Ecuador,ECU,212,61985.0,South America,RoWorld,RoWorld,1.0442284203336635e-05,2.4837114498687125e-05,5935961787.0,2495660275.0
Ecuador,ECU,311,568489624.0,South America,RoWorld,RoWorld,0.004823924323998556,0.03417598809422996,117847956522.0,16634182527.0
Ecuador,ECU,3121,2634277.0,South America,RoWorld,RoWorld,8.545731008638024e-05,0.0028169420615060305,30825648471.0,935154839.0
Ecuador,ECU,313TT,2043389.0,South America,RoWorld,RoWorld,6.001115174023245e-05,0.0019098109566616371,34050154692.0,1069943071.0
Ecuador,ECU,315AL,9011607.0,South America,RoWorld,RoWorld,7.252261602336811e-05,0.0005909401071480116,124259265511.0,15249611409.0
Ecuador,ECU,321,112601031.0,South America,RoWorld,RoWorld,0.004839935506663503,0.0358010705163522,23264985834.0,3145186146.0
Ecuador,ECU,322,6410424.0,South America,RoWorld,RoWorld,0.00024097329378691798,0.002252972771311764,26602217612.0,2845318009.0
Ecuador,ECU,323,6496037.0,South America,RoWorld,RoWorld,0.0009565948680379838,0.05234202053906592,6790792233.0,124107494.0
Ecuador,ECU,324,62520536.0,South America,RoWorld,RoWorld,0.001005660992767598,0.004316938006766576,62168600005.0,14482611495.0
Ecuador,ECU,3251,590969.0,South America,RoWorld,RoWorld,9.191681770275967e-06,0.00014559867381594213,64293892540.0,4058889992.0
Ecuador,ECU,3252,2609402.0,South America,RoWorld,RoWorld,0.00011955749338954943,0.004048541902631026,21825499398.0,644528836.0
Ecuador,ECU,3254,132549.0,South America,RoWorld,RoWorld,5.260241170126833e-07,4.529296576991826e-05,251982743211.0,2926480917.0
Ecuador,ECU,325X,3688376.0,South America,RoWorld,RoWorld,6.783217508614129e-05,0.0006659695784622916,54375021814.0,5538355083.0
Ecuador,ECU,326,42341223.0,South America,RoWorld,RoWorld,0.0005509450017116827,0.013036310102441448,76851995877.0,3247945367.0
Ecuador,ECU,327,11773843.0,South America,RoWorld,RoWorld,0.0003911276470796519,0.005657531287341243,30102303143.0,2081091982.0
Ecuador,ECU,3313NF,476167956.0,South America,RoWorld,RoWorld,0.005006086850614663,0.018185449003034936,95117797635.0,26184008760.0
Ecuador,ECU,332,7544561.0,South America,RoWorld,RoWorld,7.628416779106925e-05,0.0025106779497821143,98900744656.0,3004989549.0
Ecuador,ECU,33311,4456564.0,South America,RoWorld,RoWorld,0.0002881418096730618,0.015292582361297763,15466564901.0,291419977.0
Ecuador,ECU,33312,33407.0,South America,RoWorld,RoWorld,1.0211955169848165e-06,1.8528503973586512e-05,32713617955.0,1803005793.0
Ecuador,ECU,33313,82806.0,South America,RoWorld,RoWorld,2.6000400007892998e-05,0.0004962129649254989,3184797156.0,166875930.0
Ecuador,ECU,3332OM,8107448.0,South America,RoWorld,RoWorld,4.066985250365673e-05,0.0024386115357230838,199347858448.0,3324616439.0
